form_key	n_sources	whitneyroots	mws	cslorig_etym	sanskritlex	mwderiv	whitneyroots_mw_L	whitneyroots_class	whitneyroots_homonym	whitneyroots_records	mws_whitney_id	mws_dcs_status	cslorig_oracle_pairs	sanskritlex_rows	mwderiv_rows	mwderiv_classes	slp1_native
kab	2	1	0	0	0	1	43736	I		1			0	0	1	VERB:V:1	kab
kabṛ	1	0	0	1	0	0				0			63	0	0		kabf
kac	3	1	0	1	0	1	41710	I		1			69	0	2	VERB:V:1;NONE:1	kac
kacer	1	0	0	1	0	0				0			1	0	0		kacer
kaci	1	0	0	1	0	0				0			57	0	0		kaci
kad	4	1	1	1	0	1	42779	I	1	1	82	unmatched	4	0	37	m:f:n:13;m:12;n:8;f:2;VERB:V:1	kad
kadi	1	0	0	1	0	0				0			65	0	0		kadi
kag	2	1	0	0	0	1	41600	I		1			0	0	1	VERB:V:1	kag
kage	1	0	0	1	0	0				0			3	0	0		kage
kai	2	0	0	1	0	1				0			69	0	1	VERB:V:1	kE
kaj	2	1	0	0	0	1	41817	I		1			0	0	1	VERB:V:1	kaj
kaji	1	0	0	1	0	0				0			1	0	0		kaji
kak	2	1	0	0	0	1	41405	I		1			0	0	1	VERB:V:1	kak
kaka	1	0	0	1	0	0				0			57	0	0		kaka
kakh	2	1	0	0	0	1	41598	I		1			0	0	1	VERB:V:1	kaK
kakha	2	0	0	1	0	1				0			52	0	1	NONE:1	kaKa
kakhe	1	0	0	1	0	0				0			14	0	0		kaKe
kaki	1	0	0	1	0	0				0			54	0	0		kaki
kal	4	1	1	1	0	1	45580,45581	X	2,3	2	86	matched	120	0	7	VERB:V:3;ICF:kad:1;m:1;n:1;f:1	kal
kall	2	0	0	1	0	1				0			5	0	1	VERB:V:1	kall
kam	4	1	1	1	0	1	43768	I	2	1	84	matched	38	0	3	ind:1;VERB:V:1;NONE:1	kam
kamb	3	1	0	1	0	1	43959	I		1			1	0	1	VERB:V:1	kamb
kameḥ	1	0	0	1	0	0				0			1	0	0		kameH
kamp	4	1	1	1	0	1	43913	I		1	85	matched	32	0	1	VERB:V:1	kamp
kampane	1	0	0	1	0	0				0			1	0	0		kampane
kan	4	1	1	1	0	1	42917	I		1	83	matched	10	0	1	VERB:V:1	kan
kanayater	1	0	0	1	0	0				0			1	0	0		kanayater
kand	2	1	0	0	0	1	43192	I		1			0	0	1	VERB:V:1	kand
kap	2	0	0	1	0	1				0			1	0	1	NONE:1	kap
kapi	2	0	0	1	0	1				0			71	0	54	m:22;f:17;n:9;m:f:n:3;f#i:f#I:1	kapi
karba	1	0	0	1	0	0				0			44	0	0		karba
kard	2	0	0	1	0	1				0			1	0	1	VERB:V:1	kard
karda	2	0	0	1	0	1				0			2	0	1	m:1	karda
kardda	1	0	0	1	0	0				0			2	0	0		kardda
karj	2	1	0	0	0	1	44777	I		1			0	0	1	VERB:V:1	karj
karja	1	0	0	1	0	0				0			44	0	0		karja
kark	2	0	0	1	0	1				0			2	0	1	NONE:1	kark
karma	2	0	0	1	0	1				0			3	0	155	m:69;m:f:n:32;f:27;n:23;m:f#I:n:2	karma
karmma	1	0	0	1	0	0				0			2	0	0		karmma
kart	2	0	0	1	0	1				0			26	0	1	VERB:V:1	kart
karva	2	0	0	1	0	1				0			47	0	1	m:1	karva
karṇ	3	1	0	1	0	1	44778	X		1			47	0	1	VERB:V:1	karR
karṣaṇaṃ	1	0	0	1	0	0				0			1	0	0		karzaRaM
kas	4	1	1	1	0	1	46861	I	1	1	88	matched	16	0	3	NONE:2;VERB:V:1	kas
kasa	2	0	0	1	0	1				0			46	0	2	m:f:n:1;m:1	kasa
kasi	1	0	0	1	0	0				0			55	0	0		kasi
kath	4	1	1	1	0	1	42692	X		1	81	matched	6	0	1	VERB:V:1	kaT
katham	2	0	0	1	0	1				0			5	0	1	ind:1	kaTam
katr	2	1	0	0	0	1	42690	X		1			0	0	1	VERB:V:1	katr
katra	1	0	0	1	0	0				0			58	0	0		katra
katth	4	1	1	1	0	1	42681	I		1	80	matched	56	0	1	VERB:V:1	katT
kauṭilye	1	0	0	1	0	0				0			2	0	0		kOwilye
kav	2	0	0	1	0	1				0			2	0	1	VERB:V:1	kav
kavala	2	0	0	1	0	1				0			4	0	5	m:3;m:n:1;f:1	kavala
kañc	3	1	0	1	0	1	41835	I		1			1	0	1	VERB:V:1	kaYc
kaś	2	0	0	1	0	1				0			61	0	2	VERB:V:1;NONE:1	kaS
kaḍ	3	1	0	1	0	1	42258	I,VI		1			6	0	1	VERB:V:1	kaq
kaḍi	1	0	0	1	0	0				0			7	0	0		kaqi
kaḍḍ	2	1	0	0	0	1	42287	I		1			0	0	1	VERB:V:1	kaqq
kaḍḍa	1	0	0	1	0	0				0			47	0	0		kaqqa
kaṃs	2	1	0	0	0	1	41369	II		1			0	0	1	VERB:V:1	kaMs
kaṅk	2	1	0	0	0	1	41602	I		1			0	0	1	VERB:V:1	kaNk
kaṇ	3	1	0	1	0	1	42288	I,X		1			88	0	1	VERB:V:1	kaR
kaṇḍ	2	1	0	0	0	1	42560	I,X		1			0	0	1	VERB:V:1	kaRq
kaṇḍaya	1	0	0	1	0	0				0			1	0	0		kaRqaya
kaṇḍū	2	0	0	1	0	1				0			3	0	6	f:3;m:f:n:2;m:1	kaRqU
kaṇḍūya	2	0	0	1	0	1				0			3	0	1	VERB:N:1	kaRqUya
kaṇṭ	2	1	0	0	0	1	42355	I		1			0	0	1	VERB:V:1	kaRw
kaṇṭh	2	1	0	0	0	1	42456	I,X		1			0	0	1	VERB:V:1	kaRW
kaṣ	4	1	1	1	0	1	46728	I		1	87	matched	105	0	1	VERB:V:1	kaz
kaṭ	3	1	0	1	0	1	41893,41894	I	1,2	2			5	0	6	VERB:V:2;m:1;f:1;ind:1;SEE:1	kaw
kaṭe	1	0	0	1	0	0				0			1	0	0		kawe
kaṭh	3	1	0	1	0	1	42177	I		1			61	0	1	VERB:V:1	kaW
kaṭhi	1	0	0	1	0	0				0			76	0	0		kaWi
kaṭi	2	0	0	1	0	1				0			61	0	18	m:8;n:5;f:4;m:f:n:1	kawi
kaṭī	2	0	0	1	0	1				0			5	0	5	f:2;n:2;m:1	kawI
kaṭṭ	2	1	0	0	0	1	42169	X		1			0	0	1	VERB:V:1	kaww
kel	2	0	0	1	0	1				0			1	0	1	VERB:V:1	kel
kelṛ	1	0	0	1	0	0				0			33	0	0		kelf
kepse	1	0	0	1	0	0				0			1	0	0		kepse
kepṛ	1	0	0	1	0	0				0			51	0	0		kepf
keta	2	0	0	1	0	1				0			31	0	4	m:f:n:3;m:1	keta
khac	4	1	1	1	0	1	60863	I,IX,X		1	154	matched	1	0	1	VERB:V:1	Kac
khaca	1	0	0	1	0	0				0			54	0	0		Kaca
khad	3	0	1	1	0	1				0	156	homonym_shared	44	0	1	VERB:V:1	Kad
khai	3	1	0	1	0	1	62077	I		1			2	0	1	VERB:V:1	KE
khaj	2	0	0	1	0	1				0			6	0	1	VERB:V:1	Kaj
khaji	1	0	0	1	0	0				0			4	0	0		Kaji
khakkha	1	0	0	1	0	0				0			2	0	0		KakKa
khal	2	0	0	1	0	1				0			69	0	1	VERB:V:1	Kal
khall	3	1	1	0	0	1	61663	I		1	159	unmatched	0	0	1	VERB:V:1	Kall
khan	4	1	1	1	0	1	61265	I		1	157	matched	40	0	1	VERB:V:1	Kan
khanu	1	0	0	1	0	0				0			113	0	0		Kanu
kharda	1	0	0	1	0	0				0			3	0	0		Karda
kharj	4	1	1	1	0	1	61509	I		1	158	matched	3	0	1	VERB:V:1	Karj
kharja	2	0	0	1	0	1				0			1	0	1	m:f:n:1	Karja
kharv	2	0	0	1	0	1				0			3	0	1	VERB:V:1	Karv
khava	1	0	0	1	0	0				0			52	0	0		Kava
khañj	4	1	1	1	0	1	60884	I	1	1	155	matched	1	0	2	VERB:V:1;m:f:n:1	KaYj
khaḍ	2	0	0	1	0	1				0			5	0	1	VERB:V:1	Kaq
khaḍi	1	0	0	1	0	0				0			11	0	0		Kaqi
khaṇḍ	3	1	0	1	0	1	61072	I,X		1			1	0	1	VERB:V:1	KaRq
khaṇḍane	1	0	0	1	0	0				0			2	0	0		KaRqane
khaṣa	1	0	0	1	0	0				0			53	0	0		Kaza
khaṭ	2	0	0	1	0	1				0			2	0	2	VERB:V:1;ind:1	Kaw
khaṭṭa	2	0	0	1	0	1				0			1	0	1	m:f:n:1	Kawwa
khel	3	0	1	1	0	1				0	164	matched	5	0	1	VERB:V:1	Kel
khelā	2	0	0	1	0	1				0			1	0	1	f:1	KelA
khelṛ	1	0	0	1	0	0				0			2	0	0		Kelf
khevṛ	1	0	0	1	0	0				0			3	0	0		Kevf
kheṭ	2	0	0	1	0	1				0			3	0	1	VERB:V:1	Kew
khid	4	1	1	1	0	1	61905	IV,VI,VII		1	162	matched	107	0	1	VERB:V:1	Kid
khila	2	0	0	1	0	1				0			1	0	7	n:3;m:2;m:n:1;m:f:n:1	Kila
khiṭ	2	0	0	1	0	1				0			5	0	1	VERB:V:1	Kiw
kholṛ	1	0	0	1	0	0				0			2	0	0		Kolf
khorṛ	1	0	0	1	0	0				0			41	0	0		Korf
khoṭ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	Kow
khoṭa	2	0	0	1	0	1				0			2	0	1	m:f:n:1	Kowa
khud	4	1	1	1	0	1	61977	VI		1	163	matched	1	0	1	VERB:V:1	Kud
khur	2	0	0	1	0	1				0			4	0	1	VERB:V:1	Kur
khurda	1	0	0	1	0	0				0			2	0	0		Kurda
khuḍi	1	0	0	1	0	0				0			1	0	0		Kuqi
khyā	3	0	1	1	0	1				0	165	matched	165	0	1	VERB:V:1	KyA
khā	2	0	1	0	0	1				0	160	unmatched	0	0	3	f:1;m:f:n:1;SEE:1	
khād	4	1	1	1	0	1	61789	I		1	161	homonym_shared	17	0	1	VERB:V:1	KAd
khādṛ	1	0	0	1	0	0				0			42	0	0		KAdf
ki	2	0	0	1	0	1				0			40	0	2	NONE:1;VERB:V:1	ki
kil	2	0	0	1	0	1				0			33	0	1	VERB:V:1	kil
kindle	1	0	0	0	1	0				0			0	2	0		
kiss	1	0	0	0	1	0				0			0	2	0		
kit	2	0	0	1	0	1				0			3	0	1	VERB:V:1	kit
kiṭ	2	0	0	1	0	1				0			44	0	1	VERB:V:1	kiw
klad	2	0	0	1	0	1				0			1	0	1	NONE:1	klad
kladi	1	0	0	1	0	0				0			8	0	0		kladi
klam	4	1	1	1	0	1	58545	I,IV		1	128	matched	4	0	1	VERB:V:1	klam
klamu	1	0	0	1	0	0				0			57	0	0		klamu
kland	3	1	1	0	0	1	58542	I		1	127	unmatched	0	0	1	VERB:V:1	kland
klapa	1	0	0	1	0	0				0			28	0	0		klapa
klath	3	1	1	0	0	1	58538	I		1	126	unmatched	0	0	1	VERB:V:1	klaT
klatha	1	0	0	1	0	0				0			50	0	0		klaTa
klav	3	0	1	1	0	1				0	129	unmatched	1	0	1	VERB:V:1	klav
klevṛ	1	0	0	1	0	0				0			47	0	0		klevf
kleś	2	0	0	1	0	1				0			36	0	1	VERB:V:1	kleS
klid	4	1	1	1	0	1	58564	IV		1	130	matched	20	0	1	VERB:V:1	klid
klidi	1	0	0	1	0	0				0			68	0	0		klidi
klidū	1	0	0	1	0	0				0			45	0	0		klidU
kliś	3	0	1	1	0	1				0	131	matched	35	0	1	VERB:V:1	kliS
kliśū	1	0	0	1	0	0				0			23	0	0		kliSU
klīb	2	0	0	1	0	1				0			3	0	1	VERB:V:1	klIb
klībṛ	1	0	0	1	0	0				0			6	0	0		klIbf
klīv	2	0	0	1	0	1				0			1	0	1	VERB:V:1	klIv
kmar	2	0	0	1	0	1				0			1	0	1	VERB:V:1	kmar
kmara	1	0	0	1	0	0				0			49	0	0		kmara
knas	2	0	0	1	0	1				0			2	0	1	VERB:V:1	knas
knasu	1	0	0	1	0	0				0			60	0	0		knasu
knatha	1	0	0	1	0	0				0			47	0	0		knaTa
knoṭ	1	0	0	0	1	0				0			0	2	0		
knoṭ, ṭake	1	0	0	0	1	0				0			0	1	0		
knū	3	0	1	1	0	1				0	115	unmatched	1	0	1	VERB:V:1	knU
knūy	2	0	0	1	0	1				0			1	0	1	VERB:V:1	knUy
knūyī	1	0	0	1	0	0				0			55	0	0		knUyI
knūñ	1	0	0	1	0	0				0			46	0	0		knUY
krad	2	0	0	1	0	1				0			1	0	1	VERB:V:1	krad
kradi	1	0	0	1	0	0				0			74	0	0		kradi
krakṣ	3	0	1	1	0	1				0	116	unmatched	2	0	1	VERB:V:1	krakz
kram	4	1	1	1	0	1	57749	I,IV		1	119	matched	143	0	1	VERB:V:1	kram
kramu	2	0	0	1	0	1				0			179	0	1	m:1	kramu
krand	4	1	1	1	0	1	57730	I		1	118	matched	58	0	1	VERB:V:1	krand
krap	2	0	0	1	0	1				0			1	0	1	VERB:V:1	krap
krapa	1	0	0	1	0	0				0			62	0	0		krapa
krath	4	1	1	1	0	1	57713	I		1	117	unmatched	63	0	1	VERB:V:1	kraT
kraṃd	1	0	0	1	0	0				0			1	0	0		kraMd
kriyate	1	0	0	1	0	0				0			1	0	0		kriyate
kru	2	0	1	0	0	1				0	122	unmatched	0	0	1	NONE:1	
krudh	4	1	1	1	0	1	58231	IV	1	1	123	matched	74	0	2	VERB:V:1;f:1	kruD
krunca	1	0	0	1	0	0				0			55	0	0		krunca
kruś	4	1	1	1	0	1	58298	I		1	124	matched	103	0	1	VERB:V:1	kruS
kruḍa	1	0	0	1	0	0				0			14	0	0		kruqa
krī	4	1	1	1	0	1	58088	IX	1	1	120	matched	33	0	2	VERB:V:1;SEE:1	krI
krīñ	1	0	0	1	0	0				0			101	0	0		krIY
krīḍ	4	1	1	1	0	1	58135	I		1	121	matched	26	0	1	VERB:V:1	krIq
krīḍane	1	0	0	1	0	0				0			1	0	0		krIqane
krīḍṛ	1	0	0	1	0	0				0			75	0	0		krIqf
krūḍ	3	0	1	1	0	1				0	125	unmatched	1	0	1	NONE:1	krUq
ku	3	0	1	1	0	1				0	93	unmatched	12	0	430	m:138;SEE:93;f:66;m:f:n:65;n:58	ku
kubi	1	0	0	1	0	0				0			10	0	0		kubi
kuc	4	1	1	1	0	1	51417	I,VI		1	94	unmatched	84	0	1	VERB:V:1	kuc
kudri	2	0	0	1	0	1				0			2	0	1	m:1	kudri
kuh	2	0	0	1	0	1				0			4	0	2	VERB:V:1;SEE:1	kuh
kuj	2	0	0	1	0	1				0			1	0	1	VERB:V:1	kuj
kuju	1	0	0	1	0	0				0			42	0	0		kuju
kuka	2	0	0	1	0	1				0			46	0	1	m:f:n:1	kuka
kul	2	0	0	1	0	1				0			75	0	1	VERB:V:1	kul
kumb	2	0	0	1	0	1				0			1	0	1	VERB:V:1	kumb
kumbh	2	0	0	1	0	1				0			2	0	1	VERB:V:1	kumB
kumāra	2	0	0	1	0	1				0			31	0	44	m:21;f:13;m:f:n:6;n:4	kumAra
kunca	1	0	0	1	0	0				0			57	0	0		kunca
kuntha	2	0	0	1	0	1				0			10	0	1	NONE:1	kunTa
kup	4	1	1	1	0	1	52181	IV	1	1	99	matched	92	0	2	VERB:V:2	kup
kur	2	0	0	1	0	1				0			44	0	1	VERB:V:1	kur
kurd	2	0	0	1	0	1				0			1	0	1	VERB:V:1	kurd
kurda	1	0	0	1	0	0				0			59	0	0		kurda
kurdda	1	0	0	1	0	0				0			1	0	0		kurdda
kus	2	0	0	1	0	1				0			2	0	1	VERB:V:1	kus
kusa	1	0	0	1	0	0				0			51	0	0		kusa
kusi	1	0	0	1	0	0				0			9	0	0		kusi
kusma	1	0	0	1	0	0				0			60	0	0		kusma
kuth	4	1	1	1	0	1	52041	IV		1	98	unmatched	7	0	1	VERB:V:1	kuT
kuthi	1	0	0	1	0	0				0			13	0	0		kuTi
kuts	3	1	0	1	0	1	52017	I,IV,X		1			9	0	1	VERB:V:1	kuts
kutsane	1	0	0	1	0	0				0			1	0	0		kutsane
kutsāyām	1	0	0	1	0	0				0			1	0	0		kutsAyAm
kuñc	3	1	0	1	0	1	51450	I		1			9	0	1	VERB:V:1	kuYc
kuñj	3	1	1	0	0	1	51471	I		1	95	unmatched	0	0	1	VERB:V:1	kuYj
kuś	2	0	0	1	0	1				0			10	0	1	VERB:V:1	kuS
kuśabde	1	0	0	1	0	0				0			1	0	0		kuSabde
kuśi	2	0	0	1	0	1				0			61	0	5	m:2;ICF:kuSin:1;n:1;f:1	kuSi
kuḍi	2	0	0	1	0	1				0			14	0	1	m:1	kuqi
kuṇ	2	0	0	1	0	1				0			34	0	1	VERB:V:1	kuR
kuṇṭh	3	0	1	1	0	1				0	97	unmatched	6	0	1	VERB:V:1	kuRW
kuṣ	4	1	1	1	0	1	53477	IX,VI		1	100	matched	9	0	1	VERB:V:1	kuz
kuṣa	1	0	0	1	0	0				0			75	0	0		kuza
kuṭ	3	1	0	1	0	1	51515	IV,VI,X		1			43	0	1	VERB:V:1	kuw
kuṭhi	2	0	0	1	0	1				0			26	0	2	m:f:n:1;m:1	kuWi
kuṭumba	2	0	0	1	0	1				0			36	0	4	m:n:2;n:1;m:1	kuwumba
kuṭṭ	4	1	1	1	0	1	51676	X		1	96	matched	42	0	1	VERB:V:1	kuww
kvath	4	1	1	1	0	1	58702	I		1	133	matched	8	0	1	VERB:V:1	kvaT
kvathe	1	0	0	1	0	0				0			53	0	0		kvaTe
kvaṇ	4	1	1	1	0	1	58692	I		1	132	matched	74	0	1	VERB:V:1	kvaR
kyaṅ	1	0	0	1	0	0				0			1	0	0		kyaN
kā	3	0	1	1	0	1				0	89	unmatched	2	0	29	m:12;n:6;f:5;NONE:2;m:f:n:2	kA
kāca	2	0	0	1	0	1				0			2	0	20	n:9;f:5;m:3;m:f:n:2;NONE:1	kAca
kāci	1	0	0	1	0	0				0			49	0	0		kAci
kākṣi	2	0	0	1	0	1				0			52	0	1	m:1	kAkzi
kāla	2	0	0	1	0	1				0			26	0	273	m:136;f:52;n:34;m:f:n:34;NONE:5	kAla
kālī	2	0	0	1	0	1				0			2	0	26	n:13;m:8;f:3;NONE:1;SEE:1	kAlI
kās	4	1	1	1	0	1	50091	I	1	1	92	matched	5	0	2	VERB:V:1;f:1	kAs
kāsṛ	1	0	0	1	0	0				0			38	0	0		kAsf
kāt	2	0	0	1	0	1				0			2	0	1	ind:1	kAt
kāyate	1	0	0	1	0	0				0			1	0	0		kAyate
kāś	4	1	1	1	0	1	49812	I,IV		1	91	matched	41	0	1	VERB:V:1	kAS
kāśikoktyā	1	0	0	1	0	0				0			1	0	0		kASikoktyA
kāśṛ	1	0	0	1	0	0				0			10	0	0		kASf
kāṅkṣ	4	1	1	1	0	1	47271	I		1	90	matched	17	0	1	VERB:V:1	kANkz
kāṅkṣi	2	0	0	1	0	1				0			1	0	1	f:1	kANkzi
kīl	2	0	0	1	0	1				0			57	0	1	VERB:V:1	kIl
kīrt	3	1	0	1	0	1	50788	X		1			6	0	1	VERB:V:1	kIrt
kīṭ	2	0	0	1	0	1				0			29	0	1	VERB:V:1	kIw
kū	3	0	1	1	0	1				0	101	matched	4	0	10	ind:2;m:f:n:2;n:2;SEE:1;VERB:V:1	kU
kūj	4	1	1	1	0	1	53796	I		1	102	matched	68	0	1	VERB:V:1	kUj
kūjane	1	0	0	1	0	0				0			1	0	0		kUjane
kūl	2	0	0	1	0	1				0			62	0	2	VERB:V:1;NONE:1	kUl
kūp	2	0	0	1	0	1				0			10	0	1	VERB:V:1	kUp
kūrd	4	1	1	1	0	1	54039	I		1	105	matched	4	0	1	VERB:V:1	kUrd
kūrdda	1	0	0	1	0	0				0			2	0	0		kUrdda
kūḍ	4	1	1	1	0	1	53917	X	2	1	103	matched	1	0	2	VERB:V:2	kUq
kūṅ	1	0	0	1	0	0				0			81	0	0		kUN
kūṇ	4	1	1	1	0	1	53919	I		1	104	unmatched	4	0	1	VERB:V:1	kUR
kūṇa	1	0	0	1	0	0				0			4	0	0		kURa
kūṭ	2	0	0	1	0	1				0			59	0	1	VERB:V:1	kUw
kḷp	3	0	1	1	0	1				0	114	unmatched	22	0	1	VERB:V:1	kxp
kṛ	4	1	1	1	0	1	54148,54683	I,II,III,V,VIII	1,2	2	106,107,108	homonym_shared	718	0	3	VERB:V:2;SEE:1	kf
kṛp	4	1	1	1	0	1	54858	VI,X	2	1	111	matched	68	0	2	f:1;VERB:V:1	kfp
kṛpū	1	0	0	1	0	0				0			62	0	0		kfpU
kṛt	4	1	1	1	0	1	54777,54810	I,VI,VII	2,3	2	109,110	homonym_shared	39	0	6	m:2;VERB:V:2;m:f:n:1;f:1	kft
kṛtābhinaye	1	0	0	1	0	0				0			1	0	0		kftABinaye
kṛtī	2	0	0	1	0	1				0			58	0	2	ICF:kfti:1;m:1	kftI
kṛś	4	1	1	1	0	1	55010	IV		1	112	matched	74	0	1	VERB:V:1	kfS
kṛḍ	2	0	0	1	0	1				0			57	0	1	VERB:V:1	kfq
kṛṣ	4	1	1	1	0	1	55083	I,VI	1	1	113	matched	123	0	2	VERB:V:1;m:f:n:1	kfz
kṝ	3	1	0	1	0	1	55567	VI	1	1			185	0	3	VERB:V:3	kF
kṝt	2	0	0	1	0	1				0			4	0	1	VERB:V:1	kFt
kṝta	1	0	0	1	0	0				0			64	0	0		kFta
kṝñ	1	0	0	1	0	0				0			10	0	0		kFY
kṣad	4	1	1	1	0	1	58898	I	1	1	134	matched	3	0	2	VERB:V:1;SEE:1	kzad
kṣai	3	1	0	1	0	1	60470	I		1			8	0	1	VERB:V:1	kzE
kṣaji	1	0	0	1	0	0				0			54	0	0		kzaji
kṣal	4	1	1	1	0	1	59234	X	2	1	139	unmatched	46	0	2	NONE:1;VERB:V:1	kzal
kṣam	4	1	1	1	0	1	59030	I,II,IV	1	1	137	matched	20	0	2	VERB:V:1;f:1	kzam
kṣamū	1	0	0	1	0	0				0			42	0	0		kzamU
kṣamūṣ	1	0	0	1	0	0				0			15	0	0		kzamUz
kṣan	3	0	1	1	0	1				0	135	matched	6	0	2	VERB:V:1;NONE:1	kzan
kṣap	4	1	1	1	0	1	58968	I	1	1	136	matched	4	0	4	VERB:V:3;f:1	kzap
kṣapi	1	0	0	1	0	0				0			66	0	0		kzapi
kṣar	4	1	1	1	0	1	59141	I,II		1	138	matched	78	0	1	VERB:V:1	kzar
kṣaraṇe	1	0	0	1	0	0				0			3	0	0		kzaraRe
kṣaye	1	0	0	1	0	0				0			1	0	0		kzaye
kṣaṇ	2	0	0	1	0	1				0			7	0	1	VERB:V:1	kzaR
kṣaṇu	1	0	0	1	0	0				0			60	0	0		kzaRu
kṣepaṇe	1	0	0	1	0	0				0			2	0	0		kzepaRe
kṣepe	1	0	0	1	0	0				0			6	0	0		kzepe
kṣevu	1	0	0	1	0	0				0			51	0	0		kzevu
kṣi	4	1	1	1	0	1	59266,59272,59376	I,II,IX,V,VI	1,2,4	3	141,142	homonym_shared	195	0	5	VERB:V:3;f:2	kzi
kṣid	1	0	0	1	0	0				0			1	0	0		kzid
kṣip	4	1	1	1	0	1	59502	IV,VI	1	1	143	matched	218	0	2	VERB:V:1;f:1	kzip
kṣiṇu	1	0	0	1	0	0				0			44	0	0		kziRu
kṣmā	2	0	1	0	0	1				0	150	unmatched	0	0	17	m:11;n:4;f:1;m:n:1	
kṣmāy	2	0	0	1	0	1				0			2	0	1	VERB:V:1	kzmAy
kṣmāyī	1	0	0	1	0	0				0			58	0	0		kzmAyI
kṣmīla	1	0	0	1	0	0				0			48	0	0		kzmIla
kṣoṭa	1	0	0	1	0	0				0			26	0	0		kzowa
kṣu	4	1	1	1	0	1	59841	II	1	1	144	matched	80	0	4	VERB:V:1;n:1;m:f:n:1;SEE:1	kzu
kṣubh	4	1	1	1	0	1	60128	I,IV,IX,V	1	1	148	matched	97	0	2	VERB:V:1;f:1	kzuB
kṣud	4	1	1	1	0	1	59877	I,VII	1	1	145	matched	9	0	6	m:2;VERB:V:1;SEE:1;ICF:kzuD:1;m:f:n:1	kzud
kṣudh	4	1	1	1	0	1	60072	IV	1	1	146	matched	67	0	2	VERB:V:1;f:1	kzuD
kṣudhā	2	0	0	1	0	1				0			2	0	10	m:4;m:f:n:3;f:2;n:1	kzuDA
kṣup	4	1	1	1	0	1	60118	VI		1	147	unmatched	1	0	1	VERB:V:1	kzup
kṣur	2	0	0	1	0	1				0			6	0	1	VERB:V:1	kzur
kṣvel	4	1	1	1	0	1	60659	I		1	153	unmatched	1	0	1	VERB:V:1	kzvel
kṣvid	3	0	1	1	0	1				0	152	homonym_shared	3	0	1	VERB:V:1	kzvid
kṣvidā	1	0	0	1	0	0				0			61	0	0		kzvidA
kṣviḍ	3	0	1	1	0	1				0	151	homonym_shared	6	0	2	VERB:V:2	kzviq
kṣā	2	0	1	0	0	1				0	140	matched	0	0	5	f:1;m:1;m:n:1;SEE:1;NONE:1	
kṣāntau	1	0	0	1	0	0				0			1	0	0		kzAntO
kṣīb	2	0	0	1	0	1				0			1	0	1	VERB:V:1	kzIb
kṣībṛ	1	0	0	1	0	0				0			12	0	0		kzIbf
kṣīj	2	0	0	1	0	1				0			49	0	1	VERB:V:1	kzIj
kṣīv	2	0	0	1	0	1				0			1	0	1	VERB:V:1	kzIv
kṣīvu	1	0	0	1	0	0				0			3	0	0		kzIvu
kṣṇu	4	1	1	1	0	1	60596	II		1	149	matched	70	0	1	VERB:V:1	kzRu
laba	2	0	0	1	0	1				0			1	0	2	m:1;n:1	laba
labh	4	1	1	1	0	1	181359	I		1	673	matched	58	0	1	VERB:V:1	laB
labi	1	0	0	1	0	0				0			15	0	0		labi
lack	1	0	0	0	1	0				0			0	1	0		
lag	4	1	1	1	0	1	180704	I,X		1	668	matched	15	0	1	VERB:V:1	lag
lage	1	0	0	1	0	0				0			17	0	0		lage
laghi	1	0	0	1	0	0				0			16	0	0		laGi
lagi	1	0	0	1	0	0				0			10	0	0		lagi
laj	2	0	0	1	0	1				0			25	0	3	VERB:V:3	laj
laji	1	0	0	1	0	0				0			4	0	0		laji
lajj	4	1	1	1	0	1	181156	VI		1	670	matched	3	0	1	VERB:V:1	lajj
lajī	1	0	0	1	0	0				0			53	0	0		lajI
lakka	1	0	0	1	0	0				0			1	0	0		lakka
lakṣ	4	1	1	1	0	1	180331	I,X		1	667	matched	52	0	1	VERB:V:1	lakz
lakṣaṇe	1	0	0	1	0	0				0			1	0	0		lakzaRe
lal	4	1	1	1	0	1	181587	I		1	676	matched	24	0	1	VERB:V:1	lal
lam	2	0	1	0	0	1				0	674	unmatched	0	0	1	VERB:V:1	
lamb	4	1	1	1	0	1	181488	I	1	1	675	matched	29	0	2	VERB:V:2	lamb
lambh	2	0	0	1	0	1				0			4	0	1	VERB:V:1	lamB
lament	1	0	0	0	1	0				0			0	1	0		
lap	4	1	1	1	0	1	181338	I	1	1	672	matched	66	0	2	VERB:V:1;SEE:1	lap
lapadhātor	1	0	0	1	0	0				0			1	0	0		lapaDAtor
lapanaṃ	1	0	0	1	0	0				0			1	0	0		lapanaM
las	4	1	1	1	0	1	181992	I,X	1	1	678	matched	47	0	2	VERB:V:1;m:f:n:1	las
lasjī	1	0	0	1	0	0				0			21	0	0		lasjI
laugh	1	0	0	0	1	0				0			0	2	0		
laḍ	3	0	1	1	0	1				0	671	matched	21	0	2	m:1;VERB:V:1	laq
laḍi	1	0	0	1	0	0				0			30	0	0		laqi
laṅgh	4	1	1	1	0	1	181121	I,X		1	669	matched	20	0	1	VERB:V:1	laNG
laṅghi	1	0	0	1	0	0				0			2	0	0		laNGi
laṣ	4	1	1	1	0	1	181985	I,IV,X		1	677	matched	46	0	1	VERB:V:1	laz
laṭ	2	0	0	1	0	1				0			2	0	2	VERB:V:1;NONE:1	law
laṭa	2	0	0	1	0	1				0			10	0	2	m:1;n:1	lawa
lead	1	0	0	0	1	0				0			0	1	0		
