form_key	n_sources	whitneyroots	mws	cslorig_etym	sanskritlex	mwderiv	whitneyroots_mw_L	whitneyroots_class	whitneyroots_homonym	whitneyroots_records	mws_whitney_id	mws_dcs_status	cslorig_oracle_pairs	sanskritlex_rows	mwderiv_rows	mwderiv_classes	slp1_native
tvar	3	0	1	1	0	1				0	332	matched	17	0	1	VERB:V:1	tvar
tvaraṇe	1	0	0	1	0	0				0			1	0	0		tvaraRe
tvarā	2	0	0	1	0	1				0			79	0	3	m:f:n:2;f:1	tvarA
tvaṅg	2	0	1	0	0	1				0	330	matched	0	0	1	VERB:V:1	
tviṣ	3	0	1	1	0	1				0	333	matched	72	0	2	VERB:V:1;f:1	tviz
tvopacārāt	1	0	0	1	0	0				0			1	0	0		tvopacArAt
tvāt	1	0	0	1	0	0				0			1	0	0		tvAt
tya	2	0	0	1	0	1				0			2	0	2	NONE:1;m:1	tya
tyaj	4	1	1	1	0	1	87337	I	1	1	324	matched	88	0	2	VERB:V:1;m:f:n:1	tyaj
tyāge	1	0	0	1	0	0				0			1	0	0		tyAge
tā	2	0	1	0	0	1				0	301	unmatched	0	0	2	f:2	
tāv	1	0	1	0	0	0				0	303	matched	0	0	0		
tāy	3	0	1	1	0	1				0	302	unmatched	3	0	1	VERB:V:1	tAy
tāyṛ	1	0	0	1	0	0				0			8	0	0		tAyf
tāḍane	1	0	0	1	0	0				0			1	0	0		tAqane
tāḍi	1	0	0	1	0	0				0			4	0	0		tAqi
tīkṛ	1	0	0	1	0	0				0			1	0	0		tIkf
tīm	2	0	0	1	0	1				0			1	0	1	VERB:V:1	tIm
tīra	2	0	0	1	0	1				0			12	0	12	m:5;m:f:n:5;n:1;f#A:n:ind:1	tIra
tīv	2	0	0	1	0	1				0			1	0	1	VERB:V:1	tIv
tīva	1	0	0	1	0	0				0			3	0	0		tIva
tūl	2	0	0	1	0	1				0			60	0	1	VERB:V:1	tUl
tūrv	1	0	1	0	0	0				0	318	homonym_shared	0	0	0		
tūrī	2	0	0	1	0	1				0			3	0	1	f:1	tUrI
tūṇ	2	0	0	1	0	1				0			3	0	1	VERB:V:1	tUR
tūṣa	2	0	0	1	0	1				0			4	0	1	m:n:1	tUza
tṛ	3	0	1	1	0	1				0	319	matched	1	0	1	n:1	tf
tṛd	3	0	1	1	0	1				0	320	matched	12	0	1	VERB:V:1	tfd
tṛdir	1	0	0	1	0	0				0			55	0	0		tfdir
tṛh	2	0	1	0	0	1				0	323	matched	0	0	1	VERB:V:1	
tṛha	1	0	0	1	0	0				0			21	0	0		tfha
tṛhi	1	0	0	1	0	0				0			1	0	0		tfhi
tṛhū	1	0	0	1	0	0				0			3	0	0		tfhU
tṛkṣ	2	0	0	1	0	1				0			53	0	1	VERB:V:1	tfkz
tṛnhū	1	0	0	1	0	0				0			30	0	0		tfnhU
tṛnpha	1	0	0	1	0	0				0			59	0	0		tfnPa
tṛp	4	1	1	1	0	1	86723	I,IV,V,VI	1	1	321	matched	144	0	2	VERB:V:1;SEE:1	tfp
tṛṇ	2	0	0	1	0	1				0			12	0	1	VERB:V:1	tfR
tṛṇu	1	0	0	1	0	0				0			74	0	0		tfRu
tṛṣ	4	1	1	1	0	1	86774	IV	1	1	322	matched	85	0	3	VERB:V:1;m:f:n:1;f:1	tfz
tṝ	3	1	0	1	0	1	86817	I,III,V,VI		1			152	0	1	VERB:V:1	tF
tṝṃ	1	0	0	1	0	0				0			1	0	0		tFM
tṭine	1	0	0	0	1	0				0			0	1	0		
tṭist	1	0	0	0	1	0				0			0	1	0		
u	4	1	1	1	0	1	30001	I,II,V	4	1	54	matched	3	0	6	m:2;ind:2;NONE:1;VERB:V:1	u
ubh	4	1	1	1	0	1	37051	IX,VI		1	63	matched	46	0	1	VERB:V:1	uB
ubj	4	1	1	1	0	1	37050	VI		1	62	matched	59	0	1	VERB:V:1	ubj
uc	4	1	1	1	0	1	30209	IV		1	57	matched	61	0	126	m:f:n:52;m:28;n:26;f:8;NONE:6	uc
uch	3	1	1	0	0	1	30535,30536	I	1,2	2	58	unmatched	0	0	2	VERB:V:2	uC
uchi	1	0	0	1	0	0				0			45	0	0		uCi
uchī	1	0	0	1	0	0				0			56	0	0		uCI
ud	4	1	1	1	0	1	32059	VI,VII	2	1	61	unmatched	38	0	680	m:f:n:262;m:167;n:118;f:56;NONE:31	ud
udbhaṭaḥ	1	0	0	1	0	0				0			1	0	0		udBawaH
udhras	3	1	0	1	0	1	33764,33765	IX,X	1,2	2			1	0	2	VERB:V:2	uDras
udhrasa	1	0	0	1	0	0				0			40	0	0		uDrasa
udyame	1	0	0	1	0	0				0			1	0	0		udyame
udyayane	1	0	0	1	0	0				0			1	0	0		udyayane
uh	3	1	0	1	0	1	37931	I		1			1	0	1	VERB:V:1	uh
uhir	1	0	0	1	0	0				0			41	0	0		uhir
ujh	1	0	1	0	0	0				0	59	matched	0	0	0		
ujjh	3	1	0	1	0	1	30600	VI		1			50	0	1	VERB:V:1	ujJ
ukh	3	1	0	1	0	1	30098	I		1			11	0	1	VERB:V:1	uK
ukṣ	4	1	1	1	0	1	30072	I	1	1	55,56	homonym_shared	69	0	2	VERB:V:1;m:f:n:1	ukz
ul	2	0	0	1	0	1				0			1	0	55	m:f:n:25;n:12;m:8;f:5;NONE:2	ul
ulaḍ	2	1	0	0	0	1	37438	X		1			0	0	1	VERB:V:1	ulaq
umbh	2	0	0	1	0	1				0			1	0	1	VERB:V:1	umB
unbha	1	0	0	1	0	0				0			46	0	0		unBa
und	2	0	0	1	0	1				0			3	0	2	VERB:V:1;SEE:1	und
undī	1	0	0	1	0	0				0			51	0	0		undI
unite	1	0	0	0	1	0				0			0	2	0		
unite (?)	1	0	0	0	1	0				0			0	1	0		
upahasti	1	0	0	1	0	0				0			1	0	0		upahasti
upasevāyām	1	0	0	1	0	0				0			1	0	0		upasevAyAm
upatāpe	1	0	0	1	0	0				0			1	0	0		upatApe
upayamyate	1	0	0	1	0	0				0			1	0	0		upayamyate
uras	2	0	0	1	0	1				0			10	0	9	n:3;m:2;ind:2;m:f:n:2	uras
urda	1	0	0	1	0	0				0			40	0	0		urda
urge, thrust	1	0	0	0	1	0				0			0	1	0		
urinate	1	0	0	0	1	0				0			0	1	0		
urvī	2	0	0	1	0	1				0			38	0	8	m:5;f:2;n:1	urvI
utsarge	1	0	0	1	0	0				0			1	0	0		utsarge
uñch	4	1	1	1	0	1	30615	I,VI		1	60	matched	3	0	1	VERB:V:1	uYC
uḍḍīya	2	0	0	1	0	1				0			1	0	1	m:1	uqqIya
uṅkh	2	1	0	0	0	1	30208	I		1			0	0	1	VERB:V:1	uNK
uṣ	4	1	1	1	0	1	37688	I,IX	1	1	64,65	homonym_shared	71	0	3	VERB:V:1;f:1;NONE:1	uz
uṣas	2	0	0	1	0	1				0			3	0	3	f:1;n:1;NONE:1	uzas
uṭh	2	1	0	0	0	1	30626	I		1			0	0	1	VERB:V:1	uW
uṭha	1	0	0	1	0	0				0			2	0	0		uWa
va	2	0	0	1	0	1				0			1	0	16	m:7;m:f:n:2;ind:2;NONE:1;n:1	va
vabhra	1	0	0	1	0	0				0			3	0	0		vaBra
vac	4	1	1	1	0	1	184615	II,III		1	699	matched	153	0	1	VERB:V:1	vac
vad	4	1	1	1	0	1	185521	I		1	704	matched	336	0	1	VERB:V:1	vad
vadernañi	1	0	0	1	0	0				0			1	0	0		vadernaYi
vadh	4	1	1	1	0	1	185579			1	705	matched	22	0	1	VERB:V:1	vaD
vadhe	1	0	0	1	0	0				0			4	0	0		vaDe
vadi	2	0	0	1	0	1				0			40	0	1	ind:1	vadi
vagi	1	0	0	1	0	0				0			5	0	0		vagi
vah	4	1	1	1	0	1	189238	I	1	1	718	homonym_shared	314	0	2	VERB:V:1;NONE:1	vah
vahi	2	0	0	1	0	1				0			2	0	1	m:1	vahi
vai	3	1	0	1	0	1	206544	I	1	1			16	0	2	VERB:V:1;ind:1	vE
vaiklavye	1	0	0	1	0	0				0			1	0	0		vEklavye
vaj	3	0	1	1	0	1				0	700	matched	1	0	1	VERB:V:1	vaj
vaja	1	0	0	1	0	0				0			15	0	0		vaja
vak	3	0	1	1	0	1				0	697	unmatched	4	0	2	NONE:1;VERB:V:1	vak
vakha	1	0	0	1	0	0				0			1	0	0		vaKa
vaki	1	0	0	1	0	0				0			4	0	0		vaki
vakragatau	1	0	0	1	0	0				0			1	0	0		vakragatO
vakṣ	4	1	1	1	0	1	184521	I		1	698	matched	5	0	1	VERB:V:1	vakz
vakṣa	1	0	0	1	0	0				0			5	0	0		vakza
val	4	1	1	1	0	1	188075	I		1	711	matched	67	0	1	VERB:V:1	val
valastṛtau	1	0	0	1	0	0				0			1	0	0		valastftO
valbh	2	0	0	1	0	1				0			1	0	1	VERB:V:1	valB
valbha	1	0	0	1	0	0				0			5	0	0		valBa
valg	4	1	1	1	0	1	188205	I		1	712	matched	16	0	1	VERB:V:1	valg
valh	3	0	1	1	0	1				0	713	matched	4	0	1	VERB:V:1	valh
valha	1	0	0	1	0	0				0			12	0	0		valha
valk	2	0	0	1	0	1				0			14	0	1	VERB:V:1	valk
vall	2	0	0	1	0	1				0			37	0	1	VERB:V:1	vall
vam	4	1	1	1	0	1	186417	I		1	710	matched	16	0	1	VERB:V:1	vam
van	4	1	1	1	0	1	185710	I,VIII	1	1	706	matched	51	0	2	VERB:V:1;NONE:1	van
vanca	1	0	0	1	0	0				0			1	0	0		vanca
vancu	1	0	0	1	0	0				0			26	0	0		vancu
vand	4	1	1	1	0	1	186179	I		1	707	matched	15	0	1	VERB:V:1	vand
vandha	1	0	0	1	0	0				0			1	0	0		vanDa
vandhane	1	0	0	1	0	0				0			1	0	0		vanDane
vanu	2	0	0	1	0	1				0			83	0	1	m:1	vanu
vap	4	1	1	1	0	1	186277,186291	I	1,2	2	708,709	homonym_shared	201	0	2	VERB:V:2	vap
vara	2	0	0	1	0	1				0			6	0	152	m:51;f:35;n:25;m:f:n:16;NONE:8	vara
varca	2	0	0	1	0	1				0			13	0	1	m:1	varca
varddha	1	0	0	1	0	0				0			2	0	0		vardDa
vardh	3	1	0	1	0	1	187679	X		1			32	0	1	VERB:V:1	varD
vardha	2	0	0	1	0	1				0			11	0	7	m:4;n:1;m:f:n:1;SEE:1	varDa
varh	2	0	0	1	0	1				0			2	0	2	VERB:V:2	varh
varha	2	0	0	1	0	1				0			12	0	1	NONE:1	varha
varpha	1	0	0	1	0	0				0			3	0	0		varPa
vartamāne	1	0	0	1	0	0				0			3	0	0		vartamAne
varttamāne	1	0	0	1	0	0				0			1	0	0		varttamAne
varttante	1	0	0	1	0	0				0			1	0	0		varttante
varu	2	0	0	1	0	1				0			1	0	1	NONE:1	varu
varṇ	3	1	0	1	0	1	187289	X		1			42	0	1	VERB:V:1	varR
varṇṇa	1	0	0	1	0	0				0			1	0	0		varRRa
varṣa	2	0	0	1	0	1				0			16	0	89	m:32;n:20;m:f:n:18;f:11;m:f#A:n:3	varza
vas	4	1	1	1	0	1	188560,188997,188998,189096	I,II,VI,X	2,3,4,5	4	715,716,717	homonym_shared	344	0	9	VERB:V:5;NONE:3;LEXID=pron,STEM=yuzmad:1	vas
vask	2	0	0	1	0	1				0			1	0	1	VERB:V:1	vask
vast	2	0	0	1	0	1				0			3	0	1	VERB:V:1	vast
vasu	2	0	0	1	0	1				0			29	0	191	m:85;f:36;m:f:n:32;n:27;m:n:3	vasu
vat	3	0	1	1	0	1				0	703	matched	4	0	3	SEE:2;m:1	vat
vaya	2	0	0	1	0	1				0			11	0	1	m:1	vaya
vañarthe	1	0	0	1	0	0				0			1	0	0		vaYarTe
vañc	4	1	1	1	0	1	185127	I		1	701	matched	17	0	1	VERB:V:1	vaYc
vaś	4	1	1	1	0	1	188394	I,II,III		1	714	matched	82	0	1	VERB:V:1	vaS
vaḍi	1	0	0	1	0	0				0			16	0	0		vaqi
vaṃh	2	0	0	1	0	1				0			1	0	1	NONE:1	vaMh
vaṇ	2	0	0	1	0	1				0			25	0	1	VERB:V:1	vaR
vaṇṭ	4	1	1	1	0	1	185343	I,X		1	702	matched	1	0	1	VERB:V:1	vaRw
vaṣa	1	0	0	1	0	0				0			6	0	0		vaza
vaṭ	2	0	0	1	0	1				0			36	0	2	VERB:V:1;ind:1	vaw
vaṭhi	1	0	0	1	0	0				0			9	0	0		vaWi
vaṭi	2	0	0	1	0	1				0			13	0	1	f:1	vawi
ve	3	1	0	1	0	1	205271	I	1	1			20	0	2	VERB:V:1;NONE:1	ve
vegagatau	1	0	0	1	0	0				0			1	0	0		vegagatO
vehṛ	1	0	0	1	0	0				0			10	0	0		vehf
vel	2	0	0	1	0	1				0			2	0	2	VERB:V:2	vel
vell	4	1	1	1	0	1	206315	I		1	749	matched	10	0	1	VERB:V:1	vell
velṛ	1	0	0	1	0	0				0			7	0	0		velf
ven	4	1	1	1	0	1	206222	I		1	748	matched	4	0	1	VERB:V:1	ven
vep	2	0	0	1	0	1				0			11	0	1	VERB:V:1	vep
vepṛ	1	0	0	1	0	0				0			18	0	0		vepf
vesṛ	1	0	0	1	0	0				0			6	0	0		vesf
vethṛ	1	0	0	1	0	0				0			1	0	0		veTf
vevī	2	0	0	1	0	1				0			1	0	1	VERB:V:1	vevI
vevīṅ	1	0	0	1	0	0				0			19	0	0		vevIN
veñ	1	0	0	1	0	0				0			43	0	0		veY
veña	1	0	0	1	0	0				0			1	0	0		veYa
veṇṛ	1	0	0	1	0	0				0			15	0	0		veRf
veṣṭ	4	1	1	1	0	1	206478	I		1	750	matched	36	0	1	VERB:V:1	vezw
vi	2	0	0	1	0	1				0			22	0	3885	m:f:n:1312;m:995;f:533;n:503;SEE:216	vi
vic	4	1	1	1	0	1	194682	III,VII		1	725,726	homonym_shared	15	0	1	VERB:V:1	vic
viccha	1	0	0	1	0	0				0			70	0	0		vicCa
vich	2	0	0	1	0	1				0			2	0	1	VERB:V:1	viC
vicāraṇe	1	0	0	1	0	0				0			1	0	0		vicAraRe
vid	4	1	1	1	0	1	195626,195939	II,VI	1,3	2	728,729	homonym_shared	258	0	7	VERB:V:3;m:f:n:1;m:1;f:1;SEE:1	vid
vide  1 dhā	1	0	0	0	1	0				0			0	1	0		
vide  1 drā	1	0	0	0	1	0				0			0	1	0		
vide  1 dā	1	0	0	0	1	0				0			0	1	0		
vide  1 i	1	0	0	0	1	0				0			0	1	0		
vide  1 iṣ	1	0	0	0	1	0				0			0	1	0		
vide  1 kṛ	1	0	0	0	1	0				0			0	1	0		
vide  1 pṛ	1	0	0	0	1	0				0			0	2	0		
vide  1 rā	1	0	0	0	1	0				0			0	1	0		
vide  1 tan	1	0	0	0	1	0				0			0	1	0		
vide  1 ṛjṛñj	1	0	0	0	1	0				0			0	1	0		
vide  2 dīv	1	0	0	0	1	0				0			0	1	0		
vide  2 gṛ	1	0	0	0	1	0				0			0	1	0		
vide  2 i	1	0	0	0	1	0				0			0	1	0		
vide  2 mṛ	1	0	0	0	1	0				0			0	1	0		
vide  2 naś	1	0	0	0	1	0				0			0	1	0		
vide  arc	1	0	0	0	1	0				0			0	1	0		
vide  das	1	0	0	0	1	0				0			0	1	0		
vide  dham	1	0	0	0	1	0				0			0	1	0		
vide  dhī	1	0	0	0	1	0				0			0	2	0		
vide  du	1	0	0	0	1	0				0			0	1	0		
vide  ej	1	0	0	0	1	0				0			0	1	0		
vide  ghṛ	1	0	0	0	1	0				0			0	2	0		
vide  glā	1	0	0	0	1	0				0			0	1	0		
vide  gāh	1	0	0	0	1	0				0			0	1	0		
vide  hvṛ	1	0	0	0	1	0				0			0	2	0		
vide  hā	1	0	0	0	1	0				0			0	1	0		
vide  hīḍ	1	0	0	0	1	0				0			0	1	0		
vide  jan	1	0	0	0	1	0				0			0	1	0		
vide  jṛ	1	0	0	0	1	0				0			0	2	0		
vide  kan	1	0	0	0	1	0				0			0	1	0		
vide  khan	1	0	0	0	1	0				0			0	1	0		
vide  krand	1	0	0	0	1	0				0			0	1	0		
vide  kū	1	0	0	0	1	0				0			0	1	0		
vide  maṃh	1	0	0	0	1	0				0			0	1	0		
vide  med	1	0	0	0	1	0				0			0	1	0		
vide  mih	1	0	0	0	1	0				0			0	1	0		
vide  mruc	1	0	0	0	1	0				0			0	3	0		
vide  mīv	1	0	0	0	1	0				0			0	1	0		
vide  mṛd	1	0	0	0	1	0				0			0	1	0		
vide  pīy	1	0	0	0	1	0				0			0	1	0		
vide  ribh	1	0	0	0	1	0				0			0	1	0		
vide  rādh	1	0	0	0	1	0				0			0	1	0		
vide  sah	1	0	0	0	1	0				0			0	1	0		
vide  san	1	0	0	0	1	0				0			0	1	0		
vide  si	1	0	0	0	1	0				0			0	1	0		
vide  sphṛ	1	0	0	0	1	0				0			0	2	0		
vide  spṛdh	1	0	0	0	1	0				0			0	1	0		
vide  svad	1	0	0	0	1	0				0			0	1	0		
vide  taṃs	1	0	0	0	1	0				0			0	1	0		
vide  turv	1	0	0	0	1	0				0			0	1	0		
vide  tṛ	1	0	0	0	1	0				0			0	2	0		
vide  van	1	0	0	0	1	0				0			0	1	0		
vide  viṣṭ	1	0	0	0	1	0				0			0	1	0		
vide  vlī	1	0	0	0	1	0				0			0	1	0		
vide  vyac	1	0	0	0	1	0				0			0	1	0		
vide  vyadh	1	0	0	0	1	0				0			0	1	0		
vide  vīj	1	0	0	0	1	0				0			0	1	0		
vide  yaj	1	0	0	0	1	0				0			0	1	0		
vide  yam	1	0	0	0	1	0				0			0	1	0		
vide  yas	1	0	0	0	1	0				0			0	1	0		
vide  ścand	1	0	0	0	1	0				0			0	1	0		
vide  ṛj	1	0	0	0	1	0				0			0	1	0		
vide  ṛt	1	0	0	0	1	0				0			0	1	0		
vidh	3	0	1	1	0	1				0	730,731	homonym_shared	8	0	5	VERB:V:3;NONE:1;m:f:n:1	viD
vidāre	1	0	0	1	0	0				0			1	0	0		vidAre
vij	4	1	1	1	0	1	194956	I,III,VI	1	1	727	matched	20	0	2	VERB:V:1;m:f:1	vij
vijī	1	0	0	1	0	0				0			77	0	0		vijI
vikalagatau	1	0	0	1	0	0				0			1	0	0		vikalagatO
vikāse	1	0	0	1	0	0				0			2	0	0		vikAse
vikṣepe	1	0	0	1	0	0				0			1	0	0		vikzepe
vila	2	0	0	1	0	1				0			14	0	1	NONE:1	vila
vile	1	0	0	1	0	0				0			1	0	0		vile
vind	2	0	0	1	0	1				0			2	0	1	VERB:V:1	vind
vindh	2	0	1	0	0	1				0	732	unmatched	0	0	1	VERB:V:1	
vip	4	1	1	1	0	1	197416	I	1	1	733	matched	9	0	3	VERB:V:1;m:f:n:1;f:1	vip
viratiḥ	1	0	0	1	0	0				0			1	0	0		viratiH
virāmaḥ	1	0	0	1	0	0				0			1	0	0		virAmaH
vis	2	0	0	1	0	1				0			1	0	2	VERB:V:2	vis
vistāre	1	0	0	1	0	0				0			1	0	0		vistAre
visṛ	2	0	0	1	0	1				0			4	0	1	VERB:K:1	visf
vitt	2	0	0	1	0	1				0			3	0	1	VERB:V:1	vitt
vivakṣāyām	1	0	0	1	0	0				0			1	0	0		vivakzAyAm
viś	4	1	1	1	0	1	200376	VI	1	1	734	matched	201	0	12	m:3;VERB:V:2;m:f:2;SEE:2;f:n:1	viS
viśaraṇe	1	0	0	1	0	0				0			1	0	0		viSaraRe
viṣ	4	1	1	1	0	1	201614,201878	I,III,IX	1,4	2	735	matched	32	0	4	VERB:V:2;m:f:n:1;f:1	viz
viṣama	1	0	0	1	0	0				0			9	0	0		vizama
viṣka	2	0	0	1	0	1				0			7	0	1	m:1	vizka
viṣu	2	0	0	1	0	1				0			18	0	7	m:f:n:2;ind:1;n:1;m:f#A:n:1;SEE:1	vizu
viṣṭ	3	0	1	1	0	1				0	736	matched	1	0	1	NONE:1	vizw
viṭ	2	0	0	1	0	1				0			20	0	18	m:6;n:3;f:3;VERB:V:2;SEE:2	viw
vlag	2	0	1	0	0	1				0	764	matched	0	0	1	NONE:1	
vlī	4	1	1	1	0	1	210822	IX		1	765	matched	11	0	1	VERB:V:1	vlI
vomit	1	0	0	0	1	0				0			0	1	0		
vrad	2	0	1	0	0	1				0	758	matched	0	0	1	VERB:V:1	
vraj	4	1	1	1	0	1	210432	I,X		1	757	matched	68	0	1	VERB:V:1	vraj
vran	1	0	1	0	0	0				0	759	unmatched	0	0	0		
vraśc	4	1	1	1	0	1	210711	VI		1	760	matched	26	0	1	VERB:V:1	vraSc
vraṇ	2	0	0	1	0	1				0			9	0	2	VERB:V:2	vraR
vruḍ	2	0	1	0	0	1				0	763	unmatched	0	0	1	VERB:V:1	
vruḍa	1	0	0	1	0	0				0			7	0	0		vruqa
vrādh	2	0	1	0	0	1				0	761	matched	0	0	1	VERB:V:1	
vrī	2	0	0	1	0	1				0			17	0	1	VERB:V:1	vrI
vrīḍ	4	1	1	1	0	1	210765	I,IV,X		1	762	matched	10	0	1	VERB:V:1	vrIq
vugi	1	0	0	1	0	0				0			2	0	0		vugi
vukha	1	0	0	1	0	0				0			4	0	0		vuKa
vyac	4	1	1	1	0	1	208354	III,VI	1	1	751	matched	2	0	2	VERB:V:1;VERB:K:1	vyac
vyaca	1	0	0	1	0	0				0			23	0	0		vyaca
vyadh	4	1	1	1	0	1	208671	IV		1	754	matched	55	0	1	VERB:V:1	vyaD
vyadha	2	0	0	1	0	1				0			38	0	1	m:1	vyaDa
vyaj	3	0	1	1	0	1				0	752	matched	1	0	2	VERB:K:1;SEE:1	vyaj
vyath	4	1	1	1	0	1	208633	I		1	753	matched	65	0	1	VERB:V:1	vyaT
vyavahāre	1	0	0	1	0	0				0			3	0	0		vyavahAre
vyay	3	0	1	1	0	1				0	755	unmatched	21	0	2	VERB:V:2	vyay
vye	3	1	0	1	0	1	210345	I		1			17	0	1	VERB:V:1	vye
vyuṣa	1	0	0	1	0	0				0			30	0	0		vyuza
vyā	2	0	1	0	0	1				0	756	aliased	0	0	2	NONE:1;m:f:n:1	
vyājaḥ	1	0	0	1	0	0				0			1	0	0		vyAjaH
vyāptau	1	0	0	1	0	0				0			1	0	0		vyAptO
vā	4	1	1	1	0	1	189436	II	2	1	719,720,721	homonym_shared	123	0	3	f:1;ind:1;VERB:V:1	vA
vāchi	1	0	0	1	0	0				0			10	0	0		vACi
vādh	2	0	0	1	0	1				0			1	0	1	VERB:V:1	vAD
vāh	4	1	1	1	0	1	192697	I	1	1	724	homonym_shared	3	0	2	VERB:V:1;NONE:1	vAh
vāri	2	0	0	1	0	1				0			6	0	111	m:51;m:f:n:17;n:15;f:14;m:f#A:n:6	vAri
vās	3	1	0	1	0	1	192285	X	2	1			19	0	2	SEE:1;VERB:V:1	vAs
vāt	2	0	0	1	0	1				0			17	0	2	ind:1;VERB:V:1	vAt
vāvṛtu	1	0	0	1	0	0				0			18	0	0		vAvftu
vāñch	4	1	1	1	0	1	190461	I		1	722	matched	7	0	1	VERB:V:1	vAYC
vāñchanīye	1	0	0	1	0	0				0			1	0	0		vAYCanIye
vāś	4	1	1	1	0	1	192249	IV		1	723	matched	15	0	1	VERB:V:1	vAS
vāśṛ	1	0	0	1	0	0				0			30	0	0		vASf
vāḍṛ	1	0	0	1	0	0				0			6	0	0		vAqf
vī	4	1	1	1	0	1	203329	II	1	1	737	matched	77	0	30	m:13;f:4;NONE:4;m:f:n:3;n:2	vI
vīj	4	1	1	1	0	1	203453	I,X		1	738	matched	8	0	1	VERB:V:1	vIj
vīr	2	0	0	1	0	1				0			18	0	2	VERB:P:1;VERB:V:1	vIr
vīḍ	3	1	1	0	0	1	203469			1	739	matched	0	0	1	VERB:V:1	vIq
vṛ	4	1	1	1	0	1	203978,204040	I,IX,V	1,2	2	740,741	homonym_shared	63	0	2	VERB:V:2	vf
vṛddhau	1	0	0	1	0	0				0			2	0	0		vfdDO
vṛdh	4	1	1	1	0	1	204573	I,X		1	745	matched	23	0	1	VERB:V:1	vfD
vṛdhu	2	0	0	1	0	1				0			29	0	1	m:1	vfDu
vṛh	3	0	1	1	0	1				0	747	matched	10	0	2	VERB:V:2	vfh
vṛhū	1	0	0	1	0	0				0			7	0	0		vfhU
vṛj	4	1	1	1	0	1	204309	I,II,VII	1	1	743	matched	30	0	2	VERB:V:1;NONE:1	vfj
vṛji	2	0	0	1	0	1				0			1	0	3	m:1;f:1;n:1	vfji
vṛjī	1	0	0	1	0	0				0			79	0	0		vfjI
vṛk	2	0	0	1	0	1				0			24	0	1	VERB:V:1	vfk
vṛkṣ	2	0	0	1	0	1				0			16	0	1	VERB:V:1	vfkz
vṛt	4	1	1	1	0	1	204340	I	1	1	744	matched	129	0	5	SEE:2;VERB:V:1;m:f:n:1;ind:1	vft
vṛtau	1	0	0	1	0	0				0			1	0	0		vftO
vṛttyupāye	1	0	0	1	0	0				0			1	0	0		vfttyupAye
vṛtu	1	0	0	1	0	0				0			106	0	0		vftu
vṛñ	1	0	0	1	0	0				0			119	0	0		vfY
vṛś	2	0	0	1	0	1				0			4	0	1	VERB:V:1	vfS
vṛṃh	3	0	1	1	0	1				0	742	unmatched	3	0	1	VERB:V:1	vfMh
vṛṅ	1	0	0	1	0	0				0			75	0	0		vfN
vṛṇ	2	0	0	1	0	1				0			1	0	1	VERB:V:1	vfR
vṛṇa	1	0	0	1	0	0				0			6	0	0		vfRa
vṛṣ	4	1	1	1	0	1	204858	I		1	746	matched	32	0	1	VERB:V:1	vfz
vṛṣu	1	0	0	1	0	0				0			44	0	0		vfzu
vṝ	2	0	0	1	0	1				0			2	0	1	VERB:V:1	vF
vṝñ	1	0	0	1	0	0				0			8	0	0		vFY
ya	2	0	0	1	0	1				0			12	0	13	m:3;ind:3;NONE:2;n:2;LEXID=pron,STEM=yatama:1	ya
yabh	4	1	1	1	0	1	170253	I		1	599	matched	4	0	1	VERB:V:1	yaB
yabha	1	0	0	1	0	0				0			32	0	0		yaBa
yach	1	0	1	0	0	0				0	596	homonym_shared	0	0	0		
yadvā	2	0	0	1	0	1				0			1	0	1	f:1	yadvA
yah	1	0	1	0	0	0				0	602	unmatched	0	0	0		
yaj	4	1	1	1	0	1	169114	I	1	1	597	matched	219	0	2	VERB:V:1;NONE:1	yaj
yak	1	0	0	1	0	0				0			1	0	0		yak
yakṣ	3	0	1	1	0	1				0	595	matched	18	0	1	VERB:V:1	yakz
yam	4	1	1	1	0	1	170258	I		1	600	homonym_shared	329	0	1	VERB:V:1	yam
yantr	2	0	0	1	0	1				0			2	0	1	VERB:V:1	yantr
yas	4	1	1	1	0	1	171002	IV		1	601	matched	15	0	1	VERB:V:1	yas
yasu	1	0	0	1	0	0				0			28	0	0		yasu
yat	4	1	1	1	0	1	169552	I,X	2	1	598	matched	30	0	30	m:f:n:13;ind:4;NONE:3;m:3;LEXID=prap,STEM=yat,ROOTCLASS=i-2:1	yat
yatra	2	0	0	1	0	1				0			2	0	10	m:f:n:5;ind:2;m:1;f:1;n:1	yatra
yatī	1	0	0	1	0	0				0			16	0	0		yatI
yauṭṛ	1	0	0	1	0	0				0			12	0	0		yOwf
yaḥ	1	0	0	1	0	0				0			1	0	0		yaH
yeṣ	3	0	1	1	0	1				0	611	matched	1	0	1	VERB:V:1	yez
yoddhari	1	0	0	1	0	0				0			1	0	0		yodDari
yu	4	1	1	1	0	1	171682,171694	II,III,IX,VI	1,2	2	606,607	homonym_shared	194	0	4	VERB:V:2;m:f:n:1;SEE:1	yu
yuch	2	0	0	1	0	1				0			2	0	1	VERB:V:1	yuC
yuddhe	1	0	0	1	0	0				0			1	0	0		yudDe
yudh	4	1	1	1	0	1	172012	I,IV	1	1	609	matched	97	0	3	VERB:V:1;m:1;f:1	yuD
yuga	2	0	0	1	0	1				0			4	0	38	m:11;n:9;m:f:n:8;f:2;ind:2	yuga
yugi	1	0	0	1	0	0				0			3	0	0		yugi
