slp1	iast	pos	period_spread
gArgya	gārgya	m	1
nizpat	niṣpat	v	1
cetanA	cetanā	f	5
prAkfta	prākṛta	adj	5
val	val	v	2
kzetriya	kṣetriya	mn	1
prasvap	prasvap	v	4
aBinna	abhinna	adj	1
Avezway	āveṣṭay	v	1
aBipUjay	abhipūjay	v	3
AsaYj	āsañj	v	3
vfzAkapi	vṛṣākapi	m	1
pfTA	pṛthā	f	1
tfz	tṛṣ	v	3
saMraYj	saṁrañj	v	3
dASArha	dāśārha	m	1
upanI	upanī	v	5
kUzmARqa	kūṣmāṇḍa	mfn	1
pAyay	pāyay	v	2
samAKyA	samākhyā	v	4
vimiSray	vimiśray	v	1
aBipad	abhipad	v	3
parameSAnI	parameśānī	f	1
samBram	sambhram	v	2
Baikzya	bhaikṣya	n	3
aByarcay	abhyarcay	v	1
nirmuKa	nirmukha	adj	1
prabrU	prabrū	v	3
anubanDa	anubandha	m	2
saMvAda	saṁvāda	m	2
apUrva	apūrva	adj	2
apratizeDa	apratiṣedha	m	1
vicAra	vicāra	m	3
atiSaya	atiśaya	m	4
saMtan	saṁtan	v	1
ozWa	oṣṭha	m	1
karpara	karpara	m	1
Bikz	bhikṣ	v	1
karuRa	karuṇa	adj	4
yukta	yukta	adj	5
vivakz	vivakṣ	v	2
kAmalA	kāmalā	mfn	1
Svi	śvi	v	1
samprasTA	samprasthā	v	1
kimBUta	kimbhūta	adj	1
nyAYc	nyāñc	adj	1
ADipatya	ādhipatya	n	2
kunawI	kunaṭī	f	2
niyutvat	niyutvat	adj	1
nivAsin	nivāsin	adj	4
ArAma	ārāma	m	3
tAmasa	tāmasa	adj	3
duvasy	duvasy	v	1
ahiMsA	ahiṁsā	f	4
majman	majman	m	1
antarAtman	antarātman	m	4
sAgra	sāgra	adj	1
pitu	pitu	mn	1
samAsTA	samāsthā	v	2
akAma	akāma	adj	3
SAka	śāka	mn	4
nAmaDeya	nāmadheya	n	3
ambuda	ambuda	m	4
sAdin	sādin	m	1
mAtA	mātā	f	3
navanIta	navanīta	n	1
usrA	usrā	f	1
upADyAya	upādhyāya	m	3
arbudi	arbudi	m	1
vAYC	vāñch	v	2
CAga	chāga	m	2
avata	avata	m	1
haraRa	haraṇa	n	3
tarasvin	tarasvin	adj	2
yatama	yatama	adj	1
avaDya	avadhya	adj	4
Sibira	śibira	n	2
samaBye	samabhye	v	1
utseDa	utsedha	m	1
varzizWa	varṣiṣṭha	adj	1
nirBid	nirbhid	v	4
pracoday	pracoday	v	4
vAjinIvasu	vājinīvasu	adj	1
ucCri	ucchri	v	3
aDikArin	adhikārin	adj	1
ruci	ruci	f	4
lAja	lāja	mf	1
caryA	caryā	f	5
kalpanA	kalpanā	f	3
mauli	mauli	mf	3
ayana	ayana	n	3
yavakzAra	yavakṣāra	mn	1
viSiKa	viśikha	m	4
raupya	raupya	n	2
dureva	dureva	adj	1
Bujaga	bhujaga	m	3
vAruRa	vāruṇa	adj	2
niyati	niyati	f	1
trikawu	trikaṭu	mn	1
duvas	duvas	n	1
dvivida	dvivida	m	1
jIraka	jīraka	mn	1
jarAyu	jarāyu	mn	1
paYcASat	pañcāśat	f	3
jizRu	jiṣṇu	adj	4
piDAna	pidhāna	n	1
tapasvinI	tapasvinī	f	2
yoDin	yodhin	adj	1
kzetrajYa	kṣetrajña	m	4
tarala	tarala	adj	2
jyotizmat	jyotiṣmat	adj	1
taraRi	taraṇi	adj	1
samBrama	sambhrama	m	5
lomaSa	lomaśa	m	1
anizwa	aniṣṭa	adj	2
Cardi	chardi	f	2
harItakI	harītakī	f	2
sotf	sotṛ	adj	1
kalaha	kalaha	mn	2
stanayitnu	stanayitnu	m	1
utsuka	utsuka	adj	3
guqUcI	guḍūcī	f	1
parityAga	parityāga	m	2
sAMniDya	sāṁnidhya	n	2
Ayurveda	āyurveda	m	1
gulikA	gulikā	f	1
sAya	sāya	n	2
aByaDika	abhyadhika	adj	4
goDUma	godhūma	mn	1
Sambara	śambara	m	3
rocay	rocay	v	2
niHSvas	niḥśvas	v	3
SARa	śāṇa	m	1
kzura	kṣura	m	2
saMyama	saṁyama	m	2
viSvacarzaRi	viśvacarṣaṇi	adj	1
upaskara	upaskara	mn	1
purutama	purutama	adj	1
bIjapUra	bījapūra	mn	1
arGa	argha	m	2
patti	patti	m	1
durjana	durjana	m	2
yAdfSa	yādṛśa	adj	2
skand	skand	v	1
boDay	bodhay	v	4
roDay	rodhay	v	1
riB	ribh	v	1
kzattf	kṣattṛ	m	2
Saktimat	śaktimat	adj	2
cyAvay	cyāvay	v	1
ASAs	āśās	v	1
stamBay	stambhay	v	2
karAla	karāla	adj	3
vimA	vimā	v	1
aparADa	aparādha	m	4
adarSana	adarśana	n	3
Sasya	śasya	n	1
nizpad	niṣpad	v	2
vetAla	vetāla	m	1
aDidaivata	adhidaivata	n	1
nigraha	nigraha	m	5
karRikA	karṇikā	f	4
prasara	prasara	m	1
vinirdiS	vinirdiś	v	1
catuzpAd	catuṣpād	m	1
yauvarAjya	yauvarājya	n	1
kAmyA	kāmyā	f	2
viriz	viriṣ	v	1
namasy	namasy	v	3
nilaya	nilaya	m	3
SudDasUta	śuddhasūta	m	1
Srapay	śrapay	v	1
dUzaRa	dūṣaṇa	m	3
anvAyat	anvāyat	v	1
syandana	syandana	mn	5
pIqA	pīḍā	f	4
rakzay	rakṣay	v	1
cyut	cyut	adj	1
madintama	madintama	adj	1
iyakz	iyakṣ	v	1
vaivasvata	vaivasvata	m	3
grAha	grāha	m	3
SiKitra	śikhitra	m	1
nAD	nādh	v	1
Bagadatta	bhagadatta	m	2
CARaka	chāṇaka	n	1
citay	citay	v	1
duzkfta	duṣkṛta	n	4
catuHzazwitama	catuḥṣaṣṭitama	adj	1
saDryaYc	sadhryañc	adj	1
Darmaputra	dharmaputra	m	1
palAy	palāy	v	1
kawutumbI	kaṭutumbī	mf	1
dAti	dāti	f	1
svAgata	svāgata	n	2
SfD	śṛdh	v	1
acCa	accha	adj	2
trilocana	trilocana	m	1
agriya	agriya	adj	1
savarRa	savarṇa	adj	2
paSupati	paśupati	m	2
padArTa	padārtha	mn	3
atisAra	atisāra	m	1
aYji	añji	mfn	1
parizkAra	pariṣkāra	m	1
anamIva	anamīva	adj	1
srazwf	sraṣṭṛ	m	2
saMtoza	saṁtoṣa	m	3
anuvAka	anuvāka	m	1
ajYAta	ajñāta	adj	3
vaidika	vaidika	adj	2
saMsarga	saṁsarga	m	3
kimIdin	kimīdin	m	1
samAnI	samānī	v	2
samyaksamboDi	samyaksambodhi	f	2
parANmuKa	parāṅmukha	adj	4
paTika	pathika	m	2
kzayaMkara	kṣayaṁkara	adj	1
naya	naya	m	5
ojizWa	ojiṣṭha	adj	1
musala	musala	mn	4
BUrja	bhūrja	m	2
Duni	dhuni	adj	1
majjA	majjā	f	1
vedapAraga	vedapāraga	m	2
prativyaD	prativyadh	v	1
UrRA	ūrṇā	f	2
avadya	avadya	n	1
bAlaka	bālaka	m	3
ADI	ādhī	f	1
SrezWin	śreṣṭhin	m	1
Agas	āgas	n	1
BujaMga	bhujaṁga	m	3
yujya	yujya	adj	1
vikarRa	vikarṇa	m	1
lola	lola	adj	3
ujJita	ujjhita	adj	2
vapA	vapā	f	1
inDana	indhana	n	2
vayA	vayā	f	1
tAray	tāray	v	3
rATaMtara	rāthaṁtara	adj	1
prapaS	prapaś	v	2
meDira	medhira	adj	1
maitrI	maitrī	f	2
turvaSa	turvaśa	m	1
niraya	niraya	m	2
pfTvI	pṛthvī	f	4
tUzRIMSaMsa	tūṣṇīṁśaṁsa	m	1
ranDra	randhra	mn	4
vanikA	vanikā	f	1
jAmadagnya	jāmadagnya	m	1
vanamAlin	vanamālin	m	1
mainda	mainda	m	1
tvarA	tvarā	f	5
sauvarRa	sauvarṇa	adj	3
lANgUla	lāṅgūla	n	1
saMsTa	saṁstha	adj	3
varzABU	varṣābhū	f	1
vAnti	vānti	f	1
dyukza	dyukṣa	adj	1
niviS	niviś	v	4
mudgara	mudgara	m	2
apekz	apekṣ	v	2
dvAdaSI	dvādaśī	f	4
tAdfS	tādṛś	adj	2
pAyasa	pāyasa	mn	4
somin	somin	adj	1
saMsad	saṁsad	f	2
pramAda	pramāda	m	3
kurukzetra	kurukṣetra	n	3
tArkzya	tārkṣya	mn	3
suga	suga	n	1
kampa	kampa	m	1
surata	surata	n	3
havyavAha	havyavāha	m	1
Daumya	dhaumya	m	1
jAgrant	jāgrant	mn	1
avyagra	avyagra	adj	2
lAGava	lāghava	n	2
AdeSa	ādeśa	m	2
jarAsaMDa	jarāsaṁdha	m	2
gojihvA	gojihvā	f	1
snuzA	snuṣā	f	3
naivedya	naivedya	n	3
gavizwi	gaviṣṭi	f	1
praharza	praharṣa	m	1
SilADAtu	śilādhātu	mn	1
mantray	mantray	v	5
ambuDi	ambudhi	m	1
vireka	vireka	m	1
vfzaRvasu	vṛṣaṇvasu	adj	1
vip	vip	v	2
mfz	mṛṣ	v	1
saMtyaj	saṁtyaj	v	4
vizRukrAntA	viṣṇukrāntā	f	1
purukzu	purukṣu	adj	1
dAridrya	dāridrya	n	2
peya	peya	n	2
gurukf	gurukṛ	v	1
dArQya	dārḍhya	n	1
hiraRyagarBa	hiraṇyagarbha	m	2
divyauzaDa	divyauṣadha	n	1
aBimAna	abhimāna	m	3
praSAnti	praśānti	f	1
aByukz	abhyukṣ	v	1
samalaMkf	samalaṁkṛ	v	1
nizpatti	niṣpatti	f	1
sAMKya	sāṁkhya	n	4
avaDA	avadhā	v	1
nikzepa	nikṣepa	m	1
AveSa	āveśa	m	1
ABU	ābhū	v	1
Avah	āvah	v	3
gaRapa	gaṇapa	m	1
nagna	nagna	adj	3
kftArTa	kṛtārtha	adj	5
vAha	vāha	m	3
praRASana	praṇāśana	adj	1
tAqana	tāḍana	n	2
cyavana	cyavana	m	1
cIvara	cīvara	n	2
udgA	udgā	v	1
saMcaya	saṁcaya	m	5
alaMkAra	alaṁkāra	m	3
aNkay	aṅkay	v	3
aviSeza	aviśeṣa	m	2
prASay	prāśay	v	1
utkfzwa	utkṛṣṭa	adj	3
jiGAMs	jighāṁs	v	2
Akara	ākara	m	4
viDU	vidhū	v	3
vajrivat	vajrivat	adj	1
ugrasena	ugrasena	m	1
samaByarcay	samabhyarcay	v	1
gfBAy	gṛbhāy	v	1
kautUhala	kautūhala	n	3
muktA	muktā	f	6
fkvan	ṛkvan	adj	1
navasAra	navasāra	mn	1
audumbara	audumbara	adj	1
kaNguRI	kaṅguṇī	f	1
kUrca	kūrca	mn	1
vaSya	vaśya	adj	3
prakarza	prakarṣa	m	1
mUzAyantra	mūṣāyantra	n	1
keSin	keśin	adj	2
pratibimba	pratibimba	mn	1
adeva	adeva	adj	1
mahApArSva	mahāpārśva	m	1
GAtin	ghātin	adj	3
anavadya	anavadya	adj	1
prasah	prasah	v	3
pataMga	pataṁga	m	3
mAruti	māruti	m	1
tftIyA	tṛtīyā	f	2
manorama	manorama	adj	4
Beka	bheka	m	1
annavat	annavat	adj	1
nidarSana	nidarśana	n	1
aprayucCat	aprayucchat	adj	1
vyAla	vyāla	m	2
nAgArjuna	nāgārjuna	m	1
prasf	prasṛ	v	3
nfvat	nṛvat	adj	1
maiTuna	maithuna	n	3
samfdDi	samṛddhi	f	1
sUcay	sūcay	v	1
aBirUpa	abhirūpa	adj	1
gavAkza	gavākṣa	m	1
yaTAkAma	yathākāma	adj	3
Svitra	śvitra	mn	1
amAvAsyA	amāvāsyā	f	2
janeSvara	janeśvara	m	1
Silpa	śilpa	mn	1
Urva	ūrva	m	1
karuRA	karuṇā	f	3
meKalA	mekhalā	f	3
BAgika	bhāgika	adj	1
ftviya	ṛtviya	adj	1
vaikartana	vaikartana	m	2
svAyamBuva	svāyambhuva	m	2
BAgaDeya	bhāgadheya	n	1
Cavi	chavi	f	1
daMSay	daṁśay	v	1
vIraka	vīraka	m	1
ADikya	ādhikya	n	2
pratiBA	pratibhā	v	3
dAya	dāya	m	1
vfnda	vṛnda	n	2
Cardis	chardis	n	1
saMGawwa	saṁghaṭṭa	mn	1
vawaka	vaṭaka	mfn	1
udapAtra	udapātra	n	1
varAwa	varāṭa	mn	1
Apti	āpti	f	2
garj	garj	v	4
prANmuKa	prāṅmukha	adj	1
praRAma	praṇāma	m	3
rasakarman	rasakarman	n	1
ativft	ativṛt	v	3
parivAra	parivāra	m	1
melana	melana	n	1
aSasti	aśasti	f	1
ina	ina	adj	1
varay	varay	v	3
niyogin	niyogin	m	1
irA	irā	f	1
aByupe	abhyupe	v	2
Akzip	ākṣip	v	4
meza	meṣa	m	4
pratI	pratī	v	4
yajIyas	yajīyas	adj	1
devayajana	devayajana	n	1
BadrA	bhadrā	f	1
niHsf	niḥsṛ	v	5
pAlASa	pālāśa	m	2
pAkayajYa	pākayajña	m	1
caRqAla	caṇḍāla	m	2
tapus	tapus	n	1
sUnfta	sūnṛta	adj	1
kfzRadvaipAyana	kṛṣṇadvaipāyana	m	2
havana	havana	n	1
sriD	sridh	f	1
sambuD	sambudh	v	1
janana	janana	n	2
Samitf	śamitṛ	m	1
parirakz	parirakṣ	v	1
paramARu	paramāṇu	m	2
agraja	agraja	m	3
hAsa	hāsa	m	3
SyAmA	śyāmā	f	1
SUza	śūṣa	m	1
atikAya	atikāya	m	1
pramad	pramad	v	4
anDakAra	andhakāra	mn	2
garva	garva	m	3
SmaSru	śmaśru	mn	3
kalApa	kalāpa	mn	1
maKa	makha	m	3
SaSa	śaśa	m	2
nindA	nindā	f	2
hantf	hantṛ	adj	5
vfzaRvat	vṛṣaṇvat	adj	1
mAmaka	māmaka	adj	1
vfjina	vṛjina	adj	1
upakAra	upakāra	m	3
mftsnA	mṛtsnā	f	1
bailva	bailva	adj	1
upasTAna	upasthāna	n	1
paurRamAsI	paurṇamāsī	f	3
aBizecana	abhiṣecana	n	1
mAtali	mātali	m	2
cumbana	cumbana	n	2
prauga	prauga	mn	1
jvalana	jvalana	m	3
puwana	puṭana	n	1
prAyaRIya	prāyaṇīya	adj	1
aSakta	aśakta	adj	3
dASa	dāśa	m	1
aSIti	aśīti	f	3
grAhaka	grāhaka	adj	1
nAday	nāday	v	2
laukika	laukika	adj	3
yAtay	yātay	v	1
aBivfz	abhivṛṣ	v	1
yAvay	yāvay	v	1
rohiRI	rohiṇī	f	4
jIvay	jīvay	v	1
praSAs	praśās	v	2
avaSiz	avaśiṣ	v	4
AbanD	ābandh	v	1
dvArakA	dvārakā	fn	2
vfzaBaDvaja	vṛṣabhadhvaja	m	1
raD	radh	v	1
SrAvastI	śrāvastī	f	2
utpU	utpū	v	1
udvAsay	udvāsay	v	1
durADarza	durādharṣa	adj	2
durjaya	durjaya	adj	5
vyatiric	vyatiric	v	2
vinASay	vināśay	v	1
ninI	ninī	v	1
vizkamBa	viṣkambha	m	1
prasUti	prasūti	f	2
paryukz	paryukṣ	v	1
meDAvin	medhāvin	adj	1
puraHsara	puraḥsara	adj	2
balaBadra	balabhadra	m	1
krAmaka	krāmaka	n	1
vAyavya	vāyavya	adj	5
mocay	mocay	v	2
hiDmA	hidhmā	mf	1
carkar	carkar	v	1
magaDa	magadha	m	2
sas	sas	v	1
gopAy	gopāy	v	1
mADvI	mādhvī	adj	1
BasmIkf	bhasmīkṛ	v	1
nyUNKay	nyūṅkhay	v	1
amarzaRa	amarṣaṇa	adj	1
mUtraka	mūtraka	n	1
kaNka	kaṅka	m	1
saMpezay	saṁpeṣay	v	1
keta	keta	m	1
Bawa	bhaṭa	m	1
parimarday	parimarday	v	1
ajira	ajira	adj	3
BUriSravas	bhūriśravas	m	2
kumpaka	kumpaka	mn	1
karaYja	karañja	m	1
pariRam	pariṇam	v	1
saMniDA	saṁnidhā	v	1
karkawa	karkaṭa	m	2
antevAsin	antevāsin	m	1
kftrima	kṛtrima	adj	2
antama	antama	adj	1
rAjasUya	rājasūya	m	1
vAditra	vāditra	mn	2
SaraRya	śaraṇya	adj	1
agaru	agaru	mn	1
rUpatA	rūpatā	f	1
amati	amati	f	1
kapardin	kapardin	m	1
lakzya	lakṣya	n	1
kalevara	kalevara	mn	1
arepas	arepas	adj	1
viSvas	viśvas	v	2
jaNGA	jaṅghā	f	2
madvat	madvat	adj	1
madIya	madīya	adj	2
kiraRa	kiraṇa	m	3
paripAlay	paripālay	v	1
saMprayoga	saṁprayoga	m	1
kuca	kuca	m	2
trigarta	trigarta	m	1
pAWa	pāṭha	m	1
BrAmaka	bhrāmaka	mn	1
urvarA	urvarā	f	1
sirA	sirā	f	1
niyAmaka	niyāmaka	adj	2
zoqaSin	ṣoḍaśin	m	1
kIwa	kīṭa	m	3
upanayana	upanayana	n	1
vyAja	vyāja	m	2
saMdiS	saṁdiś	v	1
mahApAtaka	mahāpātaka	n	2
vipad	vipad	f	1
niHSeza	niḥśeṣa	adj	3
arci	arci	m	1
nirutTa	niruttha	adj	1
arya	arya	adj	1
arvAcIna	arvācīna	adj	1
gopAlaka	gopālaka	m	1
BallAta	bhallāta	m	1
udAna	udāna	m	2
paryAp	paryāp	v	2
avfka	avṛka	adj	1
Amalaka	āmalaka	mf	1
sAdana	sādana	n	2
udaNmuKa	udaṅmukha	adj	1
asmAka	asmāka	adj	1
aSudDa	aśuddha	adj	2
vanin	vanin	m	1
ramaRIya	ramaṇīya	adj	1
pulaha	pulaha	m	1
indravAruRI	indravāruṇī	f	1
vanDura	vandhura	n	1
prADAnya	prādhānya	n	2
yAmaka	yāmaka	m	1
pAnIya	pānīya	n	3
raktapitta	raktapitta	n	2
SaMtanu	śaṁtanu	m	3
parivarjay	parivarjay	v	2
jamadagni	jamadagni	m	2
rAmA	rāmā	f	1
saMsmf	saṁsmṛ	v	2
vidAray	vidāray	v	4
kliS	kliś	v	3
mezI	meṣī	f	1
valmIka	valmīka	mn	1
Ayuta	āyuta	adj	1
kzapay	kṣapay	v	2
mahABUta	mahābhūta	n	2
trAsay	trāsay	v	2
anaNga	anaṅga	m	4
taviza	taviṣa	adj	1
SuSrUzA	śuśrūṣā	f	3
leKana	lekhana	adj	1
satkAra	satkāra	m	2
BraMSa	bhraṁśa	m	1
durnAman	durnāman	fn	1
sAsahi	sāsahi	adj	1
pradIpa	pradīpa	m	2
kardama	kardama	mn	3
jAWara	jāṭhara	adj	1
sinIvAlI	sinīvālī	f	1
veRu	veṇu	m	3
waNka	ṭaṅka	mn	1
SacIvat	śacīvat	adj	1
sUci	sūci	f	1
tvarita	tvarita	adj	2
snuh	snuh	f	1
avasara	avasara	m	2
sahaja	sahaja	adj	2
SIrza	śīrṣa	n	4
DizRya	dhiṣṇya	n	2
aSokadatta	aśokadatta	m	1
ahita	ahita	adj	3
srotoYjana	srotoñjana	n	1
SAkalya	śākalya	m	1
ave	ave	v	1
Aspada	āspada	n	3
prasravaRa	prasravaṇa	n	2
kftAstra	kṛtāstra	adj	1
gomeda	gomeda	mn	1
virapSin	virapśin	adj	1
Danvantari	dhanvantari	m	1
SfNgAra	śṛṅgāra	m	1
ASauca	āśauca	n	2
Kani	khani	f	1
tadIya	tadīya	adj	2
divodAsa	divodāsa	m	1
lokapitAmaha	lokapitāmaha	m	1
tarpaRa	tarpaṇa	n	4
SAli	śāli	m	3
buDnya	budhnya	adj	1
utpAway	utpāṭay	v	1
tridiva	tridiva	n	4
mUrCana	mūrchana	fn	1
prAtaranuvAka	prātaranuvāka	m	1
sAntva	sāntva	n	1
udvah	udvah	v	2
sambanDin	sambandhin	adj	3
prota	prota	adj	1
pariSram	pariśram	v	2
sPIta	sphīta	adj	1
viSada	viśada	adj	2
und	und	v	1
DUmrAkza	dhūmrākṣa	m	1
paryupAs	paryupās	v	1
sauKya	saukhya	n	3
vimuKa	vimukha	adj	3
brahmavfkza	brahmavṛkṣa	m	1
Gas	ghas	v	1
mokzay	mokṣay	v	1
hiraRmaya	hiraṇmaya	adj	2
acintya	acintya	adj	4
badarI	badarī	f	1
atiSaMs	atiśaṁs	v	1
kubja	kubja	adj	1
banDin	bandhin	adj	1
ven	ven	v	1
hrI	hrī	f	3
praSamana	praśamana	adj	1
durbudDi	durbuddhi	adj	1
grAhin	grāhin	adj	2
anvi	anvi	v	1
vibuDa	vibudha	m	4
viDAtf	vidhātṛ	m	2
aDigama	adhigama	m	1
spf	spṛ	v	1
trayodaSan	trayodaśan	adj	2
giriSa	giriśa	m	2
brAhmaRI	brāhmaṇī	f	2
SnaT	śnath	v	1
pratApa	pratāpa	m	1
prapUjay	prapūjay	v	2
avabuD	avabudh	v	1
mukuwa	mukuṭa	mn	3
Asic	āsic	v	1
Sikzay	śikṣay	v	3
saMkara	saṁkara	m	2
vIraBadra	vīrabhadra	m	1
dAru	dāru	mn	2
asita	asita	adj	4
amoGa	amogha	adj	4
anukrama	anukrama	m	3
uttf	uttṛ	v	4
luNga	luṅga	m	1
saMvad	saṁvad	v	1
ninada	ninada	m	1
viraYj	virañj	v	3
saMkalikA	saṁkalikā	f	2
tArArizwa	tārāriṣṭa	n	1
marjay	marjay	v	1
karkaSa	karkaśa	adj	1
aBiSram	abhiśram	v	1
raGu	raghu	m	1
anuraYj	anurañj	v	5
makara	makara	m	3
vihas	vihas	v	1
anusmf	anusmṛ	v	3
nimi	nimi	m	1
anukaraRa	anukaraṇa	n	1
divispfS	divispṛś	adj	1
samUha	samūha	mn	3
anusAra	anusāra	m	3
asurya	asurya	n	1
saMsaYj	saṁsañj	v	1
svIkf	svīkṛ	v	1
dardar	dardar	v	1
vaYcay	vañcay	v	4
kAkinI	kākinī	f	1
Bas	bhas	v	1
parpawI	parpaṭī	f	1
jaNGan	jaṅghan	v	1
nikfti	nikṛti	f	1
saMstu	saṁstu	v	2
aMSuka	aṁśuka	mn	4
ajurya	ajurya	adj	1
saMtuz	saṁtuṣ	v	2
sAtama	sātama	adj	1
uddeSa	uddeśa	m	5
BIzaRa	bhīṣaṇa	adj	3
akAla	akāla	m	2
kAsamarda	kāsamarda	mf	1
AvivAs	āvivās	v	1
varizWa	variṣṭha	adj	3
nikawa	nikaṭa	mn	1
nizeDa	niṣedha	m	2
aRiman	aṇiman	mf	2
vegavat	vegavat	adj	2
cora	cora	m	1
Uzman	ūṣman	m	1
amlaka	amlaka	mn	1
atirAtra	atirātra	m	1
nivartay	nivartay	v	3
Ayati	āyati	f	1
upadrava	upadrava	m	1
nikara	nikara	m	2
atka	atka	m	1
pratiSru	pratiśru	v	1
BAgin	bhāgin	adj	3
sacetas	sacetas	adj	1
gARapatya	gāṇapatya	n	1
AyAsa	āyāsa	m	3
anuvAkyA	anuvākyā	f	1
kaliNga	kaliṅga	mn	1
kapola	kapola	mn	4
unmatta	unmatta	m	1
kaSA	kaśā	f	1
mAGa	māgha	m	3
parokza	parokṣa	adj	3
Asura	āsura	adj	2
dfzwAnta	dṛṣṭānta	m	2
mArjAra	mārjāra	m	2
izwakA	iṣṭakā	fn	1
padavI	padavī	f	1
devadatta	devadatta	m	1
samana	samana	n	1
deSay	deśay	v	2
yugala	yugala	mn	3
samiTa	samitha	mn	1
aBirakz	abhirakṣ	v	1
DarmatA	dharmatā	f	2
saMnyAsa	saṁnyāsa	m	2
aBISu	abhīśu	m	1
upadru	upadru	v	1
manmaTa	manmatha	m	4
ara	ara	m	1
drAkzA	drākṣā	f	1
araRa	araṇa	adj	1
BayaMkara	bhayaṁkara	adj	2
ekAdaSa	ekādaśa	adj	3
satyavatI	satyavatī	f	3
talpa	talpa	m	3
SraizWya	śraiṣṭhya	n	1
kubera	kubera	m	3
kabanDa	kabandha	m	1
prapaYca	prapañca	m	2
tryUzaRa	tryūṣaṇa	n	1
kuSika	kuśika	m	1
DenA	dhenā	f	1
pravaRa	pravaṇa	adj	1
sauvarcala	sauvarcala	mn	2
upAka	upāka	adj	1
AvAsa	āvāsa	m	1
sammiSra	sammiśra	adj	1
vicetas	vicetas	adj	2
sarasa	sarasa	adj	1
pAYcAlI	pāñcālī	f	1
krI	krī	v	3
gaRay	gaṇay	v	1
sahadevI	sahadevī	f	1
manTarA	mantharā	f	1
raYj	rañj	v	3
jAgaraRa	jāgaraṇa	n	1
sAmudra	sāmudra	n	1
sikatA	sikatā	mf	1
BAsvara	bhāsvara	adj	2
dvijaSrezWa	dvijaśreṣṭha	m	2
svastika	svastika	m	1
caya	caya	m	2
upaci	upaci	v	1
saura	saura	adj	2
SudDavidyA	śuddhavidyā	f	1
upadarSay	upadarśay	v	1
SUraRa	śūraṇa	mn	1
kampay	kampay	v	1
vyApin	vyāpin	adj	3
rAhu	rāhu	m	3
Kura	khura	mn	3
akzauhiRI	akṣauhiṇī	f	2
SoBA	śobhā	f	2
AnAyay	ānāyay	v	1
garBadrAvaRa	garbhadrāvaṇa	n	1
Pal	phal	v	2
vIRA	vīṇā	f	3
toyada	toyada	m	2
nivAsa	nivāsa	m	4
Danada	dhanada	m	3
ApyAyay	āpyāyay	v	1
kazwa	kaṣṭa	adj	3
paramArTa	paramārtha	m	3
grasana	grasana	m	1
jalada	jalada	m	4
kAlarAtri	kālarātri	f	1
sarayU	sarayū	f	1
aByupagama	abhyupagama	m	1
darSanIya	darśanīya	adj	1
SvaSura	śvaśura	m	5
sPuw	sphuṭ	v	2
vijana	vijana	n	1
uccAray	uccāray	v	3
viniDA	vinidhā	v	1
SUrpaRaKA	śūrpaṇakhā	f	1
pratipUjay	pratipūjay	v	2
SarvarI	śarvarī	f	2
pramaT	pramath	v	1
udyoga	udyoga	m	1
ajIrRa	ajīrṇa	n	2
virUpAkza	virūpākṣa	m	2
kokilAkza	kokilākṣa	mfn	1
paYcadaSan	pañcadaśan	adj	3
kAmboja	kāmboja	m	1
atandrita	atandrita	adj	3
Samay	śamay	v	2
pattrin	pattrin	m	1
uzRIza	uṣṇīṣa	mn	1
mauna	mauna	n	3
drutasUta	drutasūta	mn	1
nirRaya	nirṇaya	m	2
nfsiMha	nṛsiṁha	m	1
kaRa	kaṇa	m	3
utsarga	utsarga	m	1
karIzAgni	karīṣāgni	m	1
sUday	sūday	v	1
ADi	ādhi	m	2
dos	dos	n	1
pramud	pramud	v	2
AlApa	ālāpa	m	3
ekArRava	ekārṇava	mn	2
udDan	uddhan	v	3
prAduras	prāduras	v	1
ekAkin	ekākin	adj	2
tatrasTa	tatrastha	adj	1
kANkzI	kāṅkṣī	f	1
kAravallI	kāravallī	f	1
paYcaviDa	pañcavidha	adj	2
jina	jina	m	2
daiteya	daiteya	m	1
avani	avani	f	1
kisalaya	kisalaya	mn	2
viBeda	vibheda	m	1
somadatta	somadatta	m	2
sImA	sīmā	f	1
rasAtala	rasātala	n	1
aByaNga	abhyaṅga	m	1
hArdikya	hārdikya	m	1
praTA	prathā	f	1
anuvrata	anuvrata	adj	2
amBoja	ambhoja	n	2
rogin	rogin	adj	4
Kid	khid	v	2
gARqIvaDanvan	gāṇḍīvadhanvan	m	2
duzwa	duṣṭa	adj	3
marakata	marakata	mn	2
SlAG	ślāgh	v	3
SAWya	śāṭhya	n	1
SrIKaRqa	śrīkhaṇḍa	mn	1
lajj	lajj	v	1
ASaNk	āśaṅk	v	1
Dauta	dhauta	n	1
nawa	naṭa	m	1
vAlmIki	vālmīki	m	1
sADya	sādhya	m	3
pratipakza	pratipakṣa	m	1
cANgerI	cāṅgerī	f	1
saMhan	saṁhan	v	4
uttaNka	uttaṅka	m	2
Cada	chada	m	1
jawAyus	jaṭāyus	m	1
ucCraya	ucchraya	m	1
jImUta	jīmūta	mn	2
antargam	antargam	v	2
unmAda	unmāda	m	2
ADmAna	ādhmāna	n	2
nimajj	nimajj	v	4
aDIna	adhīna	adj	3
AmnAya	āmnāya	m	1
sidDArTa	siddhārtha	adj	1
harmya	harmya	n	3
pariBU	paribhū	v	1
saMDAna	saṁdhāna	n	1
rudantI	rudantī	f	1
vivf	vivṛ	v	4
