slp1	iast	pos	period_spread
sadfSa	sadṛśa	adj	6
paramezWin	parameṣṭhin	m	1
anDamUzA	andhamūṣā	mf	2
mUrDan	mūrdhan	m	7
Dfzwadyumna	dhṛṣṭadyumna	m	2
mAhAtmya	māhātmya	n	5
ekaika	ekaika	adj	6
saMDA	saṁdhā	v	6
DAnya	dhānya	n	5
upasTa	upastha	mn	3
rAkzasI	rākṣasī	f	3
atI	atī	v	7
purARa	purāṇa	n	6
pAvaka	pāvaka	m	7
sUri	sūri	m	3
jyezWa	jyeṣṭha	adj	6
SaNKa	śaṅkha	mn	6
sAti	sāti	f	2
pASa	pāśa	m	7
pyA	pyā	v	2
ayoDyA	ayodhyā	f	3
meGa	megha	m	6
yUTapa	yūthapa	m	2
tanaya	tanaya	m	6
niSA	niśā	v	6
revA	revā	f	1
valI	valī	f	2
apsaras	apsaras	f	6
dakza	dakṣa	m	6
kausalyA	kausalyā	f	2
nfpati	nṛpati	m	6
dvAra	dvāra	n	7
BUpati	bhūpati	m	3
ozaDI	oṣadhī	f	5
netra	netra	mn	6
ari	ari	adj	6
gAlay	gālay	v	1
ASu	āśu	adj	6
avyaya	avyaya	adj	6
yajus	yajus	n	3
vAri	vāri	n	6
SatruGna	śatrughna	m	2
niyam	niyam	v	6
tawa	taṭa	mn	4
kanaka	kanaka	n	6
kram	kram	v	4
balin	balin	adj	5
vidvas	vidvas	adj	7
svap	svap	v	7
lakza	lakṣa	mn	4
SuB	śubh	v	6
BI	bhī	v	7
saMsAra	saṁsāra	mn	5
saMyoga	saṁyoga	m	6
tvac	tvac	f	7
udaYc	udañc	adj	4
oGa	ogha	m	6
dyumna	dyumna	n	2
ananta	ananta	adj	5
prativac	prativac	v	5
sanatkumAra	sanatkumāra	m	1
pur	pur	f	3
ayas	ayas	n	3
udi	udi	v	7
ftAvan	ṛtāvan	adj	2
yozit	yoṣit	f	5
grAsa	grāsa	m	4
jAyA	jāyā	f	4
KyA	khyā	v	7
kartf	kartṛ	adj	5
jvAlay	jvālay	v	1
stotf	stotṛ	adj	2
yakza	yakṣa	m	6
aMSaka	aṁśaka	m	1
Socis	śocis	n	2
vimuc	vimuc	v	7
dasyu	dasyu	m	5
samAhita	samāhita	adj	5
viD	vidh	v	2
vyAKyA	vyākhyā	v	5
asat	asat	adj	7
cAru	cāru	adj	7
sADay	sādhay	v	5
SfNga	śṛṅga	n	7
nArI	nārī	f	7
ucita	ucita	adj	6
sU	sū	v	5
AnI	ānī	v	7
pAtay	pātay	v	6
rasarAja	rasarāja	mn	2
tuza	tuṣa	mfn	2
mfj	mṛj	v	4
Druva	dhruva	adj	6
Buja	bhuja	m	6
muKya	mukhya	adj	6
prakf	prakṛ	v	5
rAti	rāti	f	2
AviS	āviś	v	6
parAyaRa	parāyaṇa	n	6
caturguRa	caturguṇa	adj	3
mAtraka	mātraka	n	1
kfpa	kṛpa	mf	2
kali	kali	m	5
Bfgu	bhṛgu	m	6
AKya	ākhya	adj	4
kArin	kārin	adj	6
mil	mil	v	2
rodasI	rodasī	f	2
keSa	keśa	m	7
paraMtapa	paraṁtapa	adj	2
amBas	ambhas	n	6
SvAsa	śvāsa	m	4
gAyatrI	gāyatrī	f	4
AkASa	ākāśa	mn	7
dfzwi	dṛṣṭi	f	6
dAha	dāha	m	4
Amaya	āmaya	m	2
nakzatra	nakṣatra	mn	7
aBigam	abhigam	v	4
yatna	yatna	m	6
varDay	vardhay	v	6
smfti	smṛti	f	5
paW	paṭh	v	4
sfzwi	sṛṣṭi	f	4
kaRWa	kaṇṭha	m	6
gopA	gopā	m	2
vidura	vidura	m	3
vAdin	vādin	adj	6
prakAra	prakāra	m	4
rUpin	rūpin	adj	6
gaNgA	gaṅgā	f	6
pravftti	pravṛtti	f	4
ariMdama	ariṁdama	adj	2
sampUjay	sampūjay	v	5
duhitf	duhitṛ	f	6
vAsa	vāsa	m	5
Acar	ācar	v	6
Suzma	śuṣma	m	2
darBa	darbha	m	4
drauRi	drauṇi	m	2
dApay	dāpay	v	4
janArdana	janārdana	m	4
banDana	bandhana	n	5
tfp	tṛp	v	7
kumAra	kumāra	m	6
samBU	sambhū	v	7
nIla	nīla	adj	7
pinv	pinv	v	2
araRya	araṇya	n	6
candramas	candramas	m	5
saBA	sabhā	f	6
sitA	sitā	f	1
suDI	sudhī	adj	1
suBaga	subhaga	adj	6
sAyaka	sāyaka	m	5
nAwya	nāṭya	n	2
takz	takṣ	v	2
anaGa	anagha	adj	4
rUkza	rūkṣa	adj	3
Suc	śuc	v	6
stamBa	stambha	m	5
anvah	anvah	v	1
amAtya	amātya	m	5
snuhI	snuhī	f	2
ajara	ajara	adj	5
tvar	tvar	v	3
vijYAna	vijñāna	n	5
Bojana	bhojana	n	7
Bezaja	bheṣaja	n	4
ArADay	ārādhay	v	4
zoqaSa	ṣoḍaśa	adj	4
yava	yava	mn	6
durita	durita	n	2
arTin	arthin	adj	6
AjYA	ājñā	f	6
Salya	śalya	m	3
yayAti	yayāti	m	3
bAhya	bāhya	adj	5
pApman	pāpman	m	2
madana	madana	mn	4
aBidru	abhidru	v	2
utsava	utsava	m	4
vi	vi	mn	2
sAraTi	sārathi	m	5
svana	svana	m	5
mahiman	mahiman	m	5
garta	garta	mn	1
hiraRyaya	hiraṇyaya	adj	2
BA	bhā	v	6
vidyut	vidyut	fn	7
BaYj	bhañj	v	6
narADipa	narādhipa	m	4
vastu	vastu	n	6
gautama	gautama	m	6
lakzmI	lakṣmī	f	6
niveSay	niveśay	v	6
Avf	āvṛ	v	7
samprAp	samprāp	v	6
ravi	ravi	m	6
prapad	prapad	v	6
vftrahan	vṛtrahan	m	2
Arya	ārya	adj	6
udyam	udyam	v	6
sanAtana	sanātana	adj	5
Suka	śuka	m	6
azwama	aṣṭama	adj	5
arvant	arvant	m	2
aSman	aśman	mn	7
parivAray	parivāray	v	4
valla	valla	mn	1
mAnuza	mānuṣa	adj	7
mAnava	mānava	m	6
sPuwa	sphuṭa	adj	4
kAmay	kāmay	v	6
jval	jval	v	6
visfj	visṛj	v	7
kzi	kṣi	v	7
nam	nam	v	7
gada	gada	m	2
parAvat	parāvat	f	2
adButa	adbhuta	adj	7
parigraha	parigraha	m	4
aja	aja	m	6
saMgama	saṁgama	m	5
BAnu	bhānu	m	6
kuSala	kuśala	adj	5
Akfti	ākṛti	f	4
dvaMdva	dvaṁdva	mn	6
prAYjali	prāñjali	adj	3
yukti	yukti	f	4
prahfz	prahṛṣ	v	5
lIlA	līlā	f	4
spfS	spṛś	v	7
bAD	bādh	v	6
raGunandana	raghunandana	m	2
niScaya	niścaya	m	6
niyama	niyama	m	6
amartya	amartya	adj	2
vAsava	vāsava	m	5
vistara	vistara	m	5
pUray	pūray	v	6
ruc	ruc	v	6
SA	śā	v	3
svAmin	svāmin	m	4
vivarjay	vivarjay	v	5
aBivAday	abhivāday	v	4
Ayuzmat	āyuṣmat	adj	2
gopa	gopa	m	2
caraRa	caraṇa	mn	6
vikalpa	vikalpa	mf	3
catuzwaya	catuṣṭaya	fn	4
pIqay	pīḍay	v	6
akzaya	akṣaya	adj	5
sapatna	sapatna	m	2
amita	amita	adj	4
vajrin	vajrin	m	3
kAsa	kāsa	m	2
Syena	śyena	m	4
vAsara	vāsara	mn	3
vfzwi	vṛṣṭi	f	6
aiSvarya	aiśvarya	n	6
sarit	sarit	f	5
devadAlI	devadālī	f	2
Anana	ānana	n	6
viSru	viśru	v	5
kftsna	kṛtsna	adj	5
nibuD	nibudh	v	3
saMhAra	saṁhāra	m	4
hiNgula	hiṅgula	mn	2
yAjYavalkya	yājñavalkya	m	4
sumna	sumna	n	2
yojana	yojana	fn	7
Sikz	śikṣ	v	4
ripu	ripu	m	6
same	same	v	6
pArSva	pārśva	mn	6
bindu	bindu	mn	4
Urmi	ūrmi	mf	5
harza	harṣa	m	6
trailokya	trailokya	n	6
DIti	dhīti	f	2
draviRa	draviṇa	n	3
dIpana	dīpana	adj	2
Acakz	ācakṣ	v	6
atiTi	atithi	m	6
prakzip	prakṣip	v	5
manman	manman	n	2
sparSa	sparśa	m	6
vicUrRay	vicūrṇay	v	1
vAray	vāray	v	5
vimala	vimala	adj	6
niBa	nibha	adj	6
svasf	svasṛ	f	4
yaSasvin	yaśasvin	adj	2
maDyama	madhyama	adj	7
vimAna	vimāna	mn	5
Slezman	śleṣman	m	3
Ahu	āhu	v	2
saMKya	saṁkhya	n	2
navan	navan	adj	7
zaqguRa	ṣaḍguṇa	adj	2
utpatti	utpatti	f	4
kalpay	kalpay	v	7
varA	varā	f	1
tman	tman	m	2
salila	salila	n	7
Sruti	śruti	f	5
carzaRi	carṣaṇi	f	2
sarpis	sarpis	n	5
Ayu	āyu	m	2
bAzpa	bāṣpa	mn	6
iqA	iḍā	f	2
upapad	upapad	v	5
dvIpa	dvīpa	mn	4
kIrtay	kīrtay	v	5
sADana	sādhana	n	5
viMSati	viṁśati	f	7
aindra	aindra	adj	1
namaskf	namaskṛ	v	5
SUnya	śūnya	adj	6
vIti	vīti	f	2
IkzaRa	īkṣaṇa	n	5
pizwi	piṣṭi	f	2
nud	nud	v	4
plavaMgama	plavaṁgama	m	2
SAnti	śānti	f	6
anugam	anugam	v	6
coday	coday	v	6
Sulva	śulva	mn	2
mAday	māday	v	2
durlaBa	durlabha	adj	6
caturTa	caturtha	adj	6
SradDA	śraddhā	f	6
Agama	āgama	m	5
mAraRa	māraṇa	mfn	1
toka	toka	n	2
veDin	vedhin	adj	2
sudAnu	sudānu	adj	2
jAla	jāla	n	6
nATa	nātha	m	6
catuHzazwi	catuḥṣaṣṭi	f	3
rud	rud	v	6
vipula	vipula	adj	6
anala	anala	m	6
Sukla	śukla	adj	7
saMmarday	saṁmarday	v	2
SAlin	śālin	adj	4
kAMsya	kāṁsya	n	4
aruza	aruṣa	adj	2
saMDi	saṁdhi	mf	6
BfNga	bhṛṅga	mn	2
grAvan	grāvan	m	2
arcana	arcana	fn	4
anila	anila	m	6
nU	nū	v	2
sf	sṛ	v	2
parvan	parvan	n	6
kfta	kṛta	n	5
mAtrA	mātrā	f	5
napAt	napāt	m	2
pAtaka	pātaka	mn	4
manIzA	manīṣā	f	2
lABa	lābha	m	5
manus	manus	m	2
takra	takra	n	1
mandra	mandra	adj	2
anugraha	anugraha	m	4
aBiDAna	abhidhāna	n	4
kadala	kadala	mf	3
vijaya	vijaya	m	6
vyavahAra	vyavahāra	m	4
rAtra	rātra	mn	7
praDAna	pradhāna	n	5
sTUla	sthūla	adj	4
akza	akṣa	n	7
samAsAday	samāsāday	v	5
Kaqga	khaḍga	mn	5
sita	sita	adj	4
rAj	rāj	v	6
mahIpati	mahīpati	m	5
vyavasTA	vyavasthā	v	5
Gawa	ghaṭa	m	4
gulma	gulma	mn	5
kftyA	kṛtyā	f	2
kfzRA	kṛṣṇā	f	3
sadana	sadana	n	4
gAtra	gātra	n	6
tIra	tīra	n	6
punarnavA	punarnavā	mf	2
Ayatana	āyatana	n	5
ruDira	rudhira	n	6
vAhay	vāhay	v	2
Darman	dharman	n	2
draupadI	draupadī	f	2
pariDA	paridhā	v	1
mI	mī	v	2
vftta	vṛtta	n	6
varga	varga	m	4
apAna	apāna	mn	3
saMDyA	saṁdhyā	f	6
suparRa	suparṇa	m	5
dyuti	dyuti	f	6
DAtrI	dhātrī	f	3
SaMsa	śaṁsa	m	2
saMniDi	saṁnidhi	m	5
pAtana	pātana	mfn	1
puruhUta	puruhūta	m	2
AraB	ārabh	v	7
pArvatI	pārvatī	f	3
pfTu	pṛthu	adj	6
arday	arday	v	5
buDa	budha	adj	5
yauvana	yauvana	n	6
banDay	bandhay	v	1
mAlya	mālya	n	6
kAsIsa	kāsīsa	n	2
pratna	pratna	adj	2
manaHSilA	manaḥśilā	mf	2
mfq	mṛḍ	v	2
roza	roṣa	m	5
atya	atya	m	2
duHKita	duḥkhita	adj	5
raYjana	rañjana	n	2
nirfti	nirṛti	f	2
nAka	nāka	mn	4
rAzwra	rāṣṭra	mn	6
stanya	stanya	mn	2
nanda	nanda	m	4
ASaya	āśaya	m	4
Satakratu	śatakratu	m	6
boDisattva	bodhisattva	m	3
tfzRA	tṛṣṇā	f	5
puraskf	puraskṛ	v	3
tripura	tripura	n	2
mAlA	mālā	f	6
veDas	vedhas	m	3
raTin	rathin	m	1
gamana	gamana	n	6
kawu	kaṭu	adj	2
pftanA	pṛtanā	f	2
nad	nad	v	5
vfza	vṛṣa	m	6
aNgAra	aṅgāra	mn	5
kzar	kṣar	v	2
prekz	prekṣ	v	4
Bram	bhram	v	6
karpUra	karpūra	mn	2
cakz	cakṣ	v	2
banDu	bandhu	m	7
vilokay	vilokay	v	4
kumBa	kumbha	m	7
DAv	dhāv	v	6
SarkarA	śarkarā	f	3
Iray	īray	v	7
Sakuni	śakuni	m	4
prAS	prāś	v	2
vinASa	vināśa	m	6
kAkamAcI	kākamācī	f	2
avara	avara	adj	4
SAsana	śāsana	n	5
sambanDa	sambandha	m	4
yAvat	yāvat	adj	6
pratipad	pratipad	v	7
nASa	nāśa	m	6
DAnyABraka	dhānyābhraka	n	1
tftIyasavana	tṛtīyasavana	n	1
dAra	dāra	mn	5
AranAla	āranāla	mn	1
trizwuB	triṣṭubh	f	1
samIkz	samīkṣ	v	3
bAnDava	bāndhava	m	5
nandin	nandin	m	3
miTuna	mithuna	mn	5
rajata	rajata	n	4
brahmacArin	brahmacārin	m	6
ABaraRa	ābharaṇa	n	6
brahmaRaspati	brahmaṇaspati	m	2
anDay	andhay	v	1
aDI	adhī	v	5
vyaya	vyaya	m	3
homa	homa	m	6
hiMs	hiṁs	v	5
amlavarga	amlavarga	m	1
kaRva	kaṇva	m	3
sahadeva	sahadeva	m	3
aDigam	adhigam	v	5
paryanta	paryanta	m	4
nava	nava	adj	7
parjanya	parjanya	m	4
yAman	yāman	n	2
vilap	vilap	v	5
vAsavadattA	vāsavadattā	f	1
deveSI	deveśī	f	2
BUzaRa	bhūṣaṇa	n	6
vizama	viṣama	adj	5
sindUra	sindūra	mn	2
Danvan	dhanvan	n	3
sveda	sveda	m	4
ikzvAku	ikṣvāku	m	4
aBihan	abhihan	v	5
Sigru	śigru	mfn	2
puz	puṣ	v	6
upasaMkram	upasaṁkram	v	2
raYjay	rañjay	v	3
stf	stṛ	v	2
kziti	kṣiti	f	7
prahas	prahas	v	4
parikIrtay	parikīrtay	v	4
samfD	samṛdh	v	5
japa	japa	m	4
viSuD	viśudh	v	5
parAYc	parāñc	adj	1
yat	yat	v	5
apas	apas	n	2
annAdya	annādya	n	1
samADi	samādhi	m	5
gagana	gagana	n	6
udgITa	udgītha	m	1
sAkzin	sākṣin	m	3
bIjaka	bījaka	n	1
smita	smita	n	5
brahmavarcasa	brahmavarcasa	n	1
vadana	vadana	n	6
putrI	putrī	f	5
sPur	sphur	v	5
nAyaka	nāyaka	m	3
kAca	kāca	n	2
praRava	praṇava	m	4
sUtra	sūtra	n	5
triguRa	triguṇa	adj	4
DIra	dhīra	adj	7
utpat	utpat	v	4
BUzay	bhūṣay	v	6
tura	tura	adj	2
cApa	cāpa	mn	6
BAskara	bhāskara	m	6
vfttAnta	vṛttānta	mn	2
fkza	ṛkṣa	m	6
antarDA	antardhā	v	6
SItala	śītala	adj	3
sTira	sthira	adj	7
daiva	daiva	n	7
janakAtmajA	janakātmajā	f	2
udAhf	udāhṛ	v	5
Sarad	śarad	f	6
saMKyA	saṁkhyā	f	5
yu	yu	v	2
svAtantrya	svātantrya	n	1
SoRita	śoṇita	n	6
kAzWa	kāṣṭha	n	5
aYjali	añjali	m	7
nirguRqI	nirguṇḍī	f	1
nAda	nāda	m	6
Bizaj	bhiṣaj	m	4
AQya	āḍhya	adj	5
Bara	bhara	m	5
drupada	drupada	m	2
asTi	asthi	n	6
rAD	rādh	v	1
sAnu	sānu	mn	3
dIpa	dīpa	m	5
haWa	haṭha	m	2
agnihotra	agnihotra	n	2
nakula	nakula	m	3
dama	dama	m	6
nirgam	nirgam	v	6
BUyas	bhūyas	adj	5
nivid	nivid	f	1
prezay	preṣay	v	6
marutvat	marutvat	adj	2
mADava	mādhava	m	5
Bojay	bhojay	v	4
kumArI	kumārī	f	5
DAtf	dhātṛ	m	6
upagam	upagam	v	5
naBas	nabhas	n	7
cullI	cullī	f	1
indrajit	indrajit	m	2
vaDU	vadhū	f	7
Aji	āji	mf	3
jYAti	jñāti	m	4
paRa	paṇa	m	3
mAtuluNga	mātuluṅga	mn	2
izu	iṣu	mf	6
SiKaRqin	śikhaṇḍin	m	3
hIraka	hīraka	mn	1
yAtuDAna	yātudhāna	m	3
pAlay	pālay	v	5
antika	antika	n	4
vipAka	vipāka	m	5
SacI	śacī	f	2
vfkodara	vṛkodara	m	2
vitta	vitta	n	5
mfttikA	mṛttikā	fn	2
gAtu	gātu	m	2
praSaMs	praśaṁs	v	7
vAma	vāma	adj	7
kzAlay	kṣālay	v	1
jU	jū	v	2
Sreyas	śreyas	n	6
saMdeha	saṁdeha	m	4
viji	viji	v	6
duz	duṣ	v	6
marica	marica	n	2
yakzma	yakṣma	m	1
pAdapa	pādapa	m	5
aBye	abhye	v	3
ekaviMSati	ekaviṁśati	f	2
rocana	rocana	n	2
vandAka	vandāka	mf	1
dyumat	dyumat	adj	2
gfDra	gṛdhra	m	6
vicar	vicar	v	5
utpAday	utpāday	v	4
niS	niś	f	5
suzwuti	suṣṭuti	f	2
SiKara	śikhara	mn	6
loBa	lobha	m	4
paramAtman	paramātman	m	3
sru	sru	v	7
viSAla	viśāla	adj	6
devayAnI	devayānī	f	3
Alaya	ālaya	mn	5
atri	atri	m	6
latA	latā	f	6
prakIrtay	prakīrtay	v	5
saciva	saciva	m	3
vfzRi	vṛṣṇi	m	4
arAti	arāti	f	4
samIpa	samīpa	n	6
nirmala	nirmala	adj	4
saMvf	saṁvṛ	v	5
DUma	dhūma	mn	7
tigma	tigma	adj	2
vatsara	vatsara	m	4
gfhapati	gṛhapati	m	3
Karpara	kharpara	mn	1
havizmat	haviṣmat	adj	2
Bavana	bhavana	n	6
kauravya	kauravya	m	1
meru	meru	m	6
vfjana	vṛjana	n	2
vikAra	vikāra	mn	5
krand	krand	v	2
camU	camū	f	4
pakzin	pakṣin	m	5
aMSu	aṁśu	m	5
prayuj	prayuj	v	6
nAla	nāla	mfn	3
ftvij	ṛtvij	m	5
Cidra	chidra	n	4
vArya	vārya	n	2
revat	revat	adj	2
pAna	pāna	n	7
Ka	kha	n	7
diva	diva	n	2
vfzya	vṛṣya	adj	2
yAc	yāc	v	6
praT	prath	v	6
pratApavat	pratāpavat	adj	4
pratizeDa	pratiṣedha	m	2
darada	darada	mn	2
duHSAsana	duḥśāsana	m	2
tarpay	tarpay	v	6
nizad	niṣad	v	6
krIq	krīḍ	v	7
lag	lag	v	2
apI	apī	v	1
vicitra	vicitra	adj	6
anfta	anṛta	n	5
nau	nau	f	5
aRqa	aṇḍa	mn	3
pad	pad	m	6
mAriza	māriṣa	m	1
acyuta	acyuta	adj	5
sUtaputra	sūtaputra	m	1
tAraka	tāraka	m	3
nayana	nayana	n	6
jit	jit	adj	3
saDasTa	sadhastha	n	2
sarpa	sarpa	m	7
suDA	sudhā	f	4
madra	madra	m	2
ukTya	ukthya	adj	2
daRqaka	daṇḍaka	mfn	2
svAdu	svādu	adj	5
yajatra	yajatra	adj	2
prApti	prāpti	f	4
aDikf	adhikṛ	v	3
Satatama	śatatama	adj	1
pizwI	piṣṭī	f	2
pAra	pāra	mn	6
virAwa	virāṭa	m	2
pizwikA	piṣṭikā	f	2
pracetas	pracetas	adj	4
apatya	apatya	n	6
mud	mud	v	5
mohay	mohay	v	5
prajan	prajan	v	6
tveza	tveṣa	adj	2
yAna	yāna	n	6
viSozay	viśoṣay	v	1
vraja	vraja	m	4
samAcar	samācar	v	5
paTya	pathya	adj	3
SayyA	śayyā	f	5
kﾱp	kﾱp	v	5
guh	guh	v	6
amala	amala	adj	4
Ardraka	ārdraka	n	2
jinv	jinv	v	2
atikram	atikram	v	7
upavAsa	upavāsa	m	5
triviDa	trividha	adj	4
Apad	āpad	v	6
AdiS	ādiś	v	6
jAgf	jāgṛ	v	4
Asad	āsad	v	6
daDi	dadhi	n	5
devay	devay	v	2
vyasana	vyasana	n	5
kfzwi	kṛṣṭi	f	2
upAgam	upāgam	v	5
IdfSa	īdṛśa	adj	6
viBaj	vibhaj	v	6
gras	gras	v	7
mAruta	māruta	adj	7
prajYA	prajñā	f	7
saMjan	saṁjan	v	6
kAnti	kānti	f	4
sauBaga	saubhaga	n	2
triMSat	triṁśat	f	6
samrAj	samrāj	m	2
heti	heti	f	1
SAs	śās	v	6
trA	trā	v	7
kavaca	kavaca	mn	5
maraRa	maraṇa	n	6
prAtaHsavana	prātaḥsavana	n	1
nirmA	nirmā	v	7
azwaka	aṣṭaka	n	4
svANgaSIta	svāṅgaśīta	adj	1
harivat	harivat	adj	2
pannaga	pannaga	mn	6
mahIy	mahīy	v	4
kuYjara	kuñjara	m	4
aNganA	aṅganā	f	5
koSa	kośa	mn	6
plavaga	plavaga	m	2
vIkz	vīkṣ	v	6
vasA	vasā	f	3
janamejaya	janamejaya	m	3
UDas	ūdhas	n	2
haMsa	haṁsa	m	7
enas	enas	n	3
Apat	āpat	v	4
tApa	tāpa	m	4
aDizWA	adhiṣṭhā	v	5
pradiS	pradiś	f	2
tAvaka	tāvaka	adj	1
sAraRA	sāraṇā	fn	2
dAsa	dāsa	m	6
SASvata	śāśvata	adj	5
taru	taru	m	5
cyu	cyu	v	6
jantu	jantu	m	7
spanda	spanda	m	1
svedana	svedana	mn	2
gadyARa	gadyāṇa	mn	1
apahan	apahan	v	1
mUrCay	mūrchay	v	5
naKa	nakha	mn	7
arRava	arṇava	mn	6
mandira	mandira	n	3
BairavI	bhairavī	f	1
Ayam	āyam	v	6
aSvameDa	aśvamedha	m	5
Damana	dhamana	n	1
kAru	kāru	m	3
vyoza	vyoṣa	mn	1
mahas	mahas	n	4
Samana	śamana	adj	2
vaidya	vaidya	m	2
arcis	arcis	n	5
dveza	dveṣa	m	4
svacCa	svaccha	adj	2
dvipa	dvipa	m	5
SoDana	śodhana	mn	2
kIrti	kīrti	f	6
viKyA	vikhyā	v	6
carv	carv	v	1
jIva	jīva	adj	7
tumula	tumula	adj	2
kamala	kamala	mn	6
aByAsa	abhyāsa	m	3
avekz	avekṣ	v	4
Ahan	āhan	v	5
abda	abda	mn	4
darSata	darśata	adj	2
pralepay	pralepay	v	1
Palguna	phalguna	m	2
nirUpay	nirūpay	v	3
Asya	āsya	n	7
utkram	utkram	v	1
satkf	satkṛ	v	4
yogya	yogya	adj	4
adabDa	adabdha	adj	2
kuRqala	kuṇḍala	n	6
kUla	kūla	n	3
sevA	sevā	f	4
kalaSa	kalaśa	mn	6
pratyeka	pratyeka	adj	3
kAvya	kāvya	mn	5
aBizwi	abhiṣṭi	f	2
pragrah	pragrah	v	5
devadeveSa	devadeveśa	m	1
maDyaMdina	madhyaṁdina	m	1
kArmuka	kārmuka	n	4
tantra	tantra	n	4
secay	secay	v	1
mahadvat	mahadvat	adj	1
anDaka	andhaka	m	4
boDa	bodha	m	3
nirdiS	nirdiś	v	5
indrAvaruRa	indrāvaruṇa	m	2
puzpita	puṣpita	adj	2
anujYA	anujñā	v	5
arpay	arpay	v	5
vareRya	vareṇya	adj	3
narendra	narendra	m	5
kup	kup	v	6
kusuma	kusuma	n	6
bfhant	bṛhant	n	1
vaira	vaira	mn	5
manvantara	manvantara	n	2
aYjana	añjana	n	4
kAnana	kānana	n	5
kiwwa	kiṭṭa	mfn	2
kuNkuma	kuṅkuma	n	4
pfc	pṛc	v	2
cArin	cārin	adj	5
vartula	vartula	adj	1
aBivad	abhivad	v	1
catuzpada	catuṣpada	adj	2
acala	acala	m	6
AkarRay	ākarṇay	v	3
sadas	sadas	n	3
varDana	vardhana	adj	6
paRya	paṇya	n	2
vand	vand	v	7
Amantray	āmantray	v	5
yuvan	yuvan	m	7
vihf	vihṛ	v	7
vIruD	vīrudh	f	2
arha	arha	adj	6
svid	svid	v	2
poza	poṣa	m	1
hastin	hastin	m	6
niDi	nidhi	m	7
prajAvat	prajāvat	adj	2
asi	asi	m	5
praBAvatI	prabhāvatī	f	2
prayas	prayas	n	2
cintA	cintā	f	6
yaugaMDarAyaRa	yaugaṁdharāyaṇa	m	1
kazAya	kaṣāya	adj	2
tapasvin	tapasvin	m	5
ajYAna	ajñāna	n	4
praRipat	praṇipat	v	2
saptama	saptama	adj	6
tuvi	tuvi	adj	2
kalyARa	kalyāṇa	adj	6
paRi	paṇi	m	2
raudra	raudra	adj	5
Akram	ākram	v	5
vAraka	vāraka	m	1
Uru	ūru	mf	7
DfzRu	dhṛṣṇu	adj	2
meha	meha	m	2
yati	yati	m	4
stana	stana	mn	5
vivAha	vivāha	m	6
Sarva	śarva	m	3
upadeSa	upadeśa	m	4
parityaj	parityaj	v	6
grahaRI	grahaṇī	f	2
dasra	dasra	m	2
pUrvaka	pūrvaka	adj	5
niroDay	nirodhay	v	1
vAjay	vājay	v	2
nirmuc	nirmuc	v	5
aGa	agha	n	4
paura	paura	m	5
kuSa	kuśa	mn	5
vidyADara	vidyādhara	m	3
samAdA	samādā	v	4
aBizic	abhiṣic	v	6
pravara	pravara	adj	5
Sloka	śloka	m	7
Svan	śvan	m	6
kulatTa	kulattha	mn	2
yajata	yajata	adj	2
SrAvaka	śrāvaka	m	2
nIra	nīra	n	1
dvezas	dveṣas	n	2
BAra	bhāra	m	6
eraRqa	eraṇḍa	m	2
SIrzan	śīrṣan	n	2
nirji	nirji	v	5
kUrmapurARa	kūrmapurāṇa	n	1
AgA	āgā	v	2
saras	saras	n	6
mand	mand	v	2
sAmAnya	sāmānya	adj	4
guggulu	guggulu	mn	2
aktu	aktu	m	2
vyakta	vyakta	adj	6
pUrRa	pūrṇa	adj	6
anuprAp	anuprāp	v	4
zawsAhasrI	ṣaṭsāhasrī	f	1
zazWa	ṣaṣṭha	adj	6
parivf	parivṛ	v	4
vihA	vihā	v	6
divyauzaDi	divyauṣadhi	f	1
vikf	vikṛ	v	6
kUpI	kūpī	f	1
paYcANga	pañcāṅga	n	1
hUti	hūti	f	2
SlakzRa	ślakṣṇa	adj	6
vaSA	vaśā	f	1
veSman	veśman	n	6
vAjasAti	vājasāti	f	2
mahizI	mahiṣī	f	5
mahiza	mahiṣa	m	6
tAvat	tāvat	adj	5
aSani	aśani	mf	6
dvijAti	dvijāti	m	5
tutTa	tuttha	mn	1
savya	savya	adj	5
durDarza	durdharṣa	adj	2
kfcCra	kṛcchra	mn	5
Alokay	ālokay	v	4
SarAva	śarāva	mn	1
kevala	kevala	adj	7
vap	vap	v	3
avaruD	avarudh	v	1
SIGra	śīghra	adj	4
daivata	daivata	n	6
prahlAda	prahlāda	m	2
prahasta	prahasta	m	2
Goza	ghoṣa	m	7
dehin	dehin	m	4
nigad	nigad	v	3
pratizWApay	pratiṣṭhāpay	v	4
CAyASuzka	chāyāśuṣka	adj	1
samBf	sambhṛ	v	3
parizvaj	pariṣvaj	v	4
mUrCA	mūrchā	f	2
jA	jā	adj	2
dizwi	diṣṭi	f	4
nfmRa	nṛmṇa	n	2
SiKA	śikhā	f	6
niyojay	niyojay	v	4
samad	samad	f	2
samuKa	samukha	adj	1
fzva	ṛṣva	adj	2
sumantra	sumantra	m	1
AramBa	ārambha	m	3
lakzay	lakṣay	v	6
tfRa	tṛṇa	n	7
rASi	rāśi	mf	5
sUra	sūra	m	2
vinaS	vinaś	v	6
danta	danta	mn	6
upadiS	upadiś	v	5
sahasrin	sahasrin	adj	2
reKA	rekhā	f	3
sAvitrI	sāvitrī	f	4
guhA	guhā	f	5
SiSu	śiśu	m	6
paScima	paścima	adj	6
