hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form	verdict	rec_score	recommendation	review_note
sAMBara	sāṃbhara	pw	124243	7-119-b	0	89	0		0	sAmBara:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'sAmBara' (fold-twin - same lexeme or distinct word needs eyes)
sAMkASikA	sāṃkāśikā	pw	221861	7-382-c	1	193	0		0	sAmAsika:0.941	1	1	sch	0	0	confirmed-missing	1	check	false-friend near form 'sAmAsika' (0.941) - different word, omission stands
sAMkASyaka	sāṃkāśyaka	pw	123547	7-109-a	0	122	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
sAMmArjina	sāṃmārjina	pw	124253	7-119-b	0	59	0		0	sAmmArjina:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sAmmArjina' (fold-twin - same lexeme or distinct word needs eyes)
sAMmAtra	sāṃmātra	pw	124252.1	7-119-b	0	24	0		0	sAmmAtra:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sAmmAtra' (fold-twin - same lexeme or distinct word needs eyes)
sAMmAtura	sāṃmātura	pw	124252	7-119-b	0	122	0		0	sAmmAtura:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sAmmAtura' (fold-twin - same lexeme or distinct word needs eyes)
sAMmatya	sāṃmatya	pw	124249	7-119-b	0	58	0		0	sAmmatya:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sAmmatya' (fold-twin - same lexeme or distinct word needs eyes)
sAMmitikAyani	sāṃmitikāyani	pw	124254	7-119-b	0	58	0		0	sAmmitikAyani:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sAmmitikAyani' (fold-twin - same lexeme or distinct word needs eyes)
sAMmodanika	sāṃmodanika	pw	124258	7-119-b	0	70	0		0	sAmmodanika:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sAmmodanika' (fold-twin - same lexeme or distinct word needs eyes)
sAMpezika	sāṃpeṣika	pw	124221	7-119-a	0	66	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
sAMpraSnika	sāṃpraśnika	pw	124227	7-119-a	0	72	0		0	sAmpraSnika:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sAmpraSnika' (fold-twin - same lexeme or distinct word needs eyes)
sAMpradAnika	sāṃpradānika	pw	124224	7-119-a	0	62	0		0	sAmpradAnika:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sAmpradAnika' (fold-twin - same lexeme or distinct word needs eyes)
sAMpriyaka	sāṃpriyaka	pw	124228	7-119-a	0	102	0		0	sAmpriyaka:1.000	2	2	ap;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'sAmpriyaka' (fold-twin - same lexeme or distinct word needs eyes)
sAQvA	sāḍhvā	pw	123638	7-110-a	0	62	0		0		1	1	pwg	1	1	confirmed-missing	5	check	
sAcIvid	sācīvid	pw	123613	7-110-a	0	53	0		0	sacivid:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sacivid' (fold-twin - same lexeme or distinct word needs eyes)
sAmalAyana	sāmalāyana	pw	124106	7-117-b	0	88	0		0	saMlayana:0.947	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'saMlayana' (0.947) - different word, omission stands
sAmaleya	sāmaleya	pw	124106.1	7-117-b	0	24	0		0	samAlya:0.933	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'samAlya' (0.933) - different word, omission stands
sAmalya	sāmalya	pw	124106.2	7-117-b	0	24	0		0	samAlya:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'samAlya' (fold-twin - same lexeme or distinct word needs eyes)
sAmay	sāmay	pw	124088	7-117-a	0	53	0		1		1	1	pwg	0	0	variant-form-in-MW	0	check	
sAray	sāray	pw	124416	7-121-c	0	47	0		1		1	1	pwg	1	0	variant-form-in-MW	2	check	
sAreta	sāreta	pwkvn	21792.1	7-381-c	1	23	0		0	saretas:0.923	0	0		0	0	confirmed-missing	-2	low-priority	false-friend near form 'saretas' (0.923) - different word, omission stands
sArpya	sārpya	pw	124548	7-123-b	0	62	0		0	sarpya:1.000	4	3	ben;lrv;mw72;pwg	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'sarpya' (fold-twin - same lexeme or distinct word needs eyes)
sAtyaMkAmi	sātyaṃkāmi	pw	123682	7-110-c	0	68	0		0	sAtyakAmi:0.947	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'sAtyakAmi' (0.947) - different word, omission stands
sAway	sāṭay	pw	123627	7-110-a	0	46	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
sEpurika	saipurika	pw	129386	7-186-b	0	86	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
sErinDraka	sairindhraka	pw	129399	7-186-c	0	105	0		0	sEriDraka:0.947	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'sEriDraka' (0.947) - different word, omission stands
sIlamA	sīlamā	pw	125588	7-137-c	0	116	0		0	Silamba:0.923	1	0	mw72	0	0	confirmed-missing	1	check	false-friend near form 'Silamba' (0.923) - different word, omission stands
sIpAlila	sīpālila	pw	125533.1	7-137-a	0	24	0		0	SIpAlila:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'SIpAlila' (fold-twin - same lexeme or distinct word needs eyes)
sKadya	skhadya	pw	130341	7-198-b	0	51	0		1	sKadyA:1.000	1	1	pwg	0	0	variant-form-in-MW	0	check	vowel-length/case variant of MW headword 'sKadyA' (fold-twin - same lexeme or distinct word needs eyes)
sKuqa	skhuḍa	pw	130346	7-198-c	0	47	0		1		0	0		0	0	variant-form-in-MW	-2	low-priority	
sOparRIya	sauparṇīya	pw	129945	7-193-a	0	210	0		0	sOparRya:0.941	0	0		0	0	confirmed-missing	-1	low-priority	false-friend near form 'sOparRya' (0.941) - different word, omission stands
sOtaMgami	sautaṃgami	pw	129868	7-192-a	0	80	0		1		1	1	pwg	0	0	variant-form-in-MW	1	check	
sPUrtimant	sphūrtimant	pw	131609	7-224-b	0	54	0		0	sPUrtimat:0.947	2	2	ben;pwg	0	0	confirmed-missing	2	add-check	false-friend near form 'sPUrtimat' (0.947) - different word, omission stands
sPawikAtman	sphaṭikātman	pw	131512	7-222-b	0	102	0		0		2	2	ap;pwg	0	0	confirmed-missing	5	add	
sPeyaMs	spheyaṃs	pw	131611	7-224-b	0	85	0		0	sPeyas:0.923	2	2	ben;pwg	0	0	confirmed-missing	3	add-check	false-friend near form 'sPeyas' (0.923) - different word, omission stands
sTUlaBittikatA	sthūlabhittikatā	pw	222002	7-384-a	1	82	1	85	0		1	1	sch	0	0	confirmed-missing	5	check	
sTUlaMBavizRu	sthūlaṃbhaviṣṇu	pw	131178	7-217-a	0	115	0		0	sTUlamBavizRu:1.000	2	2	ap;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'sTUlamBavizRu' (fold-twin - same lexeme or distinct word needs eyes)
sTUlaSAwi	sthūlaśāṭi	pw	131195	7-217-a	0	69	0		1	sTUlaSAwI:1.000	6	6	ben;lrv;pwg;shs;wil;yat	0	0	variant-form-in-MW	11	add-check	vowel-length/case variant of MW headword 'sTUlaSAwI' (fold-twin - same lexeme or distinct word needs eyes)
sTUlay	sthūlay	pw	131180	7-217-a	0	49	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
sTUpaka	sthūpaka	pw	131108	7-216-a	0	38	0		0		0	0		0	0	confirmed-missing	0	low-priority	
sUcIpaNki	sūcīpaṅki	pw	128661	7-177-a	0	59	0		0		0	0		0	0	confirmed-missing	0	low-priority	
sUcivant	sūcivant	pw	128650	7-176-c	0	70	0		0	sUcivat:0.933	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'sUcivat' (0.933) - different word, omission stands
sUditar	sūditar	pw	128823	7-179-a	0	67	0		0	sUdita:0.923	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'sUdita' (0.923) - different word, omission stands
sUkzmamakzikA	sūkṣmamakṣikā	pw	128605	7-176-a	0	52	0		1	sUkzmamakzika:1.000	6	6	ap;lrv;pwg;shs;wil;yat	0	1	variant-form-in-MW	10	add-check	vowel-length/case variant of MW headword 'sUkzmamakzika' (fold-twin - same lexeme or distinct word needs eyes)
sUpasaMpanna	sūpasaṃpanna	pw	221966	7-383-c	1	110	1	48	0	sUpasampanna:1.000	1	1	sch	0	0	confirmed-missing	3	check	vowel-length/case variant of MW headword 'sUpasampanna' (fold-twin - same lexeme or distinct word needs eyes)
sUtaduhitar	sūtaduhitar	pw	128700	7-177-b	0	56	0		0		1	1	pwg	0	0	confirmed-missing	2	check	
saMBUyaMs	saṃbhūyaṃs	pw	121177	7-073-b	0	50	0		0	samBUyas:0.941	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'samBUyas' (0.941) - different word, omission stands
saMBUyasy	saṃbhūyasy	pw	121178	7-073-b	0	57	0		0	samBUyasya:0.947	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'samBUyasya' (0.947) - different word, omission stands
saMBalIya	saṃbhalīya	pw	121140	7-072-b	0	50	0		0	samBalIya:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'samBalIya' (fold-twin - same lexeme or distinct word needs eyes)
saMBavya	saṃbhavya	pw	121146	7-072-c	0	232	0		0	samBavya:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'samBavya' (fold-twin - same lexeme or distinct word needs eyes)
saMBinnavyaYjanA	saṃbhinnavyañjanā	pw	221781	7-381-b	1	179	1	271	0	samBinnavyaYjanA:1.000	1	1	sch	0	0	confirmed-missing	3	check	vowel-length/case variant of MW headword 'samBinnavyaYjanA' (fold-twin - same lexeme or distinct word needs eyes)
saMBogakAya	saṃbhogakāya	pw	121195	7-073-b	0	127	0		0	samBogakAya:1.000	2	2	bhs;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'samBogakAya' (fold-twin - same lexeme or distinct word needs eyes)
saMPAla	saṃphāla	pw	121090	7-071-b	0	47	0		0	samPAla:1.000	3	3	ben;lrv;pwg	0	0	confirmed-missing	4	add-check	vowel-length/case variant of MW headword 'samPAla' (fold-twin - same lexeme or distinct word needs eyes)
saMPalIya	saṃphalīya	pw	121089	7-071-b	0	56	0		0	samPalIya:1.000	0	0		0	0	confirmed-missing	-2	low-priority	vowel-length/case variant of MW headword 'samPalIya' (fold-twin - same lexeme or distinct word needs eyes)
saMPala	saṃphala	pw	121088	7-071-b	0	145	0		0	samPala:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'samPala' (fold-twin - same lexeme or distinct word needs eyes)
saMSayitar	saṃśayitar	pw	116840	7-006-c	0	56	0		0	saMSayita:0.947	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'saMSayita' (0.947) - different word, omission stands
saMScAy	saṃścāy	pw	116874	7-007-a	0	69	0		1	saMScAya:0.933	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'saMScAya' (0.933) - different word, omission stands
saMdaMSavadana	saṃdaṃśavadana	pw	118959	7-041-b	0	76	0		0	sadaMSavadana:0.963	0	0		1	0	confirmed-missing	1	low-priority	probable orthographic doublet of MW headword 'sadaMSavadana' (0.963)
saMgAda	saṃgāda	pw	117608	7-019-b	0	115	0		0	samAdA:0.923	2	2	ben;pwg	0	0	confirmed-missing	3	add-check	false-friend near form 'samAdA' (0.923) - different word, omission stands
saMgatala	saṃgatala	pw	117584	7-018-c	0	67	0		0	saMGatala:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'saMGatala' (fold-twin - same lexeme or distinct word needs eyes)
saMgrAmay	saṃgrāmay	pw	117665	7-020-b	0	139	0		0	saMgrAma:0.941	1	1	pwg	1	0	confirmed-missing	3	check	false-friend near form 'saMgrAma' (0.941) - different word, omission stands
saMgrahasUtra	saṃgrahasūtra	pw	117647.1	7-020-a	0	24	0		0	sAMgrahasUtrika:0.929	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'sAMgrahasUtrika' (0.929) - different word, omission stands
saMjYAtar	saṃjñātar	pw	117967	7-026-a	0	132	0		0	saMjYAta:0.941	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'saMjYAta' (0.941) - different word, omission stands
saMkaTya	saṃkathya	pw	221627	7-379-c	1	72	1	245	0	sAMkaTya:1.000	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'sAMkaTya' (fold-twin - same lexeme or distinct word needs eyes)
saMmAda	saṃmāda	pw	121236	7-074-a	0	55	0		0	sammAda:1.000	3	3	ben;lrv;pwg	0	0	confirmed-missing	4	add-check	vowel-length/case variant of MW headword 'sammAda' (fold-twin - same lexeme or distinct word needs eyes)
saMmAtar	saṃmātar	pw	121233	7-074-a	0	118	0		0	sammata:0.933	3	3	ccs;fri;pwg	0	0	confirmed-missing	5	add-check	false-friend near form 'sammata' (0.933) - different word, omission stands
saMmAtura	saṃmātura	pw	121235	7-074-a	0	67	0		0	sammAtura:1.000	4	4	ap;ap90;lrv;pwg	0	0	confirmed-missing	7	add-check	vowel-length/case variant of MW headword 'sammAtura' (fold-twin - same lexeme or distinct word needs eyes)
saMmIlitadruma	saṃmīlitadruma	pw	121256	7-074-b	0	107	0		0	sammIlitadruma:1.000	0	0		1	0	confirmed-missing	1	low-priority	vowel-length/case variant of MW headword 'sammIlitadruma' (fold-twin - same lexeme or distinct word needs eyes)
saMmaniman	saṃmaniman	pw	121219	7-074-a	0	53	0		0	sammaniman:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sammaniman' (fold-twin - same lexeme or distinct word needs eyes)
saMmatIya	saṃmatīya	pw	121212	7-073-c	0	96	0		0	sammatIya:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sammatIya' (fold-twin - same lexeme or distinct word needs eyes)
saMmatiman	saṃmatiman	pw	121211	7-073-c	0	90	0		0	sammatiman:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sammatiman' (fold-twin - same lexeme or distinct word needs eyes)
saMmaya	saṃmaya	pw	121222	7-074-a	0	63	0		0	sammaya:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sammaya' (fold-twin - same lexeme or distinct word needs eyes)
saMmodanIya	saṃmodanīya	pw	221786	7-381-c	1	95	1	145	0	sammodanIya:1.000	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'sammodanIya' (fold-twin - same lexeme or distinct word needs eyes)
saMmuKavinaya	saṃmukhavinaya	pw	221784	7-381-b	1	118	1	264	0	sammuKavinaya:1.000	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'sammuKavinaya' (fold-twin - same lexeme or distinct word needs eyes)
saMmuKin	saṃmukhin	pw	121260	7-074-c	0	49	0		0	sammuKin:1.000	4	4	ap;ap90;lrv;pwg	0	0	confirmed-missing	6	add-check	vowel-length/case variant of MW headword 'sammuKin' (fold-twin - same lexeme or distinct word needs eyes)
saMpIti	saṃpīti	pw	120936	7-069-b	0	52	0		0	sampIti:1.000	3	3	ben;lrv;pwg	0	0	confirmed-missing	4	add-check	vowel-length/case variant of MW headword 'sampIti' (fold-twin - same lexeme or distinct word needs eyes)
saMpadvara	saṃpadvara	pw	120883	7-068-b	0	73	0		0	sampadvara:1.000	2	2	lrv;pwg	0	0	confirmed-missing	3	add-check	vowel-length/case variant of MW headword 'sampadvara' (fold-twin - same lexeme or distinct word needs eyes)
saMpadvipada	saṃpadvipada	pw	120885	7-068-b	0	101	0		0	sampadvipada:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sampadvipada' (fold-twin - same lexeme or distinct word needs eyes)
saMpannaMkAram	saṃpannaṃkāram	pw	120888	7-068-c	0	108	0		0	sampannaMkAram:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sampannaMkAram' (fold-twin - same lexeme or distinct word needs eyes)
saMpannakrama	saṃpannakrama	pw	120886	7-068-c	0	82	0		0	sampannakrama:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sampannakrama' (fold-twin - same lexeme or distinct word needs eyes)
saMparAyaka	saṃparāyaka	pw	120895	7-068-c	0	60	0		0	samparAyaka:1.000	2	2	lrv;pwg	0	0	confirmed-missing	2	add-check	vowel-length/case variant of MW headword 'samparAyaka' (fold-twin - same lexeme or distinct word needs eyes)
saMparIya	saṃparīya	pw	120901	7-068-c	0	56	0		0	samparIya:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'samparIya' (fold-twin - same lexeme or distinct word needs eyes)
saMpara	saṃpara	pw	120893	7-068-c	0	49	0		0	sampara:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sampara' (fold-twin - same lexeme or distinct word needs eyes)
saMpeza	saṃpeṣa	pw	120967	7-069-c	0	78	0		0	sampeza:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sampeza' (fold-twin - same lexeme or distinct word needs eyes)
saMpiDAna	saṃpidhāna	pw	120931	7-069-b	0	53	0		0	sampiDAna:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sampiDAna' (fold-twin - same lexeme or distinct word needs eyes)
saMprArTya	saṃprārthya	pw	121075	7-071-b	0	87	0		0		1	1	pwg	0	1	confirmed-missing	3	check	
saMpraKyAna	saṃprakhyāna	pw	221764	7-381-b	1	78	1	133	0	sampraKyAna:1.000	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'sampraKyAna' (fold-twin - same lexeme or distinct word needs eyes)
saMpraduta	saṃpraduta	pw	121011	7-070-b	0	109	0		0	sampraduta:1.000	1	1	pwg	0	0	confirmed-missing	1	check	vowel-length/case variant of MW headword 'sampraduta' (fold-twin - same lexeme or distinct word needs eyes)
saMpragarjita	saṃpragarjita	pw	120975	7-069-c	0	81	0		0	sampragarjita:1.000	0	0		0	0	confirmed-missing	-1	low-priority	vowel-length/case variant of MW headword 'sampragarjita' (fold-twin - same lexeme or distinct word needs eyes)
saMprahAri	saṃprahāri	pw	121068	7-071-a	0	52	0		0	samprahAri:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'samprahAri' (fold-twin - same lexeme or distinct word needs eyes)
saMprajAna	saṃprajāna	pw	221766	7-381-b	1	82	1	281	0	samprajAna:1.000	2	2	bhs;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'samprajAna' (fold-twin - same lexeme or distinct word needs eyes)
saMprayogin	saṃprayogin	pw	121034	7-070-c	0	112	0		0	samprayogin:1.000	6	6	ap;ap90;ben;lrv;pwg;sch	0	0	confirmed-missing	11	add-check	vowel-length/case variant of MW headword 'samprayogin' (fold-twin - same lexeme or distinct word needs eyes)
saMprayuktaka	saṃprayuktaka	pw	221771	7-381-b	1	97	1	114	0	samprayuktaka:1.000	2	2	ap;sch	0	0	confirmed-missing	5	add-check	vowel-length/case variant of MW headword 'samprayuktaka' (fold-twin - same lexeme or distinct word needs eyes)
saMpreza	saṃpreṣa	pw	121083	7-071-b	0	52	0		0	sampreza:1.000	1	1	pwg	0	0	confirmed-missing	0	check	vowel-length/case variant of MW headword 'sampreza' (fold-twin - same lexeme or distinct word needs eyes)
saMrAjitar	saṃrājitar	pw	116583	7-003-a	0	81	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
saMskArakartar	saṃskārakartar	pw	116991	7-009-b	0	92	0		0		0	0		0	0	confirmed-missing	1	low-priority	
saMsprazwar	saṃspraṣṭar	pw	117068	7-010-c	0	73	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
saMvahitar	saṃvahitar	pw	116702	7-004-c	0	101	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
saMvary	saṃvary	pw	116688	7-004-b	0	52	0		1	saMvarya:0.933	1	1	pwg	0	0	variant-form-in-MW	0	check	false-friend near form 'saMvarya' (0.933) - different word, omission stands
saMvavyAKyA	saṃvavyākhyā	pw	116667.1	7-004-a	0	24	0		0		0	0		0	0	confirmed-missing	0	low-priority	
saMvoQar	saṃvoḍhar	pw	116801	7-006-b	0	79	0		0		1	1	pwg	0	0	confirmed-missing	3	check	
saRqiSa	saṇḍiśa	pw	118006	7-026-c	0	65	0		0		4	3	mw72;pwg;shs;vcp	0	0	confirmed-missing	9	add	
saYjimant	sañjimant	pw	117950	7-025-c	0	54	0		0	saYjimat:0.941	1	1	pwg	0	0	confirmed-missing	0	check	false-friend near form 'saYjimat' (0.941) - different word, omission stands
saccArA	saccārā	pw	117794	7-022-a	0	49	0		1	saccAra:1.000	10	9	ap;bur;lrv;mw72;pwg;shs;skd;vcp;wil;yat	0	0	variant-form-in-MW	18	add-check	vowel-length/case variant of MW headword 'saccAra' (fold-twin - same lexeme or distinct word needs eyes)
sahitar	sahitar	pw	123283	7-105-a	0	90	0		0	sahita:0.923	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'sahita' (0.923) - different word, omission stands
sakftPala	sakṛtphala	pw	117260	7-013-c	0	176	0		1	sakftPalA:1.000	1	1	pwg	0	0	variant-form-in-MW	1	check	vowel-length/case variant of MW headword 'sakftPalA' (fold-twin - same lexeme or distinct word needs eyes)
samAsavant	samāsavant	pw	120472	7-062-c	0	102	0		0	samAsavat:0.947	2	2	ben;pwg	0	0	confirmed-missing	3	add-check	false-friend near form 'samAsavat' (0.947) - different word, omission stands
samIda	samīda	pw	120561	7-064-a	0	50	0		1	samIdA:1.000	8	7	ben;bur;lrv;mw72;pwg;shs;wil;yat	0	0	variant-form-in-MW	14	add-check	vowel-length/case variant of MW headword 'samIdA' (fold-twin - same lexeme or distinct word needs eyes)
samantamuKaDAraRI	samantamukhadhāraṇī	pw	119904	7-054-c	0	89	0		0	samantamuKaDAriRI:0.941	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'samantamuKaDAriRI' (0.941) - different word, omission stands
samavasarjya	samavasarjya	pw	120082	7-057-b	0	61	0		0		0	0		0	0	confirmed-missing	1	low-priority	
samay	samay	pw	119960	7-055-b	0	63	0		1		1	1	pwg	1	0	variant-form-in-MW	3	check	
samazWIlA	samaṣṭhīlā	pw	120133	7-058-a	0	57	0		0	samazWilA:1.000	3	2	mw72;pwg;skd	0	0	confirmed-missing	4	add-check	vowel-length/case variant of MW headword 'samazWilA' (fold-twin - same lexeme or distinct word needs eyes)
samba	samba	pw	121094	7-071-c	0	76	0		1	Samba:1.000	8	7	bur;mw72;pwg;shs;skd;vcp;wil;yat	0	0	variant-form-in-MW	15	add-check	vowel-length/case variant of MW headword 'Samba' (fold-twin - same lexeme or distinct word needs eyes)
sambary	sambary	pw	121112	7-072-a	0	76	0		1	sambarya:0.933	1	1	pwg	0	0	variant-form-in-MW	1	check	false-friend near form 'sambarya' (0.933) - different word, omission stands
samuditar	samuditar	pw	120671	7-065-c	0	105	0		0	samudita:0.941	1	1	pwg	0	0	confirmed-missing	1	check	false-friend near form 'samudita' (0.941) - different word, omission stands
samudrakaleKaka	samudrakalekhaka	pw	221755	7-381-a	1	171	0		0	samudraleKaka:0.929	1	1	sch	0	0	confirmed-missing	1	check	false-friend near form 'samudraleKaka' (0.929) - different word, omission stands
