pwkvn_k1	pwkvn_L	pc	tier	mahavy	in_pw	in_pwg	gloss_snippet
gaReSvaradIkzita	16741	7-337-a	absent	N	Y	N	{#gaReSvaradIkzita#} und {#˚tIya#}¦ 2.
gaRikAtva	7149	5-253-b	absent	N	Y	N	{#gaRikAtva#}¦, n. Nom. abstr. zu {#gaRaka#} 3〉a〉 UTTAMAC. 389.
gaRikAtva	16735	7-337-a	absent	N	Y	N	{#gaRikAtva#}¦ 5.
gaRitAmfta	3137	2-299-c	absent	N	Y	N	{{Lbody=3137}}
gaRitAmfta	16736	7-337-a	absent	N	Y	N	{{Lbody=16736}}
gaRitaBAskara	3137	2-299-c	absent	N	Y	N	{{Lbody=3137}}
gaRitaBAskara	16736	7-337-a	absent	N	Y	N	{{Lbody=16736}}
gaRitacandrikA	3137	2-299-c	absent	N	Y	N	{{Lbody=3137}}
gaRitacandrikA	16736	7-337-a	absent	N	Y	N	{{Lbody=16736}}
gaRitasaMgraha	3137	2-299-c	absent	N	Y	N	{{Lbody=3137}}
gaRitasaMgraha	16736	7-337-a	absent	N	Y	N	{{Lbody=16736}}
gaRqIkowanaka	16748	7-337-b	absent	Y	Y	N	{#*gaRqIkowanaka#}¦ n. {%der Klöpfel eines solchen Gong%} MAHĀVY. 279. Vgl. {#gaRqirAkowitA#} DIVYĀVAD. 335,13.
gaRqaberuRqanfsiMhamantra	3139	2-299-c	absent	N	Y	N	{#gaRqaberuRqanfsiMhamantra#}¦ Titel eines Mantra OPP. Cat. 1.
gaRqaberuRqanfsiMhamantra	16744	7-337-a	absent	N	Y	N	{#gaRqaberuRqanfsiMhamantra#}¦ 2.
gaYjapati	16717	7-336-d	absent	Y	Y	N	{#*gaYjapati#}¦ m. etwa {%Schatzmeister%} MAHĀVY. 186,32.
gaYjulikA	4557	3-260-c	absent	N	Y	N	{#gaYjulikA#}¦ f. = {#dIrGA gamBIrAH kuwilAH SlakzRA jYalASayAH#} ŚĪLĀṄKA. 2,3. 3.
gaYjulikA	16719	7-336-d	absent	N	Y	N	{#gaYjulikA#}¦ 3.
gacCAntargata	4554	3-260-c	absent	N	Y	N	{#gacCAntargata#}¦ Adj. dass. ebend.
gacCAntargata	16706	7-336-d	absent	N	Y	N	{{Lbody=16706}}
gacCanirgata	4552	3-260-c	absent	N	Y	N	{#gacCanirgata#}¦ Adj. (ein Jaina-Mönch) {%der nicht im Verbande mit Andern lebt%} ŚĪLĀṄKA.
gacCanirgata	16706	7-336-d	absent	N	Y	N	{#gacCanirgata#}, {#gacCavAsin#}, {#gacCAntargata#} und {#gajanimIlana#}¦ 3.
gacCavAsin	4553	3-260-c	absent	N	Y	N	{#gacCavAsin#}¦ Adj. (ein Jaina-Mönch) {%der im Verbande mit Andern lebt%} ŚĪLĀṄKA. 1,367.
gacCavAsin	16706	7-336-d	absent	N	Y	N	{{Lbody=16706}}
gadADarIya	3141	2-299-c	absent	N	Y	N	{{Lbody=3141}}
gadADarIya	16762	7-337-b	absent	N	Y	N	{#gadADarIya#}, {#gadyawIkA#}, {#gadyaBAzya#} und {#gadyavyAKyA#}¦ 2.
gadDi	16919	7-338-c	absent	Y	Y	N	{#*gadDi#}¦ f. {%Gier%} MAHĀVY. 110,35.
gadyaBAzya	3141	2-299-c	absent	N	Y	N	{{Lbody=3141}}
gadyaBAzya	16762	7-337-b	absent	N	Y	N	{{Lbody=16762}}
gadyavyAKyA	3141	2-299-c	absent	N	Y	N	{{Lbody=3141}}
gadyavyAKyA	16762	7-337-b	absent	N	Y	N	{{Lbody=16762}}
gadyawIkA	3141	2-299-c	absent	N	Y	N	{{Lbody=3141}}
gadyawIkA	16762	7-337-b	absent	N	Y	N	{{Lbody=16762}}
gaganagirimunIndracarita	3127	2-299-c	absent	N	Y	N	{#gaganagirimunIndracarita#}¦ n. Titel eines Werkes OPP. Cat. 1.
gaganagirimunIndracarita	16699	7-336-d	absent	N	Y	N	{#gaganagirimunIndracarita#}¦ 2.
gajAsTija	16714	7-336-d	absent	N	Y	N	{#gajAsTija#}¦ Adj. Bez. {%einer Art von Pfeilen, die in einem ehrlichen Kampfe nicht gebraucht werden dürfen,%} MBH. 7,
gajAvartalakzaRa	3135	2-299-c	absent	N	Y	N	{{Lbody=3135}}
gajAvartalakzaRa	16713	7-336-d	absent	N	Y	N	{#gajAvartalakzaRa#}¦ 2.
gajaBawwa	3131	2-299-c	absent	N	Y	N	{#gajaBawwa#}¦ m. N. pr. eines Autors OPP. Cat. 1. {#˚wwIya#} n. {%sein Werk%} ebend.
gajaBawwa	16709	7-336-d	absent	N	Y	N	{#gajaBawwa#}, {#gajareva#}, {#gajalakzaRa#}, {#gajavEdya#} und {#˚SAstra#}¦ 2.
gajalakzaRa	3133	2-299-c	absent	N	Y	N	{#gajalakzaRa#} n., {#gajavEdya#} n. und {#˚SAstra#} n.¦ Titel von Werken OPP. Cat. 1.
gajalakzaRa	16709	7-336-d	absent	N	Y	N	{{Lbody=16709}}
gajanimIlana	4555	3-260-c	absent	N	Y	N	{#gajanimIlana#}¦ n. = {#gajYanimIlikA#} 1〉.
gajanimIlana	16706	7-336-d	absent	N	Y	N	{{Lbody=16706}}
gajasUtrArTavAda	3135	2-299-c	absent	N	Y	N	{{Lbody=3135}}
gajasUtrArTavAda	16711	7-336-d	absent	N	Y	N	{{Lbody=16711}}
gajasUtravAda	3135	2-299-c	absent	N	Y	N	{#gajasUtravAda#} m., {#˚sUtrArTavAda#} m., {#gajAvartalakzaRa#} n. und {#gajendramokza#} m.¦ Titel von Werken OPP. Cat.
gajasUtravAda	16711	7-336-d	absent	N	Y	N	{#gajasUtravAda#} und {#˚sUtrArTavAda#}¦ 2.
gajavEdya	3133	2-299-c	absent	N	Y	N	{{Lbody=3133}}
gajavEdya	16709	7-336-d	absent	N	Y	N	{{Lbody=16709}}
gajavEdyaSAstra	3133	2-299-c	absent	N	Y	N	{{Lbody=3133}}
gajavEdyaSAstra	16709	7-336-d	absent	N	Y	N	{{Lbody=16709}}
gajendramokza	3135	2-299-c	absent	N	Y	N	{{Lbody=3135}}
gajendramokza	16716	7-336-d	absent	N	Y	N	{#gajendramokza#}¦ 2.
galagrAhit	16822	7-337-d	absent	N	Y	N	{#galagrAhit#}¦ Adj. {%am Halse pakkend,%} so v. a. {%übertreffend%} PĀDĀRAVINDAŚATAKA 2.
gallarka	16826	7-337-d	absent	N	Y	N	{#gallarka#}¦ = {#galvarka#} R. ed. Bomb. 3,43,29.
gamAgamika	3145	2-299-c	absent	N	Y	N	{#gamAgamika#}¦ m. {%Unterhändler, Botschafter%} J. A. S. Beng. 47,405,35.
gamAgamika	16785	7-337-c	absent	N	Y	N	{#gamAgamika#}¦ 2.
gamBIraGozasvaranAdita	16789	7-337-c	absent	Y	Y	N	{#*gamBIraGozasvaranAdita#}¦ m. N. pr. eines Bodhisattva MAHĀVY. 23,42.
gamanavant	7158	5-253-b	absent	N	Y	Y	{#gamanavant#}¦ Adj. {%hingehend, vergehend%} SĀY. zu ṚV. 1,113,15.
gamanavant	16784	7-337-c	absent	N	Y	Y	{#gamanavant#}¦ 5.
ganDamAMsi	5591	4-298-b	absent	N	Y	N	{#ganDamAMsi#}¦ (metrisch) f. = {#˚mAMsI#} VARĀH. BṚH. S. 51,15.
ganDamAMsi	16770	7-337-b	absent	N	Y	N	{#ganDamAMsi#}¦ 4.
ganDapAzARavant	16768	7-337-b	absent	N	Y	N	{#ganDapAzARavant#}¦ Adj. {%Schwefel enthaltend%} DAŚAK. (1883) 128,5. Nach dem Comm. = {#manaHSilAdiDAtupAzARamaya#}.
ganDapravAdA	8871	6-300-c	absent	N	Y	N	{#ganDapravAdA#}¦ f. Pl. Bez. {%bestimmter Sprüche%} J. A. O. S. 11,380.
ganDapravAdA	16769	7-337-b	absent	N	Y	N	{#ganDapravAdA#}¦ 6.
ganDarvapratyupasTitA	16775	7-337-c	absent	N	Y	N	{#ganDarvapratyupasTitA#}¦ Adj. f. {%schwanger geworden%} DIVYĀVAD. 1,15. 440,13. Vgl. PISCHEL, Ved. St. 77. fgg.
ganDasinDura	16778	7-337-c	absent	N	Y	N	{#ganDasinDura#}¦ m. = {#ganDadvipa#} DHARMAŚARM. 5,59.
ganDasragdAmavant	4562	3-260-c	absent	N	Y	N	{#ganDasragdAmavant#}¦ Adj. {%mit wohlriechenden Guirlanden versehen%} MĀN. GṚHY. 2,6.
ganDasragdAmavant	16779	7-337-c	absent	N	Y	N	{#ganDasragdAmavant#}¦ 3.
ganDavant	16777	7-337-c	absent	Y	Y	Y	{#ganDavant#}¦, f. {#˚vatI#} II. *N. pr. einer Tantra-Gottheit MAHĀVY. 197,90.
gar	3146	2-300-a	absent	N	Y	Y	6. {#gar#}¦ = {#jar#}. {#jAgAra#} {%wurde alt%} AV. 5,19,10.
gar	5593	4-298-b	absent	N	Y	Y	2. {#gar#}¦ mit {#prod#} in {#˚prodgArin#}. — Mit {#vini#} {%verschlingen%} BHĀM. V. 2,118.
gar	7160	5-253-b	absent	N	Y	Y	3. {#gar#}¦ mit {#ud#}, HARṢAC. (1936) 367,19 liest {#sa rAjako jajAgAra#}.
gar	8872	6-300-c	absent	N	Y	Y	1. {#gar#}¦ mit {#aBiprati#} bedeutet TS. 3,2,9,5 und ĀPAST. ŚR. 14,32,6 {%als Antwortsruf etwas zu viel rufen%}.
gar	16790	7-337-c	absent	N	Y	Y	1. {#gar#}¦ II. {#gIrRa/#} ṚV. 10,88,2. — Mit {#aBiprati#} II. 6.
gar	16791	7-337-c	absent	N	Y	Y	2. {#gar#}¦ mit {#api#} {%hinunterschlucken%} ĀPAST. ŚR. 3,19,7. — Mit {#ud#} II. {#udgIrRa#} {%abgeworfen%} ({#aSvapfzW
gar	16792	7-337-c	absent	N	Y	Y	3. {#gar#}¦ mit {#ud#} II. 5.
gar	16793	7-337-c	absent	N	Y	Y	6. {#gar#}¦ 2.
gar	22362	7-387-c	absent	N	Y	Y	1. {#gar#}¦ mit {#aByud#} {%lärmen%} CAṆḌĪŚ. 84.
garBAvezwana	16816	7-337-d	absent	N	Y	N	{#garBAvezwana#}¦ n. {%Schafhaut, Amnion%} HAR. zu ĀPAST. GṚHY. 14,15.
garBacikitsA	3150	2-300-a	absent	N	Y	N	{#garBacikitsA#} f. und {#garBapurImAhAtmya#} n.¦ Titel zweier Werke OPP. Cat. 1.
garBacikitsA	16805	7-337-d	absent	N	Y	N	{#garBacikitsA#}¦ 2.
garBapurImAhAtmya	3150	2-300-a	absent	N	Y	N	{{Lbody=3150}}
garBapurImAhAtmya	16807	7-337-d	absent	N	Y	N	{#garBapurImAhAtmya#}¦ 2.
garBasaMplava	8876	6-300-c	absent	N	Y	N	{#garBasaMplava#}¦ m. {%Fehlgeburt%} MBH. 2,17,38.
garBasaMplava	16813	7-337-d	absent	N	Y	N	{{Lbody=16813}}
garuqaSrIraNgamAhAtmya	3147	2-300-a	absent	N	Y	N	{{Lbody=3147}}
garuqaSrIraNgamAhAtmya	16797	7-337-c	absent	N	Y	N	{{Lbody=16797}}
garuqadaRqaka	3147	2-300-a	absent	N	Y	N	{#garuqadaRqaka#}, {#garuqanAmAzwottaraSata#} n., {#garuqapaYcASat#} f. und {#garuqaSrIraNgamAhAtmya#} n.¦ Titel von Wer
garuqadaRqaka	16797	7-337-c	absent	N	Y	N	{#garuqadaRqaka#}, {#garuqanAmAzwottaraSata#}, {#garuqapaYcASat#} und {#garuqaSrIraNgamAhAtmya#}¦ 2.
garuqanAmAzwottaraSata	3147	2-300-a	absent	N	Y	N	{{Lbody=3147}}
garuqanAmAzwottaraSata	16797	7-337-c	absent	N	Y	N	{{Lbody=16797}}
garuqapaYcASat	3147	2-300-a	absent	N	Y	N	{{Lbody=3147}}
garuqapaYcASat	16797	7-337-c	absent	N	Y	N	{{Lbody=16797}}
gatapUrva	4560	3-260-c	absent	N	Y	N	{#gatapUrva#}¦ Adj. {%früher betreten%} MBH. 3,296,20.
gatapUrva	16752	7-337-b	absent	N	Y	N	{#gatapUrva#}¦ 3.
gfhAy	7183	5-253-c	absent	N	Y	N	{#gfhAy#}¦, {#˚yate#} {%zu einem Hause werden%} KULĀRṆAVA 9,59.
gfhAy	16940	7-338-d	absent	N	Y	N	{#gfhAy#} und {#gfhAvagrahaRI#}¦ 5.
gfhacAraka	16929	7-338-d	absent	N	Y	N	{#gfhacAraka#}¦ {%Leben und Treiben eines Haushalters%} JĀTAKAM. 18,20.
gfhameDA	16937	7-338-d	absent	N	Y	N	{#gfhameDA#}¦ f. = {#gArhasTya#} DHARMAŚARMĀBHY. 3,73.
gfhapIWikA	3166	2-300-a	absent	N	Y	N	{#gfhapIWikA#}¦ f. Titel eines Werkes OPP. Cat. 1.
gfhapIWikA	16935	7-338-d	absent	N	Y	N	{#gfhapIWikA#}¦ 2.
gfhaye	3167	2-300-a	absent	N	Y	N	{#gfhaye#}¦ zu streichen, da die richtige Lesart {#gfhe#} (MAITR. S. 1,9,5) = {#gfhyate#} ist.
gfhaye	16938	7-338-d	absent	N	Y	N	{#gfhaye#}¦ II. 2.
gfhyARqapille	3168	2-300-a	absent	N	Y	N	{{Lbody=3168}}
gfhyARqapille	16945	7-338-d	absent	N	Y	N	{{Lbody=16945}}
gfhyAyanaprayoga	3168	2-300-a	absent	N	Y	N	{{Lbody=3168}}
gfhyAyanaprayoga	16945	7-338-d	absent	N	Y	N	{{Lbody=16945}}
gfhyapIWikA	3168	2-300-a	absent	N	Y	N	{#gfhyapIWikA#} f., {#gfhyapraSna#} m., {#gfhyaratna#} n., {#gfhyAyanaprayoga#} m. und {#gfhyARqapille#}¦ Titel von Werk
gfhyapIWikA	16945	7-338-d	absent	N	Y	N	{#gfhyapIWikA#}, {#gfhyapraSna#}, {#gfhyaratna#}, {#gfhyARqapille#} und {#gfhyAyanaprayoga#}¦ 2.
gfhyapraSna	3168	2-300-a	absent	N	Y	N	{{Lbody=3168}}
gfhyapraSna	16945	7-338-d	absent	N	Y	N	{{Lbody=16945}}
gfhyaratna	3168	2-300-a	absent	N	Y	N	{{Lbody=3168}}
gfhyaratna	16945	7-338-d	absent	N	Y	N	{{Lbody=16945}}
girI	4582	3-261-a	absent	N	Y	N	{#girI#}¦ Adv. mit {#kar#} {%zu einem Berge anhäufen%} HEM. PAR. 12,4.
girI	16866	7-338-b	absent	N	Y	N	{#girI#}¦ 3.
girirAja	16862	7-338-b	absent	N	Y	N	{#girirAja#}¦ m. = {#girirAj#} R. ed. Bomb. 4,45,4.
glAnapratyayaBEzajya	17060	7-339-d	absent	Y	Y	N	{#glAnapratyayaBEzajya#}¦ n. {%ein best. Arzeneimittel%} MAHĀVY. 239. DIVYĀVAD. 143,6.
glAnatA	17059	7-339-d	absent	N	Y	N	{#glAnatA#}¦ f. {%das Verwelken%} R. ed. Bomb. 3,73,23. Wohl fehlerhaft für {#mlAnatA#}.
glaTamlaTa	17057	7-339-d	absent	Y	Y	N	{#*glaTamlaTa#}¦ (!) m. MAHĀVY. 245,1166.
goDanagiri	7187	5-253-c	absent	N	Y	N	{#goDanagiri#}¦ m. N. pr. eines {%Berges%} HARṢAC. (1936) 423,8.
goDanagiri	16965	7-339-a	absent	N	Y	N	{#goDanagiri#}¦ 5.
goLikA	16959	7-339-a	absent	N	Y	N	{#goLikA#}¦ s. u. {#golaka#} weiter unten.
goSAlIputra	16995	7-339-b	absent	Y	Y	N	{#*goSAlIputra#}¦ ({#goSalI˚#} gedr.) m. = {#goSAli#} MAHĀVY. 179.
goSAstra	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
goSAstra	16996	7-339-b	absent	N	Y	N	{#goSAstra#}¦ 2.
gocaraBAzAmuhUrtaviDi	3171	2-300-a	absent	N	Y	N	{#gocaraBAzAmuhUrtaviDi#}¦ m. Titel eines Werkes [Page2-300-b] OPP. Cat. 1.
gocaraBAzAmuhUrtaviDi	16957	7-339-a	absent	N	Y	N	{#gocaraBAzAmuhUrtaviDi#}¦ 2.
gocarapariSudDa	16956	7-339-a	absent	Y	Y	N	{#*gocarapariSudDa#}¦ n. Titel eines Werkes MAHĀVY. 65,51.
godApariRaya	3174	2-300-b	absent	N	Y	N	{#godApariRaya#} m., {#godAstuti#} f., {#gopadmavrata#} n., {#gopAlaratnAkara#} m., {#˚pAlaviMSati#} f., {#gopIcandanamA
godApariRaya	16964	7-339-a	absent	N	Y	N	{#godApariRaya#} und {#godAstuti#}¦ 2.
godAstuti	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
godAstuti	16964	7-339-a	absent	N	Y	N	{{Lbody=16964}}
golaBa	16990	7-339-a	absent	N	Y	N	{#golaBa#}¦ m. N. pr. eines Gandharva R. ed. Bomb. 4,22,28. fg.
gominda	16983	7-339-a	absent	N	Y	N	{#gominda#}¦ = {#govinda#} BÜHLER in Ind. Antiq. VALLABHĪ-Gr. No. XVI.
gopAlaratnAkara	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
gopAlaratnAkara	16974	7-339-a	absent	N	Y	N	{#gopAlaratnAkara#} u. {#˚pAlaviMSati#}¦ 2.
gopAlaviMSati	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
gopAlaviMSati	16974	7-339-a	absent	N	Y	N	{{Lbody=16974}}
gopIcandanamAhAtmya	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
gopIcandanamAhAtmya	16977	7-339-a	absent	N	Y	N	{#gopIcandanamAhAtmya#}, {#gopInATIya#} und {#˚pariBAzA#}¦ 2.
gopInATIya	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
gopInATIya	16977	7-339-a	absent	N	Y	N	{{Lbody=16977}}
gopInATIyapariBAzA	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
gopInATIyapariBAzA	16977	7-339-a	absent	N	Y	N	{{Lbody=16977}}
gopItilakA	22366	7-387-c	absent	N	Y	N	{#gopItilakA#}¦ f. {%ein best. Vogel%} PADDH. zu KAUŚ. 26,18. 20.
gopadmavrata	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
gopadmavrata	16969	7-339-a	absent	N	Y	N	{#gopadmavrata#}¦ 2.
gopay	7189	5-253-c	absent	N	Y	Y	{#gopay#}¦ mit {#vi#} etwa {%Jmd blossstellen%} CAMPAKA 269. Ist wohl Denomin. von {#vigopa#}.
gopay	16970	7-339-a	absent	N	Y	Y	{#gopay#}¦ mit {#upa#} {%verdecken%} DHARMAŚARMĀBHY. 13,28. — Mit {#vi#} 5.
gopitar	16976	7-339-a	absent	N	Y	N	{#gopitar#}¦ Nom. ag. {%Hüter%} JĀTAKAM. 10,34.
goptfmant	4597	3-261-b	absent	N	Y	N	{#goptfmant#}¦ Adj. {%einen Beschützer habend%} KAUṢ. UP. 2,1.
goptfmant	16978	7-339-a	absent	N	Y	N	{#goptfmant#}¦ 3.
gosahasrin	8887	6-301-a	absent	N	Y	N	{#gosahasrin#}¦ Adj. {%tausend Kühe besitzend%} MBH. 13,102,43.
gosahasrin	17002	7-339-b	absent	N	Y	N	{#gosahasrin#}¦ 6.
govEdyaSAstra	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
govEdyaSAstra	16994	7-339-b	absent	N	Y	N	{{Lbody=16994}}
govindagItA	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
govindagItA	16992	7-339-b	absent	N	Y	N	{#govindagItA#}¦ 2.
govindarAjIya	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
govindarAjIya	16994	7-339-b	absent	N	Y	N	{#govindarAjIya#}, {#˚vindavirudAvali#} und {#govEdyaSAstra#}¦ 2.
govindavirudAvali	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
govindavirudAvali	16994	7-339-b	absent	N	Y	N	{{Lbody=16994}}
gozWIpurImAhAtmya	3174	2-300-b	absent	N	Y	N	{{Lbody=3174}}
gozWIpurImAhAtmya	16999	7-339-b	absent	N	Y	N	{#gozWIpurImAhAtmya#}¦ 2.
grAsapAtrI	17048	7-339-c	absent	N	Y	N	{#grAsapAtrI#}¦ Adv. mit {#kar#} {%Etwas zum Verschlucken geeignet halten, als guten Bissen verschlucken%} SUBHĀṢITĀV. 9
grAvaReya	3184	2-300-b	absent	N	Y	N	{#*grAvaReya#}¦ m. Pl. N. pr. eines Kriegerstammes. Sg. {%ein Fürst desselben%} gaṇa {#yODeyAdi#} in der KĀŚ.
grAvaReya	17046	7-339-c	absent	N	Y	N	{#grAvaReya#}¦ 2.
grahArcanaprokzaRa	3182	2-300-b	absent	N	Y	N	{{Lbody=3182}}
grahArcanaprokzaRa	17029	7-339-c	absent	N	Y	N	{#grahArcanaprokzaRa#}, {#grahArcanaviDi#} und {#grahAzwaka#}¦ 2.
grahArcanaviDi	3182	2-300-b	absent	N	Y	N	{{Lbody=3182}}
grahArcanaviDi	17029	7-339-c	absent	N	Y	N	{{Lbody=17029}}
grahAzwaka	3182	2-300-b	absent	N	Y	N	{{Lbody=3182}}
grahAzwaka	17029	7-339-c	absent	N	Y	N	{{Lbody=17029}}
grahaRakriyAkrama	3179	2-300-b	absent	N	Y	N	{{Lbody=3179}}
grahaRakriyAkrama	17023	7-339-c	absent	N	Y	N	{#grahaRakriyAkrama#}¦ 2.
grahacezwAviDAna	3179	2-300-b	absent	N	Y	N	{{Lbody=3179}}
grahacezwAviDAna	17020	7-339-c	absent	N	Y	N	{{Lbody=17020}}
grahagocaraPala	3179	2-300-b	absent	N	Y	N	{#grahagocaraPala#} n., {#grahacezwAviDAna#} n. und {#grahaRakriyAkrama#} m.¦ Titel von Werken OPP. Cat. 1.
grahagocaraPala	17020	7-339-c	absent	N	Y	N	{#grahagocaraPala#} u. {#grahacezwAviDAna#}¦ 2.
grahavicAra	3182	2-300-b	absent	N	Y	N	{#grahavicAra#} m., {#grahArcanaviDi#} m., {#grahArcanaprokzaRa#} n. und {#grahAzwaka#} n.¦ Titel von Werken OPP. Cat. 1
grahavicAra	17027	7-339-c	absent	N	Y	N	{#grahavicAra#}¦ 2.
grahika	17031	7-339-c	absent	Y	Y	N	{#*grahika#}¦ Adj. etwa {%bissig%} MAHĀVY. 127,8.
grahilI	7201	5-253-c	absent	N	Y	N	{#grahilI#}¦ in {#Agraha˚#} mit {#BU#} so v. a. {%dem Drängen nachgeben%} HEM. PAR. 2,262.
grahilI	17032	7-339-c	absent	N	Y	N	{#grahilI#}¦ II. 5.
greDa	17056	7-339-c	absent	Y	Y	N	{#*greDa#}¦ m. {%Gier, Begierde%} MAHĀVY. 245,1145. [Page7-339-d] Vgl. Pāli {#geDa#}.
guPA	16897	7-338-c	absent	N	Y	N	{#guPA#}¦ oder {#gumPA#} f. PĀRASĪPRAKĀŚA 295.
guRagaRavant	5597	4-298-c	absent	N	Y	N	{#guRagaRavant#}¦ Adj. {%mit vielen Vorzügen ausgestattet%} BHĀM. V. 1,19.
guRagaRavant	16879	7-338-b	absent	N	Y	N	{#guRagaRavant#}, {#guRagrahItar#} und {#guRatantra#}¦ 4.
guRagrahItar	5598	4-298-c	absent	N	Y	N	{#guRagrahItar#}¦ Nom. ag. {%Stricke empfangend%} und zugleich {%Vorzüge anerkennend%} BHĀM. V. 1,8.
guRagrahItar	16879	7-338-b	absent	N	Y	N	{{Lbody=16879}}
guRapAWa	3159	2-300-a	absent	N	Y	N	{{Lbody=3159}}
guRapAWa	16881	7-338-b	absent	N	Y	N	{#guRapAWa#}¦ 2.
guRastU	16887	7-338-b	absent	N	Y	N	{{Lbody=16887}}
guRastu	16887	7-338-b	absent	N	Y	N	{#*guRastu#} n. und {#*˚stU#} f.¦ {%Baumwolle%} RĀJAN. 4,191 nebst v. l.
guRay	16882	7-338-b	absent	N	Y	Y	{#guRay#}¦ mit {#anu#} II. {%fördern%} KIR. 13,44.
guRquBawwa	3162	2-300-a	absent	N	Y	N	{#guRquBawwa#}¦ m. N. pr. eines Autors OPP. Cat. 1. {#˚wwIya#} n. {%sein Werk%} ebend.
guptI	7175	5-253-c	absent	N	Y	N	{#guptI#}¦ Adv. mit {#kar#} {%verstecken, verbergen%} UTTAMAC. 337.
guptI	16895	7-338-c	absent	N	Y	N	{#guptI#}¦ 5.
gurUpasattivijaya	3163	2-300-a	absent	N	Y	N	{{Lbody=3163}}
gurUpasattivijaya	16905	7-338-c	absent	N	Y	N	{{Lbody=16905}}
guruBAvaprakASikA	3163	2-300-a	absent	N	Y	N	{{Lbody=3163}}
gurucandrikA	3163	2-300-a	absent	N	Y	N	{#gurucandrikA#} f., {#gurujYAnavAsizWa#}, {#gurunAqi#} f., {#gurutaraMgiRI#} f., {#gurudIpikA#} f., {#guruBAvaprakASikA
gurudIpikA	3163	2-300-a	absent	N	Y	N	{{Lbody=3163}}
gurujYAnavAsizWa	3163	2-300-a	absent	N	Y	N	{{Lbody=3163}}
gurunAqi	3163	2-300-a	absent	N	Y	N	{{Lbody=3163}}
gurutaraMgiRI	3163	2-300-a	absent	N	Y	N	{{Lbody=3163}}
guruvartitva	16903	7-338-c	absent	N	Y	N	{{Lbody=16903}}
guruviDivijaya	3163	2-300-a	absent	N	Y	N	{{Lbody=3163}}
guruviDivijaya	16905	7-338-c	absent	N	Y	N	{#guruviDivijaya#}, {#gurUpasattivijaya#} und {#gurvarTadIpikA#}¦ 2.
gurvarTadIpikA	3163	2-300-a	absent	N	Y	N	{{Lbody=3163}}
gurvarTadIpikA	16905	7-338-c	absent	N	Y	N	{{Lbody=16905}}
har	22039	7-384-c	absent	Y	Y	Y	1. {#har#}¦ mit {#anu#} VII. {%nachtragen, hinterher tragen%} ĀPAST. GṚHY. 5,13. — Mit {#pratyud#} VII. 3〉 {%*etwas Geli
haray	22040	7-384-c	absent	N	Y	N	{#haray#}¦, {#˚yati#} {%als Löwe auftreten%} PRĀṆĀBHARAṆA 49 nach AUFRECHT.
haskartar	22049	7-384-c	absent	N	Y	Y	{{Lbody=22049}}
haskfta	22049	7-384-c	absent	N	Y	N	{{Lbody=22049}}
hemAy	22065	7-384-d	absent	N	Y	N	{#hemAy#}¦, {#˚yate#} {%zu Gold werden%} HARAVIJAYA 5,96.
hezasvant	22067	7-384-d	absent	N	Y	Y	{{Lbody=22067}}
himAy	22059	7-384-d	absent	N	Y	N	{#himAy#}¦, {#˚yate#} {%Schnee darstellen%} PRĀṆĀBHARAṆA 48 nach AUFRECHT.
iBavant	22275	7-386-d	absent	N	Y	N	{#iBavant#}¦ Adj. {%mit Elephanten versehen%} ebend. 172.
iDmabarhis	2678	2-294-c	absent	N	Y	N	{#iDmabarhis#}¦ n. {%Streu zum Brennen%} (?) Z. d. d. m. G. 9, LXXX.
iDmabarhis	14535	7-321-a	absent	N	Y	N	{#iDmabarhis#}¦ 2.
iNgAla	6833	5-249-c	absent	N	Y	N	{#iNgAla#}¦ m. prākritisch für {#aNgAra#} {%Kohle%} HARṢA im Comm. zu VĀSAV. 191. Vgl. HEM. Pr. Gr. 1,47. 254 und die An
iNgAla	14511	7-320-d	absent	N	Y	N	{#iNgAla#}¦ 5.
iNgudi	14513	7-321-a	absent	N	Y	N	{#iNgudi#}¦ f. metrisch st. {#iNgudI#} R. ed. Bomb. 2,104,8. 12. 14.
iNgyaSikzA	2670	2-294-c	absent	N	Y	N	{{Lbody=2670}}
iNgyaSikzA	14514	7-321-a	absent	N	Y	N	{{Lbody=14514}}
iNgyaratna	2670	2-294-c	absent	N	Y	N	{#iNgyaratna#} n. und {#iNgyaSikzA#} f.¦ Titel von Werken OPP. Cat. 1.
iNgyaratna	14514	7-321-a	absent	N	Y	N	{#iNgyaratna#} und {#iNgyaSikzA#}¦ 2.
icCantika	14515	7-321-a	absent	Y	Y	N	{#*icCantika#}¦ Adj. {%Begierden fühlend%} oder {%zu fühlen anfangend%} MAHĀVY. 110.
