pw_line	k1	hw_slp1	hom_pw	mw_main_max_hom	mw_all_max_hom	annexure_covers	pos	pos_set	sup_layer	dcs_band	corr_n	corr_outside_n	corr_outside	mahavy	dcs	verdict
553865	svarloka	svarloka	2	0	0	no	adj.	adj.+m.+f.	0	3						
554052	svavaSa	svavaSa	2	0	0	no	adj.	adj.	0	2						
554206	svasaMvid	svasaMvid	2	0	0	no	adj.	adj.	0	0						
554495	svasTAna	svasTAna	2	0	0	no	adj.	adj.	0	0						
554595	svAkAra	svAkAra	2	0	0	no	adj.	adj.	0	0						
554672	svAcAra	svAcAra	2	0	0	no	adj.	adj.+f.	0	0						
554833	svAdAna	svAdAna	2	0	0	no	adj.	adj.	0	0						
554998	svAdman	svAdman	2	0	0	no	n.	n.	0	2						
555082	svAna	svAna	2	0	0	no	m.	m.	0	3						
555087	svAna	svAna	3	0	0	no	m.	m.	0	3						
555371	svAra	svAra	2	0	0	no	adj.	adj.+n.	0	3						
555442	svArTa	svArTa	2	0	0	no	adj.	adj.+f.	0	3						
555758	svizwi	svizwi	2	0	0	no	adj.	adj.	0	0						
555985	svEravftti	svEravftti	2	0	0	no	adj.	adj.	0	0						
556231	haMsapada	haMsapada	2	0	0	no	m.	m.+f.	0	1						
556248	haMsapAda	haMsapAda	2	0	0	no	n.	n.+f.	0	3						
556303	haMsayAna	haMsayAna	2	0	0	no	adj.	adj.+f.	0	0						
556673	hataviDi	hataviDi	2	0	0	no	adj.	adj.	0	0						
557135	hana	hana	2	0	0	no	adj.	adj.+f.+m.	0	3						
557524	hayamuKa	hayamuKa	2	0	0	no	adj.	adj.+f.	0	1						
557564	hayaSiras	hayaSiras	2	0	0	no	adj.	adj.+m.+f.+n.	0	3						
558346	haras	haras	2	0	0	no	n.	n.	0	3						
558978	haridru	haridru	3	2	2	no	m.	m.	0	2						
559017	harinAman	harinAman	2	0	0	no	m.	m.	0	0						
559046	harinetra	harinetra	2	0	0	no	adj.	adj.+m.	0	1						
559371	harivAhana	harivAhana	2	0	0	no	adj.	adj.+m.	0	3						
559388	harivfkza	harivfkza	2	0	0	no	m.	m.	0	1						
559534	harihaya	harihaya	2	0	0	no	adj.	adj.+m.	0	2						
559755	haryaSva	haryaSva	2	0	0	no	adj.	adj.+m.	0	3						
560117	halamuKa	halamuKa	2	0	0	no	adj.	adj.+f.	0	1						
560146	halA	halA	2	0	0	no	f.	f.	0	2						
560504	havizpaNkti	havizpaNkti	2	0	0	no	adj.	adj.	0	2						
560757	hasantI	hasantI	2	0	0	no	adj.	adj.+f.	0	2						
560775	hasita	hasita	2	0	0	no	adj.	adj.+n.	0	3						
561278	hastipada	hastipada	2	0	0	no	m.	m.	0	1						
562127	hArin	hArin	2	0	0	no	adj.	adj.	0	4						
562487	hAhas	hAhas	2	0	0	no	m.	m.	0	2						
562493	hAhA	hAhA	2	0	0	no	m.	m.	0	3						
562888	hitabudDi	hitabudDi	2	0	0	no	adj.	adj.	0	0						
562968	hitvAya	hitvAya	2	0	0	no			0	0						
563075	himakUwa	himakUwa	2	0	0	no	m.	m.	0	1						
563532	hiraRyakaSipu	hiraRyakaSipu	2	0	0	no	adj.	adj.+m.	0	4						
563626	hiraRyajyotis	hiraRyajyotis	2	0	0	no	adj.	adj.	0	0						
563766	hiraRyamAlin	hiraRyamAlin	2	0	0	no	adj.	adj.	0	0						
563790	hiraRyaraTa	hiraRyaraTa	2	0	0	no	adj.	adj.+m.	0	0						
563946	hiraRyasraj	hiraRyasraj	2	0	0	no	adj.	adj.	0	0						
564091	hIna	hIna	2	0	0	no	adj.	adj.+f.+n.	0	3						
564277	hu	hu	3	2	2	no			0	5						
564448	hutASavftti	hutASavftti	2	0	0	no	adj.	adj.	0	0						
564642	hUhU	hUhU	2	0	0	no	m.	m.	0	3						
564780	hfdaya	hfdaya	2	0	0	no	adj.	adj.	0	5						
565039	hfdayya	hfdayya	2	0	0	no	adj.	adj.	0	2						
565190	hfdroga	hfdroga	2	0	0	no	m.	m.	0	3						
565302	he	he	2	0	0	no			0	4						
565521	hemakakza	hemakakza	2	0	0	no	adj.	adj.+f.	0	1						
565566	hemakiYjalka	hemakiYjalka	2	0	0	no	n.	n.	0	1						
565900	hemaSfNga	hemaSfNga	2	0	0	no	m.	m.	0	2						
565933	hemANga	hemANga	2	0	0	no	adj.	adj.+f.+m.	0	2						
566250	hEma	hEma	3	2	2	no	adj.	adj.+f.+m.	0	4						
566341	hEmI	hEmI	2	0	0	no	adv.	adv.	0	2						
567094	hrAd	hrAd	2	0	0	no			0	0						
567181	hrIka	hrIka	2	0	0	no	f.	f.	0	0						
567326	hlAd	hlAd	2	0	0	no			0	2						
567332	hlAda	hlAda	2	0	0	no	m.	m.	0	3						
567360	hlAdin	hlAdin	2	0	0	no	adj.	adj.+f.	0	3						
567505	hvA	hvA	2	0	0	no	f.	f.	0	4						
597814	akaraRa	akaraRa	2	0	0	no			7	3						
598198	akrama	akrama	2	0	0	no			7	3						
598669	aguRa	aguRa	2	0	0	no			7	3						
598963	agraRI	agraRI	2	0	0	no			7	3						
599176	aNga	aNga	3	2	2	no			7	5						
599428	acit	acit	2	0	0	no			7	3						
599629	ajana	ajana	3	2	2	no			7	3						
599843	awwahAsa	awwahAsa	2	0	0	no			7	3						
601658	adoza	adoza	2	0	0	no			7	3						
602345	aDyeya	aDyeya	2	0	2	yes			7	0						
602438	anaNga	anaNga	2	0	0	no			7	4						
602753	ananya	ananya	2	0	0	no			7	4						
603128	anala	anala	2	1	2	yes			7	4						
603176	anavagraha	anavagraha	2	0	0	no			7	1						
603197	anavaDAna	anavaDAna	2	0	0	no			7	2						
603272	anavasTAna	anavasTAna	2	0	0	no			7	3						
603431	anAcAra	anAcAra	2	0	0	no			7	3						
603884	animeza	animeza	2	0	0	no			7	2						
605006	anUhya	anUhya	2	0	0	no			7	0						
605162	anOzaDa	anOzaDa	2	0	0	no			7	2						
605855	apaTa	apaTa	2	0	0	no			7	3						
605894	apanaya	apanaya	2	0	0	no			7	3						
606101	aparigraha	aparigraha	2	0	0	no			7	3						
606293	apartu	apartu	2	0	0	no			7	2						
606554	apAra	apAra	2	0	0	no			7	3						
607484	aboDa	aboDa	2	0	0	no			7	2						
607625	aBi	aBi	2	1	2	yes	adj.	adj.	7	5						
608420	amatra	amatra	2	0	0	no			7	3						
608462	amantra	amantra	2	0	0	no			7	3						
608561	amAMsa	amAMsa	2	0	0	no			7	2						
609056	ayoni	ayoni	2	0	0	no			7	3						
609878	alakzaRa	alakzaRa	2	0	0	no			7	3						
609899	alakzmI	alakzmI	2	0	0	no			7	3						
610037	aliNga	aliNga	2	0	0	no			7	3						
610269	avagIta	avagIta	3	0	0	no	adj.	adj.	7	2						
610953	avikrama	avikrama	2	0	0	no			7	1						
610989	avigraha	avigraha	2	0	0	no			7	2						
611007	avicAra	avicAra	2	0	0	no			7	3						
611103	aviDya	aviDya	2	0	0	no			7	0						
611535	avyaya	avyaya	3	2	2	no			7	4						
611553	avyavahAra	avyavahAra	2	0	0	no			7	1						
611691	aSastra	aSastra	3	2	2	no	n.	n.	7	3						
611997	aSvapfzWa	aSvapfzWa	2	0	0	no			7	0						
612262	as	as	5	3	3	no			7	5						
612412	asaMkara	asaMkara	2	0	0	no			7	3						
612772	asADana	asADana	2	0	0	no			7	2						
612998	astamBa	astamBa	2	0	0	no			7	2						
613007	astA	astA	2	0	0	no			7	1						
614613	Api	Api	2	1	2	yes			7	3						
614766	Ama	Ama	3	2	3	yes			7	4						
614949	Ara	Ara	4	2	3	no			7	3						
615006	ArAgra	ArAgra	2	0	0	no			7	0						
615279	Avartin	Avartin	2	0	0	no			7	2						
615480	ASrava	ASrava	2	1	2	yes	m.	m.	7	2						
616576	utka	utka	2	0	0	no			7	3						
618157	uruDAra	uruDAra	2	0	0	no			7	0						
618427	UrDvasrotas	UrDvasrotas	2	0	0	no	adj.	adj.	7	3						
618667	ekakArya	ekakArya	2	0	0	no			7	0						
618757	ekapati	ekapati	2	0	0	no			7	0						
618835	ekavarRa	ekavarRa	2	0	0	no			7	0						
619537	kakzya	kakzya	2	0	0	no			7	2						
619777	kaTAprasaNga	kaTAprasaNga	2	0	0	no			7	0						
619975	kamala	kamala	3	0	0	no			7	4						
620054	karaRa	karaRa	2	0	0	no	n.	n.	7	5						
620126	karIra	karIra	2	0	0	no			7	3						
620177	karRa	karRa	2	0	0	no			7	5						
620966	kArin	kArin	3	2	3	yes			7	4						
621011	kArya	kArya	2	0	2	yes			7	5						
621487	kuw	kuw	4	0	0	no			7	2						
622209	kfzRapakza	kfzRapakza	2	0	0	no			7	3						
623116	kzveqita	kzveqita	3	2	2	no			7	3						
623980	gir	gir	5	3	3	no			7	4						
625175	catuzpada	catuzpada	2	0	0	no			7	4						
626385	jalavAsa	jalavAsa	2	0	0	no			7	2						
628467	dAna	dAna	5	3	3	no			7	5						
628536	dAS	dAS	3	2	2	no			7	4						
628884	dURASa	dURASa	2	0	0	no			7	2						
628942	dfQamuzwi	dfQamuzwi	2	0	0	no			7	1						
629388	dvipAtra	dvipAtra	2	0	0	no			7	0						
629605	DarmakAya	DarmakAya	2	0	0	no			7	2						
629698	Davalapakza	Davalapakza	2	0	0	no			7	0						
631475	paYcarAtra	paYcarAtra	2	0	0	no	m.	m.	7	3						
632134	paryanta	paryanta	2	0	0	no			7	4						
632155	paryAntam	paryAntam	2	0	0	no			7	0						
632528	pArTa	pArTa	5	4	4	no			7	5						
632552	pAli	pAli	2	0	0	no	f.	f.	7	3						
632693	pizwI	pizwI	2	0	0	no			7	4						
632771	puRyaPala	puRyaPala	2	0	0	no			7	0						
633174	pfzWya	pfzWya	2	0	0	no			7	3						
634164	prahARa	prahARa	3	0	0	no			7	3						
634338	priyavacana	priyavacana	2	0	0	no			7	0						
634712	bahumUlya	bahumUlya	2	0	0	no	f.	f.	7	0						
635032	brahman	brahman	2	0	0	no			7	5						
635497	BUman	BUman	2	0	0	no	f.	f.	7	3						
635816	mad	mad	4	2	2	no			7	5						
635999	mantravarRa	mantravarRa	2	0	0	no			7	0						
636128	masI	masI	2	0	0	no			7	3						
636185	mahAnada	mahAnada	2	0	0	no			7	2						
636209	mahAboDi	mahAboDi	2	0	0	no			7	2						
636212	mahABAgya	mahABAgya	2	0	0	no			7	3						
636389	mArga	mArga	2	0	0	no	f.	f.	7	5						
636856	yakza	yakza	2	0	0	no			7	4						
637180	yogAcAra	yogAcAra	2	0	0	no			7	0						
637969	vara	vara	3	2	2	no			7	5						
637984	varANga	varANga	2	0	0	no	n.	n.	7	3						
638177	vA	vA	5	2	2	no			7	5						
638333	vAh	vAh	3	2	2	no			7	3						
638717	viBUzita	viBUzita	2	0	0	no	adj.	adj.+n.	7	2						
639228	vyay	vyay	3	2	2	no			7	0						
639406	Satakowi	Satakowi	2	0	0	no			7	2						
639418	Satapattra	Satapattra	2	0	0	no			7	3						
639598	Sikz	Sikz	2	0	0	no			7	4						
639887	Svavftti	Svavftti	2	0	0	no			7	2						
640064	saKila	saKila	2	0	0	no	adj.	adj.	7	0						
640316	saBAga	saBAga	2	0	0	no			7	2						
640470	samudrAnta	samudrAnta	2	0	0	no	f.	f.	7	2						
640814	sADanI	sADanI	2	0	0	no			7	0						
640986	supta	supta	2	0	0	no	adj.	adj.	7	3						
641806	abala	abala	2	0	0	no			7	4						
641893	ayoga	ayoga	3	2	2	no	adj.	adj.	7	4						
641905	arAjanya	arAjanya	2	0	0	no	m.	m.	7	2						
641908	ari	ari	3	2	2	no			7	4						
642981	mArga	mArga	2	0	0	no	m.	m.	7	5						
