mw_key1	covered_flag	heritage_entry_anchor
BramakuwI	0	
Bramatva	0	
BramaBUta	0	
BramAsakta	0	
BramaRa	1	DICO/48.html#bhrama.na
BramaRavilasita	0	
BramaRArTe	0	
Bramat	0	
Bramatkuwi	0	
Bramara	1	DICO/48.html#bhramara
BramarakaraRqaka	0	
BramarakIwa	0	
BramarakuRqa	0	
BramaragIwawIkA	0	
BramaracCallI	0	
Bramaraja	0	
BramaradUtakAvya	0	
Bramaradeva	0	
Bramaranikara	0	
Bramarapada	0	
Bramarapriya	0	
BramarabADA	0	
BramaramaRqala	0	
BramaramArI	0	
Bramaravilasita	0	
BramarasadfSakeSatA	0	
BramarasaMdeSakAvya	0	
BramarAtiTi	0	
BramarAnanda	0	
BramarAmbAkzetra	0	
BramarAmbAkzetramAhAtmya	0	
BramarAmbAzwaka	0	
BramarAri	0	
BramarAlaka	0	
BramarAzwaka	0	
Bramarezwa	0	
BramarotsavA	0	
Bramaraka	1	DICO/48.html#bhramaraka
BramarikAdfzwi	0	
BramarAya	0	
Bramarita	0	
BramAya	0	
Brami	0	
Bramita	0	
Bramin	1	DICO/48.html#bhramin
BrAnta	1	DICO/48.html#bhraanta
BrAntacitta	0	
BrAntabudDi	0	
BrAntAkulitacetana	0	
BrAnti	1	DICO/48.html#bhraanti
BrAntikara	0	
BrAntidarSana	0	
BrAntinASana	0	
BrAntimat	0	
BrAntivilAsa	0	
BrAntihara	0	
BrAma	1	DICO/48.html#bhraama
BrAmaka	0	
BrAmakAdri	0	
BrAmaRa	0	
BrAmara	1	DICO/48.html#bhraamara
BrAmarin	0	
BrAmita	0	
BrAmin	0	
Bramanta	0	
BramAtra	0	
Braza	0	
BrastA	0	
BrAj	1	DICO/48.html#bhraaj
BrAja	1	DICO/48.html#bhraaja
BrAjaBfzwi	0	
BrAjaka	1	DICO/48.html#bhraajaka
BrAjat	0	
BrAjajjanman	0	
BrAjadfzwi	0	
BrAjaTu	0	
BrAjaTumat	0	
BrAjana	0	
BrAjas	0	
BrAjasvat	0	
BrAjasvin	0	
BrAji	0	
BrAjin	0	
BrAjira	0	
BrAjizWa	0	
BrAjizRu	0	
BrAjizRutA	0	
BrAjis	0	
BrAjizmat	0	
BrAjoBrAdantya	0	
BrAtf	1	DICO/48.html#bhraat.r
BrAtfganDi	0	
BrAtfganDika	0	
BrAtfja	0	
BrAtfjAyA	1	DICO/48.html#bhraat.rjaayaa
BrAtftva	1	DICO/48.html#bhraat.rtva
BrAtfdatta	0	
BrAtfdvitIyA	0	
BrAtfpatnI	0	
BrAtfpadmavana	0	
BrAtfputra	0	
BrAtfBaginI	0	
BrAtfBaginIdarSanaviDi	0	
BrAtfBARqa	0	
BrAtfBAryA	0	
BrAtfmat	0	
BrAtfvaDU	0	
BrAtfvala	0	
BrAtfSvasura	0	
BrAtfsaMGAtavat	0	
BrAtfsiMha	0	
BrAtfsTAna	0	
BrAtfhatyA	0	
BrAtfka	0	
BrAtfvya	1	DICO/48.html#bhraat.rvya
BrAtfvyakzayaRa	0	
BrAtfvyaGnI	0	
BrAtfvyacAtana	0	
BrAtfvyajanman	0	
BrAtfvyadevatya	0	
BrAtfvyaparARutti	0	
BrAtfvyayajYa	0	
BrAtfvyaloka	0	
BrAtfvyavat	0	
BrAtfvyasahana	0	
BrAtfvyahan	0	
BrAtfvyApanutti	0	
BrAtfvyABiBUti	0	
BrAtra	0	
BrAtrIya	1	DICO/48.html#bhraatriiya
BrAtreya	0	
BrAtrya	0	
BrAdinI	0	
BrAS	0	
BrAs	0	
BrAstreya	0	
BrI	0	
BrukuMSa	0	
Bruq	0	
BruBaNga	0	
Bruva	0	
BrU	1	DICO/48.html#bhruu
BrUkuMSa	1	DICO/48.html#bhruuku.mza
BrUkuMsa	0	
BrUkuwI	1	DICO/48.html#bhruuku.tii
BrUkuwIkuwika	0	
BrUkuwIkuwila	0	
BrUkuwIkuwilAnana	0	
BrUkuwIbanDa	0	
BrUkuwImuKa	0	
BrUkuwIracanA	0	
BrUkula	0	
BrUkzepa	0	
BrUkzepajihma	0	
BrUkzepaRa	0	
BrUkzepAlApa	0	
BrUcApAkfzwamukta	0	
BrUjAha	0	
BrUBaNga	1	DICO/48.html#bhruubhafga
BrUBeda	0	
BrUBedin	0	
BrUmaRqala	0	
BrUmaDya	1	DICO/48.html#bhruumadhya
BrUlatA	0	
BrUlatAkzepa	0	
BrUvaYcita	0	
BrUvikAra	0	
BrUvikriyA	0	
BrUvikzepa	0	
BrUvicezwita	0	
BrUvijfmBa	0	
BrUvijfmBaRa	0	
BrUviBeda	0	
BrUviBrama	0	
BrUvilAsa	0	
BrUsaMgataka	0	
BfkuMsa	0	
BfkuMsaka	0	
Bfkuwi	0	
BfkuwiDara	0	
BfkuwI	0	
Bra	0	
BrakuMsa	0	
BrakuYca	0	
Brakuwi	0	
BrakuwI	0	
BrakuwImuKa	0	
Bru	0	
BrukuMsa	0	
Brukuwi	0	
BrukuwI	1	DICO/48.html#bhruku.tii
BrukuwIkft	0	
BrukuwImuKa	1	DICO/48.html#bhruku.tiimukha
BrOveya	0	
BrUR	0	
BrURa	1	DICO/48.html#bhruu.na
BrURaGna	1	DICO/48.html#bhruu.naghna
BrURaBid	0	
BrURavaDa	0	
BrURahati	0	
BrURahatyA	1	DICO/48.html#bhruu.nahatyaa
BrURahan	1	DICO/48.html#bhruu.nahan
BrURahanana	0	
BrURahantf	0	
BrORaGna	0	
BrORahatya	0	
Brej	0	
Brez	0	
Breza	0	
BrezaRa	0	
Blakz	0	
BlAS	0	
BlAs	0	
Blez	0	
Bva	0	
ma	0	
makAra	1	DICO/48.html#makaara
makArapaYcaka	1	DICO/48.html#makaarapa~ncaka
makArAdisahasranAman	0	
makAravipulA	0	
makat	0	
makatpitfka	0	
mAtva	0	
maMh	1	DICO/48.html#ma.mh
maMhana	0	
maMhanezWA	0	
maMhanIya	0	
maMhama	0	
maMhayadrayi	0	
maMhayu	0	
maMhizWa	0	
maMhizWarAti	0	
maMhIyas	0	
mak	0	
maka	0	
makadatta	0	
makaka	0	
makandikA	0	
makamakAya	0	
makara	1	DICO/48.html#makara
makarakawI	0	
makarakuRqala	1	DICO/48.html#makaraku.n.dala
makaraketana	1	DICO/48.html#makaraketana
makaraketu	1	DICO/48.html#makaraketu
makaraketumat	1	DICO/48.html#makaraketumat
makaradaMzwrA	1	DICO/48.html#makarada.m.s.traa
makaraDvaja	1	DICO/48.html#makaradhvaja
makarapAwaka	0	
makaramAsa	0	
makaramuKa	0	
makararASi	0	
makaralAYCana	0	
makaravAhana	0	
makaravAhinI	0	
makaraviBUzaRaketana	0	
makarasaMkramaRa	0	
makarasaMkrAnti	1	
makarasaMkrAntitiladAna	0	
makarasaMkrAntidAnaprayoga	0	
makarasaptamI	0	
makarAkara	0	
makarAkAra	0	
makarAkza	0	
makarANka	0	
makarAnana	0	
makarAlaya	0	
makarAvAsa	0	
makarASva	0	
makarAyaRa	0	
makarikA	0	
makarin	0	
makarI	0	
makarIpattra	0	
makarIprasTa	0	
makarIleKA	0	
makaranda	1	DICO/48.html#makaranda
makarandakaRAya	0	
makarandakArikA	0	
makarandadIpikA	0	
makarandapaYcANgaviDi	0	
makarandapAla	0	
makarandaprakASa	0	
makarandavat	1	DICO/48.html#makarandavat
makarandavAsa	0	
makarandavivaraRa	0	
makarandavivfti	0	
makarandaSarman	0	
makarandodyAna	0	
makarandikA	1	DICO/48.html#makarandikaa
makazwu	0	
makuARa	0	
makuwa	0	
makuwabanDana	0	
makuwAgama	0	
makuti	0	
makura	1	DICO/48.html#makura
makurARa	0	
makula	1	DICO/48.html#makula
makuzwa	0	
makuzwaka	0	
makuzWa	0	
makUlaka	0	
makeruka	0	
makk	0	
makkalla	0	
makkula	0	
makkola	0	
makvaRa	0	
makz	0	
makzA	0	
makzikA	1	DICO/48.html#mak.sikaa
makzikAmala	0	
makzikASraya	0	
makzIkA	0	
makza	0	
makzavIrya	0	
makzu	0	
makzuMgama	0	
makzU	1	DICO/48.html#mak.suu
makzUjavas	0	
makzUtama	0	
makzUyu	0	
makzuRa	0	
maK	0	
maKa	1	DICO/48.html#makha
maKakriyA	0	
maKatrayaviDAna	0	
maKatrAtf	0	
maKadviz	0	
maKadvezin	0	
maKamaTana	0	
maKamaya	0	
maKamuKa	0	
maKavat	0	
maKavahni	0	
maKavedI	0	
maKasvAmin	0	
maKahan	0	
maKAMSaBAj	0	
maKAgni	0	
maKAnala	0	
maKAnna	0	
maKApeta	0	
maKAlaya	0	
maKAsuhfd	0	
maKeSa	0	
maKas	0	
maKasya	0	
maKasyu	0	
maKya	0	
maKavizaya	0	
maga	0	
magavyakti	0	
magadin	0	
magaDa	1	DICO/48.html#magadha
magaDadeSa	0	
magaDapariBAzA	0	
magaDapurI	0	
magaDapratizWa	0	
magaDalipi	0	
magaDavaMSaja	0	
magaDAjira	0	
magaDeSvara	0	
magaDodBava	0	
magaDaka	0	
magaDIya	0	
magaDya	0	
maganda	0	
magala	0	
magava	0	
magasa	0	
magu	0	
magundI	0	
magna	0	
maGa	1	DICO/48.html#magha
maGaganDa	0	
maGatti	0	
maGadeya	0	
maGarava	0	
maGavat	1	DICO/48.html#maghavat
maGavan	0	
maGavattva	0	
maGavannagara	0	
maGavanmuktakuliSa	0	
maGasvAmin	0	
maGava	0	
maGA	0	
maGAtrayodaSI	0	
maGAtrayodaSISrAdDa	0	
maGABava	0	
maGABU	0	
maGIprasTa	0	
maGazwu	0	
maGnIprasTa	0	
maNk	0	
maNku	0	
maNkaRaka	1	DICO/48.html#mafka.naka
maNki	0	
maNkigIta	0	
maNkila	0	
maNkura	0	
maNkuSa	0	
maNktavya	0	
maNkzaRa	0	
maNkzu	1	DICO/48.html#mafk.su
maNK	0	
maNKa	1	DICO/48.html#mafkha
maNKakoSa	1	DICO/48.html#mafkhakoza
maNKaka	0	
maNKanA	0	
maNKAya	0	
maNKuRa	0	
maNg	0	
maNga	0	
maNginI	0	
maNgala	1	DICO/48.html#mafgala
maNgalakaraRa	0	
maNgalakarman	0	
maNgalakalaSa	1	DICO/48.html#mafgalakalaza
maNgalakalaSamaya	0	
maNgalakAraka	0	
maNgalakArin	0	
maNgalakArya	0	
maNgalakAla	0	
maNgalakuWAramiSra	0	
maNgalakzOma	0	
maNgalagATikA	0	
maNgalagiri	0	
maNgalagirimAhAtmya	0	
maNgalagIta	0	
maNgalagfha	0	
maNgalagraha	0	
maNgalaGawa	0	
maNgalacaRqikA	0	
maNgalacaRqI	0	
maNgalacCAya	0	
maNgalatUrya	0	
maNgaladaSaka	0	
maNgaladevatA	0	
maNgaladvAra	0	
maNgalaDvani	0	
maNgalanirRaya	0	
maNgalapattra	0	
maNgalapAWaka	0	
maNgalapARi	0	
maNgalapAtra	0	
maNgalapura	1	DICO/48.html#mafgalapura
maNgalapuzpamaya	0	
maNgalapUjAprayoga	0	
maNgalapUjAviDi	0	
maNgalapUjita	0	
maNgalapratisara	0	
maNgalaprada	0	
maNgalaprasTa	0	
maNgalaBerI	0	
maNgalamaya	0	
maNgalamayUKamAlikA	0	
maNgalamAtraBUzaRa	0	
maNgalamAlikA	0	
maNgalarAja	0	
maNgalavacas	1	DICO/48.html#mafgalavacas
maNgalavat	1	DICO/48.html#mafgalavat
maNgalavatsa	0	
maNgalavAda	1	DICO/48.html#mafgalavaada
maNgalavAdawIkA	0	
maNgalavAdArTa	0	
maNgalavAdin	0	
maNgalavAra	1	DICO/48.html#mafgalavaara
maNgalavAsara	0	
maNgalaviDi	0	
maNgalavfzaBa	0	
maNgalaSaMsana	0	
maNgalaSabda	0	
maNgalaSAnti	0	
maNgalasaMstava	0	
maNgalasamAlamBana	0	
maNgalasAman	0	
maNgalasUcaka	0	
maNgalasUtra	1	DICO/48.html#mafgalasuutra
maNgalastava	0	
maNgalastotra	0	
maNgalasnAna	0	
maNgalasvara	0	
maNgalAkzata	0	
maNgalAguru	0	
maNgalAcaraRa	1	DICO/48.html#mafgalaacara.na
maNgalAcAra	0	
maNgalAcArayukta	0	
maNgalAtodya	0	
maNgalAdeSavftta	0	
maNgalAyana	0	
maNgalAramBa	0	
maNgalArcanapadDati	0	
maNgalArjuna	0	
maNgalArTam	0	
maNgalArha	0	
maNgalAlaMkfta	0	
maNgalAlaBanIya	0	
maNgalAlamBana	0	
maNgalAlamBanIya	0	
maNgalAlaya	0	
maNgalAlApana	0	
maNgalAvawa	0	
maNgalAvaha	0	
maNgalAvAsa	0	
maNgalAzwaka	0	
maNgalAhnika	0	
maNgalecCA	0	
maNgalecCu	0	
maNgaleSvaratIrTa	0	
maNgalopepsA	0	
maNgalA	0	
maNgalAgOrIpUjA	0	
maNgalAgOrIvratakaTA	0	
maNgalAgOrIvratodyApana	0	
maNgalAgOryazwaka	0	
maNgalAvrata	0	
maNgalASAstra	0	
maNgalika	1	DICO/48.html#mafgalika
maNgalIya	1	DICO/48.html#mafgaliiya
maNgalya	1	DICO/48.html#mafgalya
maNgalyakusumA	0	
maNgalyadaRqa	0	
maNgalyanAman	0	
maNgalyanAmaDeyA	0	
maNgalyavastu	0	
maNgalyArhA	0	
maNgalyaka	0	
maNgIra	0	
maNgu	0	
maNgura	0	
maNgula	0	
maNguza	0	
maNG	0	
mac	0	
macakacAtanI	0	
macakruka	0	
macarcikA	0	
maccitta	0	
macCa	0	
macCAkzANka	0	
maj	0	
majamudAra	1	DICO/48.html#majamudaara
majiraka	0	
majj	1	DICO/48.html#majj
maNktf	0	
majja	0	
majjakft	0	
majjatas	0	
majjarasa	0	
majjasamudBava	0	
majjaka	0	
majjan	1	DICO/48.html#majjan
majjanvat	0	
majjana	1	DICO/48.html#majjana
majjanagata	0	
majjanamaRqapa	0	
majjanonmajjana	0	
majjayitf	0	
majjala	0	
majjas	1	DICO/48.html#majjas
majjA	0	
majjAkara	0	
majjAja	0	
majjAwIkA	0	
majjAmeha	0	
majjArajas	0	
majjArasa	0	
majjAsAra	0	
majjAna	0	
majjikA	0	
majjUka	0	
majjara	0	
majjUzA	0	
majmana	0	
majra	0	
maYc	0	
maYca	1	DICO/48.html#ma~nca
maYcanftya	0	
maYcapITa	0	
maYcamaRqapa	0	
maYcayApya	0	
maYcayUpa	0	
maYcavAwa	0	
maYcasTa	0	
maYcAgAra	0	
maYcArohaRa	0	
maYcaka	1	DICO/48.html#ma~ncaka
maYcakagata	0	
maYcakASraya	0	
maYcakASrayin	0	
maYcakAsura	0	
maYcakAsuradunduBivaDa	0	
maYcana	0	
maYcayayya	0	
maYcipattra	0	
maYcukA	1	DICO/48.html#ma~ncukaa
maYj	0	
maYjana	0	
maYjara	1	DICO/48.html#ma~njara
maYjaraya	0	
maYjari	0	
maYjariDArin	0	
maYjarikA	0	
maYjarita	0	
maYjarI	1	DICO/48.html#ma~njarii
maYjarIcAmara	0	
maYjarIjAla	0	
maYjarIjAlaDArin	0	
maYjarIdIpikA	0	
maYjarInamra	0	
maYjarIpiYjarita	0	
maYjarIprakASa	0	
maYjarIsAra	0	
maYjarIka	0	
maYjarIkf	0	
maYjA	0	
maYji	0	
maYjiPalA	0	
maYjikA	0	
maYjiman	0	
maYjizWa	1	DICO/48.html#ma~nji.s.tha
maYjizWA	0	
maYjizWABa	0	
maYjizWAmeha	0	
maYjizWAmehin	0	
maYjizWArAga	0	
maYjI	0	
maYjIra	1	DICO/48.html#ma~njiira
maYjIrakvaRita	0	
maYjIraDvanikomala	0	
maYjIraka	0	
maYjIla	0	
maYju	1	DICO/48.html#ma~nju
maYjukula	0	
maYjukeSin	0	
maYjugamana	0	
maYjugarta	0	
maYjugir	0	
maYjugIti	0	
maYjuguYja	0	
maYjuguYjatsamIra	0	
maYjuGoza	1	DICO/48.html#ma~njugho.sa
maYjutara	0	
maYjudeva	0	
maYjunandin	0	
maYjunATa	1	DICO/48.html#ma~njunaatha
maYjunASI	0	
maYjunetra	0	
maYjupawwana	0	
maYjupattana	0	
maYjupAWaka	0	
maYjuprARa	0	
maYjuBawwa	0	
maYjuBadra	0	
maYjuBAzin	0	
maYjumaYjIra	0	
maYjumaRi	0	
maYjumatI	0	
maYjuvaktra	0	
maYjuvacana	0	
maYjuvAc	0	
maYjuvAdin	1	DICO/48.html#ma~njuvaadin
maYjuSrI	1	DICO/48.html#ma~njuzrii
maYjuSrIparipfcCA	0	
maYjuSrIparvata	0	
maYjuSrIbudDakzetraguRavyUha	0	
maYjuSrImUlatantra	0	
maYjuSrIvikrIqita	0	
maYjuSrIvihAra	0	
maYjusOraBa	0	
maYjusvana	0	
maYjusvara	0	
maYjula	1	DICO/48.html#ma~njula
maYjulikA	1	DICO/48.html#ma~njulikaa
maYjUlA	0	
maYjUzA	1	DICO/48.html#ma~njuu.saa
maYjUzAkuYcikA	0	
maYjUzaka	0	
mawa	0	
mawaka	0	
mawacI	0	
mawacIhata	0	
mawatI	0	
mawamawAya	0	
mawutacaRqI	0	
mawusPawi	0	
mawUzikA	0	
mawwa	0	
mawwanftya	0	
mawwaka	0	
mawmawa	0	
maW	0	
maWa	1	DICO/48.html#ma.tha
maWakesavaDAriRI	0	
maWacintA	0	
maWapratizWAtattva	0	
maWasTiti	0	
maWADipati	1	DICO/48.html#ma.thaadhipati
maTADyakza	0	
maWAyatana	0	
maWaya	0	
maTara	0	
maTikA	0	
maWoSiloWikA	0	
maqaka	0	
maqamaq	0	
maqarakanTa	0	
maqararAjya	0	
maqAra	0	
maqUzikA	0	
maqqacandra	0	
maqqu	0	
maqqukErika	0	
maqquka	0	
maR	0	
maRita	1	DICO/48.html#ma.nita
maRa	0	
maRaU	0	
maRi	1	DICO/48.html#ma.ni
maRikaRWa	1	DICO/48.html#ma.nika.n.tha
maRikaRWaka	0	
maRikarRa	1	DICO/48.html#ma.nikar.na
maRikarRISvara	0	
maRikarReSvara	0	
maRikarRikA	1	DICO/48.html#ma.nikar.nikaa
maRikarRikAmahiman	0	
maRikarRikAmAhAtmya	0	
maRikarRikAzwaka	0	
maRikarRikAstotra	0	
maRikAca	0	
maRikAYcana	0	
maRikAYcanaprameyasaMgraha	0	
maRikAnana	0	
maRikAra	0	
maRikuwwikA	0	
maRikusuma	0	
maRikUwa	0	
maRikft	0	
maRiketu	0	
maRiKaRqadvayatraya	0	
maRigaRa	0	
maRigarBa	0	
maRiguRanikara	0	
maRigranTa	0	
maRigrAma	0	
maRigrIva	1	DICO/48.html#ma.nigriiva
maRiGaRwAkftanyAyaratnaprakaraRa	0	
maRicIra	0	
maRicUqa	1	DICO/48.html#ma.nicuu.da
maRicCidrA	0	
maRijalA	0	
maRitAraka	0	
maRituRqaka	0	
maRitulAkowi	0	
maRitsaru	0	
maRidaRqa	0	
maRidatta	0	
maRidara	0	
maRidarpaRa	0	
maRidIkzitIya	0	
maRidIDiti	0	
maRidIDitigUQArTaprakASikA	0	
maRidIpa	0	
maRidIpaka	0	
maRidoza	0	
maRidvIpa	0	
maRiDanu	0	
maRiDanus	1	DICO/48.html#ma.nidhanus
maRiDara	0	
maRiDAna	0	
maRiDAriRI	0	
maRiDAva	0	
maRinanda	0	
maRinAga	0	
maRiniryAtana	0	
maRipaticaritra	0	
maRipadma	1	DICO/48.html#ma.nipadma
maRiparIkzA	0	
maRiparvata	0	
maRipAlI	0	
maRipucCa	0	
maRipura	0	
maRipurapureSvara	0	
maRipuzpaka	0	
maRipuzpeSvara	0	
maRipUra	1	DICO/48.html#ma.nipuura
maRipUrapura	0	
maRipUrapati	0	
maRipUraviBedana	0	
maRipUreSvara	0	
maRipUraka	0	
maRiprakASa	0	
maRiprakASakadIpti	0	
maRiprakASikA	0	
maRipratyakza	0	
maRipradAna	0	
maRipradIpa	0	
maRipraBA	1	DICO/48.html#ma.niprabhaa
maRipravAla	1	DICO/48.html#ma.nipravaala
maRipraveka	0	
maRiprasTa	0	
maRibanDa	1	DICO/48.html#ma.nibandha
maRibanDana	0	
maRibIja	0	
maRiBadra	1	DICO/48.html#ma.nibhadra
maRiBadraka	0	
maRiBava	0	
maRiBArava	0	
maRiBitti	0	
maRiBU	0	
maRiBUmi	1	DICO/48.html#ma.nibhuumi
maRiBUmikAkarman	0	
maRimaYjarI	0	
maRimaYjarICedinI	0	
maRimaRqapa	0	
maRimaRqapamAhAtmya	0	
maRimaRqita	0	
maRimat	1	DICO/48.html#ma.nimat
maRimaDya	0	
maRimanTa	0	
maRimaya	1	DICO/48.html#ma.nimaya
maRimayIpurI	0	
maRimayaBU	0	
maRimaheSa	0	
maRimAlA	1	DICO/48.html#ma.nimaalaa
maRimAhAtmya	0	
maRimiSra	0	
maRimuktA	0	
maRimeKala	0	
maRimeGa	0	
maRiyazwi	0	
maRirata	0	
maRiratna	0	
maRiratnamaya	0	
maRiratnamAlA	0	
maRiratnavat	0	
maRiratnasuvarRin	0	
maRiratnAkara	0	
maRiradana	0	
maRirAga	1	DICO/48.html#ma.niraaga
maRirAja	0	
maRirAma	0	
maRirAmakfzRadIkzitIya	0	
maRirUpya	0	
maRirocanI	0	
maRiliNgeSvara	0	
maRivara	0	
maRivarman	0	
maRivAla	0	
maRivAhana	0	
maRiviSeza	0	
maRiSaNKaSarkara	0	
maRiSabda	0	
maRiSara	0	
maRiSilA	0	
maRiSfNga	0	
maRiSeKara	0	
maRiSEla	0	
maRiSyAma	0	
maRisara	0	
maRisAnu	0	
maRisAra	0	
maRisAraKaRqana	0	
maRisAradarpaRa	0	
maRisAraprAmARyavAda	0	
maRisUtra	0	
maRisopAna	0	
maRisOpAna	0	
maRiskanDa	0	
maRistamBa	1	DICO/48.html#ma.nistambha
maRisraj	0	
maRiharmya	0	
maRIndra	0	
maRISvaratIrTa	0	
maRyAloka	0	
maRyAlokakaRwakodDAra	0	
maRika	1	DICO/48.html#ma.nika
maRila	0	
maRiva	1	DICO/48.html#ma.niva
maRIca	0	
maRIcaka	0	
maRIya	0	
maRIvaka	0	
maRIvatI	0	
maRitTa	0	
maRitTavarzaPala	0	
maRw	0	
maRwapa	0	
maRwi	0	
maRW	0	
maRWa	0	
maRWaka	0	
maRq	1	DICO/48.html#ma.n.d
maRqa	1	DICO/48.html#ma.n.da
maRqakarRa	0	
maRqakuRqa	0	
maRqacitra	0	
maRqajAta	0	
maRqapa	1	DICO/48.html#ma.n.dapa
maRqapakzetra	0	
maRqapadruma	0	
maRqapanirRaya	0	
maRqapapUjAviDi	0	
maRqapapratizWA	0	
maRqapAroha	0	
maRqapikA	0	
maRqapIWikA	0	
maRqapUla	0	
maRqamaya	0	
maRqavAwa	0	
maRqahAraka	0	
maRqodaka	0	
maRqaka	1	DICO/48.html#ma.n.daka
maRqana	1	DICO/48.html#ma.n.dana
maRqanakArikA	0	
maRqanakAla	0	
maRqanadeva	0	
maRqanapriya	0	
maRqanArha	0	
maRqanaka	0	
maRqayanta	0	
maRqayitnu	0	
maRqika	0	
maRqita	1	DICO/48.html#ma.n.dita
maRqitaputra	0	
maRqitf	0	
maRqIlaka	0	
maRqara	0	
maRqala	1	DICO/48.html#ma.n.dala
maRqalakavi	0	
maRqalakArmuka	0	
maRqalacihna	0	
maRqalatva	0	
maRqalanABi	0	
maRqalanABitA	0	
maRqalanftya	0	
maRqalanyAsa	0	
maRqalapattrikA	0	
maRqalapucCaka	0	
maRqalabanDa	0	
maRqalabrAhmaRa	1	DICO/48.html#ma.n.dalabraahma.na
maRqalabrAhmaRopanizad	0	
maRqalaBAga	0	
maRqalamAqa	0	
maRqalavawa	0	
maRqalavartin	0	
maRqalavarza	0	
maRqalavAwa	0	
maRqalaSas	0	
maRqalAgAra	0	
maRqalAgra	0	
maRqalADipa	0	
maRqalADISa	0	
maRqalABizekapUjA	0	
maRqalArcana	0	
maRqalAsana	0	
maRqalISa	0	
maRqaleSa	0	
maRqaleSvara	0	
maRqalezwakA	0	
maRqalottama	0	
maRqalaka	0	
maRqalakarAjan	0	
maRqalaya	0	
maRqalAya	0	
maRqalika	0	
maRqalita	1	DICO/48.html#ma.n.dalita
maRqalitahastakARqa	0	
maRqalin	1	DICO/48.html#ma.n.dalin
maRqalipattrikA	0	
maRqalI	0	
maRqalIkaraRa	1	DICO/48.html#ma.n.daliikara.na
maRqalIkAram	1	DICO/48.html#ma.n.daliikaaram
maRqalIkfta	1	DICO/48.html#ma.n.daliik.rta
maRqalInftya	0	
maRqalIBAva	1	DICO/48.html#ma.n.daliibhaava
maRqalIBUta	1	DICO/48.html#ma.n.daliibhuuta
maRqu	1	DICO/48.html#ma.n.du
maRquka	0	
maRqukeya	0	
maRqUka	1	DICO/48.html#ma.n.duuka
maRqUkakula	0	
maRqUkagati	0	
maRqUkagatilAlasa	0	
maRqUkaparRa	1	DICO/48.html#ma.n.duukapar.na
maRqUkaparRikA	0	
maRqUkapluta	0	
maRqUkaplutasADana	0	
maRqUkapluti	1	DICO/48.html#ma.n.duukapluti
maRqUkabrahmIkalpa	0	
maRqUkamAtf	0	
maRqUkayoga	1	DICO/48.html#ma.n.duukayoga
maRqUkayoganiyata	0	
maRqUkayogaSayana	0	
maRqUkaSAyin	0	
maRqUkaSikzA	1	DICO/48.html#ma.n.duukazik.saa
maRqUkasarasa	0	
maRqUkAnuvftti	0	
maRqUkikA	0	
maRqUra	0	
maRqUraDARikI	0	
mat	0	
mata	0	
matallikA	0	
matallI	0	
matasna	0	
mati	0	
matinAra	0	
matila	0	
matIkf	0	
matuTa	0	
matula	0	
matka	0	
matkuRa	1	DICO/48.html#matku.na
matkuRaganDa	0	
matkuRatva	0	
matkuRAri	0	
matkuRikA	0	
matkowaka	0	
matta	0	
matya	1	DICO/48.html#matya#1
matsa	0	
matsagaRwa	0	
matsagaRWa	0	
matsodarI	0	
matsara	1	DICO/48.html#matsara
matsaramanas	1	DICO/48.html#matsaramanas
matsaravat	0	
matsarin	1	DICO/48.html#matsarin
matsarIkftA	0	
matsin	0	
matsya	1	DICO/48.html#matsya
matsyakaraRqikA	0	
matsyakUrmAdyavatArin	0	
matsyaganDa	1	DICO/48.html#matsyagandha
matsyagu	0	
matsyaGaRwa	0	
matsyaGAta	0	
matsyaGAtin	0	
matsyajAla	0	
matsyajIvat	0	
matsyajIvin	0	
matsyatantra	0	
matsyadeSa	0	
matsyadvAdaSikA	0	
matsyadvAdaSI	0	
matsyadvIpa	0	
matsyaDAnI	0	
matsyaDvaja	0	
matsyanATa	0	
matsyanArI	0	
matsyanASaka	0	
matsyanASana	0	
matsyapittA	0	
matsyapurARa	1	DICO/48.html#matsyapuraa.na
matsyaprAdurBAva	0	
matsyabanDa	0	
matsyabanDana	0	
matsyabanDin	0	
matsyamAMsa	0	
matsyamADava	0	
matsyaraNka	0	
matsyaraNga	0	
matsyaraNgaka	0	
matsyarAja	0	
matsyavid	0	
matsyavinnA	0	
matsyaveDana	0	
matsyavratin	0	
matsyaSakalA	0	
matsyasaganDin	0	
matsyasaMGAta	0	
matsyasaMtAnika	0	
matsyasUkta	1	DICO/48.html#matsyasuukta
matsyahan	0	
matsyAkzaka	0	
matsyAkzI	0	
matsyANgI	0	
matsyARqa	0	
matsyAd	1	DICO/48.html#matsyaad
matsyAda	0	
matsyAdanI	0	
matsyAvatAra	0	
matsyAvatArakaTana	0	
matsyAvatAraprabanDa	0	
matsyASana	0	
matsyASin	0	
matsyAsura	0	
matsyAsuraSElavaDa	0	
matsyendra	1	DICO/48.html#matsyendra
matsyendramuhUrta	0	
matsyeSvaratIrTa	0	
matsyotTA	0	
matsyodarin	0	
matsyodarI	0	
matsyodarIya	0	
matsyopajIvin	0	
matsyaka	0	
matsyaRqikA	0	
matsyaRqI	0	
maT	1	DICO/48.html#math
manT	0	
maTa	1	DICO/48.html#matha
maTaka	0	
maTan	0	
maTana	1	DICO/48.html#mathana
maTanAcala	0	
maTAya	0	
maTi	0	
maTita	0	
maTitapAdapa	0	
maTitorasa	0	
