bhs_key2	mw_tier	pwg_tier	dcs_lemma_id	dcs_bhs_tokens	dcs_bhs_loci	dcs_tier	dcs_lemma_hits
BrENgarika	unlinked	exact		0		unlinked	0
BrURa-Deya	unlinked	unlinked		0		unlinked	0
BrUmuKa	unlinked	unlinked		0		unlinked	0
BraMSanin	unlinked	unlinked		0		unlinked	0
BramAtra	exact	exact		0		unlinked	0
Brama	form_key	exact	26291	1	Āryāsaptaśatī	exact	1
Bramantra	unlinked	unlinked		0		unlinked	0
BramarikA	exact	unlinked		0		unlinked	0
Brami	exact	exact		0		unlinked	0
Bramu	unlinked	unlinked		0		unlinked	0
BrazwAlA	unlinked	unlinked		0		unlinked	0
BrumuKa	unlinked	unlinked		0		unlinked	0
BuDuka	unlinked	unlinked		0		unlinked	0
BuQuka	unlinked	unlinked		0		unlinked	0
Buja	exact	exact	50449	32	Avadānaśataka;Buddhacarita;Divyāvadāna;Lalitavistara;Saundarānanda;Āryāsaptaśatī	exact	1
Bujizya	form_key	form_key		0		unlinked	0
Bujizya-tA	unlinked	unlinked		0		unlinked	0
BuktAvin	unlinked	unlinked		0		unlinked	0
BukzA	unlinked	unlinked		0		unlinked	0
Bukza	unlinked	unlinked		0		unlinked	0
Bukzita	unlinked	unlinked		0		unlinked	0
BumI	unlinked	unlinked		0		unlinked	0
Buta	unlinked	unlinked		0		unlinked	0
Buyo	unlinked	unlinked		0		unlinked	0
CAdayati	unlinked	unlinked		0		unlinked	0
CAgalaka	exact	exact		0		unlinked	0
CAta	exact	exact	52873	1	Saundarānanda	exact	1
CAttraka	exact	exact		0		unlinked	0
CAya	exact	exact		0		unlinked	0
CAyika	unlinked	unlinked		0		unlinked	0
CaRqikA	unlinked	unlinked		0		unlinked	0
CadDva-M	unlinked	unlinked		0		unlinked	0
CagalapAda	unlinked	unlinked		0		unlinked	0
Caka	unlinked	unlinked		0		unlinked	0
Calla	unlinked	unlinked		0		unlinked	0
CamBin	unlinked	unlinked		0		unlinked	0
CamBita	unlinked	unlinked		0		unlinked	0
CamBitatva	unlinked	unlinked		0		unlinked	0
Cambati	unlinked	unlinked		0		unlinked	0
Cambin	unlinked	unlinked		0		unlinked	0
Cambita-tva	unlinked	unlinked		0		unlinked	0
CandArhin	unlinked	unlinked		0		unlinked	0
Canda	exact	exact	52524	32	Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra;Saundarānanda	exact	1
Canda-yAcaka	unlinked	unlinked		0		unlinked	0
Candaka	exact	exact	52538	9	Buddhacarita;Lalitavistara	exact	1
Candaka-nivartana	unlinked	unlinked	210040	1	Buddhacarita	marker_strip	1
CandasvinI	unlinked	unlinked		0		unlinked	0
Candika	unlinked	unlinked	220458	7	Aṣṭasāhasrikā	exact	1
Canna-daSa	unlinked	unlinked		0		unlinked	0
Caqqeti	unlinked	unlinked		0		unlinked	0
CattrAkAra	unlinked	unlinked		0		unlinked	0
Cattraka	exact	exact	52462	1	Lalitavistara	exact	1
CattramuKA	unlinked	unlinked		0		unlinked	0
Cava	unlinked	unlinked		0		unlinked	0
Cavi	exact	exact	52631	7	Bodhicaryāvatāra;Lalitavistara;Saddharmapuṇḍarīkasūtra;Saṅghabhedavastu;Āryāsaptaśatī	exact	1
CawA-CawA	unlinked	unlinked		0		unlinked	0
Cawa-	unlinked	unlinked		0		unlinked	0
Cawa-CawA	unlinked	unlinked		0		unlinked	0
Cayika	unlinked	unlinked		0		unlinked	0
Ceda	exact	exact	52801	9	Bodhicaryāvatāra;Lalitavistara;Āryāsaptaśatī	exact	1
Cedaka	exact	exact		0		unlinked	0
Cedya	exact	exact	52818	2	Divyāvadāna;Lalitavistara	exact	1
Ceka	exact	exact		0		unlinked	0
CidrACidra	unlinked	unlinked		0		unlinked	0
CidrIkAra	unlinked	unlinked		0		unlinked	0
CidrIkaraRa	unlinked	unlinked		0		unlinked	0
CidrIkaroti	unlinked	unlinked		0		unlinked	0
Cinna	form_key	exact		0		unlinked	0
Cinna-Bakta	unlinked	unlinked		0		unlinked	0
Cinna-vArzika	unlinked	unlinked		0		unlinked	0
CitvAsuta	unlinked	unlinked		0		unlinked	0
Coqayati	unlinked	unlinked		0		unlinked	0
CoraRa	exact	exact		0		unlinked	0
Corayati	unlinked	unlinked		0		unlinked	0
CuwI	unlinked	unlinked		0		unlinked	0
Cuwwa	unlinked	unlinked		0		unlinked	0
DAnuzkArIka-	unlinked	unlinked		0		unlinked	0
DAnuzkArika	unlinked	unlinked		0		unlinked	0
DAnuzkArin	unlinked	unlinked		0		unlinked	0
DAnyadrAhyAyaRa	unlinked	unlinked		0		unlinked	0
DAnyakawaka	unlinked	unlinked		0		unlinked	0
DAnyaparigraha	unlinked	unlinked		0		unlinked	0
DAnyapura	unlinked	unlinked		0		unlinked	0
DAnyika	unlinked	unlinked		0		unlinked	0
DAraRI	exact	unlinked	42521	10	Lalitavistara;Saddharmapuṇḍarīkasūtra	exact	1
DAraRISvararAja	unlinked	unlinked		0		unlinked	0
DAraRIgarBa	unlinked	unlinked		0		unlinked	0
DAraRImati	unlinked	exact		0		unlinked	0
DAraRImuKasarvajagatpraRiDisaMDAraRagarBa	unlinked	exact		0		unlinked	0
DAraRa	exact	exact	42504	5	Lalitavistara;Saundarānanda	exact	1
DAraRita	unlinked	unlinked		0		unlinked	0
DAraka	exact	exact	165634	3	Saddharmapuṇḍarīkasūtra	exact	1
DArakuSalAntara	unlinked	unlinked		0		unlinked	0
DArayati	unlinked	unlinked		0		unlinked	0
DArmI-(kaTA)	unlinked	unlinked		0		unlinked	0
DArmaSravaRika	unlinked	unlinked	220381	17	Aṣṭasāhasrikā	exact	1
DArmakaTika	unlinked	unlinked		0		unlinked	0
DArmarAjikA	unlinked	unlinked		0		unlinked	0
DArmi-(kaTA)	unlinked	unlinked		0		unlinked	0
DArmikIkzita	unlinked	unlinked		0		unlinked	0
DArmya	exact	unlinked		0		unlinked	0
DAtf	exact	unlinked	42337	1	Saundarānanda	exact	1
DAtu	exact	exact	92416	225	Abhidharmakośa;Acintyastava;Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Saddharmapuṇḍarīkasūtra;Saundarānanda;Āryāsaptaśatī;Śikṣāsamuccaya	exact	1
DAtu-kAya	unlinked	marker_strip		0		unlinked	0
DAtu-rAzwra	unlinked	unlinked		0		unlinked	0
DAtu-tantra	unlinked	unlinked		0		unlinked	0
DAtu-vigraha	unlinked	unlinked		0		unlinked	0
DAtugarBa	unlinked	exact		0		unlinked	0
DAtukI	unlinked	exact		0		unlinked	0
DAtupriyA	unlinked	unlinked		0		unlinked	0
DAvana	exact	exact		0		unlinked	0
DAvita	exact	unlinked		0		unlinked	0
DItA-	marker_strip	unlinked		0		unlinked	0
DItar-	unlinked	unlinked		0		unlinked	0
DItara- (˚rA-)	unlinked	unlinked		0		unlinked	0
DItrA-	unlinked	unlinked		0		unlinked	0
DOmrAyaRa	exact	form_key		0		unlinked	0
DOra	exact	exact		0		unlinked	0
DOtodana	unlinked	unlinked		0		unlinked	0
DUma-gAra	unlinked	unlinked		0		unlinked	0
DUma-netra	unlinked	unlinked	221043	4	Divyāvadāna	marker_strip	1
DUmakAlika	unlinked	unlinked		0		unlinked	0
DUmrasagotra	unlinked	unlinked		0		unlinked	0
DUpA	unlinked	unlinked		0		unlinked	0
DUpanetra	unlinked	unlinked		0		unlinked	0
DUta-guRa	unlinked	unlinked		0		unlinked	0
DUtarajas	unlinked	unlinked		0		unlinked	0
DaRapAlaka	unlinked	unlinked		0		unlinked	0
Dam	exact	exact	157579	3	Aṣṭasāhasrikā;Saundarānanda	exact	1
Damana	exact	exact		0		unlinked	0
Damara	exact	exact		0		unlinked	0
DanApaha	unlinked	unlinked		0		unlinked	0
DanDAyati	unlinked	unlinked		0		unlinked	0
DanDIkriyate	unlinked	unlinked		0		unlinked	0
DanDa	exact	exact		0		unlinked	0
DanDaka	unlinked	unlinked	210359	1	Aṣṭasāhasrikā	exact	1
Dana	form_key	exact	91589	141	Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Āryāsaptaśatī	exact	1
DanaMjaya-sUtra	unlinked	unlinked		0		unlinked	0
DanaSrI	unlinked	unlinked		0		unlinked	0
Danagupta	unlinked	exact		0		unlinked	0
Danahara	unlinked	exact		0		unlinked	0
DanapAla	unlinked	form_key		0		unlinked	0
DanapAlaka	unlinked	unlinked		0		unlinked	0
Danapati	unlinked	exact		0		unlinked	0
Danapatigupta	unlinked	unlinked		0		unlinked	0
DanasaMmata	unlinked	unlinked	91671	20	Divyāvadāna	form_key	1
DaneSvara	exact	exact	91712	2	Laṅkāvatārasūtra	exact	1
Danika	exact	exact	91721	1	Saddharmapuṇḍarīkasūtra	exact	1
DanuDarA	unlinked	unlinked		0		unlinked	0
DanuH-	marker_strip	marker_strip+form_key	91750	2	Lalitavistara	marker_strip+form_key	1
DanunASa	unlinked	unlinked		0		unlinked	0
Danuz-kalApa	unlinked	unlinked	221912	3	Lalitavistara	marker_strip	1
Danuz-kalApaka	unlinked	unlinked		0		unlinked	0
DanuzkArika	unlinked	unlinked		0		unlinked	0
DanuzkArin	unlinked	unlinked		0		unlinked	0
DanuzketakI	unlinked	unlinked		0		unlinked	0
Danuzketu	unlinked	unlinked		0		unlinked	0
DanvAyati	unlinked	unlinked		0		unlinked	0
Danva	exact	exact	91823	1	Laṅkāvatārasūtra	exact	1
DanyAkara	unlinked	unlinked		0		unlinked	0
DanyaBAnu	unlinked	unlinked		0		unlinked	0
DaraRI	exact	unlinked	91910	23	Bodhicaryāvatāra;Lalitavistara;Saddharmapuṇḍarīkasūtra;Āryāsaptaśatī;Śikṣāsamuccaya	exact	1
DaraRIMDara	unlinked	unlinked	223132	1	Saddharmapuṇḍarīkasūtra	exact	1
DaraRISrIparvatateja	unlinked	unlinked		0		unlinked	0
DaraRISuBakAya	unlinked	unlinked		0		unlinked	0
DaraRISvararAja	unlinked	unlinked		0		unlinked	0
DaraRInirGozasvara	unlinked	unlinked		0		unlinked	0
DaraRInirnAdaGoza	unlinked	unlinked		0		unlinked	0
DaraRIprekzaRI-lipi	unlinked	unlinked		0		unlinked	0
DaraRIsurendrAyuDa	unlinked	unlinked		0		unlinked	0
DaraRItalaSrI	unlinked	exact		0		unlinked	0
DaraRItejas	unlinked	unlinked		0		unlinked	0
DaraRa	form_key	exact	91895	2	Laṅkāvatārasūtra	exact	1
DaraRi-teja-SirI	unlinked	unlinked		0		unlinked	0
DaraRiMDara	unlinked	unlinked		0		unlinked	0
DaraRitejas	unlinked	unlinked		0		unlinked	0
Darananda	unlinked	unlinked		0		unlinked	0
DarmA-(kaTA)	unlinked	unlinked		0		unlinked	0
DarmABimuKA	exact	unlinked		0		unlinked	0
DarmASoka	exact	exact		0		unlinked	0
DarmAdityajYAnamaRqalapradIpa	unlinked	unlinked		0		unlinked	0
DarmAkara	exact	exact		0		unlinked	0
DarmAkaramati	unlinked	unlinked		0		unlinked	0
DarmAloka	exact	unlinked		0		unlinked	0
DarmAloka-muKa	unlinked	marker_strip		0		unlinked	0
DarmAnuDarma-	unlinked	unlinked		0		unlinked	0
DarmAnvaya	exact	unlinked		0		unlinked	0
DarmArTamatitejorAja	unlinked	unlinked		0		unlinked	0
DarmArci(s)	unlinked	unlinked		0		unlinked	0
DarmArciHparvataketurAja	unlinked	unlinked		0		unlinked	0
DarmArciHsaMtejorAja	unlinked	unlinked		0		unlinked	0
DarmArcimeGanagaraH	unlinked	unlinked		0		unlinked	0
DarmArcimeru	unlinked	unlinked		0		unlinked	0
DarmArcinagarameGa	unlinked	unlinked		0		unlinked	0
DarmAsana	exact	exact		0		unlinked	0
DarmAsanaka	unlinked	unlinked		0		unlinked	0
DarmAvaBAsasvara	unlinked	unlinked		0		unlinked	0
DarmAyatana	exact	exact		0		unlinked	0
DarmI-	unlinked	unlinked		0		unlinked	0
Darma	exact	exact	91970	1769	Abhidharmakośa;Acintyastava;Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Nyāyabindu;Prasannapadā;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Viṃśatikākārikā;Viṃśatikāvṛtti;Āryāsaptaśatī;Śikṣāsamuccaya	exact	1
Darma-BARaka	unlinked	marker_strip	92142	12	Aṣṭasāhasrikā;Saddharmapuṇḍarīkasūtra	marker_strip	1
Darma-DAraRI	unlinked	unlinked		0		unlinked	0
Darma-DAtu	unlinked	marker_strip	92073	15	Abhidharmakośa;Aṣṭasāhasrikā;Saddharmapuṇḍarīkasūtra	marker_strip	1
Darma-Dara	unlinked	marker_strip	92072	1	Saddharmapuṇḍarīkasūtra	marker_strip	1
Darma-SravaRa	unlinked	unlinked		0		unlinked	0
Darma-cakzus	unlinked	unlinked		0		unlinked	0
Darma-caryA	unlinked	marker_strip		0		unlinked	0
Darma-deSaka	unlinked	unlinked		0		unlinked	0
Darma-deSanA	unlinked	unlinked		0		unlinked	0
Darma-kAya	unlinked	marker_strip	91980	8	Aṣṭasāhasrikā;Bodhicaryāvatāra;Divyāvadāna;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Śikṣāsamuccaya	marker_strip	1
Darma-kaTika	unlinked	unlinked		0		unlinked	0
Darma-muKa	unlinked	unlinked		0		unlinked	0
Darma-mudrA	unlinked	unlinked		0		unlinked	0
Darma-paryAya	unlinked	unlinked	92107	137	Avadānaśataka;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra	marker_strip	1
Darma-vezwi	unlinked	unlinked		0		unlinked	0
Darma-yoga	unlinked	unlinked		0		unlinked	0
DarmaBAskaraSrImeGa	unlinked	unlinked		0		unlinked	0
DarmaDAtugaganaSrIvErocana	unlinked	unlinked		0		unlinked	0
DarmaDAtugaganapUrRaratnaSiKaraSrIpradIpa	unlinked	unlinked		0		unlinked	0
DarmaDAtujYAnapradIpa	unlinked	unlinked		0		unlinked	0
DarmaDAtukusuma	unlinked	unlinked		0		unlinked	0
DarmaDAtunagarABajYAnapradIparAja	unlinked	unlinked		0		unlinked	0
DarmaDAtunayAvaBAsabudDi	unlinked	unlinked		0		unlinked	0
DarmaDAtunayajYAnagati	unlinked	unlinked		0		unlinked	0
DarmaDAtuniyata	unlinked	unlinked		0		unlinked	0
DarmaDAtupad(u)ma	unlinked	unlinked		0		unlinked	0
DarmaDAtuparirakziRI	unlinked	unlinked		0		unlinked	0
DarmaDAtupraRiDisunirmitacandrarAja	unlinked	unlinked		0		unlinked	0
DarmaDAtupraRiDitalanirBeda	unlinked	unlinked		0		unlinked	0
DarmaDAtupratiBAsa	unlinked	unlinked		0		unlinked	0
DarmaDAtupratiBAsaSiri	unlinked	unlinked		0		unlinked	0
DarmaDAtupratiBAsamaRimakuwa	unlinked	unlinked		0		unlinked	0
DarmaDAtupratiBAsapraBa	unlinked	unlinked		0		unlinked	0
DarmaDAtusiMhapraBa	unlinked	unlinked		0		unlinked	0
DarmaDAtusunirmitapraRiDicandra	unlinked	unlinked		0		unlinked	0
DarmaDAtusvaraGoza	unlinked	unlinked		0		unlinked	0
DarmaDAtusvaraketu	unlinked	unlinked		0		unlinked	0
DarmaDAtutalaBedajYAnABijYArAja	unlinked	unlinked		0		unlinked	0
DarmaDAtuvAgISvara	unlinked	exact		0		unlinked	0
DarmaDAtuviBaktipraveSa	unlinked	unlinked		0		unlinked	0
DarmaDAtuvidyotitaraSmi	unlinked	unlinked		0		unlinked	0
DarmaDAtuvizayamaticandra	unlinked	unlinked		0		unlinked	0
DarmaDAtvarcivErocanasaMBavamati	unlinked	unlinked		0		unlinked	0
DarmaDanaSiKarABaskanDa	unlinked	unlinked		0		unlinked	0
DarmaDvaja	unlinked	exact		0		unlinked	0
DarmaH-	marker_strip+form_key	marker_strip+form_key	91970	1769	Abhidharmakośa;Acintyastava;Avadānaśataka;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Nyāyabindu;Prasannapadā;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Viṃśatikākārikā;Viṃśatikāvṛtti;Āryāsaptaśatī;Śikṣāsamuccaya	marker_strip+form_key	1
DarmaHsamudra	unlinked	unlinked		0		unlinked	0
DarmaMdadA	unlinked	unlinked		0		unlinked	0
DarmaSUra	unlinked	unlinked		0		unlinked	0
DarmaSarIra(-sUtra)	unlinked	unlinked		0		unlinked	0
DarmaSiKaraDvajameGa	unlinked	unlinked		0		unlinked	0
DarmaSrI	unlinked	unlinked		0		unlinked	0
DarmaSravaRika	unlinked	unlinked		0		unlinked	0
DarmabalaSrIkUwa	unlinked	unlinked		0		unlinked	0
DarmabalapraBa	unlinked	unlinked		0		unlinked	0
DarmabudDi	unlinked	exact	206120	1	Avadānaśataka	exact	1
DarmacArin	unlinked	exact		0		unlinked	0
Darmacakra	unlinked	exact	92011	20	Divyāvadāna;Lalitavistara;Saddharmapuṇḍarīkasūtra	exact	1
DarmacakracandrodgataSrI	unlinked	unlinked		0		unlinked	0
Darmacakrajvalanateja	unlinked	unlinked		0		unlinked	0
DarmacakranirGozagaganameGapradIparAja	unlinked	unlinked		0		unlinked	0
DarmacakranirmARapraBA	unlinked	unlinked		0		unlinked	0
DarmacakranirmARasamantapratiBAsanirGoza	unlinked	unlinked		0		unlinked	0
DarmacakrapraBanirGoza	unlinked	unlinked		0		unlinked	0
DarmacakrapraBanirGozarAja	unlinked	unlinked		0		unlinked	0
DarmacandrapraBurAja	unlinked	unlinked		0		unlinked	0
DarmacandrasamantajYAnAvaBAsarAja	unlinked	unlinked		0		unlinked	0
Darmacarita	unlinked	unlinked		0		unlinked	0
Darmacinti(n)	unlinked	unlinked		0		unlinked	0
Darmacintika	unlinked	unlinked		0		unlinked	0
Darmadeva	unlinked	unlinked		0		unlinked	0
DarmadinnA	unlinked	exact		0		unlinked	0
Darmadrumaparvatateja(s)	unlinked	unlinked		0		unlinked	0
DarmagaganAByudgataSrIrAjan	unlinked	unlinked		0		unlinked	0
DarmagaganAByudgatarAja	unlinked	unlinked	223391	1	Saddharmapuṇḍarīkasūtra	exact	1
DarmagaganakAntasiMhapraBa	unlinked	unlinked		0		unlinked	0
DarmagrAma	unlinked	unlinked		0		unlinked	0
Darmagupta	unlinked	exact		0		unlinked	0
Darmagupti	unlinked	unlinked		0		unlinked	0
DarmajAlavibudDaSrIcandra	unlinked	unlinked		0		unlinked	0
DarmajYAnasaMBavasamantapratiBAsagarBa	unlinked	unlinked		0		unlinked	0
DarmajvalanArciHsAgaraGoza	unlinked	unlinked		0		unlinked	0
DarmakANkziRI	unlinked	unlinked		0		unlinked	0
DarmakAma	unlinked	exact		0		unlinked	0
DarmakIrti	unlinked	exact		0		unlinked	0
Darmaketu	unlinked	exact	91992	1	Lalitavistara	exact	1
DarmakusumaketuDvajameGa	unlinked	unlinked		0		unlinked	0
DarmalabDa	unlinked	unlinked		0		unlinked	0
DarmamaRqalaSrISiKarABapraBa	unlinked	unlinked		0		unlinked	0
DarmamaRqalapawalameGa	unlinked	unlinked		0		unlinked	0
DarmamaRqalapraBAsa	unlinked	unlinked		0		unlinked	0
DarmamaRqalavibudDaSrIcandra	unlinked	unlinked		0		unlinked	0
Darmamati	unlinked	exact	92148	1	Saddharmapuṇḍarīkasūtra	exact	1
DarmamaticandrA	unlinked	unlinked		0		unlinked	0
DarmamativinanditarAja	unlinked	unlinked		0		unlinked	0
DarmameGA	unlinked	exact	92158	3	Laṅkāvatārasūtra	exact	1
DarmameGaDvajapradIpa	unlinked	unlinked		0		unlinked	0
DarmameGanagarABapradIparAja	unlinked	unlinked		0		unlinked	0
DarmameGanirGozarAja	unlinked	unlinked		0		unlinked	0
DarmameGaviGuzwakIrtirAja	unlinked	unlinked		0		unlinked	0
DarmamuKikA	unlinked	unlinked		0		unlinked	0
DarmanArAyaRaketu	unlinked	unlinked		0		unlinked	0
DarmanagarapraBaSrI	unlinked	unlinked		0		unlinked	0
DarmanayagamBIraSrIcandra	unlinked	unlinked		0		unlinked	0
DarmapAla	unlinked	exact		0		unlinked	0
DarmapAlasya jAtakam	unlinked	unlinked		0		unlinked	0
DarmapIWA	unlinked	unlinked		0		unlinked	0
Darmapada	unlinked	unlinked		0		unlinked	0
DarmapadmaPullagAtra	unlinked	unlinked		0		unlinked	0
DarmapadmaSrIkuSalA	unlinked	unlinked		0		unlinked	0
DarmapadmapraPullitaSrImeGa	unlinked	unlinked		0		unlinked	0
DarmapadmavErocanavibudDaketu	unlinked	unlinked		0		unlinked	0
DarmapraBAsa	unlinked	exact	92124	2	Saddharmapuṇḍarīkasūtra	exact	1
DarmapraBa	unlinked	unlinked		0		unlinked	0
DarmapradIpaSirimeru	unlinked	unlinked		0		unlinked	0
DarmapradIpavikramajYAnasiMha	unlinked	unlinked		0		unlinked	0
Darmapriya	unlinked	exact		0		unlinked	0
DarmarAja(n)	unlinked	marker_strip		0		unlinked	0
DarmarAjikA	unlinked	exact		0		unlinked	0
DarmarAjya	unlinked	unlinked		0		unlinked	0
Darmarati	unlinked	exact		0		unlinked	0
DarmaratnakusumaSrImeGa	unlinked	unlinked		0		unlinked	0
Darmaruci	unlinked	exact	92181	51	Divyāvadāna	exact	1
DarmasAgaranigarjitaGoza	unlinked	unlinked		0		unlinked	0
DarmasAgaranirGozamati	unlinked	unlinked		0		unlinked	0
DarmasAgaranirdeSaGoza	unlinked	unlinked		0		unlinked	0
DarmasAgaranirnAdanirGoza	unlinked	unlinked		0		unlinked	0
DarmasAgarapadma	unlinked	unlinked		0		unlinked	0
DarmasUryameGapradIpa	unlinked	unlinked		0		unlinked	0
DarmasUryatejas	unlinked	unlinked		0		unlinked	0
DarmasaMgIti	unlinked	exact	92236	2	Lalitavistara;Saddharmapuṇḍarīkasūtra	exact	1
Darmasamudra	unlinked	unlinked		0		unlinked	0
DarmasamudragarBa	unlinked	unlinked		0		unlinked	0
Darmasamudragarjana	unlinked	unlinked		0		unlinked	0
DarmasamudrasaMBavaruta	unlinked	unlinked		0		unlinked	0
DarmasamudravegaSirirAja	unlinked	unlinked		0		unlinked	0
DarmaskanDa	unlinked	exact		0		unlinked	0
DarmasvaBAvamudrA	unlinked	unlinked		0		unlinked	0
DarmatA	unlinked	exact	92039	96	Avadānaśataka;Aṣṭasāhasrikā;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Mūlamadhyamakārikāḥ;Saṅghabhedavastu	exact	1
DarmatA-budDa	unlinked	unlinked		0		unlinked	0
DarmatrAta	unlinked	exact		0		unlinked	0
DarmavikurvitavegaDvajaSrI	unlinked	unlinked		0		unlinked	0
DarmavimAnanirGozarAja	unlinked	unlinked		0		unlinked	0
DarmavivarDana	unlinked	exact		0		unlinked	0
DarmayaSas	unlinked	unlinked		0		unlinked	0
DarmeSvara	exact	exact		0		unlinked	0
DarmeSvararAja	unlinked	unlinked		0		unlinked	0
DarmendrarAja	unlinked	unlinked		0		unlinked	0
DarmendrarAjaguRaGoza	unlinked	unlinked		0		unlinked	0
Darmi-	unlinked	unlinked		0		unlinked	0
Darmika	exact	exact		0		unlinked	0
Darmoccaya	exact	exact	92331	1	Lalitavistara	exact	1
Darmodgata	unlinked	unlinked		0		unlinked	0
DarmodgatakIrti	unlinked	unlinked		0		unlinked	0
DarmodgatanaBeSvara	unlinked	unlinked		0		unlinked	0
DarmolkA	unlinked	unlinked		0		unlinked	0
DarmolkAjvalanaSrIcandra	unlinked	unlinked		0		unlinked	0
DarmolkAratnavitAnaGoza	unlinked	unlinked		0		unlinked	0
Darmottara	exact	exact		0		unlinked	0
Davara	exact	exact		0		unlinked	0
Dawika	unlinked	unlinked		0		unlinked	0
Dftamatiteja	unlinked	unlinked		0		unlinked	0
DftarAjya	unlinked	unlinked		0		unlinked	0
DftarAzwra	unlinked	form_key	43000	6	Avadānaśataka;Divyāvadāna;Saddharmapuṇḍarīkasūtra	exact	1
DftarAzwragati	unlinked	unlinked		0		unlinked	0
Dfti-pada	unlinked	unlinked		0		unlinked	0
Dftimant	unlinked	exact		0		unlinked	0
DftiparipUrRa	unlinked	exact	43022	2	Saddharmapuṇḍarīkasūtra	exact	1
Di	exact	exact		0		unlinked	0
Digama	unlinked	unlinked		0		unlinked	0
DmAtaka	unlinked	unlinked		0		unlinked	0
Dopati	unlinked	unlinked		0		unlinked	0
DovApanika	unlinked	unlinked		0		unlinked	0
Dova	unlinked	unlinked		0		unlinked	0
Dovaka	unlinked	unlinked		0		unlinked	0
Dovana	unlinked	unlinked		0		unlinked	0
Dovanaka	unlinked	unlinked		0		unlinked	0
Dovati	unlinked	unlinked		0		unlinked	0
Driyati	unlinked	unlinked		0		unlinked	0
Druva	exact	exact	43248	11	Bodhicaryāvatāra;Buddhacarita;Laṅkāvatārasūtra;Saundarānanda	exact	2
DunI	form_key	exact		0		unlinked	0
Dunana	exact	unlinked		0		unlinked	0
DurA-tuRqa	unlinked	unlinked		0		unlinked	0
DurAnikzepaRa	marker_strip	unlinked	221380	2	Divyāvadāna	exact	1
DurDUraka	unlinked	unlinked		0		unlinked	0
Dura	form_key	exact	42758	5	Aṣṭasāhasrikā;Bodhicaryāvatāra;Divyāvadāna;Saddharmapuṇḍarīkasūtra	exact	1
Duta	exact	unlinked	42728	1	Āryāsaptaśatī	exact	1
Duta-Dara	unlinked	unlinked		0		unlinked	0
Duta-Darma	unlinked	unlinked		0		unlinked	0
Duta-guRa	unlinked	unlinked		0		unlinked	0
Duta-guRin	unlinked	unlinked		0		unlinked	0
DutaM-guRa	unlinked	unlinked		0		unlinked	0
DuttUraka	unlinked	unlinked		0		unlinked	0
DvajAgra	exact	unlinked		0		unlinked	0
DvajAgra-maRi	unlinked	unlinked		0		unlinked	0
DvajAgra-niSrAvaRI	unlinked	unlinked		0		unlinked	0
DvajAgrakeyUrA	unlinked	unlinked		0		unlinked	0
DvajAgrakeyUra	unlinked	exact		0		unlinked	0
DvajAgrasUtra	unlinked	unlinked		0		unlinked	0
DvajAgravatI	marker_strip	exact	221939	1	Lalitavistara	exact	1
Dvaja-badDaka	unlinked	unlinked		0		unlinked	0
DvajaDvaja	unlinked	unlinked		0		unlinked	0
Dvajaketu	unlinked	unlinked		0		unlinked	0
DvajamaparAjita	unlinked	unlinked		0		unlinked	0
Dvajarucira	unlinked	unlinked		0		unlinked	0
DvajavatI	unlinked	unlinked	43332	1	Lalitavistara	exact	1
Dvajottama	unlinked	unlinked		0		unlinked	0
DyAmIkaraRa	marker_strip	unlinked		0		unlinked	0
DyAmIkaroti	unlinked	unlinked		0		unlinked	0
DyAma	exact	exact		0		unlinked	0
DyAnANga	unlinked	unlinked		0		unlinked	0
DyAnAhAra	exact	unlinked		0		unlinked	0
DyAna	exact	exact	43197	122	Abhidharmakośa;Aṣṭasāhasrikā;Bodhicaryāvatāra;Buddhacarita;Divyāvadāna;Lalitavistara;Laṅkāvatārasūtra;Saddharmapuṇḍarīkasūtra;Saundarānanda;Saṅghabhedavastu;Āryāsaptaśatī	exact	1
DyAna-BUmi	unlinked	unlinked		0		unlinked	0
DyAna-drAhyAyaRI	unlinked	unlinked		0		unlinked	0
DyAnagocara	unlinked	exact		0		unlinked	0
DyAni-	marker_strip	unlinked		0		unlinked	0
DyApayati	unlinked	unlinked		0		unlinked	0
