form_slp1	flag	heritage_stems	kosha_lemmas	heritage_category	kosha_sources	disagreement_class
vindamAnA	disagree	vindamAna	vid	participle	dcs	genuine-or-ambiguous
vindamAnAn	disagree	vindamAna	vid	participle	dcs	genuine-or-ambiguous
vindamAnam	disagree	vindamAna	vid	participle	dcs	genuine-or-ambiguous
vindan	disagree	vindat	vid	participle	dcs	genuine-or-ambiguous
vindatA	disagree	vindat	vid	participle	dcs	genuine-or-ambiguous
vinnAm	disagree	vinna	vid	participle	dcs	genuine-or-ambiguous
vinnAsu	disagree	vinna	vid	participle	dcs	genuine-or-ambiguous
vipASA	disagree	vipAS|vipASa	vipASA	nominal	dcs	stem-granularity
vipASAm	disagree	vipAS|vipASa	vipASA	nominal	dcs	stem-granularity
vipASAyAm	disagree	vipASa	vipASA	nominal	dcs	genuine-or-ambiguous
vipASa	disagree	vipASa	vipASA	iic-compound|nominal	vidyut	genuine-or-ambiguous
vipASayA	disagree	vipASa	vipASA	nominal	dcs	genuine-or-ambiguous
vipAdI	disagree	vipad	vipAdI	nominal	dcs	genuine-or-ambiguous
vipAwasya	disagree	vipAWa	vipAwa	nominal	dcs	genuine-or-ambiguous
vipaScita	disagree	vipaScita	vipaScit	iic-compound|nominal	dcs	stem-granularity
vipaSyI	disagree	vipaSya	vipaSyin	iiv-compound	dcs	genuine-or-ambiguous
vipaSya	disagree	vipaSya	vidfS	iic-compound|nominal	vidyut	genuine-or-ambiguous
vipaSyanA	disagree	vipaSyana	vipaSyanA	nominal	dcs	genuine-or-ambiguous
vipaSyanAsu	disagree	vipaSyana	vipaSyanA	nominal	dcs	genuine-or-ambiguous
viparItavat	disagree	viparItavat	viparii	indeclinable	vidyut	genuine-or-ambiguous
viplava	disagree	viplava	viplu	iic-compound|nominal	vidyut	genuine-or-ambiguous
viprakIrRA	disagree	viprakIrRa	viprakf	nominal	dcs	genuine-or-ambiguous
viprakIrRAn	disagree	viprakIrRa	viprakf	nominal	dcs	genuine-or-ambiguous
viprakIrRAni	disagree	viprakIrRa	viprakf	nominal	dcs	genuine-or-ambiguous
viprakIrRO	disagree	viprakIrRa	viprakf	nominal	dcs	genuine-or-ambiguous
viprakIrRa	disagree	viprakIrRa	viprakf	iic-compound|nominal	dcs	genuine-or-ambiguous
viprakIrRam	disagree	viprakIrRa	viprakf	nominal	dcs	genuine-or-ambiguous
viprakIrRe	disagree	viprakIrRa	viprakf	nominal	dcs	genuine-or-ambiguous
viprakIrRezu	disagree	viprakIrRa	viprakF	nominal	vidyut	genuine-or-ambiguous
viprakarza	disagree	viprakarza	viprakarzi	iic-compound|nominal	vidyut	genuine-or-ambiguous
vipralamBena	disagree	vipralamBa	vipralaB	nominal	vidyut	genuine-or-ambiguous
vipramokza	disagree	vipramokza	vipramokzi	iic-compound|nominal	vidyut	genuine-or-ambiguous
vipratizidDA	disagree	vipratizidDa	vipratiziD	nominal	dcs	genuine-or-ambiguous
vipratizidDAn	disagree	vipratizidDa	vipratiziD	nominal	dcs	genuine-or-ambiguous
vipratizidDa	disagree	vipratizidDa	vipratiziD	iic-compound|nominal	dcs	genuine-or-ambiguous
vipratizidDam	disagree	vipratizidDa	vipratiziD	nominal	dcs	genuine-or-ambiguous
vipratizidDena	disagree	vipratizidDa	vipratiziD	nominal	dcs	genuine-or-ambiguous
viqAlI	disagree	viqAla	viqAlI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
virAgin	disagree	virAgin	viraYj	nominal	vidyut	genuine-or-ambiguous
virAvI	disagree	virAva	virAvin	iiv-compound	dcs	genuine-or-ambiguous
virUpAkzI	disagree	virUpAkza	virUpAkzI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
virUpitA	disagree	virUpita	virUpay	nominal	dcs	genuine-or-ambiguous
virUpita	disagree	virUpita	virUpay	iic-compound|nominal	dcs	genuine-or-ambiguous
virahin	disagree	virahin	virahi	nominal	vidyut	stem-granularity
viroDin	disagree	viroDin	viruD	nominal	vidyut	genuine-or-ambiguous
viroDitam	disagree	viroDitA	viroDay	nominal	dcs	genuine-or-ambiguous
viroDitayA	disagree	viroDitA	viroDay	nominal	dcs	genuine-or-ambiguous
viroDite	disagree	viroDitA	viroDay	nominal	dcs	genuine-or-ambiguous
virocanA	disagree	virocana	viroci	nominal	vidyut	genuine-or-ambiguous
viruca	disagree	viruca	viruc	iic-compound|nominal	vidyut	stem-granularity
visArin	disagree	visArin	visf	nominal	vidyut	genuine-or-ambiguous
visaYjYA	disagree	visaYjYa	visaMjYA	nominal	vidyut	genuine-or-ambiguous
visaYjYa	disagree	visaYjYa	visaMjYA	iic-compound|nominal	vidyut	genuine-or-ambiguous
visaYjYam	disagree	visaYjYa	visaMjYA	nominal	vidyut	genuine-or-ambiguous
visaYjYezu	disagree	visaYjYa	visaMjYA	nominal	vidyut	genuine-or-ambiguous
visanDi	disagree	visanDi	visaMDA	iic-compound|nominal	vidyut	genuine-or-ambiguous
visarpin	disagree	visarpin	visfp	nominal	vidyut	genuine-or-ambiguous
visarpizu	disagree	visarpin	visarpi	nominal	dcs	stem-granularity
vispazwena	disagree	vispazwa	vipaS	nominal	dcs	genuine-or-ambiguous
vispazwezu	disagree	vispazwa	vipaS	nominal	dcs	genuine-or-ambiguous
vitaRqA	disagree	vitaRqa	vitaRqA	nominal	dcs	genuine-or-ambiguous
vitaRqe	disagree	vitaRqa	vitaRqA	nominal	dcs	genuine-or-ambiguous
vitaram	disagree	vitara	vitaram	nominal	dcs	stem-granularity
vitare	disagree	vitara	vitf	nominal	dcs	genuine-or-ambiguous
vitarkayA	disagree	vitarka	vitark	nominal	vidyut	stem-granularity
vitatO	disagree	vitati	vitan	nominal	dcs	genuine-or-ambiguous
vitazwA	disagree	vitazwa	vitakz	nominal	dcs	genuine-or-ambiguous
vittA	disagree	vitta	vid	participle	dcs	genuine-or-ambiguous
vittavat	disagree	vittavat	vid	participle	vidyut	genuine-or-ambiguous
vittaye	disagree	vitti	vid	nominal	vidyut	genuine-or-ambiguous
vivAdin	disagree	vivAdin	vivad	nominal	vidyut	genuine-or-ambiguous
vivAsA	disagree	vivAsa	vivAsas	nominal	dcs	stem-granularity
vivAsAn	disagree	vivAsa	vivAs	nominal	dcs	stem-granularity
vivAsanti	disagree	van|vivAsat	vivAs	finite-verb|participle	dcs	stem-granularity
vivAsasi	disagree	van	vivAs	finite-verb	dcs	genuine-or-ambiguous
vivAsata	disagree	van	vivAs	finite-verb	dcs	genuine-or-ambiguous
vivAsate	disagree	van|vivAsat	vivAs	finite-verb|participle	dcs	stem-granularity
vivAsati	disagree	van|vivAsat	vivAs	finite-verb|participle	dcs	stem-granularity
vivAsema	disagree	van	vivAs	finite-verb	dcs	genuine-or-ambiguous
vivAset	disagree	van	vivAs	finite-verb	dcs	genuine-or-ambiguous
vivAseya	disagree	van	vivAsa	finite-verb	vidyut	genuine-or-ambiguous
vivAseyam	disagree	van	vivAs	finite-verb	dcs	genuine-or-ambiguous
vivAsitA	disagree	van|vivAsita	vivAsay	finite-verb|participle	dcs	genuine-or-ambiguous
vivAsitAm	disagree	vivAsita	vivAsay	participle	dcs	genuine-or-ambiguous
vivAsitO	disagree	vivAsita	vivAsay	participle	dcs	genuine-or-ambiguous
vivAsitam	disagree	vivAsita	vivAsay	participle	dcs	genuine-or-ambiguous
vivAsite	disagree	vivAsita	vivAsay	participle	dcs	genuine-or-ambiguous
vivAsitum	disagree	van	vivAsay	verbal-indecl	dcs	genuine-or-ambiguous
vivAsya	disagree	van	vivAsay	verbal-indecl	dcs	genuine-or-ambiguous
vivAsyamAnAn	disagree	vivAsyamAna	vivAsay	participle	dcs	genuine-or-ambiguous
vivAsyatAm	disagree	van	vivAsi	finite-verb	vidyut	genuine-or-ambiguous
vivAsyate	disagree	van	vivAsay	finite-verb	dcs	genuine-or-ambiguous
vivaDI	disagree	vivaDa	vivaDin	iiv-compound	dcs	genuine-or-ambiguous
vivaha	disagree	vivaha	vivah	iic-compound|nominal	vidyut	stem-granularity
vivakzAmi	disagree	vac	vivakz	finite-verb	dcs	genuine-or-ambiguous
vivakzan	disagree	vivakzat	vivakz	participle	dcs	stem-granularity
vivakzantam	disagree	vivakzat	vivakz	participle	dcs	stem-granularity
vivakzanti	disagree	vac|vivakzat	vivakz	finite-verb|participle	dcs	stem-granularity
vivakzatA	disagree	vivakzat	vivakz	participle	dcs	stem-granularity
vivakzatAm	disagree	vac|vivakzat	vivakz	finite-verb|participle	dcs	stem-granularity
vivakzatu	disagree	vac	vivakz	finite-verb	dcs	genuine-or-ambiguous
vivakzeta	disagree	vac	vivakz	finite-verb	dcs	genuine-or-ambiguous
vivakzitAn	disagree	vivakzita	vivakz	participle	dcs	stem-granularity
vivakzite	disagree	vivakzita	vivakz	participle	dcs	stem-granularity
vivakzitum	disagree	vac	vivakz	verbal-indecl	dcs	genuine-or-ambiguous
vivakzu	disagree	vivakzu	vivakza	iic-compound|nominal	vidyut	genuine-or-ambiguous
vivakzyate	disagree	vac	vivac|vivakz	finite-verb	dcs	genuine-or-ambiguous
vivakzyeta	disagree	vac	vivakz	finite-verb	dcs	genuine-or-ambiguous
vivasvantam	disagree	vivasvat	vivasvant	nominal	dcs	genuine-or-ambiguous
vivasvatAm	disagree	vivasvat	vivasvant	nominal	dcs	genuine-or-ambiguous
vivasvatas	disagree	vivasvat	vivasvant	nominal	dcs	genuine-or-ambiguous
vivasvate	disagree	vivasvat	vivasvant	nominal	dcs	genuine-or-ambiguous
vivasvati	disagree	vivasvat	vivasvant	iic-compound|nominal	dcs	genuine-or-ambiguous
vivatsa	disagree	vas	vivatsa	finite-verb	dcs	genuine-or-ambiguous
vivatsan	disagree	vivatsat	vivats	participle	dcs	stem-granularity
vividAnA	disagree	vividAna	vid|vivid	participle	dcs	stem-granularity
vividizARi	disagree	vid	vividiza	finite-verb	vidyut	genuine-or-ambiguous
vividizan	disagree	vividizat	vivits	participle	dcs	genuine-or-ambiguous
vividizanti	disagree	vid|vividizat	vividiz	finite-verb|participle	dcs	stem-granularity
vividizatAm	disagree	vid|vividizat	vivits	finite-verb|participle	dcs	genuine-or-ambiguous
vividvAn	disagree	vividvas	vid	participle	dcs	genuine-or-ambiguous
vivikzatA	disagree	vivikzat	vivikz	participle	dcs	stem-granularity
vivikzu	disagree	vivikzu	vivikza	iic-compound|nominal	vidyut	genuine-or-ambiguous
vivitsAmi	disagree	vid	vivits	finite-verb	dcs	genuine-or-ambiguous
vivitsan	disagree	vivitsat	vivits	participle	dcs	stem-granularity
vivitsatA	disagree	vivitsat	vivits	participle	dcs	stem-granularity
vivya	disagree	vI|vyA	vye	finite-verb	dcs	genuine-or-ambiguous
vivye	disagree	vyA	vI|vye	finite-verb	dcs	genuine-or-ambiguous
viwapI	disagree	viwapa	viwapin	iiv-compound	dcs	genuine-or-ambiguous
viyam	disagree	vI	viyA	nominal	vidyut	genuine-or-ambiguous
viyan	disagree	viyat	viyant	participle	dcs	genuine-or-ambiguous
viyat	disagree	viyat	vI|viyant	participle	dcs	genuine-or-ambiguous
viyatA	disagree	viyat	viyant	participle	dcs	genuine-or-ambiguous
viyatI	disagree	viyat	vI	participle	dcs	genuine-or-ambiguous
viyati	disagree	viyat	viyant	participle	dcs	genuine-or-ambiguous
vizARA	disagree	vizARa	vizA|vizARA	nominal	dcs	stem-granularity
vizARayA	disagree	vizARa	vizARA	nominal	dcs	genuine-or-ambiguous
vizAdanI	disagree	vizAdana	vizAdanI	iiv-compound	dcs	genuine-or-ambiguous
vizAditA	disagree	vizAditA	vizAday	iic-compound|nominal	dcs	genuine-or-ambiguous
vizAyate	disagree	viza	vizAy	finite-verb	dcs	genuine-or-ambiguous
vizUcyAm	disagree	vizUcI|vizvac	vizUci	nominal	dcs	genuine-or-ambiguous
vizUcyO	disagree	vizUcI|vizvac	vizvaYc	nominal	dcs	genuine-or-ambiguous
vizitam	disagree	vizita	vizA	participle	dcs	genuine-or-ambiguous
vizuva	disagree	vizuvat	vizuva	iic-compound|nominal	dcs	stem-granularity
vizuvam	disagree	vizuvat	vizuva	nominal	dcs	stem-granularity
vizuvantam	disagree	vizuvat	vizuvant	nominal	dcs	genuine-or-ambiguous
vizuvanti	disagree	vizuvat	vizuvant	nominal	dcs	genuine-or-ambiguous
vizuvasya	disagree	vizuvat	vizuva	nominal	dcs	stem-granularity
vizuvat	disagree	vizuvat	vizuvant	iic-compound|nominal	dcs	genuine-or-ambiguous
vizuvatA	disagree	vizuvat	vizuvant	nominal	dcs	genuine-or-ambiguous
vizuvatI	disagree	vizuvat	vizuvant	iic-compound|nominal	dcs	genuine-or-ambiguous
vizuvatas	disagree	vizuvat	vizuvant	indeclinable|nominal	dcs	genuine-or-ambiguous
vizuvate	disagree	vizuvat	vizuvant	nominal	dcs	genuine-or-ambiguous
vizuvati	disagree	vizuvat	vizuvant	iic-compound|nominal	dcs	genuine-or-ambiguous
vizuvatsu	disagree	vizuvat	vizuvant	nominal	dcs	genuine-or-ambiguous
vizuve	disagree	vizuvat	vizuva	nominal	dcs	stem-granularity
vizuveRa	disagree	vizuvat	vizuva	nominal	dcs	stem-granularity
vizuvezu	disagree	vizuvat	vizuva	nominal	dcs	stem-granularity
vizvaN	disagree	vizvac	vizvaYc	nominal	dcs	genuine-or-ambiguous
vizvaYcO	disagree	vizvac	vizvaYc	nominal	dcs	genuine-or-ambiguous
vizvaYcam	disagree	vizvac	vizvaYc	nominal	dcs	genuine-or-ambiguous
vizvaYcas	disagree	vizvac	vizvaYc	nominal	dcs	genuine-or-ambiguous
vizvaYci	disagree	vizvac	vizvaYc	nominal	dcs	genuine-or-ambiguous
vizvak	disagree	vizvac	vizvaYc	iic-compound|nominal	dcs	genuine-or-ambiguous
vizvaksenA	disagree	vizvaksena	vizvaksenA	nominal	dcs	genuine-or-ambiguous
vizwA	disagree	vizwa	viS	participle	dcs	genuine-or-ambiguous
vizwAni	disagree	vizwa	viS	participle	dcs	genuine-or-ambiguous
vizwam	disagree	vizwa	viS|viz	participle	dcs	stem-granularity
vizwamBI	disagree	vizwamBa	vizwamBin	iiv-compound	dcs	genuine-or-ambiguous
vizwayA	disagree	vizwa	vizwA	participle	dcs	genuine-or-ambiguous
vizya	disagree	viz	vizA	verbal-indecl	dcs	stem-granularity
vizyandI	disagree	vizyanda	vizyandin	iiv-compound	dcs	genuine-or-ambiguous
vizyate	disagree	viz	vizA	finite-verb	dcs	stem-granularity
vlIyamAnam	disagree	vlIyamAna	vlI	participle	dcs	stem-granularity
voQAras	disagree	vah	voQf	finite-verb	dcs	genuine-or-ambiguous
voQavyA	disagree	voQavya	vah	participle	dcs	genuine-or-ambiguous
voQavyam	disagree	voQavya	vah	participle	dcs	genuine-or-ambiguous
voQavye	disagree	voQavya	vah	participle	dcs	genuine-or-ambiguous
vrAtyayA	disagree	vrAtya	vrAtyA	nominal	dcs	genuine-or-ambiguous
vrIqamAnA	disagree	vrIqamAna	vrIq	participle	dcs	stem-granularity
vrIqena	disagree	vrIqA	vrIqa	nominal	dcs	genuine-or-ambiguous
vrIqitAn	disagree	vrIqita	vrIq	participle	dcs	stem-granularity
vrIqitO	disagree	vrIqita	vrIq	participle	dcs	stem-granularity
vrIqitas	disagree	vrIqita	vrIq	participle	dcs	stem-granularity
vrIqitasya	disagree	vrIqita	vrIq	participle	dcs	stem-granularity
vrIqitavyam	disagree	vrIqitavya	vrIq	participle	dcs	stem-granularity
vraRI	disagree	vraRa	vraRin	iiv-compound	dcs	genuine-or-ambiguous
vraRayati	disagree	vraRa|vraRayat	vraRay	finite-verb|participle	dcs	stem-granularity
vrajan	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrajantI	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrajantO	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrajantam	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrajantyA	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrajat	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrajatA	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrajate	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrajatsu	disagree	vrajat	vraj	participle	dcs	stem-granularity
vrakzyan	disagree	vrakzyat	vraSc	participle	dcs	genuine-or-ambiguous
vrataya	disagree	vrata	vratay	finite-verb	dcs	stem-granularity
vratayanti	disagree	vrata|vratayat	vratay	finite-verb|participle	dcs	stem-granularity
vratayati	disagree	vrata|vratayat	vratay	finite-verb|participle	dcs	stem-granularity
vratayet	disagree	vrata	vratay	finite-verb	dcs	stem-granularity
vratayitvA	disagree	vrata	vratay	verbal-indecl	dcs	stem-granularity
vratayizyan	disagree	vratayizyat	vratay	participle	dcs	stem-granularity
vrazwA	disagree	vraSc	vfz	finite-verb	dcs	genuine-or-ambiguous
vriyamARe	disagree	vriyamARa	vf	participle	dcs	genuine-or-ambiguous
vyADI	disagree	vyADa|vyADi	vyADin	iiv-compound|nominal	dcs	stem-granularity
vyADaya	disagree	vyaD	vyADi	finite-verb	dcs	genuine-or-ambiguous
vyADine	disagree	vyADi	vyADin	nominal	dcs	stem-granularity
vyAGrI	disagree	vyAGra	vyAGrI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
vyAGrIRAm	disagree	vyAGra	vyAGrI	nominal	vidyut	genuine-or-ambiguous
vyAGryAm	disagree	vyAGra	vyAGrI	nominal	vidyut	genuine-or-ambiguous
vyAGryO	disagree	vyAGra	vyAGrI	nominal	dcs	genuine-or-ambiguous
vyAdAya	disagree	vyAdAya	vyAdA	iic-compound|nominal	dcs	stem-granularity
vyAjI	disagree	vyAja	vyAjI|vyAjin	iiv-compound	dcs	genuine-or-ambiguous
vyAkIrRa	disagree	vyAkIrRa	vyAkF	iic-compound|nominal	dcs	genuine-or-ambiguous
vyAkaraRAt	disagree	vyAkaraRa	vyAkf	nominal	vidyut	genuine-or-ambiguous
vyAlI	disagree	vyAla	vyAlI|vyAlin	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
vyAlIm	disagree	vyAla	vyAlI	nominal	dcs	genuine-or-ambiguous
vyApyate	disagree	vyApyatA	vyAp	nominal	dcs	stem-granularity
vyAsyat	disagree	vyAsyat	vye	participle	vidyut	genuine-or-ambiguous
vyAttO	disagree	vyAtta	vyAdA	nominal	dcs	genuine-or-ambiguous
vyAttasya	disagree	vyAtta	vyAdA	nominal	dcs	genuine-or-ambiguous
vyAtte	disagree	vyAtta	vyAdA	nominal	dcs	genuine-or-ambiguous
vyAvartaka	disagree	vyAvartaka	vyAvft	iic-compound|nominal	vidyut	genuine-or-ambiguous
vyaBicArin	disagree	vyaBicArin	vyaBicar	nominal	vidyut	genuine-or-ambiguous
vyaMsa	disagree	vyaMsa	vyaMsi	iic-compound|nominal	vidyut	genuine-or-ambiguous
vyaTa	disagree	vyaT	vyaTa	finite-verb	dcs	stem-granularity
vyaTamAnA	disagree	vyaTamAna	vyaT	participle	dcs	stem-granularity
vyaTamAnAm	disagree	vyaTamAna	vyaT	participle	dcs	stem-granularity
vyaTamAnAn	disagree	vyaTamAna	vyaT	participle	dcs	stem-granularity
vyaTamAnam	disagree	vyaTamAna	vyaT	participle	dcs	stem-granularity
vyaTaya	disagree	vyaT	vyATi	finite-verb	vidyut	genuine-or-ambiguous
vyaTayan	disagree	vyaTayat	vyaTay	participle	dcs	stem-granularity
vyaTayantI	disagree	vyaTayat	vyaTay	participle	dcs	stem-granularity
vyaTayanti	disagree	vyaT|vyaTayat	vyaTay	finite-verb|participle	dcs	stem-granularity
vyaTayate	disagree	vyaT|vyaTayat	vyaTay	finite-verb|participle	dcs	stem-granularity
vyaTayati	disagree	vyaT|vyaTayat	vyaTay	finite-verb|participle	dcs	stem-granularity
vyaTayet	disagree	vyaT	vyaTay	finite-verb	dcs	stem-granularity
vyaTayeyur	disagree	vyaT	vyaTay	finite-verb	dcs	stem-granularity
vyaTayitvA	disagree	vyaT	vyATi	verbal-indecl	vidyut	genuine-or-ambiguous
vyaTitAm	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTitAn	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTitAnAm	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTitAt	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTitO	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTitam	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTitas	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTitasya	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTite	disagree	vyaTita	vyaT	participle	dcs	stem-granularity
vyaTyam	disagree	vyaTya	vyaTay	participle	dcs	genuine-or-ambiguous
vyantarAm	disagree	vyantara	vyantarAm	nominal	dcs	genuine-or-ambiguous
vyapekzAn	disagree	vyapekzA	vyapekza	nominal	dcs	genuine-or-ambiguous
vyapekzam	disagree	vyapekzA	vyapekza	nominal	dcs	genuine-or-ambiguous
vyatikramI	disagree	vyatikrama	vyatikramin	iiv-compound	dcs	genuine-or-ambiguous
vyavAyin	disagree	vyavAyin	vyavai	nominal	vidyut	genuine-or-ambiguous
vyavacCedI	disagree	vyavacCeda	vyavacCedin	iiv-compound	dcs	genuine-or-ambiguous
vyavahArin	disagree	vyavahArin	vyavahf	nominal	vidyut	genuine-or-ambiguous
vyavasAyas	disagree	vyavasAya	vyavasAyi	nominal	vidyut	genuine-or-ambiguous
vyavasAyin	disagree	vyavasAyin	vyavaso	nominal	vidyut	genuine-or-ambiguous
vyavasTiti	disagree	vyavasTiti	vyavasTA	iic-compound|nominal	vidyut	genuine-or-ambiguous
vyayAva	disagree	vyA|vyaya	vI	finite-verb	dcs	genuine-or-ambiguous
vyayantAm	disagree	vyA|vyaya	vye	finite-verb	dcs	genuine-or-ambiguous
vyayantu	disagree	vyA|vyaya	vye	finite-verb	dcs	genuine-or-ambiguous
vyayasva	disagree	vyA|vyaya	vye	finite-verb	dcs	genuine-or-ambiguous
vyayat	disagree	vyayat	vye	participle	dcs	genuine-or-ambiguous
vyayate	disagree	vyA|vyaya|vyayat	vye	finite-verb|participle	dcs	genuine-or-ambiguous
vyayati	disagree	vyA|vyaya|vyayat	vye	finite-verb|participle	dcs	genuine-or-ambiguous
vyayeyam	disagree	vyA|vyaya	vye	finite-verb	dcs	genuine-or-ambiguous
vyuzwI	disagree	vyuzwi	vyucC	nominal	vidyut	genuine-or-ambiguous
waNkI	disagree	waNka	waNkI	iiv-compound	dcs	genuine-or-ambiguous
wiwwiBI	disagree	wiwwiBa	wiwwiBI	iic-compound|iiv-compound|nominal	dcs	genuine-or-ambiguous
yAcadByas	disagree	yAcat	yAc	participle	dcs	stem-granularity
yAcamAnA	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcamAnAn	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcamAnAnAm	disagree	yAcamAna	yAc	participle	vidyut	stem-granularity
yAcamAnAs	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcamAnAyE	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcamAnAya	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcamAnam	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcamAnasya	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcamAne	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcamAnezu	disagree	yAcamAna	yAc	participle	dcs	stem-granularity
yAcan	disagree	yAcat	yAc	participle	dcs	stem-granularity
yAcanA	disagree	yAcana	yAcanA	nominal	dcs	genuine-or-ambiguous
yAcanAm	disagree	yAcana	yAcanA	nominal	dcs	genuine-or-ambiguous
yAcantIm	disagree	yAcat	yAc	participle	vidyut	stem-granularity
yAcantam	disagree	yAcat	yAc	participle	dcs	stem-granularity
yAcat	disagree	yAcat	yAc	participle	vidyut	stem-granularity
yAcatA	disagree	yAcat	yAc	participle	dcs	stem-granularity
yAcitAm	disagree	yAcita	yAc	participle	dcs	stem-granularity
yAcitAt	disagree	yAcita	yAc	participle	dcs	stem-granularity
yAcitO	disagree	yAcita	yAc	participle	dcs	stem-granularity
yAcitam	disagree	yAcita	yAc	participle	dcs	stem-granularity
yAcitas	disagree	yAcita	yAc	participle	dcs	stem-granularity
yAcitasya	disagree	yAcita	yAc	participle	dcs	stem-granularity
yAcitavAn	disagree	yAcitavat	yAc	participle	vidyut	stem-granularity
yAcitavyA	disagree	yAcitavya	yAc	participle	dcs	stem-granularity
yAcite	disagree	yAcita	yAc	participle	vidyut	stem-granularity
yAcitena	disagree	yAcita	yAc	participle	dcs	stem-granularity
yAcizyan	disagree	yAcizyat	yAc	participle	dcs	stem-granularity
yAcyam	disagree	yAcya	yAc	participle	dcs	stem-granularity
yAcyamAnA	disagree	yAcyamAna	yAc	participle	dcs	stem-granularity
yAcyamAnAs	disagree	yAcyamAna	yAc	participle	dcs	stem-granularity
yAcyamAnam	disagree	yAcyamAna	yAc	participle	dcs	stem-granularity
yAcyamAnas	disagree	yAcyamAna	yAc	participle	dcs	stem-granularity
yAdfSA	disagree	yAdfS	yAdfSa	nominal	dcs	stem-granularity
yAdfSAm	disagree	yAdfS	yAdfSa	nominal	dcs	stem-granularity
yAdfSAn	disagree	yAdfS	yAdfSa	nominal	dcs	stem-granularity
yAdfSAni	disagree	yAdfS	yAdfSa	nominal	dcs	stem-granularity
