hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form
saMdaMSavadana	saṃdaṃśavadana	pw	118959	7-041-b	0	76	0		0	sadaMSavadana:0.963	0	0		0	0
saMgAda	saṃgāda	pw	117608	7-019-b	0	115	0		0	samAdA:0.923	2	2	ben;pwg	0	0
saMgatala	saṃgatala	pw	117584	7-018-c	0	67	0		0	saMGatala:1.000	0	0		0	0
saMgrAmay	saṃgrāmay	pw	117665	7-020-b	0	139	0		0	saMgrAma:0.941	1	1	pwg	0	0
saMgrahasUtra	saṃgrahasūtra	pw	117647.1	7-020-a	0	24	0		0	sAMgrahasUtrika:0.929	1	1	pwg	0	0
saMjYAtar	saṃjñātar	pw	117967	7-026-a	0	132	0		0	saMjYAta:0.941	1	1	pwg	0	0
saMkaTya	saṃkathya	pw	221627	7-379-c	1	72	1	245	0	sAMkaTya:1.000	2	2	bhs;sch	0	0
saMmAda	saṃmāda	pw	121236	7-074-a	0	55	0		0	sammAda:1.000	3	3	ben;lrv;pwg	0	0
saMmAtar	saṃmātar	pw	121233	7-074-a	0	118	0		0	sammata:0.933	3	3	ccs;fri;pwg	0	0
saMmAtura	saṃmātura	pw	121235	7-074-a	0	67	0		0	sammAtura:1.000	4	4	ap;ap90;lrv;pwg	0	0
saMmIlitadruma	saṃmīlitadruma	pw	121256	7-074-b	0	107	0		0	sammIlitadruma:1.000	0	0		0	0
saMmaniman	saṃmaniman	pw	121219	7-074-a	0	53	0		0	sammaniman:1.000	1	1	pwg	0	0
saMmatIya	saṃmatīya	pw	121212	7-073-c	0	96	0		0	sammatIya:1.000	1	1	pwg	0	0
saMmatiman	saṃmatiman	pw	121211	7-073-c	0	90	0		0	sammatiman:1.000	1	1	pwg	0	0
saMmaya	saṃmaya	pw	121222	7-074-a	0	63	0		0	sammaya:1.000	1	1	pwg	0	0
saMmodanIya	saṃmodanīya	pw	221786	7-381-c	1	95	1	145	0	sammodanIya:1.000	2	2	bhs;sch	0	0
saMmuKavinaya	saṃmukhavinaya	pw	221784	7-381-b	1	118	1	264	0	sammuKavinaya:1.000	2	2	bhs;sch	0	0
saMmuKin	saṃmukhin	pw	121260	7-074-c	0	49	0		0	sammuKin:1.000	4	4	ap;ap90;lrv;pwg	0	0
saMpIti	saṃpīti	pw	120936	7-069-b	0	52	0		0	sampIti:1.000	3	3	ben;lrv;pwg	0	0
saMpadvara	saṃpadvara	pw	120883	7-068-b	0	73	0		0	sampadvara:1.000	2	2	lrv;pwg	0	0
saMpadvipada	saṃpadvipada	pw	120885	7-068-b	0	101	0		0	sampadvipada:1.000	1	1	pwg	0	0
saMpannaMkAram	saṃpannaṃkāram	pw	120888	7-068-c	0	108	0		0	sampannaMkAram:1.000	1	1	pwg	0	0
saMpannakrama	saṃpannakrama	pw	120886	7-068-c	0	82	0		0	sampannakrama:1.000	1	1	pwg	0	0
saMparAyaka	saṃparāyaka	pw	120895	7-068-c	0	60	0		0	samparAyaka:1.000	2	2	lrv;pwg	0	0
saMparIya	saṃparīya	pw	120901	7-068-c	0	56	0		0	samparIya:1.000	1	1	pwg	0	0
saMpara	saṃpara	pw	120893	7-068-c	0	49	0		0	sampara:1.000	1	1	pwg	0	0
saMpeza	saṃpeṣa	pw	120967	7-069-c	0	78	0		0	sampeza:1.000	1	1	pwg	0	0
saMpiDAna	saṃpidhāna	pw	120931	7-069-b	0	53	0		0	sampiDAna:1.000	1	1	pwg	0	0
saMprArTya	saṃprārthya	pw	121075	7-071-b	0	87	0		0		1	1	pwg	0	0
saMpraKyAna	saṃprakhyāna	pw	221764	7-381-b	1	78	1	133	0	sampraKyAna:1.000	2	2	bhs;sch	0	0
saMpraduta	saṃpraduta	pw	121011	7-070-b	0	109	0		0	sampraduta:1.000	1	1	pwg	0	0
saMpragarjita	saṃpragarjita	pw	120975	7-069-c	0	81	0		0	sampragarjita:1.000	0	0		0	0
saMprahAri	saṃprahāri	pw	121068	7-071-a	0	52	0		0	samprahAri:1.000	1	1	pwg	0	0
saMprajAna	saṃprajāna	pw	221766	7-381-b	1	82	1	281	0	samprajAna:1.000	2	2	bhs;sch	0	0
saMprayogin	saṃprayogin	pw	121034	7-070-c	0	112	0		0	samprayogin:1.000	6	6	ap;ap90;ben;lrv;pwg;sch	0	0
saMprayuktaka	saṃprayuktaka	pw	221771	7-381-b	1	97	1	114	0	samprayuktaka:1.000	2	2	ap;sch	0	0
saMpreza	saṃpreṣa	pw	121083	7-071-b	0	52	0		0	sampreza:1.000	1	1	pwg	0	0
saMrAjitar	saṃrājitar	pw	116583	7-003-a	0	81	0		0		1	1	pwg	0	0
saMskArakartar	saṃskārakartar	pw	116991	7-009-b	0	92	0		0		0	0		0	0
saMsprazwar	saṃspraṣṭar	pw	117068	7-010-c	0	73	0		0		1	1	pwg	0	0
saMvahitar	saṃvahitar	pw	116702	7-004-c	0	101	0		0		1	1	pwg	0	0
saMvary	saṃvary	pw	116688	7-004-b	0	52	0		1	saMvarya:0.933	1	1	pwg	0	0
saMvavyAKyA	saṃvavyākhyā	pw	116667.1	7-004-a	0	24	0		0		0	0		0	0
saMvoQar	saṃvoḍhar	pw	116801	7-006-b	0	79	0		0		1	1	pwg	0	0
saRqiSa	saṇḍiśa	pw	118006	7-026-c	0	65	0		0		4	3	mw72;pwg;shs;vcp	0	0
saYjimant	sañjimant	pw	117950	7-025-c	0	54	0		0	saYjimat:0.941	1	1	pwg	0	0
saccArA	saccārā	pw	117794	7-022-a	0	49	0		1	saccAra:1.000	10	9	ap;bur;lrv;mw72;pwg;shs;skd;vcp;wil;yat	0	0
sahitar	sahitar	pw	123283	7-105-a	0	90	0		0	sahita:0.923	1	1	pwg	0	0
sakftPala	sakṛtphala	pw	117260	7-013-c	0	176	0		1	sakftPalA:1.000	1	1	pwg	0	0
samAsavant	samāsavant	pw	120472	7-062-c	0	102	0		0	samAsavat:0.947	2	2	ben;pwg	0	0
samIda	samīda	pw	120561	7-064-a	0	50	0		1	samIdA:1.000	8	7	ben;bur;lrv;mw72;pwg;shs;wil;yat	0	0
samantamuKaDAraRI	samantamukhadhāraṇī	pw	119904	7-054-c	0	89	0		0	samantamuKaDAriRI:0.941	1	1	pwg	0	0
samavasarjya	samavasarjya	pw	120082	7-057-b	0	61	0		0		0	0		0	0
samay	samay	pw	119960	7-055-b	0	63	0		1		1	1	pwg	0	0
samazWIlA	samaṣṭhīlā	pw	120133	7-058-a	0	57	0		0	samazWilA:1.000	3	2	mw72;pwg;skd	0	0
samba	samba	pw	121094	7-071-c	0	76	0		1	Samba:1.000	8	7	bur;mw72;pwg;shs;skd;vcp;wil;yat	0	0
sambary	sambary	pw	121112	7-072-a	0	76	0		1	sambarya:0.933	1	1	pwg	0	0
samuditar	samuditar	pw	120671	7-065-c	0	105	0		0	samudita:0.941	1	1	pwg	0	0
samudrakaleKaka	samudrakalekhaka	pw	221755	7-381-a	1	171	0		0	samudraleKaka:0.929	1	1	sch	0	0
samuhitar	samuhitar	pw	120826	7-067-b	0	75	0		0		1	1	pwg	0	0
sanmAtar	sanmātar	pw	119256	7-046-b	0	88	0		0		0	0		0	0
sanukam	sanukam	pw	118866	7-039-b	0	61	0		0	sAnuka:0.923	1	1	pwg	0	0
sapiRqay	sapiṇḍay	pw	119342	7-047-b	0	240	0		1	sapiRqaya:0.941	1	1	pwg	0	0
saptarzimant	saptarṣimant	pw	119511	7-049-b	0	60	0		0	saptarzimat:0.957	1	1	pwg	0	0
sarB	sarbh	pw	121674	7-084-b	0	60	0		0	sarb:1.000	1	1	pwg	0	0
sarIi	sarīi	pw	121565.4	7-082-b	0	24	0		0		0	0		0	0
sarasIka	sarasīka	pw	121435	7-078-b	0	62	0		1	sarasika:1.000	2	2	pwg;vcp	0	0
sarasaMprata	sarasaṃprata	pw	121422	7-078-b	0	84	0		0	sarasamprata:1.000	1	1	pwg	0	0
saritvant	saritvant	pw	121477	7-079-b	0	51	0		0	saritvat:0.941	1	1	pwg	0	0
sarjakzAra	sarjakṣāra	pw	121565.3	7-082-b	0	24	0		0		0	0		0	0
sarjikAkzArA	sarjikākṣārā	pw	121565.2	7-082-b	0	24	0		1	sarjikAkzAra:1.000	0	0		0	0
sarpizkAmy	sarpiṣkāmy	pw	121657	7-084-a	0	89	0		1	sarpizkAmya:0.952	0	0		0	0
sarvAkaravaropeta	sarvākaravaropeta	pw	122226	7-091-a	0	61	0		0		1	1	pwg	0	0
sarvAnnaBojim	sarvānnabhojim	pw	122277	7-091-c	0	66	0		0	sarvAnnaBojin:0.923	0	0		0	0
sarvaDarmamudrA	sarvadharmamudrā	pw	121873	7-087-a	0	102	0		1	sarvaDarmamudra:1.000	2	2	bhs;pwg	0	0
sarvaDarmapraveSamudrA	sarvadharmapraveśamudrā	pw	121871	7-086-c	0	109	0		1	sarvaDarmapraveSamudra:1.000	2	2	bhs;pwg	0	0
sarvakAmy	sarvakāmy	pw	121695	7-084-c	0	58	0		1	sarvakAmya:0.947	1	1	pwg	0	0
sarvakaBArya	sarvakabhārya	pw	121680	7-084-b	0	77	0		0		1	1	pwg	0	0
sarvaroDaviroDasaMpraSamana	sarvarodhavirodhasaṃpraśamana	pw	221821	7-382-a	1	145	0		0	sarvaroDaviroDasampraSamana:1.000	2	2	bhs;sch	0	0
sasyaSUka	sasyaśūka	pw	122792	7-098-a	0	63	0		0	sasyaSuka:1.000	1	1	pwg	0	0
sattrApay	sattrāpay	pw	118136	7-028-a	0	52	0		1	sattrApaya:0.947	1	1	pwg	0	0
sattrAy	sattrāy	pw	118137	7-028-a	0	92	0		1	sattrAya:0.933	1	1	pwg	0	0
sattray	sattray	pw	118126	7-028-a	0	111	0		1	sattraya:0.933	1	1	pwg	0	0
sfpAku	sṛpāku	pw	129146	7-183-a	0	64	0		0		1	1	pwg	0	0
sfpraprahArin	sṛpraprahārin	pw	129153	7-183-a	0	83	0		0		0	0		0	0
siDmavant	sidhmavant	pw	125329	7-134-c	0	54	0		0	siDmavat:0.941	1	1	pwg	0	0
siDrakAvant	sidhrakāvant	pw	125334	7-134-c	0	57	0		0	siDrakAvat:0.952	1	1	pwg	0	0
siNGaRa	siṅghaṇa	pw	124980	7-129-a	0	60	0		0	SiNGaRa:1.000	1	0	mw72	0	0
siYcitA	siñcitā	pw	124994	7-129-c	0	60	0		0		5	4	ap;mw72;shs;skd;vcp	0	0
siYjAsTa	siñjāstha	pw	124997.1	7-129-c	0	24	0		0		0	0		0	0
sidDilI	siddhilī	pw	125304	7-133-c	0	63	0		0		6	5	mw72;pwg;shs;skd;wil;yat	0	0
sihlaBUmikA	sihlabhūmikā	pw	125488.2	7-136-c	0	24	0		0		1	1	skd	0	0
sihlaka	sihlaka	pw	125488	7-136-c	0	194	0		0	silaka:0.923	2	1	lrv;mw72	0	0
sihlasAra	sihlasāra	pw	125488.3	7-136-c	0	24	0		0	SilAsAra:0.941	0	0		0	0
sijimant	sijimant	pw	124990	7-129-c	0	52	0		0	sijimat:0.933	0	0		0	0
sinDutIrasaMBava	sindhutīrasaṃbhava	pw	125366	7-135-b	0	64	0		0	sinDutIrasamBava:1.000	1	1	pwg	0	0
sinduvAraka	sinduvāraka	pw	125343	7-135-a	0	102	0		0	sinDuvAraka:1.000	1	1	pwg	0	0
sirAparRa	sirāparṇa	pw	125438	7-136-a	0	79	0		0	SIrRaparRa:0.947	0	0		0	0
skuB	skubh	pw	130333	7-198-b	0	273	0		0		1	1	pwg	0	0
snAkzA	snākṣā	pw	131261	7-218-a	0	90	0		0	SUnAkza:0.923	1	1	pwg	0	0
snAtvI	snātvī	pw	131274	7-218-b	0	100	0		1		0	0		0	0
soQAy	soḍhāy	pw	129426	7-186-c	0	63	0		1		1	1	pwg	0	0
sowAy	soṭāy	pw	129420	7-186-c	0	47	0		1		0	0		0	0
spar	spar	pw	131400	7-220-a	0	59	0		1	sPar:1.000	4	4	ae;bor;ccs;pwg	0	0
sparitar	sparitar	pw	131404	7-220-a	0	61	0		0	sPArita:0.933	1	1	pwg	0	0
sparzwar	sparṣṭar	pw	131451	7-221-b	0	56	0		0		1	1	pwg	0	0
srOGnIy	sraughnīy	pw	131948	7-230-b	0	68	0		1	srOGnIya:0.933	0	0		0	0
sradBU	sradbhū	pw	131838	7-228-c	0	44	0		0		0	0		0	0
sragvant	sragvant	pw	131827	7-228-b	0	52	0		0	sragvat:0.933	1	1	pwg	0	0
srajvA	srajvā	pw	131837	7-228-c	0	90	0		1	srajvan:0.923	8	7	ap;ap90;lrv;mw72;pwg;shs;skd;vcp	0	0
srucay	srucay	pw	131903	7-230-a	0	73	0		1	srucaya:0.923	1	1	pwg	0	0
srucy	srucy	pw	131906	7-230-a	0	65	0		1		1	1	pwg	0	0
srugmant	srugmant	pw	131897	7-229-c	0	85	0		0	srugmat:0.933	1	1	pwg	0	0
srugvant	srugvant	pw	131898	7-230-a	0	80	0		0	srugvat:0.933	1	1	pwg	0	0
stAmBAyanya	stāmbhāyanya	pw	130507	7-202-a	0	72	0		0	stAmBAyana:0.952	0	0		0	0
stabDasaMBAra	stabdhasaṃbhāra	pw	130427	7-200-a	0	71	0		0	stabDasamBAra:1.000	1	1	pwg	0	0
stanUna	stanūna	pw	130401	7-199-c	0	58	0		0		1	1	pwg	0	0
stanutar	stanutar	pw	130400	7-199-b	0	41	0		0	sanutar:0.933	1	1	pwg	0	0
starkz	starkṣ	pw	130477	7-202-a	0	44	0		0		1	1	pwg	0	0
stomay	stomay	pw	130630	7-204-b	0	52	0		1	stomaya:0.923	1	1	pwg	0	0
strIMmanya	strīṃmanya	pw	130736	7-205-b	0	60	0		0	strImmanya:1.000	1	1	pwg	0	0
strIdehArGa	strīdehārgha	pw	130687	7-204-c	0	115	0		0		0	0		0	0
stritarA	stritarā	pw	130650	7-204-b	0	52	0		0	strItarA:1.000	2	2	lrv;pwg	0	0
striyaMmanya	striyaṃmanya	pw	130651	7-204-b	0	68	0		0	striyammanya:1.000	1	1	pwg	0	0
suBagaMBavizRu	subhagaṃbhaviṣṇu	pw	127051	7-156-b	0	80	0		0	suBagamBavizRu:1.000	1	1	pwg	0	0
suBrAtar	subhrātar	pw	127130	7-157-c	0	92	0		0	SuBratA:0.933	1	1	pwg	0	0
suKASaka	sukhāśaka	pw	125921	7-142-a	0	68	0		0	suKAsakta:0.941	5	5	lrv;pwg;shs;wil;yat	0	0
suKAlukA	sukhālukā	pw	125907	7-141-c	0	78	0		0	sukAlukA:1.000	1	1	pwg	0	0
suKArjika	sukhārjika	pw	125904	7-141-c	0	99	0		0	sUkarika:0.941	0	0		0	0
suKasuKa	sukhasukha	pw	125876	7-141-b	0	54	0		0	suKAsuKa:1.000	2	2	pwg;sch	0	0
suKy	sukhy	pw	125956	7-142-b	0	48	0		1		1	1	pwg	0	0
suSayikA	suśayikā	pw	128117	7-169-c	0	50	0		0		1	1	pwg	0	0
sudAtar	sudātar	pw	126311	7-147-a	0	97	0		0	suDAta:0.923	0	0		0	0
sudIrGarAjIvaPalA	sudīrgharājīvaphalā	pw	126351	7-147-c	0	65	0		0	sudIrGajIvaPalA:0.938	1	1	pwg	0	0
sudinAy	sudināy	pw	126335	7-147-b	0	68	0		1	sudinAya:0.933	1	1	pwg	0	0
sudrazwar	sudraṣṭar	pw	126432	7-148-c	0	120	0		0		1	1	pwg	0	0
sukfty	sukṛty	pw	125703	7-139-b	0	70	0		1	sukftyA:0.923	1	1	pwg	0	0
sulavant	sulavant	pw	127759	7-165-b	0	52	0		0	sulavat:0.933	1	1	pwg	0	0
sumAtar	sumātar	pw	127244	7-159-a	0	83	0		0	sumata:0.923	1	1	pwg	0	0
sumanAy	sumanāy	pw	127183	7-158-b	0	66	0		1	sumanAya:0.933	1	1	pwg	0	0
suraNgayuj	suraṅgayuj	pw	127386	7-160-c	0	108	0		0		5	5	ap;pwg;shs;wil;yat	0	0
surajAy	surajāy	pw	127394	7-161-a	0	68	0		1	surajAya:0.933	1	1	pwg	0	0
surasaMBavA	surasaṃbhavā	pw	127562	7-163-a	0	75	0		0	surasamBavA:1.000	1	1	pwg	0	0
susAravant	susāravant	pw	128405	7-173-b	0	52	0		0	susAravat:0.947	1	1	pwg	0	0
susTAla	susthāla	pw	128448	7-173-c	0	78	0		0	susTala:1.000	1	1	pwg	0	0
susavI	susavī	pw	128386	7-173-a	0	48	0		1	suSavI:1.000	6	6	ap;pwg;shs;skd;wil;yat	0	0
suvarDayitar	suvardhayitar	pw	127913	7-167-a	0	74	0		0		1	1	pwg	0	0
suvarzaka	suvarṣaka	pw	127921	7-167-a	0	82	0		0		0	0		0	0
sv	sv	pw	131954	7-230-c	0	77	0		1		1	1	pwg	0	0
svANgi	svāṅgi	pw	132924	7-243-c	0	67	0		1		1	1	pwg	0	0
svAQyaMBava	svāḍhyaṃbhava	pw	132937	7-244-a	0	69	0		0	svAQyamBava:1.000	1	1	pwg	0	0
svApakIy	svāpakīy	pw	133046	7-245-b	0	107	0		1	svApakIya:0.941	1	1	pwg	0	0
svAy	svāy	pw	133087	7-245-c	0	52	0		1		1	1	pwg	0	0
svaHkAmy	svaḥkāmy	pw	131957	7-230-c	0	67	0		1	svaHkAmya:0.941	1	1	pwg	0	0
svacCawI	svacchaṭī	pw	132013	7-231-b	0	58	0		0		1	1	pwg	0	0
svakArTa	svakārtha	pw	222023	7-384-b	1	112	0		0	svAkAra:0.933	1	1	sch	0	0
svarRamAtar	svarṇamātar	pw	132643	7-240-b	0	72	0		0		1	1	pwg	0	0
svarRavarRA	svarṇavarṇā	pw	132663	7-240-b	0	53	0		1	svarRavarRa:1.000	7	7	ap;pwg;shs;skd;vcp;wil;yat	0	0
svarasAda	svarasāda	pw	132470	7-238-a	0	83	0		0		0	0		0	0
svedamAtar	svedamātar	pw	133230	7-248-a	0	72	0		0		0	0		0	0
tAdayani	tādayani	pw	45166	3-020-c	0	77	0		0	tAdAyani:1.000	1	1	pwg	0	0
tAlatI	tālatī	pw	45525	3-025-b	0	48	0		0		1	1	pwg	0	0
tAmasavana	tāmasavana	pw	45259	3-022-a	0	72	0		0	tamasAvana:1.000	2	2	pwg;sch	0	0
tAndana	tāndana	pw	45205	3-021-a	0	49	0		0	tanudAna:0.933	4	3	mw72;pwg;wil;yat	0	0
tArIzI	tārīṣī	pw	45467.1	3-024-b	0	23	0		0		0	0		0	0
tArIza	tārīṣa	pw	45467	3-024-b	0	93	0		0	tarIza:1.000	6	5	bur;mw72;pwg;shs;wil;yat	0	0
tArayitar	tārayitar	pw	45419	3-024-a	0	72	0		0		1	1	pwg	0	0
tAvaMtka	tāvaṃtka	pw	217825	7-345-c	1	71	0		0	tAvatka:0.933	0	0		0	0
tAwAvacara	tāṭāvacara	pw	217791	7-345-b	1	110	1	218,16	0		1	1	sch	0	0
tElaBAvinI	tailabhāvinī	pw	47012	3-043-c	0	69	0		0		5	5	ap;lrv;pwg;skd;vcp	0	0
tElaMpAtA	tailaṃpātā	pw	47014	3-043-c	0	57	0		0	tElampAtA:1.000	3	3	ap;ap90;pwg	0	0
tEntiqIka	taintiḍīka	pw	46964	3-043-b	0	115	0		0		4	3	ap;mw72;pwg;vcp	0	0
tEraRI	tairaṇī	pw	46971.2	3-043-b	0	23	0		1		2	2	skd;vcp	0	0
tEtalAyani	taitalāyani	pw	46937	3-043-a	0	71	0		0		1	0	mw72	0	0
tIkzRapatra	tīkṣṇapatra	pw	46033	3-032-a	0	162	0		0	tIkzRapattra:0.957	4	4	shs;vcp;wil;yat	0	0
tIrTikAvakrAntaka	tīrthikāvakrāntaka	pw	217862	7-346-a	1	139	1	271,4	0		1	1	sch	0	0
tOdiya	taudiya	pw	47155	3-045-b	0	67	0		0		2	1	mw72;pwg	0	0
tUbarIkA	tūbarīkā	pw	46591	3-039-b	0	60	0		0	tUbarikA:1.000	0	0		0	0
tUryamARa	tūryamāṇa	pw	46612	3-039-b	0	40	0		0		1	1	pwg	0	0
tUryamAna	tūryamāna	pw	46612.1	3-039-b	0	23	0		0	turIyamAna:0.947	0	0		0	0
tUtujit	tūtujit	pw	46583	3-039-a	0	83	0		0	tUtuji:0.923	1	1	pwg	0	0
tUzRISIla	tūṣṇīśīla	pw	46653	3-040-a	0	74	0		0	tUzRIMSIla:0.947	3	3	pwg;shs;yat	0	0
tUzRoMviprakramaRa	tūṣṇoṃviprakramaṇa	pw	217899	7-346-b	1	172	1	261,81	0	tUzRIMviprakramaRa:0.944	0	0		0	0
taTAgatacintyaguhyanirdeSa	tathāgatacintyaguhyanirdeśa	pw	217696	7-344-c	1	362	1	65,30	0		1	1	sch	0	0
taTAgatagupta	tathāgatagupta	pw	44272	3-005-a	0	79	0		0		1	1	pwg	0	0
taTAgatajYAnamudrAsamADi	tathāgatajñānamudrāsamādhi	pw	217696.1	7-344-c	1	24	0		0		1	1	bhs	0	0
taTAgatakUpa	tathāgatakūpa	pw	44268	3-005-a	0	76	0		0		1	1	pwg	0	0
taTAgatamahAkaruRAnirdeSa	tathāgatamahākaruṇānirdeśa	pw	217696.2	7-344-c	1	24	0		0		1	1	bhs	0	0
taTAgatotpattisaMBavanirdeSa	tathāgatotpattisaṃbhavanirdeśa	pw	217696.3	7-344-c	1	24	0		0		1	1	bhs	0	0
taTAkArin	tathākārin	pw	217695	7-344-c	1	95	1	126,59	0	tatkArin:0.941	1	1	sch	0	0
tabalakfti	tabalakṛti	pw	44678	3-012-b	0	68	0		0	tabalAkfti:1.000	0	0		0	0
tada	tada	pw	44299	3-005-c	0	95	0		1	tadA:1.000	2	2	pwg;wil	0	0
tagarapAdI	tagarapādī	pw	44078.2	3-002-a	0	23	0		1	tagarapAdi:1.000	1	1	vcp	0	0
takzitar	takṣitar	pw	44073	3-002-a	0	68	0		0		1	1	pwg	0	0
talavarga	talavarga	pw	217778	7-345-b	1	106	0		0	talavara:0.941	2	2	bhs;sch	0	0
tamastamaHparAyaRa	tamastamaḥparāyaṇa	pw	217751	7-345-a	1	87	1	147	0		1	1	sch	0	0
tamojyotizparAyaRa	tamojyotiṣparāyaṇa	pw	217754	7-345-a	1	87	1	147	0		1	1	sch	0	0
tannI	tannī	pw	44548.1	3-009-c	0	23	0		1	tanni:1.000	2	1	mw72;pwg	0	0
tantasy	tantasy	pw	44463	3-008-c	0	64	0		1	tantasya:0.933	1	1	pwg	0	0
tanuvAraBasa	tanuvārabhasa	pw	44422	3-008-a	0	73	0		0		4	4	sch;shs;wil;yat	0	0
tarItar	tarītar	pw	44829	3-015-c	0	66	0		0	taritA:0.923	1	1	pwg	0	0
tarP	tarph	pw	44967	3-018-a	0	53	0		0		1	1	pwg	0	0
tarUtar	tarūtar	pw	44889	3-016-b	0	66	0		0	tarutA:0.923	1	1	pwg	0	0
taraRy	taraṇy	pw	44777	3-015-b	0	46	0		1	taraRya:0.923	1	1	pwg	0	0
tariRy	tariṇy	pw	44820	3-015-c	0	65	0		0		1	1	pwg	0	0
taritar	taritar	pw	44821	3-015-c	0	66	0		0	tArita:0.923	1	1	pwg	0	0
tarkila	tarkila	pw	44926	3-017-a	0	66	0		0	takila:0.923	5	5	bur;shs;vcp;wil;yat	0	0
tarkuSARa	tarkuśāṇa	pw	44933	3-017-a	0	117	0		0	tarusAra:0.941	5	5	pwg;shs;vcp;wil;yat	0	0
tarkz	tarkṣ	pw	44935	3-017-a	0	45	0		1		1	1	pwg	0	0
tarpili	tarpili	pw	44966	3-018-a	0	78	0		0		1	1	pwg	0	0
tarpilikA	tarpilikā	pw	44966.1	3-018-a	0	23	0		0		0	0		0	0
tatoBavant	tatobhavant	pw	44181	3-003-b	0	55	0		0	tatoBavat:0.947	1	1	pwg	0	0
tattvasaMcaya	tattvasaṃcaya	pw	44228.04	3-004-b	0	23	0		0		1	1	pwg	0	0
tejaHsaMBava	tejaḥsaṃbhava	pw	46885	3-042-b	0	52	0		0	tejaHsamBava:1.000	1	1	pwg	0	0
teqa	teḍa	pw	46913	3-042-c	0	61	0		0		0	0		0	0
tfRAMhripa	tṛṇāṃhripa	pw	46745	3-040-c	0	89	0		0		2	2	pwg;vcp	0	0
tfRANGripa	tṛṇāṅghripa	pw	46749	3-040-c	0	75	0		0		1	1	pwg	0	0
tfRamatkuRa	tṛṇamatkuṇa	pw	46721	3-040-c	0	65	0		0		5	5	lrv;shs;vcp;wil;yat	0	0
tfmPaRIya	tṛmphaṇīya	pw	46826	3-041-c	0	83	0		0	tfmpaRIya:1.000	1	0	mw72	0	0
tfmPaRa	tṛmphaṇa	pw	46825	3-041-c	0	77	0		0	tfmpaRa:1.000	2	1	mw72;pwg	0	0
tfpAy	tṛpāy	pw	46805	3-041-b	0	63	0		1		1	1	pwg	0	0
tfptAy	tṛptāy	pw	46810	3-041-b	0	74	0		0		1	1	pwg	0	0
tfptin	tṛptin	pw	46815	3-041-c	0	63	0		0		2	1	mw72;pwg	0	0
tiktakAndikA	tiktakāndikā	pw	45642.1	3-027-a	0	23	0		0	tiktakandikA:1.000	0	0		0	0
tilakocavaka	tilakocavaka	pw	217849	7-345-d	1	101	1	238,29	0		2	2	bhs;sch	0	0
tilicCa	tiliccha	pw	45980	3-031-a	0	75	0		0		1	1	pwg	0	0
tirasy	tirasy	pw	45835	3-029-b	0	52	0		1	tirasya:0.923	1	1	pwg	0	0
toyAdivAsinI	toyādivāsinī	pw	47110	3-044-c	0	111	0		0	toyADivAsinI:1.000	0	0		0	0
toyam	toyam	pw	47090	3-044-c	0	65	0		1		2	2	ap;pwg	0	0
trEgartAyani	traigartāyani	pw	48005	3-056-c	0	48	0		1		0	0		0	0
trapra	trapra	pw	47231	3-046-c	0	73	0		0		2	1	mw72;pwg	0	0
trapuwI	trapuṭī	pw	47225	3-046-c	0	99	0		0		4	3	mw72;pwg;skd;vcp	0	0
trayaDA	trayadhā	pw	47235	3-046-c	0	108	0		0		3	3	cae;ccs;gra	0	0
triSiKin	triśikhin	pw	47850	3-054-c	0	73	0		0	triSiKI:0.933	1	1	pwg	0	0
tridAlikA	tridālikā	pw	47491	3-050-b	0	67	0		0	tridalikA:1.000	4	4	pwg;shs;wil;yat	0	0
tridaSan	tridaśan	pw	47467	3-050-a	0	53	0		1	tridaSa:0.933	3	3	shs;wil;yat	0	0
tridant	tridant	pw	47458	3-050-a	0	124	0		1	tridantI:0.933	1	1	pwg	0	0
triguRA	triguṇā	pw	47410	3-049-b	0	70	0		1	triguRa:1.000	3	3	ap;lrv;skd	0	0
trikARqaka	trikāṇḍaka	pw	217937	7-346-c	1	67	1	245,313	0		1	1	sch	0	0
trikvan	trikvan	pw	47390	3-049-a	0	84	0		0		1	1	pwg	0	0
triprAtihAryasaMpanna	triprātihāryasaṃpanna	pw	217960	7-346-d	1	121	1	1,73	0	triprAtihAryasampanna:1.000	1	1	sch	0	0
trowihasta	troṭihasta	pw	48097	3-057-c	0	49	0		0		6	6	lrv;pwg;shs;vcp;wil;yat	0	0
tryAyaRa	tryāyaṇa	pw	48152	3-058-b	0	86	0		0		0	0		0	0
tuBa	tubha	pw	46280	3-035-a	0	54	0		1		10	9	inm;krm;lrv;mw72;pwg;shs;skd;vcp;wil;yat	0	0
tuRava	tuṇava	pw	217866	7-346-a	1	140	1	218,8	0	tURava:1.000	2	2	bhs;sch	0	0
tuRqikerikA	tuṇḍikerikā	pw	46236	3-034-c	0	87	0		0		2	1	mw72;pwg	0	0
tulAGawa	tulāghaṭa	pw	46417	3-037-a	0	94	0		0		0	0		0	0
tuliPalA	tuliphalā	pw	46437.1	3-037-b	0	23	0		0	tUliPalA:1.000	5	5	pwg;shs;skd;vcp;wil	0	0
tumUla	tumūla	pw	46286	3-035-b	0	34	0		0	tumula:1.000	2	2	pwg;yat	0	0
