hw_slp1	iast	src	pwk_L	pwk_pc	also_pwkvn	body_chars	mahavy	mahavy_refs	mw_stem_variant	mw_near	corr_n	corr_n_ex_mw72	corr_dicts	dcs_lemma	dcs_form
Dar	dhar	pw	54597	3-145-b	0	60	0		1	DaR:1.000	4	4	ccs;fri;pwg;sch	0	0
DarANkura	dharāṅkura	pw	54632	3-145-c	0	53	0		0	DArANkura:1.000	1	1	pwg	0	0
DaraRIpalava	dharaṇīpalava	pw	54618.1	3-145-c	0	23	0		0	DaraRIplava:0.957	0	0		0	0
Darj	dharj	pw	54658	3-146-a	0	44	0		0		1	1	pwg	0	0
Darm	dharm	pw	54668	3-146-b	0	55	0		1		1	1	pwg	0	0
DarmADikAraRin	dharmādhikāraṇin	pw	54936.1	3-149-c	0	23	0		0	DarmADikArin:0.923	0	0		0	0
DarmAy	dharmāy	pw	54953	3-149-c	0	56	0		1	DarmAya:0.923	1	1	pwg	0	0
DarmakIlaka	dharmakīlaka	pw	54682	3-146-c	0	106	0		0		0	0		0	0
DarmakaTika	dharmakathika	pw	54671.1	3-146-b	0	23	0		0		2	2	bhs;ieg	0	0
Darmodrata	dharmodrata	pw	218470	7-350-d	1	119	1	21,63	0		0	0		0	0
DenudugDakara	dhenudugdhakara	pw	55794	3-167-a	0	100	0		0		2	2	pwg;vcp	0	0
Diy	dhiy	pw	55387	3-160-c	0	72	0		1		1	1	pwg	0	0
DiyAMpati	dhiyāṃpati	pw	55393	3-160-c	0	122	0		0	DiyAmpati:1.000	2	2	lrv;pwg	0	0
DrAkzAmant	dhrākṣāmant	pw	55936	3-168-c	0	56	0		0	DrAkzAmat:0.947	0	0		0	0
DvANkzanASikA	dhvāṅkṣanāśikā	pw	56096.1	3-171-b	0	23	0		0	DvANkzanAsikA:1.000	0	0		0	0
DvAjavadAyani	dhvājavadāyani	pw	207513	5-257-b	1	118	0		0		1	1	sch	0	0
DvAjavatAyani	dhvājavatāyani	pw	207512	5-257-b	1	118	0		0		1	1	sch	0	0
DvAjavata	dhvājavata	pw	207511	5-257-a	1	143	0		0	Dvajavat:0.941	1	1	sch	0	0
DvAntavitta	dhvāntavitta	pw	56109	3-171-b	0	58	0		0		4	4	shs;vcp;wil;yat	0	0
DvaMsakalA	dhvaṃsakalā	pw	56007	3-170-a	0	53	0		0		2	2	pwg;vcp	0	0
DvanilAlA	dhvanilālā	pw	207508	5-257-a	1	132	0		0		1	1	sch	0	0
DvanilIlA	dhvanilīlā	pw	207508.1	5-257-a	1	24	0		0		0	0		0	0
DyAmI	dhyāmī	pw	55917	3-168-c	0	66	0		1		0	0		0	0
DyAman	dhyāman	pw	55916	3-168-c	0	148	0		1		9	8	ap;ap90;lrv;mw72;pwg;shs;vcp;wil;yat	0	0
EcCantika	aicchantika	pw	215523	7-328-a	1	119	1	110	0		1	1	sch	0	0
EhipaSyika	aihipaśyika	pw	215535	7-328-b	1	116	1	63	0		2	2	bhs;sch	0	0
Ejya	aijya	pw	22448	1-274-b	0	62	0		0	ejya:1.000	1	1	pwg	0	0
EkAgra	aikāgra	pw	22420	1-274-b	0	64	0		0	ekAgra:1.000	4	4	ap;ap90;pwg;vcp	0	0
EkIya	aikīya	pw	22437	1-274-b	0	48	0		0	ekIya:1.000	1	1	pwg	0	0
Eli	aili	pw	22561	1-276-a	0	87	0		1		0	0		0	0
EndrajAlya	aindrajālya	pw	22492	1-275-a	0	120	0		0	EndrajAla:0.947	0	0		0	0
Erakya	airakya	pw	22539	1-275-c	0	66	0		0		2	2	pwg;vcp	0	0
Ezikya	aiṣikya	pw	22581	1-276-a	0	119	0		0		0	0		0	0
EzwakAvata	aiṣṭakāvata	pw	22589	1-276-b	0	60	0		0		1	1	pwg	0	0
GanodBava	ghanodbhava	pw	37824	2-198-a	0	88	0		0		0	0		0	0
GarGUGA	gharghūghā	pw	37839.1	2-198-b	0	23	0		0	GarGurGA:0.933	2	2	wil;yat	0	0
GarR	gharṇ	pw	37840	2-198-b	0	77	0		0		1	1	pwg	0	0
Garz	gharṣ	pw	37880	2-198-c	0	61	0		1		3	3	ccs;pwg;stc	0	0
GftAcIgarBasaMBavA	ghṛtācīgarbhasaṃbhavā	pw	38065	2-201-a	0	90	0		0	GftAcIgarBasamBavA:1.000	2	2	ap;pwg	0	0
GiR	ghiṇ	pw	37923	2-199-b	0	46	0		0	gir:1.000	2	2	bop;yat	0	0
Gowakamfga	ghoṭakamṛga	pw	217102	7-340-a	1	139	1	213,29	0		2	2	bhs;sch	0	0
GraRR	ghraṇṇ	pw	38162	2-202-b	0	48	0		0		1	1	pwg	0	0
GuMz	ghuṃṣ	pw	37926	2-199-b	0	51	0		0		3	2	ben;mw72;pwg	0	0
IRmant	īṇmant	pw	17457	1-212-b	0	62	0		0	IrmAnta:0.923	1	1	pwg	0	0
ISay	īśay	pw	17518	1-213-b	0	68	0		0		1	1	pwg	0	0
ISvaramallikA	īśvaramallikā	pw	17553	1-214-a	0	91	0		0		0	0		0	0
IzADara	īṣādhara	pw	214658	7-322-a	1	193	1	194	0	IzADAra:1.000	2	2	bhs;sch	0	0
IzadAdyaMBava	īṣadādyaṃbhava	pw	17580	1-214-b	0	86	0		0	IzadAQyaMBava:0.923	0	0		0	0
IzadAdyaMkara	īṣadādyaṃkara	pw	17579	1-214-b	0	71	0		0	IzadAQyaMkara:0.923	0	0		0	0
Izadvilaya	īṣadvilaya	pw	17586	1-214-b	0	64	0		0		0	0		0	0
Izatpramaya	īṣatpramaya	pw	205428	4-296-b	1	80	0		0		1	1	sch	0	0
Jakawa	jhakaṭa	pw	207314	5-255-a	1	59	0		0		1	1	sch	0	0
JazANka	jhaṣāṅka	pw	43745	2-281-c	0	93	0		0	jAzaka:0.923	6	6	pwg;sch;shs;vcp;wil;yat	0	0
JiYJarizwA	jhiñjhariṣṭā	pw	43766	2-281-c	0	70	0		0		0	0		0	0
KARu	khāṇu	pw	216676	7-336-c	1	106	1	245,564	0	Karu:1.000	3	3	bhs;ieg;sch	0	0
KAYjArAyaRa	khāñjārāyaṇa	pw	33687.1	2-139-b	0	23	0		0		0	0		0	0
KAdatAcAmatA	khādatācāmatā	pw	33739	2-140-a	0	91	0		0	KAdatAcamatA:1.000	0	0		0	0
KAdyakacAraka	khādyakacāraka	pw	216681	7-336-c	1	140	1	274,4	0		2	2	bhs;sch	0	0
KaNkara	khaṅkara	pw	33202	2-133-c	0	50	0		0	KaNKara:1.000	7	6	bur;mw72;pwg;shs;vcp;wil;yat	0	0
KaRqaPulla	khaṇḍaphulla	pw	216639	7-336-b	1	106	1	281,225	0		1	1	sch	0	0
KaYjAhva	khañjāhva	pw	216625	7-336-b	1	94	1	213,140	0		2	2	bhs;sch	0	0
KaYjarIwarata	khañjarīṭarata	pw	33235	2-134-a	0	73	0		0		0	0		0	0
KadirIya	khadirīya	pw	33433	2-136-b	0	54	0		0		1	1	pwg	0	0
Kadiravant	khadiravant	pw	33427	2-136-b	0	172	0		0		1	1	pwg	0	0
Kalaka	khalaka	pw	33596	2-138-b	0	48	0		0	kalaka:1.000	5	5	bhs;ieg;lrv;pwg;vcp	0	0
Kaleha	khaleha	pw	33633.2	2-139-a	0	23	0		0		0	0		0	0
Kallaka	khallaka	pw	33639	2-139-a	0	126	0		0	kalaka:0.923	1	1	bhs	0	0
Kaluc	khaluc	pw	33625.1	2-138-c	0	23	0		0		1	1	sch	0	0
Kaluk	khaluk	pw	33625	2-138-c	0	78	0		0		2	2	skd;vcp	0	0
KalupaScAdBaktika	khalupaścādbhaktika	pw	216665	7-336-c	1	159	1	49	0		2	2	bhs;sch	0	0
KamBIrapati	khambhīrapati	pw	216651	7-336-b	1	85	1	186,33	0		2	2	bhs;sch	0	0
Kaqavant	khaḍavant	pw	33288	2-134-c	0	52	0		0	Kaqavat:0.933	1	1	pwg	0	0
KaqgArIwa	khaḍgārīṭa	pw	33322	2-135-a	0	139	0		0	KaqgAriwa:1.000	3	2	mw72;pwg;vcp	0	0
KarIkA	kharīkā	pw	33551	2-137-c	0	95	0		0	KarikA:1.000	0	0		0	0
KarakkARa	kharakkāṇa	pw	33483	2-137-a	0	53	0		0	kArakara:0.941	0	0		0	0
Karba	kharba	pw	33579	2-138-a	0	45	0		1		13	13	ap;ap90;ben;bop;bur;krm;lrv;pwg;shs;stc;vcp;wil;yat	0	0
KaruKarA	kharukharā	pw	216657	7-336-c	1	90	1	192	0	karUkara:1.000	2	2	bhs;sch	0	0
KasAlmaja	khasālmaja	pw	33671	2-139-b	0	62	0		0		0	0		0	0
KasaMBavA	khasaṃbhavā	pw	33668	2-139-b	0	71	0		0	KasamBavA:1.000	1	1	pwg	0	0
Kasakanna	khasakanna	pw	33663.1	2-139-b	0	23	0		0		0	0		0	0
Kavant	khavant	pw	33651	2-139-a	0	90	0		0		2	2	pwg;sch	0	0
KawvASa	khaṭvāśa	pw	33279	2-134-b	0	63	0		0	kawivAsa:0.933	0	0		0	0
KawvIy	khaṭvīy	pw	33281	2-134-b	0	64	0		1	KawvIya:0.923	1	1	pwg	0	0
KelAy	khelāy	pw	33917	2-142-a	0	55	0		1		1	1	pwg	0	0
Keqaka	kheḍaka	pw	33898	2-142-a	0	35	0		0		0	0		0	0
Keqqa	kheḍḍa	pw	207140	5-253-a	1	73	0		0		1	1	sch	0	0
KeqqatAla	kheḍḍatāla	pw	207140.1	5-253-a	1	24	0		0		0	0		0	0
KewwitAla	kheṭṭitāla	pw	33895	2-141-c	0	53	0		0	KewitAla:0.941	0	0		0	0
KiNga	khiṅga	pw	33810	2-140-c	0	46	0		0		2	2	pwg;sch	0	0
KuluNgikA	khuluṅgikā	pw	33867	2-141-b	0	66	0		0		0	0		0	0
KuroparibanDana	khuroparibandhana	pw	33865	2-141-b	0	70	0		0		0	0		0	0
LaNkoyikA	ḻaṅkoyikā	pw	95592.1	5-214-b	0	23	0		0	laNkoyikA:1.000	0	0		0	0
OdaYci	audañci	pw	22836	1-278-c	0	107	0		0		2	2	pwg;vcp	0	0
OdameGeya	audamegheya	pw	22848	1-279-a	0	57	0		0	OdameGyA:0.941	0	0		0	0
Odameyi	audameyi	pw	22850	1-279-a	0	102	0		0		2	2	pwg;vcp	0	0
OdgAhamAnIya	audgāhamānīya	pw	22881	1-279-b	0	62	0		0		0	0		0	0
Olandaka	aulandaka	pw	23069	1-281-b	0	54	0		0		1	1	pwg	0	0
OpacAkavi	aupacākavi	pw	22917	1-279-c	0	71	0		0		1	1	pwg	0	0
OpakUla	aupakūla	pw	22909	1-279-c	0	58	0		0		1	1	pwg	0	0
OparEDika	auparaidhika	pw	22960	1-280-b	0	97	0		0		2	1	mw72;pwg	0	0
OparODika	auparaudhika	pw	22960.1	1-280-b	0	23	0		0	OparoDika:1.000	4	3	ap;ap90;mw72;pwg	0	0
Opavastika	aupavastika	pw	22965	1-280-b	0	73	0		0	OpavasaTika:0.952	1	1	pwg	0	0
OpaveSika	aupaveśika	pw	22975	1-280-b	0	93	0		0		5	4	ap90;lrv;mw72;pwg;vcp	0	0
OqI	auḍī	pw	22780.1	1-278-b	0	23	0		0		0	0		0	0
Oqa	auḍa	pw	22780	1-278-b	0	70	0		0	oqa:1.000	4	4	ap;ap90;pwg;vcp	0	0
OqulomyA	auḍulomyā	pw	22788	1-278-b	0	70	0		0		1	1	pwg	0	0
OrRAvata	aurṇāvata	pw	23043	1-281-a	0	87	0		0	OrRAvatya:0.941	1	1	pwg	0	0
Otputika	autputika	pw	22819	1-278-c	0	54	0		0		2	2	pwg;vcp	0	0
PaNgA	phaṅgā	pw	207891	5-261-b	1	102	0		0		1	1	sch	0	0
PaYjiputrikA	phañjiputrikā	pw	75228.1	4-200-a	0	23	0		0	PaYjiputtrikA:0.960	4	4	pwg;shs;wil;yat	0	0
PalasaMBArA	phalasaṃbhārā	pw	75393	4-202-b	0	75	0		0	PalasamBArA:1.000	1	1	pwg	0	0
PalasaMbadDa	phalasaṃbaddha	pw	75392	4-202-b	0	72	0		0	PalasambadDa:1.000	1	1	pwg	0	0
Paraka	pharaka	pw	207892	5-261-b	1	201	0		0	paraka:1.000	1	1	sch	0	0
Pullavant	phullavant	pw	75554	4-204-a	0	52	0		0	Pullavat:0.941	1	1	pwg	0	0
SA	śā	pw	111157	6-217-c	0	55	0		1	Sa:1.000	9	9	cae;ccs;fri;gra;md;pwg;sch;shs;stc	0	0
SADI	śādhī	pw	111486.1	6-221-c	0	24	0		0	saDI:1.000	0	0		0	0
SADi	śādhi	pw	111486	6-221-c	0	73	0		0	sAdi:1.000	2	2	bur;pwg	0	0
SARottarIya	śāṇottarīya	pw	111413	6-221-a	0	78	0		0		1	1	pwg	0	0
SAkanDeya	śākandheya	pw	111189	6-218-a	0	71	0		0		0	0		0	0
SAkuRa	śākuṇa	pw	111256	6-219-a	0	54	0		0	Sakura:1.000	9	8	ap;ap90;bur;mw72;pwg;shs;vcp;wil;yat	0	0
SAkyaboDi	śākyabodhi	pw	111296.1	6-219-b	0	24	0		0		0	0		0	0
SAkyavarDana	śākyavardhana	pw	111304.1	6-219-c	0	24	0		0		0	0		0	0
SAlIBartar	śālībhartar	pw	111910	6-227-b	0	88	0		0		0	0		0	0
SAlaNkAyanajIvasU	śālaṅkāyanajīvasū	pw	111790	6-226-a	0	77	0		0		4	4	ap;shs;wil;yat	0	0
SAlinIkaraRa	śālinīkaraṇa	pw	111881	6-227-a	0	68	0		0	SAlInIkaraRa:1.000	4	4	pwg;shs;wil;yat	0	0
SAlyUhI	śālyūhī	pw	111942	6-228-a	0	79	0		0		1	1	pwg	0	0
SAntiguha	śāntiguha	pw	111532	6-222-b	0	86	0		0		0	0		0	0
SArNgaravin	śārṅgaravin	pw	111749	6-225-b	0	92	0		0	SArNgaravI:0.952	1	1	pwg	0	0
SAralomi	śāralomi	pw	111689	6-224-b	0	109	0		1	SAralomI:1.000	0	0		0	0
SAstraSilpan	śāstraśilpan	pw	112037	6-229-c	0	89	0		0		0	0		0	0
SAtayitar	śātayitar	pw	111461	6-221-b	0	74	0		0		1	1	pwg	0	0
SElasaMBUta	śailasaṃbhūta	pw	114234	6-260-b	0	60	0		0	SElasamBUta:1.000	1	1	pwg	0	0
SElasaMBava	śailasaṃbhava	pw	114233	6-260-b	0	52	0		0	SElasamBava:1.000	1	1	pwg	0	0
SErIzikA	śairīṣikā	pw	114181	6-260-a	0	54	0		1	SErIzika:1.000	0	0		0	0
SIBava	śībhava	pw	113047	6-244-a	0	48	0		0		6	5	bur;mw72;pwg;shs;wil;yat	0	0
SORAyana	śauṇāyana	pw	114523	6-264-a	0	67	0		0	SORqAyana:0.941	1	1	pwg	0	0
SOcivfkzI	śaucivṛkṣī	pw	114514	6-263-c	0	74	0		1	SOcivfkzi:1.000	0	0		0	0
SUkavant	śūkavant	pw	113762	6-254-b	0	281	0		0	SUkavat:0.933	1	1	pwg	0	0
SUravajra	śūravajra	pw	113861	6-255-c	0	68	0		0	suravara:0.941	1	1	pwg	0	0
SUray	śūray	pw	113860	6-255-c	0	48	0		0		0	0		0	0
SUrpay	śūrpay	pw	113890	6-256-a	0	45	0		0		1	1	pwg	0	0
SaMBUvartani	śaṃbhūvartani	pw	110440	6-208-c	0	98	0		0	SamBUvartani:1.000	0	0		0	0
SaMBuBawwa	śaṃbhubhaṭṭa	pw	110428	6-208-b	0	90	0		0		2	2	acc;pwg	0	0
SaMBunATarasa	śaṃbhunātharasa	pw	110426	6-208-b	0	96	0		0	SamBunATarasa:1.000	0	0		0	0
SaMBunandana	śaṃbhunandana	pw	110424	6-208-b	0	76	0		0	SamBunandana:1.000	1	1	pwg	0	0
SaMBupriyA	śaṃbhupriyā	pw	110427	6-208-b	0	59	0		0	SamBupriyA:1.000	3	3	ap;lrv;pwg	0	0
SaMButanaya	śaṃbhutanaya	pw	110423	6-208-b	0	75	0		0	SamButanaya:1.000	2	2	lrv;pwg	0	0
SaMBuvallaBa	śaṃbhuvallabha	pw	110435	6-208-c	0	69	0		0	SamBuvallaBa:1.000	2	2	lrv;pwg	0	0
SaMSAmam	śaṃśāmam	pw	109197.1	6-190-b	0	24	0		0	SaMSamam:1.000	0	0		0	0
SaNKacUqaka	śaṅkhacūḍaka	pw	109587	6-196-b	0	78	0		0		1	1	pwg	0	0
SaNKavant	śaṅkhavant	pw	109638	6-197-a	0	87	0		0	SaNKavat:0.941	1	1	pwg	0	0
SaRakavAsa	śaṇakavāsa	pw	109690	6-197-c	0	57	0		0	SARakavAsa:1.000	1	1	pwg	0	0
SaRqAkI	śaṇḍākī	pw	109714	6-198-a	0	77	0		0	SARqAkI:1.000	1	1	pwg	0	0
SaSv	śaśv	pw	111056	6-216-b	0	66	0		1		1	1	pwg	0	0
SaSvAy	śaśvāy	pw	111061	6-216-b	0	67	0		1	SaSvAya:0.923	1	1	pwg	0	0
SabdaprAC	śabdaprāch	pw	110235	6-205-a	0	96	0		0		1	1	pwg	0	0
SakalA	śakalā	pw	109262	6-191-c	0	64	0		1	Sakala:1.000	2	2	bhs;pwg	0	0
Sakalavant	śakalavant	pw	109261	6-191-c	0	56	0		0	Sakalavat:0.947	1	1	pwg	0	0
Sakfdita	śakṛdita	pw	109324	6-192-c	0	67	0		0		1	1	pwg	0	0
SakramAtar	śakramātar	pw	109442	6-194-a	0	102	0		0		1	1	pwg	0	0
SalAkAvant	śalākāvant	pw	110858	6-214-b	0	56	0		0	SalAkAvat:0.947	1	1	pwg	0	0
SalAvant	śalāvant	pw	110870	6-214-b	0	66	0		0	SalAvat:0.933	1	1	pwg	0	0
SamIpattrA	śamīpattrā	pw	110375	6-207-c	0	107	0		1	SamIpattra:1.000	1	1	pwg	0	0
SamIvant	śamīvant	pw	110381	6-207-c	0	66	0		0	SamIvat:0.933	1	1	pwg	0	0
Samam	śamam	pw	110337	6-207-b	0	95	0		1	SAmam:1.000	0	0		0	0
Samanasvasar	śamanasvasar	pw	110331	6-207-a	0	106	0		0		1	1	pwg	0	0
Samayitar	śamayitar	pw	110338	6-207-b	0	85	0		0		2	2	ccs;pwg	0	0
SanDa	śandha	pw	110144	6-203-c	0	69	0		0		1	1	pwg	0	0
SapaRqa	śapaṇḍa	pw	110151	6-204-a	0	101	0		0	sapaRa:0.923	1	1	pwg	0	0
SarD	śardh	pw	110776	6-213-a	0	69	0		1		7	7	cae;ccs;fri;gra;lan;pwg;shs	0	0
SarkarAvant	śarkarāvant	pw	110756	6-212-c	0	73	0		0	SarkarAvat:0.952	2	2	ben;pwg	0	0
SarpaRAvant	śarpaṇāvant	pw	110789	6-213-a	0	104	0		0	SarpaRAvat:0.952	0	0		0	0
Sarvan	śarvan	pw	110818	6-213-c	0	46	0		1		1	1	pwg	0	0
SaryARavant	śaryāṇavant	pw	110809	6-213-b	0	62	0		0	SaryARavat:0.952	0	0		0	0
Satala	śatala	pw	109921	6-200-c	0	64	0		0	satala:1.000	1	1	pwg	0	0
Sayitar	śayitar	pw	110481	6-209-b	0	66	0		0	Sayita:0.923	1	1	pwg	0	0
Scyota	ścyota	pw	114625	6-265-a	0	77	0		0		7	7	bhs;bur;lrv;shs;vcp;wil;yat	0	0
SelAy	śelāy	pw	114080	6-258-b	0	60	0		1		1	1	pwg	0	0
Sewa	śeṭa	pw	114061	6-258-b	0	65	0		0	sewa:1.000	1	1	pwg	0	0
SfNgaveraka	śṛṅgaveraka	pw	113979	6-257-a	0	60	0		0		1	1	pwg	0	0
SiKAgradant	śikhāgradant	pw	112129	6-231-b	0	57	0		1	SiKAgradanta:0.957	1	1	pwg	0	0
SiKAlu	śikhālu	pw	112146	6-231-c	0	88	0		0		4	3	lrv;mw72;shs;vcp	0	0
SiYjAsTa	śiñjāstha	pw	112189.1	6-232-b	0	24	0		0		0	0		0	0
SilIMDraka	śilīṃdhraka	pw	112507	6-236-a	0	72	0		0		3	3	ap90;lrv;pwg	0	0
Sirasy	śirasy	pw	112352	6-234-b	0	53	0		1	Sirasya:0.923	1	1	pwg	0	0
SitAgra	śitāgra	pw	112202	6-232-b	0	87	0		0	sitAgra:1.000	6	6	lrv;pwg;shs;vcp;wil;yat	0	0
Sitapuzpa	śitapuṣpa	pw	112201	6-232-b	0	96	0		0	SItapuzpa:1.000	0	0		0	0
SivIy	śivīy	pw	112752	6-239-a	0	73	0		1		1	1	pwg	0	0
SlezmADmA	śleṣmādhmā	pw	115673	6-282-c	0	128	0		0		1	1	pwg	0	0
SlezmaGanA	śleṣmaghanā	pw	115654	6-282-b	0	132	0		1	SlezmaGana:1.000	1	1	pwg	0	0
SoBavyUha	śobhavyūha	pw	114455	6-263-a	0	74	0		0		1	1	pwg	0	0
SoDayitar	śodhayitar	pw	114431	6-262-c	0	55	0		0		1	1	pwg	0	0
SoRasaMBava	śoṇasaṃbhava	pw	114376	6-262-a	0	97	0		0	SoRasamBava:1.000	0	0		0	0
SozasaMBava	śoṣasaṃbhava	pw	114476	6-263-b	0	74	0		0	SozasamBava:1.000	2	2	lrv;pwg	0	0
SrAvaRaSIrzaka	śrāvaṇaśīrṣaka	pw	114991	6-270-c	0	133	0		0	SravaRaSIrzikA:0.929	0	0		0	0
SrIBrAtar	śrībhrātar	pw	115197	6-275-a	0	70	0		0		1	1	pwg	0	0
SrIDanakawaka	śrīdhanakaṭaka	pw	115124	6-274-b	0	66	0		0		1	1	pwg	0	0
SrIvaraboDiBagavant	śrīvarabodhibhagavant	pw	115263	6-276-a	0	77	0		0	SrIvaraboDiBagavat:0.973	1	1	pwg	0	0
Sravaka	śravaka	pw	114870	6-269-a	0	69	0		0	SrAvaka:1.000	2	1	mw72;pwg	0	0
SroTa	śrotha	pw	115567	6-280-c	0	85	0		0	Srota:1.000	1	1	pwg	0	0
Srumant	śrumant	pw	115446	6-279-a	0	65	0		0	Srumat:0.923	1	1	pwg	0	0
SuBasaMyukta	śubhasaṃyukta	pw	113607	6-252-a	0	94	0		0	SuBasaMyuta:0.957	0	0		0	0
SuBavAstu	śubhavāstu	pw	113599	6-252-a	0	50	0		0	SuBavastu:1.000	1	1	pwg	0	0
SuBradant	śubhradant	pw	113642	6-252-c	0	90	0		1	SuBradantI:0.947	2	2	cae;pwg	0	0
SucIy	śucīy	pw	113402	6-248-c	0	58	0		1		1	1	pwg	0	0
SucinetraratisaMBava	śucinetraratisaṃbhava	pw	113371	6-248-b	0	102	0		0	SucinetraratisamBava:1.000	2	2	bhs;pwg	0	0
SucivarcAy	śucivarcāy	pw	113387	6-248-c	0	75	0		1	SucivarcAya:0.952	0	0		0	0
SuklakzIrA	śuklakṣīrā	pw	113294	6-247-a	0	52	0		1	SuklakzIra:1.000	3	3	pwg;skd;vcp	0	0
Sulbay	śulbay	pw	113678	6-253-a	0	84	0		0		1	1	pwg	0	0
Sulkay	śulkay	pw	113672	6-253-a	0	132	0		0		1	1	pwg	0	0
SunakacaYcuka	śunakacañcuka	pw	113521	6-250-c	0	96	0		0	SunakakaYcuka:0.923	0	0		0	0
Sutudri	śutudri	pw	113429	6-249-a	0	145	0		1	SutudrI:1.000	6	5	lrv;mw72;pwg;shs;wil;yat	0	0
Sutudru	śutudru	pw	113429.2	6-249-a	0	24	0		1		6	5	lrv;mw72;pwg;shs;wil;yat	0	0
SuzkasaMBava	śuṣkasaṃbhava	pw	113728	6-253-c	0	109	0		0	SuzkasamBava:1.000	1	1	pwg	0	0
SvAdaMzwri	śvādaṃṣṭri	pw	115834	6-284-c	0	55	0		1	SvadaMzwrin:0.952	1	1	pwg	0	0
SvaBray	śvabhray	pw	115764	6-283-b	0	114	0		0	SvaBra:0.923	1	1	pwg	0	0
SvaSrUSvaSurO	śvaśrūśvaśurau	pw	115796	6-283-c	0	246	0		0	SvaSrUSvaSura:0.923	2	2	ap;skd	0	0
Svasanavant	śvasanavant	pw	115805	6-284-b	0	97	0		0	Svasanavat:0.952	0	0		0	0
SvetapattraTa	śvetapattratha	pw	115951	6-286-b	0	76	0		0	SvetapattraraTa:0.929	0	0		0	0
Svetay	śvetay	pw	115991	6-286-c	0	84	0		1	Svetaya:0.923	1	1	pwg	0	0
SyEnaMpAta	śyainaṃpāta	pw	114793	6-267-b	0	125	0		0	SyEnampAta:1.000	1	1	pwg	0	0
Syetay	śyetay	pw	114758	6-267-a	0	53	0		0		1	1	pwg	0	0
UKala	ūkhala	pw	204268	3-257-c	1	92	0		0	uKala:1.000	1	1	sch	0	0
UQakaNkawa	ūḍhakaṅkaṭa	pw	20972	1-256-a	0	86	0		0		6	6	ap;pwg;shs;vcp;wil;yat	0	0
UQay	ūḍhay	pw	20974	1-256-a	0	71	0		1		1	1	pwg	0	0
UhApohasamarTa	ūhāpohasamartha	pw	215308	7-326-c	1	151	1	245,1061	0		1	1	sch	0	0
UhanA	ūhanā	pw	215307	7-326-c	1	116	1	245,1060	1	Uhana:1.000	1	1	sch	0	0
UnaviMSativarzopasaMpAdana	ūnaviṃśativarṣopasaṃpādana	pw	215261	7-326-b	1	145	1	261	0		1	1	sch	0	0
UrDvaBAgIya	ūrdhvabhāgīya	pw	215286	7-326-c	1	143	1	109	0		2	2	bhs;sch	0	0
UrRAparikarmaRa	ūrṇāparikarmaṇa	pw	215276	7-326-b	1	168	1	260	0		1	1	sch	0	0
UrdI	ūrdī	pw	21068.1	1-257-a	0	23	0		1	urdi:1.000	0	0		0	0
Urdi	ūrdi	pw	21070	1-257-a	0	54	0		1	urdi:1.000	0	0		0	0
Urjana	ūrjana	pw	21033	1-256-c	0	77	0		0		1	1	pwg	0	0
UrvyaNga	ūrvyaṅga	pw	21215	1-259-a	0	46	0		0	UrvaNga:0.933	2	1	mw72;pwg	0	0
UyamAnavarDana	ūyamānavardhana	pw	215265	7-326-b	1	199	1	260	0		1	1	sch	0	0
UzRa	ūṣṇa	pw	21232	1-259-a	0	43	0		0	uzRa:1.000	1	1	pwg	0	0
Uzavant	ūṣavant	pw	21229	1-259-a	0	50	0		0	Uzavat:0.923	1	1	pwg	0	0
UzmAy	ūṣmāy	pw	21246	1-259-b	0	68	0		1		2	2	pwg;sch	0	0
UzmaRa	ūṣmaṇa	pw	21236	1-259-b	0	81	0		0	UzmaRya:0.923	5	4	ap;ap90;mw72;pwg;vcp	0	0
WuWuka	ṭhuṭhuka	pw	43891	2-283-b	0	51	0		0	wuwuka:1.000	0	0		0	0
aBedyaparivAra	abhedyaparivāra	pw	212343	7-306-d	1	130	1	244	0		1	1	sch	0	0
aBedyaratracUqa	abhedyaratracūḍa	pw	212344	7-306-d	1	120	1	172	0		0	0		0	0
aBilapanatA	abhilapanatā	pw	212273	7-306-b	1	103	1	138	0		2	2	bhs;sch	0	0
aBilowaka	abhiloṭaka	pw	7580	1-089-a	0	51	0		0		1	1	pwg	0	0
aBimanAy	abhimanāy	pw	7498	1-088-a	0	104	0		1	aBimanAya:0.941	3	3	gst;pwg;sch	0	0
aBinamana	abhinamana	pw	212203	7-305-d	1	106	1	97	0		2	2	bhs;sch	0	0
aBisAvakIy	abhisāvakīy	pw	7743	1-090-c	0	52	0		1	aBisAvakIya:0.952	2	2	gst;pwg	0	0
aBisaMDita	abhisaṃdhita	pw	7717	1-090-b	0	131	0		0		1	1	ben	0	0
aBisaMkzepikam	abhisaṃkṣepikam	pw	212307	7-306-c	1	110	1	245	0		1	1	sch	0	0
aBisaMpAta	abhisaṃpāta	pw	7724	1-090-b	0	64	0		0	aBisampAta:1.000	1	1	pwg	0	0
aBisamitAvin	abhisamitāvin	pw	212311	7-306-c	1	113	1	142	0		2	2	bhs;sch	0	0
aBisusUs	abhisusūs	pw	7744	1-090-c	0	38	0		0		1	1	pwg	0	0
aBizecanI	abhiṣecanī	pw	212302	7-306-c	1	116	1	25	1		2	2	bhs;sch	0	0
aBrAy	abhrāy	pw	8046	1-094-b	0	51	0		1		1	1	pwg	0	0
