dcs_band	kind	slp1	iast
2	nominal	SivAnandA	śivānandā
2	nominal	SivIBU	śivībhū
2	nominal	Sivahasta	śivahasta
2	nominal	Sivaja	śivaja
2	nominal	SivamUlI	śivamūlī
2	nominal	Sivamata	śivamata
2	nominal	Sivatanu	śivatanu
2	nominal	Sivatoya	śivatoya
2	nominal	Sivavrata	śivavrata
2	nominal	Sivokti	śivokti
2	nominal	SizyasUtra	śiṣyasūtra
2	nominal	SlAGIyas	ślāghīyas
2	nominal	SlezmAnta	śleṣmānta
2	nominal	SoBikA	śobhikā
2	nominal	SoPatA	śophatā
2	nominal	SoRIBU	śoṇībhū
2	nominal	SoSuB	śośubh
2	nominal	SodDf	śoddhṛ
2	nominal	SolikA	śolikā
2	nominal	SrAntatara	śrāntatara
2	nominal	SrAvayitf	śrāvayitṛ
2	nominal	SrEkaRWa	śraikaṇṭha
2	nominal	SrISfNga	śrīśṛṅga
2	nominal	SrIdevI	śrīdevī
2	nominal	SrIgirISa	śrīgirīśa
2	nominal	SrIkAlikA	śrīkālikā
2	nominal	SrIpUrRaka	śrīpūrṇaka
2	nominal	SrIpatimAhAtmyavarRana	śrīpatimāhātmyavarṇana
2	nominal	SrIraYjaka	śrīrañjaka
2	nominal	SrIviBUzaRa	śrīvibhūṣaṇa
2	nominal	SramaRikA	śramaṇikā
2	nominal	SravaRaSIrzakA	śravaṇaśīrṣakā
2	nominal	Sreyaskaratama	śreyaskaratama
2	nominal	SriyAdevI	śriyādevī
2	nominal	SroRikarRa	śroṇikarṇa
2	nominal	SrutAdevI	śrutādevī
2	nominal	SrutaDarA	śrutadharā
2	nominal	SrutaSreRI	śrutaśreṇī
2	nominal	SrutakIrtA	śrutakīrtā
2	nominal	Sruttama	śruttama
2	nominal	SuBasaptamI	śubhasaptamī
2	nominal	SuBraka	śubhraka
2	nominal	SuRWyAdi	śuṇṭhyādi
2	nominal	SudDarudra	śuddharudra
2	nominal	SudDatama	śuddhatama
2	nominal	SukacaYcu	śukacañcu
2	nominal	Sukraka	śukraka
2	nominal	SukratA	śukratā
2	nominal	SulbanAga	śulbanāga
2	nominal	Sulvaka	śulvaka
2	nominal	SunakaSAlmali	śunakaśālmali
2	nominal	SuzA	śuṣā
2	nominal	SuzkA	śuṣkā
2	nominal	SuzkASuzka	śuṣkāśuṣka
2	nominal	SuzkIBU	śuṣkībhū
2	nominal	Suzkavasti	śuṣkavasti
2	nominal	SvAsana	śvāsana
2	nominal	SvadaMzwra	śvadaṃṣṭra
2	nominal	Svasfpa	śvasṛpa
2	nominal	SvayaTuka	śvayathuka
2	nominal	Svayati	śvayati
2	nominal	SvetIkaraRa	śvetīkaraṇa
2	nominal	SvetaSfNgI	śvetaśṛṅgī
2	nominal	SvetacAmaraka	śvetacāmaraka
2	nominal	SvetakAca	śvetakāca
2	nominal	SvetapAzARa	śvetapāṣāṇa
2	nominal	SvetapAzARaka	śvetapāṣāṇaka
2	nominal	Svetatvac	śvetatvac
2	nominal	Svetavarga	śvetavarga
2	nominal	SyAmAdi	śyāmādi
2	nominal	SyenapAtA	śyenapātā
2	nominal	TAl	thāl
2	nominal	TUTaka	thūthaka
2	nominal	Tal	thal
2	nominal	Tohara	thohara
2	nominal	Tuk	thuk
2	nominal	Ucaka	ūcaka
2	nominal	UnapaYcASat	ūnapañcāśat
2	nominal	UnatriMSat	ūnatriṃśat
2	nominal	UnaviMSati	ūnaviṃśati
2	nominal	UrDvaMgama	ūrdhvaṃgama
2	nominal	UrDvakaRwA	ūrdhvakaṇṭā
2	nominal	UrDvakaRwaka	ūrdhvakaṇṭaka
2	nominal	UrDvamArga	ūrdhvamārga
2	nominal	UrDvapAta	ūrdhvapāta
2	nominal	UrDvapAtanAyantra	ūrdhvapātanāyantra
2	nominal	UrDvapAtanaka	ūrdhvapātanaka
2	nominal	UrDvapAtanayantraka	ūrdhvapātanayantraka
2	nominal	UrDvatara	ūrdhvatara
2	nominal	UrDvavat	ūrdhvavat
2	nominal	UrDvayantra	ūrdhvayantra
2	nominal	UrRoti	ūrṇoti
2	nominal	UrUdvftta	ūrūdvṛtta
2	nominal	UzakAdi	ūṣakādi
2	nominal	Wac	ṭhac
2	nominal	aBAsamAnatva	abhāsamānatva
2	nominal	aBAvana	abhāvana
2	nominal	aBIpsA	abhīpsā
2	nominal	aBadraka	abhadraka
2	nominal	aBaktaCanda	abhaktachanda
2	nominal	aBayAmalakIya	abhayāmalakīya
2	nominal	aBezaja	abheṣaja
2	nominal	aBiBAzitf	abhibhāṣitṛ
2	nominal	aBiDAraRa	abhidhāraṇa
2	nominal	aBiDa	abhidha
2	nominal	aBiSabda	abhiśabda
2	nominal	aBiSaptaka	abhiśaptaka
2	nominal	aBihanana	abhihanana
2	nominal	aBijalpa	abhijalpa
2	nominal	aBijigIz	abhijigīṣ
2	nominal	aBikza	abhikṣa
2	nominal	aBinItatara	abhinītatara
2	nominal	aBiniHSvas	abhiniḥśvas
2	nominal	aBinigraha	abhinigraha
2	nominal	aBinirBid	abhinirbhid
2	nominal	aBinirIkz	abhinirīkṣ
2	nominal	aBinirji	abhinirji
2	nominal	aBinirmuc	abhinirmuc
2	nominal	aBiniveSavat	abhiniveśavat
2	nominal	aBinizWA	abhiniṣṭhā
2	nominal	aBipalAy	abhipalāy
2	nominal	aBiprAyatA	abhiprāyatā
2	nominal	aBiprAyavat	abhiprāyavat
2	nominal	aBipralamb	abhipralamb
2	nominal	aBipratI	abhipratī
2	nominal	aBipratap	abhipratap
2	nominal	aBirUpatara	abhirūpatara
2	nominal	aBirakzin	abhirakṣin
2	nominal	aBisaMbodDu	abhisaṃboddhu
2	nominal	aBisamman	abhisamman
2	nominal	aBitfRRavat	abhitṛṇṇavat
2	nominal	aBivAhin	abhivāhin
2	nominal	aBiviDAna	abhividhāna
2	nominal	aBiviSram	abhiviśram
2	nominal	aBividru	abhividru
2	nominal	aBivyAKyA	abhivyākhyā
2	nominal	aBiyajana	abhiyajana
2	nominal	aBizvant	abhiṣvant
2	nominal	aBizwuti	abhiṣṭuti
2	nominal	aBojayat	abhojayat
2	nominal	aBrakAla	abhrakāla
2	nominal	aBrakaRWa	abhrakaṇṭha
2	nominal	aBraloha	abhraloha
2	nominal	aBrazwa	abhraṣṭa
2	nominal	aBuktvA	abhuktvā
2	nominal	aByAhvA	abhyāhvā
2	nominal	aByaGAy	abhyaghāy
2	nominal	aByah	abhyah
2	nominal	aByan	abhyan
2	nominal	aByatidru	abhyatidru
2	nominal	aByucCri	abhyucchri
2	nominal	aByudavasA	abhyudavasā
2	nominal	aByund	abhyund
2	nominal	aByunnam	abhyunnam
2	nominal	aByutkzip	abhyutkṣip
2	nominal	aCala	achala
2	nominal	aCiBfta	achibhṛta
2	nominal	aCittvA	achittvā
2	nominal	aDAraRa	adhāraṇa
2	nominal	aDAvana	adhāvana
2	nominal	aDUma	adhūma
2	nominal	aDaHpAtanayantraka	adhaḥpātanayantraka
2	nominal	aDaHsraMsin	adhaḥsraṃsin
2	nominal	aDanin	adhanin
2	nominal	aDaraguda	adharaguda
2	nominal	aDasTa	adhastha
2	nominal	aDftvA	adhṛtvā
2	nominal	aDiSAyin	adhiśāyin
2	nominal	aDicCattrA	adhicchattrā
2	nominal	aDijyOtiza	adhijyautiṣa
2	nominal	aDikIBU	adhikībhū
2	nominal	aDikarana	adhikarana
2	nominal	aDitarAm	adhitarām
2	nominal	aDivikzip	adhivikṣip
2	nominal	aDoDAraRa	adhodhāraṇa
2	nominal	aDonAla	adhonāla
2	nominal	aDorDva	adhordhva
2	nominal	aDovAta	adhovāta
2	nominal	aDvarA	adhvarā
2	nominal	aDyAlamb	adhyālamb
2	nominal	aDyAna	adhyāna
2	nominal	aDyAsavat	adhyāsavat
2	nominal	aDyAyana	adhyāyana
2	nominal	aDyavasA	adhyavasā
2	nominal	aGawa	aghaṭa
2	nominal	aGfta	aghṛta
2	nominal	aGorAstra	aghorāstra
2	nominal	aGoratara	aghoratara
2	nominal	aGoreSa	aghoreśa
2	nominal	aGrARa	aghrāṇa
2	nominal	aGratva	aghratva
2	nominal	aMGribalA	aṃghribalā
2	nominal	aMSakalA	aṃśakalā
2	nominal	aMkAra	aṃkāra
2	nominal	aMsaka	aṃsaka
2	nominal	aNgAraSUlya	aṅgāraśūlya
2	nominal	aNgArakozWI	aṅgārakoṣṭhī
2	nominal	aNgArakozWikA	aṅgārakoṣṭhikā
2	nominal	aNgAravallikA	aṅgāravallikā
2	nominal	aNgArizWa	aṅgāriṣṭha
2	nominal	aNgadIyA	aṅgadīyā
2	nominal	aNgakzayA	aṅgakṣayā
2	nominal	aNganAyikA	aṅganāyikā
2	nominal	aNgasAda	aṅgasāda
2	nominal	aNkUreSvara	aṅkūreśvara
2	nominal	aNkaDA	aṅkadhā
2	nominal	aNkollaka	aṅkollaka
2	nominal	aPAla	aphāla
2	nominal	aPUka	aphūka
2	nominal	aPenaka	aphenaka
2	nominal	aSAWya	aśāṭhya
2	nominal	aSAsitvA	aśāsitvā
2	nominal	aSEvalA	aśaivalā
2	nominal	aSIGra	aśīghra
2	nominal	aSaNkamAna	aśaṅkamāna
2	nominal	aSabdaSravaRa	aśabdaśravaṇa
2	nominal	aSaktimat	aśaktimat
2	nominal	aSanAyava	aśanāyava
2	nominal	aSarIratA	aśarīratā
2	nominal	aSfRvAna	aśṛṇvāna
2	nominal	aSivAmbu	aśivāmbu
2	nominal	aSivatva	aśivatva
2	nominal	aSmaBedin	aśmabhedin
2	nominal	aSmaGana	aśmaghana
2	nominal	aSmakeSa	aśmakeśa
2	nominal	aSoPa	aśopha
2	nominal	aSraddaDat	aśraddadhat
2	nominal	aSrutvA	aśrutvā
2	nominal	aSuSrUzamARa	aśuśrūṣamāṇa
2	nominal	aSvaganDAdi	aśvagandhādi
2	nominal	aSvaganDikA	aśvagandhikā
2	nominal	aSvamUtrI	aśvamūtrī
2	nominal	aSvaroDa	aśvarodha
2	nominal	aTaSabda	athaśabda
2	nominal	aTakAra	athakāra
2	nominal	aYci	añci
2	nominal	abADayat	abādhayat
2	nominal	abDiPenaka	abdhiphenaka
2	nominal	abahala	abahala
2	nominal	abdaDvani	abdadhvani
2	nominal	abguRa	abguṇa
2	nominal	abimba	abimba
2	nominal	abrahmacArin	abrahmacārin
2	nominal	abuBukzita	abubhukṣita
2	nominal	abudDvA	abuddhvā
2	nominal	abudbuda	abudbuda
2	nominal	acCAvAkIyA	acchāvākīyā
2	nominal	acCanna	acchanna
2	nominal	acCasurA	acchasurā
2	nominal	acCatEla	acchataila
2	nominal	acCodaka	acchodaka
2	nominal	acOkza	acaukṣa
2	nominal	acalita	acalita
2	nominal	acetanA	acetanā
2	nominal	acetasya	acetasya
2	nominal	acezwana	aceṣṭana
2	nominal	acikitsA	acikitsā
2	nominal	acikitsaka	acikitsaka
2	nominal	acintana	acintana
2	nominal	acintyatA	acintyatā
2	nominal	acittaka	acittaka
2	nominal	acora	acora
2	nominal	adAha	adāha
2	nominal	adAhin	adāhin
2	nominal	adButatara	adbhutatara
2	nominal	adEvata	adaivata
2	nominal	adIrRa	adīrṇa
2	nominal	adUraga	adūraga
2	nominal	adaMSa	adaṃśa
2	nominal	adagDvA	adagdhvā
2	nominal	adarSayat	adarśayat
2	nominal	adazwa	adaṣṭa
2	nominal	adeSanA	adeśanā
2	nominal	adfzwAnta	adṛṣṭānta
2	nominal	adiS	adiś
2	nominal	adizwa	adiṣṭa
2	nominal	adozala	adoṣala
2	nominal	adozavat	adoṣavat
2	nominal	adrikarRikA	adrikarṇikā
2	nominal	aduHKita	aduḥkhita
2	nominal	adurlaBa	adurlabha
2	nominal	aduzya	aduṣya
2	nominal	advAraka	advāraka
2	nominal	advaMdva	advaṃdva
2	nominal	advijAti	advijāti
2	nominal	adyuti	adyuti
2	nominal	agAQa	agāḍha
2	nominal	agAraDUma	agāradhūma
2	nominal	agArika	agārika
2	nominal	agOrava	agaurava
2	nominal	agadaMkara	agadaṃkara
2	nominal	agamBIra	agambhīra
2	nominal	agamana	agamana
2	nominal	agantf	agantṛ
2	nominal	agarIyas	agarīyas
2	nominal	agarhA	agarhā
2	nominal	aglAni	aglāni
2	nominal	agniDamana	agnidhamana
2	nominal	agnibadDa	agnibaddha
2	nominal	agnibanDa	agnibandha
2	nominal	agnijAraka	agnijāraka
2	nominal	agnikumAraka	agnikumāraka
2	nominal	agnimaTana	agnimathana
2	nominal	agninakra	agninakra
2	nominal	agnirasa	agnirasa
2	nominal	agnitIrTamAhAtmyavarRana	agnitīrthamāhātmyavarṇana
2	nominal	agnivella	agnivella
2	nominal	agnizaNga	agniṣaṅga
2	nominal	agnizoma	agniṣoma
2	nominal	agnizwa	agniṣṭa
2	nominal	agnizwaka	agniṣṭaka
2	nominal	agnizwu	agniṣṭu
2	nominal	agocaratva	agocaratva
2	nominal	agoptf	agoptṛ
2	nominal	agrahaRIya	agrahaṇīya
2	nominal	agraka	agraka
2	nominal	ahApayitvA	ahāpayitvā
2	nominal	ahAsya	ahāsya
2	nominal	ahInaka	ahīnaka
2	nominal	ahaHsvapna	ahaḥsvapna
2	nominal	ahaMkartf	ahaṃkartṛ
2	nominal	ahaMkft	ahaṃkṛt
2	nominal	ahaMpAti	ahaṃpāti
2	nominal	ahaMpUrvaka	ahaṃpūrvaka
2	nominal	ahaMrUpa	ahaṃrūpa
2	nominal	ahaMvimarSa	ahaṃvimarśa
2	nominal	ahaka	ahaka
2	nominal	ahalyAtIrTa	ahalyātīrtha
2	nominal	ahalyeSvara	ahalyeśvara
2	nominal	ahammAnin	ahammānin
2	nominal	ahetumat	ahetumat
2	nominal	ahiMsa	ahiṃsa
2	nominal	ahiMsita	ahiṃsita
2	nominal	ahiPenaka	ahiphenaka
2	nominal	ahidaMzwrikA	ahidaṃṣṭrikā
2	nominal	ahimArI	ahimārī
2	nominal	ahirAja	ahirāja
2	nominal	ahitatama	ahitatama
2	nominal	ahoQa	ahoḍha
2	nominal	ahutvA	ahutvā
2	nominal	ajAjika	ajājika
2	nominal	ajAmuKI	ajāmukhī
2	nominal	ajArita	ajārita
2	nominal	ajAtya	ajātya
2	nominal	ajIrRaka	ajīrṇaka
2	nominal	ajIrRakaRwaka	ajīrṇakaṇṭaka
2	nominal	ajYAnavat	ajñānavat
2	nominal	ajYAyamAna	ajñāyamāna
2	nominal	ajaSfNgikA	ajaśṛṅgikā
2	nominal	ajagDa	ajagdha
2	nominal	ajala	ajala
2	nominal	ajamArI	ajamārī
2	nominal	ajamodaka	ajamodaka
2	nominal	ajanAyikA	ajanāyikā
2	nominal	ajanita	ajanita
2	nominal	ajapin	ajapin
2	nominal	ajarjara	ajarjara
2	nominal	ajeSa	ajeśa
2	nominal	ajiGAMsat	ajighāṃsat
2	nominal	ajiGAMsu	ajighāṃsu
2	nominal	ajijYAsat	ajijñāsat
2	nominal	ajinavatI	ajinavatī
2	nominal	ajitaYjaya	ajitañjaya
2	nominal	ajitvA	ajitvā
2	nominal	ajvara	ajvara
2	nominal	akANkzin	akāṅkṣin
2	nominal	akAraRavat	akāraṇavat
2	nominal	akAruRya	akāruṇya
2	nominal	akaPa	akapha
2	nominal	akaTa	akatha
2	nominal	akaTaMkaTa	akathaṃkatha
2	nominal	akaTayamAna	akathayamāna
2	nominal	akac	akac
2	nominal	akaluzatva	akaluṣatva
2	nominal	akarRika	akarṇika
2	nominal	akaraRaka	akaraṇaka
2	nominal	akartum	akartum
2	nominal	akftAstraka	akṛtāstraka
2	nominal	akiMcitkaratA	akiṃcitkaratā
2	nominal	akiMcitkaratva	akiṃcitkaratva
2	nominal	akriyAvat	akriyāvat
2	nominal	akutaScit	akutaścit
2	nominal	akzIra	akṣīra
2	nominal	akzOdra	akṣaudra
2	nominal	akzamAvat	akṣamāvat
2	nominal	akzamamARa	akṣamamāṇa
2	nominal	akzapita	akṣapita
2	nominal	akzarin	akṣarin
2	nominal	akzataroga	akṣataroga
2	nominal	akzati	akṣati
2	nominal	akzetrIkaraRa	akṣetrīkaraṇa
2	nominal	akziBEzajya	akṣibhaiṣajya
2	nominal	akzipAkAtyaya	akṣipākātyaya
2	nominal	akzubDa	akṣubdha
2	nominal	alAYCita	alāñchita
2	nominal	alAtaka	alātaka
2	nominal	alOha	alauha
2	nominal	alaByamAna	alabhyamāna
2	nominal	alaMgrAsa	alaṃgrāsa
2	nominal	alaMkAratA	alaṃkāratā
2	nominal	alabDavat	alabdhavat
2	nominal	alabDvA	alabdhvā
2	nominal	alakzmIkatama	alakṣmīkatama
2	nominal	alakzmIvat	alakṣmīvat
2	nominal	alakzmIvftta	alakṣmīvṛtta
2	nominal	alakzyamARa	alakṣyamāṇa
2	nominal	alampura	alampura
2	nominal	alar	alar
2	nominal	alasAndra	alasāndra
2	nominal	aliKita	alikhita
2	nominal	alikA	alikā
2	nominal	alipsamAna	alipsamāna
2	nominal	alokAkASa	alokākāśa
2	nominal	alomaSA	alomaśā
2	nominal	alpaBAgyatara	alpabhāgyatara
2	nominal	alpabudDika	alpabuddhika
2	nominal	alpanidratA	alpanidratā
2	nominal	amAnya	amānya
2	nominal	amAtrAvat	amātrāvat
2	nominal	amBojagarBa	ambhojagarbha
2	nominal	amETuna	amaithuna
2	nominal	amUQatA	amūḍhatā
2	nominal	amUrtaraya	amūrtaraya
2	nominal	amUrtika	amūrtika
2	nominal	amaDura	amadhura
2	nominal	amahABAga	amahābhāga
2	nominal	amalasAra	amalasāra
2	nominal	amanIzin	amanīṣin
2	nominal	amana	amana
2	nominal	amarIkaraRa	amarīkaraṇa
2	nominal	amaraMkawa	amaraṃkaṭa
2	nominal	amaragupta	amaragupta
2	nominal	amarakaRwa	amarakaṇṭa
2	nominal	amarasundarI	amarasundarī
2	nominal	amaravAruRI	amaravāruṇī
2	nominal	amaroli	amaroli
2	nominal	ambazWAdi	ambaṣṭhādi
2	nominal	ambitamA	ambitamā
2	nominal	ambujABAkza	ambujābhākṣa
2	nominal	ambujasaMBava	ambujasaṃbhava
2	nominal	ambumfd	ambumṛd
2	nominal	amftArRava	amṛtārṇava
2	nominal	amftavasu	amṛtavasu
2	nominal	amfteSvarI	amṛteśvarī
2	nominal	amiSraka	amiśraka
2	nominal	amlIka	amlīka
2	nominal	amlacANgerI	amlacāṅgerī
2	nominal	amladAqima	amladāḍima
2	nominal	amlagaRa	amlagaṇa
2	nominal	amlaparRI	amlaparṇī
2	nominal	amlapattrI	amlapattrī
2	nominal	amlapattrikA	amlapattrikā
2	nominal	amlapittaka	amlapittaka
2	nominal	amlaveta	amlaveta
2	nominal	amlavetasaka	amlavetasaka
2	nominal	amlozita	amloṣita
2	nominal	amudga	amudga
2	nominal	amuktvA	amuktvā
2	nominal	amura	amura
2	nominal	anASaya	anāśaya
2	nominal	anASritya	anāśritya
2	nominal	anASvasta	anāśvasta
2	nominal	anATaka	anāthaka
2	nominal	anAcarat	anācarat
2	nominal	anAdika	anādika
2	nominal	anAdisidDa	anādisiddha
2	nominal	anAgantuka	anāgantuka
2	nominal	anAhatahata	anāhatahata
2	nominal	anAhatahatottIrRa	anāhatahatottīrṇa
2	nominal	anAkzepa	anākṣepa
2	nominal	anAlokya	anālokya
2	nominal	anAmantrya	anāmantrya
2	nominal	anAmarSana	anāmarśana
2	nominal	anAnanda	anānanda
2	nominal	anApfcCya	anāpṛcchya
2	nominal	anAramBaka	anārambhaka
2	nominal	anAramat	anāramat
2	nominal	anArdra	anārdra
2	nominal	anAsakta	anāsakta
2	nominal	anAseDya	anāsedhya
2	nominal	anAsvAdayitum	anāsvādayitum
2	nominal	anAvArya	anāvārya
2	nominal	anAveSya	anāveśya
2	nominal	anAveSyatva	anāveśyatva
2	nominal	anAyasa	anāyasa
2	nominal	anAyati	anāyati
2	nominal	anDAhika	andhāhika
2	nominal	anDIkara	andhīkara
2	nominal	anDakArI	andhakārī
2	nominal	anDasvat	andhasvat
2	nominal	anDita	andhita
2	nominal	anDraRa	andhraṇa
2	nominal	anDramUzA	andhramūṣā
2	nominal	anEzWika	anaiṣṭhika
2	nominal	anIlatva	anīlatva
2	nominal	anUbanDyA	anūbandhyā
2	nominal	anaBIpsita	anabhīpsita
2	nominal	anaBiBAzaRa	anabhibhāṣaṇa
2	nominal	anaBiBAzya	anabhibhāṣya
2	nominal	anaBidruta	anabhidruta
2	nominal	anaBinandana	anabhinandana
2	nominal	anaBisaMtyajya	anabhisaṃtyajya
2	nominal	anaBivyakti	anabhivyakti
2	nominal	anaByAhata	anabhyāhata
2	nominal	anaByasta	anabhyasta
2	nominal	anaByasya	anabhyasya
2	nominal	anaByavahAra	anabhyavahāra
2	nominal	anaDIta	anadhīta
2	nominal	anaDigacCat	anadhigacchat
2	nominal	anaDyArUQa	anadhyārūḍha
2	nominal	anaN	anaṅ
2	nominal	anaSnatsaMhitA	anaśnatsaṃhitā
2	nominal	anacka	anacka
2	nominal	anagara	anagara
2	nominal	anakzatra	anakṣatra
2	nominal	analaMkAra	analaṃkāra
2	nominal	anamAtya	anamātya
2	nominal	anannABilAza	anannābhilāṣa
2	nominal	anannaBuj	anannabhuj
2	nominal	anantarikza	anantarikṣa
2	nominal	anantika	anantika
2	nominal	ananugraha	ananugraha
2	nominal	ananuguRa	ananuguṇa
2	nominal	ananurakta	ananurakta
2	nominal	ananuvidya	ananuvidya
2	nominal	ananuyojya	ananuyojya
2	nominal	anapAna	anapāna
2	nominal	anapAnat	anapānat
2	nominal	anapAvfta	anapāvṛta
2	nominal	anapagama	anapagama
2	nominal	anapahnavanIya	anapahnavanīya
2	nominal	anapekzaRa	anapekṣaṇa
2	nominal	anapekzat	anapekṣat
2	nominal	anastra	anastra
2	nominal	anatidUra	anatidūra
2	nominal	anatikrAnta	anatikrānta
2	nominal	anatikramya	anatikramya
2	nominal	anatimahat	anatimahat
2	nominal	anatiprasAda	anatiprasāda
2	nominal	anatisaMkzepa	anatisaṃkṣepa
2	nominal	anavaDArita	anavadhārita
2	nominal	anavaSeza	anavaśeṣa
2	nominal	anavaSezayat	anavaśeṣayat
2	nominal	anavaboDana	anavabodhana
2	nominal	anavajYAya	anavajñāya
2	nominal	anavajYa	anavajña
2	nominal	anavamanya	anavamanya
2	nominal	anavarUQa	anavarūḍha
2	nominal	anavasnAta	anavasnāta
2	nominal	anavayavatva	anavayavatva
2	nominal	anavekzita	anavekṣita
2	nominal	anetra	anetra
2	nominal	anfRya	anṛṇya
2	nominal	anfSaMsavat	anṛśaṃsavat
2	nominal	anibiqa	anibiḍa
2	nominal	anicCamAna	anicchamāna
2	nominal	anidarSana	anidarśana
2	nominal	anigfhIta	anigṛhīta
2	nominal	anilasuta	anilasuta
2	nominal	animIlita	animīlita
2	nominal	aninditakarman	aninditakarman
2	nominal	anirAsa	anirāsa
2	nominal	anirasta	anirasta
2	nominal	anirasyamAna	anirasyamāna
2	nominal	anirgacCat	anirgacchat
2	nominal	anirgama	anirgama
2	nominal	anirgata	anirgata
2	nominal	anirhfta	anirhṛta
2	nominal	aniroDa	anirodha
2	nominal	aniroDaka	anirodhaka
2	nominal	aniruDyamAna	anirudhyamāna
2	nominal	anirvadat	anirvadat
2	nominal	anitara	anitara
2	nominal	anitvara	anitvara
2	nominal	anivartya	anivartya
2	nominal	anivedayat	anivedayat
2	nominal	anizWita	aniṣṭhita
2	nominal	anizyamARa	aniṣyamāṇa
2	nominal	annasAra	annasāra
2	nominal	antarAlika	antarālika
2	nominal	antarDOti	antardhauti
2	nominal	antarDUma	antardhūma
2	nominal	antarRiDana	antarṇidhana
2	nominal	antardvIpa	antardvīpa
2	nominal	antarikzaka	antarikṣaka
2	nominal	antarmala	antarmala
2	nominal	antarmuKI	antarmukhī
2	nominal	antarmuKIBU	antarmukhībhū
2	nominal	antarvidraDi	antarvidradhi
2	nominal	anuBavitf	anubhavitṛ
2	nominal	anuGAsa	anughāsa
2	nominal	anuSravaRa	anuśravaṇa
2	nominal	anuSri	anuśri
2	nominal	anubADana	anubādhana
2	nominal	anubuBUz	anububhūṣ
2	nominal	anucCidyamAna	anucchidyamāna
2	nominal	anuccArya	anuccārya
2	nominal	anudAhfti	anudāhṛti
2	nominal	anudBUta	anudbhūta
2	nominal	anudBrAnta	anudbhrānta
2	nominal	anuddiSya	anuddiśya
2	nominal	anudgArin	anudgārin
2	nominal	anudvamat	anudvamat
2	nominal	anudvftta	anudvṛtta
2	nominal	anugantf	anugantṛ
2	nominal	anugrAhyatA	anugrāhyatā
2	nominal	anugrahA	anugrahā
2	nominal	anuhvA	anuhvā
2	nominal	anukfpAy	anukṛpāy
2	nominal	anuktvA	anuktvā
2	nominal	anumEtrI	anumaitrī
2	nominal	anumftyu	anumṛtyu
2	nominal	anumi	anumi
2	nominal	anuniviS	anuniviś
2	nominal	anunmIlita	anunmīlita
2	nominal	anupAnaka	anupānaka
2	nominal	anupAyaka	anupāyaka
2	nominal	anupaDA	anupadhā
2	nominal	anupaDAnaka	anupadhānaka
2	nominal	anupaSAmyat	anupaśāmyat
2	nominal	anupaSayatA	anupaśayatā
2	nominal	anupacaya	anupacaya
2	nominal	anupadagDa	anupadagdha
2	nominal	anupadasvat	anupadasvat
2	nominal	anupadruta	anupadruta
2	nominal	anupagata	anupagata
2	nominal	anupahatya	anupahatya
2	nominal	anupakrama	anupakrama
2	nominal	anupalaBya	anupalabhya
2	nominal	anuparind	anuparind
2	nominal	anuparohat	anuparohat
2	nominal	anupasaMhita	anupasaṃhita
2	nominal	anupaspfSya	anupaspṛśya
2	nominal	anupatApa	anupatāpa
2	nominal	anupraSaMs	anupraśaṃs
2	nominal	anupracyu	anupracyu
2	nominal	anuprahi	anuprahi
2	nominal	anupratipad	anupratipad
2	nominal	anurUpin	anurūpin
2	nominal	anurakzin	anurakṣin
2	nominal	anusaMDAnavat	anusaṃdhānavat
2	nominal	anusaMDAtf	anusaṃdhātṛ
2	nominal	anusaMhiti	anusaṃhiti
2	nominal	anusaMtf	anusaṃtṛ
2	nominal	anusanDimat	anusandhimat
2	nominal	anusevanI	anusevanī
2	nominal	anusevana	anusevana
2	nominal	anutApavat	anutāpavat
2	nominal	anutTitavidDa	anutthitaviddha
2	nominal	anutitikz	anutitikṣ
2	nominal	anutkaRWa	anutkaṇṭha
2	nominal	anutklizwa	anutkliṣṭa
2	nominal	anutkrAnta	anutkrānta
2	nominal	anutsarga	anutsarga
2	nominal	anutsava	anutsava
2	nominal	anuttarIya	anuttarīya
2	nominal	anuvarRa	anuvarṇa
2	nominal	anuvarRana	anuvarṇana
2	nominal	anuviBaj	anuvibhaj
2	nominal	anuvimfj	anuvimṛj
2	nominal	anuvisfp	anuvisṛp
2	nominal	anuzWeyatama	anuṣṭheyatama
2	nominal	anvASri	anvāśri
2	nominal	anvavasA	anvavasā
2	nominal	anvavekzaka	anvavekṣaka
2	nominal	anyAnyatA	anyānyatā
2	nominal	anyalakzaRa	anyalakṣaṇa
2	nominal	anyaviDa	anyavidha
2	nominal	apAkram	apākram
2	nominal	apAlApa	apālāpa
2	nominal	apAlita	apālita
2	nominal	apAmArgaka	apāmārgaka
2	nominal	apAvagam	apāvagam
2	nominal	apAyika	apāyika
2	nominal	apESunya	apaiśunya
2	nominal	apItavat	apītavat
2	nominal	apUjana	apūjana
2	nominal	apUjayat	apūjayat
2	nominal	apUjayitvA	apūjayitvā
2	nominal	apUrRamanyatA	apūrṇamanyatā
2	nominal	apUti	apūti
2	nominal	apaNkti	apaṅkti
2	nominal	apaNktya	apaṅktya
2	nominal	apaRyIBU	apaṇyībhū
2	nominal	apaSAstra	apaśāstra
2	nominal	apaScimajanman	apaścimajanman
2	nominal	apaSyantI	apaśyantī
2	nominal	apacyamAna	apacyamāna
2	nominal	apadAti	apadāti
2	nominal	apadrava	apadrava
2	nominal	apahAsanA	apahāsanā
2	nominal	apahu	apahu
