confidence	n_shared_dicts	fem_slp1	fem_iast	masc_slp1	masc_iast	ending	masc_gender
high	3	jIrRA	jīrṇā	jIrRa	jīrṇa	ā	fmn
high	3	jIvI	jīvī	jIvin	jīvin	ī	fmn
high	3	jawilA	jaṭilā	jawila	jaṭila	ā	fm
high	3	juNgA	juṅgā	juNga	juṅga	ā	fm
high	3	jyA	jyā	jya	jya	ā	fmn
high	3	kANkzitA	kāṅkṣitā	kANkzita	kāṅkṣita	ā	fmn
high	3	kASikA	kāśikā	kASika	kāśika	ā	fmn
high	3	kAhalA	kāhalā	kAhala	kāhala	ā	fmn
high	3	kAkiRikA	kākiṇikā	kAkiRika	kākiṇika	ā	fmn
high	3	kAlyA	kālyā	kAlya	kālya	ā	fmn
high	3	kAmA	kāmā	kAma	kāma	ā	fmn
high	3	kAmAnDA	kāmāndhā	kAmAnDa	kāmāndha	ā	fmn
high	3	kAmadA	kāmadā	kAmada	kāmada	ā	fmn
high	3	kAmitA	kāmitā	kAmita	kāmita	ā	fmn
high	3	kEravI	kairavī	kEravin	kairavin	ī	fmn
high	3	kOsalyA	kausalyā	kOsalya	kausalya	ā	fmn
high	3	kacCurA	kacchurā	kacCura	kacchura	ā	fmn
high	3	kakzyA	kakṣyā	kakzya	kakṣya	ā	fmn
high	3	kalApI	kalāpī	kalApin	kalāpin	ī	fmn
high	3	kalahapriyA	kalahapriyā	kalahapriya	kalahapriya	ā	fm
high	3	kalanA	kalanā	kalana	kalana	ā	fmn
high	3	kanA	kanā	kana	kana	ā	fmn
high	3	kapAlI	kapālī	kapAlin	kapālin	ī	fmn
high	3	karatalA	karatalā	karatala	karatala	ā	fmn
high	3	karawA	karaṭā	karawa	karaṭa	ā	fmn
high	3	kavarA	kavarā	kavara	kavara	ā	fmn
high	3	keSI	keśī	keSin	keśin	ī	fmn
high	3	ketumAlA	ketumālā	ketumAla	ketumāla	ā	fmn
high	3	kevalI	kevalī	kevalin	kevalin	ī	fmn
high	3	kfzRamfttikA	kṛṣṇamṛttikā	kfzRamfttika	kṛṣṇamṛttika	ā	fmn
high	3	kfzRapiNgalA	kṛṣṇapiṅgalā	kfzRapiNgala	kṛṣṇapiṅgala	ā	fm
high	3	kfzRavarRA	kṛṣṇavarṇā	kfzRavarRa	kṛṣṇavarṇa	ā	fmn
high	3	kosalA	kosalā	kosala	kosala	ā	fm
high	3	kroDanA	krodhanā	kroDana	krodhana	ā	fmn
high	3	kuBAryA	kubhāryā	kuBArya	kubhārya	ā	fmn
high	3	kuRqalA	kuṇḍalā	kuRqala	kuṇḍala	ā	fmn
high	3	kuSI	kuśī	kuSin	kuśin	ī	fmn
high	3	kubjA	kubjā	kubja	kubja	ā	fm
high	3	kujA	kujā	kuja	kuja	ā	fmn
high	3	kzIrA	kṣīrā	kzIra	kṣīra	ā	fmn
high	3	kzetrI	kṣetrī	kzetrin	kṣetrin	ī	fmn
high	3	kzipA	kṣipā	kzipa	kṣipa	ā	fmn
high	3	kzitA	kṣitā	kzita	kṣita	ā	fmn
high	3	kzudrA	kṣudrā	kzudra	kṣudra	ā	fmn
high	3	kzurI	kṣurī	kzurin	kṣurin	ī	fm
high	3	kzuraDArA	kṣuradhārā	kzuraDAra	kṣuradhāra	ā	fmn
high	3	lANgalI	lāṅgalī	lANgalin	lāṅgalin	ī	fmn
high	3	lasA	lasā	lasa	lasa	ā	fmn
high	3	lavaRA	lavaṇā	lavaRa	lavaṇa	ā	fmn
high	3	liptA	liptā	lipta	lipta	ā	fmn
high	3	lohitA	lohitā	lohita	lohita	ā	fmn
high	3	luptopamA	luptopamā	luptopama	luptopama	ā	fmn
high	3	mAMsikA	māṃsikā	mAMsika	māṃsika	ā	fmn
high	3	mAlikA	mālikā	mAlika	mālika	ā	fm
high	3	mArI	mārī	mArin	mārin	ī	fmn
high	3	mAtfkA	mātṛkā	mAtfka	mātṛka	ā	fmn
high	3	mAtrA	mātrā	mAtra	mātra	ā	fmn
high	3	mETunikA	maithunikā	mETunika	maithunika	ā	fmn
high	3	mUlA	mūlā	mUla	mūla	ā	fmn
high	3	mUlI	mūlī	mUlin	mūlin	ī	fmn
high	3	mUlikA	mūlikā	mUlika	mūlika	ā	fmn
high	3	maNgalA	maṅgalā	maNgala	maṅgala	ā	fmn
high	3	maNgalyA	maṅgalyā	maNgalya	maṅgalya	ā	fmn
high	3	maRqalI	maṇḍalī	maRqalin	maṇḍalin	ī	fmn
high	3	madanAvasTA	madanāvasthā	madanAvasTa	madanāvastha	ā	fmn
high	3	madrA	madrā	madra	madra	ā	fmn
high	3	mahASAKA	mahāśākhā	mahASAKa	mahāśākha	ā	fmn
high	3	mahApraBA	mahāprabhā	mahApraBa	mahāprabha	ā	fmn
high	3	mahAtattvA	mahātattvā	mahAtattva	mahātattva	ā	fmn
high	3	majjA	majjā	majja	majja	ā	fmn
high	3	makzA	makṣā	makza	makṣa	ā	fm
high	3	manojYA	manojñā	manojYa	manojña	ā	fmn
high	3	manojavA	manojavā	manojava	manojava	ā	fmn
high	3	manoramA	manoramā	manorama	manorama	ā	fmn
high	3	mantrikA	mantrikā	mantrika	mantrika	ā	fmn
high	3	marIcI	marīcī	marIcin	marīcin	ī	fmn
high	3	matsarI	matsarī	matsarin	matsarin	ī	fmn
high	3	meKalA	mekhalā	meKala	mekhala	ā	fmn
high	3	medA	medā	meda	meda	ā	fm
high	3	mfgA	mṛgā	mfga	mṛga	ā	fmn
high	3	muRqA	muṇḍā	muRqa	muṇḍa	ā	fmn
high	3	muditA	muditā	mudita	mudita	ā	fmn
high	3	nASI	nāśī	nASin	nāśin	ī	fmn
high	3	nAgI	nāgī	nAgin	nāgin	ī	fmn
high	3	nAlA	nālā	nAla	nāla	ā	fmn
high	3	nAlikA	nālikā	nAlika	nālika	ā	fmn
high	3	nAqikA	nāḍikā	nAqika	nāḍika	ā	fmn
high	3	nAwakIyA	nāṭakīyā	nAwakIya	nāṭakīya	ā	fmn
high	3	nITA	nīthā	nITa	nītha	ā	fmn
high	3	naBA	nabhā	naBa	nabha	ā	fm
high	3	namyA	namyā	namya	namya	ā	fmn
high	3	narmadA	narmadā	narmada	narmada	ā	fmn
high	3	nasyA	nasyā	nasya	nasya	ā	fmn
high	3	nirahaMkriyA	nirahaṃkriyā	nirahaMkriya	nirahaṃkriya	ā	fmn
high	3	nityA	nityā	nitya	nitya	ā	fmn
high	3	pAWikA	pāṭhikā	pAWika	pāṭhika	ā	fmn
high	3	pOtrI	pautrī	pOtrin	pautrin	ī	fmn
high	3	pUrRA	pūrṇā	pUrRa	pūrṇa	ā	fmn
high	3	pUrvA	pūrvā	pUrva	pūrva	ā	fmn
high	3	pUrvI	pūrvī	pUrvin	pūrvin	ī	fmn
high	3	padmapraBA	padmaprabhā	padmapraBa	padmaprabha	ā	fm
high	3	padyA	padyā	padya	padya	ā	fmn
high	3	paritakmyA	paritakmyā	paritakmya	paritakmya	ā	fmn
high	3	peSaskArI	peśaskārī	peSaskArin	peśaskārin	ī	fm
high	3	picCilA	picchilā	picCila	picchila	ā	fmn
high	3	praBAvanA	prabhāvanā	praBAvana	prabhāvana	ā	fm
high	3	praKyA	prakhyā	praKya	prakhya	ā	fmn
high	3	praTA	prathā	praTa	pratha	ā	fm
high	3	prapaTyA	prapathyā	prapaTya	prapathya	ā	fmn
high	3	pravA	pravā	prava	prava	ā	fmn
high	3	pravAhI	pravāhī	pravAhin	pravāhin	ī	fmn
high	3	pravarA	pravarā	pravara	pravara	ā	fmn
high	3	puRqarIkA	puṇḍarīkā	puRqarIka	puṇḍarīka	ā	fmn
high	3	pumAKyA	pumākhyā	pumAKya	pumākhya	ā	fmn
high	3	puzA	puṣā	puza	puṣa	ā	fmn
high	3	rUkzA	rūkṣā	rUkza	rūkṣa	ā	fmn
high	3	raNgA	raṅgā	raNga	raṅga	ā	fmn
high	3	revA	revā	reva	reva	ā	fmn
high	3	riktA	riktā	rikta	rikta	ā	fmn
high	3	rocamAnA	rocamānā	rocamAna	rocamāna	ā	fmn
high	3	rocanA	rocanā	rocana	rocana	ā	fmn
high	3	sADanA	sādhanā	sADana	sādhana	ā	fmn
high	3	sAmAnyA	sāmānyā	sAmAnya	sāmānya	ā	fmn
high	3	sAraRikA	sāraṇikā	sAraRika	sāraṇika	ā	fm
high	3	sOmyA	saumyā	sOmya	saumya	ā	fmn
high	3	sTUlA	sthūlā	sTUla	sthūla	ā	fmn
high	3	sTalA	sthalā	sTala	sthala	ā	fmn
high	3	sUcikA	sūcikā	sUcika	sūcika	ā	fm
high	3	sUcitA	sūcitā	sUcita	sūcita	ā	fmn
high	3	sUkzmA	sūkṣmā	sUkzma	sūkṣma	ā	fmn
high	3	sUryA	sūryā	sUrya	sūrya	ā	fmn
high	3	saMDyA	saṃdhyā	saMDya	saṃdhya	ā	fmn
high	3	saMKyA	saṃkhyā	saMKya	saṃkhya	ā	fmn
high	3	saMsargI	saṃsargī	saMsargin	saṃsargin	ī	fmn
high	3	samudrA	samudrā	samudra	samudra	ā	fmn
high	3	sarvasahA	sarvasahā	sarvasaha	sarvasaha	ā	fm
high	3	sarvavidyA	sarvavidyā	sarvavidya	sarvavidya	ā	fmn
high	3	satArA	satārā	satAra	satāra	ā	fmn
high	3	satkriyA	satkriyā	satkriya	satkriya	ā	fmn
high	3	somA	somā	soma	soma	ā	fmn
high	3	sparSA	sparśā	sparSa	sparśa	ā	fmn
high	3	suKASA	sukhāśā	suKASa	sukhāśa	ā	fmn
high	3	suKadA	sukhadā	suKada	sukhada	ā	fmn
high	3	sujAtA	sujātā	sujAta	sujāta	ā	fmn
high	3	sulocanA	sulocanā	sulocana	sulocana	ā	fm
high	3	sumitrA	sumitrā	sumitra	sumitra	ā	fm
high	3	sumuKA	sumukhā	sumuKa	sumukha	ā	fmn
high	3	supASA	supāśā	supASa	supāśa	ā	fmn
high	3	supraBA	suprabhā	supraBa	suprabha	ā	fmn
high	3	supriyA	supriyā	supriya	supriya	ā	fm
high	3	surasA	surasā	surasa	surasa	ā	fmn
high	3	suvarRA	suvarṇā	suvarRa	suvarṇa	ā	fmn
high	3	suvratA	suvratā	suvrata	suvrata	ā	fm
high	3	tApI	tāpī	tApin	tāpin	ī	fmn
high	3	tIvrA	tīvrā	tIvra	tīvra	ā	fmn
high	3	talA	talā	tala	tala	ā	fmn
high	3	tizyA	tiṣyā	tizya	tiṣya	ā	fmn
high	3	trikA	trikā	trika	trika	ā	fmn
high	3	tuNgI	tuṅgī	tuNgin	tuṅgin	ī	fmn
high	3	tulA	tulā	tula	tula	ā	fm
high	3	udanyA	udanyā	udanya	udanya	ā	fmn
high	3	udgatA	udgatā	udgata	udgata	ā	fmn
high	3	ujjihAnA	ujjihānā	ujjihAna	ujjihāna	ā	fmn
high	3	ujjvalA	ujjvalā	ujjvala	ujjvala	ā	fmn
high	3	upacitrA	upacitrā	upacitra	upacitra	ā	fmn
high	3	upajIvA	upajīvā	upajIva	upajīva	ā	fmn
high	3	upekzA	upekṣā	upekza	upekṣa	ā	fm
high	3	usrA	usrā	usra	usra	ā	fm
high	3	usriyA	usriyā	usriya	usriya	ā	fmn
high	3	utpatAkA	utpatākā	utpatAka	utpatāka	ā	fmn
high	3	uttamA	uttamā	uttama	uttama	ā	fmn
high	3	uttarapaScimA	uttarapaścimā	uttarapaScima	uttarapaścima	ā	fmn
high	3	uzRIzavijayA	uṣṇīṣavijayā	uzRIzavijaya	uṣṇīṣavijaya	ā	fm
high	3	vAcI	vācī	vAcin	vācin	ī	fmn
high	3	vAhanA	vāhanā	vAhana	vāhana	ā	fmn
high	3	vAlI	vālī	vAlin	vālin	ī	fm
high	3	vAmI	vāmī	vAmin	vāmin	ī	fmn
high	3	vAmalocanA	vāmalocanā	vAmalocana	vāmalocana	ā	fmn
high	3	vApI	vāpī	vApin	vāpin	ī	fmn
high	3	vAsarA	vāsarā	vAsara	vāsara	ā	fmn
high	3	vAsitA	vāsitā	vAsita	vāsita	ā	fmn
high	3	vAstuvidyA	vāstuvidyā	vAstuvidya	vāstuvidya	ā	fmn
high	3	vAtyA	vātyā	vAtya	vātya	ā	fmn
high	3	vITikA	vīthikā	vITika	vīthika	ā	fmn
high	3	vaDA	vadhā	vaDa	vadha	ā	fmn
high	3	vacA	vacā	vaca	vaca	ā	fmn
high	3	vajrA	vajrā	vajra	vajra	ā	fmn
high	3	vanA	vanā	vana	vana	ā	fmn
high	3	vanI	vanī	vanin	vanin	ī	fmn
high	3	vandA	vandā	vanda	vanda	ā	fmn
high	3	varRA	varṇā	varRa	varṇa	ā	fmn
high	3	varadA	varadā	varada	varada	ā	fmn
high	3	vartanA	vartanā	vartana	vartana	ā	fmn
high	3	varuRA	varuṇā	varuRa	varuṇa	ā	fmn
high	3	vasuDArA	vasudhārā	vasuDAra	vasudhāra	ā	fmn
high	3	vatsaSAlA	vatsaśālā	vatsaSAla	vatsaśāla	ā	fmn
high	3	vawI	vaṭī	vawin	vaṭin	ī	fmn
high	3	vayA	vayā	vaya	vaya	ā	fm
high	3	veRikA	veṇikā	veRika	veṇika	ā	fm
high	3	vfdDA	vṛddhā	vfdDa	vṛddha	ā	fmn
high	3	vfndA	vṛndā	vfnda	vṛnda	ā	fmn
high	3	vfzA	vṛṣā	vfza	vṛṣa	ā	fmn
high	3	viSAlA	viśālā	viSAla	viśāla	ā	fmn
high	3	viSokA	viśokā	viSoka	viśoka	ā	fmn
high	3	vidyutpraBA	vidyutprabhā	vidyutpraBa	vidyutprabha	ā	fmn
high	3	vikANkzA	vikāṅkṣā	vikANkza	vikāṅkṣa	ā	fmn
high	3	vimalA	vimalā	vimala	vimala	ā	fmn
high	3	vinatA	vinatā	vinata	vinata	ā	fmn
high	3	vipulA	vipulā	vipula	vipula	ā	fmn
high	3	virUpA	virūpā	virUpa	virūpa	ā	fmn
high	3	vizwA	viṣṭā	vizwa	viṣṭa	ā	fmn
high	3	wA	ṭā	wa	ṭa	ā	fmn
high	3	yAmikA	yāmikā	yAmika	yāmika	ā	fmn
high	3	yamI	yamī	yamin	yamin	ī	fmn
high	3	yamyA	yamyā	yamya	yamya	ā	fmn
high	3	yogyA	yogyā	yogya	yogya	ā	fmn
high	2	ASApurA	āśāpurā	ASApura	āśāpura	ā	fmn
high	2	ASIvizA	āśīviṣā	ASIviza	āśīviṣa	ā	fm
high	2	ASaMsA	āśaṃsā	ASaMsa	āśaṃsa	ā	fmn
high	2	AbADA	ābādhā	AbADa	ābādha	ā	fmn
high	2	AgnIDrA	āgnīdhrā	AgnIDra	āgnīdhra	ā	fmn
high	2	AkrayA	ākrayā	Akraya	ākraya	ā	fm
high	2	AlambA	ālambā	Alamba	ālamba	ā	fmn
high	2	AptA	āptā	Apta	āpta	ā	fmn
high	2	ArADanA	ārādhanā	ArADana	ārādhana	ā	fmn
high	2	ArakzA	ārakṣā	Arakza	ārakṣa	ā	fmn
high	2	ArjIkIyA	ārjīkīyā	ArjIkIya	ārjīkīya	ā	fm
high	2	AryA	āryā	Arya	ārya	ā	fmn
high	2	AsPotA	āsphotā	AsPota	āsphota	ā	fm
high	2	AsanA	āsanā	Asana	āsana	ā	fmn
high	2	AtiTyA	ātithyā	AtiTya	ātithya	ā	fmn
high	2	AtmaSlAGA	ātmaślāghā	AtmaSlAGa	ātmaślāgha	ā	fmn
high	2	AtmodBavA	ātmodbhavā	AtmodBava	ātmodbhava	ā	fm
high	2	AzAQA	āṣāḍhā	AzAQa	āṣāḍha	ā	fmn
high	2	BAmA	bhāmā	BAma	bhāma	ā	fm
high	2	BArikA	bhārikā	BArika	bhārika	ā	fmn
high	2	BAryA	bhāryā	BArya	bhārya	ā	fmn
high	2	BAvAnugA	bhāvānugā	BAvAnuga	bhāvānuga	ā	fmn
high	2	BUmijA	bhūmijā	BUmija	bhūmija	ā	fmn
high	2	BUribalA	bhūribalā	BUribala	bhūribala	ā	fm
high	2	BUtaDarA	bhūtadharā	BUtaDara	bhūtadhara	ā	fmn
high	2	BaNgA	bhaṅgā	BaNga	bhaṅga	ā	fmn
high	2	BaYjanA	bhañjanā	BaYjana	bhañjana	ā	fmn
high	2	BavyA	bhavyā	Bavya	bhavya	ā	fmn
high	2	BawA	bhaṭā	Bawa	bhaṭa	ā	fm
high	2	BazA	bhaṣā	Baza	bhaṣa	ā	fm
high	2	BeruRqA	bheruṇḍā	BeruRqa	bheruṇḍa	ā	fmn
high	2	BogyA	bhogyā	Bogya	bhogya	ā	fmn
high	2	BojA	bhojā	Boja	bhoja	ā	fmn
high	2	BrAmarI	bhrāmarī	BrAmarin	bhrāmarin	ī	fmn
high	2	BujA	bhujā	Buja	bhuja	ā	fmn
high	2	BujizyA	bhujiṣyā	Bujizya	bhujiṣya	ā	fmn
high	2	CAyA	chāyā	CAya	chāya	ā	fmn
high	2	CattrA	chattrā	Cattra	chattra	ā	fmn
high	2	DAnyamiSrA	dhānyamiśrā	DAnyamiSra	dhānyamiśra	ā	fmn
high	2	DUmitA	dhūmitā	DUmita	dhūmita	ā	fmn
high	2	DUtA	dhūtā	DUta	dhūta	ā	fmn
high	2	DanikA	dhanikā	Danika	dhanika	ā	fmn
high	2	DanizWA	dhaniṣṭhā	DanizWa	dhaniṣṭha	ā	fmn
high	2	DanyA	dhanyā	Danya	dhanya	ā	fmn
high	2	DarzitA	dharṣitā	Darzita	dharṣita	ā	fmn
high	2	DfzwA	dhṛṣṭā	Dfzwa	dhṛṣṭa	ā	fmn
high	2	DizaRA	dhiṣaṇā	DizaRa	dhiṣaṇa	ā	fmn
high	2	DvaMsI	dhvaṃsī	DvaMsin	dhvaṃsin	ī	fmn
high	2	GaRwAravA	ghaṇṭāravā	GaRwArava	ghaṇṭārava	ā	fm
high	2	GanA	ghanā	Gana	ghana	ā	fmn
high	2	GarGarA	ghargharā	GarGara	gharghara	ā	fmn
high	2	GawanA	ghaṭanā	Gawana	ghaṭana	ā	fmn
high	2	GawikA	ghaṭikā	Gawika	ghaṭika	ā	fmn
high	2	GawwitA	ghaṭṭitā	Gawwita	ghaṭṭita	ā	fmn
high	2	ISvarA	īśvarā	ISvara	īśvara	ā	fmn
high	2	IzaRA	īṣaṇā	IzaRa	īṣaṇa	ā	fmn
high	2	JA	jhā	Ja	jha	ā	fmn
high	2	JarJarI	jharjharī	JarJarin	jharjharin	ī	fmn
high	2	JazA	jhaṣā	Jaza	jhaṣa	ā	fmn
high	2	KArikA	khārikā	KArika	khārika	ā	fmn
high	2	KAtA	khātā	KAta	khāta	ā	fmn
high	2	KaRqikA	khaṇḍikā	KaRqika	khaṇḍika	ā	fm
high	2	KaRqitA	khaṇḍitā	KaRqita	khaṇḍita	ā	fmn
high	2	KaYjA	khañjā	KaYja	khañja	ā	fmn
high	2	KaYjanA	khañjanā	KaYjana	khañjana	ā	fmn
high	2	KadirA	khadirā	Kadira	khadira	ā	fm
high	2	KadyotA	khadyotā	Kadyota	khadyota	ā	fm
high	2	KarA	kharā	Kara	khara	ā	fmn
high	2	KarapuzpA	kharapuṣpā	Karapuzpa	kharapuṣpa	ā	fm
high	2	KasA	khasā	Kasa	khasa	ā	fm
high	2	KawikA	khaṭikā	Kawika	khaṭika	ā	fm
high	2	KedA	khedā	Keda	kheda	ā	fmn
high	2	OqavA	auḍavā	Oqava	auḍava	ā	fm
high	2	PalA	phalā	Pala	phala	ā	fmn
high	2	PalgudA	phalgudā	Palguda	phalguda	ā	fmn
high	2	PalikA	phalikā	Palika	phalika	ā	fmn
high	2	PalitA	phalitā	Palita	phalita	ā	fmn
high	2	PenA	phenā	Pena	phena	ā	fmn
high	2	SAkA	śākā	SAka	śāka	ā	fmn
high	2	SAlmalI	śālmalī	SAlmalin	śālmalin	ī	fm
high	2	SAradA	śāradā	SArada	śārada	ā	fmn
high	2	SEbyA	śaibyā	SEbya	śaibya	ā	fmn
high	2	SElA	śailā	SEla	śaila	ā	fmn
high	2	SIlA	śīlā	SIla	śīla	ā	fmn
high	2	SIpAlA	śīpālā	SIpAla	śīpāla	ā	fmn
high	2	SItapuzpA	śītapuṣpā	SItapuzpa	śītapuṣpa	ā	fmn
high	2	SUkA	śūkā	SUka	śūka	ā	fmn
high	2	SUlI	śūlī	SUlin	śūlin	ī	fmn
high	2	SaMsA	śaṃsā	SaMsa	śaṃsa	ā	fmn
high	2	SaSI	śaśī	SaSin	śaśin	ī	fm
high	2	SabalA	śabalā	Sabala	śabala	ā	fmn
high	2	SabdasaMjYA	śabdasaṃjñā	SabdasaMjYa	śabdasaṃjña	ā	fmn
high	2	SakunajYA	śakunajñā	SakunajYa	śakunajña	ā	fmn
high	2	SalAkA	śalākā	SalAka	śalāka	ā	fm
high	2	SamitA	śamitā	Samita	śamita	ā	fmn
high	2	SamyA	śamyā	Samya	śamya	ā	fmn
high	2	SarapuNKA	śarapuṅkhā	SarapuNKa	śarapuṅkha	ā	fm
high	2	SasA	śasā	Sasa	śasa	ā	fmn
high	2	SatAnandA	śatānandā	SatAnanda	śatānanda	ā	fm
high	2	SataSIrzA	śataśīrṣā	SataSIrza	śataśīrṣa	ā	fmn
high	2	SatapuzpA	śatapuṣpā	Satapuzpa	śatapuṣpa	ā	fm
high	2	SfNgArA	śṛṅgārā	SfNgAra	śṛṅgāra	ā	fmn
high	2	SiKaRqI	śikhaṇḍī	SiKaRqin	śikhaṇḍin	ī	fmn
high	2	SiKarI	śikharī	SiKarin	śikharin	ī	fmn
high	2	SlakzRA	ślakṣṇā	SlakzRa	ślakṣṇa	ā	fm
high	2	SoBA	śobhā	SoBa	śobha	ā	fmn
high	2	SoRA	śoṇā	SoRa	śoṇa	ā	fmn
high	2	SrARA	śrāṇā	SrARa	śrāṇa	ā	fmn
high	2	SrIBadrA	śrībhadrā	SrIBadra	śrībhadra	ā	fm
high	2	SramaRA	śramaṇā	SramaRa	śramaṇa	ā	fmn
high	2	SrapitA	śrapitā	Srapita	śrapita	ā	fmn
high	2	SrutA	śrutā	Sruta	śruta	ā	fmn
high	2	SrutasomA	śrutasomā	Srutasoma	śrutasoma	ā	fm
high	2	SuBrA	śubhrā	SuBra	śubhra	ā	fmn
high	2	SucI	śucī	Sucin	śucin	ī	fmn
high	2	SudDA	śuddhā	SudDa	śuddha	ā	fmn
high	2	SyAmalA	śyāmalā	SyAmala	śyāmala	ā	fm
high	2	UQA	ūḍhā	UQa	ūḍha	ā	fmn
high	2	UrjA	ūrjā	Urja	ūrja	ā	fmn
high	2	UrmyA	ūrmyā	Urmya	ūrmya	ā	fmn
high	2	UrustamBA	ūrustambhā	UrustamBa	ūrustambha	ā	fm
high	2	aBIzwA	abhīṣṭā	aBIzwa	abhīṣṭa	ā	fmn
high	2	aByuditA	abhyuditā	aByudita	abhyudita	ā	fmn
high	2	aDIrA	adhīrā	aDIra	adhīra	ā	fmn
high	2	aDamA	adhamā	aDama	adhama	ā	fmn
high	2	aDarA	adharā	aDara	adhara	ā	fmn
high	2	aDfzyA	adhṛṣyā	aDfzya	adhṛṣya	ā	fmn
high	2	aDikArI	adhikārī	aDikArin	adhikārin	ī	fmn
high	2	aDomuKA	adhomukhā	aDomuKa	adhomukha	ā	fmn
high	2	aDyUQA	adhyūḍhā	aDyUQa	adhyūḍha	ā	fmn
high	2	aGnyA	aghnyā	aGnya	aghnya	ā	fm
high	2	aGorA	aghorā	aGora	aghora	ā	fmn
high	2	aNgArakA	aṅgārakā	aNgAraka	aṅgāraka	ā	fmn
high	2	aNgAritA	aṅgāritā	aNgArita	aṅgārita	ā	fmn
high	2	aNgajA	aṅgajā	aNgaja	aṅgaja	ā	fmn
high	2	aNkuSI	aṅkuśī	aNkuSin	aṅkuśin	ī	fmn
high	2	aPalA	aphalā	aPala	aphala	ā	fm
high	2	aRqajA	aṇḍajā	aRqaja	aṇḍaja	ā	fmn
high	2	aSvA	aśvā	aSva	aśva	ā	fmn
high	2	aSvArohA	aśvārohā	aSvAroha	aśvāroha	ā	fm
high	2	aSvaraTA	aśvarathā	aSvaraTa	aśvaratha	ā	fmn
high	2	abDijA	abdhijā	abDija	abdhija	ā	fmn
high	2	abalA	abalā	abala	abala	ā	fmn
high	2	adButopamA	adbhutopamā	adButopama	adbhutopama	ā	fmn
high	2	adalA	adalā	adala	adala	ā	fmn
high	2	adattA	adattā	adatta	adatta	ā	fmn
high	2	adyaSvInA	adyaśvīnā	adyaSvIna	adyaśvīna	ā	fmn
high	2	agajA	agajā	agaja	agaja	ā	fmn
high	2	agamyA	agamyā	agamya	agamya	ā	fmn
high	2	agarBA	agarbhā	agarBa	agarbha	ā	fmn
high	2	agnidIptA	agnidīptā	agnidIpta	agnidīpta	ā	fmn
high	2	agnigarBA	agnigarbhā	agnigarBa	agnigarbha	ā	fm
high	2	agnihotrI	agnihotrī	agnihotrin	agnihotrin	ī	fmn
high	2	agrimA	agrimā	agrima	agrima	ā	fmn
high	2	agryA	agryā	agrya	agrya	ā	fmn
high	2	ahiMsrA	ahiṃsrā	ahiMsra	ahiṃsra	ā	fmn
high	2	ajapA	ajapā	ajapa	ajapa	ā	fm
high	2	ajaqA	ajaḍā	ajaqa	ajaḍa	ā	fmn
high	2	ajarA	ajarā	ajara	ajara	ā	fmn
high	2	ajayA	ajayā	ajaya	ajaya	ā	fmn
high	2	ajirA	ajirā	ajira	ajira	ā	fmn
high	2	akrAntA	akrāntā	akrAnta	akrānta	ā	fmn
high	2	akulA	akulā	akula	akula	ā	fmn
high	2	akzapIqA	akṣapīḍā	akzapIqa	akṣapīḍa	ā	fm
high	2	akzayA	akṣayā	akzaya	akṣaya	ā	fmn
high	2	alambuzA	alambuṣā	alambuza	alambuṣa	ā	fm
high	2	alasA	alasā	alasa	alasa	ā	fmn
high	2	amAvAsyA	amāvāsyā	amAvAsya	amāvāsya	ā	fmn
high	2	amalA	amalā	amala	amala	ā	fmn
high	2	amftapraBA	amṛtaprabhā	amftapraBa	amṛtaprabha	ā	fm
high	2	anAkrAntA	anākrāntā	anAkrAnta	anākrānta	ā	fmn
high	2	anAsTA	anāsthā	anAsTa	anāstha	ā	fmn
high	2	anISA	anīśā	anISa	anīśa	ā	fmn
high	2	analA	analā	anala	anala	ā	fm
high	2	anavasitA	anavasitā	anavasita	anavasita	ā	fmn
high	2	anavekzA	anavekṣā	anavekza	anavekṣa	ā	fmn
high	2	anizwA	aniṣṭā	anizwa	aniṣṭa	ā	fmn
high	2	annajA	annajā	annaja	annaja	ā	fmn
high	2	annapUrRA	annapūrṇā	annapUrRa	annapūrṇa	ā	fmn
high	2	antaHsTA	antaḥsthā	antaHsTa	antaḥstha	ā	fmn
high	2	antyA	antyā	antya	antya	ā	fmn
high	2	anuSayAnA	anuśayānā	anuSayAna	anuśayāna	ā	fmn
high	2	anugItA	anugītā	anugIta	anugīta	ā	fmn
high	2	anujA	anujā	anuja	anuja	ā	fmn
high	2	anujAtA	anujātā	anujAta	anujāta	ā	fmn
high	2	anukUlA	anukūlā	anukUla	anukūla	ā	fmn
high	2	anulomA	anulomā	anuloma	anuloma	ā	fm
high	2	anunirvApyA	anunirvāpyā	anunirvApya	anunirvāpya	ā	fmn
high	2	anuvAkyA	anuvākyā	anuvAkya	anuvākya	ā	fmn
high	2	anuzRA	anuṣṇā	anuzRa	anuṣṇa	ā	fmn
high	2	apacCAyA	apacchāyā	apacCAya	apacchāya	ā	fmn
high	2	aparRA	aparṇā	aparRa	aparṇa	ā	fmn
high	2	apattrA	apattrā	apattra	apattra	ā	fmn
high	2	apatyadA	apatyadā	apatyada	apatyada	ā	fmn
high	2	apavIRA	apavīṇā	apavIRa	apavīṇa	ā	fmn
high	2	apekzitA	apekṣitā	apekzita	apekṣita	ā	fmn
high	2	apriyA	apriyā	apriya	apriya	ā	fmn
high	2	apucCA	apucchā	apucCa	apuccha	ā	fmn
high	2	arAlA	arālā	arAla	arāla	ā	fmn
