form_slp1	primary_lemma	primary_upos	primary_n	alt_lemma	alt_upos	alt_n
aparAM	apara	PRON	14	aparA	NOUN	1
aparARi	apara	PRON	48	apara	ADJ	1
aparAjitA	aparAjitA	NOUN	31	aparAjita	ADJ	6
aparAjitAH	aparAjita	ADJ	5	aparAjitA	NOUN	1
aparAjitAm	aparAjita	ADJ	3	aparAjitA	NOUN	2
aparAjita	aparAjita	ADJ	6	aparAjita	NOUN	1
aparAjitaH	aparAjita	ADJ	76	aparAjita	NOUN	19
aparAjitam	aparAjita	ADJ	60	aparAjita	NOUN	1
aparAm	apara	PRON	51	aparA	NOUN	3
aparAya	apara	ADJ	1	apara	PRON	1
apara	apara	PRON	250	apara	ADJ	3
aparaH	apara	PRON	312	apara	ADJ	9
aparaM	apara	PRON	226	apara	ADJ	5
aparam	apara	PRON	473	apara	ADJ	123
apare	apara	PRON	613	apara	ADJ	3
apareRa	apareRa	ADV	177	apara	PRON	123
aparigraha	aparigraha	NOUN	4	aparigraha	ADJ	2
aparigrahaH	aparigraha	NOUN	4	aparigraha	ADJ	2
apartu	apartu	ADJ	1	apartu	ADV	1
apasA	apas	NOUN	5	apas	ADJ	1
apasAm	apas	ADJ	5	apas	NOUN	1
apasaH	apas	ADJ	10	apas	NOUN	10
apasam	apas	ADJ	2	apas	NOUN	2
apasarpa	apasfp	VERB	8	apasarpa	NOUN	5
apaso	apas	ADJ	11	apas	NOUN	1
apekzA	apekzA	NOUN	30	apekza	ADJ	3
apekzayA	apekzA	NOUN	90	apekza	ADJ	1
apfcCan	pracC	VERB	32	apfcCat	ADJ	1
apfkta	apfkta	ADJ	1	pfc	VERB	1
api	api	PART	30772	ap	NOUN	2
apiban	pA	VERB	5	apibat	ADJ	1
aporRute	apavf	VERB	3	apAvf	VERB	3
aprajA	apraja	ADJ	4	aprajas	ADJ	2
aprajAH	apraja	ADJ	2	aprajas	ADJ	1
apramARa	apramARa	NOUN	17	apramARa	ADJ	10
apramARam	apramARa	NOUN	10	apramARa	ADJ	1
apramAdam	apramAda	ADJ	4	apramAda	NOUN	3
apratizWaH	apratizWa	ADJ	2	apratizWa	NOUN	1
apriya	apriya	ADJ	46	apriya	NOUN	1
apy	api	PART	878	ap	NOUN	2
arAjaka	arAjaka	NOUN	2	arAjaka	ADJ	1
arAjake	arAjaka	ADJ	32	arAjaka	NOUN	1
arBaka	arBaka	NOUN	3	arBaka	ADJ	1
arBakam	arBaka	ADJ	4	arBaka	NOUN	1
arBake	arBaka	NOUN	2	arBaka	ADJ	1
arDa	arDa	ADJ	759	arDa	NOUN	542
arDaH	arDa	NOUN	44	arDa	ADJ	4
arDaM	arDa	NOUN	126	arDa	ADJ	19
arDam	arDa	NOUN	648	arDa	ADJ	45
arDe	arDa	NOUN	304	arDa	ADJ	6
arDena	arDa	NOUN	175	arDa	ADJ	13
arRaH	arRas	NOUN	7	arRa	NOUN	4
arRavaH	arRava	NOUN	56	arRava	ADJ	4
arRavam	arRava	NOUN	162	arRava	ADJ	1
arTI	arTin	ADJ	322	arTin	NOUN	10
arTinAm	arTin	ADJ	45	arTin	NOUN	1
arTinI	arTin	ADJ	49	arTin	NOUN	1
arTinaH	arTin	ADJ	157	arTin	NOUN	3
arTinam	arTin	ADJ	31	arTin	NOUN	1
arTini	arTin	ADJ	4	arTin	NOUN	1
arTitA	arTay	VERB	8	arTitA	NOUN	3
ara	ara	NOUN	6	are	ADV	3
araM	aram	ADV	27	fC	VERB	1
araRI	araRi	NOUN	37	araRI	NOUN	33
araRaM	araRa	ADJ	2	araRa	NOUN	1
araRam	araRa	ADJ	4	araRa	NOUN	1
araRyA	araRi	NOUN	1	araRI	NOUN	1
araRyam	araRya	NOUN	147	Suci	ADJ	1
araje	araja	ADJ	3	arajA	NOUN	1
arakzatAm	rakz	VERB	2	arakzat	ADJ	1
aram	ara	NOUN	27	aram	ADV	23
aramatiH	aramati	NOUN	3	aramati	ADJ	1
arasa	arasa	ADJ	7	arasa	NOUN	2
aratir	arati	NOUN	8	arati	ADJ	1
arbude	arbudi	NOUN	20	arbuda	NOUN	13
arcA	arcA	NOUN	55	arc	VERB	11
arcI	arcin	ADJ	2	arcis	NOUN	2
arcayaH	arci	NOUN	13	arcay	VERB	1
arcitAni	arc	VERB	2	arcay	VERB	1
arcizmatI	arcizmat	ADJ	1	arcizmatI	NOUN	1
arcya	arc	VERB	10	arcay	VERB	8
ardita	ardita	NOUN	18	arday	VERB	8
arditaM	arday	VERB	7	ardita	NOUN	2
are	are	ADV	57	ara	NOUN	15
arhAt	arh	VERB	1	arha	ADJ	1
arha	arha	ADJ	37	arha	NOUN	1
arhaH	arha	ADJ	104	arh	NOUN	2
arhaRA	arhaRA	NOUN	2	arhaRa	ADJ	1
arhan	arhant	NOUN	32	arh	VERB	12
arhann	arh	VERB	4	arhant	NOUN	1
arhat	arhant	NOUN	100	arh	VERB	2
arhataH	arhant	NOUN	41	arh	VERB	24
ariH	ari	NOUN	50	ari	ADJ	7
ariMdama	ariMdama	ADJ	195	ariMdama	NOUN	5
ariRA	ari	NOUN	10	ri	VERB	3
arim	ari	NOUN	25	ari	ADJ	2
arindama	ariMdama	ADJ	3	ariMdama	NOUN	1
arizwA	arizwA	NOUN	20	arizwa	ADJ	14
arizwABiH	arizwa	ADJ	1	arizwA	NOUN	1
arizwAH	arizwa	ADJ	20	arizwa	NOUN	5
arizwAn	arizwa	NOUN	14	arizwa	ADJ	3
arizwa	arizwa	NOUN	95	arizwa	ADJ	25
arizwaH	arizwa	NOUN	18	arizwa	ADJ	16
arizwaM	arizwa	ADJ	14	arizwa	NOUN	11
arizwam	arizwa	NOUN	34	arizwa	ADJ	13
arizwo	arizwa	NOUN	16	arizwa	ADJ	7
arjuna	arjuna	NOUN	440	arjuna	ADJ	3
arjunaH	arjuna	NOUN	367	arjuna	ADJ	1
arjunaM	arjuna	NOUN	136	arjuna	ADJ	4
arjunam	arjuna	NOUN	128	arjuna	ADJ	3
arjune	arjuna	NOUN	26	arjuna	ADJ	1
arjunena	arjuna	NOUN	103	arjuna	ADJ	1
arjuno	arjuna	NOUN	107	arjuna	ADJ	1
aroga	aroga	ADJ	14	aroga	NOUN	2
arpaRa	arpaRa	NOUN	16	arpaRa	ADJ	1
aruRA	aruRa	ADJ	28	aruRA	NOUN	17
aruRAni	aruRa	ADJ	6	aruRa	NOUN	1
aruRAya	aruRa	ADJ	5	aruRa	NOUN	2
aruRa	aruRa	ADJ	237	aruRa	NOUN	42
aruRaH	aruRa	ADJ	33	aruRa	NOUN	21
aruRam	aruRa	ADJ	49	aruRa	NOUN	7
aruRasya	aruRa	NOUN	7	aruRa	ADJ	1
aruRo	aruRa	NOUN	11	aruRa	ADJ	5
arujaH	aruja	ADJ	6	aruja	NOUN	2
aruzIH	aruza	ADJ	2	aruzI	NOUN	1
aruzi	arus	NOUN	1	aruzI	NOUN	1
arvAN	arvAYc	ADJ	70	arvAk	ADV	6
arvAg	arvAk	ADV	41	arvAYc	ADJ	7
arvAk	arvAk	ADV	137	arvAYc	ADJ	10
arvatAm	arvant	NOUN	3	arvat	ADJ	1
arvatIr	arvatI	NOUN	2	arvat	ADJ	1
arvataH	arvant	NOUN	18	arvat	ADJ	1
arvate	arvant	NOUN	11	arvat	ADJ	1
as	as	NOUN	6	as	ADV	1
asAma	as	VERB	13	asAman	NOUN	1
asAra	asAra	ADJ	19	asAra	NOUN	4
asAv	adas	PRON	219	asi	NOUN	1
asTiraH	asTira	ADJ	2	asTira	NOUN	1
asUyA	asUyA	NOUN	54	asUya	ADJ	1
asUyayA	asUyA	NOUN	5	asUya	ADJ	1
asaMBava	asaMBava	ADJ	1	asaMBava	NOUN	1
asaMSayaH	asaMSaya	NOUN	10	asaMSaya	ADJ	4
asaMSayaM	asaMSayam	ADV	38	asaMSaya	NOUN	19
asaMSayam	asaMSayam	ADV	111	asaMSaya	ADJ	64
asaMdeha	asaMdeha	NOUN	2	asaMdeha	ADJ	1
asaMjYA	asaMjYA	NOUN	2	asaMjYa	ADJ	1
asaNga	asaNga	NOUN	34	asaNga	ADJ	6
asaNgaH	asaNga	ADJ	7	asaNga	NOUN	7
asaNgam	asaNga	ADJ	9	asaNga	NOUN	3
asad	as	VERB	59	asat	ADJ	25
asamaYjasa	asamaYjasa	NOUN	6	asamaYjasa	ADJ	1
asamaYjasam	asamaYjasa	ADJ	11	asamaYjasa	NOUN	2
asan	as	VERB	22	asat	ADJ	9
asanAm	asana	ADJ	1	asanA	NOUN	1
asanam	asana	NOUN	3	san	VERB	1
asann	as	VERB	15	asat	ADJ	2
asaram	sf	VERB	4	asara	ADJ	1
asat	asat	ADJ	404	as	VERB	135
asatI	asat	ADJ	15	asatI	NOUN	11
asatIM	asat	ADJ	8	asatI	NOUN	2
asataH	asat	ADJ	52	as	VERB	2
asati	asat	ADJ	69	as	VERB	21
asatya	asatya	ADJ	20	asatya	NOUN	14
asatyam	asatya	ADJ	13	asatya	NOUN	10
asfj	asfj	NOUN	170	asfj	ADV	45
asfjaH	sfj	VERB	3	asfj	NOUN	1
asfk	asfj	NOUN	118	asfj	ADV	4
asi	as	VERB	5164	asi	NOUN	233
asiknI	asiknI	NOUN	1	asita	ADJ	1
asiknIm	asiknI	NOUN	4	asita	ADJ	1
asitA	asita	ADJ	11	asitA	NOUN	5
asitAya	asita	ADJ	2	asita	NOUN	1
asita	asita	ADJ	165	asita	NOUN	7
asitaH	asita	ADJ	26	asita	NOUN	23
asitam	asita	ADJ	30	asita	NOUN	3
asitasya	asita	NOUN	19	asita	ADJ	1
asmfti	asmfti	ADJ	5	asmfti	NOUN	3
aso	as	VERB	7	asu	NOUN	2
asparSa	asparSa	ADJ	6	asparSa	NOUN	2
aspazwa	aspazwa	ADJ	4	paS	VERB	1
astA	astf	NOUN	15	as	VERB	10
asta	asta	NOUN	47	as	VERB	20
astaM	asta	NOUN	79	as	VERB	1
astam	asta	NOUN	220	as	VERB	2
astfta	stf	VERB	2	astfta	ADJ	1
astftaH	astfta	ADJ	6	astfta	NOUN	6
astftam	astfta	ADJ	9	astfta	NOUN	1
asti	as	VERB	3927	asti	NOUN	8
astu	as	VERB	1733	mad	PRON	1
asuKa	asuKa	NOUN	39	asuKa	ADJ	7
asuKam	asuKa	NOUN	13	asuKa	ADJ	8
asuraM	asura	NOUN	7	asura	ADJ	1
asuram	asura	NOUN	59	asura	ADJ	1
asuryA	asurya	ADJ	12	asurI	NOUN	1
asuryARi	asurya	ADJ	1	asurya	NOUN	1
asuryAya	asurya	NOUN	3	asurya	ADJ	1
asuryaM	asurya	NOUN	5	asurya	ADJ	4
asuryam	asurya	NOUN	12	asurya	ADJ	7
asvapnaH	asvapna	ADJ	3	asvapna	NOUN	1
asyAH	idam	PRON	707	as	VERB	2
asya	idam	PRON	9197	as	VERB	11
asyati	as	VERB	22	asyati	NOUN	2
atIndriya	atIndriya	ADJ	21	atIndriya	NOUN	1
atItAyAm	atI	VERB	4	atIta	ADJ	1
atIta	atI	VERB	149	atIta	ADJ	9
atItam	atI	VERB	65	atIta	ADJ	1
atIte	atI	VERB	64	atIta	NOUN	2
ata	atas	ADV	546	at	NOUN	1
atapta	atapta	ADJ	9	tap	VERB	1
atfpyan	tfp	VERB	6	atfpyat	ADJ	1
ati	ati	ADP	3904	ati	ADJ	2
atibalA	atibalA	NOUN	35	atibala	ADJ	2
atibalam	atibala	ADJ	10	atibala	NOUN	1
atigAH	atiga	ADJ	5	atigA	VERB	1
atikrAnte	atikram	VERB	20	atikrAnta	NOUN	1
atikrame	atikrama	NOUN	28	atikram	VERB	2
atimAtram	atimAtram	ADV	51	atimAtra	ADJ	18
ativelam	ativelam	ADV	9	ativela	ADJ	1
atizWA	atizWA	ADJ	6	atizWA	NOUN	3
atizWaH	sTA	VERB	3	atizWA	ADJ	2
atrA	atra	ADV	79	atra	NOUN	1
atra	atra	ADV	6713	atra	NOUN	1
atti	ad	VERB	133	atti	NOUN	1
attu	ad	VERB	19	attu	NOUN	2
atyAyam	atyAya	NOUN	4	atI	VERB	1
atyadButaM	atyadButa	ADJ	6	atyadButa	NOUN	1
atyantaM	atyantam	ADV	33	atyanta	ADJ	25
atyantam	atyantam	ADV	67	atyanta	ADJ	32
atyarTaM	atyarTam	ADV	96	atyarTa	ADJ	9
atyarTam	atyarTam	ADV	219	atyarTa	ADJ	7
atyayAt	atyaya	NOUN	37	atiyA	VERB	3
avANmuKam	avANmuKa	ADJ	2	avANmuKa	NOUN	2
avAcI	avAYc	ADJ	6	avAcI	NOUN	4
avAcIm	avAYc	ADJ	3	avAcI	NOUN	1
avAk	avAk	ADV	39	avAYc	ADJ	8
avAn	vA	VERB	2	av	VERB	1
avArayan	vAray	VERB	20	avArayat	ADJ	1
avAte	avAta	ADJ	2	avAta	NOUN	1
avIrA	avIra	ADJ	1	avIrA	NOUN	1
ava	ava	ADP	411	av	VERB	65
avaDUta	avaDU	VERB	15	avaDUta	NOUN	3
avaDUtaM	avaDU	VERB	10	avaDUta	NOUN	1
avaDi	avaDi	ADV	195	avaDi	NOUN	12
avaH	avas	NOUN	41	avas	ADV	5
avaSyAya	avaSyAya	NOUN	12	avaSya	ADJ	1
avaSyaM	avaSyam	ADV	153	avaSya	ADJ	4
avaSyam	avaSyam	ADV	151	avaSya	ADJ	15
avadya	avadya	ADJ	9	avadya	NOUN	3
avadyam	avadya	NOUN	14	avadya	ADJ	12
avagAhe	avagAha	NOUN	3	avagAh	VERB	1
avahitA	avahita	ADJ	4	avaDA	VERB	1
avahita	avaDA	VERB	16	avahita	ADJ	2
avahitaH	avahita	ADJ	51	avaDA	VERB	8
avalambana	avalambana	NOUN	4	avalambana	ADJ	1
avalipta	avalip	VERB	5	avalipta	ADJ	1
avalokita	avalokay	VERB	5	avalokita	NOUN	1
avalokitam	avalokay	VERB	6	avalokita	NOUN	3
avamAnitA	avamAnay	VERB	1	avamAnitf	ADJ	1
avamAya	avama	ADJ	1	avamA	VERB	1
avanadDaM	avanadDa	NOUN	1	avanah	VERB	1
avanataH	avanam	VERB	18	avana	NOUN	1
avane	avani	NOUN	2	avana	NOUN	1
avantI	avantI	NOUN	4	av	VERB	2
avanti	avanti	NOUN	16	av	VERB	14
avarRa	avarRa	NOUN	7	avarRa	ADJ	1
avarRam	avarRa	NOUN	10	avarRa	ADJ	1
avaraH	avara	ADJ	48	avara	NOUN	2
avarajaH	avaraja	NOUN	22	avaraja	ADJ	2
avare	avara	ADJ	28	avara	NOUN	1
avarundDe	avaruD	VERB	541	varuRapraGAsa	NOUN	1
avas	avas	ADV	5	avas	NOUN	1
avasAya	avasA	VERB	38	avasAya	NOUN	2
avasTA	avasTA	NOUN	207	vas	VERB	1
avasTAH	avasTA	NOUN	28	vas	VERB	1
avasa	av	VERB	2	avas	NOUN	1
avasaM	vas	VERB	11	avasa	NOUN	1
avasam	vas	VERB	15	avasa	NOUN	8
avase	av	VERB	99	avas	NOUN	25
avasi	av	VERB	6	avas	NOUN	2
avasita	avasA	VERB	12	avasita	ADJ	1
avasite	avasA	VERB	9	avasita	NOUN	1
avatA	av	VERB	4	avata	NOUN	1
avataM	av	VERB	12	avata	NOUN	1
avataS	av	VERB	7	avata	NOUN	1
avatam	av	VERB	9	avata	NOUN	7
avatara	avatf	VERB	22	avatara	NOUN	1
avekze	avekz	VERB	15	avekzA	NOUN	1
avekzitA	avekz	VERB	2	avekzitf	ADJ	1
avfkam	avfka	ADJ	4	avfka	NOUN	1
avftti	avftti	NOUN	11	avftti	ADJ	1
aviSeza	aviSeza	NOUN	27	aviSeza	ADJ	1
aviSezaH	aviSeza	NOUN	16	aviSeza	ADJ	2
aviSezataH	aviSezatas	ADV	7	aviSeza	NOUN	1
avidUra	avidUra	NOUN	7	avidUra	ADJ	1
avido	vid	VERB	3	avid	ADJ	1
avikAra	avikAra	NOUN	6	avikAra	ADJ	1
avikalpa	avikalpa	NOUN	16	avikalpa	ADJ	3
avikalpena	avikalpa	ADJ	2	avikalpa	NOUN	1
avimukta	avimukta	NOUN	6	avimukta	ADJ	2
avinaya	avinaya	NOUN	6	avinaya	ADJ	1
avindan	vid	VERB	34	avindat	ADJ	3
avindat	vid	VERB	45	avindat	ADJ	1
avitA	avitf	ADJ	25	av	VERB	20
avizAda	avizAda	NOUN	2	avizAda	ADJ	1
aviza	aviza	ADJ	5	av	VERB	4
avizaya	avizaya	NOUN	4	avizaya	ADJ	1
avo	avas	NOUN	31	avas	ADV	5
avyA	avya	ADJ	3	avi	NOUN	1
avyAH	av	VERB	2	avi	NOUN	1
avyAkfta	avyAkfta	ADJ	5	avyAkfta	NOUN	1
avyAkftam	avyAkfta	ADJ	2	avyAkfta	NOUN	1
avyaktAt	avyakta	NOUN	27	avyakta	ADJ	3
avyakta	avyakta	ADJ	171	avyakta	NOUN	141
avyaktaH	avyakta	ADJ	38	avyakta	NOUN	1
avyaktaM	avyakta	NOUN	82	avyakta	ADJ	20
avyaktam	avyakta	NOUN	121	avyakta	ADJ	82
avyayAH	avyaya	ADJ	6	avyaya	NOUN	1
avyayAya	avyaya	ADJ	4	avyaya	NOUN	1
avyaya	avyaya	ADJ	20	avyaya	NOUN	20
avyayaH	avyaya	ADJ	94	avyaya	NOUN	42
avyayaM	avyaya	ADJ	19	avyaya	NOUN	1
avyayam	avyaya	ADJ	321	avyaya	NOUN	27
avyayasya	avyaya	ADJ	8	avyaya	NOUN	2
avyaye	avyaya	ADJ	14	avyaya	NOUN	2
avye	avya	ADJ	12	avya	NOUN	1
ayA	idam	PRON	48	ayAs	ADJ	7
ayAH	yaj	VERB	2	ayAs	ADJ	1
ayAsyaH	ayAsya	NOUN	15	ayAsya	ADJ	2
ayaM	idam	PRON	1783	yam	VERB	1
ayanAt	ayana	NOUN	2	ayana	ADJ	1
ayanam	ayana	NOUN	65	ayana	ADJ	1
ayatnataH	ayatna	NOUN	9	ayatnatas	ADV	2
ayo	ayas	NOUN	13	i	VERB	1
ayuDyan	yuD	VERB	2	ayuDyat	ADJ	1
ayukta	ayukta	ADJ	28	yuj	VERB	10
ayuta	ayuta	NOUN	154	ayuta	ADJ	2
ayutam	ayuta	NOUN	118	ayuta	ADJ	2
azwA	azwan	NUM	15	azwf	ADJ	1
azwAdaSa	azwAdaSan	NUM	265	azwAdaSa	ADJ	5
azwApadI	azwApada	ADJ	10	azwApadI	NOUN	2
azwa	azwan	NUM	1484	aS	VERB	7
azwaguRam	azwaguRa	ADJ	50	azwaguRa	NOUN	1
azwakA	azwakA	NOUN	50	azwaka	ADJ	1
azwaka	azwaka	NOUN	106	azwaka	ADJ	2
azwamI	azwamI	NOUN	34	azwama	ADJ	8
azwamIM	azwamI	NOUN	7	azwama	ADJ	2
azwamIm	azwamI	NOUN	10	azwama	ADJ	9
azwamyA	azwama	ADJ	2	azwamI	NOUN	1
bADaka	bADaka	ADJ	15	bADaka	NOUN	4
bADe	bAD	VERB	7	bADa	NOUN	6
bADo	bADa	NOUN	2	bAD	VERB	1
bAQam	bAQa	ADJ	49	bAQam	ADV	38
bAhlika	bAhlika	NOUN	9	bAhlika	ADJ	1
bAhuka	bAhuka	NOUN	19	bAhuka	ADJ	1
bAhukaH	bAhuka	NOUN	11	bAhuka	ADJ	2
bAhukam	bAhuka	NOUN	3	bAhuka	ADJ	1
bAhutA	bAhutA	ADV	2	bAhutA	NOUN	1
bAhyA	bAhya	ADJ	23	bAhyA	NOUN	4
bAhyAH	bAhya	ADJ	33	bAhya	NOUN	1
bAlA	bAlA	NOUN	107	bAla	ADJ	80
bAlAH	bAla	NOUN	29	bAla	ADJ	12
bAlAM	bAla	ADJ	18	bAlA	NOUN	12
bAlAm	bAlA	NOUN	11	bAla	ADJ	7
bAlAn	bAla	NOUN	29	bAla	ADJ	14
bAlAnAM	bAla	NOUN	47	bAla	ADJ	12
bAlAnAm	bAla	ADJ	10	bAla	NOUN	10
bAlAs	bAla	NOUN	3	bAla	ADJ	2
bAlAt	bAla	NOUN	4	bAla	ADJ	1
bAlAyAH	bAlA	NOUN	4	bAla	ADJ	2
bAlAyAm	bAlA	NOUN	4	bAla	ADJ	2
bAla	bAla	ADJ	423	bAla	NOUN	342
bAlaH	bAla	NOUN	108	bAla	ADJ	46
bAlaM	bAla	NOUN	71	bAla	ADJ	52
bAlakAn	bAlaka	NOUN	15	bAlaka	ADJ	1
bAlaka	bAlaka	NOUN	20	bAlaka	ADJ	1
bAlam	bAla	NOUN	40	bAla	ADJ	22
bAlasya	bAla	NOUN	73	bAla	ADJ	12
bAle	bAla	NOUN	30	bAla	ADJ	18
bAlena	bAla	NOUN	24	bAla	ADJ	8
bAlezu	bAla	NOUN	12	bAla	ADJ	3
bAliSa	bAliSa	NOUN	7	bAliSa	ADJ	4
bAliSaH	bAliSa	NOUN	12	bAliSa	ADJ	8
bAlikA	bAlikA	NOUN	18	bAlaka	ADJ	1
bArhaspatya	bArhaspatya	ADJ	9	bArhaspatya	NOUN	1
bIBatsA	bIBatsa	ADJ	1	bIBatsA	NOUN	1
bIBatsa	bIBatsa	ADJ	17	bIBatsa	NOUN	7
bIBatsam	bIBatsa	ADJ	5	bIBatsa	NOUN	1
bIBatso	bIBatsu	NOUN	9	bIBatsu	ADJ	2
bIBatsoH	bIBatsu	NOUN	3	bIBatsu	ADJ	2
bIBatsu	bIBatsu	ADJ	1	bIBatsu	NOUN	1
bIBatsuH	bIBatsu	NOUN	36	bIBatsu	ADJ	6
bIBatsuM	bIBatsu	NOUN	24	bIBatsu	ADJ	6
bIjI	bIjin	NOUN	11	bIjin	ADJ	2
bIja	bIja	NOUN	620	abIja	ADJ	1
baBUTa	BU	VERB	26	baBUTa	NOUN	1
baBrU	baBru	ADJ	3	baBru	NOUN	3
baBravaH	baBru	ADJ	7	baBru	NOUN	1
baBrave	baBru	NOUN	10	baBru	ADJ	7
baBroH	baBru	NOUN	5	baBru	ADJ	2
baBru	baBru	ADJ	24	baBru	NOUN	16
baBruH	baBru	ADJ	30	baBru	NOUN	26
baBruM	baBru	NOUN	6	baBru	ADJ	3
baBruRA	baBru	ADJ	4	baBru	NOUN	2
baBruka	baBruka	ADJ	1	baBruka	NOUN	1
baBrum	baBru	ADJ	12	baBru	NOUN	5
baBrur	baBru	ADJ	19	baBru	NOUN	10
baDirA	baDira	ADJ	10	baDirA	NOUN	1
baDira	baDira	ADJ	28	baDira	NOUN	1
bahu	bahu	ADJ	2860	bahu	NOUN	1
bahulA	bahula	ADJ	70	bahulA	NOUN	9
bahulAH	bahula	ADJ	55	bahulA	NOUN	2
bahula	bahula	ADJ	62	bahula	NOUN	1
bahulaH	bahula	ADJ	33	bahula	NOUN	1
bahulaM	bahula	ADJ	55	bahula	NOUN	1
bahulam	bahula	ADJ	80	bahula	NOUN	2
bahule	bahula	ADJ	35	bahula	NOUN	1
bahuprajA	bahuprajas	ADJ	2	bahuprajA	NOUN	1
bahurUpaM	bahurUpa	NOUN	2	bahurUpa	ADJ	1
balI	balin	ADJ	377	balin	NOUN	17
balaH	bala	NOUN	1082	abala	ADJ	3
balavAn	balavat	ADJ	430	balavant	NOUN	4
balavatI	balavat	ADJ	19	balavatI	NOUN	1
bale	bala	NOUN	198	abala	ADJ	5
bali	bali	NOUN	292	balin	ADJ	7
baliBiH	balin	ADJ	22	bali	NOUN	16
balinA	balin	ADJ	64	bali	NOUN	55
balinaH	balin	ADJ	82	bali	NOUN	1
balinaM	balin	ADJ	30	balin	NOUN	1
balino	balin	ADJ	58	balin	NOUN	1
banDa	banDa	NOUN	308	banD	VERB	25
banDanam	banDana	NOUN	205	banDana	ADJ	7
banDumatIM	banDumatI	NOUN	6	banDumat	ADJ	3
banDura	banDura	ADJ	8	banDura	NOUN	2
banDyA	vanDyA	NOUN	4	banD	VERB	3
barhaRA	barhaRA	NOUN	12	barhaRa	ADJ	2
barhi	barhin	NOUN	30	barhis	NOUN	20
barhiRaH	barhin	NOUN	7	barhiRa	NOUN	5
barhizadaH	barhizad	NOUN	23	barhizad	ADJ	2
barhizmatI	barhizmat	ADJ	2	barhizmatI	NOUN	1
barhizmate	barhizmant	NOUN	2	barhizmat	ADJ	1
bfMhita	bfMhay	VERB	4	bfMhita	NOUN	1
bfhad	bfhat	ADJ	153	bfhant	NOUN	88
bfhan	bfhat	ADJ	35	bfhant	NOUN	6
bfhantA	bfhat	ADJ	6	bfhant	NOUN	2
bfhanta	bfhat	ADJ	2	bfhanta	NOUN	1
bfhantaH	bfhat	ADJ	10	bfhanta	NOUN	5
bfhantaM	bfhat	ADJ	32	bfhanta	NOUN	2
bfhantam	bfhat	ADJ	45	bfhanta	NOUN	1
bfhanto	bfhat	ADJ	13	bfhanta	NOUN	1
bfhat	bfhat	ADJ	388	bfhant	NOUN	276
bfhatA	bfhant	NOUN	32	bfhat	ADJ	28
bfhatI	bfhatI	NOUN	268	bfhat	ADJ	56
bfhatIH	bfhat	ADJ	6	bfhatI	NOUN	5
bfhatIM	bfhatI	NOUN	32	bfhat	ADJ	9
bfhatIm	bfhatI	NOUN	24	bfhat	ADJ	17
bfhatIr	bfhat	ADJ	26	bfhatI	NOUN	8
bfhata	bfhant	NOUN	12	bfhat	ADJ	6
bfhataH	bfhat	ADJ	42	bfhant	NOUN	27
bfhate	bfhat	ADJ	47	bfhant	NOUN	4
bfhato	bfhat	ADJ	31	bfhant	NOUN	29
boDA	buD	VERB	12	boDa	NOUN	1
boDa	boDa	NOUN	98	buD	VERB	4
boDana	boDana	NOUN	6	boDana	ADJ	1
boDi	boDi	NOUN	107	BU	VERB	36
boDitaH	boDay	VERB	19	boDi	NOUN	1
boDya	boDay	VERB	3	buD	VERB	2
bodDf	bodDf	NOUN	3	bodDf	ADJ	2
brAhmI	brAhmI	NOUN	93	brAhma	ADJ	32
brAhmIM	brAhma	ADJ	23	brAhmI	NOUN	4
brAhmIm	brAhma	ADJ	3	brAhmI	NOUN	2
brAhma	brAhma	ADJ	38	brAhma	NOUN	3
brAhmaM	brAhma	ADJ	63	brAhma	NOUN	8
brAhmaRAH	brAhmaRa	NOUN	337	brAhmaRa	ADJ	1
brAhmaRAn	brAhmaRa	NOUN	517	brAhmaRa	ADJ	1
brAhmaRI	brAhmaRI	NOUN	120	brAhmaRa	ADJ	1
brAhmaRIm	brAhmaRI	NOUN	11	brAhmaRa	ADJ	2
brAhmaRaH	brAhmaRa	NOUN	584	brAhmaRa	ADJ	1
brAhmaRaM	brAhmaRa	NOUN	368	brAhmaRa	ADJ	3
brAhmaRam	brAhmaRa	NOUN	412	brAhmaRa	ADJ	3
brAhmaRasya	brAhmaRa	NOUN	527	brAhmaRa	ADJ	1
brAhmaRena	brAhmaRa	NOUN	115	brAhmaRa	ADJ	1
brAhmaRyam	brAhmaRya	NOUN	17	brAhmaRya	ADJ	2
brAhmam	brAhma	ADJ	65	brAhma	NOUN	2
brAhme	brAhma	ADJ	44	brAhma	NOUN	12
brAhmo	brAhma	ADJ	31	brAhma	NOUN	1
brAhmyA	brAhma	ADJ	14	brAhmI	NOUN	2
brUhi	brU	VERB	797	brUhi	NOUN	1
braDna	braDna	NOUN	10	braDna	ADJ	6
braDnam	braDna	ADJ	6	braDna	NOUN	6
braDnasya	braDna	NOUN	31	braDna	ADJ	2
brahmaRA	brahman	NOUN	724	yat	SCONJ	1
brahmaRo	brahman	NOUN	312	yad	PRON	1
brahmaRya	brahmaRya	ADJ	9	brahmaRya	NOUN	4
brahmaRyaH	brahmaRya	ADJ	30	brahmaRya	NOUN	2
brahmacArI	brahmacArin	NOUN	283	brahmacArin	ADJ	64
brahmacAriRI	brahmacArin	ADJ	18	brahmacAriRI	NOUN	5
brahmacAriRaH	brahmacArin	NOUN	86	brahmacArin	ADJ	7
brahmacAriRe	brahmacArin	NOUN	35	brahmacArin	ADJ	1
