dict,lang,headword_iast,headword_slp1,register,field,latin_gloss,sanskrit_example_iast,citation
SCH,de,sairibha,sEriBa,CLINICAL,coitus,coitus,,"H 47,149."
PW,de,samapada,samapada,CLINICAL,coitus,coeundi,samapāda,
PWG,de,samapada,samapada,CLINICAL,coitus,coeundi,yoṣitpādau hṛdi sthāpya karābhyāṃ pīḍayetstanau . yatheṣṭaṃ tāḍayedyoniṃ bandhaḥ samapadaḥ smṛtaḥ ..,RATIM.
SCH,de,samapāda,samapAda,CLINICAL,coitus,coitus,,
PW,de,samarata,samarata,CLINICAL,coitus,coeundi,samarata,
PWG,de,samarata,samarata,CLINICAL,coitus,coeundi,bandha,RATIM.
SCH,de,samarati,samarati,CLINICAL,coitus,coitus,,
SCH,de,samudga,samudga,CLINICAL,coitus,coitus,,
PW,de,sant,sant,CLINICAL,coitus,copulativen,as,"211,31"
PWG,de,sant,sant,CLINICAL,coitus,copulativen,as,Spr. (II) 5249
PW,de,sarj,sarj,CLINICAL,coitus,coire,saha,"DAŚAK. 44,10"
PWG,de,sarj,sarj,CLINICAL,coitus,coire,saṃsraṣṭum,"DAŚAK. 86,12. fg."
SCH,de,sarvatomukhabandha,sarvatomuKabanDa,CLINICAL,coitus,coitus,,
SCH,de,sarvāṅgamardana,sarvANgamardana,CLINICAL,coitus,coitus,,
SCH,de,saukaraka,sOkaraka,CLINICAL,coitus,coitus,,
SCH,de,saumya,sOmya,CLINICAL,coitus,coitus,,
SCH,de,saṃdaṃśa,saMdaMSa,CLINICAL,coitus,coitus,,
SCH,de,saṃgara,saMgara,CLINICAL,coitus,coitus,,
PW,de,saṃgharṣaṇa,saMGarzaRa,CLINICAL,coitus,coitus,saṃgharṣaṇa,"MBH. 9,1251"
PWG,de,saṃgharṣaṇa,saMGarzaRa,CLINICAL,coitus,coitus,veṇu˚,"BHĀG. P. 5,6,9"
SCH,de,saṃghāṭaka,saMGAwaka,CLINICAL,coitus,coitus,,
SCH,de,saṃkaṭa,saMkawa,CLINICAL,coitus,coitus,,
PWG,de,saṃmarda,saMmarda,CLINICAL,coitus,coitus,sam,"PRATĀPAR. 56,a,6"
SCH,de,saṃmukha,saMmuKa,CLINICAL,coitus,coitus,,"Lalit. 464,6; 466,4."
PW,de,saṃnipāta,saMnipAta,CLINICAL,coitus,coitus,maithune,"ŚIŚ. 18,37"
PWG,de,saṃnipāta,saMnipAta,CLINICAL,coitus,coitus,maithune,"ĀPAST. 2,1,17. fg."
PWG,de,saṃparka,saMparka,CLINICAL,coitus,coitus,"surata, rati",H. an.
PW,de,saṃprayoga,saMprayoga,CLINICAL,coitus,coitus,ṣaha,"71,7"
PWG,de,saṃprayoga,saMprayoga,CLINICAL,coitus,coitus,(jalasya) uṣṇatvamagnyātapasaṃprayogāt,"TRIK. 2,7,31"
PW,de,saṃprayogikā,saMprayogikA,CLINICAL,coitus,coitus,saṃprayogikā,SĀRĀV.
PW,de,saṃpuṭa,saMpuwa,CLINICAL,coitus,coeundi,ekajātīyobhayamathyavartin,"BHĀVAPR. 2,84. 101"
PWG,de,saṃpuṭa,saMpuwa,CLINICAL,coitus,coeundi,saṃprasāryobhayoḥ pādau śayyāgatakapolakaḥ . bhagaliṅgasya saṃyogādramate saṃpuṭo hi saḥ ..,"PAÑCAR. 3,15,18"
SCH,de,saṃpuṭa,saMpuwa,CLINICAL,coitus,coitus,,
SCH,de,saṃpuṭaka,saMpuwaka,CLINICAL,coitus,coitus,,
PWG,de,saṃsarga,saMsarga,CLINICAL,coitus,coitus,itaretara˚,ŚAṂK.
PW,de,saṃveśa,saMveSa,CLINICAL,coitus,coeundi,saṃveśa,
PWG,de,saṃveśa,saMveSa,CLINICAL,coitus,coeundi,upabhogasthāna,MED.
SCH,de,saṃyamana,saMyamana,CLINICAL,coitus,coitus,,
SCH,de,saṃyutabandha,saMyutabanDa,CLINICAL,coitus,coitus,,
PWG,de,siñjāśvattha,siYjASvatTa,CLINICAL,coitus,copulative,siñjāśvattha,"P. 2,2,31"
PW,de,siṃhalīla,siMhalIla,CLINICAL,coitus,coeundi,siṃhalīla,S. S. S. 165. 207
PWG,de,siṃhalīla,siMhalIla,CLINICAL,coitus,coeundi,siṃhalīla,RATIM.
PW,de,siṃhāsana,siMhAsana,CLINICAL,coitus,coeundi,siṃhāsana,
PWG,de,siṃhāsana,siMhAsana,CLINICAL,coitus,coeundi,siṃhāsana,RATIM.
SCH,de,smaracakra,smaracakra,CLINICAL,coitus,coitus,,
PW,de,smaracandra,smaracandra,CLINICAL,coitus,coeundi,smaracandra,
PWG,de,smaracandra,smaracandra,CLINICAL,coitus,coeundi,smaracandra,SMARADĪPIKĀ Tüb. Hdschr.
PW,de,sparśa,sparSa,CLINICAL,coitus,coeundi,spaśa,"MBH. 1,5792"
PWG,de,sparśa,sparSa,CLINICAL,coitus,coeundi,antaḥ˚,ŚABDAR.
SCH,de,sphuṭita,sPuwita,CLINICAL,coitus,coitus,,
PW,de,stanabhava,stanaBava,CLINICAL,coitus,coeundi,stanabhava,
PWG,de,stanabhava,stanaBava,CLINICAL,coitus,coeundi,stanabhava,SMARADĪPIKĀ
PW,de,strībandha,strIbanDa,CLINICAL,coitus,coitus,strībandha,
PWG,de,strībandha,strIbanDa,CLINICAL,coitus,coitus,strībandha,"TRIK. 3,3,121"
PW,de,strīdharma,strIDarma,CLINICAL,coitus,coitus,strīdharma,HARIV. 4853
PW,de,strīkaraṇa,strIkaraRa,CLINICAL,coitus,coitus,strīkaraṇa,
PWG,de,strīkaraṇa,strIkaraRa,CLINICAL,coitus,coitus,strīkaraṇa,MED. y. 17
PW,de,strīkṛta,strIkfta,CLINICAL,coitus,coitus,ā,GAUT.
PW,de,strīviṣaya,strIvizaya,CLINICAL,coitus,coitus,strīviṣaya,"108,5"
SCH,de,sukhakrīḍā,suKakrIqA,CLINICAL,coitus,coitus,,"S II,215,9"
PW,de,suratabandha,suratabanDa,CLINICAL,coitus,coeundi,suratabandha,MED. k. 21
SCH,de,suratāvasānika,suratAvasAnika,CLINICAL,coitus,coitus,,"S II,29,3."
PW,de,suyāśu,suyASu,CLINICAL,coitus,coitu,suyāśu,
PWG,de,suyāśu,suyASu,CLINICAL,coitus,coitu,˚tara,"ṚV. 10,86,6"
PW,de,svanacakra,svanacakra,CLINICAL,coitus,coeundi,svanacakra,
PWG,de,svanacakra,svanacakra,CLINICAL,coitus,coeundi,svanacakra,RATIM.
SCH,de,svastikabandha,svastikabanDa,CLINICAL,coitus,coitus,,
SCH,de,sāmyadharma,sAmyaDarma,CLINICAL,coitus,coitus,,"S I,518,6."
SCH,de,sārita,sArita,CLINICAL,coitus,coitus,,
SCH,de,sārpabandha,sArpabanDa,CLINICAL,coitus,coitus,,
PW,de,sūci,sUci,CLINICAL,coitus,coeundi,˚pattra,"DIVYĀVAD. 221,8"
PWG,de,sūci,sUci,CLINICAL,coitus,coeundi,˚pattra,TRIK.
SCH,de,sūkaraghṛṣṭaka,sUkaraGfzwaka,CLINICAL,coitus,coitus,,
PW,de,tanudāna,tanudAna,CLINICAL,coitus,coitus,tanudāna,Spr. 7723
PW,de,til,til,CLINICAL,coitus,coeundi,pra,
PW,de,traivikrama,trEvikrama,CLINICAL,coitus,coeundi,ī,HĀLA. 411
SCH,de,traivikrama,trEvikrama,CLINICAL,coitus,coitus,,
SCH,de,tripāda,tripAda,CLINICAL,coitus,coitus,,
SCH,de,trivallībandha,trivallIbanDa,CLINICAL,coitus,coitus,,
SCH,de,turagādhirūḍhaka,turagADirUQaka,CLINICAL,coitus,coitus,,
SCH,de,turagārohaṇa,turagArohaRa,CLINICAL,coitus,coitus,,
SCH,de,udbhugnaka,udBugnaka,CLINICAL,coitus,coitus,,
SCH,de,udghaṭṭita,udGawwita,CLINICAL,coitus,coitus,,
PW,de,upabhoga,upaBoga,CLINICAL,coitus,coitus,upabhoga,"108,4"
SCH,de,upapada,upapada,CLINICAL,coitus,coitus,,
SCH,de,uparati,uparati,CLINICAL,coitus,coitus,,
SCH,de,uparikrīḍā,uparikrIqA,CLINICAL,coitus,coitus,,"Śṛṅgt. 22,7."
PW,de,uparītaka,uparItaka,CLINICAL,coitus,coeundi,uparītaka,
PWG,de,uparītaka,uparItaka,CLINICAL,coitus,coitus,ekapādamūrau kṛtvā dvitīyaṃ skandhasaṃsthitam . nārīṃ kāmayate kāmī bandhaḥ syāduparītakaḥ,ŚKDR.
SCH,de,upasṛptaka,upasfptaka,CLINICAL,coitus,coeundi,,"H 42,7"
SCH,de,upavītaka,upavItaka,CLINICAL,coitus,coitus,,
PWG,de,upaślāghā,upaSlAGA,CLINICAL,coitus,copulatives,krodhopaślāgha,"GOP. BR. 1,2,2"
SCH,de,uraḥsphuṭana,uraHsPuwana,CLINICAL,coitus,coitus,,R.
SCH,de,utkalikā,utkalikA,CLINICAL,coitus,coitus,,"Śrīk. 9,15."
PW,de,utkaṇṭha,utkaRWa,CLINICAL,coitus,coeundi,ā,"163,3"
PWG,de,utkaṇṭha,utkaRWa,CLINICAL,coitus,coitus,durnivārayotkaṇṭhayā,ŚKDR.
PW,de,utphulla,utPulla,CLINICAL,coitus,coeundi,˚phaṇa,"MAHĀBH. 8,39,b."
PWG,de,utphulla,utPulla,CLINICAL,coitus,coitus,strīkaraṇāntare,H. an.
SCH,de,utphullaka,utPullaka,CLINICAL,coitus,coeundi,,"H 6,19"
SCH,de,uttānaka,uttAnaka,CLINICAL,coitus,coitus,,
SCH,de,uttānasaṃpuṭa,uttAnasaMpuwa,CLINICAL,coitus,coitus,,
SCH,de,uḍḍīna,uqqIna,CLINICAL,coitus,coitus,,
SCH,de,valgita,valgita,CLINICAL,coitus,coitus,,
SCH,de,vallībandha,vallIbanDa,CLINICAL,coitus,coitus,,
PW,de,vart,vart,CLINICAL,coitus,coitu,mithas,"ĀPAST. 2,11,20"
PWG,de,vart,vart,CLINICAL,coitus,coitu,so 'ntarorū asaṃvartamānaḥ śete,"ṚV. 4,24,4"
SCH,de,varāhaghāta,varAhaGAta,CLINICAL,coitus,coitus,,
SCH,de,varāhaghātaka,varAhaGAtaka,CLINICAL,coitus,coitus,,
SCH,de,varāhaghṛṣṭaka,varAhaGfzwaka,CLINICAL,coitus,coitus,,
SCH,de,veṇibandha,veRibanDa,CLINICAL,coitus,coitus,,
SCH,de,veṇikā,veRikA,CLINICAL,coitus,coitus,,
SCH,de,veṇudārita,veRudArita,CLINICAL,coitus,coitus,,
SCH,de,veṇudāritaka,veRudAritaka,CLINICAL,coitus,coitus,,
SCH,de,veṇuvidārita,veRuvidArita,CLINICAL,coitus,coitus,,
SCH,de,veṇuvidāritaka,veRuvidAritaka,CLINICAL,coitus,coitus,,
PWG,de,veṣṭ,vezw,CLINICAL,coitus,coeundi,veṣṭayate,MED.
PW,de,veṣṭanaka,vezwanaka,CLINICAL,coitus,coeundi,veṣṭanaka,
PWG,de,veṣṭanaka,vezwanaka,CLINICAL,coitus,coeundi,ūrdhvagaṃ pādamekaṃ ca bhujāntarairveṣṭayedyadi,RATIM.
PW,de,veṣṭita,vezwita,CLINICAL,coitus,coeundi,lāsaka,
SCH,de,veṣṭita,vezwita,CLINICAL,coitus,coitus,,
SCH,de,veṣṭitaka,vezwitaka,CLINICAL,coitus,coitus,,
SCH,de,vijaya,vijaya,CLINICAL,coitus,coitus,,"S I,416,6."
SCH,de,vijṛmbhitaka,vijfmBitaka,CLINICAL,coitus,coitus,,
SCH,de,vikrama,vikrama,CLINICAL,coitus,coitus,,"Kauṭ. 134,5"
SCH,de,vimarditaka,vimarditaka,CLINICAL,coitus,coitus,,
SCH,de,viparītabandha,viparItabanDa,CLINICAL,coitus,coitus,,
PW,de,viparītaka,viparItaka,CLINICAL,coitus,coeundi,viparītaka,
PW,de,viparītarata,viparItarata,CLINICAL,coitus,coitus,viparītarata,"KUVALAY. 62,a."
SCH,de,viparītarūpa,viparItarUpa,CLINICAL,coitus,coitus,,
SCH,de,viplutabandha,viplutabanDa,CLINICAL,coitus,coitus,,
SCH,de,vitardita,vitardita,CLINICAL,coitus,coitus,,
SCH,de,viyutabandha,viyutabanDa,CLINICAL,coitus,coitus,,
SCH,de,viṭādhipatibandha,viwADipatibanDa,CLINICAL,coitus,coitus,,
PW,de,vyavāya,vyavAya,CLINICAL,coitus,coitus,śuddhi,ZACH. Beitr. 16
PWG,de,vyavāya,vyavAya,CLINICAL,coitus,coitus,antardhi,"AK. 2,7,56"
SCH,de,vyomapada,vyomapada,CLINICAL,coitus,coitus,,
SCH,de,vyāghrāvaskandhana,vyAGrAvaskanDana,CLINICAL,coitus,coitus,,
SCH,de,vyānata,vyAnata,CLINICAL,coitus,coitus,,
SCH,de,vyānataka,vyAnataka,CLINICAL,coitus,coitus,,
SCH,de,vyāyataka,vyAyataka,CLINICAL,coitus,coitus,,
SCH,de,vājyārūḍha,vAjyArUQa,CLINICAL,coitus,coitus,,
SCH,de,vārikrīḍitaka,vArikrIqitaka,CLINICAL,coitus,coitus,,
PW,de,vāḍaba,vAqaba,CLINICAL,coitus,coeundi,vāḍaba,"50,15"
PWG,de,vāḍava,vAqava,CLINICAL,coitus,coitus,khaṇḍikādi,H. an.
SCH,de,vāḍavaka,vAqavaka,CLINICAL,coitus,coitus,,
SCH,de,vīra,vIra,CLINICAL,coitus,coitus,,
SCH,de,vīrāyita,vIrAyita,CLINICAL,coitus,coitus,,Śṛṅgārasarv. 38
SCH,de,vṛścikabandha,vfScikabanDa,CLINICAL,coitus,coitus,,
SCH,de,vṛṣabhabandha,vfzaBabanDa,CLINICAL,coitus,coitus,,
SCH,de,vṛṣaghāta,vfzaGAta,CLINICAL,coitus,coitus,,
GRA,de,vṛṣanāman,vfzanAman,CLINICAL,coitus,copulative,,
SCH,de,vṛṣāghāta,vfzAGAta,CLINICAL,coitus,coitus,,
SCH,de,yugmapada,yugmapada,CLINICAL,coitus,coitus,,
GRA,de,yādura,yAdura,CLINICAL,coitus,coitus,,"Naigh. 〔1,12〕"
PW,de,yādura,yAdura,CLINICAL,coitus,coitus,yādura,SĀY.
PWG,de,yādura,yAdura,CLINICAL,coitus,coitus,ī,"ṚV. 1,126,6"
GRA,de,yāśu,yASu,CLINICAL,coitus,coitus,,
PW,de,yāśu,yASu,CLINICAL,coitus,coitus,yāśu,SĀY.
PWG,de,yāśu,yASu,CLINICAL,coitus,coitus,yāśu,SĀY.
SCH,de,āmracūṣita,AmracUzita,CLINICAL,coitus,coitus,,
SCH,de,āmracūṣitaka,AmracUzitaka,CLINICAL,coitus,coitus,,
SCH,de,āmrāvacūṣita,AmrAvacUzita,CLINICAL,coitus,coitus,,
SCH,de,ānata,Anata,CLINICAL,coitus,coitus,,
PW,de,ārata,Arata,CLINICAL,coitus,coeundi,ārata,"Comm. zu KIR. 5,23"
PWK,de,ārata,Arata,CLINICAL,coitus,coeundi,ārata,"Comm. zu KIR. 5,23"
SCH,de,ārata,Arata,CLINICAL,coitus,coeundi,,"Kir. 5,23."
SCH,de,āsita,Asita,CLINICAL,coitus,coitus,,
SCH,de,āsitaka,Asitaka,CLINICAL,coitus,coitus,,
PW,de,śacī,SacI,CLINICAL,coitus,coeundi,śacī,
PWG,de,śacī,SacI,CLINICAL,coitus,coeundi,strīkaraṇāntara,MED.
PW,de,śauka,SOka,CLINICAL,coitus,coeundi,śauka,
PWG,de,śauka,SOka,CLINICAL,coitus,coeundi,śoka,H. an.
SCH,de,śauna,SOna,CLINICAL,coitus,coitus,,
SCH,de,śaunaka,SOnaka,CLINICAL,coitus,coitus,,
SCH,de,śaṃkarapriya,SaMkarapriya,CLINICAL,coitus,coitus,,
SCH,de,śaṅkhabandha,SaNKabanDa,CLINICAL,coitus,coitus,,
PWG,de,śiñjāśvattha,SiYjASvatTa,CLINICAL,coitus,copulative,śiñjāśvattha,"P. 2,2,31"
SCH,de,śrama,Srama,CLINICAL,coitus,coitus,,"S II,76,6."
PWG,de,śāṭa,SAwa,CLINICAL,coitus,copulative,śāṭīpracchadam,"P. 2,4,11"
SCH,de,śūlacita,SUlacita,CLINICAL,coitus,coitus,,
SCH,de,śūlācitaka,SUlAcitaka,CLINICAL,coitus,coitus,,
PWG,de,āroha,Aroha,CLINICAL,nates,nates,ratnānām,"AK. 3,4,240"
PW,de,abhisaṃdeha,aBisaMdeha,CLINICAL,penis,penis,abhisaṃdeha,
PWG,de,adhidaiva,aDidEva,CLINICAL,penis,penis,adhyātman,TATTVAS. 27
PW,de,aja,aja,CLINICAL,penis,penis,ikapād,GAL.
PW,de,anavamehanīya,anavamehanIya,CLINICAL,penis,penis,anavamehanīya,"GOBH. 3,3,15"
SCH,de,apadravya,apadravya,CLINICAL,penis,penis,,
PW,de,artha,arTa,CLINICAL,penis,penis,ayam,"67,26"
PWG,de,artha,arTa,CLINICAL,penis,penis,tasyāmarthaṃ niṣṭhāpya,MEGH. 57
PW,de,aunīta,OnIta,CLINICAL,penis,penis,aunīta,"AŚVAV. 51,4"
PWK,de,aunīta,OnIta,CLINICAL,penis,penis,aunīta,"AŚVAV. 51,4"
SCH,de,aunīta,OnIta,CLINICAL,penis,penis,,"Aśvav. 51,4."
PW,de,avastha,avasTa,CLINICAL,penis,penis,avastha,
PW,de,avāṃśa,avAMSa,CLINICAL,penis,penis,avāṃśa,"SĀMAV. BR. 2,5,11"
PW,de,añji,aYji,CLINICAL,penis,penis,añji,"13,16"
PWG,de,añji,aYji,CLINICAL,penis,penis,samañjiṃ cārayā vṛṣan,"VS. 23,21"
PW,de,aśvaśiśna,aSvaSiSna,CLINICAL,penis,penis,aśvaśiśna,"KĀTY. ŚR. 20,6,16"
PWG,de,durmada,durmada,CLINICAL,penis,penis,upastho,"BHĀG. P. 1,15,7"
PW,de,ekaliṅga,ekaliNga,CLINICAL,penis,phallus,ekaliṅga,
PWG,de,ekaliṅga,ekaliNga,CLINICAL,penis,phallus,pañcakrośāntare yatra na liṅgāntaramīkṣyate . tadekaliṅgamākhyātaṃ tatra siddhiranuttamā ..,ĀGAMA
PW,de,golaka,golaka,CLINICAL,penis,penis,golaka,GAL.
PWG,de,golaka,golaka,CLINICAL,penis,penis,nakṣatrāṇi,SĀY.
PW,de,gula,gula,CLINICAL,penis,penis,ā,
PWG,de,gula,gula,CLINICAL,penis,penis,ā,H. 611
PW,de,jaghanya,jaGanya,CLINICAL,penis,penis,jaghanyatara,29
PWG,de,jaghanya,jaGanya,CLINICAL,penis,penis,mehane,H. an.
SCH,de,jaghanya,jaGanya,CLINICAL,penis,membrum virile,,"Sam. VIII,92."
PW,de,kandarpa,kandarpa,CLINICAL,penis,penis,ā,GAL.
PWG,de,kapṛth,kapfT,CLINICAL,penis,penis,na seśe yasya rambate 'ntarā sakathyā3 kapṛt,"ṚV. 10,86,16"
PW,de,kośa,koSa,CLINICAL,penis,penis,kośam pā,"VARĀH. BṚH. 5,4"
PWG,de,kośa,koSa,CLINICAL,penis,penis,yoni,WILS.
SCH,de,kośa,koSa,CLINICAL,penis,penis,,"S I,30,3."
PW,de,kāmalatā,kAmalatA,CLINICAL,penis,penis,kāmalatā,Mat. med. 302
PWG,de,kāmalatā,kAmalatA,CLINICAL,penis,penis,latā,H. 610
SCH,de,kāmalatā,kAmalatA,CLINICAL,penis,penis,,"S I,129,4"
PW,de,kāmāyudha,kAmAyuDa,CLINICAL,penis,penis,kāmāyudha,"RĀJAN. 11,18"
PWG,de,kāmāyudha,kAmAyuDa,CLINICAL,penis,penis,mahārājacūta,WILS.
PW,de,kāmāṅkuśa,kAmANkuSa,CLINICAL,penis,penis,kāmāṅkuśa,
PWG,de,kāmāṅkuśa,kAmANkuSa,CLINICAL,penis,penis,aṅkuśa,JAṬĀDH.
SCH,de,kāmāṅkuśa,kAmANkuSa,CLINICAL,penis,penis,,"S I,294,3"
PW,de,lakāra,lakAra,CLINICAL,penis,penis,liṅga,SUBHĀṢITĀV. 2400
PWK,de,lakāra,lakAra,CLINICAL,penis,penis,liṅga,SUBHĀṢITĀV. 2400
SCH,de,lakāra,lakAra,CLINICAL,penis,penis,,Subhāṣitāv. 2401.
PW,de,lalāmagu,lalAmagu,CLINICAL,penis,penis,lalāmagu,
PWG,de,lalāmagu,lalAmagu,CLINICAL,penis,penis,lalāmagu,"VS. 23,29"
PW,de,liṅga,liNga,CLINICAL,penis,phallus,ākāśa,"Chr. 212,14"
PWG,de,liṅga,liNga,CLINICAL,penis,phallus,liṅgādhyakṣa,"TRIK. 3,3,69"
SCH,de,liṅgabheda,liNgaBeda,CLINICAL,penis,penis,,"S II,224,4."
SCH,de,liṅgadhārin,liNgaDArin,CLINICAL,penis,phallus,,"Prabandh. 258,5."
PW,de,liṅgaja,liNgaja,CLINICAL,penis,penis,liṅgaja,GAL.
PW,de,liṅgamūrti,liNgamUrti,CLINICAL,penis,phallus,liṅgamūrti,
PWG,de,liṅgamūrti,liNgamUrti,CLINICAL,penis,phallus,liṅgamūrti,"Verz. d. Oxf. H. 74,a,2"
PW,de,liṅgapratiṣṭhāvidhi,liNgapratizWAviDi,CLINICAL,penis,phallus,liṅgapratiṣṭhāvidhi,
PW,de,liṅgapīṭha,liNgapIWa,CLINICAL,penis,phallus,liṅgapīṭha,
PW,de,liṅgavant,liNgavant,CLINICAL,penis,phallus,liṅgavant,VAITĀN.
PW,de,liṅgin,liNgin,CLINICAL,penis,phallus,liṅginī,"RĀJAN. 3,32"
SCH,de,liṅgopajīvin,liNgopajIvin,CLINICAL,penis,phallus,,"Prabandh. 257,2"
PW,de,liṅgāgra,liNgAgra,CLINICAL,penis,penis,liṅgāgra,
PWG,de,liṅgāgra,liNgAgra,CLINICAL,penis,penis,liṅgāgra,"TRIK. 3,3,135"
PW,de,lola,lola,CLINICAL,penis,penis,ā,GAL.
PW,de,lāṅgala,lANgala,CLINICAL,penis,penis,lāṅgūla,"CARAKA. 1,27"
PW,de,lāṅgula,lANgula,CLINICAL,penis,penis,lāṅgula,
PW,de,lāṅgūla,lANgUla,CLINICAL,penis,penis,ā,"HEMĀDRI 1,436,22"
PW,de,madanāṅkuśa,madanANkuSa,CLINICAL,penis,penis,madanāṅkuśa,
PWG,de,madanāṅkuśa,madanANkuSa,CLINICAL,penis,penis,a˚,"TRIK. 2,6,23"
SCH,de,madanāṅkuśa,madanANkuSa,CLINICAL,penis,penis,,"S I,566,3"
PWG,de,manthin,manTin,CLINICAL,penis,penis,ūrdhva˚,"P. 6,2,142"
PW,de,maṇi,maRi,CLINICAL,penis,penis,maṇīvoṣṭrasya,"Ind. St. 15,323"
PWG,de,maṇi,maRi,CLINICAL,penis,penis,kaṅkaṇamaṇījalpākadorvacaḥ,NĪLAK. 215
SCH,de,meda,meda,CLINICAL,penis,penis,,"S I,294,14"
PW,de,mlā,mlA,CLINICAL,penis,penis,mlāna,"DAŚAK. (1925) 2,70,11"
PW,de,muṣṭi,muzwi,CLINICAL,penis,penis,muṣṭi,
PWG,de,muṣṭi,muzwi,CLINICAL,penis,penis,muṣṭi,MAHĪDH.
PWG,de,mūrdhan,mUrDan,CLINICAL,penis,penis,mūrdhāvaraṇa,"SUŚR. 2,148,2"
PW,de,naraṅga,naraNga,CLINICAL,penis,penis,narāṅga,
PWG,de,naraṅga,naraNga,CLINICAL,penis,penis,varaṇḍaka,UṆĀDIK.
PW,de,narāṅga,narANga,CLINICAL,penis,penis,narāṅga,
SCH,de,nyūnonnata,nyUnonnata,CLINICAL,penis,penis,,"Amit. XXX,9."
PW,de,nāgalatā,nAgalatA,CLINICAL,penis,penis,nāgalatā,"BĀLAR. 302,12"
PWG,de,nāgalatā,nAgalatA,CLINICAL,penis,penis,latā,"TRIK. 2,6,24"
PW,de,piṇḍika,piRqika,CLINICAL,penis,penis,piṇḍika,
PWG,de,piṇḍika,piRqika,CLINICAL,penis,penis,piṇḍika,"LIṄGA-P. 1,108,12"
PW,de,pramehana,pramehana,CLINICAL,penis,penis,pramehana,KAUŚ. 25
PW,de,pratiliṅgam,pratiliNgam,CLINICAL,penis,phallus,pratiliṅgam,
PWG,de,pratiliṅgam,pratiliNgam,CLINICAL,penis,phallus,liṅga,"RĀJA-TAR. 2,132"
PW,de,sahasraliṅgī,sahasraliNgI,CLINICAL,penis,phallus,sahasraliṅgī,
PWG,de,sahasraliṅgī,sahasraliNgI,CLINICAL,penis,phallus,sahasraliṅgī,"RĀJA-TAR. 2,129"
SCH,de,samujjṛmbhaṇa,samujjfmBaRa,CLINICAL,penis,penis,,Muk. 155
PW,de,sapa,sapa,CLINICAL,penis,penis,sapa,"MAITR. S. 3,7,7 (84,9)"
PWG,de,sapa,sapa,CLINICAL,penis,penis,sap,"TBR. 2,4,6,5"
PWG,de,saṃhṛṣṭa,saMhfzwa,CLINICAL,penis,penis,saṃhṛṣṭin,"LĀṬY. 9,10,6"
PW,de,saṃhṛṣṭin,saMhfzwin,CLINICAL,penis,penis,saṃhṛṣṭin,
PW,de,sevana,sevana,CLINICAL,penis,penis,ī,"Comm. zu ĀPAST. ŚR. 11,8,1"
PWG,de,sevana,sevana,CLINICAL,penis,penis,ī,BHĀVAPR.
PW,de,smaradhvaja,smaraDvaja,CLINICAL,penis,penis,ā,
PWG,de,smaradhvaja,smaraDvaja,CLINICAL,penis,penis,ā,ŚABDĀRTHAK.
PW,de,smarastambha,smarastamBa,CLINICAL,penis,penis,smarastambha,
PWG,de,smarastambha,smarastamBa,CLINICAL,penis,penis,smarastambha,"TRIK. 2,6,24"
SCH,de,smarayantra,smarayantra,CLINICAL,penis,penis,,
PW,de,sthagikā,sTagikA,CLINICAL,penis,penis,sthagikā,"HEMĀDRI 1,645,5"
PWG,de,sthagikā,sTagikA,CLINICAL,penis,penis,sthagikā,"SUŚR. 1,65,17"
PWG,de,sthavira,sTavira,CLINICAL,penis,penis,vraja,"ṚV. 9,86,4"
PW,de,sthiraliṅga,sTiraliNga,CLINICAL,penis,penis,sthiraliṅga,"MBH. 13,162,11"
PWG,de,sthūla,sTUla,CLINICAL,penis,penis,yadasyā aṃhubhedyāḥ kṛdhu sthūlamupātasat,"ṚV. 8,1,34"
SCH,de,sukośa,sukoSa,CLINICAL,penis,penis,,"S I,492,5."
SCH,de,sādhana,sADana,CLINICAL,penis,penis,,"Vāmana, Kāvy."
PW,de,udañji,udaYji,CLINICAL,penis,penis,udañji,"TS. 7,4,19,1"
PWK,de,udañji,udaYji,CLINICAL,penis,penis,udañji,"TS. 7,4,19,1"
SCH,de,udañji,udaYji,CLINICAL,penis,penis,,"TS. 7,4,19,1."
PW,de,udumbara,udumbara,CLINICAL,penis,penis,naḍādi,"2,5"
SCH,de,unnata,unnata,CLINICAL,penis,penis,,
PW,de,unnati,unnati,CLINICAL,penis,penis,unnati,KAUTUKAR. 68
PWK,de,unnati,unnati,CLINICAL,penis,penis,unnati,KAUTUKAR. 68
SCH,de,unnati,unnati,CLINICAL,penis,penis,,Kautukar. 68.
SCH,de,upadravya,upadravya,CLINICAL,penis,penis,,"S II,360,11."
PW,de,upasthaka,upasTaka,CLINICAL,penis,penis,upasthaka,GAL.
PWG,de,āsura,Asura,CLINICAL,penis,penis,meḍhra,"BHĀG. P. 4,25,52"
SCH,de,śarīra,SarIra,CLINICAL,penis,penis,,
PW,de,śaṅku,SaNku,CLINICAL,penis,penis,aṃśa,GOVARDH. 60
PWG,de,śaṅku,SaNku,CLINICAL,penis,penis,nakhī,H. an.
PW,de,śephas,SePas,CLINICAL,penis,penis,śephaḥstambha,
PW,de,śeva,Seva,CLINICAL,penis,penis,śevā,
PWG,de,śeva,Seva,CLINICAL,penis,penis,"śepa, śepha",UṆĀDIK.
PW,de,śivaliṅga,SivaliNga,CLINICAL,penis,phallus,śivaliṅga,"Ind. St. 15,286. 291. 362"
