slp1	iast
ceqI	ceḍī
ceqikA	ceḍikā
cetI	cetī
cetaHpIqA	cetaḥpīḍā
cetakI	cetakī
cetanI	cetanī
cetanIyA	cetanīyā
cetanakA	cetanakā
cetanakI	cetanakī
cetanatA	cetanatā
cetanikA	cetanikā
cetuyA	cetuyā
cevI	cevī
cewI	ceṭī
cewikA	ceṭikā
ciKyApayizA	cikhyāpayiṣā
ciRI	ciṇī
ciScA	ciścā
ciYcA	ciñcā
ciYcI	ciñcī
ciYciRI	ciñciṇī
ciYcikA	ciñcikā
ciYcinI	ciñcinī
cicCukI	cicchukī
cicIkUcI	cicīkūcī
cicIkucI	cicīkucī
ciccandrikA	ciccandrikā
cidAnandadaSaSlokI	cidānandadaśaślokī
cidasTimAlA	cidasthimālā
cidgaganacandrikA	cidgaganacandrikā
cidraTI	cidrathī
cihnaDAriRI	cihnadhāriṇī
cikIrazA	cikīraṣā
cikIrzA	cikīrṣā
cikartizA	cikartiṣā
cikitsA	cikitsā
cikitsAkOmudI	cikitsākaumudī
cikitsAkalikA	cikitsākalikā
cikitsAkalikAwIkA	cikitsākalikāṭīkā
cikkaRatA	cikkaṇatā
cikrIqizA	cikrīḍiṣā
cikraMsA	cikraṃsā
cikuraracanA	cikuraracanā
cilamIlikA	cilamīlikā
cilikA	cilikā
cilimIlikA	cilimīlikā
ciliminikA	ciliminikā
cillI	cillī
cillaBakzyA	cillabhakṣyā
cilladevI	cilladevī
cillikA	cillikā
cillikAlatA	cillikālatā
cimicimA	cimicimā
cintA	cintā
cintiqI	cintiḍī
cintiyA	cintiyā
cipiwI	cipiṭī
cipiwikA	cipiṭikā
cirAwikA	cirāṭikā
cirBawI	cirbhaṭī
cirBawikA	cirbhaṭikā
cirBiwikA	cirbhiṭikā
ciraRQI	ciraṇḍhī
ciraRWI	ciraṇṭhī
ciraRwI	ciraṇṭī
cirajIvikA	cirajīvikā
cirajIvitA	cirajīvitā
ciraprasUtA	ciraprasūtā
cirasTAyitA	cirasthāyitā
cirasUtA	cirasūtā
cirasUtikA	cirasūtikā
ciratA	ciratā
ciravelA	ciravelā
ciravelayA	ciravelayā
ciriRwI	ciriṇṭī
cirikA	cirikā
cirillI	cirillī
citAntarAMSatA	citāntarāṃśatā
citI	citī
citikA	citikā
citpraBA	citprabhā
citrANgI	citrāṅgī
citrANgulitA	citrāṅgulitā
citrAkzI	citrākṣī
citrAsvAtI	citrāsvātī
citraBezajA	citrabheṣajā
citraDA	citradhā
citraGnI	citraghnī
citraSAkApUpaBakzyavikArakriyA	citraśākāpūpabhakṣyavikārakriyā
citraSAlA	citraśālā
citraSAlikA	citraśālikā
citraSilA	citraśilā
citradevI	citradevī
citrajavanikA	citrajavanikā
citrakARqAlI	citrakāṇḍālī
citrakUlA	citrakūlā
citrakeSatA	citrakeśatā
citrakriyA	citrakriyā
citralatA	citralatā
citraleKA	citralekhā
citraleKanikA	citralekhanikā
citralocanA	citralocanā
citramImAMsA	citramīmāṃsā
citranetrA	citranetrā
citrapAdA	citrapādā
citrapakzmatA	citrapakṣmatā
citraparRI	citraparṇī
citraparRikA	citraparṇikā
citrapattrI	citrapattrī
citrapattrikA	citrapattrikā
citrapawwikA	citrapaṭṭikā
citraputrikA	citraputrikā
citrapuzpI	citrapuṣpī
citraraTI	citrarathī
citrareKA	citrarekhā
citratUlikA	citratūlikā
citravahA	citravahā
citravalayA	citravalayā
citravallI	citravallī
citravarRI	citravarṇī
citravartiRI	citravartiṇī
citravartikA	citravartikā
citravatI	citravatī
citravidyA	citravidyā
citriRI	citriṇī
citropalA	citropalā
citrotpalA	citrotpalā
citsuKI	citsukhī
cittaBramacikitsA	cittabhramacikitsā
cittaDArA	cittadhārā
cittagarBA	cittagarbhā
cittajYatA	cittajñatā
cittaprasannatA	cittaprasannatā
cittavedanA	cittavedanā
civillikA	civillikā
codanI	codanī
colI	colī
corI	corī
corapuzpI	corapuṣpī
corapuzpikA	corapuṣpikā
corikA	corikā
cowI	coṭī
cowikA	coṭikā
cuRQI	cuṇḍhī
cuRwA	cuṇṭā
cuRwI	cuṇṭī
cuScuzA	cuścuṣā
cuYculI	cuñculī
cuYcurI	cuñcurī
cuccuparRikA	cuccuparṇikā
cucundarI	cucundarī
cukrI	cukrī
cukracaRqikA	cukracaṇḍikā
cukrikA	cukrikā
cukzA	cukṣā
cullI	cullī
cullakI	cullakī
cundI	cundī
cundikA	cundikā
cupuRIkA	cupuṇīkā
curA	curā
curI	curī
curucurA	curucurā
cuwI	cuṭī
dAQA	dāḍhā
dAQikA	dāḍhikā
dARqAyanasTalI	dāṇḍāyanasthalī
dARqapAtA	dāṇḍapātā
dASArhI	dāśārhī
dASI	dāśī
dASOdanikI	dāśaudanikī
dASaPalI	dāśaphalī
dASanandinI	dāśanandinī
dASatayI	dāśatayī
dASeyI	dāśeyī
dAhadA	dāhadā
dAhanI	dāhanī
dAhavadAnyatA	dāhavadānyatā
dAkzAyiRI	dākṣāyiṇī
dAkzI	dākṣī
dAkzeyI	dākṣeyī
dAkziRyatA	dākṣiṇyatā
dAkzikanTA	dākṣikanthā
dAlI	dālī
dAlikA	dālikā
dAmajAtaSrI	dāmajātaśrī
dAmanI	dāmanī
dAnaMdadA	dānaṃdadā
dAnaSAlA	dānaśālā
dAnacandrikA	dānacandrikā
dAnakOmudI	dānakaumudī
dAnakelikOmudI	dānakelikaumudī
dAnakriyAkOmudI	dānakriyākaumudī
dAnamaYjarI	dānamañjarī
dAnapAramitA	dānapāramitā
dAnaparatA	dānaparatā
dAnapariBAzA	dānaparibhāṣā
dAnavI	dānavī
dAnavapriyA	dānavapriyā
dAntvA	dāntvā
dApayitvA	dāpayitvā
dAqI	dāḍī
dAraRI	dāraṇī
dArakriyA	dārakriyā
dArikA	dārikā
dAruRatA	dāruṇatā
dAruganDA	dārugandhā
dArugarBA	dārugarbhā
dAruharidrA	dāruharidrā
dArukadalI	dārukadalī
dArumUKA	dārumūkhā
dAruniSA	dāruniśā
dArupItA	dārupītā
dArupattrI	dārupattrī
dAruputrI	dāruputrī
dAruputrikA	dāruputrikā
dArusitA	dārusitā
dArustrI	dārustrī
dArvI	dārvī
dArvikA	dārvikā
dArvipattrikA	dārvipattrikā
dAsI	dāsī
dAsadAsI	dāsadāsī
dAsanandinI	dāsanandinī
dAsapatnI	dāsapatnī
dAsatA	dāsatā
dAserakI	dāserakī
dAsikA	dāsikā
dAtftA	dātṛtā
dAttAmitrI	dāttāmitrī
dAvalatA	dāvalatā
dAvarI	dāvarī
dAyAdyatA	dāyādyatā
dAyaBAgawIkA	dāyabhāgaṭīkā
dEnikI	dainikī
dEteyI	daiteyī
dEtyasenA	daityasenā
dEvAkarI	daivākarī
dEvI	daivī
dEvacintA	daivacintā
dEvajYadIpakalikA	daivajñadīpakalikā
dEvajYadIpikA	daivajñadīpikā
dEvakI	daivakī
dEvaparIkzA	daivaparīkṣā
dEvasampannatA	daivasampannatā
dEvatapratimA	daivatapratimā
dEvavARI	daivavāṇī
dEvoQA	daivoḍhā
dEzwikatA	daiṣṭikatā
dI	dī
dIDI	dīdhī
dIDitimATurI	dīdhitimāthurī
dIDitipratyakzawIkA	dīdhitipratyakṣaṭīkā
dIDitirOdrI	dīdhitiraudrī
dIDitivyAKyA	dīdhitivyākhyā
dIdI	dīdī
dIkzA	dīkṣā
dIkzitAyanI	dīkṣitāyanī
dInArikA	dīnārikā
dInaDI	dīnadhī
dInatA	dīnatā
dIpAlI	dīpālī
dIpAnvitA	dīpānvitā
dIpaKorI	dīpakhorī
dIpaSfNKalA	dīpaśṛṅkhalā
dIpaSiKA	dīpaśikhā
dIpakUpI	dīpakūpī
dIpakalikA	dīpakalikā
dIpakamAlA	dīpakamālā
dIpamAlA	dīpamālā
dIpamAlikA	dīpamālikā
dIpamallI	dīpamallī
dIpanI	dīpanī
dIpapUjA	dīpapūjā
dIpastamBadevatApUjA	dīpastambhadevatāpūjā
dIpavatI	dīpavatī
dIpikA	dīpikā
dIpikADAriRI	dīpikādhāriṇī
dIpikAprakASikA	dīpikāprakāśikā
dIpikAvyAKyA	dīpikāvyākhyā
dIpikAwIkA	dīpikāṭīkā
dIptAgnitA	dīptāgnitā
dIptajihvA	dīptajihvā
dIptapuzpA	dīptapuṣpā
dIptimatI	dīptimatī
dIrGADI	dīrghādhī
dIrGANgI	dīrghāṅgī
dIrGANgulitA	dīrghāṅgulitā
dIrGI	dīrghī
dIrGaSAKikA	dīrghaśākhikā
dIrGabIjA	dīrghabījā
dIrGadaRqI	dīrghadaṇḍī
dIrGadarSitA	dīrghadarśitā
dIrGajIvantI	dīrghajīvantī
dIrGajihvI	dīrghajihvī
dIrGakaMDarA	dīrghakaṃdharā
dIrGakaRA	dīrghakaṇā
dIrGakandikA	dīrghakandikā
dIrGakoSA	dīrghakośā
dIrGakoSI	dīrghakośī
dIrGakoSikA	dīrghakośikā
dIrGalohitayazwikA	dīrghalohitayaṣṭikā
dIrGamUlI	dīrghamūlī
dIrGamUlikA	dīrghamūlikā
dIrGamuKI	dīrghamukhī
dIrGanaKI	dīrghanakhī
dIrGanidrA	dīrghanidrā
dIrGapAdyA	dīrghapādyā
dIrGaparRI	dīrghaparṇī
dIrGapattrI	dīrghapattrī
dIrGapattrikA	dīrghapattrikā
dIrGapawolikA	dīrghapaṭolikā
dIrGarAgA	dīrgharāgā
dIrGaraNgA	dīrgharaṅgā
dIrGarozatA	dīrgharoṣatā
dIrGasUtratA	dīrghasūtratā
dIrGasUtritA	dīrghasūtritā
dIrGatA	dīrghatā
dIrGatanvI	dīrghatanvī
dIrGatimizA	dīrghatimiṣā
dIrGavAlA	dīrghavālā
dIrGavacCikA	dīrghavacchikā
dIrGavarCikA	dīrghavarchikā
dIrGavfntikA	dīrghavṛntikā
dIrGavfttaPalA	dīrghavṛttaphalā
dIrGaviSvavedasakEvalyadIpikA	dīrghaviśvavedasakaivalyadīpikā
dIrGikA	dīrghikā
dOhfdinI	dauhṛdinī
dOhitrI	dauhitrī
dOnduBI	daundubhī
dOrBAgineyI	daurbhāgineyī
dOrhfdinI	daurhṛdinī
dUQI	dūḍhī
dUlI	dūlī
dUlikA	dūlikā
dUrI	dūrī
dUraADI	dūraādhī
dUrapAtitA	dūrapātitā
dUratA	dūratā
dUreBA	dūrebhā
dUrepaSyA	dūrepaśyā
dUrvAgaRapativratakaTA	dūrvāgaṇapativratakathā
dUrvAkzI	dūrvākṣī
dUrvAvratakaTA	dūrvāvratakathā
dUrvAzwamI	dūrvāṣṭamī
dUrvezwakA	dūrveṣṭakā
dUtI	dūtī
dUtaGnI	dūtaghnī
dUtaparIkzA	dūtaparīkṣā
dUtikA	dūtikā
dUzaRatA	dūṣaṇatā
dUzikA	dūṣikā
daDiDAnI	dadhidhānī
daDikUrcikA	dadhikūrcikā
daDikrAvatI	dadhikrāvatī
daDikulyA	dadhikulyā
daDinadI	dadhinadī
daDipuzpI	dadhipuṣpī
daDipuzpikA	dadhipuṣpikā
daDyAnI	dadhyānī
daMSanASinI	daṃśanāśinī
daMSikA	daṃśikā
daMsupatnI	daṃsupatnī
daMzwrIkA	daṃṣṭrīkā
daRqAlasikA	daṇḍālasikā
daRqAmitrA	daṇḍāmitrā
daRqApUpikA	daṇḍāpūpikā
daRqaGawanA	daṇḍaghaṭanā
daRqaQakkA	daṇḍaḍhakkā
daRqaSrI	daṇḍaśrī
daRqagOrI	daṇḍagaurī
daRqasaMKyA	daṇḍasaṃkhyā
daRqatAmrI	daṇḍatāmrī
daRqayAtrA	daṇḍayātrā
daSAlaMkAramaYjarI	daśālaṃkāramañjarī
daSAnIkinI	daśānīkinī
daSArDatA	daśārdhatā
daSArhI	daśārhī
daSAruhA	daśāruhā
daSAvasTA	daśāvasthā
daSaBujA	daśabhujā
daSaDA	daśadhā
daSaSatI	daśaśatī
daSaSlokI	daśaślokī
daSadfzwAntakaTA	daśadṛṣṭāntakathā
daSagItikA	daśagītikā
daSagaRI	daśagaṇī
daSaharA	daśaharā
daSaharAkaTA	daśaharākathā
daSalakzaRI	daśalakṣaṇī
daSamAlI	daśamālī
daSamArikA	daśamārikā
daSamUlI	daśamūlī
daSamahAvidyA	daśamahāvidyā
daSamuKI	daśamukhī
daSanAQyA	daśanāḍhyā
daSapAdI	daśapādī
daSapUlI	daśapūlī
daSaparvI	daśaparvī
daSapurI	daśapurī
daSasaptA	daśasaptā
daSatayI	daśatayī
daSayojanI	daśayojanī
dadrunASinI	dadrunāśinī
dagDezwakA	dagdheṣṭakā
dahadahA	dahadahā
dahanI	dahanī
dahanIyatA	dahanīyatā
dahanapriyA	dahanapriyā
dahanatA	dahanatā
dahanolkA	dahanolkā
dakzajA	dakṣajā
dakzakanyA	dakṣakanyā
dakzatA	dakṣatā
dakzavihitA	dakṣavihitā
dakzayajYavinASinI	dakṣayajñavināśinī
dakziRASA	dakṣiṇāśā
dakziRAgavI	dakṣiṇāgavī
dakziRAmUrtisaMhitA	dakṣiṇāmūrtisaṃhitā
dakziRAntikA	dakṣiṇāntikā
dakziRApratIcI	dakṣiṇāpratīcī
dakziRAvartakI	dakṣiṇāvartakī
dakziRakAlikA	dakṣiṇakālikā
dakziRaprAcI	dakṣiṇaprācī
dakziRarAQA	dakṣiṇarāḍhā
dakziRatrA	dakṣiṇatrā
dalaSAlinI	dalaśālinī
dalamAlinI	dalamālinī
dalanI	dalanī
dalapuzpA	dalapuṣpā
dalapuzpI	dalapuṣpī
dalasAriRI	dalasāriṇī
dalasAyasI	dalasāyasī
dalasnasA	dalasnasā
damBacaryA	dambhacaryā
damanI	damanī
damanaBaYjikA	damanabhañjikā
damayantI	damayantī
damayantIkaTA	damayantīkathā
damayantikA	damayantikā
dantAlI	dantālī
dantAlikA	dantālikā
dantAvalI	dantāvalī
dantaSarkarA	dantaśarkarā
dantaSirA	dantaśirā
dantaSoDanI	dantaśodhanī
dantacCadopamA	dantacchadopamā
dantagrAhitA	dantagrāhitā
dantamUlikA	dantamūlikā
dantapAYcAlikA	dantapāñcālikā
dantapAlI	dantapālī
dantapattrikA	dantapattrikā
dantaracanA	dantaracanā
dantavIRA	dantavīṇā
dantavidraDI	dantavidradhī
dantijA	dantijā
dantikA	dantikā
danturatA	danturatā
daqI	daḍī
darBakuRqikA	darbhakuṇḍikā
darBamUlI	darbhamūlī
darBapiYjUlI	darbhapiñjūlī
darBezIkA	darbheṣīkā
darSanI	darśanī
darSanojjvalA	darśanojjvalā
darSapUrRamAsadevatA	darśapūrṇamāsadevatā
darSataSrI	darśataśrī
darSayAminI	darśayāminī
darakaRwikA	darakaṇṭikā
daratpurI	daratpurī
daravrIqA	daravrīḍā
dardarI	dardarī
darduracCadA	darduracchadā
darduraparRI	darduraparṇī
daridranindA	daridranindā
daridratA	daridratā
darpaRikA	darpaṇikā
darvI	darvī
darvidA	darvidā
dasradevatA	dasradevatā
dattAgArgyAyaRI	dattāgārgyāyaṇī
dattAkArIzaganDyA	dattākārīṣagandhyā
dattaSulkA	dattaśulkā
dattagItA	dattagītā
dattakacandrikA	dattakacandrikā
dattakamImAMsA	dattakamīmāṃsā
dattapUrvoktaSApaBI	dattapūrvoktaśāpabhī
dattvA	dattvā
datvatI	datvatī
dayA	dayā
dayAlutA	dayālutā
dayAvatI	dayāvatī
deRwikA	deṇṭikā
deSApekzA	deśāpekṣā
deSInAmamAlA	deśīnāmamālā
deSIvarAqI	deśīvarāḍī
deSIyavarAqI	deśīyavarāḍī
deSaBAzA	deśabhāṣā
deSakArI	deśakārī
deSanA	deśanā
deSapAlI	deśapālī
dehacaryA	dehacaryā
dehalA	dehalā
dehalI	dehalī
deharakzA	deharakṣā
dehasaMcAriRI	dehasaṃcāriṇī
dehayAtrA	dehayātrā
dehikA	dehikā
devABIzwA	devābhīṣṭā
devANganA	devāṅganā
devANkIpUjA	devāṅkīpūjā
devAlA	devālā
devAlayapratizWA	devālayapratiṣṭhā
devAsuragaRAgraRI	devāsuragaṇāgraṇī
devAtmA	devātmā
devAvI	devāvī
devIkrIqA	devīkrīḍā
devInAmAvalI	devīnāmāvalī
devIpaYcaSatI	devīpañcaśatī
devIparicaryA	devīparicaryā
devaDAnI	devadhānī
devaSrI	devaśrī
devaSreRI	devaśreṇī
devaSunI	devaśunī
devacaryA	devacaryā
devadAlI	devadālī
devadAlikA	devadālikā
devadAnI	devadānī
devadAsI	devadāsī
devadUtI	devadūtī
devadamanI	devadamanī
devadamanikA	devadamanikā
devadattikA	devadattikā
devadevI	devadevī
devadroRI	devadroṇī
devagAnDArI	devagāndhārī
devagaRikA	devagaṇikā
devaganDA	devagandhā
devagavI	devagavī
devagirI	devagirī
devagopA	devagopā
devaguhI	devaguhī
devajananI	devajananī
devajanavidyA	devajanavidyā
devakAtmajA	devakātmajā
devakI	devakī
devakaBojaputrI	devakabhojaputrī
devakanyA	devakanyā
devakanyakA	devakanyakā
devakirI	devakirī
devakrI	devakrī
devakulyA	devakulyā
devakurumbA	devakurumbā
devalANgulikA	devalāṅgulikā
devalatA	devalatā
devaleKA	devalekhā
devamAlA	devamālā
devanAgarI	devanāgarī
devanadI	devanadī
devanandA	devanandā
devaniSrayaRI	devaniśrayaṇī
devaniSreRI	devaniśreṇī
devanindA	devanindā
devapUjA	devapūjā
devapatnI	devapatnī
devaprakASinI	devaprakāśinī
devapratimA	devapratimā
devapratizWA	devapratiṣṭhā
devaputrI	devaputrī
devaputrikA	devaputrikā
devarUpA	devarūpā
devaraGnI	devaraghnī
devaraktadaMSI	devaraktadaṃśī
devaravatI	devaravatī
devasaMhitA	devasaṃhitā
devasmitA	devasmitā
devastrI	devastrī
devatA	devatā
devatAnukramaRI	devatānukramaṇī
devatApratimA	devatāpratimā
devatAtmA	devatātmā
devatAvAripUjA	devatāvāripūjā
devatejyA	devatejyā
devatrA	devatrā
devavARI	devavāṇī
devavI	devavī
devavacanA	devavacanā
devavarRinI	devavarṇinī
devavatI	devavatī
devaviSA	devaviśā
devavidyA	devavidyā
devawwI	devaṭṭī
devayAnI	devayānī
devayAtrA	devayātrā
devayozA	devayoṣā
deveSI	deveśī
devfGnI	devṛghnī
devitamA	devitamā
devitvA	devitvā
devyAvaraRapUjA	devyāvaraṇapūjā
dezwrI	deṣṭrī
dfQI	dṛḍhī
dfQaBaktitA	dṛḍhabhaktitā
dfQabanDinI	dṛḍhabandhinī
dfQagAtrikA	dṛḍhagātrikā
dfQakzurA	dṛḍhakṣurā
dfQalatA	dṛḍhalatā
dfQamuzwitA	dṛḍhamuṣṭitā
dfQapAdI	dṛḍhapādī
dfQapattrI	dṛḍhapattrī
dfQaprahAritA	dṛḍhaprahāritā
dfQaraNgA	dṛḍharaṅgā
dfQasUtrikA	dṛḍhasūtrikā
dfQatA	dṛḍhatā
dfQekzurA	dṛḍhekṣurā
dfSAsPutamAlA	dṛśāsphutamālā
dfSyatA	dṛśyatā
dfSyetaratA	dṛśyetaratā
dfggatijIvA	dṛggatijīvā
dfggatijyA	dṛggatijyā
dfgjyA	dṛgjyā
dfkprasAdA	dṛkprasādā
dfkpriyA	dṛkpriyā
dfktulyatA	dṛktulyatā
dfzadvatI	dṛṣadvatī
dfzwAntakalikA	dṛṣṭāntakalikā
dfzwanazwatA	dṛṣṭanaṣṭatā
dfzwapuzpA	dṛṣṭapuṣpā
dfzwarUpA	dṛṣṭarūpā
dfzwarajaskA	dṛṣṭarajaskā
dfzwipUtanA	dṛṣṭipūtanā
dfzwividyA	dṛṣṭividyā
dfzwvA	dṛṣṭvā
dfzyA	dṛṣyā
diDIrzA	didhīrṣā
diDakzA	didhakṣā
diSA	diśā
diddA	diddā
didfkzA	didṛkṣā
digaNganA	digaṅganā
digambarI	digambarī
digdevatA	digdevatā
digjyA	digjyā
digyAtrA	digyātrā
dihlA	dihlā
dikkAminI	dikkāminī
dikkAntA	dikkāntā
dikkanyA	dikkanyā
dikkaravAsinI	dikkaravāsinī
diksundarI	diksundarī
diktulyatA	diktulyatā
dinacCidrA	dinacchidrā
dinacaryA	dinacaryā
dinakarI	dinakarī
dinakarawippanI	dinakaraṭippanī
dinammanyA	dinammanyā
dinapAwikA	dinapāṭikā
dinapraBA	dinaprabhā
dinapraRI	dinapraṇī
dinikA	dinikā
ditsA	ditsā
dityOhI	dityauhī
divASayatA	divāśayatā
divASayyA	divāśayyā
divAnDakI	divāndhakī
divAnidrA	divānidrā
divI	divī
divaHSyenI	divaḥśyenī
divasakriyA	divasakriyā
divasamudrA	divasamudrā
divitmatA	divitmatā
divojA	divojā
divolkA	divolkā
divyANganA	divyāṅganā
divyadevI	divyadevī
divyakAlinI	divyakālinī
divyakriyA	divyakriyā
divyalatA	divyalatā
divyanArI	divyanārī
divyanadI	divyanadī
divyapuzpikA	divyapuṣpikā
divyasUripraBAvadIpikA	divyasūriprabhāvadīpikā
divyastrI	divyastrī
divyatA	divyatā
divyatumbI	divyatumbī
divyayamunA	divyayamunā
doDakaSokawIkA	dodhakaśokaṭīkā
doHSiYjinI	doḥśiñjinī
dogDrI	dogdhrī
dohadAnvitA	dohadānvitā
dohadaduHKaSIlatA	dohadaduḥkhaśīlatā
dohadavatI	dohadavatī
dohalavatI	dohalavatī
dohanI	dohanī
dohaqikA	dohaḍikā
dolAkulaDI	dolākuladhī
dolAyAtrA	dolāyātrā
dolayAtrA	dolayātrā
dolikA	dolikā
doqI	doḍī
dorjyA	dorjyā
dorlatikA	dorlatikā
dozAkleSI	doṣākleśī
drAGmA	drāghmā
drAkzAlatA	drākṣālatā
drAkzAvAruRI	drākṣāvāruṇī
drAmiqI	drāmiḍī
drAvikA	drāvikā
drAviqI	drāviḍī
drORI	drauṇī
drOpadI	draupadī
dravI	dravī
dravantI	dravantī
dravarasA	dravarasā
dravatA	dravatā
dravatpattrI	dravatpattrī
draviqI	draviḍī
draviqopanizatsAraratnAvalIvyAKyA	draviḍopaniṣatsāraratnāvalīvyākhyā
dravyaBAzA	dravyabhāṣā
dravyaBAzAwIkA	dravyabhāṣāṭīkā
dravyaSudDidIpikA	dravyaśuddhidīpikā
dravyadevatA	dravyadevatā
dravyaguRaSataSlokI	dravyaguṇaśataślokī
dravyaguRadIpikA	dravyaguṇadīpikā
dravyakiraRAvalI	dravyakiraṇāvalī
dravyapUjA	dravyapūjā
dravyapatAkA	dravyapatākā
dravyaprakASikA	dravyaprakāśikā
drekA	drekā
droRI	droṇī
droRIpadI	droṇīpadī
droRaGA	droṇaghā
droRaduGA	droṇadughā
droRadugDA	droṇadugdhā
droRaganDikA	droṇagandhikā
droRakzIrA	droṇakṣīrā
droRamAnA	droṇamānā
droRapadI	droṇapadī
droRaparRI	droṇaparṇī
droRapuzpI	droṇapuṣpī
droRikA	droṇikā
druGnI	drughnī
druRI	druṇī
druhI	druhī
drumBUlI	drumbhūlī
drumakiMnararAjaparipfcCA	drumakiṃnararājaparipṛcchā
drumiRI	drumiṇī
drupadAtmajA	drupadātmajā
drupadI	drupadī
drutaboDikA	drutabodhikā
drutamaDyA	drutamadhyā
duHKAsikA	duḥkhāsikā
duHKadohyA	duḥkhadohyā
duHKaduHKatA	duḥkhaduḥkhatā
duHKalabDikA	duḥkhalabdhikā
duHKatA	duḥkhatā
duHSIlatA	duḥśīlatā
duHSfNgI	duḥśṛṅgī
duHstrI	duḥstrī
duHzamasuzamA	duḥṣamasuṣamā
duRQA	duṇḍhā
duScezwA	duśceṣṭā
ducCunA	ducchunā
dugDAbDitanayA	dugdhābdhitanayā
dugDaPenI	dugdhaphenī
dugDabIjA	dugdhabījā
dugDakUpikA	dugdhakūpikā
dugDapadI	dugdhapadī
dugDapeyA	dugdhapeyā
dugDapucCI	dugdhapucchī
dugDatA	dugdhatā
dugDatumbI	dugdhatumbī
dugDavawI	dugdhavaṭī
dugDikA	dugdhikā
dugDinikA	dugdhinikā
dulA	dulā
dulI	dulī
dumatI	dumatī
dunduBI	dundubhī
durADI	durādhī
durAhA	durāhā
durArohatA	durārohatā
durAtmatA	durātmatā
durAvI	durāvī
durBAryA	durbhāryā
durBAvanA	durbhāvanā
durBogA	durbhogā
durDA	durdhā
durDI	durdhī
durDarzatA	durdharṣatā
durGawArTaprakASikA	durghaṭārthaprakāśikā
durIkzatA	durīkṣatā
durIzaRA	durīṣaṇā
duraBirakzatA	durabhirakṣatā
duradmanI	duradmanī
durantacintA	durantacintā
duranuneyatA	duranuneyatā
duravaboDatA	duravabodhatā
durbalAgnitA	durbalāgnitā
durbalI	durbalī
durbalatA	durbalatā
durboDapadaBaYjikA	durbodhapadabhañjikā
durboDapadaBaYjinI	durbodhapadabhañjinī
durdaSA	durdaśā
durdarSatA	durdarśatā
durdohA	durdohā
durdolI	durdolī
durdritA	durdritā
durduhA	durduhā
durgABaktitaraMgiRI	durgābhaktitaraṃgiṇī
durgAnavamI	durgānavamī
durgApUjA	durgāpūjā
durgAsAvitrI	durgāsāvitrī
durgAsaMdehaBedikA	durgāsaṃdehabhedikā
durgAvatI	durgāvatī
durgAzwamI	durgāṣṭamī
durgamASuboDinI	durgamāśubodhinī
durganDatA	durgandhatā
durgapuzpI	durgapuṣpī
durgasiMhI	durgasiṃhī
durgataraRI	durgataraṇī
durgatariRI	durgatariṇī
durgatatA	durgatatā
durgatinASinI	durgatināśinī
durgawIkA	durgaṭīkā
durgilA	durgilā
durgozWI	durgoṣṭhī
durhaRA	durhaṇā
durhanA	durhanā
duritadamanI	duritadamanī
durjanamuKacapewikA	durjanamukhacapeṭikā
durjanamuKamahAcapewikA	durjanamukhamahācapeṭikā
durjanamuKapadmapAdukA	durjanamukhapadmapādukā
durjananindA	durjananindā
durjanatA	durjanatā
durlaBatA	durlabhatā
durlaNGyatA	durlaṅghyatā
durmallI	durmallī
durmallikA	durmallikā
durmanaskatA	durmanaskatā
durmanastA	durmanastā
durmaryAdatA	durmaryādatā
durmilA	durmilā
durmilikA	durmilikā
durmohA	durmohā
durnAmikA	durnāmikā
duruDarA	durudharā
durvArttA	durvārttā
durvAsanA	durvāsanā
durvAsodviSatI	durvāsodviśatī
duryoDanatA	duryodhanatā
duryoDanavIryajYAnamudrA	duryodhanavīryajñānamudrā
duvoDA	duvodhā
duvoyA	duvoyā
duzkaracaryA	duṣkaracaryā
duzkarakAritA	duṣkarakāritā
duzkramatA	duṣkramatā
duzkriyA	duṣkriyā
duzkulatA	duṣkulatā
duzpozatA	duṣpoṣatā
duzprAvI	duṣprāvī
duzpraDarzaRI	duṣpradharṣaṇī
duzpraDarziRI	duṣpradharṣiṇī
duzprakriyA	duṣprakriyā
duzwaBAvatA	duṣṭabhāvatā
duzwaDI	duṣṭadhī
duzwanASinI	duṣṭanāśinī
duzwatA	duṣṭatā
dvAdaSADyAyI	dvādaśādhyāyī
dvAdaSANgI	dvādaśāṅgī
dvAdaSANgulasAriRI	dvādaśāṅgulasāriṇī
dvAdaSAhARqabilA	dvādaśāhāṇḍabilā
dvAdaSAkzaramAlA	dvādaśākṣaramālā
dvAdaSAkzaravidyA	dvādaśākṣaravidyā
dvAdaSaDA	dvādaśadhā
dvAdaSalakzaRI	dvādaśalakṣaṇī
dvAdaSamaYjarI	dvādaśamañjarī
dvAdaSamaYjarikA	dvādaśamañjarikā
dvAdaSamahAvAkyAvalI	dvādaśamahāvākyāvalī
dvAdaSatA	dvādaśatā
dvAdaSavargIyA	dvādaśavargīyā
dvAdaSavatsarI	dvādaśavatsarī
dvAdaSaviDaputramImAMsA	dvādaśavidhaputramīmāṃsā
dvArAvatI	dvārāvatī
dvAraSAKA	dvāraśākhā
dvAraSoBA	dvāraśobhā
dvArapiRqI	dvārapiṇḍī
dvArasTURA	dvārasthūṇā
dvAratA	dvāratā
dvAravatI	dvāravatī
dvArvatI	dvārvatī
dvAtriMSacCAlaBaYjikA	dvātriṃśacchālabhañjikā
