slp1	iast
tarkaBAzAsAramaYjarI	tarkabhāṣāsāramañjarī
tarkacandrikA	tarkacandrikā
tarkadIpikA	tarkadīpikā
tarkajvAlA	tarkajvālā
tarkakArikA	tarkakārikā
tarkakOmudI	tarkakaumudī
tarkamaYjarI	tarkamañjarī
tarkamudrA	tarkamudrā
tarkapariBAzA	tarkaparibhāṣā
tarkarahasyadIpikA	tarkarahasyadīpikā
tarkasaMgrahadIpikA	tarkasaṃgrahadīpikā
tarkataraMgiRI	tarkataraṃgiṇī
tarkavidyA	tarkavidyā
tarkupAWI	tarkupāṭhī
tarkupIWI	tarkupīṭhī
tarkuwI	tarkuṭī
tarpaRI	tarpaṇī
tarpiRI	tarpiṇī
taruRI	taruṇī
taruRapItikA	taruṇapītikā
taruRatA	taruṇatā
tarucCAyA	tarucchāyā
tarudUlikA	tarudūlikā
tarurohiRI	tarurohiṇī
taruruhA	taruruhā
tarusTA	tarusthā
tarutA	tarutā
tarutUlikA	tarutūlikā
taruvallI	taruvallī
taruzI	taruṣī
tasTI	tasthī
tasarikA	tasarikā
tasdI	tasdī
taskarI	taskarī
taskaratA	taskaratā
tatapattrI	tatapattrī
tatiDA	tatidhā
tatkAlaDI	tatkāladhī
tatkAlotpannaDI	tatkālotpannadhī
tatkzaRikA	tatkṣaṇikā
tatpUrvatA	tatpūrvatā
tatparatA	tatparatā
tatraBavatI	tatrabhavatī
tatsTatadaYjanatA	tatsthatadañjanatā
tattvAKyAnopamA	tattvākhyānopamā
tattvArTakOmudI	tattvārthakaumudī
tattvaboDinI	tattvabodhinī
tattvakOmudI	tattvakaumudī
tattvamuktAvalI	tattvamuktāvalī
tattvanizWatA	tattvaniṣṭhatā
tattvatA	tattvatā
tattvataraMgiRI	tattvataraṃgiṇī
tattvavivitsA	tattvavivitsā
tavAgA	tavāgā
tavIzI	tavīṣī
tavakzIrI	tavakṣīrī
tavizI	taviṣī
tawAkinI	taṭākinī
tawI	taṭī
tawinI	taṭinī
tedanI	tedanī
tejAhvA	tejāhvā
tejasvatI	tejasvatī
tejasvinItamA	tejasvinītamā
tejasvinitamA	tejasvinitamā
tejasvipraSaMsA	tejasvipraśaṃsā
tejasvitA	tejasvitā
tejavatI	tejavatī
tejinI	tejinī
tejohvA	tejohvā
tejomAtrA	tejomātrā
tejovatI	tejovatī
temanI	temanī
tfPalA	tṛphalā
tfRAvallI	tṛṇāvallī
tfRAwavI	tṛṇāṭavī
tfRaSORqikA	tṛṇaśauṇḍikā
tfRabalvajA	tṛṇabalvajā
tfRagaRanA	tṛṇagaṇanā
tfRaganDA	tṛṇagandhā
tfRagoDA	tṛṇagodhā
tfRajalAyukA	tṛṇajalāyukā
tfRajalUkA	tṛṇajalūkā
tfRakIyA	tṛṇakīyā
tfRakUrcikA	tṛṇakūrcikā
tfRaketakI	tṛṇaketakī
tfRakuwI	tṛṇakuṭī
tfRanimbA	tṛṇanimbā
tfRapUlI	tṛṇapūlī
tfRapaYcikA	tṛṇapañcikā
tfRapadI	tṛṇapadī
tfRaparRI	tṛṇaparṇī
tfRapattrI	tṛṇapattrī
tfRapattrikA	tṛṇapattrikā
tfRapulI	tṛṇapulī
tfRapuzpI	tṛṇapuṣpī
tfRatA	tṛṇatā
tfRolkA	tṛṇolkā
tfRyA	tṛṇyā
tfcaBAgA	tṛcabhāgā
tfptatA	tṛptatā
tftIyaBikzA	tṛtīyabhikṣā
tftIyakaraRI	tṛtīyakaraṇī
tftIyatA	tṛtīyatā
tfzA	tṛṣā
tfzRA	tṛṣṇā
tfzRAvarUtrI	tṛṣṇāvarūtrī
tfzitottarA	tṛṣitottarā
tfzwAmA	tṛṣṭāmā
tfzwikA	tṛṣṭikā
tiRwI	tiṇṭī
tiTI	tithī
tiTidevatA	tithidevatā
tiTipattrI	tithipattrī
tiTipraRI	tithipraṇī
tiTisAraRikA	tithisāraṇikā
tigmatA	tigmatā
tiktAKyA	tiktākhyā
tiktANgA	tiktāṅgā
tiktAmftA	tiktāmṛtā
tiktAsyatA	tiktāsyatā
tiktabIjA	tiktabījā
tiktadugDA	tiktadugdhā
tiktaganDA	tiktagandhā
tiktaguYjA	tiktaguñjā
tiktakandakA	tiktakandakā
tiktakandikA	tiktakandikā
tiktapuzpA	tiktapuṣpā
tiktarohiRI	tiktarohiṇī
tiktarohiRikA	tiktarohiṇikā
tiktataRqulA	tiktataṇḍulā
tiktatuRqI	tiktatuṇḍī
tiktatumbI	tiktatumbī
tiktavallI	tiktavallī
tiktayavA	tiktayavā
tiktikA	tiktikā
tilApatyA	tilāpatyā
tilaBAvinI	tilabhāvinī
tilaDenukA	tiladhenukā
tilaKalI	tilakhalī
tilacaturTI	tilacaturthī
tiladvAdaSI	tiladvādaśī
tilakalatA	tilakalatā
tilakamaYjarI	tilakamañjarī
tilakavatI	tilakavatī
tilaparRI	tilaparṇī
tilapiYjI	tilapiñjī
tilatejAhvA	tilatejāhvā
tilottamA	tilottamā
timI	timī
timilA	timilā
timirAkulatA	timirākulatā
timiratA	timiratā
tindinI	tindinī
tindukI	tindukī
tindukinI	tindukinī
tinikA	tinikā
tintilI	tintilī
tintilikA	tintilikā
tintiqI	tintiḍī
tintiqikA	tintiḍikā
tiraScI	tiraścī
tiraScaTA	tiraścathā
tiraScatA	tiraścatā
tiraScikA	tiraścikā
tiraskAriRI	tiraskāriṇī
tiraskariRI	tiraskariṇī
tiraskriyA	tiraskriyā
tiroDA	tirodhā
tirohitatA	tirohitatā
tiryaNmAnI	tiryaṅmānī
tiryagBedA	tiryagbhedā
tiryagjyA	tiryagjyā
tiryagvAtasevA	tiryagvātasevā
tiryakPalA	tiryakphalā
tiryaktA	tiryaktā
tisfkA	tisṛkā
tisrA	tisrā
titIrzA	titīrṣā
tizyaPalA	tiṣyaphalā
tizyapuzpA	tiṣyapuṣpā
tizyarakzitA	tiṣyarakṣitā
tmanA	tmanā
tmanyA	tmanyā
todaparRI	todaparṇī
tokatA	tokatā
tokavatI	tokavatī
tokinI	tokinī
tolikA	tolikā
tomarikA	tomarikā
toqI	toḍī
toqikA	toḍikā
totilA	totilā
tottalA	tottalā
toyADivAsinI	toyādhivāsinī
toyaPalA	toyaphalā
toyaSuktikA	toyaśuktikā
toyajAkzI	toyajākṣī
toyakrIqA	toyakrīḍā
toyakumBA	toyakumbhā
toyanIvI	toyanīvī
toyapippalI	toyapippalī
toyaprazWA	toyapraṣṭhā
toyapuzpI	toyapuṣpī
toyasarpikA	toyasarpikā
toyavallI	toyavallī
toyavallikA	toyavallikā
toyavatI	toyavatī
toyikA	toyikā
toyodBavA	toyodbhavā
tozaRI	toṣaṇī
trAyamARikA	trāyamāṇikā
trAyantI	trāyantī
trAyantikA	trāyantikā
trEDAtavI	traidhātavī
trEDAtavyA	traidhātavyā
trEDAtukasamatA	traidhātukasamatā
trEgartI	traigartī
trElokyadIpikA	trailokyadīpikā
trElokyadevI	trailokyadevī
trElokyapraBA	trailokyaprabhā
trElokyasundarI	trailokyasundarī
trElokyavijayA	trailokyavijayā
trEmAsI	traimāsī
trEvikramI	traivikramī
trapA	trapā
trapAraRqA	trapāraṇḍā
trapukarkawI	trapukarkaṭī
trapupawwikA	trapupaṭṭikā
trapusI	trapusī
trayI	trayī
trayodaSaDA	trayodaśadhā
trayodaSadvIpavatI	trayodaśadvīpavatī
trayodaSavarjyasaptamI	trayodaśavarjyasaptamī
trayoviMSatiDA	trayoviṃśatidhā
treDA	tredhā
treRI	treṇī
tretA	tretā
tretinI	tretinī
triBARqI	tribhāṇḍī
triBaNgI	tribhaṅgī
triBaRqI	tribhaṇḍī
triBajIvA	tribhajīvā
triBajyA	tribhajyā
triBamOrvikA	tribhamaurvikā
triBuvanapraBA	tribhuvanaprabhā
triDA	tridhā
triDArasnuhI	tridhārasnuhī
triMSacClokI	triṃśacchlokī
triMSikA	triṃśikā
triPalI	triphalī
triRItA	triṇītā
triSIrzAKyaguhA	triśīrṣākhyaguhā
triSIrzaguhA	triśīrṣaguhā
triSUlagaNgA	triśūlagaṅgā
triSUlapurI	triśūlapurī
triSUlikA	triśūlikā
triSarkarA	triśarkarā
triSatI	triśatī
triSiKI	triśikhī
triSiKidalA	triśikhidalā
tridaSANganA	tridaśāṅganā
tridaSadIrGikA	tridaśadīrghikā
tridaSamaYjarI	tridaśamañjarī
tridaSanadI	tridaśanadī
tridaSatA	tridaśatā
tridaSavanitA	tridaśavanitā
tridaSeSvarI	tridaśeśvarī
tridalA	tridalā
tridalikA	tridalikā
tridantI	tridantī
tridivodBavA	tridivodbhavā
trigrAmI	trigrāmī
trijIvA	trijīvā
trijagajjananI	trijagajjananī
trijaganmohinI	trijaganmohinī
trijagatI	trijagatī
trijyA	trijyā
trikalA	trikalā
trikaraRI	trikaraṇī
trikavedanA	trikavedanā
trikulA	trikulā
triliNgI	triliṅgī
trilocanAzwamI	trilocanāṣṭamī
trilokI	trilokī
trimArgI	trimārgī
trimArgagA	trimārgagā
trimArikA	trimārikā
trimaRqalA	trimaṇḍalā
trinetrI	trinetrī
tripAdI	tripādī
tripAdikA	tripādikā
tripAwikA	tripāṭikā
tripaTagA	tripathagā
tripaTagAminI	tripathagāminī
tripadI	tripadī
tripadikA	tripadikā
triparRI	triparṇī
triparRikA	triparṇikā
tripatI	tripatī
tripiRqI	tripiṇḍī
tripurABEravI	tripurābhairavī
tripurAtApanI	tripurātāpanī
tripurI	tripurī
tripuraBEravI	tripurabhairavī
tripuramAlI	tripuramālī
tripuramallikA	tripuramallikā
tripurasundarI	tripurasundarī
tripuruzI	tripuruṣī
tripuzA	tripuṣā
trirAtrIRA	trirātrīṇā
trisAmA	trisāmā
trisTalI	tristhalī
trisUtrI	trisūtrī
trisaMDI	trisaṃdhī
trisaMDyI	trisaṃdhyī
trisaMDyakusumA	trisaṃdhyakusumā
trisarI	trisarī
trisitA	trisitā
trisrotasI	trisrotasī
tristAvA	tristāvā
tristanI	tristanī
tritakzI	tritakṣī
tritantrikA	tritantrikā
trivaRI	trivaṇī
trivaRasaMjYikA	trivaṇasaṃjñikā
trivakrA	trivakrā
trivalI	trivalī
trivartmagA	trivartmagā
triveRI	triveṇī
triveRikA	triveṇikā
trivelA	trivelā
trivfntikA	trivṛntikā
trivftA	trivṛtā
trivftparRI	trivṛtparṇī
trivfttA	trivṛttā
trivibuDI	trivibudhī
trizazwiDA	triṣaṣṭidhā
trizwAvarUtrI	triṣṭāvarūtrī
trowakI	troṭakī
truwI	truṭī
tryaDvagA	tryadhvagā
tryaSraPalA	tryaśraphalā
tryakzapatnI	tryakṣapatnī
tryambakeSvarapurI	tryambakeśvarapurī
tryeRI	tryeṇī
tryenI	tryenī
tsarA	tsarā
tuNganAsikA	tuṅganāsikā
tuNganAsikI	tuṅganāsikī
tuNganaKatA	tuṅganakhatā
tuNgaveRA	tuṅgaveṇā
tuRqakerI	tuṇḍakerī
tuRqakerikA	tuṇḍakerikā
tuRqikeSI	tuṇḍikeśī
tubarI	tubarī
tubarikA	tubarikā
tugA	tugā
tugAkzIrI	tugākṣīrī
tuhinaSarkarA	tuhinaśarkarā
tuhinakarasutA	tuhinakarasutā
tukAkzIrI	tukākṣīrī
tulABavAnI	tulābhavānī
tulAparIkzA	tulāparīkṣā
tulasAriRI	tulasāriṇī
tulasI	tulasī
tulasIdvezA	tulasīdveṣā
tulasikA	tulasikā
tulikA	tulikā
tulinI	tulinī
tulyaBAvanA	tulyabhāvanā
tulyatA	tulyatā
tulyayogitA	tulyayogitā
tulyayogopamA	tulyayogopamā
tumbI	tumbī
tumbIvIRA	tumbīvīṇā
tumbakI	tumbakī
tumbarI	tumbarī
tumbikA	tumbikā
tumbinI	tumbinī
tumburI	tumburī
tundakUpI	tundakūpī
tundakUpikA	tundakūpikā
tundilaPalA	tundilaphalā
tunnasevanI	tunnasevanī
tuqI	tuḍī
turI	turī
turaMgAhvA	turaṃgāhvā
turaMgadvezaRI	turaṃgadveṣaṇī
turaMgaganDA	turaṃgagandhā
turaMgamI	turaṃgamī
turaMgamaSAlA	turaṃgamaśālā
turaMgiRI	turaṃgiṇī
turagaganDA	turagagandhā
turagakAntA	turagakāntā
turagavAhyAlI	turagavāhyālī
turayA	turayā
turyOhI	turyauhī
turyaBikzA	turyabhikṣā
tuvI	tuvī
tuzAraGarawwikA	tuṣāragharaṭṭikā
tvAyA	tvāyā
tvAzwI	tvāṣṭī
tvAzwrI	tvāṣṭrī
tvagAkzIrI	tvagākṣīrī
tvagdozApahA	tvagdoṣāpahā
tvagutTA	tvagutthā
tvakSUnyatA	tvakśūnyatā
tvakkzIrA	tvakkṣīrā
tvakkzIrI	tvakkṣīrī
tvakparRI	tvakparṇī
tvakpattrI	tvakpattrī
tvakpuzpI	tvakpuṣpī
tvakpuzpikA	tvakpuṣpikā
tvaksAraBedinI	tvaksārabhedinī
tvaksvAdvI	tvaksvādvī
tvantA	tvantā
tvarayA	tvarayā
tvazwAvarUtrI	tvaṣṭāvarūtrī
tvazwImatI	tvaṣṭīmatī
tvizA	tviṣā
tyAgaSIlatA	tyāgaśīlatā
tyAgagatA	tyāgagatā
tyAgitA	tyāgitā
tyaktaSrI	tyaktaśrī
uBayAhastyA	ubhayāhastyā
uBayI	ubhayī
uBayaTA	ubhayathā
uBayacCannA	ubhayacchannā
uBayasaptamI	ubhayasaptamī
uBayavidyA	ubhayavidyā
uBayavipulA	ubhayavipulā
uSAnA	uśānā
uSI	uśī
uSInarARI	uśīnarāṇī
uSIrI	uśīrī
uSanA	uśanā
uSatI	uśatī
ucCI	ucchī
ucCizwacARqAlinI	ucchiṣṭacāṇḍālinī
ucCizwakalpanA	ucchiṣṭakalpanā
ucCizwatA	ucchiṣṭatā
uccEHpOrRamAsI	uccaiḥpaurṇamāsī
uccadevatA	uccadevatā
uccalalAwA	uccalalāṭā
uccalalAwikA	uccalalāṭikā
uccatA	uccatā
uccataratA	uccataratā
uccawA	uccaṭā
uccicIzA	uccicīṣā
udAKyA	udākhyā
udAdA	udādā
udAgA	udāgā
udAharaRacandrikA	udāharaṇacandrikā
udAnI	udānī
udAraDI	udāradhī
udAratA	udāratā
udAsInatA	udāsīnatā
udAsTA	udāsthā
udAttaSrutitA	udāttaśrutitā
udAttatA	udāttatā
udBA	udbhā
udBidvidyA	udbhidvidyā
udDA	uddhā
udDI	uddhī
udDamaviDamA	uddhamavidhamā
udDarAvasfjA	uddharāvasṛjā
udDarotsfjA	uddharotsṛjā
udDarzaRI	uddharṣaṇī
udDarziRI	uddharṣiṇī
udDmA	uddhmā
udIcI	udīcī
udIkzA	udīkṣā
udIrRatA	udīrṇatā
udIritaDI	udīritadhī
udaBI	udabhī
udaDArA	udadhārā
udaDikrA	udadhikrā
udaDimeKalA	udadhimekhalā
udaDisutA	udadhisutā
udaDivastrA	udadhivastrā
udaNkI	udaṅkī
udaSocA	udaśocā
udakaDArA	udakadhārā
udakakriyA	udakakriyā
udakakzveqikA	udakakṣveḍikā
udakamaYjarI	udakamañjarī
udakaparIkzA	udakaparīkṣā
udakarakzikA	udakarakṣikā
udantikA	udantikā
udapAtrI	udapātrī
udariRI	udariṇī
udasTAlI	udasthālī
udayajyA	udayajyā
udayavatI	udayavatī
uddA	uddā
uddAlakapuzpaBaYjikA	uddālakapuṣpabhañjikā
uddIkzA	uddīkṣā
uddIpikA	uddīpikā
uddiDIrzA	uddidhīrṣā
udgA	udgā
udgATA	udgāthā
udgadgadikA	udgadgadikā
udgehI	udgehī
udgrAhaRikA	udgrāhaṇikā
udgrAhiRI	udgrāhiṇī
udgrIvikA	udgrīvikā
udgrahaRikA	udgrahaṇikā
udvA	udvā
udvAhanI	udvāhanī
udvapanI	udvapanī
udvegakartarI	udvegakartarī
udyAnamAlA	udyānamālā
udyAnapAlI	udyānapālī
udyAnapAlikA	udyānapālikā
udyApanikA	udyāpanikā
udyatI	udyatī
ugrI	ugrī
ugraSeKarA	ugraśekharā
ugracAriRI	ugracāriṇī
ugracaRqA	ugracaṇḍā
ugraganDikA	ugragandhikā
ugrakAlI	ugrakālī
ugraputrI	ugraputrī
ugrasenAnI	ugrasenānī
ugrasenI	ugrasenī
ugratA	ugratā
ugratArA	ugratārā
ujjayanI	ujjayanī
ujjayinI	ujjayinī
ujjigamizA	ujjigamiṣā
ujjihIrzA	ujjihīrṣā
ujjvalarasakaRA	ujjvalarasakaṇā
ujjvalatA	ujjvalatā
ukTAvI	ukthāvī
ukTyasTAlI	ukthyasthālī
uktipratyuktikA	uktipratyuktikā
uktvA	uktvā
ulUKalarUpatA	ulūkhalarūpatā
ulUkI	ulūkī
ulUkacewI	ulūkaceṭī
ulUtI	ulūtī
ulaparAjI	ulaparājī
ulaparAjikA	ulaparājikā
ulkAmuKI	ulkāmukhī
ulkAnavamI	ulkānavamī
ulkuzI	ulkuṣī
ullAGatA	ullāghatā
ullI	ullī
ullasatA	ullasatā
ulluRWA	ulluṇṭhā
ulmukyA	ulmukyā
ulumbA	ulumbā
umAcaturTI	umācaturthī
umAgurunadI	umāgurunadī
umAsaMhitA	umāsaṃhitā
umbI	umbī
umbikA	umbikā
umlocA	umlocā
undanI	undanī
undurakarRI	undurakarṇī
undurakarRikA	undurakarṇikā
unmA	unmā
unmAditA	unmāditā
unmI	unmī
unmanaskatA	unmanaskatā
unmattaBEravI	unmattabhairavī
unmattatA	unmattatā
unmedA	unmedā
unmfjAvamfjA	unmṛjāvamṛjā
unmokzA	unmokṣā
unmuKatA	unmukhatā
unmukzA	unmukṣā
unnI	unnī
unnamratA	unnamratā
unnatakokilA	unnatakokilā
unniDA	unnidhā
unnidratA	unnidratā
upADA	upādhā
upADmA	upādhmā
upADyAyAnI	upādhyāyānī
upADyAyI	upādhyāyī
upAGrA	upāghrā
upAMSutA	upāṃśutā
upASrayitvA	upāśrayitvā
upAdA	upādā
upAdAnalakzaRA	upādānalakṣaṇā
upAdAnatA	upādānatā
upAditsA	upāditsā
upAgA	upāgā
upAgnikA	upāgnikā
upAnI	upānī
upAsA	upāsā
upAsTA	upāsthā
upAsakadaSA	upāsakadaśā
upAsikA	upāsikā
upAstamanavelA	upāstamanavelā
upAtI	upātī
upAvI	upāvī
upAvaDA	upāvadhā
upAyacintA	upāyacintā
upaBAzA	upabhāṣā
upaBEmI	upabhaimī
upaDA	upadhā
upaDAnI	upadhānī
upaDUmitA	upadhūmitā
upaDmA	upadhmā
upaGrA	upaghrā
upaKyA	upakhyā
upaSAKA	upaśākhā
upaSAyitA	upaśāyitā
upaSI	upaśī
upaSikzA	upaśikṣā
upaSlAGA	upaślāghā
upaSoBA	upaśobhā
upaSoBikA	upaśobhikā
upaSrI	upaśrī
upabarhaRI	upabarhaṇī
upacArakriyA	upacārakriyā
upacIkA	upacīkā
upadA	upadā
upadAnavI	upadānavī
upadI	upadī
upadIpayitvA	upadīpayitvā
upadeSakarRikA	upadeśakarṇikā
upadeSamAlA	upadeśamālā
upadeSaratnamAlA	upadeśaratnamālā
upadeSasAhasrI	upadeśasāhasrī
upadeSatA	upadeśatā
upadehikA	upadehikā
upadevatA	upadevatā
upadidikzA	upadidikṣā
upadigDatA	upadigdhatā
upadrazwfkA	upadraṣṭṛkā
upahA	upahā
upahAratA	upahāratā
upahAsanIyatA	upahāsanīyatā
upahAsyatA	upahāsyatā
upahastikA	upahastikā
upahataDI	upahatadhī
upahatyA	upahatyā
upajAtikA	upajātikā
upajIkA	upajīkā
upajYA	upajñā
upajagatI	upajagatī
upajalA	upajalā
upajihIrzA	upajihīrṣā
upajihvA	upajihvā
upajihvikA	upajihvikā
upakASinI	upakāśinī
upakAlikA	upakālikā
upakArikA	upakārikā
upakaTA	upakathā
upakanizWikA	upakaniṣṭhikā
upakanyA	upakanyā
upakarRikA	upakarṇikā
upakoSA	upakośā
upakrI	upakrī
upakrIqA	upakrīḍā
upakriyA	upakriyā
upakuYcikA	upakuñcikā
upakulyA	upakulyā
upalI	upalī
upalakzaRatA	upalakṣaṇatā
upalakzmI	upalakṣmī
upaleKapaYjikA	upalekhapañjikā
upalipsA	upalipsā
upamAlinI	upamālinī
upamAnatA	upamānatā
upamImAMsA	upamīmāṃsā
upamaDyamA	upamadhyamā
upamanTanI	upamanthanī
upameyopamA	upameyopamā
upanAgarikA	upanāgarikā
upanI	upanī
upaniDA	upanidhā
upapA	upapā
upapalI	upapalī
upaparSukA	upaparśukā
upaprAyA	upaprāyā
upapradA	upapradā
upapragA	upapragā
upaprayA	upaprayā
upapurI	upapurī
upapuzpikA	upapuṣpikā
uparaTyA	uparathyā
uparataSoRitA	uparataśoṇitā
upariSayyA	upariśayyā
uparibfhatI	uparibṛhatī
uparikuwI	uparikuṭī
uparizwAdbfhatI	upariṣṭādbṛhatī
uparizwAjjyotizmatI	upariṣṭājjyotiṣmatī
upasTAnaSAlA	upasthānaśālā
upasTAnasAhasrI	upasthānasāhasrī
upasTapadA	upasthapadā
upasUtikA	upasūtikā
upasaMBAzA	upasaṃbhāṣā
upasaMDA	upasaṃdhā
upasaMpadA	upasaṃpadā
upasaMparARI	upasaṃparāṇī
upasaMprayA	upasaṃprayā
upasaMsTA	upasaṃsthā
upasaMyA	upasaṃyā
upasadI	upasadī
upasamADA	upasamādhā
upasarjanI	upasarjanī
upasaryA	upasaryā
upasecanI	upasecanī
upasevA	upasevā
upastrI	upastrī
upatyakA	upatyakā
upavA	upavā
upavI	upavī
upavallikA	upavallikā
upavatI	upavatī
upaveRA	upaveṇā
upavidyA	upavidyā
upavizWA	upaviṣṭhā
upayA	upayā
upayamanI	upayamanī
upayogitA	upayogitā
upendravajrA	upendravajrā
upepsA	upepsā
upodIkA	upodīkā
upoktavatI	upoktavatī
uponnI	uponnī
upopaDA	upopadhā
upopayA	upopayā
upotI	upotī
upotTA	upotthā
uqqI	uḍḍī
uqumbarAvatI	uḍumbarāvatī
uqumbarI	uḍumbarī
uqumbaradalA	uḍumbaradalā
uqumbaraparRI	uḍumbaraparṇī
uqupasahA	uḍupasahā
urA	urā
urI	urī
urUcI	urūcī
uraBrasArikA	urabhrasārikā
uraHsUtrikA	uraḥsūtrikā
uragI	uragī
uranDrA	urandhrā
urarI	urarī
urjihAnA	urjihānā
urmilA	urmilā
urobfhatI	urobṛhatī
uruDA	urudhā
uruYjirA	uruñjirā
urubilvA	urubilvā
urugUlA	urugūlā
urupuzpikA	urupuṣpikā
ururI	ururī
urutA	urutā
uruvilvA	uruvilvā
uruyA	uruyā
uruzA	uruṣā
urvI	urvī
urvaSI	urvaśī
urvaSInAmamAlA	urvaśīnāmamālā
urvarA	urvarā
urvarAsA	urvarāsā
urvarI	urvarī
urviyA	urviyā
urvyA	urvyā
utKAlI	utkhālī
utKalA	utkhalā
utKilI	utkhilī
utTAnEkAdaSI	utthānaikādaśī
utTApanI	utthāpanī
utTitatA	utthitatā
utkAkA	utkākā
utkArikA	utkārikā
utkaRikA	utkaṇikā
utkacCA	utkacchā
utkalikA	utkalikā
utkalikAvallarI	utkalikāvallarī
utkarikA	utkarikā
utkarzaRI	utkarṣaṇī
utkarziRI	utkarṣiṇī
utkatA	utkatā
utkawikA	utkaṭikā
utkfzwatA	utkṛṣṭatā
utkfzwopADitA	utkṛṣṭopādhitā
utkrATinI	utkrāthinī
utkrI	utkrī
utkramajyA	utkramajyā
utkuYcikA	utkuñcikā
utkuYcitA	utkuñcitā
utkziptikA	utkṣiptikā
utpA	utpā
utpAdikA	utpādikā
utpAdyotpAdakatA	utpādyotpādakatā
utpAlI	utpālī
utpAlikA	utpālikā
utpAwikA	utpāṭikā
utpacanipacA	utpacanipacā
utpalAkzI	utpalākṣī
utpalAvatI	utpalāvatī
utpalagopA	utpalagopā
utpalamAlA	utpalamālā
utpalasArivA	utpalasārivā
utpalavarRA	utpalavarṇā
utpatanipatA	utpatanipatā
utprekzA	utprekṣā
utprekzitopamA	utprekṣitopamā
utpupluzA	utpupluṣā
utsAhagAtratA	utsāhagātratā
utsaNgapAdatA	utsaṅgapādatā
utsarpiRI	utsarpiṇī
utsaryA	utsaryā
utsmayitvA	utsmayitvā
utsnA	utsnā
utsukatA	utsukatā
uttAnikA	uttānikā
uttamAraRI	uttamāraṇī
uttamaPalinI	uttamaphalinī
uttamatA	uttamatā
uttarABAsatA	uttarābhāsatā
uttarADikAratA	uttarādhikāratā
uttarASA	uttarāśā
uttarAzAQA	uttarāṣāḍhā
uttarIyatA	uttarīyatā
uttaraBAdrapadA	uttarabhādrapadā
uttaraBadrapadA	uttarabhadrapadā
uttaraPAlgunI	uttaraphālgunī
uttaraPalgunI	uttaraphalgunī
uttaragItA	uttaragītā
uttarajyA	uttarajyā
uttarakoSalA	uttarakośalā
uttarakriyA	uttarakriyā
uttaramImAMsA	uttaramīmāṃsā
uttaramandrA	uttaramandrā
uttaramandrAdyA	uttaramandrādyā
uttarapUjA	uttarapūjā
uttarapakzatA	uttarapakṣatā
uttaraprozWapadA	uttaraproṣṭhapadā
uttaravallI	uttaravallī
uttaretarA	uttaretarā
uttarikA	uttarikā
uttarottarapracCalA	uttarottarapracchalā
uttizWAsA	uttiṣṭhāsā
uttuNgatA	uttuṅgatā
uzAsA	uṣāsā
uzAsAnaktA	uṣāsānaktā
uzRI	uṣṇī
uzRIzArpaRA	uṣṇīṣārpaṇā
uzRIzaSiraskatA	uṣṇīṣaśiraskatā
uzRaPalA	uṣṇaphalā
uzRaganDA	uṣṇagandhā
uzRanadI	uṣṇanadī
uzRatA	uṣṇatā
uzRavetAlI	uṣṇavetālī
uzRiggarBA	uṣṇiggarbhā
uzRihA	uṣṇihā
uzRikA	uṣṇikā
uzasI	uṣasī
uzatI	uṣatī
uzitvA	uṣitvā
uzmatA	uṣmatā
uzwrI	uṣṭrī
uzwraBakzA	uṣṭrabhakṣā
uzwraBakzikA	uṣṭrabhakṣikā
uzwraDUsarapucCI	uṣṭradhūsarapucchī
uzwraDUsarapucCikA	uṣṭradhūsarapucchikā
uzwrakARqI	uṣṭrakāṇḍī
uzwrapAdikA	uṣṭrapādikā
uzwrikA	uṣṭrikā
uzwvA	uṣṭvā
vAMSI	vāṃśī
vANgAlI	vāṅgālī
vANmAlA	vāṅmālā
vANmatI	vāṅmatī
vANmayADikftatA	vāṅmayādhikṛtatā
vANmayI	vāṅmayī
vANmayadevatA	vāṅmayadevatā
vANnizWA	vāṅniṣṭhā
vARArRI	vāṇārṇī
vARArasI	vāṇārasī
vARIcI	vāṇīcī
vARitA	vāṇitā
vASurA	vāśurā
vAYCA	vāñchā
vAYCAkalpalatA	vāñchākalpalatā
vAcAlanA	vācālanā
vAcAlatA	vācālatā
vAcAwatA	vācāṭatā
vAcakUwI	vācakūṭī
vAcakatA	vācakatā
vAcaknavI	vācaknavī
vAcyatA	vācyatā
vAcyavAcakatA	vācyavācakatā
vAdArTadIpikA	vādārthadīpikā
vAdAvalI	vādāvalī
vAdaPakkikA	vādaphakkikā
vAdakaTA	vādakathā
vAdamaYjarI	vādamañjarī
vAdanakzatramAlikA	vādanakṣatramālikā
vAdaratnAvalI	vādaratnāvalī
vAdasuDAwIkAratnAvalI	vādasudhāṭīkāratnāvalī
vAdataraMgiRI	vādataraṃgiṇī
vAdavatI	vādavatī
vAdyavAdakasAmagrI	vādyavādakasāmagrī
vAgA	vāgā
vAgISvarI	vāgīśvarī
vAgdA	vāgdā
vAgdaRqajA	vāgdaṇḍajā
vAgdevI	vāgdevī
vAgdevatA	vāgdevatā
vAgmitA	vāgmitā
vAgujI	vāgujī
vAgvAdinI	vāgvādinī
vAgvidagDatA	vāgvidagdhatā
vAhAvalI	vāhāvalī
vAhalA	vāhalā
vAhanI	vāhanī
vAhanakAraSAlA	vāhanakāraśālā
vAhanatA	vāhanatā
vAhlIkI	vāhlīkī
vAhyAlI	vāhyālī
vAhyakI	vāhyakī
vAjIkriyA	vājīkriyā
