slp1	iast
sarpI	sarpī
sarpaGAtinI	sarpaghātinī
sarpadaMzwrA	sarpadaṃṣṭrā
sarpadaMzwrikA	sarpadaṃṣṭrikā
sarpadaRqA	sarpadaṇḍā
sarpadaRqI	sarpadaṇḍī
sarpadamanI	sarpadamanī
sarpadantI	sarpadantī
sarpaganDA	sarpagandhā
sarpahA	sarpahā
sarpakaNkAlI	sarpakaṅkālī
sarpakaNkAlikA	sarpakaṅkālikā
sarpalatA	sarpalatā
sarpamAlA	sarpamālā
sarpanAmA	sarpanāmā
sarpapuzpI	sarpapuṣpī
sarpasahA	sarpasahā
sarpasatrI	sarpasatrī
sarpiRI	sarpiṇī
sarvvABisanDI	sarvvābhisandhī
sarvvARI	sarvvāṇī
sarvvAnnaBojI	sarvvānnabhojī
sarvvAnukAriRI	sarvvānukāriṇī
sarvvArTAnusADinI	sarvvārthānusādhinī
sarvvArTasADikA	sarvvārthasādhikā
sarvvAstrA	sarvvāstrā
sarvvaBakzA	sarvvabhakṣā
sarvvaDArI	sarvvadhārī
sarvvaMsahA	sarvvaṃsahā
sarvvaTA	sarvvathā
sarvvadA	sarvvadā
sarvvadarSI	sarvvadarśī
sarvvagA	sarvvagā
sarvvajYA	sarvvajñā
sarvvajayA	sarvvajayā
sarvvakarttA	sarvvakarttā
sarvvakeSI	sarvvakeśī
sarvvalA	sarvvalā
sarvvalI	sarvvalī
sarvvaliNgI	sarvvaliṅgī
sarvvamaNgalA	sarvvamaṅgalā
sarvvapA	sarvvapā
sarvvarI	sarvvarī
sarvvasvI	sarvvasvī
sarvvataHSuBA	sarvvataḥśubhā
sarvvatiktA	sarvvatiktā
sarvvatoBadrA	sarvvatobhadrā
sarvvatragAmI	sarvvatragāmī
sarvvavallaBA	sarvvavallabhā
sarvvavarRikA	sarvvavarṇikā
sarvvaveSI	sarvvaveśī
sarzapI	sarṣapī
sasattvA	sasattvā
sasvedA	sasvedā
sasyamArI	sasyamārī
satI	satī
satIlA	satīlā
satkarttA	satkarttā
satkriyA	satkriyā
sattA	sattā
sattrI	sattrī
sattraSAlA	sattraśālā
sattvatA	sattvatā
satyA	satyā
satyApanA	satyāpanā
satyaBAmA	satyabhāmā
satyasanDA	satyasandhā
satyavAdI	satyavādī
satyavatI	satyavatī
satyayugAdyA	satyayugādyā
savahA	savahā
savarRA	savarṇā
savitA	savitā
savitrI	savitrī
savyasAcI	savyasācī
savyezWA	savyeṣṭhā
sawA	saṭā
sawI	saṭī
sawikA	saṭikā
sawvA	saṭvā
sektA	sektā
semantI	semantī
senA	senā
setikA	setikā
setuBedI	setubhedī
sevanI	sevanī
sevatI	sevatī
sevikA	sevikā
sevyA	sevyā
sfNkA	sṛṅkā
sfRI	sṛṇī
sfRIkA	sṛṇīkā
sfRikA	sṛṇikā
sfkkaRI	sṛkkaṇī
sfkvaRI	sṛkvaṇī
sfkviRI	sṛkviṇī
sfpAwI	sṛpāṭī
sfpAwikA	sṛpāṭikā
sftvA	sṛtvā
sftvarI	sṛtvarī
sfzwipradA	sṛṣṭipradā
siDmalA	sidhmalā
siDmapuzpikA	sidhmapuṣpikā
siDrakA	sidhrakā
siMhA	siṃhā
siMhI	siṃhī
siMhIlatA	siṃhīlatā
siMhalasTA	siṃhalasthā
siMhamuKI	siṃhamukhī
siMhanAdikA	siṃhanādikā
siMhaparRI	siṃhaparṇī
siMhapucCI	siṃhapucchī
siMhapucCikA	siṃhapucchikā
siMhapuzpI	siṃhapuṣpī
siMharaTA	siṃharathā
siMhavAhinI	siṃhavāhinī
siMhavinnA	siṃhavinnā
siMhayAnA	siṃhayānā
siMhikA	siṃhikā
siNGinI	siṅghinī
siYcitA	siñcitā
siYjA	siñjā
sidDA	siddhā
sidDAntI	siddhāntī
sidDApagA	siddhāpagā
sidDArTA	siddhārthā
sidDAyikA	siddhāyikā
sidDagaNgA	siddhagaṅgā
sidDakAmeSvarI	siddhakāmeśvarī
sidDavidyA	siddhavidyā
sidDayoginI	siddhayoginī
sidDeSvarI	siddheśvarī
sidDilI	siddhilī
sidDiyoginI	siddhiyoginī
sihlaBUmikA	sihlabhūmikā
sihlakI	sihlakī
sikatA	sikatā
sillakI	sillakī
simbA	simbā
simbI	simbī
simbijA	simbijā
sinDujA	sindhujā
sinDuqA	sindhuḍā
sinDuradvezI	sindhuradveṣī
sinI	sinī
sinIbAlI	sinībālī
sinIvAlI	sinīvālī
sindUrI	sindūrī
sindUrapuzpI	sindūrapuṣpī
sindUratilakA	sindūratilakā
siprA	siprā
sirA	sirā
sitA	sitā
sitABA	sitābhā
sitAjAjI	sitājājī
sitAlatA	sitālatā
sitAlikawaBI	sitālikaṭabhī
sitAvarI	sitāvarī
sitaSAyakA	sitaśāyakā
sitaSiMSapA	sitaśiṃśapā
sitacCadA	sitacchadā
sitacCatrA	sitacchatrā
sitadUrvvA	sitadūrvvā
sitaguYjA	sitaguñjā
sitakaRwA	sitakaṇṭā
sitakaRwArikA	sitakaṇṭārikā
sitakarRI	sitakarṇī
sitapAwalikA	sitapāṭalikā
sitaparRI	sitaparṇī
sitapuNKA	sitapuṅkhā
sitapuzpA	sitapuṣpā
sitapuzpI	sitapuṣpī
sitasiMhI	sitasiṃhī
sitimA	sitimā
sitopalA	sitopalā
sizADayizA	siṣādhayiṣā
skanDA	skandhā
skanDI	skandhī
skanDaSAKA	skandhaśākhā
skanDavandanA	skandhavandanā
skandazazWI	skandaṣaṣṭhī
skowikA	skoṭikā
smaraDvajA	smaradhvajā
smaradaSA	smaradaśā
smarakUpikA	smarakūpikā
smaraleKanI	smaralekhanī
smarapriyA	smarapriyā
smaravITikA	smaravīthikā
snAnayAtrA	snānayātrā
snAvA	snāvā
snAyI	snāyī
snasA	snasā
snehA	snehā
snehI	snehī
snehavatI	snehavatī
snigDA	snigdhā
snigDaPalA	snigdhaphalā
snigDapatrA	snigdhapatrā
snigDatA	snigdhatā
snuhA	snuhā
snuhI	snuhī
snuzA	snuṣā
soQA	soḍhā
sodarA	sodarā
somABA	somābhā
somaDArA	somadhārā
somaSakalA	somaśakalā
somalatA	somalatā
somalatikA	somalatikā
somapItI	somapītī
somarAjI	somarājī
somarAjikA	somarājikā
somasidDAntI	somasiddhāntī
somasutA	somasutā
somavallI	somavallī
somavallarI	somavallarī
somavallikA	somavallikā
somavikrayI	somavikrayī
somayAjI	somayājī
somodBavA	somodbhavā
sparSaSudDA	sparśaśuddhā
sparSalajjA	sparśalajjā
sparitA	sparitā
sparzwA	sparṣṭā
spfSI	spṛśī
spfkkA	spṛkkā
sprazwA	spraṣṭā
srAvaRI	srāvaṇī
sraMsI	sraṃsī
sragvI	sragvī
srajvA	srajvā
sravA	sravā
sravadgarBA	sravadgarbhā
sravantI	sravantī
srazwA	sraṣṭā
srotAvahA	srotāvahā
srotasvatI	srotasvatī
srotasvinI	srotasvinī
sruGnI	srughnī
srutA	srutā
sruvA	sruvā
stabDaromA	stabdharomā
stamBakI	stambhakī
stanaSiKA	stanaśikhā
stananDayI	stanandhayī
stanapA	stanapā
stanapAyikA	stanapāyikā
starI	starī
starimA	starimā
steyI	steyī
stotA	stotā
strI	strī
strIDarmmiRI	strīdharmmiṇī
strIcittahArI	strīcittahārī
strIgavI	strīgavī
strIpaRyopajIvI	strīpaṇyopajīvī
strIpuMsalakzaRA	strīpuṃsalakṣaṇā
strItA	strītā
suBadrA	subhadrā
suBadrARI	subhadrāṇī
suBagA	subhagā
suBikzA	subhikṣā
suDA	sudhā
suDAjIvI	sudhājīvī
suDAsravA	sudhāsravā
suDAvAsA	sudhāvāsā
suDAvarzI	sudhāvarṣī
suDanvA	sudhanvā
suDarmmA	sudharmmā
suDarmmI	sudharmmī
suDodBavA	sudhodbhavā
suKI	sukhī
suKaNkarI	sukhaṅkarī
suKadA	sukhadā
suKadohyA	sukhadohyā
suKamodA	sukhamodā
suKarAtrikA	sukharātrikā
suKasandohyA	sukhasandohyā
suKasanduhyA	sukhasanduhyā
suPalA	suphalā
suSAntA	suśāntā
suSIlA	suśīlā
suSIlatA	suśīlatā
suSItA	suśītā
suSIvikA	suśīvikā
suSarmmA	suśarmmā
suSavI	suśavī
suSiKA	suśikhā
suSrIkA	suśrīkā
sucCatrI	succhatrī
sucaYcukA	sucañcukā
sucaritrA	sucaritrā
sucarmmA	sucarmmā
sucitrA	sucitrā
sucitrabIjA	sucitrabījā
sucuwI	sucuṭī
sudAmA	sudāmā
sudIrGA	sudīrghā
sudIrGaGarmmA	sudīrghagharmmā
sudIrGaPalikA	sudīrghaphalikā
sudaRqikA	sudaṇḍikā
sudagDikA	sudagdhikā
sudalA	sudalā
sudantI	sudantī
sudarBA	sudarbhā
sudarSanA	sudarśanā
sudarSanI	sudarśanī
sugahanA	sugahanā
suganDA	sugandhā
suganDamUlA	sugandhamūlā
suganDapatrA	sugandhapatrā
suganDikusumA	sugandhikusumā
suganDimUzikA	sugandhimūṣikā
suganDinI	sugandhinī
suganDitA	sugandhitā
suganDitriPalA	sugandhitriphalā
sugfhItanAmA	sugṛhītanāmā
sugrIvI	sugrīvī
suhastI	suhastī
suhitA	suhitā
sujAtA	sujātā
sujIvantI	sujīvantī
sujanatA	sujanatā
sukARqI	sukāṇḍī
sukARqikA	sukāṇḍikā
sukAlukA	sukālukā
sukAmA	sukāmā
sukAzWA	sukāṣṭhā
sukaRwakA	sukaṇṭakā
sukandI	sukandī
sukanyA	sukanyā
sukarA	sukarā
sukarRI	sukarṇī
sukarRikA	sukarṇikā
sukarmmA	sukarmmā
sukeSA	sukeśā
sukeSI	sukeśī
sukftI	sukṛtī
sukolI	sukolī
sukumArA	sukumārā
sukumArI	sukumārī
sulaBA	sulabhā
sulakzaRA	sulakṣaṇā
sulocanA	sulocanā
sulohitA	sulohitā
sulomA	sulomā
sulomaSA	sulomaśā
sumUlA	sumūlā
sumaNgalA	sumaṅgalā
sumadAtmajA	sumadātmajā
sumanA	sumanā
sumanaHpatrikA	sumanaḥpatrikā
sumitrA	sumitrā
sumuKA	sumukhā
sumuKI	sumukhī
sunAmadvAdaSI	sunāmadvādaśī
sunAsikA	sunāsikā
sunIlA	sunīlā
sunandA	sunandā
sunayanA	sunayanā
sundarI	sundarī
suniryAsA	suniryāsā
supIvA	supīvā
supaTyA	supathyā
supadmA	supadmā
suparRA	suparṇā
suparRI	suparṇī
suparRikA	suparṇikā
suparvvA	suparvvā
supatrA	supatrā
supatrikA	supatrikā
supiNgalA	supiṅgalā
supraBA	suprabhā
supraBAtA	suprabhātā
suprasarA	suprasarā
supratiBA	supratibhā
supratizWA	supratiṣṭhā
supriyA	supriyā
suputtrikA	suputtrikā
supuzkarA	supuṣkarā
supuzpI	supuṣpī
supuzpikA	supuṣpikā
surANganA	surāṅganā
surAjA	surājā
surAjIvI	surājīvī
surApagA	surāpagā
surArihantA	surārihantā
surAzwrajA	surāṣṭrajā
surUpA	surūpā
suraBI	surabhī
suraBIrasA	surabhīrasā
suraBikA	surabhikā
suraBipatrA	surabhipatrā
suraBisravA	surabhisravā
suraBitriPalA	surabhitriphalā
suraKaRqanikA	surakhaṇḍanikā
suraNgA	suraṅgā
suraNgI	suraṅgī
suraNgikA	suraṅgikā
suraSAKI	suraśākhī
suraSrezWA	suraśreṣṭhā
suradIrGikA	suradīrghikā
suradunduBI	suradundubhī
surajanI	surajanī
surakarIndradarpApahA	surakarīndradarpāpahā
surakftA	surakṛtā
suralA	suralā
suralAsikA	suralāsikā
suralatA	suralatā
suramedA	suramedā
suramfttikA	suramṛttikā
suranadI	suranadī
suranandA	suranandā
suranimnagA	suranimnagā
suraparRI	suraparṇī
suraparRikA	suraparṇikā
surapriyA	surapriyā
surapurI	surapurī
surasA	surasā
surasamBavA	surasambhavā
surasundarI	surasundarī
suratA	suratā
suratatAlI	suratatālī
suravErI	suravairī
suravallI	suravallī
suravallaBA	suravallabhā
sureSvarI	sureśvarī
surejyA	surejyā
surezwA	sureṣṭā
suruNgA	suruṅgā
susImA	susīmā
susTatA	susthatā
susatyA	susatyā
susavI	susavī
susikatA	susikatā
susmitA	susmitā
sutA	sutā
sutArakA	sutārakā
sutAtmajA	sutātmajā
sutElA	sutailā
sutI	sutī
sutaSreRI	sutaśreṇī
sutapAdikA	sutapādikā
sutarkArI	sutarkārī
sutavaskarA	sutavaskarā
sutiktA	sutiktā
sutrAmA	sutrāmā
sutvA	sutvā
suvAsinI	suvāsinī
suvIryyA	suvīryyā
suvaRnakadalI	suvaṇnakadalī
suvacanI	suvacanī
suvahA	suvahā
suvallI	suvallī
suvarRA	suvarṇā
suvarRI	suvarṇī
suvarRanakulI	suvarṇanakulī
suvarRavarRA	suvarṇavarṇā
suvarRayUTI	suvarṇayūthī
suvarccI	suvarccī
suvarccalA	suvarccalā
suvarccikA	suvarccikā
suveSI	suveśī
suvegA	suvegā
suvfttA	suvṛttā
suvidallA	suvidallā
suvinItA	suvinītā
suvratA	suvratā
suzamA	suṣamā
suzavI	suṣavī
suzeRI	suṣeṇī
suzeRikA	suṣeṇikā
suzomA	suṣomā
suzumnA	suṣumnā
svADInaBarttfkA	svādhīnabharttṛkā
svADInapatikA	svādhīnapatikā
svADyAyI	svādhyāyī
svAduDanvA	svādudhanvā
svAduPalA	svāduphalā
svAduganDA	svādugandhā
svAdukA	svādukā
svAdukandA	svādukandā
svAdulatA	svādulatā
svAdumAMsI	svādumāṃsī
svAdumajjA	svādumajjā
svAdupAkA	svādupākā
svAduparRI	svāduparṇī
svAdupiRqA	svādupiṇḍā
svAdurasA	svādurasā
svAdvI	svādvī
svAhA	svāhā
svAmI	svāmī
svAmijaNGI	svāmijaṅghī
svAtI	svātī
svAyamBuvI	svāyambhuvī
svAyamBuvamanupitA	svāyambhuvamanupitā
svErI	svairī
svEratA	svairatā
svEriRI	svairiṇī
svErinDnI	svairindhnī
svEritA	svairitā
svIyA	svīyā
svaDA	svadhā
svacCA	svacchā
svaguptA	svaguptā
svajA	svajā
svalpaPalA	svalpaphalā
svalpakeSI	svalpakeśī
svalpakeSarI	svalpakeśarī
svapiRqA	svapiṇḍā
svapitikarmmA	svapitikarmmā
svapnavicArI	svapnavicārī
svarApagA	svarāpagā
svarRaPalA	svarṇaphalā
svarRadI	svarṇadī
svarRagrIvA	svarṇagrīvā
svarRajIvantI	svarṇajīvantī
svarRakaRikA	svarṇakaṇikā
svarRaketakI	svarṇaketakī
svarRakzIrI	svarṇakṣīrī
svarRamahA	svarṇamahā
svarRanlatA	svarṇanlatā
svarRapadmA	svarṇapadmā
svarRapuzpA	svarṇapuṣpā
svarRapuzpI	svarṇapuṣpī
svarRasePAlikA	svarṇasephālikā
svarRavallI	svarṇavallī
svarRavarRA	svarṇavarṇā
svarRayUTI	svarṇayūthī
svarRulI	svarṇulī
svaraBaNgI	svarabhaṅgī
svaralAsikA	svaralāsikā
svaramaRqalikA	svaramaṇḍalikā
svargApagA	svargāpagā
svargI	svargī
svargaNgA	svargaṅgā
svargagAmI	svargagāmī
svargasaridvarA	svargasaridvarā
svarjjI	svarjjī
svarnadI	svarnadī
svarvvApI	svarvvāpī
svarvveSyA	svarvveśyā
svasA	svasā
svasrIyA	svasrīyā
svavAminI	svavāminī
svayaMBuvA	svayaṃbhuvā
svayaMguptA	svayaṃguptā
svayaMhArikA	svayaṃhārikā
svayaMvarA	svayaṃvarā
svecCA	svecchā
svedanI	svedanī
svedanikA	svedanikā
syamIkA	syamīkā
syandI	syandī
syandanI	syandanī
syandinI	syandinī
tAlAKyA	tālākhyā
tAlI	tālī
tAlaDvajA	tāladhvajā
tAlakI	tālakī
tAlalakzmA	tālalakṣmā
tAlamUlI	tālamūlī
tAlamUlikA	tālamūlikā
tAlanavamI	tālanavamī
tAlaparRI	tālaparṇī
tAlapatrI	tālapatrī
tAlapatrikA	tālapatrikā
tAlikA	tālikā
tAmalakI	tāmalakī
tAmaliptI	tāmaliptī
tAmasI	tāmasī
tAmbUlI	tāmbūlī
tAmbUlavallI	tāmbūlavallī
tAmbUlavallikA	tāmbūlavallikā
tAmrA	tāmrā
tAmrI	tāmrī
tAmraSiKI	tāmraśikhī
tAmradugDA	tāmradugdhā
tAmrakarRI	tāmrakarṇī
tAmramUlA	tāmramūlā
tAmrapAdI	tāmrapādī
tAmrapAkI	tāmrapākī
tAmraparRI	tāmraparṇī
tAmrapuzpI	tāmrapuṣpī
tAmrapuzpikA	tāmrapuṣpikā
tAmravallI	tāmravallī
tAmravarRA	tāmravarṇā
tAmravfntA	tāmravṛntā
tAmrikA	tāmrikā
tApI	tāpī
tApaharI	tāpaharī
tApasadrumasanniBA	tāpasadrumasannibhā
tApasapriyA	tāpasapriyā
tAqI	tāḍī
tAqakA	tāḍakā
tAqanI	tāḍanī
tArA	tārā
tArABUzA	tārābhūṣā
tArAvatI	tārāvatī
tAradI	tāradī
tArakA	tārakā
tArakiRI	tārakiṇī
tAravimalA	tāravimalā
tAriRI	tāriṇī
tArikA	tārikā
tArkzI	tārkṣī
tArkzyI	tārkṣyī
tAvIzI	tāvīṣī
tAvizI	tāviṣī
tEjasAvarttanI	taijasāvarttanī
tElAmbukA	tailāmbukā
tElAwI	tailāṭī
tElI	tailī
tElaBAvinI	tailabhāvinī
tElacOrikA	tailacaurikā
tEladroRI	tailadroṇī
tElamAlI	tailamālī
tElampAtA	tailampātā
tElapA	tailapā
tElapAyikA	tailapāyikā
tElaparRI	tailaparṇī
tElapipIlikA	tailapipīlikā
tEliSAlA	tailiśālā
tElinI	tailinī
tEraRI	tairaṇī
tEttirIyA	taittirīyā
tEzI	taiṣī
tIkzRA	tīkṣṇā
tIkzRaganDA	tīkṣṇagandhā
tIkzRakAntA	tīkṣṇakāntā
tIkzRakaRwakA	tīkṣṇakaṇṭakā
tIkzRakarmmA	tīkṣṇakarmmā
tIkzRapuzpA	tīkṣṇapuṣpā
tIkzRasArA	tīkṣṇasārā
tIkzRataRqulA	tīkṣṇataṇḍulā
tIrRapadI	tīrṇapadī
tIrTarAjI	tīrtharājī
tIrTasevI	tīrthasevī
tIrTayAtrA	tīrthayātrā
tIvarI	tīvarī
tIvrA	tīvrā
tIvraganDA	tīvragandhā
tIvrajvAlA	tīvrajvālā
tIvravedanA	tīvravedanā
tURI	tūṇī
tUlI	tūlī
tUlaSarkarA	tūlaśarkarā
tUlanAlI	tūlanālī
tUlanAlikA	tūlanālikā
tUliPalA	tūliphalā
tUlikA	tūlikā
tUlinI	tūlinī
tUrI	tūrī
tUvarI	tūvarī
tUvarikA	tūvarikā
taRqulA	taṇḍulā
taRqulI	taṇḍulī
taRqulIyikA	taṇḍulīyikā
taRqulaparIkzA	taṇḍulaparīkṣā
taTA	tathā
tadA	tadā
tajvI	tajvī
takilA	takilā
takrakUrccikA	takrakūrccikā
takzaRI	takṣaṇī
takzaSilA	takṣaśilā
talAcI	talācī
talikA	talikā
tallI	tallī
talodA	talodā
talodarI	talodarī
talunI	talunī
tamAlI	tamālī
tamAlikA	tamālikā
tamAlinI	tamālinī
tamI	tamī
tamasA	tamasā
tamasvinI	tamasvinī
tamisrA	tamisrā
tamoliptI	tamoliptī
tampA	tampā
tanayA	tanayā
tandrA	tandrā
tandrI	tandrī
tandrikA	tandrikā
tantratA	tantratā
tantrikA	tantrikā
tantuSAlA	tantuśālā
tantukI	tantukī
tantuvigrahA	tantuvigrahā
tanuBastrA	tanubhastrā
tanujA	tanujā
tanusaYcAriRI	tanusañcāriṇī
tanutvacA	tanutvacā
tanvI	tanvī
tapaHsTalI	tapaḥsthalī
tapanAtmajA	tapanātmajā
tapanI	tapanī
tapanatanayA	tapanatanayā
tapasvI	tapasvī
tapasvinI	tapasvinī
tapasyA	tapasyā
tapatI	tapatī
tapoDanA	tapodhanā
taptamudrA	taptamudrā
taqAkA	taḍākā
tarIzI	tarīṣī
taraNgiRI	taraṅgiṇī
taraRI	taraṇī
taraRqI	taraṇḍī
taraRqapAdA	taraṇḍapādā
taradI	taradī
taralA	taralā
taralalocanA	taralalocanā
tarantI	tarantī
tarasvI	tarasvī
tariRI	tariṇī
tarikA	tarikā
taritA	taritā
tarjjanI	tarjjanī
tarkArI	tarkārī
tarkI	tarkī
tarkavidyA	tarkavidyā
tarkupIWI	tarkupīṭhī
tarkuwI	tarkuṭī
tarpaRI	tarpaṇī
tarpiRI	tarpiṇī
taruRI	taruṇī
taruSAyI	taruśāyī
tarurohiRI	tarurohiṇī
taruruhA	taruruhā
tarusTA	tarusthā
tarutUlikA	tarutūlikā
taruvallI	taruvallī
taskarI	taskarī
tatapatrI	tatapatrī
tavakzIrI	tavakṣīrī
tavizI	taviṣī
tawI	taṭī
tawinI	taṭinī
tazwA	taṣṭā
tejanI	tejanī
tejasvI	tejasvī
tejasvinI	tejasvinī
tejovatI	tejovatī
temanI	temanī
tfPalA	tṛphalā
tfRaSItA	tṛṇaśītā
tfRagoDA	tṛṇagodhā
tfRagrAhI	tṛṇagrāhī
tfRajamBA	tṛṇajambhā
tfRakuwI	tṛṇakuṭī
tfRapUlI	tṛṇapūlī
tfRapatrI	tṛṇapatrī
tfRapatrikA	tṛṇapatrikā
tfRapuzpI	tṛṇapuṣpī
tfRasArA	tṛṇasārā
tfRatA	tṛṇatā
tfRavalvajA	tṛṇavalvajā
tfRyA	tṛṇyā
tfpalA	tṛpalā
tftIyA	tṛtīyā
tfzAhA	tṛṣāhā
tfzRA	tṛṣṇā
tfzitottarA	tṛṣitottarā
tiRwI	tiṇṭī
tiTI	tithī
tihA	tihā
tiktA	tiktā
tiktAKyA	tiktākhyā
tiktANgA	tiktāṅgā
tiktaPalA	tiktaphalā
tiktadugDA	tiktadugdhā
tiktaganDikA	tiktagandhikā
tiktaguYjA	tiktaguñjā
tiktakA	tiktakā
tiktakandikA	tiktakandikā
tiktaparvvA	tiktaparvvā
tiktapuzpA	tiktapuṣpā
tiktarohiRI	tiktarohiṇī
tiktarohiRikA	tiktarohiṇikā
tiktataRqulA	tiktataṇḍulā
tiktatuRqI	tiktatuṇḍī
tiktatumbI	tiktatumbī
tiktavIjA	tiktavījā
tiktavallI	tiktavallī
tiktikA	tiktikā
tilApatyA	tilāpatyā
tilakA	tilakā
tilakI	tilakī
tilaparRI	tilaparṇī
tilaparRikA	tilaparṇikā
tilottamA	tilottamā
tindukI	tindukī
tindukinI	tindukinī
tintilI	tintilī
tintilIkA	tintilīkā
tintilikA	tintilikā
tintiqI	tintiḍī
tintiqikA	tintiḍikā
tiraScI	tiraścī
tiraskAriRI	tiraskāriṇī
tiraskariRI	tiraskariṇī
tiraskriyA	tiraskriyā
tiryyaYcI	tiryyañcī
titikzA	titikṣā
tizyA	tiṣyā
tizyaPalA	tiṣyaphalā
tizyapuzpA	tiṣyapuṣpā
tomarikA	tomarikā
toyADivAsinI	toyādhivāsinī
toyaPalA	toyaphalā
toyaSuktikA	toyaśuktikā
toyapippalI	toyapippalī
toyapuzpI	toyapuṣpī
toyavallI	toyavallī
trA	trā
trARA	trāṇā
trAsadAyI	trāsadāyī
trAyamARA	trāyamāṇā
trAyantI	trāyantī
trElokyavijayA	trailokyavijayā
trapAraRqA	trapāraṇḍā
trapukarkawI	trapukarkaṭī
trapusI	trapusī
trapuwI	trapuṭī
trapuzI	trapuṣī
trayI	trayī
trayodaSI	trayodaśī
treDA	tredhā
tretA	tretā
tretAyugAdyA	tretāyugādyā
triBaRqI	tribhaṇḍī
triDA	tridhā
triDAmA	tridhāmā
triDArasnuhI	tridhārasnuhī
triKawwI	trikhaṭṭī
triPalA	triphalā
triPalI	triphalī
triRatA	triṇatā
triSUlI	triśūlī
triSaNkuyAjI	triśaṅkuyājī
triSalA	triśalā
triSarkarA	triśarkarā
triSfNgI	triśṛṅgī
triSiKidalA	triśikhidalā
tridaRqI	tridaṇḍī
tridaSadIrGikA	tridaśadīrghikā
tridaSamaYjarI	tridaśamañjarī
tridaSeSvarI	tridaśeśvarī
tridalA	tridalā
tridalikA	tridalikā
tridivA	tridivā
tridivodBavA	tridivodbhavā
trigarttA	trigarttā
triguRA	triguṇā
trihAyaRI	trihāyaṇī
trijawA	trijaṭā
trikA	trikā
trikAladarSI	trikāladarśī
trilOhI	trilauhī
trilocanA	trilocanā
trilocanAzwamI	trilocanāṣṭamī
trilocanI	trilocanī
trilokI	trilokī
trimArgI	trimārgī
trimuKA	trimukhā
trinayanA	trinayanā
trinetrA	trinetrā
tripAdikA	tripādikā
tripaTagA	tripathagā
tripadA	tripadā
tripadI	tripadī
tripadikA	tripadikā
triparRI	triparṇī
triparRikA	triparṇikā
tripurA	tripurā
tripurI	tripurī
tripuraBEravI	tripurabhairavī
tripuramallikA	tripuramallikā
tripuwA	tripuṭā
tripuwI	tripuṭī
tripuzA	tripuṣā
trisanDyavyApinI	trisandhyavyāpinī
trisavanasnAyI	trisavanasnāyī
trisitA	trisitā
trivarzikA	trivarṣikā
triveRI	triveṇī
trivelA	trivelā
trivftA	trivṛtā
trivftparRI	trivṛtparṇī
triyAmA	triyāmā
trowI	troṭī
trowakI	troṭakī
truwI	truṭī
tryaDvagA	tryadhvagā
tryambakA	tryambakā
tuNgA	tuṅgā
tuNgI	tuṅgī
tuNgaBadrA	tuṅgabhadrā
tuNginI	tuṅginī
tuRqakerI	tuṇḍakerī
tuRqakerikA	tuṇḍakerikā
tuRqikA	tuṇḍikā
tuRqikeSI	tuṇḍikeśī
tuRqikerI	tuṇḍikerī
tucCA	tucchā
tugA	tugā
tugAkzIrI	tugākṣīrī
tukAkzIrI	tukākṣīrī
tulAkowI	tulākoṭī
tulI	tulī
tulasAriRI	tulasāriṇī
tulasI	tulasī
tulasIdvezA	tulasīdveṣā
tuliPalA	tuliphalā
tulikA	tulikā
tulinI	tulinī
tumbA	tumbā
tumbI	tumbī
tumbikA	tumbikā
tumbinI	tumbinī
tumburI	tumburī
tundI	tundī
tundakUpI	tundakūpī
tundakUpikA	tundakūpikā
tundikA	tundikā
tundilaPalA	tundilaphalā
turI	turī
turaNgI	turaṅgī
turaNgadvezaRI	turaṅgadveṣaṇī
turaNgikA	turaṅgikā
turagI	turagī
turagaganDA	turagagandhā
tuvarI	tuvarī
tuvarikA	tuvarikā
tvAzwI	tvāṣṭī
tvAzwrI	tvāṣṭrī
tvacA	tvacā
tvacisuganDA	tvacisugandhā
tvagAkzIrI	tvagākṣīrī
tvagdozApahA	tvagdoṣāpahā
tvakkzIrA	tvakkṣīrā
tvakkzIrI	tvakkṣīrī
tvakpatrI	tvakpatrī
tvakpuzpI	tvakpuṣpī
tvakpuzpikA	tvakpuṣpikā
tvaksArA	tvaksārā
tvaksAraBedinI	tvaksārabhedinī
tvaksuganDA	tvaksugandhā
tvazwA	tvaṣṭā
tyAgI	tyāgī
uSI	uśī
uSIrI	uśīrī
uSatI	uśatī
uccalalAwA	uccalalāṭā
uccawA	uccaṭā
udDArA	uddhārā
udIcI	udīcī
udaDimeKalA	udadhimekhalā
udakaparIkzA	udakaparīkṣā
udakyA	udakyā
udantikA	udantikā
udanyA	udanyā
udarI	udarī
udariRI	udariṇī
uddehikA	uddehikā
udgAtA	udgātā
udrekA	udrekā
udumbaradalA	udumbaradalā
udumbaraparRI	udumbaraparṇī
udvAhanI	udvāhanī
udvAhinI	udvāhinī
udvahA	udvahā
udyogI	udyogī
ugrA	ugrā
ugraDanvA	ugradhanvā
ugraSeKarA	ugraśekharā
ugracaRqA	ugracaṇḍā
ugraganDA	ugragandhā
ugratArA	ugratārā
ujjayanI	ujjayanī
ujjayinI	ujjayinī
ukTA	ukthā
ulUkI	ulūkī
ulUpI	ulūpī
ulkA	ulkā
ulkAmuKI	ulkāmukhī
ulupI	ulupī
umA	umā
umAcaturTI	umācaturthī
umbI	umbī
undUrukarRI	undūrukarṇī
upADyAyA	upādhyāyā
upADyAyAnI	upādhyāyānī
upADyAyI	upādhyāyī
