slp1	iast
hfdyaganDA	hṛdyagandhā
hflleKA	hṛllekhā
hfzI	hṛṣī
hfzwaromA	hṛṣṭaromā
hiMsA	hiṃsā
hiMsrA	hiṃsrā
hiNguSirAwikA	hiṅguśirāṭikā
hiNgulA	hiṅgulā
hiNgulI	hiṅgulī
hiNgulikA	hiṅgulikā
hiNgunAqikA	hiṅgunāḍikā
hiNguparRI	hiṅguparṇī
hiNgupatrI	hiṅgupatrī
hiRqI	hiṇḍī
hilamocI	hilamocī
hilamocikA	hilamocikā
hilvalA	hilvalā
himA	himā
himASrayA	himāśrayā
himAdrijA	himādrijā
himAdritanayA	himādritanayā
himAlayA	himālayā
himAlayasutA	himālayasutā
himAnI	himānī
himAvatI	himāvatī
himaSElajA	himaśailajā
himaSarkarA	himaśarkarā
himadugDA	himadugdhā
himajA	himajā
himavAlukA	himavālukā
himavatsutA	himavatsutā
himikA	himikā
himodBavA	himodbhavā
himotpannA	himotpannā
himottarA	himottarā
hindolA	hindolā
hiqimbA	hiḍimbā
hiraRyadA	hiraṇyadā
hiraRyakaSipuhA	hiraṇyakaśipuhā
hiraRyavarRA	hiraṇyavarṇā
hitAbalI	hitābalī
hitEzI	hitaiṣī
hitakArI	hitakārī
hitavAdI	hitavādī
hlAdinI	hlādinī
hlIkA	hlīkā
hlezA	hleṣā
holAkA	holākā
homI	homī
horA	horā
hotA	hotā
hotrA	hotrā
hotrI	hotrī
hrAdI	hrādī
hrAdinI	hrādinī
hrI	hrī
hrIkA	hrīkā
hraRiyA	hraṇiyā
hradinI	hradinī
hrasimA	hrasimā
hrasvA	hrasvā
hrasvaPalA	hrasvaphalā
hrasvadA	hrasvadā
hrasvagaveDukA	hrasvagavedhukā
hrasvapatrikA	hrasvapatrikā
hriRAyA	hriṇāyā
hulahulI	hulahulī
hutaBukpriyA	hutabhukpriyā
iBadantA	ibhadantā
iBakaRA	ibhakaṇā
iBanimIlikA	ibhanimīlikā
iBazA	ibhaṣā
iBozaRA	ibhoṣaṇā
iByA	ibhyā
iNgudI	iṅgudī
iSIkA	iśīkā
icCA	icchā
icCAvatI	icchāvatī
idaMkAryyA	idaṃkāryyā
ijyA	ijyā
ikzubAlikA	ikṣubālikā
ikzudarBA	ikṣudarbhā
ikzuganDA	ikṣugandhā
ikzuganDikA	ikṣugandhikā
ikzutulyA	ikṣutulyā
ikzuvAwI	ikṣuvāṭī
ikzuvAwikA	ikṣuvāṭikā
ikzuvallI	ikṣuvallī
ikzuvallarI	ikṣuvallarī
ikzvAlikA	ikṣvālikā
ilI	ilī
ilavilA	ilavilā
ilikA	ilikā
inAnI	inānī
indIvarI	indīvarī
indIvariRI	indīvariṇī
indirA	indirā
indrA	indrā
indrARI	indrāṇī
indrARikA	indrāṇikā
indracirBiwI	indracirbhiṭī
indrajidvijayI	indrajidvijayī
indrapuzpA	indrapuṣpā
indrapuzpikA	indrapuṣpikā
indravAruRI	indravāruṇī
indravAruRikA	indravāruṇikā
indravfdDA	indravṛddhā
indujA	indujā
indukAntA	indukāntā
indukalikA	indukalikā
induleKA	indulekhā
indumatI	indumatī
indupuzpikA	indupuṣpikā
induvallI	induvallī
iqA	iḍā
iqAcikA	iḍācikā
iqikA	iḍikā
irA	irā
irAvatI	irāvatī
irivellikA	irivellikā
irvvAruSuktikA	irvvāruśuktikā
itikaTA	itikathā
itkilA	itkilā
itvarI	itvarī
iyattA	iyattā
izIkA	iṣīkā
izikA	iṣikā
izupuNKA	iṣupuṅkhā
izwA	iṣṭā
izwakA	iṣṭakā
izwikA	iṣṭikā
jAGanI	jāghanī
jANgalI	jāṅgalī
jANgulI	jāṅgulī
jAgarI	jāgarī
jAgaritA	jāgaritā
jAgaryyA	jāgaryyā
jAgriyA	jāgriyā
jAhnavI	jāhnavī
jAlI	jālī
jAlagoRikA	jālagoṇikā
jAlakinI	jālakinī
jAlaprAyA	jālaprāyā
jAlikA	jālikā
jAlinI	jālinī
jAmAtA	jāmātā
jAmI	jāmī
jAmbavI	jāmbavī
jAmbavatI	jāmbavatī
jAnakI	jānakī
jArI	jārī
jAraRI	jāraṇī
jAtApatyA	jātāpatyā
jAtI	jātī
jAtIpatrI	jātīpatrī
jAtikozI	jātikoṣī
jAyA	jāyā
jAyAnujIvI	jāyānujīvī
jAyApatI	jāyāpatī
jAyI	jāyī
jEtrI	jaitrī
jImUtavAhI	jīmūtavāhī
jIrRA	jīrṇā
jIrRapatrikA	jīrṇapatrikā
jIrikA	jīrikā
jIvAlA	jīvālā
jIvAtmA	jīvātmā
jIvI	jīvī
jIvaBadrA	jīvabhadrā
jIvaSrezWA	jīvaśreṣṭhā
jIvaSuklA	jīvaśuklā
jIvadAtrI	jīvadātrī
jIvalA	jīvalā
jIvanA	jīvanā
jIvanI	jīvanī
jIvanIyA	jīvanīyā
jIvanetrI	jīvanetrī
jIvanikA	jīvanikā
jIvantI	jīvantī
jIvantikA	jīvantikā
jIvapriyA	jīvapriyā
jIvapuzpA	jīvapuṣpā
jIvattokA	jīvattokā
jIvavallI	jīvavallī
jIvikA	jīvikā
jIvitajYA	jīvitajñā
jIvyA	jīvyā
jUtikA	jūtikā
jYA	jñā
jYAnI	jñānī
jYAnalakzaRA	jñānalakṣaṇā
jYAnavApI	jñānavāpī
jYAtA	jñātā
jaGanePalA	jaghanephalā
jaNGA	jaṅghā
jaNgamakuwI	jaṅgamakuṭī
jagadDAtrI	jagaddhātrī
jagadambA	jagadambā
jagadambikA	jagadambikā
jagadgOrI	jagadgaurī
jagadvahA	jagadvahā
jagatI	jagatī
jagatkarttA	jagatkarttā
jagatsAkzI	jagatsākṣī
jahA	jahā
jahnusaptamI	jahnusaptamī
jahnusutA	jahnusutā
jahnutanayA	jahnutanayā
jakzmA	jakṣmā
jalASayA	jalāśayā
jalASrayA	jalāśrayā
jalAkA	jalākā
jalAkzI	jalākṣī
jalAlokA	jalālokā
jalAlukA	jalālukā
jalAmbikA	jalāmbikā
jalArdrA	jalārdrā
jalAtmikA	jalātmikā
jalAwanI	jalāṭanī
jalAyukA	jalāyukā
jalAzWIlA	jalāṣṭhīlā
jalOkA	jalaukā
jalUkA	jalūkā
jalaDigA	jaladhigā
jalaDijA	jaladhijā
jalaSAyI	jalaśāyī
jalabAlikA	jalabālikā
jalabindujA	jalabindujā
jalabrahmI	jalabrahmī
jalacArI	jalacārī
jalajambUkA	jalajambūkā
jalajantukA	jalajantukā
jalakANkzI	jalakāṅkṣī
jalakUpI	jalakūpī
jalakrIqA	jalakrīḍā
jalakukkuwI	jalakukkuṭī
jalalatA	jalalatā
jalamUrttikA	jalamūrttikā
jalamakzikA	jalamakṣikā
jalanIlI	jalanīlī
jalapfzWajA	jalapṛṣṭhajā
jalapippalI	jalapippalī
jalasTA	jalasthā
jalasarpiRI	jalasarpiṇī
jalatApI	jalatāpī
jalatiktikA	jalatiktikā
jalatrA	jalatrā
jalavallI	jalavallī
jalecCayA	jalecchayā
jaleruhA	jaleruhā
jalikA	jalikā
jalodBUtA	jalodbhūtā
jalodBavA	jalodbhavā
jalokA	jalokā
jaloragI	jaloragī
jalukA	jalukā
jamBA	jambhā
jamBI	jambhī
jamBaBedI	jambhabhedī
jamBakA	jambhakā
jamBalA	jambhalā
jambAlinI	jambālinī
jambUkA	jambūkā
jambUlamAlikA	jambūlamālikā
jampatI	jampatī
janI	janī
janakArI	janakārī
janakAtmajA	janakātmajā
janakanandinI	janakanandinī
janakasutA	janakasutā
janakatanayA	janakatanayā
jananI	jananī
janatA	janatā
janayitrI	janayitrī
janezwA	janeṣṭā
janikA	janikā
janimA	janimā
janinIlikA	janinīlikā
janitA	janitā
janitrI	janitrī
janitvA	janitvā
janmAzwamI	janmāṣṭamī
janmI	janmī
jantuGnI	jantughnī
jantuhantrI	jantuhantrī
jantukA	jantukā
jantulA	jantulā
jantumArI	jantumārī
janyA	janyā
jaqA	jaḍā
jaqatA	jaḍatā
jaqimA	jaḍimā
jarA	jarā
jarI	jarī
jaraRA	jaraṇā
jaraqI	jaraḍī
jaratI	jaratī
jaratkArupriyA	jaratkārupriyā
jatUkA	jatūkā
jatukA	jatukā
jatukArI	jatukārī
jatukfzRA	jatukṛṣṇā
jatunI	jatunī
javA	javā
javI	javī
javanI	javanī
javanikA	javanikā
jawAlA	jaṭālā
jawAmAMsI	jaṭāmāṃsī
jawAvallI	jaṭāvallī
jawAvatI	jaṭāvatī
jawI	jaṭī
jawilA	jaṭilā
jayA	jayā
jayASrayA	jayāśrayā
jayAhvA	jayāhvā
jayAvahA	jayāvahā
jayI	jayī
jayaQakkA	jayaḍhakkā
jayanI	jayanī
jayantI	jayantī
jayantikA	jayantikā
jayavAhinI	jayavāhinī
jetA	jetā
jfmBA	jṛmbhā
jfmBiRI	jṛmbhiṇī
jfmBikA	jṛmbhikā
jiGAMsA	jighāṃsā
jiGatsA	jighatsā
jiNgI	jiṅgī
jiNginI	jiṅginī
jigIzA	jigīṣā
jigamizA	jigamiṣā
jihvA	jihvā
jijYAsA	jijñāsā
jitAzwamI	jitāṣṭamī
jitakASI	jitakāśī
jitvarI	jitvarī
jityA	jityā
jontAlA	jontālā
jozA	joṣā
jozikA	joṣikā
jozitA	joṣitā
jrI	jrī
juNgA	juṅgā
jugupsA	jugupsā
juwikA	juṭikā
jvAlA	jvālā
jvAlAmuKI	jvālāmukhī
jvalakA	jvalakā
jvalanASmA	jvalanāśmā
jvalinI	jvalinī
jvarANgI	jvarāṅgī
jvarApahA	jvarāpahā
jvarI	jvarī
jvarahantrI	jvarahantrī
jyA	jyā
jyEzWI	jyaiṣṭhī
jyEzWasAmA	jyaiṣṭhasāmā
jyOtsnI	jyautsnī
jyOtsnikA	jyautsnikā
jyezWA	jyeṣṭhā
jyezWASramI	jyeṣṭhāśramī
jyezWI	jyeṣṭhī
jyezWavalA	jyeṣṭhavalā
jyotirhastA	jyotirhastā
jyotizI	jyotiṣī
jyotizkA	jyotiṣkā
jyotizmatI	jyotiṣmatī
jyotsnA	jyotsnā
jyotsnI	jyotsnī
kANgA	kāṅgā
kARqIrI	kāṇḍīrī
kARqaRI	kāṇḍaṇī
kARqapuNKA	kāṇḍapuṅkhā
kARqaruhA	kāṇḍaruhā
kARqavAriRI	kāṇḍavāriṇī
kARqerI	kāṇḍerī
kARqeruhA	kāṇḍeruhā
kARqikA	kāṇḍikā
kASI	kāśī
kASikA	kāśikā
kASmIrA	kāśmīrā
kASmIrI	kāśmīrī
kASmarI	kāśmarī
kASvarI	kāśvarī
kASyapI	kāśyapī
kAYcI	kāñcī
kAYcanI	kāñcanī
kAYcanIyA	kāñcanīyā
kAYcanakAriRI	kāñcanakāriṇī
kAYcanakadalI	kāñcanakadalī
kAYcanakzIrI	kāñcanakṣīrī
kAYcanapuzpI	kāñcanapuṣpī
kAYjI	kāñjī
kAYjikA	kāñjikā
kAcanakI	kācanakī
kAcasTAlI	kācasthālī
kAdambA	kādambā
kAdambarI	kādambarī
kAdambinI	kādambinī
kAhI	kāhī
kAhakA	kāhakā
kAhalA	kāhalā
kAhalI	kāhalī
kAkA	kākā
kAkANgA	kākāṅgā
kAkANgI	kākāṅgī
kAkARqA	kākāṇḍā
kAkARqI	kākāṇḍī
kAkARqolA	kākāṇḍolā
kAkAYcI	kākāñcī
kAkAdanI	kākādanī
kAkaBARqI	kākabhāṇḍī
kAkaGnI	kākaghnī
kAkaRantikA	kākaṇantikā
kAkaciYcA	kākaciñcā
kAkaciYcI	kākaciñcī
kAkajaNGA	kākajaṅghā
kAkakalA	kākakalā
kAkalI	kākalī
kAkalIdrAkzA	kākalīdrākṣā
kAkamAcI	kākamācī
kAkamAcikA	kākamācikā
kAkamAtA	kākamātā
kAkamudgA	kākamudgā
kAkanAmA	kākanāmā
kAkanAsA	kākanāsā
kAkanAsikA	kākanāsikā
kAkaparRI	kākaparṇī
kAkaruhA	kākaruhā
kAkatiktA	kākatiktā
kAkatuRqI	kākatuṇḍī
kAkatuRqikA	kākatuṇḍikā
kAkavallarI	kākavallarī
kAkiRI	kākiṇī
kAkinI	kākinī
kAkocI	kākocī
kAkodumbarikA	kākodumbarikā
kAkolI	kākolī
kAkolUkikA	kākolūkikā
kAkoqumbarikA	kākoḍumbarikā
kAkzI	kākṣī
kAlAYjanI	kālāñjanī
kAlAnuSArivA	kālānuśārivā
kAlAnunAdI	kālānunādī
kAlI	kālī
kAlIcI	kālīcī
kAlaBARqikA	kālabhāṇḍikā
kAlaYjarI	kālañjarī
kAlakA	kālakā
kAlakarRI	kālakarṇī
kAlakarRikA	kālakarṇikā
kAlameSI	kālameśī
kAlameSikA	kālameśikā
kAlamezI	kālameṣī
kAlamezikA	kālameṣikā
kAlanemI	kālanemī
kAlanemihA	kālanemihā
kAlapezI	kālapeṣī
kAlavelA	kālavelā
kAlavfntI	kālavṛntī
kAliNgI	kāliṅgī
kAliNgikA	kāliṅgikā
kAlikA	kālikā
kAlinI	kālinī
kAlindI	kālindī
kAlyA	kālyā
kAmAKyA	kāmākhyā
kAmAnDA	kāmāndhā
kAmAvasAyitA	kāmāvasāyitā
kAmI	kāmī
kAmaDvaMsI	kāmadhvaṃsī
kAmaKaqgadalA	kāmakhaḍgadalā
kAmaNgAmI	kāmaṅgāmī
kAmacArI	kāmacārī
kAmadA	kāmadā
kAmadUtI	kāmadūtī
kAmadUtikA	kāmadūtikā
kAmaduGA	kāmadughā
kAmagAmI	kāmagāmī
kAmakalA	kāmakalā
kAmalA	kāmalā
kAmalatA	kāmalatā
kAmanA	kāmanā
kAmanDamI	kāmandhamī
kAmapatnI	kāmapatnī
kAmarUpI	kāmarūpī
kAmarUpiRI	kāmarūpiṇī
kAmareKA	kāmarekhā
kAmavallaBA	kāmavallabhā
kAmavatI	kāmavatī
kAmavfntA	kāmavṛntā
kAmayitA	kāmayitā
kAmbojI	kāmbojī
kAmbukA	kāmbukā
kAmeSvarI	kāmeśvarī
kAminI	kāminī
kAmodA	kāmodā
kAmpillakA	kāmpillakā
kAmukA	kāmukā
kAmukI	kāmukī
kAmukakAntA	kāmukakāntā
kAntA	kāntā
kAntArI	kāntārī
kAntapakzI	kāntapakṣī
kAntidA	kāntidā
kAnyajA	kānyajā
kApAlI	kāpālī
kArA	kārā
kArAyikA	kārāyikā
kArI	kārī
kArSmarI	kārśmarī
kAraRA	kāraṇā
kAramBA	kārambhā
kAramihikA	kāramihikā
kAranDamI	kārandhamī
kAraskarAwikA	kāraskarāṭikā
kAravI	kāravī
kAravallI	kāravallī
kAravellI	kāravellī
kArikA	kārikā
kAritA	kāritā
kArpAsI	kārpāsī
kArpAsanAsikA	kārpāsanāsikā
kArpAsikA	kārpāsikā
kAruRqI	kāruṇḍī
kAryyA	kāryyā
kAryyI	kāryyī
kArzRI	kārṣṇī
kAsaGnI	kāsaghnī
kAsanASinI	kāsanāśinī
kAsandIvawikA	kāsandīvaṭikā
kAtyAyanI	kātyāyanī
kAvArI	kāvārī
kAverI	kāverī
kAvyA	kāvyā
kAyasTA	kāyasthā
kAzWA	kāṣṭhā
kAzWAmbuvAhinI	kāṣṭhāmbuvāhinī
kAzWIlA	kāṣṭhīlā
kAzWaSArivA	kāṣṭhaśārivā
kAzWakadalI	kāṣṭhakadalī
kAzWalohI	kāṣṭhalohī
kAzWamaWI	kāṣṭhamaṭhī
kAzWapAwalA	kāṣṭhapāṭalā
kAzWavallikA	kāṣṭhavallikā
kESikI	kaiśikī
kEkayI	kaikayī
kEkeyI	kaikeyī
kErAlI	kairālī
kEravI	kairavī
kEraviRI	kairaviṇī
kEvarttI	kaivarttī
kEvarttikA	kaivarttikā
kEwaBA	kaiṭabhā
kEwaBI	kaiṭabhī
kEwaBahA	kaiṭabhahā
kEwaBeSvarI	kaiṭabheśvarī
kISaparRI	kīśaparṇī
kIrttanA	kīrttanā
kIwajA	kīṭajā
kIwamArI	kīṭamārī
kIwamAtA	kīṭamātā
kIwapAdikA	kīṭapādikā
kOSAmbI	kauśāmbī
kOSItakI	kauśītakī
kOSalI	kauśalī
kOSalikA	kauśalikā
kOSalyA	kauśalyā
kOSikA	kauśikā
kOSikI	kauśikī
kOYjAyanI	kauñjāyanī
kOlIrA	kaulīrā
kOmArI	kaumārī
kOmodI	kaumodī
kOmodakI	kaumodakī
kOmudI	kaumudī
kOmudikA	kaumudikā
kOntI	kauntī
kOpodakI	kaupodakī
kOverI	kauverī
kOwasAkzI	kauṭasākṣī
kOzikI	kauṣikī
kURikA	kūṇikā
kUcikA	kūcikā
kUhA	kūhā
kUhanA	kūhanā
kUlaNkazA	kūlaṅkaṣā
kUlavatI	kūlavatī
kUpI	kūpī
kUpikA	kūpikā
kUrccikA	kūrccikā
kUrddanI	kūrddanī
kUvarI	kūvarī
kUwArTaBAzitA	kūṭārthabhāṣitā
kUwasAkzI	kūṭasākṣī
kUzmARqI	kūṣmāṇḍī
kaKyA	kakhyā
kaMsA	kaṃsā
kaMsahA	kaṃsahā
kaMsavatI	kaṃsavatī
kaMsodBavA	kaṃsodbhavā
kaNgukA	kaṅgukā
kaNgunI	kaṅgunī
kaNgunIpatrA	kaṅgunīpatrā
kaNkA	kaṅkā
kaNkAlamAlI	kaṅkālamālī
kaNkaRI	kaṅkaṇī
kaNkaRIkA	kaṅkaṇīkā
kaNkamAlA	kaṅkamālā
kaNkatI	kaṅkatī
kaNkatikA	kaṅkatikā
kaPI	kaphī
kaPaGnI	kaphaghnī
kaPakUrccikA	kaphakūrccikā
kaRI	kaṇī
kaRWAlA	kaṇṭhālā
kaRWI	kaṇṭhī
kaRWIravI	kaṇṭhīravī
kaRWaBUzA	kaṇṭhabhūṣā
kaRWakURikA	kaṇṭhakūṇikā
kaRWatalAsikA	kaṇṭhatalāsikā
kaRWikA	kaṇṭhikā
kaRerA	kaṇerā
kaRikA	kaṇikā
kaRqUkarI	kaṇḍūkarī
kaRqUrA	kaṇḍūrā
kaRqUyA	kaṇḍūyā
kaRqanI	kaṇḍanī
kaRqarA	kaṇḍarā
kaRqolI	kaṇḍolī
kaRqolavIRA	kaṇḍolavīṇā
kaRqurA	kaṇḍurā
kaRwArttagalA	kaṇṭārttagalā
kaRwI	kaṇṭī
kaRwaPalA	kaṇṭaphalā
kaRwadalA	kaṇṭadalā
kaRwakArI	kaṇṭakārī
kaRwakArikA	kaṇṭakārikā
kaRwakI	kaṇṭakī
kaRwakaSreRI	kaṇṭakaśreṇī
kaRwakaprAvftA	kaṇṭakaprāvṛtā
kaRwakavfntAkI	kaṇṭakavṛntākī
kaRwakilatA	kaṇṭakilatā
kaRwakinI	kaṇṭakinī
kaRwapatraPalA	kaṇṭapatraphalā
kaRwavallI	kaṇṭavallī
kaSerukA	kaśerukā
kaSmIrajanmA	kaśmīrajanmā
kaTaNkaTikatA	kathaṅkathikatā
kaWI	kaṭhī
kaWaSAKA	kaṭhaśākhā
kaWinA	kaṭhinā
kaWinI	kaṭhinī
kaWinikA	kaṭhinikā
kaYcI	kañcī
kaYcikA	kañcikā
kaYcukI	kañcukī
kaYculikA	kañculikā
kaYjikA	kañjikā
kacCA	kacchā
kacCAwikA	kacchāṭikā
kacCUmatI	kacchūmatī
kacCapI	kacchapī
kacCapikA	kacchapikā
kacCaruhA	kaccharuhā
kacCawikA	kacchaṭikā
kacCowikA	kacchoṭikā
kacCuGnI	kacchughnī
kacCurA	kacchurā
kacaripuPalA	kacaripuphalā
kadaDvA	kadadhvā
kadalA	kadalā
kadalI	kadalī
kadambI	kadambī
kadambapuzpA	kadambapuṣpā
kadambapuzpI	kadambapuṣpī
kajjalI	kajjalī
kakKawI	kakkhaṭī
kakuBA	kakubhā
kakuBAdanI	kakubhādanī
kakudmatI	kakudmatī
kakzA	kakṣā
kakzaruhA	kakṣaruhā
kakzotTA	kakṣotthā
kakzyA	kakṣyā
kalAcI	kalācī
kalAcikA	kalācikā
kalAmbikA	kalāmbikā
kalAnunAdI	kalānunādī
kalApI	kalāpī
kalApinI	kalāpinī
kalAvatI	kalāvatī
kalAyA	kalāyā
kalI	kalī
kalaBI	kalabhī
kalaNkI	kalaṅkī
kalaNkazA	kalaṅkaṣā
kalaSI	kalaśī
kalahAntaritA	kalahāntaritā
kalahapriyA	kalahapriyā
kalambI	kalambī
kalambikA	kalambikā
kalanA	kalanā
kalandikA	kalandikā
kalasI	kalasī
kalatUlikA	kalatūlikā
kalikA	kalikā
kalikArI	kalikārī
kalindakanyA	kalindakanyā
kalindanandinI	kalindanandinī
kaliyugAdyA	kaliyugādyā
kalkI	kalkī
kalpanA	kalpanā
kalpanI	kalpanī
kalyA	kalyā
kalyARI	kalyāṇī
kalyARikA	kalyāṇikā
kalyARinI	kalyāṇinī
kamBArI	kambhārī
kamaWI	kamaṭhī
kamalA	kamalā
kamalinI	kamalinī
kambbAtAyI	kambbātāyī
kambugrIvA	kambugrīvā
kambukA	kambukā
kambukAzWA	kambukāṣṭhā
kambumAlinI	kambumālinī
kambupuzpI	kambupuṣpī
kamitA	kamitā
kampalakzmA	kampalakṣmā
kanDarA	kandharā
kanI	kanī
kanInI	kanīnī
kanInikA	kanīnikā
kanTA	kanthā
kanTArI	kanthārī
kanakAlukA	kanakālukā
kanakapraBA	kanakaprabhā
kanakaprasavA	kanakaprasavā
kanakaramBA	kanakarambhā
kandI	kandī
kandaPalA	kandaphalā
kandabahulA	kandabahulā
kandaguqUcI	kandaguḍūcī
kandalI	kandalī
kandalatA	kandalatā
kandarA	kandarā
kandarI	kandarī
kandarodBavA	kandarodbhavā
kandavallI	kandavallī
kandirI	kandirī
kanizWA	kaniṣṭhā
kanyA	kanyā
kanyAkA	kanyākā
kanyakA	kanyakā
kanyasA	kanyasā
kanyikA	kanyikā
kapAlI	kapālī
kapAlanAlikA	kapālanālikā
kapAlikA	kapālikā
kapAlinI	kapālinī
kaparddI	kaparddī
kapawI	kapaṭī
kapaweSvarI	kapaṭeśvarī
kapawinI	kapaṭinī
kapiSI	kapiśī
kapiSIkA	kapiśīkā
kapicUqA	kapicūḍā
kapijaNGikA	kapijaṅghikā
kapikA	kapikā
kapikacCuPalopamA	kapikacchuphalopamā
kapikacCurA	kapikacchurā
kapilA	kapilā
kapilADArA	kapilādhārā
kapilAkzI	kapilākṣī
kapilaSiMSapA	kapilaśiṃśapā
kapiladrAkzA	kapiladrākṣā
kapillikA	kapillikā
kapilomA	kapilomā
kapilomaPalA	kapilomaphalā
kapinAmA	kapināmā
kapipippalI	kapipippalī
kapipraBA	kapiprabhā
kapitTaparRI	kapitthaparṇī
kapivallI	kapivallī
kapotacaraRA	kapotacaraṇā
kapotapAlI	kapotapālī
kapotapAlikA	kapotapālikā
kapotavARA	kapotavāṇā
kapotavaNkA	kapotavaṅkā
kapotavarRI	kapotavarṇī
kaqambI	kaḍambī
karAlA	karālā
karAlI	karālī
karAlatripuwA	karālatripuṭā
karAyikA	karāyikā
karI	karī
karIrA	karīrā
karIrI	karīrī
karIrikA	karīrikā
karRArA	karṇārā
karRAwI	karṇāṭī
karRI	karṇī
karRaSaskulI	karṇaśaskulī
karRajalOkA	karṇajalaukā
karRajalUkA	karṇajalūkā
karRakIwI	karṇakīṭī
karRalatikA	karṇalatikā
karRamowI	karṇamoṭī
karRapAlI	karṇapālī
karRapiSAcI	karṇapiśācī
karRasPowA	karṇasphoṭā
karRaveDanI	karṇavedhanī
karRikA	karṇikā
karRikI	karṇikī
karaBAdanI	karabhādanī
karaBI	karabhī
karaBakARqikA	karabhakāṇḍikā
karaBapriyA	karabhapriyā
karaGarzI	karagharṣī
karaRqI	karaṇḍī
karaSAKA	karaśākhā
karabAlikA	karabālikā
karacCadA	karacchadā
karakA	karakā
karakacCapikA	karakacchapikā
karamAlA	karamālā
karamBA	karambhā
karamarI	karamarī
karamarddI	karamarddī
karapAlikA	karapālikā
karapatrikA	karapatrikā
karatAlI	karatālī
karatoyA	karatoyā
karavAlikA	karavālikā
karavI	karavī
karavIrI	karavīrī
karavIraBujA	karavīrabhujā
karawA	karaṭā
karawI	karaṭī
karbburA	karbburā
karbburI	karbburī
karccarikA	karccarikā
kardamI	kardamī
karewavyA	kareṭavyā
kariRI	kariṇī
karikaRAvallI	karikaṇāvallī
karipippalI	karipippalī
karkaSA	karkaśā
karkaSacCadA	karkaśacchadā
karkaSadalA	karkaśadalā
karkaSikA	karkaśikā
karkacirBiwI	karkacirbhiṭī
karkarI	karkarī
karkarIkA	karkarīkā
karkawAKyA	karkaṭākhyā
karkawAhvA	karkaṭāhvā
karkawI	karkaṭī
karkawaSfNgI	karkaṭaśṛṅgī
karkawaSfNgikA	karkaṭaśṛṅgikā
karkawinI	karkaṭinī
karkowakI	karkoṭakī
karkowikA	karkoṭikā
karmmI	karmmī
karmmaRyA	karmmaṇyā
karmmakarI	karmmakarī
karmmandI	karmmandī
karmmarI	karmmarī
karmmasAkzI	karmmasākṣī
karmmavAwI	karmmavāṭī
karowI	karoṭī
karpAsI	karpāsī
karpUranAlikA	karpūranālikā
karparI	karparī
karpawI	karpaṭī
karpawaDArI	karpaṭadhārī
kartfkA	kartṛkā
kartrI	kartrī
karttarI	karttarī
karuRA	karuṇā
karuRI	karuṇī
karuRamallI	karuṇamallī
karvvarI	karvvarī
karzaPalA	karṣaphalā
karzaRI	karṣaṇī
karziRI	karṣiṇī
kaserukA	kaserukā
kastUrI	kastūrī
kastUrImallikA	kastūrīmallikā
kastUrikA	kastūrikā
kasturikA	kasturikā
kavAwI	kavāṭī
kavI	kavī
kavarA	kavarā
kavarI	kavarī
kavarakI	kavarakī
kavawI	kavaṭī
kavayI	kavayī
kavikA	kavikā
kavilAsikA	kavilāsikā
kavitA	kavitā
kavivedI	kavivedī
kawI	kaṭī
kawPalA	kaṭphalā
kawaBI	kaṭabhī
kawaNkawerI	kaṭaṅkaṭerī
kawaSarkarA	kaṭaśarkarā
kawakI	kaṭakī
kawamAlinI	kaṭamālinī
kawamBarA	kaṭambharā
kawambarA	kaṭambarā
kawiSfNKalA	kaṭiśṛṅkhalā
kawolavIRA	kaṭolavīṇā
kaworA	kaṭorā
kawuPalA	kaṭuphalā
kawudalA	kaṭudalā
kawukA	kaṭukā
kawukI	kaṭukī
kawumaYjarikA	kaṭumañjarikā
kawupatrikA	kaṭupatrikā
kawurohiRI	kaṭurohiṇī
kawutiktakA	kaṭutiktakā
kawutuRqI	kaṭutuṇḍī
kawutumbI	kaṭutumbī
kawuvArttAkI	kaṭuvārttākī
kawuvIjA	kaṭuvījā
kawvI	kaṭvī
kayasTA	kayasthā
kazAyA	kaṣāyā
kazAyI	kaṣāyī
kazIkA	kaṣīkā
kazerukA	kaṣerukā
keRikA	keṇikā
keSArhA	keśārhā
keSAruhA	keśāruhā
keSI	keśī
keSahantrI	keśahantrī
keSamaTanI	keśamathanī
keSapASI	keśapāśī
keSaparRI	keśaparṇī
keSarI	keśarī
keSarUpA	keśarūpā
keSaruhA	keśaruhā
keSavardDinI	keśavarddhinī
keSihA	keśihā
keSikA	keśikā
keSinI	keśinī
kedArakawukA	kedārakaṭukā
kekA	kekā
kekI	kekī
kekayI	kekayī
kekeyI	kekeyī
kelikalA	kelikalā
kelikilA	kelikilā
kelikuYcikA	kelikuñcikā
keralI	keralī
kesarI	kesarī
kesarikA	kesarikā
ketakI	ketakī
kevalI	kevalī
kevalajYAnI	kevalajñānī
kevikA	kevikā
kfSANgI	kṛśāṅgī
kfSASvI	kṛśāśvī
kfSalA	kṛśalā
kfSarA	kṛśarā
kfSikA	kṛśikā
kfkAwikA	kṛkāṭikā
kfkalA	kṛkalā
kfmiGnA	kṛmighnā
kfmiGnI	kṛmighnī
kfmijA	kṛmijā
kfmilA	kṛmilā
kfpARI	kṛpāṇī
kfpARikA	kṛpāṇikā
kfpI	kṛpī
kftAntA	kṛtāntā
kftI	kṛtī
kftaPalA	kṛtaphalā
