acc_L	ncc_id	match_tier	score	acc_match_key	ncc_match_key	provenance
9370	8_262_a_3805	A	1.0	trilocanadasa	trilocanadasa	auto
43840	8_262_a_3804	A	1.0	trilocanadasa	trilocanadasa	auto
43840	8_262_a_3805	A	1.0	trilocanadasa	trilocanadasa	auto
12943	11_173_a_2493	A	1.0	paramahamsapancanga	paramahamsapancanga	auto
34428	11_173_a_2493	A	1.0	paramahamsapancanga	paramahamsapancanga	auto
44635	11_173_a_2493	A	1.0	paramahamsapancanga	paramahamsapancanga	auto
26551	37_25_a_340	A	1.0	samskaratvajatikhandana	samskaratvajatikhandana	auto
7833	7_174_b_2999	A	1.0	jayatirthavijaya	jayatirthavijaya	auto
7833	7_174_b_3000	A	1.0	jayatirthavijaya	jayatirthavijaya	auto
7833	7_174_b_3001	A	1.0	jayatirthavijaya	jayatirthavijaya	auto
7833	7_174_b_3002	A	1.0	jayatirthavijaya	jayatirthavijaya	auto
28304	39_233_a_2393	A	1.0	sudarsanakavi	sudarsanakavi	auto
28304	39_233_a_2394	A	1.0	sudarsanakavi	sudarsanakavi	auto
28304	39_233_a_2395	A	1.0	sudarsanakavi	sudarsanakavi	auto
33778	9_200_a_3422	A	1.0	dvadasahakarmavidhi	dvadasahakarmavidhi	auto
9630	8_323_a_4906	A	1.0	dayapala	dayapala	auto
30929	8_231_a_3228	A	1.0	trikaprasavasanti	trikaprasavasanti	auto
16643	18_117_a_1226	A	1.0	mathuramahatmya	mathuramahatmya	auto
16644	18_117_a_1226	A	1.0	mathuramahatmya	mathuramahatmya	auto
35412	18_117_a_1226	A	1.0	mathuramahatmya	mathuramahatmya	auto
40663	18_117_a_1226	A	1.0	mathuramahatmya	mathuramahatmya	auto
45433	18_117_a_1226	A	1.0	mathuramahatmya	mathuramahatmya	auto
45434	18_117_a_1226	A	1.0	mathuramahatmya	mathuramahatmya	auto
13511	12_105_b_1671	A	1.0	piyusasagara	piyusasagara	auto
34590	12_105_b_1671	A	1.0	piyusasagara	piyusasagara	auto
12590	11_48_b_753	A	1.0	pancaratnastava	pancaratnastava	auto
12590	11_48_b_754	A	1.0	pancaratnastava	pancaratnastava	auto
6601	6_213_a_3426	A	1.0	govindastaka	govindastaka	auto
6601	6_213_b_3427	A	1.0	govindastaka	govindastaka	auto
6601	6_213_b_3428	A	1.0	govindastaka	govindastaka	auto
6601	6_214_b_3429	A	1.0	govindastaka	govindastaka	auto
30668	6_213_a_3426	A	1.0	govindastaka	govindastaka	auto
30668	6_213_b_3427	A	1.0	govindastaka	govindastaka	auto
30668	6_213_b_3428	A	1.0	govindastaka	govindastaka	auto
30668	6_214_b_3429	A	1.0	govindastaka	govindastaka	auto
32752	6_213_a_3426	A	1.0	govindastaka	govindastaka	auto
32752	6_213_b_3427	A	1.0	govindastaka	govindastaka	auto
32752	6_213_b_3428	A	1.0	govindastaka	govindastaka	auto
32752	6_214_b_3429	A	1.0	govindastaka	govindastaka	auto
39869	6_213_a_3426	A	1.0	govindastaka	govindastaka	auto
39869	6_213_b_3427	A	1.0	govindastaka	govindastaka	auto
39869	6_213_b_3428	A	1.0	govindastaka	govindastaka	auto
39869	6_214_b_3429	A	1.0	govindastaka	govindastaka	auto
43201	6_213_a_3426	A	1.0	govindastaka	govindastaka	auto
43201	6_213_b_3427	A	1.0	govindastaka	govindastaka	auto
43201	6_213_b_3428	A	1.0	govindastaka	govindastaka	auto
43201	6_214_b_3429	A	1.0	govindastaka	govindastaka	auto
12978	11_182_a_2622	A	1.0	paramanandadeva	paramanandadeva	auto
12978	11_182_a_2623	A	1.0	paramanandadeva	paramanandadeva	auto
21632	27_268_b_3169	A	1.0	vasunanda	vasunanda	auto
2963	3_52_b_754	A	1.0	ekavasavidhisukaprokta	ekavasavidhisukaprokta	auto
3100	3_103_a_1531	A	1.0	aurabhra	aurabhra	auto
40612	16_315_b_1662	A	1.0	bhagavatavicara	bhagavatavicara	auto
21914	28_151_a_1398	A	1.0	varavratanirnaya	varavratanirnaya	auto
24843	33_221_b_2445	A	1.0	santitattvamrta	santitattvamrta	auto
32524	5_265_b_3790	A	1.0	ganitamrtasarani	ganitamrtasarani	auto
2800	2_392_b_6630	A	1.0	umapatidhara	umapatidhara	auto
16722	18_148_b_1598	A	1.0	madhusudanavacaspati	madhusudanavacaspati	auto
45446	18_148_b_1598	A	1.0	madhusudanavacaspati	madhusudanavacaspati	auto
19239	23_93_a_921	A	1.0	ravi	ravi	auto
19239	23_93_a_922	A	1.0	ravi	ravi	auto
19239	23_93_a_923	A	1.0	ravi	ravi	auto
19239	23_93_a_924	A	1.0	ravi	ravi	auto
19239	23_93_a_925	A	1.0	ravi	ravi	auto
19239	23_93_a_926	A	1.0	ravi	ravi	auto
19239	23_93_b_927	A	1.0	ravi	ravi	auto
19239	23_93_b_928	A	1.0	ravi	ravi	auto
19240	23_93_a_921	A	1.0	ravi	ravi	auto
19240	23_93_a_922	A	1.0	ravi	ravi	auto
19240	23_93_a_923	A	1.0	ravi	ravi	auto
19240	23_93_a_924	A	1.0	ravi	ravi	auto
19240	23_93_a_925	A	1.0	ravi	ravi	auto
19240	23_93_a_926	A	1.0	ravi	ravi	auto
19240	23_93_b_927	A	1.0	ravi	ravi	auto
19240	23_93_b_928	A	1.0	ravi	ravi	auto
25165	34_108_a_1066	A	1.0	sivanarayananandatirtha	sivanarayananandatirtha	auto
25165	34_108_a_1067	A	1.0	sivanarayananandatirtha	sivanarayananandatirtha	auto
47382	35_265_a_2861	A	1.0	srikanthasarman	srikanthasarman	auto
6439	6_181_a_2893	A	1.0	golarthamalabhagavati	golarthamalabhagavati	auto
21901	28_140_b_1313	A	1.0	vayupurana	vayupurana	auto
36856	28_140_b_1313	A	1.0	vayupurana	vayupurana	auto
46562	28_140_b_1313	A	1.0	vayupurana	vayupurana	auto
7382	7_47_b_802	A	1.0	cidambarakala	cidambarakala	auto
7205	6_400_b_6572	A	1.0	caranamrta	caranamrta	auto
44825	12_197_a_3218	A	1.0	paingalacarya	paingalacarya	auto
8609	8_57_b_649	A	1.0	tattvamartanda	tattvamartanda	auto
8609	8_57_b_650	A	1.0	tattvamartanda	tattvamartanda	auto
33259	8_57_b_649	A	1.0	tattvamartanda	tattvamartanda	auto
33259	8_57_b_650	A	1.0	tattvamartanda	tattvamartanda	auto
8495	8_16_b_323	A	1.0	tatkalenduprasnasvarodaya	tatkalenduprasnasvarodaya	auto
4321	4_185_b_2068	A	1.0	kundalaksyavivrti	kundalaksyavivrti	auto
32219	4_185_b_2068	A	1.0	kundalaksyavivrti	kundalaksyavivrti	auto
5317	5_157_b_2280	A	1.0	ksetramahatmya	ksetramahatmya	auto
5317	27_281_a_3316	A	1.0	ksetramahatmya	ksetramahatmya	auto
30547	5_157_b_2280	A	1.0	ksetramahatmya	ksetramahatmya	auto
30547	27_281_a_3316	A	1.0	ksetramahatmya	ksetramahatmya	auto
39633	4_77_a_927	A	1.0	kalimantravidhana	kalimantravidhana	auto
7158	6_384_a_6418	A	1.0	candronmilini	candronmilini	auto
15114	14_3_a_51	A	1.0	bimbapratibimbavada	bimbapratibimbavada	auto
15114	14_3_a_52	A	1.0	bimbapratibimbavada	bimbapratibimbavada	auto
45857	22_2_b_40	A	1.0	yagisvaramahatmya	yagisvaramahatmya	auto
40593	15_239_b_1327	A	1.0	bhagavadbhaktiprasamsa	bhagavadbhaktiprasamsa	auto
18503	21_311_b_3358	A	1.0	yayaticarita	yayaticarita	auto
8988	8_163_b_2115	A	1.0	taladasapranadipika	taladasapranadipika	auto
16552	18_60_a_716	A	1.0	manidiksitiya	manidiksitiya	auto
9846	9_10_b_150	A	1.0	danavakyavali	danavakyavali	auto
9846	9_11_a_151	A	1.0	danavakyavali	danavakyavali	auto
33619	9_10_b_150	A	1.0	danavakyavali	danavakyavali	auto
33619	9_11_a_151	A	1.0	danavakyavali	danavakyavali	auto
40183	9_10_b_150	A	1.0	danavakyavali	danavakyavali	auto
40183	9_11_a_151	A	1.0	danavakyavali	danavakyavali	auto
43960	9_10_b_150	A	1.0	danavakyavali	danavakyavali	auto
43960	9_11_a_151	A	1.0	danavakyavali	danavakyavali	auto
16970	18_274_a_2996	A	1.0	mayuresvara	mayuresvara	auto
16970	18_274_a_2997	A	1.0	mayuresvara	mayuresvara	auto
16970	18_274_b_2998	A	1.0	mayuresvara	mayuresvara	auto
16970	18_274_b_2999	A	1.0	mayuresvara	mayuresvara	auto
16970	18_274_b_3000	A	1.0	mayuresvara	mayuresvara	auto
16970	18_274_b_3001	A	1.0	mayuresvara	mayuresvara	auto
16970	18_274_b_3002	A	1.0	mayuresvara	mayuresvara	auto
13776	12_180_a_2921	A	1.0	purnasramiya	purnasramiya	auto
10809	9_285_a_4749	A	1.0	dhatughosa	dhatughosa	auto
10809	9_285_b_4750	A	1.0	dhatughosa	dhatughosa	auto
18038	21_38_b_402	A	1.0	murari	murari	auto
18038	21_38_b_403	A	1.0	murari	murari	auto
18038	21_38_b_404	A	1.0	murari	murari	auto
18038	21_38_b_405	A	1.0	murari	murari	auto
18038	21_38_b_406	A	1.0	murari	murari	auto
18038	21_38_b_407	A	1.0	murari	murari	auto
18038	21_38_b_408	A	1.0	murari	murari	auto
18038	21_38_b_409	A	1.0	murari	murari	auto
18038	21_39_a_410	A	1.0	murari	murari	auto
18038	21_39_a_411	A	1.0	murari	murari	auto
18038	21_39_a_412	A	1.0	murari	murari	auto
18038	21_39_a_413	A	1.0	murari	murari	auto
18038	21_39_a_414	A	1.0	murari	murari	auto
35808	21_38_b_402	A	1.0	murari	murari	auto
35808	21_38_b_403	A	1.0	murari	murari	auto
35808	21_38_b_404	A	1.0	murari	murari	auto
35808	21_38_b_405	A	1.0	murari	murari	auto
35808	21_38_b_406	A	1.0	murari	murari	auto
35808	21_38_b_407	A	1.0	murari	murari	auto
35808	21_38_b_408	A	1.0	murari	murari	auto
35808	21_38_b_409	A	1.0	murari	murari	auto
35808	21_39_a_410	A	1.0	murari	murari	auto
35808	21_39_a_411	A	1.0	murari	murari	auto
35808	21_39_a_412	A	1.0	murari	murari	auto
35808	21_39_a_413	A	1.0	murari	murari	auto
35808	21_39_a_414	A	1.0	murari	murari	auto
45746	21_38_b_402	A	1.0	murari	murari	auto
45746	21_38_b_403	A	1.0	murari	murari	auto
45746	21_38_b_404	A	1.0	murari	murari	auto
45746	21_38_b_405	A	1.0	murari	murari	auto
45746	21_38_b_406	A	1.0	murari	murari	auto
45746	21_38_b_407	A	1.0	murari	murari	auto
45746	21_38_b_408	A	1.0	murari	murari	auto
45746	21_38_b_409	A	1.0	murari	murari	auto
45746	21_39_a_410	A	1.0	murari	murari	auto
45746	21_39_a_411	A	1.0	murari	murari	auto
45746	21_39_a_412	A	1.0	murari	murari	auto
45746	21_39_a_413	A	1.0	murari	murari	auto
45746	21_39_a_414	A	1.0	murari	murari	auto
45747	21_38_b_402	A	1.0	murari	murari	auto
45747	21_38_b_403	A	1.0	murari	murari	auto
45747	21_38_b_404	A	1.0	murari	murari	auto
45747	21_38_b_405	A	1.0	murari	murari	auto
45747	21_38_b_406	A	1.0	murari	murari	auto
45747	21_38_b_407	A	1.0	murari	murari	auto
45747	21_38_b_408	A	1.0	murari	murari	auto
45747	21_38_b_409	A	1.0	murari	murari	auto
45747	21_39_a_410	A	1.0	murari	murari	auto
45747	21_39_a_411	A	1.0	murari	murari	auto
45747	21_39_a_412	A	1.0	murari	murari	auto
45747	21_39_a_413	A	1.0	murari	murari	auto
45747	21_39_a_414	A	1.0	murari	murari	auto
15689	16_140_b_963	A	1.0	bhadrananda	bhadrananda	auto
32857	6_348_a_5905	A	1.0	candrakundalibhavadhyaya	candrakundalibhavadhyaya	auto
25877	35_237_a_2522	A	1.0	sraddhasara	sraddhasara	auto
2146	2_192_a_3310	A	1.0	avasathyadhana	avasathyadhana	auto
2146	2_192_a_3311	A	1.0	avasathyadhana	avasathyadhana	auto
31750	2_192_a_3310	A	1.0	avasathyadhana	avasathyadhana	auto
31750	2_192_a_3311	A	1.0	avasathyadhana	avasathyadhana	auto
46610	29_57_b_778	A	1.0	vijayapancami	vijayapancami	auto
31411	1_157_a_2565	A	1.0	anangalekha	anangalekha	auto
1502	1_483_a_7654	A	1.0	asiddhinirupanavyakhya	asiddhinirupanavyakhya	auto
27042	19_109_b_1153	A	1.0	sanatsujatiya	sanatsujatiya	auto
27042	37_254_b_2950	A	1.0	sanatsujatiya	sanatsujatiya	auto
38333	19_109_b_1153	A	1.0	sanatsujatiya	sanatsujatiya	auto
38333	37_254_b_2950	A	1.0	sanatsujatiya	sanatsujatiya	auto
47615	19_109_b_1153	A	1.0	sanatsujatiya	sanatsujatiya	auto
47615	37_254_b_2950	A	1.0	sanatsujatiya	sanatsujatiya	auto
28567	39_365_a_3939	A	1.0	suvarnaprthvidanavidhi	suvarnaprthvidanavidhi	auto
41974	1_392_b_5968	A	1.0	ardhodayavidhi	ardhodayavidhi	auto
10710	9_257_a_4314	A	1.0	dharmaprasna	dharmaprasna	auto
10710	9_257_a_4315	A	1.0	dharmaprasna	dharmaprasna	auto
10710	9_257_a_4316	A	1.0	dharmaprasna	dharmaprasna	auto
41876	1_236_a_3852	A	1.0	annabhrtikastava	annabhrtikastava	auto
28403	39_281_a_3007	A	1.0	suptinantasagarasamuccaya	suptinantasagarasamuccaya	auto
35130	15_150_a_731	A	1.0	bhaktimargamaryada	bhaktimargamaryada	auto
45204	15_150_a_731	A	1.0	bhaktimargamaryada	bhaktimargamaryada	auto
7104	6_366_b_6160	A	1.0	candravarnaghatadijnanacakrani	candravarnaghatadijnanacakrani	auto
1607.1	2_26_a_476	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_477	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_478	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_479	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_480	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_481	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_482	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_483	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_484	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_485	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_486	A	1.0	acarapradipa	acarapradipa	auto
1607.1	2_26_b_487	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_a_476	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_477	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_478	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_479	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_480	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_481	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_482	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_483	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_484	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_485	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_486	A	1.0	acarapradipa	acarapradipa	auto
1614	2_26_b_487	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_a_476	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_477	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_478	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_479	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_480	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_481	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_482	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_483	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_484	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_485	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_486	A	1.0	acarapradipa	acarapradipa	auto
39409	2_26_b_487	A	1.0	acarapradipa	acarapradipa	auto
22959	30_155_b_1591	A	1.0	visnutattvasamhita	visnutattvasamhita	auto
42266	2_322_b_5503	A	1.0	utsavaprakasa	utsavaprakasa	auto
42266	2_322_b_5504	A	1.0	utsavaprakasa	utsavaprakasa	auto
22810	30_96_a_974	A	1.0	visvasaratantra	visvasaratantra	auto
37112	30_96_a_974	A	1.0	visvasaratantra	visvasaratantra	auto
19601	23_279_b_2629	A	1.0	rajavyavaharakosa	rajavyavaharakosa	auto
36254.1	23_279_b_2629	A	1.0	rajavyavaharakosa	rajavyavaharakosa	auto
40910	23_279_b_2629	A	1.0	rajavyavaharakosa	rajavyavaharakosa	auto
17391	19_292_a_2581	A	1.0	mahipatipandita	mahipatipandita	auto
18341	21_228_a_2356	A	1.0	yajurvedarnava	yajurvedarnava	auto
23680	31_262_a_2444	A	1.0	vedisadhanaprakara	vedisadhanaprakara	auto
12622	11_56_b_876	A	1.0	pancasaravyakhya	pancasaravyakhya	auto
15924	17_15_b_161	A	1.0	bhamati	bhamati	auto
35235	17_15_b_161	A	1.0	bhamati	bhamati	auto
40618	17_15_b_161	A	1.0	bhamati	bhamati	auto
45296	17_15_b_161	A	1.0	bhamati	bhamati	auto
21200	26_312_a_3277	A	1.0	lothaka	lothaka	auto
21200	26_312_b_3278	A	1.0	lothaka	lothaka	auto
21201	26_312_a_3277	A	1.0	lothaka	lothaka	auto
21201	26_312_b_3278	A	1.0	lothaka	lothaka	auto
25834	35_208_b_2353	A	1.0	sraddhadipika	sraddhadipika	auto
47360	35_208_b_2353	A	1.0	sraddhadipika	sraddhadipika	auto
36886	28_195_a_1927	A	1.0	vasudevacayani	vasudevacayani	auto
36886	28_195_b_1928	A	1.0	vasudevacayani	vasudevacayani	auto
13181	11_244_a_3469	A	1.0	palandumandana	palandumandana	auto
42632	4_135_b_1426	A	1.0	kasibhasyamrta	kasibhasyamrta	auto
3371	3_205_a_2950	A	1.0	karmaprayascitta	karmaprayascitta	auto
32655	6_100_a_1629	A	1.0	grhavastusantiprayoga	grhavastusantiprayoga	auto
19794	24_40_a_489	A	1.0	ramakalpadruma	ramakalpadruma	auto
19795	24_40_a_489	A	1.0	ramakalpadruma	ramakalpadruma	auto
36316	24_40_a_489	A	1.0	ramakalpadruma	ramakalpadruma	auto
46131	24_40_a_489	A	1.0	ramakalpadruma	ramakalpadruma	auto
20146	24_181_b_1829	A	1.0	ramabahusataka	ramabahusataka	auto
36394	24_181_b_1829	A	1.0	ramabahusataka	ramabahusataka	auto
3116	3_107_b_1638	A	1.0	kamsanarayanalaksminathadeva	kamsanarayanalaksminathadeva	auto
9550	8_305_a_4554	A	1.0	dandanitiprakarana	dandanitiprakarana	auto
23744	31_297_a_2895	A	1.0	vaidikarcanamimamsa	vaidikarcanamimamsa	auto
26793	37_158_a_1818	A	1.0	saccidanandastotra	saccidanandastotra	auto
26793	37_158_a_1819	A	1.0	saccidanandastotra	saccidanandastotra	auto
5626	5_257_a_3657	A	1.0	ganaratnatika	ganaratnatika	auto
1640	2_34_b_593	A	1.0	acaryakarika	acaryakarika	auto
6132	6_87_a_1365	A	1.0	gurvastaka	gurvastaka	auto
6132	6_87_a_1366	A	1.0	gurvastaka	gurvastaka	auto
6132	6_87_a_1367	A	1.0	gurvastaka	gurvastaka	auto
6132	6_87_a_1368	A	1.0	gurvastaka	gurvastaka	auto
43085	6_87_a_1365	A	1.0	gurvastaka	gurvastaka	auto
43085	6_87_a_1366	A	1.0	gurvastaka	gurvastaka	auto
43085	6_87_a_1367	A	1.0	gurvastaka	gurvastaka	auto
43085	6_87_a_1368	A	1.0	gurvastaka	gurvastaka	auto
47394.1	6_87_a_1365	A	1.0	gurvastaka	gurvastaka	auto
47394.1	6_87_a_1366	A	1.0	gurvastaka	gurvastaka	auto
47394.1	6_87_a_1367	A	1.0	gurvastaka	gurvastaka	auto
47394.1	6_87_a_1368	A	1.0	gurvastaka	gurvastaka	auto
34970.1	24_181_a_1825	A	1.0	ramabanastava	ramabanastava	auto
16167	17_151_b_1275	A	1.0	bhisakcakracittotsava	bhisakcakracittotsava	auto
35304	17_151_b_1275	A	1.0	bhisakcakracittotsava	bhisakcakracittotsava	auto
40632	17_151_b_1275	A	1.0	bhisakcakracittotsava	bhisakcakracittotsava	auto
6954	6_302_b_5153	A	1.0	candupandita	candupandita	auto
6954	7_9_a_72	A	1.0	candupandita	candupandita	auto
14407	13_96_b_1078	A	1.0	prasnacintamani	prasnacintamani	auto
14407	13_96_b_1079	A	1.0	prasnacintamani	prasnacintamani	auto
14407	13_96_b_1080	A	1.0	prasnacintamani	prasnacintamani	auto
34817	13_96_b_1078	A	1.0	prasnacintamani	prasnacintamani	auto
34817	13_96_b_1079	A	1.0	prasnacintamani	prasnacintamani	auto
34817	13_96_b_1080	A	1.0	prasnacintamani	prasnacintamani	auto
20213	24_215_b_2197	A	1.0	ramalingavarnana	ramalingavarnana	auto
12934	11_170_a_2450	A	1.0	paramarahasyopanisad	paramarahasyopanisad	auto
47465	36_225_a_2438	A	1.0	satkarakalaksana	satkarakalaksana	auto
27215	37_385_a_4411	A	1.0	samayakamalakara	samayakamalakara	auto
40979	25_222_b_1336	A	1.0	rudrasamhita	rudrasamhita	auto
40979	25_222_b_1337	A	1.0	rudrasamhita	rudrasamhita	auto
40979	25_223_a_1338	A	1.0	rudrasamhita	rudrasamhita	auto
40979	25_223_a_1339	A	1.0	rudrasamhita	rudrasamhita	auto
40979	25_223_a_1340	A	1.0	rudrasamhita	rudrasamhita	auto
8475	8_13_b_232	A	1.0	natvasamarthana	natvasamarthana	auto
7638	7_122_a_2086	A	1.0	churikopanisad	churikopanisad	auto
43455	7_122_a_2086	A	1.0	churikopanisad	churikopanisad	auto
15812	16_240_a_1498	A	1.0	bhasmarudraksamahatmya	bhasmarudraksamahatmya	auto
33238	8_18_a_353	A	1.0	tattvagunadarsa	tattvagunadarsa	auto
27282	38_16_a_182	A	1.0	samasasobha	samasasobha	auto
9920	9_28_b_421	A	1.0	dayabhaganirnayaviveka	dayabhaganirnayaviveka	auto
20788	26_31_b_348	A	1.0	laksmanasastrin	laksmanasastrin	auto
20788	26_31_b_349	A	1.0	laksmanasastrin	laksmanasastrin	auto
20788	26_31_b_350	A	1.0	laksmanasastrin	laksmanasastrin	auto
20788	26_32_a_351	A	1.0	laksmanasastrin	laksmanasastrin	auto
20788	26_32_b_352	A	1.0	laksmanasastrin	laksmanasastrin	auto
20788	26_32_b_353	A	1.0	laksmanasastrin	laksmanasastrin	auto
20788	26_32_b_354	A	1.0	laksmanasastrin	laksmanasastrin	auto
8159	7_302_b_4998	A	1.0	jainatarangini	jainatarangini	auto
30806	7_302_b_4998	A	1.0	jainatarangini	jainatarangini	auto
30118	1_442_b_6883	A	1.0	asvasanti	asvasanti	auto
26443	36_281_b_3088	A	1.0	sadvimsabrahmana	sadvimsabrahmana	auto
38188	36_281_b_3088	A	1.0	sadvimsabrahmana	sadvimsabrahmana	auto
41424	36_281_b_3088	A	1.0	sadvimsabrahmana	sadvimsabrahmana	auto
47486	36_281_b_3088	A	1.0	sadvimsabrahmana	sadvimsabrahmana	auto
32394	5_123_b_1691	A	1.0	kratupancaratra	kratupancaratra	auto
25758	35_166_b_1909	A	1.0	smasanakalimantra	smasanakalimantra	auto
4329	4_187_a_2114	A	1.0	kundasadhanavidhi	kundasadhanavidhi	auto
653	1_205_b_3316	A	1.0	anubhavatvajatipramana	anubhavatvajatipramana	auto
20981	26_158_b_1724	A	1.0	laghuvasistha	laghuvasistha	auto
36025.2	26_158_b_1724	A	1.0	laghuvasistha	laghuvasistha	auto
45897.2	26_158_b_1724	A	1.0	laghuvasistha	laghuvasistha	auto
46368.1	26_158_b_1724	A	1.0	laghuvasistha	laghuvasistha	auto
24859	33_238_a_2598	A	1.0	santivada	santivada	auto
20526	25_159_a_1163	A	1.0	rudranyayavacaspatibhattacarya	rudranyayavacaspatibhattacarya	auto
17653	20_129_a_1133	A	1.0	manavedacampu	manavedacampu	auto
7760	7_150_a_2550	A	1.0	janardana	janardana	auto
7760	7_150_a_2551	A	1.0	janardana	janardana	auto
7760	7_150_a_2552	A	1.0	janardana	janardana	auto
7760	7_150_a_2553	A	1.0	janardana	janardana	auto
7760	7_150_a_2554	A	1.0	janardana	janardana	auto
7760	7_150_b_2555	A	1.0	janardana	janardana	auto
7760	7_150_b_2556	A	1.0	janardana	janardana	auto
7760	7_150_b_2557	A	1.0	janardana	janardana	auto
7760	7_150_b_2558	A	1.0	janardana	janardana	auto
7760	7_150_b_2559	A	1.0	janardana	janardana	auto
7760	7_150_b_2560	A	1.0	janardana	janardana	auto
7760	7_150_b_2561	A	1.0	janardana	janardana	auto
7760	7_150_b_2562	A	1.0	janardana	janardana	auto
7760	7_150_b_2563	A	1.0	janardana	janardana	auto
7760	7_150_b_2564	A	1.0	janardana	janardana	auto
7760	7_150_b_2565	A	1.0	janardana	janardana	auto
7760	7_150_b_2566	A	1.0	janardana	janardana	auto
7760	7_151_a_2567	A	1.0	janardana	janardana	auto
7760	7_151_a_2568	A	1.0	janardana	janardana	auto
7760	7_151_a_2569	A	1.0	janardana	janardana	auto
7760	7_151_b_2570	A	1.0	janardana	janardana	auto
7760	7_151_b_2571	A	1.0	janardana	janardana	auto
7760	7_151_b_2572	A	1.0	janardana	janardana	auto
7760	7_151_b_2573	A	1.0	janardana	janardana	auto
7760	7_151_b_2574	A	1.0	janardana	janardana	auto
7760	7_151_b_2575	A	1.0	janardana	janardana	auto
7760	7_151_b_2577	A	1.0	janardana	janardana	auto
7760	7_152_a_2578	A	1.0	janardana	janardana	auto
7760	7_152_b_2589	A	1.0	janardana	janardana	auto
7763	7_150_a_2550	A	1.0	janardana	janardana	auto
7763	7_150_a_2551	A	1.0	janardana	janardana	auto
7763	7_150_a_2552	A	1.0	janardana	janardana	auto
7763	7_150_a_2553	A	1.0	janardana	janardana	auto
7763	7_150_a_2554	A	1.0	janardana	janardana	auto
7763	7_150_b_2555	A	1.0	janardana	janardana	auto
7763	7_150_b_2556	A	1.0	janardana	janardana	auto
7763	7_150_b_2557	A	1.0	janardana	janardana	auto
7763	7_150_b_2558	A	1.0	janardana	janardana	auto
7763	7_150_b_2559	A	1.0	janardana	janardana	auto
7763	7_150_b_2560	A	1.0	janardana	janardana	auto
7763	7_150_b_2561	A	1.0	janardana	janardana	auto
7763	7_150_b_2562	A	1.0	janardana	janardana	auto
7763	7_150_b_2563	A	1.0	janardana	janardana	auto
7763	7_150_b_2564	A	1.0	janardana	janardana	auto
7763	7_150_b_2565	A	1.0	janardana	janardana	auto
7763	7_150_b_2566	A	1.0	janardana	janardana	auto
7763	7_151_a_2567	A	1.0	janardana	janardana	auto
7763	7_151_a_2568	A	1.0	janardana	janardana	auto
7763	7_151_a_2569	A	1.0	janardana	janardana	auto
7763	7_151_b_2570	A	1.0	janardana	janardana	auto
7763	7_151_b_2571	A	1.0	janardana	janardana	auto
7763	7_151_b_2572	A	1.0	janardana	janardana	auto
7763	7_151_b_2573	A	1.0	janardana	janardana	auto
7763	7_151_b_2574	A	1.0	janardana	janardana	auto
7763	7_151_b_2575	A	1.0	janardana	janardana	auto
7763	7_151_b_2577	A	1.0	janardana	janardana	auto
7763	7_152_a_2578	A	1.0	janardana	janardana	auto
7763	7_152_b_2589	A	1.0	janardana	janardana	auto
7764	7_150_a_2550	A	1.0	janardana	janardana	auto
7764	7_150_a_2551	A	1.0	janardana	janardana	auto
7764	7_150_a_2552	A	1.0	janardana	janardana	auto
7764	7_150_a_2553	A	1.0	janardana	janardana	auto
7764	7_150_a_2554	A	1.0	janardana	janardana	auto
7764	7_150_b_2555	A	1.0	janardana	janardana	auto
