k1	hom	lemma_iast	total_occ	cooccur	collocates
vedin	3	vedin	112	204	karuṇa:16|artha:15|tattva:13|rasa:9|pravac:8|bhū:5|guṇa:4|brahman:3|kīrtay:3|dṛś:3|śāstra:3|bhaya:3
vedimatI		vedimatī	1	1	avyathi:1
vedimeKalA		vedimekhalā	2	2	kuṇḍa:1|ārya:1
vedizad		vediṣad	6	8	hotṛ:3|vimanas:1|yajñāyudha:1|pracch:1|atithi:1|priya:1
vedizWa		vediṣṭha	1	1	naś:1
vedeSa		vedeśa	2	2	vettṛ:1|sūrya:1
vedya	1	vedya	26	32	aśeṣa:3|saṁvid:2|vedānta:2|prathā:2|upaśama:2|upacāra:1|avapāna:1|pārvatī:1|niratyaya:1|paramārtha:1|vedaka:1|jyotis:1
vedya	2	vedya	26	32	aśeṣa:3|saṁvid:2|vedānta:2|prathā:2|upaśama:2|upacāra:1|avapāna:1|pārvatī:1|niratyaya:1|paramārtha:1|vedaka:1|jyotis:1
vedya	3	vedya	26	32	aśeṣa:3|saṁvid:2|vedānta:2|prathā:2|upaśama:2|upacāra:1|avapāna:1|pārvatī:1|niratyaya:1|paramārtha:1|vedaka:1|jyotis:1
vedyA		vedyā	13	13	śacī:1|vrīhi:1|vṛdh:1|adruh:1|ohabrahman:1|rajas:1|parvata:1|niśiti:1|vṛt:1|marut:1|naś:1|śaviṣṭha:1
veDa		vedha	232	589	pradāpay:46|tāra:19|śulba:17|rasa:16|aṁśa:16|daśaguṇa:13|śulva:12|śata:12|loha:11|kara:10|kṛt:10|rasendra:10
veDaka		vedhaka	2	2	aṁśa:1|saindhava:1
veDana		vedhana	29	37	krāmaṇa:3|deha:3|lakṣya:3|māsa:2|mahī:2|rodhana:1|ṣoḍaśan:1|ghaṭṭana:1|sūci:1|mantra:1|rasa:1|kṛtyavat:1
veDamuKya		vedhamukhya	4	4	kliś:1|karcūra:1|gandhasāra:1|drāviḍa:1
veDamuKyaka		vedhamukhyaka	2	2	kālpaka:1|māhina:1
veDas		vedhas	187	226	vāsudeva:4|kṛṣṇa:4|pṛṣṭha:4|indra:3|vidhātṛ:3|sthā:3|agni:3|māruta:3|hotṛ:3|vidatha:2|makha:2|ap:2
veDin		vedhin	126	403	koṭi:62|rasa:47|śata:40|lakṣa:28|mahārasa:14|sahasra:14|daśan:8|śabda:7|bhū:7|sūta:7|kṣaṇa:6|saṁśaya:6
veDya		vedhya	17	20	dṛḍha:2|duṣkara:2|prakīrtay:2|bhedya:1|rasāmla:1|nāla:1|eṣya:1|bāṇa:1|ghuṇa:1|asra:1|yatna:1|abhyas:1
vena		vena	97	121	parama:4|aṅga:3|putra:3|ūrmi:3|pṛśni:3|sunīthā:2|rājya:2|suta:2|vainya:2|jan:2|pāṇi:2|vac:2
venya		venya	8	8	sāta:1|vid:1|vapus:1|vājin:1|pṛthi:1|vṛ:1|āstrabudhna:1|arka:1
vepa		vepa	7	7	indra:1|palita:1|vakvan:1|vepana:1|ghna:1|aṅga:1|kampana:1
vepaTu		vepathu	135	180	stambha:6|śūla:6|bhrama:4|dvitīya:4|rājan:3|gātra:3|śarīra:3|vamathu:3|pīḍā:3|vaivarṇya:3|hṛd:2|asveda:2
vepana		vepana	19	22	bhramaṇa:2|akṣi:2|cityayūpa:2|harṣaṇa:1|chid:1|varṣa:1|sphāti:1|samāyoga:1|sidh:1|kampa:1|tolana:1|vepa:1
vepas		vepas	14	15	gāyatra:2|jihvā:1|rasa:1|gambhīra:1|agni:1|gabhīra:1|asura:1|kha:1|tanyatā:1|tuvi:1|havya:1|viśvāyu:1
vema		vema	1	1	taras:1
vemacitra		vemacitra	4	5	gaṇa:2|pradoṣa:1|asita:1|parājaya:1
veman		veman	7	15	ādi:6|turī:3|tantu:2|jātīphalarasa:1|ākāra:1|sāman:1|ādika:1
vela		vela	1	1	moha:1
velA		velā	326	544	mahat:24|gāthā:24|sāgara:17|atikram:15|bhagavant:12|makara:12|buddha:11|saptan:7|vana:7|arṇava:7|traya:6|samudra:6
velAkUla	1	velākūla	1	1	vali:1
velAkUla	2	velākūla	1	1	vali:1
vell		vell	15	15	vaśa:1|yamay:1|avagam:1|man:1|āruh:1|unnah:1|pallava:1|prasṛ:1|avaman:1|abhihan:1|ārabh:1|ākarṇay:1
vella		vella	64	86	vyoṣa:9|ājya:5|agni:3|amoghā:2|apāmārga:2|triphalā:2|sahita:2|kaṭukā:2|saṁyuta:2|nāgara:2|vatsaka:2|samantadugdhā:1
vellaja		vellaja	5	5	vṛkṣāmla:1|śūdra:1|marica:1|kuṣṭha:1|kṛṣṇa:1
vellantara		vellantara	3	3	vīrataru:1|araṇikā:1|dīrghapattra:1
vellitaka		vellitaka	5	5	darbhapuṣpa:1|bandha:1|tāna:1|vyākhyā:1|sīv:1
vevija		vevija	2	2	prut:1|taila:1
veSa	1	veśa	131	147	keśa:3|strī:3|taruṇa:2|cāru:2|goṣṭhī:2|āgāra:2|vadhū:2|puruṣa:2|upāya:2|āpaṇa:2|gopa:2|vipra:2
veSana		veśana	4	4	kambala:1|sakṣit:1|viśeṣa:1|geha:1
veSanta		veśanta	4	4	as:1|palvala:1|nadī:1|himavant:1
veSavanitA		veśavanitā	1	1	śauṇḍika:1
veSas		veśas	3	4	pariveśas:2|puṣkariṇī:1|yaśa:1
veSin	1	veśin	2	2	latā:1|pariveśas:1
veSI		veśī	2	2	srakti:1|vijñānin:1
veSmaka		veśmaka	2	2	saṁgrāma:1|vikalpin:1
veSmakuliNga		veśmakuliṅga	2	2	hara:1|indra:1
veSman		veśman	466	751	rājan:29|sva:26|pitṛ:23|mahat:10|sarpa:9|jatu:8|kṛ:7|bhū:6|praviś:6|udvij:6|stha:5|dṛś:5
veSya		veśya	8	8	śatatama:1|aṁhas:1|kāśi:1|sarvatāti:1|sakhya:1|vadhū:1|duhitṛ:1|kṣetra:1
veza	1	veṣa	324	532	dhara:20|dhārin:17|strī:16|cāru:11|muni:10|ābharaṇa:9|rājan:8|gopa:6|vāc:5|sva:5|puruṣa:5|tāpasa:4
veza	2	veṣa	324	532	dhara:20|dhārin:17|strī:16|cāru:11|muni:10|ābharaṇa:9|rājan:8|gopa:6|vāc:5|sva:5|puruṣa:5|tāpasa:4
veza	3	veṣa	324	532	dhara:20|dhārin:17|strī:16|cāru:11|muni:10|ābharaṇa:9|rājan:8|gopa:6|vāc:5|sva:5|puruṣa:5|tāpasa:4
vezaRa		veṣaṇa	3	3	randhra:1|bhram:1|tatpara:1
vezin		veṣin	2	3	kāla:2|mahat:1
vezw		veṣṭ	48	53	kṛ:4|vinihan:2|tala:2|kṣiti:1|car:1|pāṁsu:1|vinard:1|paṭa:1|śoka:1|jṛ:1|udīray:1|uraga:1
vezwa		veṣṭa	14	15	lakṣmīveṣṭa:2|śrīrasa:1|nirṛch:1|kaṣṭa:1|mukha:1|oṣṭha:1|karuha:1|sita:1|aṅguli:1|kavara:1|danta:1|tālu:1
vezwaka		veṣṭaka	7	7	lakṣmīveṣṭa:1|upanāhana:1|picchā:1|mocasrāva:1|syandana:1|devī:1|aṅga:1
vezwana		veṣṭana	51	55	piṣṭikā:2|bandhana:2|vepathu:2|ādika:2|vastra:1|rasāveṣṭa:1|pāda:1|prakṛ:1|nagna:1|nāgapāśa:1|sūkṣma:1|sthā:1
vezwasAra		veṣṭasāra	1	1	sveda:1
vezya		veṣya	2	2	hasta:1|daṁsanā:1
vesara		vesara	5	5	utsṛj:1|vāsa:1|sakṛdgarbha:1|sicāna:1|trividha:1
vesavAra		vesavāra	23	27	ānūpa:3|guru:2|ambu:2|kadamba:1|āmiṣa:1|upaskara:1|uṣṇa:1|pācay:1|ādi:1|pūrṇa:1|payas:1|piśita:1
vEkaNka		vaikaṅka	2	2	as:1|maṇiśaila:1
vEkaNkata		vaikaṅkata	5	5	audumbara:1|cūlāṅka:1|vṛkṣīya:1|hrīvera:1|idhma:1
vEkawika		vaikaṭika	4	4	maṇikāra:1|gopakanyā:1|gumphanaka:1|nīlī:1
vEkaraYja		vaikarañja	9	9	nirviṣa:1|pramukha:1|dvādaśan:1|trividha:1|jñā:1|vṛkṣeśaya:1|udbhava:1|mātṛ:1|darvīkara:1
vEkarRa		vaikarṇa	4	4	parṇa:1|saptan:1|śravasyā:1|manas:1
vEkarta		vaikarta	3	4	ardha:2|jana:1|unnetṛ:1
vEkartana		vaikartana	84	181	karṇa:58|rājan:7|vīra:5|yuddha:5|brū:4|pārtha:4|vṛṣan:4|kṛpa:4|drauṇi:3|droṇa:3|ratha:3|sūtaputra:2
vEkalpika		vaikalpika	4	4	ākhyā:1|kloman:1|patha:1|bhūmi:1
vEkalya		vaikalya	76	135	bhū:17|netrī:13|kara:8|karaṇa:6|maraṇa:5|hara:4|indriya:3|smṛti:3|buddhi:3|āhāra:3|artha:2|anyatama:2
vEkArika		vaikārika	63	112	taijasa:10|deva:9|daśan:5|tṛtīya:5|manas:4|kevala:4|bhūta:3|svara:3|smṛ:3|bhū:2|bhāva:2|trividha:2
vEkAlika		vaikālika	2	2	aśuci:1|nṛpa:1
vEkira		vaikira	1	1	as:1
vEkuRWa		vaikuṇṭha	102	133	puruṣottama:7|kṛṣṇa:5|bhagavant:3|puruṣa:3|aparājita:3|indra:3|viṣṭaraśravas:2|loka:2|vacas:2|tva:2|śauri:2|hari:2
vEkfta		vaikṛta	104	167	prākṛta:18|sarga:6|pañcan:4|kaumāra:4|ahaṁkāra:4|ekādaśaka:3|dṛś:3|asādhya:3|sāmānya:3|sāttvika:3|bahu:3|indriya:3
vEkfti		vaikṛti	9	10	guṇa:2|uddhava:1|bhakṣaṇa:1|ābhāsa:1|jagant:1|dā:1|amla:1|ānam:1|i:1
vEkftika		vaikṛtika	2	2	ahaṁkāra:1|pati:1
vEkftya		vaikṛtya	16	17	indriya:2|cāturvarṇya:1|has:1|manas:1|daurbalya:1|svara:1|upapad:1|krauñca:1|mālaka:1|āmāśaya:1|prakṛti:1|karaṇa:1
vEkrAnta		vaikrānta	146	307	sattva:27|bhasman:15|rasa:14|cūrṇa:9|rakta:7|abhraka:6|mākṣika:6|śveta:5|vac:5|vajrābhra:5|vimala:5|ādi:5
vEkrAntaka		vaikrāntaka	27	48	vapus:5|kṛt:3|kānta:3|guṇa:3|triphalā:3|rasa:3|loha:2|vikṛntay:2|aṁśa:2|mṛ:2|ṣaḍguṇa:2|kāntamukha:2
vEklava		vaiklava	2	2	varya:1|vaikṛta:1
vEklavya		vaiklavya	44	50	kārya:3|anuvṛt:2|vinaś:2|ānṛśaṁsya:2|parama:2|sahas:1|āsru:1|anurāga:1|durmanas:1|bāṣpa:1|buddhi:1|utthā:1
vEKarI		vaikharī	10	11	sthūla:2|madhyamā:1|tā:1|vyāvahārika:1|rūpa:1|mahāvidyā:1|agra:1|prakāśay:1|dṛś:1|abhiśabday:1
vEKAnasa		vaikhānasa	51	73	vālakhilya:10|mata:3|māṣa:2|siddha:2|sādhu:2|ṛṣi:2|smṛ:2|vipra:2|parivrāj:2|rājan:2|āśrama:2|puṣkara:2
vEguRya		vaiguṇya	53	61	anila:3|kha:2|jana:2|ādi:2|indriya:2|vāta:2|chidra:2|yugya:1|drākṣā:1|ānuguṇya:1|prājaka:1|sadasant:1
vEGasika		vaighasika	2	2	parighṛṣṭika:1|karaṇa:1
vEcakzaRya		vaicakṣaṇya	12	13	kalā:2|mokṣa:1|samprakṣāla:1|vārttā:1|gaṇikā:1|alabdha:1|sambandha:1|śauṇḍīrya:1|upapad:1|ātman:1|kṛ:1|prakāśay:1
vEcittya		vaicittya	4	4	upalabdhi:1|śoka:1|mohay:1|hetu:1
vEcitra		vaicitra	4	4	jānika:1|kāma:1|hāsya:1|sattva:1
vEcitravIrya		vaicitravīrya	31	47	rājan:7|nṛpati:5|putra:3|vacas:2|mahat:2|puruṣa:2|suta:2|arati:1|yadṛcchā:1|kṛpā:1|pravīra:1|bahu:1
vEcitravIryaka		vaicitravīryaka	1	1	bhūbhuj:1
vEcitravIryin		vaicitravīryin	2	2	rāṣṭra:1|kṣetra:1
vEcitrya		vaicitrya	113	138	bhoga:5|bheda:4|icchā:4|ādi:4|mūrti:3|śaktipāta:3|hetu:3|avasthiti:2|rūpa:2|viśeṣa:2|pāna:2|pada:2
vEjanana		vaijanana	2	2	māsa:1|sva:1
vEjanya		vaijanya	4	5	bhavana:2|dhṛtarāṣṭra:1|kukṣi:1|jana:1
vEjayanta		vaijayanta	3	3	gam:1|dvāra:1|pura:1
vEjayantika		vaijayantika	2	2	patākin:1|vāhana:1
vEjayika		vaijayika	4	4	ādya:1|bhavana:1|vainayika:1|nirgama:1
vEjAtya		vaijātya	3	3	mukha:1|gaja:1|rūpa:1
vEjAna		vaijāna	2	2	vṛśa:1|śakti:1
vEjYAnika		vaijñānika	3	3	varga:1|tryaruṇa:1|prajñā:1
vEqava		vaiḍava	2	2	vasiṣṭha:1|kṛtamukha:1
vEqUrya		vaiḍūrya	182	388	muktā:23|maya:21|nīla:20|vajra:13|sphaṭika:10|gomeda:9|varṇa:9|śaṅkha:9|saṁkāśa:8|citra:8|puṣparāga:7|parvata:5
vEqUryaSiKara		vaiḍūryaśikhara	1	1	svarga:1
vERa		vaiṇa	2	2	śārīra:1|nihan:1
vERava		vaiṇava	10	10	āśvattha:1|kṣīrī:1|hāṭaka:1|plākṣa:1|rāmbha:1|śṛṅga:1|viśvāmitra:1|mṛdaṅga:1|vimocay:1|śaṅkha:1
vERavin		vaiṇavin	2	3	paṇavin:2|nisvana:1
vEReya		vaiṇeya	2	2	śvapāka:1|puṇya:1
vEtaMsika		vaitaṁsika	9	9	rājan:1|paṇavin:1|yoga:1|han:1|car:1|hiṁsā:1|dvija:1|citta:1|sārameya:1
vEtaRqin		vaitaṇḍin	2	2	sūnu:1|caṇḍāla:1
vEtaRqya		vaitaṇḍya	3	7	putra:3|śrama:3|prāp:1
vEtaraRa		vaitaraṇa	4	4	aupadhenava:1|pradā:1|bandhu:1|aurabhra:1
vEtasa		vaitasa	11	15	vṛtti:5|aśvamedha:1|yaṣṭṛ:1|bhāga:1|śārdūla:1|āśraya:1|śākhā:1|nakta:1|camasa:1|ahar:1|nakṣ:1
vEtasta		vaitasta	3	3	visra:1|pramāṇa:1|pravāha:1
vEtastika		vaitastika	5	7	śara:3|sārdha:1|vaṁśa:1|dṛḍha:1|rājan:1
vEtahavya		vaitahavya	15	17	go:2|parābhū:2|bhagavat:1|śnathay:1|yuddha:1|manas:1|sahasra:1|pārthiva:1|vadha:1|bharadvāja:1|ratha:1|aila:1
vEtAna		vaitāna	19	23	karman:4|stha:2|ātman:1|kṣetra:1|saṁgama:1|samāropay:1|vicitra:1|samupahvara:1|mahārha:1|kuśala:1|sambhava:1|pradātṛ:1
vEtAnika		vaitānika	5	10	karman:3|agni:3|śrauta:2|stha:1|kṛ:1
vEtAla		vaitāla	2	2	bhūta:1|gṛhya:1
vEtAlaki		vaitālaki	2	2	krauñca:1|kriyā:1
vEtAlika		vaitālika	9	15	naṭa:3|nartaka:3|sūta:3|pāpa:1|bodhakara:1|svarga:1|gam:1|nādabindu:1|bīja:1
vEtfzRya		vaitṛṣṇya	18	21	go:3|guṇa:2|atitālin:1|bhūmi:1|puruṣa:1|puṇya:1|vac:1|stha:1|viṣaya:1|kāma:1|arjana:1|abhyāsa:1
vEttapAlya		vaittapālya	2	2	vāruṇa:1|akṛta:1
vEdagDya		vaidagdhya	12	12	dina:1|darśay:1|śīla:1|apagama:1|puruṣāyita:1|khyāpana:1|yuvati:1|vrīḍāvat:1|malina:1|samucita:1|suvarṇa:1|khyāti:1
vEdaTina		vaidathina	4	4	gaurivīti:1|śikṣ:1|ṛjiśvan:1|pipru:1
vEdadaSvi		vaidadaśvi	2	2	śata:1|radh:1
vEdanvata		vaidanvata	4	4	dā:1|tapas:1|bhū:1|śuc:1
vEdarBa		vaidarbha	24	27	pṛthivīpati:3|gauḍīya:2|nārī:1|mārga:1|man:1|ādi:1|sādhīyas:1|kathay:1|yuvatī:1|tāta:1|kanyā:1|duhitṛ:1
vEdarBaka		vaidarbhaka	4	5	rājan:2|mūlaka:1|śveta:1|varja:1
vEdala		vaidala	12	13	carman:2|vyākhyā:1|sārikāmukha:1|prabhṛti:1|kanda:1|śāka:1|amla:1|madhu:1|rajju:1|veṇu:1|vastra:1|apaharaṇa:1
vEdika		vaidika	84	152	karman:17|śruti:15|laukika:10|mantra:9|adhyayana:5|ādhyātmika:4|nigama:3|pravṛt:3|vidyā:3|brāhmaṇa:3|yajña:2|tāntrika:2
vEdiSa		vaidiśa	8	9	śatrughātin:2|traipura:1|vac:1|nāmadheya:1|rājan:1|labh:1|saṁvāda:1|vṛt:1
vEdurika		vaidurika	2	2	mantrin:1|śimba:1
vEdula		vaidula	2	2	cūrṇa:1|ah:1
vEduzya		vaiduṣya	4	4	vibodha:1|sarjanāman:1|mūrkha:1|vidvas:1
vEdeSika		vaideśika	5	5	varāsana:1|darpa:1|devara:1|jana:1|vaṇij:1
vEdeha		vaideha	66	104	janaka:22|muni:4|mithilā:4|rājan:3|māgadha:2|bhū:2|śreṣṭha:2|pitṛ:2|sutā:2|parokṣa:2|satya:2|vākya:2
vEdehaka		vaidehaka	32	41	vaiśya:4|caṇḍāla:3|sūta:2|śūdra:2|tāpasa:2|vyañjana:2|kṣattṛ:1|agnihotra:1|prātilomya:1|ambaṣṭhī:1|vaiśyā:1|strīkārya:1
vEdehika		vaidehika	3	3	daurbhāgya:1|sūta:1|andhra:1
vEdya		vaidya	416	653	ātura:15|guṇa:12|rasa:11|dūta:10|karman:9|vṛddha:7|upakaraṇa:7|tapasvin:6|dā:6|kuśala:6|dvijāti:5|vyādhi:5
vEdyaka		vaidyaka	27	30	rasa:3|ādya:2|āyuṣmat:1|sahāya:1|vidvas:1|kula:1|viṣaya:1|praguṇa:1|saṁyuj:1|nirvāhaṇa:1|saṁpraśaṁs:1|aṣṭāṅga:1
vEdyanATa		vaidyanātha	14	16	śrī:2|mahākāla:2|jit:1|satyavat:1|maṇḍala:1|tanaya:1|arogā:1|nihan:1|mitrapada:1|ārogyā:1|mahat:1|nāradeśa:1
vEdyarAja		vaidyarāja	4	4	kara:1|tīrtha:1|vidyā:1|vaidyarāja:1
vEdyaSAstra		vaidyaśāstra	2	2	cāraka:1|upagam:1
vEdyADara		vaidyādhara	11	13	mahat:2|pada:2|siṁhī:1|varṣa:1|jāti:1|yoni:1|pura:1|prāp:1|nija:1|purī:1|nabhas:1
vEdyuta		vaidyuta	56	79	agni:8|mānasa:6|pāvaka:3|jāṭhara:3|pavamāna:2|ambara:2|aśani:2|bhasman:2|prabhā:2|mahat:2|vaidyuta:2|miśray:1
vEdruma		vaidruma	2	2	sphāṭika:1|pada:1
vEDarmya		vaidharmya	44	65	sādharmya:8|puruṣa:3|guṇa:3|karman:3|ah:2|hetu:2|avyakta:2|nitya:2|dravya:2|niṣkriya:2|tā:2|saṁśaya:2
vEDavya		vaidhavya	30	31	janman:2|laṅkā:1|apratiṣedha:1|kṛta:1|mātṛ:1|śoka:1|kāma:1|varṣa:1|nārī:1|duḥkha:1|daiva:1|śabda:1
vEDAtra		vaidhātra	2	2	sanatkumāra:1|sthāna:1
vEDurya		vaidhurya	5	5	dīkṣā:1|bādhaka:1|daivata:1|kṣaṇa:1|abhāva:1
vEDfta		vaidhṛta	2	2	parigha:1|divyatejas:1
vEDfti		vaidhṛti	5	6	viṣṭi:2|dina:1|pāpa:1|riktā:1|vāsara:1
vEDyata		vaidhyata	2	2	pratīhāra:1|kāraṇa:1
vEnateya		vainateya	113	147	mahat:6|pakṣin:5|bhaya:5|uraga:4|tārkṣya:3|ākāśa:3|garuḍa:3|śakti:3|sura:2|amṛta:2|gati:2|tarasvin:2
vEnayika		vainayika	17	18	śāstra:2|daṇḍa:1|bhaya:1|svaja:1|kriyā:1|sāṁsiddhika:1|āgam:1|prākṛta:1|guṇa:1|manas:1|vyāpāra:1|guru:1
vEnAyaka		vaināyaka	9	10	tīrtha:2|buddhi:1|vrata:1|bhadreśvara:1|araṇya:1|śiva:1|agni:1|gaṇa:1|mahī:1
vEnASika		vaināśika	5	5	ādi:1|loka:1|dānava:1|acetana:1|prajā:1
vEnItaka		vainītaka	2	2	vāhana:1|caitanya:1
vEneya		vaineya	17	35	vatsa:13|buddha:2|bhagavant:2|jana:2|prābhṛta:2|kāla:2|śrāvaka:2|astrī:1|udāra:1|apekṣā:1|caura:1|sammukha:1
vEnDya		vaindhya	3	3	vana:1|āgneya:1|mānasa:1
vEnya		vainya	73	107	pṛthu:14|pratāpavat:4|mahat:3|rājan:3|yajña:3|vena:3|rājarṣi:2|go:2|upākhyāna:2|prajā:2|as:2|dhanuṣkoṭi:2
vEpaYcika		vaipañcika	2	2	naimittika:1|svapna:1
vEparItya		vaiparītya	44	51	doṣa:3|bala:2|vyādhi:2|gonasī:2|lajjālu:2|āhvā:2|varṇa:1|vatsa:1|yoga:1|nyāsa:1|vad:1|sattva:1
vEpAdika		vaipādika	2	2	pāda:1|maṇḍala:1
vEpulya		vaipulya	18	21	mahat:2|bhikṣu:2|sūtra:2|maṇḍala:1|phala:1|śrī:1|śaśin:1|ekonaṣaṣṭi:1|āyus:1|śabda:1|śītaraśmi:1|tamas:1
vEPalya		vaiphalya	17	17	garbha:1|manuṣya:1|guṇa:1|dṛś:1|śoṣa:1|guṇin:1|bhū:1|karman:1|navan:1|anukrośa:1|ubhaya:1|āyāsa:1
vEbADa		vaibādha	3	3	śatru:1|vimanas:1|śṛ:1
vEbuDa		vaibudha	2	2	sukṛtin:1|nivartana:1
vEBava		vaibhava	1	1	tripañcāśattama:1
vEBAzika		vaibhāṣika	2	2	kāśmīra:1|as:1
vEBItaka		vaibhītaka	5	5	pathya:1|samidh:1|masī:1|surā:1|taila:1
vEBUvasa		vaibhūvasa	2	2	bhūri:1|mada:1
vEBrAja		vaibhrāja	19	26	saptama:4|paścima:3|ākhyā:2|śaila:2|parvata:1|saṁyuj:1|cārin:1|kāmaga:1|anagha:1|gaṇapa:1|ketumāla:1|pāñcāla:1
vEmada		vaimada	6	8	viriphita:3|ājya:1|mūrdhan:1|rūpa:1|sūkta:1|virāj:1
vEmanasya		vaimanasya	14	14	caturtha:1|yoni:1|yathākāma:1|bhāryā:1|puṇya:1|vraj:1|vināśana:1|duḥkha:1|viṣaya:1|ja:1|vihṛdaya:1|jantu:1
vEmalya		vaimalya	26	29	indriya:3|manas:2|mukha:1|mahat:1|kārin:1|vṛṣan:1|pāda:1|bala:1|sneha:1|pakṣa:1|rasa:1|madhura:1
vEmAtra		vaimātra	3	4	bhrātṛ:2|pitṛ:1|lakṣmaṇa:1
vEmAtreya		vaimātreya	2	2	mātṛṣvasṛ:1|kāraṇa:1
vEmAnika		vaimānika	25	33	gaṇa:5|sura:3|deva:2|bhū:2|vipra:1|vimātṛ:1|mahātman:1|sarga:1|piśāca:1|graha:1|vidura:1|smṛ:1
vEmuKya		vaimukhya	12	15	vidhi:4|yuddha:1|brahman:1|śrama:1|pṛṣṭha:1|vighna:1|prayam:1|bhāva:1|śara:1|darśay:1|satya:1|helā:1
vEyagrya		vaiyagrya	4	4	nirdeśa:1|mūrtimat:1|ādi:1|āsthā:1
vEyaDikaraRya		vaiyadhikaraṇya	2	2	vyākhyā:1|kathay:1
vEyamaka		vaiyamaka	1	1	śūra:1
vEyarTya		vaiyarthya	17	20	tā:2|āpatti:2|ārambha:2|dhārṣṭya:1|īśvara:1|svīkaraṇa:1|asat:1|akarmaka:1|utpāda:1|nitya:1|pāṭha:1|antara:1
vEyaSva		vaiyaśva	7	8	vaiyaśva:2|kiṅkiṇīkāśrama:1|ṛṣi:1|brāhmaṇa:1|damya:1|daśama:1|nara:1
vEyAkaraRa		vaiyākaraṇa	5	5	vaiyaśva:1|vyākaraṇa:1|ākhyā:1|nipāta:1|vac:1
vEyAKya		vaiyākhya	3	3	itihāsa:1|udātta:1|vividha:1
vEyAGra		vaiyāghra	40	57	parivāraṇa:8|carman:5|ratha:3|kośa:2|diś:2|saṁkāśa:2|dvaipa:2|rudhira:1|kurusattama:1|rājanya:1|vas:1|mārga:1
vEyAGrapadya		vaiyāghrapadya	13	18	gośruti:2|vac:2|ātman:2|āśvatarāśvi:2|arka:2|añ:1|sakhi:1|sogra:1|brāhmaṇa:1|vipra:1|divya:1|upamanyu:1
vEyAtya		vaiyātya	4	4	paribhava:1|anavasthā:1|śasi:1|surata:1
vEyAsaki		vaiyāsaki	14	15	bhagavat:2|putra:1|śuka:1|avyaya:1|āpad:1|nṛpa:1|dhīmat:1|jñāna:1|śiṣya:1|khaga:1|ṛṣi:1|ātman:1
vEyAsi		vaiyāsi	2	2	divya:1|bhagavat:1
vEyAsika		vaiyāsika	1	1	kara:1
vEra		vaira	387	631	mahat:19|pāṇḍava:14|kṛ:11|rājan:10|anta:9|anubandha:8|anyonya:6|putra:6|agni:6|anusmṛ:6|bhārata:6|puruṣa:5
vErawwI		vairaṭṭī	2	2	saṁjayin:1|lip:1
vEraRI		vairaṇī	6	6	puṣkariṇī:1|kirīṭin:1|kanyā:1|cākṣuṣa:1|sahasra:1|prajāpati:1
vErantya		vairantya	5	5	putra:1|caṇḍāla:1|taru:1|nūpura:1|ketana:1
vEraSudDi		vairaśuddhi	1	1	as:1
vErasya		vairasya	49	100	āsya:24|mukha:11|mala:4|vaktra:4|śvāsa:3|aruci:3|śarīra:2|makṣikā:2|daurgandhya:2|tṛṣṇā:2|kalka:2|śruti:2
vErahatya		vairahatya	1	1	sampad:1
vErAgya		vairāgya	183	339	jñāna:53|aiśvarya:31|dharma:9|doṣa:5|bhakti:5|yoga:5|kāma:5|namas:5|abhyāsa:4|vijñāna:4|prakṛti:4|vairāgya:4
vErAgyatA		vairāgyatā	2	2	jñāna:1|jan:1
vErAja		vairāja	63	103	puruṣa:7|anna:6|virāj:5|deva:5|bṛhant:5|prajāpati:4|anuṣṭubh:3|uttara:3|rathaṁtara:3|mahat:2|gaṇa:2|sadana:2
vErAwa		vairāṭa	8	10	parvan:3|rathaṁtara:1|anantara:1|vipula:1|bhūpa:1|kuṇḍabheda:1|parama:1|dīrghalocana:1
vErAwaka		vairāṭaka	3	3	kardamaka:1|pauruṣa:1|mustaka:1
vErAwi		vairāṭi	35	51	uttara:6|pārtha:4|brū:4|arjuna:4|bhaya:2|savyasācin:2|rājadhānī:1|aṅga:1|pṛthivīṁjaya:1|bībhatsu:1|aparājita:1|vṛkṣa:1
vErAma		vairāma	1	1	uttara:1
vEriYca		vairiñca	4	4	audumbara:1|śaṁkara:1|agni:1|vālakhilya:1
vEriYcya		vairiñcya	4	4	vāha:1|āsana:1|viriñca:1|pakṣa:1
vEriRa		vairiṇa	2	2	adṛṣṭa:1|vīra:1
vErin		vairin	145	191	atyanta:10|kṛ:5|pakṣa:4|rājan:3|nitya:3|śatru:3|vaira:3|sahāya:3|tā:3|hariṇa:2|gulma:2|bhrātṛ:2
vErUpa		vairūpa	34	53	rathaṁtara:5|sāman:4|atirātra:3|bṛhant:3|parjanya:2|ghoṣa:2|parokṣa:2|vairāja:2|rāthaṁtara:2|pṛṣṭha:2|dvādaśan:2|paśu:2
vErUpAkza		vairūpākṣa	2	2	idhma:1|sura:1
vErUpya		vairūpya	38	45	jarā:4|maraṇa:3|bhuj:2|gajānana:2|prathama:1|deśika:1|avasthāna:1|deha:1|manas:1|aṅga:1|vināśa:1|paś:1
vErUpyatA		vairūpyatā	2	2	gātra:1|gam:1
vErekIya		vairekīya	1	1	bhū:1
vErecana		vairecana	13	15	dravya:3|yoga:1|śubha:1|vaidala:1|sarpis:1|trivṛt:1|dhūma:1|sidh:1|upalepa:1|bṛhatī:1|vāmanīya:1|śleṣman:1
