k1	hom	lemma_iast	total_occ	cooccur	collocates
vftaMcaya		vṛtaṁcaya	1	1	māruta:1
vftA		vṛtā	2	2	samāna:1|mṛga:1
vfti	1	vṛti	2	3	vṛti:2|nahi:1
vfti	2	vṛti	2	3	vṛti:2|nahi:1
vftta		vṛtta	547	1006	sat:38|śīla:31|rājan:23|loka:18|śruta:16|dharma:15|brāhmaṇa:12|kula:11|ārya:10|guṇa:10|mahat:10|svastha:10
vfttaka		vṛttaka	2	2	aṇu:1|kāya:1
vfttakarkawI		vṛttakarkaṭī	2	2	ṣaḍrekhā:1|śruti:1
vfttaguRqa		vṛttaguṇḍa	1	1	tiktā:1
vfttataRqula		vṛttataṇḍula	2	2	śikharin:1|vṛtta:1
vfttaparRI		vṛttaparṇī	4	4	tṛtīya:1|atigandhālu:1|devī:1|śvetapuṣpā:1
vfttapuzpa		vṛttapuṣpa	11	11	madhupuṣpa:1|dṛś:1|kadamba:1|saptadaśan:1|laghupuṣpa:1|surabhi:1|vānīra:1|viṣaghna:1|śākhāla:1|bhadrataruṇī:1|gandharāja:1
vfttaPala	1	vṛttaphala	2	2	yavaneṣṭa:1|vanavāsinī:1
vfttaPala	2	vṛttaphala	2	2	yavaneṣṭa:1|vanavāsinī:1
vfttabIja		vṛttabīja	4	4	karaparṇa:1|śākāṅga:1|sukumāra:1|ekādaśan:1
vfttabIjakA		vṛttabījakā	2	2	pāṇḍuraphalī:1|atikesara:1
vfttamallikA		vṛttamallikā	5	5	ādi:1|dhūsarā:1|muktābhā:1|atyarka:1|uṣṇa:1
vfttAkzepa		vṛttākṣepa	1	1	āśīrvāda:1
vfttAnta		vṛttānta	287	421	sva:15|bahu:12|evamprāya:10|niveday:8|pracch:7|loka:7|nija:7|kathay:7|rājan:6|kovida:4|śru:4|śrāvay:4
vftti		vṛtti	1032	2061	artha:52|guru:33|ātman:31|uñcha:27|citta:26|krama:21|brāhmaṇa:19|guṇa:18|ādi:17|bhū:16|śūdra:15|vaiśya:15
vfttikara		vṛttikara	3	3	dharā:1|strī:1|loka:1
vfttitA		vṛttitā	2	2	indriya:1|nārī:1
vfttisTa		vṛttistha	1	1	apoha:1
vfttervAru		vṛttervāru	2	2	madhupākā:1|nara:1
vftra		vṛtra	376	950	indra:89|han:74|vadha:25|bala:25|hantama:24|hatya:23|vāsava:19|śakra:18|samad:15|deva:15|saṁjit:14|mahat:13
vftratUrya		vṛtratūrya	19	25	indra:4|manas:2|mahat:2|brahman:2|ap:1|udyam:1|sṛj:1|viśvāyu:1|deva:1|yaj:1|vāja:1|śambhu:1
vftravErin		vṛtravairin	2	2	kṣaṇa:1|nāsatya:1
vftraSatru		vṛtraśatru	12	12	preman:1|praṇam:1|pada:1|arjuna:1|pakṣacchid:1|muc:1|vīra:1|kuliśa:1|vṛnda:1|indra:1|nārada:1|nad:1
vftraha		vṛtraha	4	5	śavas:2|marut:1|prāp:1|jyeṣṭha:1
vftrahan		vṛtrahan	129	196	indra:17|savana:9|soma:7|anedya:6|bhū:5|śūra:5|marut:3|dāna:3|vṛtra:3|arvāvat:3|śatakratu:3|bāhu:2
vftrAri		vṛtrāri	6	6	tapas:1|vāsava:1|sahāya:1|darśana:1|kopa:1|avirala:1
vfTAzah		vṛthāṣah	2	2	yoni:1|antaḥkaraṇa:1
vfdDa	1	vṛddha	13	14	śilāpuṣpa:2|gṛha:1|śilaja:1|pūjā:1|kālānusārya:1|aśmapuṣpa:1|madhya:1|kālānusāryaka:1|sthavira:1|palita:1|śailaja:1|yauvana:1
vfdDa	2	vṛddha	13	14	śilāpuṣpa:2|gṛha:1|śilaja:1|pūjā:1|kālānusārya:1|aśmapuṣpa:1|madhya:1|kālānusāryaka:1|sthavira:1|palita:1|śailaja:1|yauvana:1
vfdDakzatra		vṛddhakṣatra	17	19	dāyāda:2|paurava:2|takṣan:1|saindhava:1|utsaṅga:1|vana:1|kāla:1|bhārata:1|mahīpati:1|japya:1|nṛpati:1|pāpa:1
vfdDagonasa		vṛddhagonasa	2	2	gonasa:1|agra:1
vfdDadAra		vṛddhadāra	1	1	ādya:1
vfdDadAraka		vṛddhadāraka	11	12	bīja:2|āvegī:1|samudrāntā:1|vārāhī:1|ṛkṣagandhā:1|ādi:1|mūla:1|gokarṇaka:1|sarpis:1|āmalaka:1|guḍūcī:1
vfdDadAru		vṛddhadāru	1	1	jāṅgala:1
vfdDadyumna		vṛddhadyumna	1	1	gaupalāyana:1
vfdDaprapitAmaha		vṛddhaprapitāmaha	2	2	bhāj:1|vṛścīra:1
vfdDavfzRa		vṛddhavṛṣṇa	2	2	satpati:1|vaṇij:1
vfdDaSarman		vṛddhaśarman	5	7	nahuṣa:2|śrīmat:2|putra:1|raji:1|pratāpavat:1
vfdDaSravas		vṛddhaśravas	3	3	indra:1|sunāsīra:1|bāhudanteya:1
vfdDi		vṛddhi	749	1682	kṣaya:83|kara:60|vīrya:35|hrāsa:31|krama:23|sthāna:23|artha:21|guṇa:19|bhū:18|hāni:17|vāta:16|māsa:15
vfdDika		vṛddhika	3	4	ṛddhi:2|pāṇḍura:1|śeṣa:1
vfdDida		vṛddhida	3	3	hrasvāṅga:1|avakraya:1|jīvada:1
vfdDipattra		vṛddhipattra	13	15	maṇḍalāgra:2|tīkṣṇa:2|lekhana:1|maṅgalyā:1|karman:1|nakhaśastra:1|bhedana:1|vṛnta:1|sevanī:1|dāray:1|matimat:1|kṣura:1
vfdDiSrAdDa		vṛddhiśrāddha	5	5	ābhyudayika:1|vyādhihantṛ:1|sāmānya:1|vac:1|ādi:1
vfdDokza		vṛddhokṣa	2	3	vṛddhokṣa:2|mahokṣa:1
vfdDyAjIva		vṛddhyājīva	1	1	vārddhuṣika:1
vfD		vṛdh	21	31	payas:4|indra:3|sahas:2|vayas:2|namas:2|āhuti:2|panipn:2|ī:1|haviṣmat:1|āpathi:1|brahmaṇaspati:1|yahva:1
vfDa		vṛdha	48	61	indra:6|namas:5|as:2|avitṛ:2|sakhi:2|deva:2|śūṣa:1|bhuraj:1|vāja:1|arka:1|citrabhānu:1|hava:1
vfDIka		vṛdhīka	1	1	ṛdūvṛdh:1
vfDu		vṛdhu	2	2	vṛtu:1|vṛdhu:1
vfnta		vṛnta	66	103	phala:9|puṣpa:6|agra:6|palāśa:5|bījapūra:4|randhraka:2|madhya:2|śālmalī:2|kāray:2|tala:2|tāla:2|śālmali:2
vfntaka		vṛntaka	2	2	dīrgha:1|madhuparṇikā:1
vfntAka		vṛntāka	41	60	ākāra:8|phala:5|sthūla:5|pathya:2|mūṣā:2|karīra:2|vṛntākamūṣā:2|nidrālu:1|nālī:1|śveta:1|mahoṭikā:1|suniṣaṇṇaka:1
vfnda		vṛnda	220	283	megha:8|ratha:8|aśva:8|sura:5|jana:5|vṛnda:3|indra:3|bandin:3|śakti:2|muni:2|yogin:2|arbuda:2
vfndAra		vṛndāra	2	2	siddha:1|ālaya:1
vfndAraka		vṛndāraka	26	28	vīra:2|yuvan:2|maghavan:1|vand:1|dīrgha:1|ajara:1|pra:1|pāda:1|madana:1|daivata:1|pāśin:1|maṇi:1
vfndAraRya		vṛndāraṇya	1	1	devī:1
vfndAvana		vṛndāvana	42	53	vana:6|rādhā:2|bhū:2|vipina:2|antara:2|kṛṣṇa:2|ramya:2|smaraṇa:1|surabhi:1|preṣṭhatama:1|gocara:1|śuṣka:1
vfndin		vṛndin	1	1	aśva:1
vfSa		vṛśa	1	1	sumanas:1
vfScana		vṛścana	1	1	niryāsa:1
vfScika		vṛścika	2	2	pṛṣṭha:1|recay:1
vfScikarRI		vṛścikarṇī	2	2	bahukarṇikā:1|ahi:1
vfScikAlI		vṛścikālī	50	59	pattra:3|pañcāṅgula:2|vṛścīva:2|rāsnā:2|prakīrya:2|haṁsapādī:2|piṇḍa:2|drava:2|prabhava:1|kolī:1|uṣṭradhūmaka:1|kuṭaja:1
vfScIra		vṛścīra	11	16	punarnavā:6|arka:1|śatapuṣpā:1|kaṇṭakārikā:1|phalgu:1|vṛddhadāra:1|darbha:1|dāruharidrā:1|vṛṣa:1|vibhītaka:1|aśvagandhā:1
vfza	1	vṛṣa	2	2	garuḍa:1|aindra:1
vfza	2	vṛṣa	2	2	garuḍa:1|aindra:1
vfzaka		vṛṣaka	34	50	acala:10|bhrātṛ:4|rājan:3|rohiṣa:2|ratha:2|ādi:1|mātṛ:1|karkaṭa:1|vūṣaka:1|bala:1|āṭarūṣaka:1|bhārgī:1
vfzakarRI		vṛṣakarṇī	4	6	busa:2|kaṭphala:2|upalabhedaka:1|ākhukarṇī:1
vfzakarman		vṛṣakarman	2	2	puṇḍarīkākṣa:1|cūḍākaraṇa:1
vfzaketana		vṛṣaketana	8	8	rājarṣi:1|kaṭphala:1|rākṣasa:1|stu:1|vāc:1|chanday:1|mahādeva:1|prāh:1
vfzaketu		vṛṣaketu	4	4	vṛṣaka:1|vami:1|uṅkāra:1|anala:1
vfzagaRa		vṛṣagaṇa	2	2	asta:1|vṛṣa:1
vfzaganDA		vṛṣagandhā	6	7	ākhyā:2|gajavājīṣṭā:1|snā:1|bastāntrī:1|ikṣugandhikā:1|vastāntrī:1
vfzaRa		vṛṣaṇa	119	181	meḍhra:8|vaṅkṣaṇa:6|gulpha:5|meṣa:5|hari:3|vyutkrama:3|liṅga:3|vṛkka:3|śiśna:3|añjali:3|vedanā:3|sevanī:3
vfzaRakacCU		vṛṣaṇakacchū	3	3	ahipūtana:1|pītavat:1|gudabhraṁśa:1
vfzaRaSva		vṛṣaṇaśva	3	3	menā:1|acala:1|kratu:1
vfzaRvasu		vṛṣaṇvasu	28	32	ratha:3|vāha:2|vṛṣan:2|ap:1|marut:1|sūryāmāsa:1|ādhṛṣ:1|takṣ:1|suṣṭubh:1|atri:1|yajña:1|pā:1
vfzadaMSa		vṛṣadaṁśa	17	21	mukha:3|viṣ:2|vipāka:2|mūṣakārāti:1|yā:1|nirmoka:1|biḍālaka:1|māṁsī:1|payas:1|vaktra:1|śakṛt:1|añjana:1
vfzadaMSaka		vṛṣadaṁśaka	2	4	mārjāra:2|ākhubhuj:2
vfzadarBa		vṛṣadarbha	2	3	śibi:2|klība:1
vfzadevA		vṛṣadevā	1	1	vac:1
vfzaDvaja	1	vṛṣadhvaja	1	2	tīrtha:2
vfzaDvaja	2	vṛṣadhvaja	1	2	tīrtha:2
vfzaDvANkzI		vṛṣadhvāṅkṣī	4	4	śiśirā:1|śibi:1|jīmūta:1|kaccharuhā:1
vfzan		vṛṣan	427	836	vṛṣan:37|indra:37|soma:25|hari:24|mada:17|aśva:14|ratha:12|citra:11|śuṣma:11|agni:11|aruṣa:10|vajra:10
vfzapati		vṛṣapati	2	2	accha:1|jalada:1
vfzapattrikA		vṛṣapattrikā	2	2	meṣāntrī:1|mukha:1
vfzaparRI		vṛṣaparṇī	1	1	nākulī:1
vfzaparvan		vṛṣaparvan	58	114	duhitṛ:18|vac:8|as:7|svarbhānu:4|śukra:3|nagara:3|praviś:3|bāndhava:3|sutā:3|tanayā:3|vṛ:2|samīpa:2
vfzapARa		vṛṣapāṇa	2	2	indra:1|prajā:1
vfzapsu		vṛṣapsu	2	2	amavat:1|marut:1
vfzaBa		vṛṣabha	414	695	go:31|śṛṅga:14|indra:12|akṣa:10|carṣaṇi:9|div:9|vṛṣan:9|soma:8|skandha:7|rājan:7|mahat:7|vṛṣabha:6
vfzaBagati		vṛṣabhagati	2	2	asi:1|asra:1
vfzaBaDvaja		vṛṣabhadhvaja	90	115	bhagavant:4|deva:3|sahasra:3|stu:3|bhū:3|prīti:2|deveśa:2|mahādeva:2|nam:2|sampūjay:2|tīrtha:2|śaṁkara:2
vfzaBANka		vṛṣabhāṅka	11	12	sadas:2|vṛṣabha:1|vismaya:1|maulīndu:1|śaṅkin:1|sura:1|pinākin:1|ātman:1|niveśana:1|sureśvara:1|divya:1
vfzamaRas		vṛṣamaṇas	4	4	śūra:1|svapnas:1|dasyu:1|sindhu:1
vfzamaRyu		vṛṣamaṇyu	2	2	samāna:1|ahaṁyu:1
vfzayu		vṛṣayu	2	2	yūtha:1|go:1
vfzaraTa		vṛṣaratha	1	1	rājan:1
vfzarAjaketana		vṛṣarājaketana	2	2	smita:1|śārṅgeṣṭā:1
vfzala		vṛṣala	65	83	tva:6|saṁnidhi:3|deva:3|brāhmaṇa:3|brāhmaṇī:3|grāma:2|ajñāta:2|gam:2|adhārmika:2|dvija:2|hiṁsra:1|su:1
vfzavAhana		vṛṣavāhana	31	35	vac:2|as:2|subīja:2|vareṇya:2|vāc:1|samālamb:1|mārtaṇḍa:1|stu:1|pinākin:1|da:1|īśāna:1|utsaṅga:1
vfzaSipra		vṛṣaśipra	2	2	dāsa:1|saniṣyu:1
vfzaSuzma		vṛṣaśuṣma	1	1	kṛtāñjali:1
vfzasena		vṛṣasena	84	132	karṇa:13|mahat:7|śara:6|nakula:6|śalya:3|madra:3|saptan:3|saṁyuga:3|sātyaki:3|vīra:3|vadha:2|putra:2
vfzAkapAyI		vṛṣākapāyī	1	1	śacīpati:1
vfzAkapi		vṛṣākapi	50	64	vārṣākapa:4|nyāya:4|śambhu:3|indra:3|evayāmarut:3|devadeva:2|vālakhilyā:2|gavākṣa:1|jayanta:1|īśa:1|śamīgarbha:1|devī:1
vfzAkara		vṛṣākara	3	3	kuruvinda:1|dṛś:1|dhānyavīra:1
vfzANka		vṛṣāṅka	31	32	deva:2|jagadguru:1|pā:1|mahīdhara:1|pavitra:1|bahuvidha:1|śaṁkara:1|samara:1|gaṇa:1|saṁvādin:1|viśveśa:1|adhyakṣa:1
vfzARqa		vṛṣāṇḍa	2	2	pratiśauri:1|as:1
vfzAdarBi		vṛṣādarbhi	22	25	yuvanāśva:2|vac:2|yātudhānī:2|revatī:1|rājarṣi:1|ratna:1|prasenajit:1|śaibya:1|saṁvāda:1|dṛś:1|bhṛtya:1|nāman:1
vfzAntaka		vṛṣāntaka	3	3	rudra:1|viṣkara:1|ari:1
vfzAmitra		vṛṣāmitra	2	2	ūrdhvaretas:1|prāduras:1
vfzAyuD		vṛṣāyudh	1	1	yātudhānī:1
vfzArava		vṛṣārava	1	1	vadhri:1
vfzotsarga		vṛṣotsarga	17	17	kārttikī:1|kapilā:1|pradāna:1|nakta:1|rāja:1|tāta:1|asmāhaka:1|kāray:1|puṇya:1|ekaviṁśati:1|pitṛ:1|pāpa:1
vfzodara		vṛṣodara	2	2	vṛṣaparvan:1|suhotra:1
vfzwi		vṛṣṭi	489	985	śara:86|puṣpa:53|śastra:32|mahat:17|aśman:15|megha:13|vāta:13|vṛṣṭi:9|jñāna:9|sarjana:8|parjanya:8|bāṇa:8
vfzwivani		vṛṣṭivani	4	4	madhumat:1|vaikarañja:1|tīvra:1|pada:1
vfzRi		vṛṣṇi	309	656	andhaka:97|kula:19|pravīra:18|bhoja:15|puṁgava:14|siṁha:13|śārdūla:12|pāṇḍava:11|pravara:10|vaṁśa:8|mahat:8|cakra:7
vfzRimant		vṛṣṇimant	5	7	suṣeṇa:3|citraratha:1|sva:1|śucidrava:1|śucidratha:1
vfzRya		vṛṣṇya	47	75	soma:6|vṛṣan:5|śata:5|vid:5|śavas:4|kṛ:4|indra:2|pauṁsya:2|maghavan:2|samokas:2|parāñc:2|vasudeva:1
vfzya	1	vṛṣya	52	89	prayoga:9|kara:7|yoga:7|rasāyana:5|ādi:5|da:2|prada:2|uttama:2|prabhāva:2|trividha:2|balya:2|pakṣa:2
vfzya	2	vṛṣya	52	89	prayoga:9|kara:7|yoga:7|rasāyana:5|ādi:5|da:2|prada:2|uttama:2|prabhāva:2|trividha:2|balya:2|pakṣa:2
vfzyakandA		vṛṣyakandā	7	8	vidārī:2|prajā:1|vṛṣyavallī:1|viḍālī:1|mahāvṛṣyā:1|vidālikā:1|kharjūrī:1
vfzyaganDikA		vṛṣyagandhikā	2	2	bhūribalā:1|vidārī:1
vfzyavallikA		vṛṣyavallikā	1	1	viḍālī:1
vekzaRa		vekṣaṇa	2	2	pāriṇāhya:1|asura:1
vega		vega	1040	2502	mahat:242|vāyu:63|bhīma:44|viṣa:28|nadī:26|gadā:24|ugra:22|vajra:21|ratha:20|bala:19|vāta:18|ūru:17
vegadarSin		vegadarśin	5	10	vānara:4|suṣeṇa:3|pracchid:1|durmukha:1|hanumant:1
vegavant		vegavant	39	49	sutā:4|pracch:3|gaganamūrdhan:2|brū:2|vegavatī:2|mahāraudra:2|budha:2|varṣa:1|daiteya:1|rājan:1|kaunteya:1|ṛṣabha:1
vegasara		vegasara	2	2	aśvatara:1|bhīmasena:1
vegita		vegita	65	71	vega:3|kārya:2|krudh:2|āpat:2|ratha:2|jaṅghāla:1|daivata:1|prāṇa:1|apakṛṣ:1|kṣip:1|mṛgavyādha:1|śara:1
vegin		vegin	48	62	vāyu:7|mahat:3|suparṇa:2|yamalā:2|tā:2|liṅga:2|varjay:2|vāta:2|icchā:1|aśvā:1|tarasvin:1|mahāsiddha:1
vegihariRa		vegihariṇa	2	2	javanī:1|vānara:1
veNkawa		veṅkaṭa	2	2	śrīraṅga:1|sah:1
veRa		veṇa	15	16	putra:2|suvarṇakartṛ:1|kuliṅgā:1|ambaṣṭhī:1|śastra:1|carmakārya:1|vac:1|bhāṇḍa:1|apatya:1|kāṇḍa:1|vijan:1|aṅga:1
veRika		veṇika	2	2	śūrasena:1|putra:1
veRikA		veṇikā	8	8	caila:1|kukura:1|ādi:1|māṣa:1|khaḍga:1|mantra:1|gaṇḍikā:1|cāmara:1
veRI		veṇī	79	92	dhara:4|dīrgha:3|udgrathana:3|garāgarī:2|sītā:2|kaṇṭha:2|śiras:2|keśānta:2|ratna:2|karkoṭī:1|amṛtā:1|jīmūtaka:1
veRIsaMhAra		veṇīsaṁhāra	2	2	kavi:1|mūrdhaja:1
veRu		veṇu	193	295	vīṇā:24|kīcaka:7|vana:6|śaṅkha:6|mṛdaṅga:6|dāru:5|dala:4|nāla:4|svana:4|ikṣu:3|yavaphala:3|gulma:3
veRuka		veṇuka	3	3	totra:1|karkara:1|ālāna:1
veRukAra		veṇukāra	2	3	kula:2|tūrya:1
veRuja		veṇuja	1	1	saptan:1
veRujaNGa		veṇujaṅgha	2	2	karkara:1|kula:1
veRupa		veṇupa	2	2	cūcupa:1|kalāpa:1
veRupattraka		veṇupattraka	2	2	mahāpanasa:1|piṇḍā:1
veRubIja		veṇubīja	1	1	veṇuja:1
veRumaRqala		veṇumaṇḍala	2	3	dvitīya:2|vaṁśaja:1
veRumant		veṇumant	6	9	udbhida:3|dvairatha:2|kamaṇḍalu:1|udbheda:1|samegha:1|aśvaratha:1
veRuyava		veṇuyava	12	12	balya:1|rasa:1|man:1|apaha:1|madhura:1|godhūma:1|dā:1|mukundaka:1|sev:1|rūkṣa:1|prabhṛti:1|vīrya:1
veRuvana		veṇuvana	8	23	rājagṛha:9|kalandaka:7|kalandakanivāpa:2|adhivāsanā:1|bhagavant:1|vaijayanta:1|evaṁvidha:1|patākā:1
veRuvIRADarA		veṇuvīṇādharā	1	1	kalandakanivāpa:1
veRuhaya		veṇuhaya	4	5	rājan:2|haya:1|bhāṇḍa:1|hehaya:1
veta		veta	2	2	vetra:1|dṛś:1
vetana		vetana	80	120	bhakta:12|dviguṇa:5|dā:4|kāla:3|labh:3|ubhaya:3|yathocita:2|bhṛ:2|śata:2|droṇa:2|as:2|pradā:2
vetanin		vetanin	3	3	kupya:1|karman:1|vetanin:1
vetasa		vetasa	85	115	khaga:4|vidula:3|nicula:3|bījapūra:3|plakṣa:3|jambīra:3|tvac:3|vaṭa:2|kāñjika:2|valkala:2|āmra:2|madhya:2
vetasAmla		vetasāmla	22	30	aha:4|cāṅgerī:3|saṁyoga:3|bhāvay:2|atikram:1|danta:1|śatavedhin:1|peṣay:1|marday:1|kāsa:1|prayoga:1|āmalaka:1
vetasinI		vetasinī	2	2	vedasmṛtī:1|cūrṇa:1
vetasu		vetasu	5	5	pitṛ:1|tridivā:1|abhiṣṭi:1|tugra:1|daśan:1
vetA		vetā	2	2	hiṅguniryāsa:1|yogidaṇḍa:1
vetAla		vetāla	78	104	bhūta:7|bhairava:5|piśāca:3|yantra:3|tāla:3|guhyaka:2|yakṣa:2|pāpa:2|māyā:2|rākṣasa:2|rājan:2|vīra:2
vetAlajananI		vetālajananī	2	2	sameḍī:1|naḍvala:1
vetra		vetra	78	111	agra:7|latā:7|pāśa:6|jharjhara:3|daṇḍa:2|śāka:2|hasta:2|pāṇin:2|heman:2|aṅga:2|phala:2|karīra:2
vetrakIya		vetrakīya	1	1	argha:1
vetrAvatI		vetrāvatī	3	3	stanya:1|kara:1|kṣaudravatī:1
vetrAsana		vetrāsana	2	2	parṇāśā:1|āsana:1
vetrin		vetrin	8	8	ga:1|vṛkodara:1|jña:1|dhūtika:1|kopa:1|ādara:1|nāman:1|kṣip:1
veda	1	veda	10	10	āruṇi:1|sphaṭika:1|dhaumya:1|bhū:1|vatsa:1|parīkṣā:1|ās:1|kāla:1|uttaṅka:1|brāhmaṇa:1
veda	2	veda	10	10	āruṇi:1|sphaṭika:1|dhaumya:1|bhū:1|vatsa:1|parīkṣā:1|ās:1|kāla:1|uttaṅka:1|brāhmaṇa:1
veda	3	veda	10	10	āruṇi:1|sphaṭika:1|dhaumya:1|bhū:1|vatsa:1|parīkṣā:1|ās:1|kāla:1|uttaṅka:1|brāhmaṇa:1
veda	4	veda	10	10	āruṇi:1|sphaṭika:1|dhaumya:1|bhū:1|vatsa:1|parīkṣā:1|ās:1|kāla:1|uttaṅka:1|brāhmaṇa:1
vedaka		vedaka	15	17	vedanā:2|śrotṛ:2|anta:1|bala:1|vedya:1|parama:1|dvaya:1|upāroha:1|sattā:1|śūnya:1|yukti:1|pramāṇa:1
vedakAra		vedakāra	3	5	sūtrakāra:3|veda:1|lokakāra:1
vedakumBa		vedakumbha	1	1	sūtrakāra:1
vedagarBa		vedagarbha	11	13	namas:3|agni:1|mahiman:1|tandrā:1|sṛj:1|garbha:1|adhideva:1|saṁyuga:1|hari:1|sāttvika:1|sisṛkṣā:1
vedajananI		vedajananī	2	3	gāyatrī:2|ākhyā:1
vedatA		vedatā	2	2	abhiṣṭi:1|jū:1
vedana	1	vedana	29	32	pratoda:2|agrajanman:2|putra:2|bhaga:1|vasu:1|adri:1|svargya:1|utkṛṣṭa:1|brahman:1|vidhavā:1|grah:1|avedyā:1
vedana	2	vedana	29	32	pratoda:2|agrajanman:2|putra:2|bhaga:1|vasu:1|adri:1|svargya:1|utkṛṣṭa:1|brahman:1|vidhavā:1|grah:1|avedyā:1
vedaniDi		vedanidhi	3	5	brahman:2|prabhu:2|ambikā:1
vedanindaka		vedanindaka	2	3	brāhmaṇa:2|śiṣya:1
vedapAraga		vedapāraga	85	188	brāhmaṇa:55|bhojay:7|as:6|kṛ:6|śrotriya:6|parīkṣ:4|vac:4|sampad:3|jña:3|kāray:3|ṛṣi:3|jāti:2
vedaprapad		vedaprapad	1	1	jīvā:1
vedabAhu		vedabāhu	7	8	sudhāman:2|dattorṇa:1|bhū:1|putrī:1|kanyā:1|vedaśrī:1|ūrdhvabāhu:1
vedamAtfkA		vedamātṛkā	3	4	sāvitrī:2|sudhāman:1|kālī:1
vedamitra		vedamitra	1	1	sidh:1
vedamUrti		vedamūrti	9	9	śākalya:1|prāṅmukha:1|pūṣan:1|tatpara:1|haṁsa:1|deva:1|ācar:1|bhagavant:1|divākara:1
vedarASi		vedarāśi	3	3	jap:1|brahman:1|kaca:1
vedavadana		vedavadana	3	5	gāyatrī:2|pārvatī:2|maheśvara:1
vedavid		vedavid	28	34	vid:4|veda:3|kṛ:2|vrataghnī:1|śreṣṭha:1|svarga:1|pāpa:1|enas:1|dah:1|pārtha:1|brahmacārin:1|dvija:1
vedavyAsa		vedavyāsa	33	45	śrī:4|dhīmat:4|mahat:3|dvāpara:3|namas:2|prajāpati:2|jñā:1|jātūkarṇya:1|putra:1|kṣaṇa:1|ṛṣi:1|gam:1
vedavrata		vedavrata	4	4	jyeṣṭha:1|śamala:1|sāvitrīvrata:1|prasidh:1
vedaSiras	1	vedaśiras	14	17	prāṇa:3|muni:2|tīrtha:1|vāmadevya:1|oghavatī:1|upaniṣad:1|astra:1|nāman:1|vad:1|dvija:1|mahābhāga:1|mṛkaṇḍu:1
vedaSiras	2	vedaśiras	14	17	prāṇa:3|muni:2|tīrtha:1|vāmadevya:1|oghavatī:1|upaniṣad:1|astra:1|nāman:1|vad:1|dvija:1|mahābhāga:1|mṛkaṇḍu:1
vedaSiras	3	vedaśiras	14	17	prāṇa:3|muni:2|tīrtha:1|vāmadevya:1|oghavatī:1|upaniṣad:1|astra:1|nāman:1|vad:1|dvija:1|mahābhāga:1|mṛkaṇḍu:1
vedaSIrza		vedaśīrṣa	5	5	śreṣṭha:1|pārvatī:1|dvija:1|vīrya:1|gokarṇa:1
vedaSrI		vedaśrī	4	6	hiraṇyaroman:2|ūrdhvabāhu:2|nārada:1|vedabāhu:1
vedaSruti		vedaśruti	1	1	ūrdhvabāhu:1
vedas	1	vedas	53	60	śatru:3|ojas:2|mṛḍīka:2|bhū:2|pūṣan:2|marut:2|iṣṭi:1|sveda:1|vṛṣaṇa:1|dakṣiṇā:1|pṛtany:1|parijman:1
vedas	2	vedas	53	60	śatru:3|ojas:2|mṛḍīka:2|bhū:2|pūṣan:2|marut:2|iṣṭi:1|sveda:1|vṛṣaṇa:1|dakṣiṇā:1|pṛtany:1|parijman:1
vedasaMnyAsika		vedasaṁnyāsika	1	1	śiva:1
vedAgraRI		vedāgraṇī	1	1	vaidasinī:1
vedANga		vedāṅga	55	236	veda:102|pāraga:51|tattva:13|vidvas:7|sambhava:5|artha:2|vedin:2|adhigā:2|adhī:2|brahman:2|adhyayana:2|nigama:2
vedAtman		vedātman	2	2	śṛṅga:1|payoṣṇijātā:1
vedAdi		vedādi	1	1	muni:1
vedAnta		vedānta	67	88	veda:10|vijñāna:4|vedin:3|vedya:2|ādhyātmika:2|abhidhā:2|gā:2|śatarudrīya:2|upaniṣad:2|avabhṛtha:2|bindu:1|pāraga:1
vedAntin		vedāntin	3	3	karman:1|jaiminīya:1|jñāna:1
vedASvA		vedāśvā	2	2	suvāmā:1|rudrāṇī:1
vedi	1	vedi	243	330	madhya:17|agni:8|rājan:7|liṅga:5|kuśa:4|barhis:4|prajāpati:4|kṛ:3|bhūmi:3|ūrdhva:3|pradakṣiṇa:3|adhvara:3
vedi	2	vedi	243	330	madhya:17|agni:8|rājan:7|liṅga:5|kuśa:4|barhis:4|prajāpati:4|kṛ:3|bhūmi:3|ūrdhva:3|pradakṣiṇa:3|adhvara:3
vedi	3	vedi	243	330	madhya:17|agni:8|rājan:7|liṅga:5|kuśa:4|barhis:4|prajāpati:4|kṛ:3|bhūmi:3|ūrdhva:3|pradakṣiṇa:3|adhvara:3
vedikA	1	vedikā	105	141	maṇḍala:7|stambha:6|madhya:5|kṛ:4|ramya:3|ratna:3|sthāpay:2|praviś:2|citra:2|maya:2|kāñcana:2|ardhacandra:2
vedikA	2	vedikā	105	141	maṇḍala:7|stambha:6|madhya:5|kṛ:4|ramya:3|ratna:3|sthāpay:2|praviś:2|citra:2|maya:2|kāñcana:2|ardhacandra:2
vedikA	3	vedikā	105	141	maṇḍala:7|stambha:6|madhya:5|kṛ:4|ramya:3|ratna:3|sthāpay:2|praviś:2|citra:2|maya:2|kāñcana:2|ardhacandra:2
vedin	1	vedin	112	204	karuṇa:16|artha:15|tattva:13|rasa:9|pravac:8|bhū:5|guṇa:4|brahman:3|kīrtay:3|dṛś:3|śāstra:3|bhaya:3
vedin	2	vedin	112	204	karuṇa:16|artha:15|tattva:13|rasa:9|pravac:8|bhū:5|guṇa:4|brahman:3|kīrtay:3|dṛś:3|śāstra:3|bhaya:3
