slice_order	k1_slp1	count_all	periods_sum	coverage_pct
26783	BujagASana	1	2	
26784	Bujagapuzpa	1	2	
26785	BujageSvara	1	2	
26786	BujamaDya	1	2	
26787	BujiNga	1	2	
26788	Buktiprada	1	2	
26789	BuruRqa	1	2	
26790	BuvanOkas	1	2	
26791	Buvis	1	2	
26792	BuvispfS	1	2	
26793	CAdaka	1	2	
26794	CAgaRa	1	2	
26795	CAgalAntrikA	1	2	
26796	CAgalaka	1	2	
26797	CAgaraTa	1	2	
26798	CAndasatva	1	2	
26799	CAyApaTa	1	2	
26800	CAyApuruza	1	2	
26801	CAyAsuta	1	2	
26802	CAyAtaru	1	2	
26803	CAyAyantra	1	2	
26804	CagalAntrikA	1	2	
26805	Cagalin	1	1	
26806	Calana	1	2	
26807	Candasya	1	2	
26808	Candovftta	1	2	
26809	Candu	1	2	
26810	CardiGna	1	2	
26811	CattrAticCattra	1	2	
26812	CattragucCa	1	2	
26813	Cattrika	1	2	
26814	CawAPala	1	2	
26815	CidA	1	2	
26816	CidrAPala	1	2	
26817	CidrAntar	1	2	
26818	CidradarSin	1	2	
26819	CidravEdehI	1	2	
26820	Cidrin	1	2	
26821	Cidura	1	2	
26822	CinnapattrI	1	2	
26823	Cinnaruha	1	4	
26824	Cupa	1	2	
26825	CurI	1	2	
26826	DAmaSas	1	2	
26827	DAmaniDi	1	2	
26828	DAmasAc	1	2	
26829	DAnyAkft	1	2	
26830	DAnyAri	1	2	
26831	DAnyaSrezWa	1	2	
26832	DAnyavIra	1	2	
26833	DAnyottama	1	2	
26834	DArAPala	1	2	
26835	DArAwa	1	2	
26836	DArAyantra	1	2	
26837	DAraRaka	1	2	
26838	DAraRamAtfkA	1	2	
26839	DAru	1	2	
26840	DAtrIputra	1	2	
26841	DAtra	1	2	
26842	DAtuBft	1	2	
26843	DAtukriyA	1	2	
26844	DAtumArin	1	2	
26845	DAtupuzpikA	1	2	
26846	DAtuvallaBa	1	2	
26847	DAva	1	2	
26848	DAvin	1	2	
26849	DEvatya	1	1	
26850	DIndriya	1	2	
26851	DIraRa	1	2	
26852	DIrozRin	1	2	
26853	DIsaciva	1	2	
26854	DItIkA	1	2	
26855	DOnDumAri	1	2	
26856	DOritaka	1	2	
26857	DOtamUlaka	1	2	
26858	DOtarI	1	2	
26859	DUka	1	2	
26860	DUlIkadamba	1	2	
26861	DUlipuzpikA	1	2	
26862	DUmaketana	1	2	
26863	DUmana	1	2	
26864	DUmayoni	1	2	
26865	DUmodgAra	1	2	
26866	DUmrAyaRa	1	2	
26867	DUmragiri	1	2	
26868	DUmramUlikA	1	2	
26869	DUpANga	1	2	
26870	DUpArha	1	2	
26871	DUrvan	1	2	
26872	Dama	1	1	
26873	Danadeva	1	2	
26874	Danagarva	1	2	
26875	Danahara	1	2	
26876	DanapriyA	1	2	
26877	Danarakzaka	1	2	
26878	DanizWa	1	2	
26879	Danurvakra	1	2	
26880	Danurvaktra	1	2	
26881	Danurvfkza	1	2	
26882	DanurvidyA	1	2	
26883	Danuza	1	2	
26884	Danuzkara	1	2	
26885	Danuzpawa	1	2	
26886	DanvAsah	1	2	
26887	DanvantarIya	1	2	
26888	DanyatA	1	2	
26889	DarAtmaja	1	2	
26890	DarRi	1	2	
26891	DaraRIBft	1	2	
26892	DaraRIDft	1	2	
26893	DaraRISvara	1	2	
26894	DaraRIruha	1	2	
26895	DaraRIsuta	1	2	
26896	DaraRapriyA	1	2	
26897	DaraRija	1	2	
26898	DarmADikfta	1	2	
26899	DarmAkzepa	1	2	
26900	DarmaBaginI	1	2	
26901	DarmaGawa	1	2	
26902	DarmaGna	1	2	
26903	DarmaSIla	1	1	
26904	DarmacArin	1	2	
26905	Darmadvezin	1	2	
26906	DarmakIla	1	2	
26907	Darmakft	1	2	
26908	DarmapASa	1	2	
26909	DarmarakzitA	1	2	
26910	DarmasAvarRi	1	2	
26911	DarmasaMgIti	1	2	
26912	DarmasaMhitA	1	2	
26913	Darmayuga	1	2	
26914	Darmeyu	1	2	
26915	Darmoccaya	1	2	
26916	DarmopadeSa	1	2	
26917	DarmopamA	1	2	
26918	DarmyAkzepa	1	2	
26919	DaruRahvara	1	2	
26920	Darzin	1	2	
26921	Darzita	1	2	
26922	DavalamfttikA	1	2	
26923	Davalotpala	1	2	
26924	Davitra	1	2	
26925	DenudugDa	1	2	
26926	DenuzyA	1	1	
26927	DftarAjan	1	1	
26928	DfzadvarRa	1	2	
26929	Dfzaj	1	2	
26930	DiyAyu	1	2	
26931	DoraRa	1	2	
26932	Doyin	1	2	
26933	DrOva	1	2	
26934	Druti	1	2	
26935	DruvaratnA	1	2	
26936	Druvi	1	2	
26937	Duneti	1	2	
26938	DvANkzAdanI	1	2	
26939	DvANkzadantI	1	2	
26940	DvANkzajambU	1	2	
26941	DvANkzanAsA	1	2	
26942	DvANkzikA	1	2	
26943	DvaMsi	1	2	
26944	DvajagrIva	1	2	
26945	Dvajavfkza	1	2	
26946	Dvanya	1	2	
26947	Dvasanti	1	2	
26948	Dvasti	1	2	
26949	DyAnayoga	1	2	
26950	DyAnika	1	2	
26951	ESika	1	2	
26952	ESya	1	2	
26953	EkAdaSina	1	2	
26954	EkAgArika	1	2	
26955	EkaguRya	1	2	
26956	ElUza	1	2	
26957	Elaba	1	2	
26958	ElabakAra	1	2	
26959	EndraSira	1	2	
26960	Endroti	1	2	
26961	EriRa	1	2	
26962	EtaSa	1	2	
26963	EtikAyana	1	2	
26964	Ewata	1	2	
26965	Ezira	1	2	
26966	EzukAri	1	1	
26967	ISAnya	1	2	
26968	ISatva	1	2	
26969	ISvarakfzRa	1	2	
26970	ISvarasadman	1	2	
26971	Idfkza	1	2	
26972	Iha	1	2	
26973	IkzeRya	1	2	
26974	IlI	1	2	
26975	Irin	1	2	
26976	IrmAnta	1	2	
26977	Irzyin	1	2	
26978	Iyacakzas	1	2	
26979	Iza	1	2	
26980	JAwa	1	2	
26981	JAwala	1	2	
26982	Jazaketana	1	2	
26983	JillI	1	2	
26984	ODasa	1	2	
26985	OSIra	1	2	
26986	OccAmanyava	1	2	
26987	OdBidya	1	2	
26988	OdBijja	1	2	
26989	Odbilya	1	2	
26990	OddeSika	1	2	
26991	Ogrya	1	2	
26992	Ojjayanaka	1	2	
26993	Ojjvalya	1	2	
26994	OkTika	1	1	
26995	OkTya	1	2	
26996	OkzaganDi	1	2	
26997	OmIna	1	2	
26998	OpaDarmya	1	2	
26999	OpacCandasika	1	2	
27000	OpanAsika	1	2	
27001	OpapAtika	1	2	
27002	Opapattika	1	2	
27003	Opasada	1	2	
27004	OpavAsya	1	2	
27005	Opavasta	1	2	
27006	OrDvadeha	1	2	
27007	Oraga	1	2	
27008	Ormya	1	2	
27009	Otkarzya	1	2	
27010	Ottara	1	2	
27011	OveRaka	1	2	
27012	OzWa	1	1	
27013	Ozaraka	1	2	
27014	SlAGana	1	2	
27015	SlIpadApaha	1	2	
27016	Slezaka	1	2	
27017	SlezmaRa	1	2	
27018	Slezmaka	1	2	
27019	SlokavArttika	1	2	
27020	Slokayantra	1	2	
27021	Slokin	1	2	
27022	SrAdDadevatA	1	2	
27023	SrAmaRera	1	2	
27024	SrAya	1	2	
27025	SrIBadra	1	2	
27026	SrIDAman	1	2	
27027	SrIcakra	1	2	
27028	SrIdeva	1	2	
27029	SrIkArin	1	2	
27030	SrIla	1	2	
27031	SrIlatA	1	2	
27032	SrImastaka	1	2	
27033	SrImuKa	1	2	
27034	SrInandana	1	2	
27035	SrIniketana	1	2	
27036	SrIpaYcamI	1	2	
27037	SrIparRa	1	2	
27038	SrIrAma	1	1	
27039	SrIrasa	1	2	
27040	SrItejas	1	2	
27041	SrIvaha	1	2	
27042	SrIvidyA	1	2	
27043	SrOtaSrava	1	2	
27044	SrOtafzi	1	2	
27045	SrOtakakza	1	2	
27046	Sramin	1	2	
27047	SravaRadvAdaSI	1	2	
27048	SreRisTAna	1	2	
27049	SrezWAmla	1	2	
27050	Sriti	1	2	
27051	SriyA	1	2	
27052	SriyAvAsa	1	2	
27053	SriyAvAsin	1	2	
27054	SroRikapAla	1	2	
27055	SrutAmaGa	1	2	
27056	SrutAnta	1	2	
27057	SrutaDvaja	1	2	
27058	SrutaSIla	1	2	
27059	Srutakakza	1	2	
27060	Srutakevalin	1	2	
27061	Srutarya	1	2	
27062	Srutasoma	1	2	
27063	Srutatva	1	2	
27064	Srutavant	1	2	
27065	Srutavarman	1	2	
27066	Srutavid	1	2	
27067	SrutiSiras	1	2	
27068	SrutisPowA	1	2	
27069	SrutkarRa	1	2	
27070	Sruzwigu	1	2	
27071	SvAPalki	1	2	
27072	SvAnacillikA	1	2	
27073	SvAsaheti	1	2	
27074	SvaHSreyasa	1	2	
27075	SvaHkAla	1	2	
27076	SvadaMzwraka	1	2	
27077	SvapucCa	1	2	
27078	SvayAtu	1	2	
27079	SvayaTa	1	2	
27080	SvetArcis	1	2	
27081	SvetaBadra	1	2	
27082	SvetaDAtu	1	2	
27083	SvetaSIrza	1	2	
27084	SvetaSUraRa	1	2	
27085	SvetacillikA	1	2	
27086	Svetadruma	1	2	
27087	Svetagaja	1	2	
27088	Svetahanu	1	2	
27089	SvetakandA	1	2	
27090	SvetakuSa	1	2	
27091	SvetamaRqala	1	2	
27092	SvetamahowikA	1	2	
27093	SvetanA	1	2	
27094	SvetanAman	1	2	
27095	SvetapAkI	1	2	
27096	Svetapadma	1	2	
27097	SvetaparRAsa	1	2	
27098	Svetapattra	1	2	
27099	SvetapiNgala	1	2	
27100	SvetapiRqItaka	1	2	
27101	Svetarohita	1	2	
27102	SvetasiMhI	1	2	
27103	SvetavAjin	1	2	
27104	Svetavaktra	1	2	
27105	Svetavfkza	1	2	
27106	Svetekzu	1	2	
27107	Svetya	1	2	
27108	Svitnya	1	2	
27109	SvitraGnI	1	2	
27110	SvoBAva	1	2	
27111	SvovasIya	1	2	
27112	SvovasIyasa	1	2	
27113	UDanya	1	2	
27114	UDasvatI	1	2	
27115	UnarAtra	1	2	
27116	UrDvAmnAya	1	2	
27117	UrDvAsita	1	2	
27118	UrDvaTA	1	2	
27119	UrDvadfS	1	2	
27120	UrDvagati	1	2	
27121	UrDvajYu	1	2	
27122	UrDvaloka	1	2	
27123	UrDvamAruta	1	2	
27124	UrDvapAtra	1	2	
27125	UrDvasAna	1	2	
27126	UrDvavartman	1	2	
27127	UrDvaveRIDarA	1	2	
27128	UrRAvant	1	1	
27129	UrRamradas	1	2	
27130	UrRapawa	1	2	
27131	Urdara	1	2	
27132	UrjAd	1	2	
27133	UrjAnI	1	2	
27134	UrjastamBa	1	2	
27135	Urjavya	1	2	
27136	Urmimant	1	2	
27137	Urmya	1	2	
27138	UruPalaka	1	2	
27139	Uruparvan	1	2	
27140	UrvaSI	1	2	
27141	Urvya	1	2	
27142	UzmA	1	2	
27143	UzmaRya	1	2	
27144	aBISApa	1	2	
27145	aBIlApalap	1	2	
27146	aBIrAjI	1	2	
27147	aBIruRa	1	2	
27148	aBIzaNga	1	2	
27149	aBIzwadevatA	1	2	
27150	aBUmija	1	2	
27151	aBaga	1	2	
27152	aBiBaNga	1	4	
27153	aBiDarma	1	2	
27154	aBiSoca	1	2	
27155	aBiSocayizRu	1	2	
27156	aBicAraka	1	4	
27157	aBicakzaRA	1	2	
27158	aBicakzaRa	1	2	
27159	aBicakzya	1	2	
27160	aBicara	1	2	
27161	aBidarSana	1	2	
27162	aBidevana	1	2	
27163	aBigara	1	2	
27164	aBigarjana	1	2	
27165	aBigezRa	1	2	
27166	aBigrahaRa	1	2	
27167	aBihasya	1	2	
27168	aBikAla	1	2	
27169	aBikranda	1	2	
27170	aBikratu	1	2	
27171	aBimAtin	1	2	
27172	aBimAtizAhya	1	2	
27173	aBimanas	1	2	
27174	aBinahana	1	2	
27175	aBinizkArin	1	2	
27176	aBinizwAna	1	2	
27177	aBipUraRa	1	2	
27178	aBiprAtar	1	2	
27179	aBipraBaNgin	1	2	
27180	aBipravartana	1	2	
27181	aBipraveSa	1	2	
27182	aBirAzwra	1	2	
27183	aBiroruda	1	2	
27184	aBisArI	1	2	
27185	aBisaMSraya	1	2	
27186	aBisaMcArin	1	2	
27187	aBitaScara	1	2	
27188	aBitarAm	1	2	
27189	aBitti	1	2	
27190	aBivAYCA	1	2	
27191	aBivAdaka	1	2	
27192	aBivAdin	1	2	
27193	aBivAhya	1	2	
27194	aBivIra	1	2	
27195	aBivarzaRa	1	2	
27196	aBivayas	1	2	
27197	aBivftti	1	2	
27198	aBivimAna	1	2	
27199	aBivlaNga	1	2	
27200	aBivyADin	1	2	
27201	aBiyAcana	1	2	
27202	aBiyugvan	1	2	
27203	aBizeRa	1	2	
27204	aBizeRana	1	2	
27205	aBizwana	1	2	
27206	aBizwava	1	2	
27207	aBrAvakASika	1	2	
27208	aBrIya	1	2	
27209	aBramupriya	1	2	
27210	aBramuvallaBa	1	2	
27211	aBrapruz	1	2	
27212	aBrapuzpa	1	2	
27213	aBrita	1	2	
27214	aBrotTa	1	2	
27215	aByAcAra	1	2	
27216	aByAgArika	1	2	
27217	aByAkrAmam	1	2	
27218	aByAmarda	1	2	
27219	aByAram	1	2	
27220	aByAroha	1	2	
27221	aByAsAdana	1	2	
27222	aByUzaKAdikA	1	2	
27223	aByagra	1	2	
27224	aByalaMkAra	1	2	
27225	aByantarAyAma	1	2	
27226	aByantarIkaraRa	1	2	
27227	aByarDa	1	2	
27228	aByarhaRa	1	1	
27229	aByastam	1	2	
27230	aByavadAnya	1	2	
27231	aByavaskandana	1	2	
27232	aByucCraya	1	2	
27233	aByuccaya	1	2	
27234	aByupAyana	1	2	
27235	aDErya	1	2	
27236	aDarAttAt	1	2	
27237	aDaredyus	1	1	
27238	aDavA	1	2	
27239	aDiBojana	1	2	
27240	aDicaNkrama	1	2	
27241	aDigartya	1	2	
27242	aDigava	1	2	
27243	aDijanana	1	2	
27244	aDikarmakara	1	2	
27245	aDikarmakft	1	2	
27246	aDikzit	1	2	
27247	aDimanTana	1	2	
27248	aDinirRij	1	2	
27249	aDirajju	1	2	
27250	aDirukma	1	2	
27251	aDivastra	1	2	
27252	aDivedana	1	2	
27253	aDivijYAna	1	2	
27254	aDivikartana	1	2	
27255	aDizavaRya	1	2	
27256	aDoBuvana	1	2	
27257	aDoakza	1	2	
27258	aDvagaBogya	1	2	
27259	aDvapati	1	2	
27260	aDyAsin	1	2	
27261	aDyaDikzepa	1	2	
27262	aDyaRqA	1	2	
27263	aDyarbuda	1	2	
27264	aGArin	1	2	
27265	aGAsura	1	2	
27266	aGAtin	1	2	
27267	aGahAra	1	2	
27268	aGoraGorarUpa	1	2	
27269	aGoza	1	2	
27270	aKaRqana	1	2	
27271	aKeditva	1	2	
27272	aKidra	1	2	
27273	aMSavant	1	2	
27274	aMSuhasta	1	2	
27275	aMSumAlA	1	2	
27276	aMhoyu	1	2	
27277	aMsaDrI	1	2	
27278	aMsya	1	2	
27279	aNGAri	1	2	
27280	aNGriparRI	1	2	
27281	aNGrivallikA	1	2	
27282	aNgArAvakzayaRa	1	2	
27283	aNgAraDAnI	1	2	
27284	aNgAri	1	2	
27285	aNgagraha	1	2	
27286	aNgamardaka	1	2	
27287	aNganApriya	1	2	
27288	aNgas	1	2	
27289	aNgavikfti	1	2	
27290	aNgurIya	1	2	
27291	aNkaBAj	1	2	
27292	aNkaloqya	1	2	
27293	aNkas	1	2	
27294	aNkya	1	2	
27295	aRqIra	1	2	
27296	aRqajeSvara	1	2	
27297	aRqavfdDi	1	2	
27298	aRumAtrika	1	2	
27299	aRurevatI	1	2	
27300	aRutA	1	2	
27301	aSAKA	1	2	
27302	aSEkza	1	2	
27303	aSanAyuka	1	2	
27304	aSanakft	1	2	
27305	aSanin	1	2	
27306	aSfTita	1	2	
27307	aSlIka	1	2	
27308	aSmakadalI	1	2	
27309	aSmaketu	1	2	
27310	aSmanagara	1	2	
27311	aSmapuzpa	1	2	
27312	aSmarIGna	1	2	
27313	aSmotTa	1	2	
27314	aSokatIrTa	1	2	
27315	aSokavarDana	1	2	
27316	aSokavega	1	2	
27317	aSokeSvaratIrTa	1	2	
27318	aSrAvya	1	2	
27319	aSramaRa	1	2	
27320	aSreyaska	1	2	
27321	aSrezman	1	2	
27322	aSvAmaGa	1	2	
27323	aSvAri	1	2	
27324	aSvaTa	1	2	
27325	aSvacakra	1	2	
27326	aSvakinI	1	2	
27327	aSvakranda	1	2	
27328	aSvameDIya	1	2	
27329	aSvamitra	1	2	
27330	aSvamuKa	1	2	
27331	aSvaraTA	1	2	
27332	aSvaroDaka	1	2	
27333	aSvasAdin	1	2	
27334	aSvavfza	1	2	
27335	aSvavrata	1	2	
27336	aSvayuja	1	2	
27337	aSviya	1	2	
27338	aTarvARa	1	2	
27339	aTarvI	1	2	
27340	aTarya	1	2	
27341	aYcana	1	2	
27342	aYjaka	1	2	
27343	aYjanAvatI	1	2	
27344	aYjasIna	1	2	
27345	abADaka	1	2	
27346	abDiSayana	1	2	
27347	abDidvIpA	1	2	
27348	abDinagarI	1	2	
27349	abaDira	1	2	
27350	abdasAra	1	2	
27351	abdayA	1	2	
27352	abinDana	1	2	
27353	abjaBava	1	2	
27354	acCaBalla	1	2	
27355	acCidyamAna	1	2	
27356	acatura	1	1	
27357	acirAMSu	1	2	
27358	acirarocis	1	2	
27359	acitra	1	2	
27360	acodas	1	2	
27361	acyutaja	1	2	
27362	adAnya	1	2	
27363	adAyika	1	2	
27364	adAyin	1	2	
27365	adaBa	1	2	
27366	adakziRIya	1	2	
27367	adeSya	1	2	
27368	adevatra	1	2	
27369	adfS	1	2	
27370	adfzwapuruza	1	2	
27371	adga	1	2	
27372	admasadya	1	2	
27373	adomUla	1	2	
27374	adomaya	1	2	
27375	adrISa	1	2	
27376	adribarhas	1	2	
27377	adrikIlA	1	2	
27378	adroGAvita	1	2	
27379	adruhvan	1	2	
27380	aducCuna	1	2	
27381	adurmaKa	1	2	
27382	aduzwatva	1	2	
27383	advayAvin	1	2	
27384	advayavAdin	1	2	
27385	advayu	1	2	
27386	adyaSvIna	1	1	
27387	adyaSva	1	2	
27388	adyu	1	2	
27389	adyut	1	2	
27390	agamyAgamanIya	1	2	
27391	agastyodaya	1	2	
27392	agavyUti	1	2	
27393	agira	1	2	
27394	agniBUti	1	2	
27395	agnicityA	1	1	
27396	agnijihvA	1	2	
27397	agnikAzWa	1	2	
27398	agnikaRa	1	2	
27399	agnikoRa	1	2	
27400	agnimAWara	1	2	
27401	agniminDa	1	2	
27402	agnimitra	1	2	
27403	agniparvata	1	2	
27404	agnipurARa	1	1	
27405	agnisahAya	1	2	
27406	agnitap	1	2	
27407	agnitretA	1	2	
27408	agnivAha	1	2	
27409	agnivarcas	1	2	
27410	agnyAhita	1	2	
27411	agnyupasTAna	1	2	
27412	agnyutpAta	1	2	
27413	agotA	1	2	
27414	agrAdvan	1	2	
27415	agrAyaRIya	1	2	
27416	agrIya	1	2	
27417	agraBaRa	1	2	
27418	agraRIti	1	2	
27419	agragAmin	1	1	
27420	agrajihva	1	2	
27421	agramAMsa	1	2	
27422	agrapeya	1	2	
27423	agrataHsara	1	2	
27424	agrayAyin	1	2	
27425	agrayoDin	1	2	
27426	agrega	1	2	
27427	agrevaDa	1	2	
27428	agryatapas	1	2	
27429	ahInara	1	2	
27430	ahIndra	1	2	
27431	ahaMDI	1	2	
27432	ahaMnAman	1	2	
27433	ahaMsana	1	2	
27434	ahaMyAti	1	2	
27435	ahaMyu	1	2	
27436	ahamuttara	1	2	
27437	ahara	1	2	
27438	aharbAnDava	1	2	
27439	ahardfS	1	2	
27440	aharmaRi	1	2	
27441	ahati	1	2	
27442	aheru	1	2	
27443	ahikAnta	1	2	
27444	ahimAMSu	1	2	
27445	ahimedaka	1	2	
27446	ahipatAka	1	2	
27447	ahnya	1	2	
27448	ahopuruzikA	1	2	
27449	ahovIrya	1	2	
27450	ahyarzu	1	2	
27451	ajAdanI	1	2	
27452	ajaBakza	1	2	
27453	ajaganDikA	1	2	
27454	ajahA	1	2	
27455	ajanya	1	2	
27456	ajapAla	1	2	
27457	ajarayu	1	2	
27458	ajastunda	1	1	
27459	ajavas	1	2	
27460	ajitabalA	1	2	
27461	ajoza	1	2	
27462	ajozya	1	2	
27463	ajyAni	1	2	
27464	akOSala	1	2	
27465	akawuka	1	2	
27466	akopa	1	2	
27467	aktA	1	2	
27468	akutas	1	2	
27469	akutrA	1	2	
27470	akzRayAvan	1	2	
27471	akzaBUmi	1	2	
27472	akzaDUrta	1	2	
27473	akzadarSaka	1	2	
27474	akzapIqa	1	2	
27475	akzaracaRa	1	2	
27476	akzaracuYcu	1	2	
27477	akzaramuzwikA	1	2	
27478	akzatra	1	2	
27479	akzayaguRa	1	2	
27480	akzikUwaka	1	2	
27481	akzika	1	2	
27482	akzitAvasu	1	2	
27483	alARqu	1	2	
27484	alAtAkzI	1	2	
27485	alAyya	1	2	
27486	alaMDana	1	2	
27487	alaMgAmin	1	1	
27488	alaMkAraka	1	2	
27489	alakADipati	1	2	
27490	alakapriya	1	2	
27491	alakeSvara	1	2	
27492	alidUrvA	1	2	
27493	alinI	1	2	
27494	aliparRI	1	2	
27495	alokyatA	1	2	
27496	alpAsTi	1	4	
27497	alpaSayu	1	2	
27498	alpamAriza	1	2	
27499	alu	1	2	
27500	amahIyamAna	1	2	
27501	amanyuta	1	2	
27502	amarANganA	1	2	
27503	amaraMjaya	1	2	
27504	amarakoza	1	2	
27505	amarasarit	1	2	
27506	amarasiMha	1	2	
27507	amaratawinI	1	2	
27508	amareSvaratIrTa	1	2	
27509	amarta	1	2	
27510	amastu	1	2	
27511	amatIvan	1	2	
27512	amatrin	1	2	
27513	ambaka	1	2	
27514	ambarOkas	1	2	
27515	ambayA	1	2	
27516	ambuprasAda	1	2	
27517	amburuhiRI	1	2	
27518	ambuvAcI	1	2	
27519	ambuvAsI	1	2	
27520	amedaska	1	2	
27521	ameha	1	2	
27522	amena	1	2	
27523	amftASana	1	2	
27524	amftAyana	1	2	
27525	amftasAraja	1	2	
27526	amftavapus	1	2	
27527	amftayoga	1	2	
27528	amfteSaya	1	2	
27529	amftotpanna	1	2	
27530	amiTita	1	2	
27531	amin	1	2	
27532	amitrAyuD	1	2	
27533	amitrin	1	2	
27534	amlaPala	1	2	
27535	amlacUqa	1	2	
27536	amlakARqa	1	2	
27537	amlaloRikA	1	2	
27538	amlapaYcaPala	1	2	
27539	amnas	1	1	
27540	amoGadarSana	1	2	
27541	amoGarAja	1	2	
27542	amoGavikrama	1	2	
27543	amokya	1	2	
27544	amurhi	1	2	
27545	amutraBUya	1	2	
27546	anABayin	1	2	
27547	anADfz	1	2	
27548	anASramin	1	2	
27549	anAbADa	1	4	
27550	anAgatArtavA	1	2	
27551	anAjYAta	1	2	
27552	anAkrAntA	1	2	
27553	anAmaka	1	2	
27554	anAmfRa	1	2	
27555	anAnuBUti	1	2	
27556	anAnudizwa	1	2	
27557	anApti	1	2	
27558	anArzeya	1	2	
27559	anAsTAna	1	2	
27560	anAvft	1	2	
27561	anAyuzA	1	2	
27562	anDAhi	1	2	
27563	anDIgu	1	2	
27564	anUDas	1	2	
27565	anUbanDya	1	2	
27566	anUcIna	1	2	
27567	anUkASa	1	2	
27568	anUpaja	1	2	
27569	anUpya	1	2	
27570	anUrADa	1	2	
27571	anUrmi	1	2	
27572	anaBihita	1	2	
27573	anaNgaleKA	1	1	
27574	anaRu	1	2	
27575	anacCa	1	2	
27576	anagAra	1	2	
27577	analapriyA	1	2	
27578	analasAda	1	2	
27579	anali	1	2	
27580	anana	1	2	
27581	anantadfzwi	1	4	
27582	anantajit	1	2	
27583	anantatftIyA	1	2	
27584	anantavIrya	1	2	
27585	ananyavftti	1	2	
27586	anapakarman	1	2	
27587	anapasara	1	2	
27588	anapavfjya	1	2	
27589	anapnas	1	2	
27590	anapta	1	2	
27591	anarSani	1	2	
27592	anarSarAti	1	2	
27593	anarviS	1	2	
27594	anasUri	1	2	
27595	anatidButa	1	2	
27596	anavAya	1	2	
27597	anavaDarzya	1	2	
27598	anavaDi	1	2	
27599	anavadrARa	1	2	
27600	anavahvara	1	2	
27601	anavasa	1	2	
27602	anduka	1	2	
27603	anena	1	2	
27604	anilAntaka	1	2	
27605	anilaGnaka	1	2	
27606	anira	1	2	
27607	anizaNga	1	2	
27608	anizkfta	1	2	
27609	anizwfta	1	2	
27610	annAvfD	1	2	
27611	annagati	1	2	
27612	annavikAra	1	2	
27613	anoMkfta	1	2	
27614	anovAhya	1	2	
27615	antI	1	2	
27616	antaHSlezaRa	1	2	
27617	antaHpariDi	1	2	
27618	antaHpeya	1	2	
27619	antaHsAra	1	2	
27620	antaHsaMjYa	1	2	
27621	antagAmin	1	2	
27622	antakadruh	1	2	
27623	antarABara	1	2	
27624	antarGana	1	1	
27625	antarIpa	1	2	
27626	antaracakra	1	2	
27627	antarapraBava	1	2	
27628	antarasTa	1	2	
27629	antardvAra	1	2	
27630	antargatamanas	1	2	
27631	antarhastam	1	2	
27632	antaruzya	1	2	
27633	antarvastra	1	2	
27634	antarya	1	2	
27635	antaspaTa	1	2	
27636	antastApa	1	2	
27637	antevAsa	1	2	
27638	antigfha	1	2	
27639	antivAma	1	2	
27640	antyUti	1	2	
27641	antyajanman	1	2	
27642	antyayoni	1	2	
27643	anuBAvin	1	2	
27644	anuDAvana	1	2	
27645	anubrAhmaRa	1	1	
27646	anucintana	1	2	
27647	anudeham	1	2	
27648	anudra	1	2	
27649	anudyUta	1	2	
27650	anugAyas	1	2	
27651	anugiram	1	2	
27652	anugu	1	1	
27653	anuha	1	2	
27654	anujYAna	1	2	
27655	anukANkzin	1	2	
27656	anukAmIna	1	2	
27657	anuka	1	1	
27658	anukampya	1	2	
27659	anukara	1	2	
27660	anukarman	1	2	
27661	anukzaRam	1	2	
27662	anumApaka	1	4	
27663	anumarSam	1	2	
27664	anumlocantI	1	2	
27665	anumodana	1	2	
27666	anupadavI	1	2	
27667	anupadin	1	1	
27668	anupamA	1	2	
27669	anupasecana	1	2	
27670	anuplava	1	2	
27671	anupraharaRa	1	2	
27672	anuprasakti	1	2	
27673	anupravacana	1	1	
27674	anupraveSana	1	2	
27675	anurAtram	1	2	
27676	anuraYjaka	1	2	
27677	anurati	1	2	
27678	anusAraka	1	2	
27679	anusPura	1	2	
27680	anusamudram	1	1	
27681	anusara	1	2	
27682	anusarpa	1	2	
27683	anusfti	1	2	
27684	anusneham	1	2	
27685	anutsuka	1	2	
27686	anuvAkya	1	2	
27687	anuvAsa	1	2	
27688	anuvaSa	1	2	
27689	anuvelam	1	2	
27690	anuyAtrika	1	2	
27691	anuyAyitA	1	2	
27692	anuyojana	1	2	
27693	anuzRagu	1	2	
27694	anuzRavallikA	1	2	
27695	anvAKyAna	1	2	
27696	anvAdeSa	1	1	
27697	anvAhAra	1	2	
27698	anvAntrya	1	2	
27699	anvArohaRa	1	2	
27700	anvIkzA	1	2	
27701	anvavasarga	1	1	
27702	anvazwakya	1	2	
27703	anvezaka	1	2	
27704	anviti	1	2	
27705	anyaTABUta	1	2	
27706	anyaTAKyAti	1	2	
27707	anyaTAsidDa	1	2	
27708	anyaTAvftti	1	2	
27709	anyacitta	1	2	
27710	anyagAmin	1	2	
27711	anyaliNga	1	2	
27712	anyamAtfja	1	2	
27713	anyamanas	1	2	
27714	anyamanaska	1	2	
27715	anyataredyus	1	1	
27716	anyokas	1	2	
27717	anyonyokti	1	2	
27718	apAMnATa	1	2	
27719	apAMniDi	1	2	
27720	apAkA	1	2	
27721	apAkaSAka	1	2	
27722	apAkaja	1	2	
27723	apAkarizRu	1	2	
27724	apAktAt	1	2	
27725	apAtrakftyA	1	2	
27726	apAvfti	1	2	
27727	apIti	1	2	
27728	apUruza	1	2	
