s_kanda	s_sarga	s_verse	c_kanda	c_sarga	c_verse	score	class
1	77	27					southern_only
1	77	28	1	76	17	0.654	matched
1	77	29	1	76	18	0.787	matched
2	1	1					southern_only
2	1	2					southern_only
2	1	3					southern_only
2	1	4					southern_only
2	1	5					southern_only
2	1	6					southern_only
2	1	7					southern_only
2	1	8					southern_only
2	1	9					southern_only
2	1	10					southern_only
2	1	11					southern_only
2	1	12					southern_only
2	1	13					southern_only
2	1	14					southern_only
2	1	15					southern_only
2	1	16					southern_only
2	1	17					southern_only
2	1	18					southern_only
2	1	19					southern_only
2	1	20					southern_only
2	1	21					southern_only
2	1	22	2	1	19	0.416	fuzzy
2	1	23					southern_only
2	1	24					southern_only
2	1	25	2	1	20	0.507	matched
2	1	26					southern_only
2	1	27					southern_only
2	1	28					southern_only
2	1	29					southern_only
2	1	30					southern_only
2	1	31					southern_only
2	1	32					southern_only
2	1	33					southern_only
2	1	34					southern_only
2	1	35					southern_only
2	1	36					southern_only
2	1	37					southern_only
2	1	38					southern_only
2	1	39					southern_only
2	1	40					southern_only
2	1	41					southern_only
2	1	42					southern_only
2	1	43					southern_only
2	1	44					southern_only
2	1	45					southern_only
2	1	46					southern_only
2	1	47					southern_only
2	1	48					southern_only
2	1	49					southern_only
2	1	50					southern_only
2	1	51					southern_only
2	2	1					southern_only
2	2	2	2	2	2	0.9	matched
2	2	3					southern_only
2	2	4					southern_only
2	2	5	2	2	3	0.811	matched
2	2	6	2	2	4	0.805	matched
2	2	7	2	2	5	0.93	matched
2	2	8	2	2	6	0.893	matched
2	2	9	2	2	7	1.0	matched
2	2	10	2	2	8	0.902	matched
2	2	11	2	2	9	0.729	matched
2	2	12	2	2	10	0.835	matched
2	2	13	2	2	11	0.795	matched
2	2	14	2	2	12	0.84	matched
2	2	15					southern_only
2	2	16					southern_only
2	2	17	2	2	13	0.92	matched
2	2	18					southern_only
2	2	19					southern_only
2	2	20	2	2	14	0.351	fuzzy
2	2	21	2	2	15	0.932	matched
2	2	22					southern_only
2	2	23	2	2	16	1.0	matched
2	2	24					southern_only
2	2	25	2	2	17	1.0	matched
2	2	26	2	2	18	1.0	matched
2	2	27					southern_only
2	2	28	2	2	19	0.767	matched
2	2	29	2	2	20	0.373	fuzzy
2	2	30					southern_only
2	2	31	2	2	21	0.397	fuzzy
2	2	32					southern_only
2	2	33					southern_only
2	2	34					southern_only
2	2	35					southern_only
2	2	36					southern_only
2	2	37	2	2	24	0.369	fuzzy
2	2	38					southern_only
2	2	39					southern_only
2	2	40					southern_only
2	2	41					southern_only
2	2	42					southern_only
2	2	43					southern_only
2	2	44					southern_only
2	2	45					southern_only
2	2	46					southern_only
2	2	47					southern_only
2	2	48					southern_only
2	2	49	2	2	29	0.632	matched
2	2	50	2	2	30	0.363	fuzzy
2	2	51					southern_only
2	2	52	2	2	31	0.369	fuzzy
2	2	53					southern_only
2	2	54	2	2	34	0.723	matched
2	3	1	2	3	1	1.0	matched
2	3	2	2	3	2	1.0	matched
2	3	3	2	3	3	1.0	matched
2	3	4	2	3	4	1.0	matched
2	3	5					southern_only
2	3	6					southern_only
2	3	7					southern_only
2	3	8					southern_only
2	3	9					southern_only
2	3	10					southern_only
2	3	11					southern_only
2	3	12					southern_only
2	3	13					southern_only
2	3	14					southern_only
2	3	15					southern_only
2	3	16					southern_only
2	3	17					southern_only
2	3	18					southern_only
2	3	19					southern_only
2	3	20					southern_only
2	3	21					southern_only
2	3	22	2	3	5	0.369	fuzzy
2	3	23	2	3	6	0.362	fuzzy
2	3	24					southern_only
2	3	25	2	3	8	0.355	fuzzy
2	3	26					southern_only
2	3	27	2	3	11	0.362	fuzzy
2	3	28					southern_only
2	3	29	2	3	12	0.353	fuzzy
2	3	30	2	3	14	0.359	fuzzy
2	3	31					southern_only
2	3	32					southern_only
2	3	33	2	3	16	0.364	fuzzy
2	3	34					southern_only
2	3	35	2	3	19	0.35	fuzzy
2	3	36					southern_only
2	3	37					southern_only
2	3	38	2	3	22	0.37	fuzzy
2	3	39					southern_only
2	3	40	2	3	23	0.351	fuzzy
2	3	41					southern_only
2	3	42					southern_only
2	3	43					southern_only
2	3	44					southern_only
2	3	45	2	3	28	0.658	matched
2	3	46					southern_only
2	3	47	2	3	30	0.353	fuzzy
2	3	48					southern_only
2	3	49	2	3	32	0.606	matched
2	4	1	2	4	1	0.897	matched
2	4	2	2	4	2	0.863	matched
2	4	3	2	4	3	0.68	matched
2	4	4	2	4	4	1.0	matched
2	4	5	2	4	5	1.0	matched
2	4	6	2	4	6	0.914	matched
2	4	7	2	4	7	1.0	matched
2	4	8	2	4	8	1.0	matched
2	4	9	2	4	9	0.819	matched
2	4	10	2	4	10	0.744	matched
2	4	11	2	4	11	1.0	matched
2	4	12	2	4	12	0.846	matched
2	4	13	2	4	13	1.0	matched
2	4	14	2	4	14	0.838	matched
2	4	15	2	4	15	0.762	matched
2	4	16	2	4	16	1.0	matched
2	4	17	2	4	17	0.543	matched
2	4	18	2	4	18	0.928	matched
2	4	19	2	4	19	0.868	matched
2	4	20	2	4	20	0.859	matched
2	4	21	2	4	21	0.915	matched
2	4	22	2	4	22	0.78	matched
2	4	23	2	4	23	0.741	matched
2	4	24	2	4	24	1.0	matched
2	4	25	2	4	25	1.0	matched
2	4	26	2	4	26	1.0	matched
2	4	27	2	4	27	0.915	matched
2	4	28	2	4	28	0.935	matched
2	4	29	2	4	29	0.556	matched
2	4	30	2	4	30	1.0	matched
2	4	31	2	4	31	0.882	matched
2	4	32	2	4	32	1.0	matched
2	4	33	2	4	33	1.0	matched
2	4	34	2	4	34	0.903	matched
2	4	35	2	4	35	0.895	matched
2	4	36	2	4	36	0.892	matched
2	4	37	2	4	37	0.92	matched
2	4	38	2	4	38	0.909	matched
2	4	39	2	4	39	1.0	matched
2	4	40	2	4	40	0.904	matched
2	4	41	2	4	41	1.0	matched
2	4	42	2	4	42	0.77	matched
2	4	43	2	4	43	0.907	matched
2	4	44	2	4	44	1.0	matched
2	4	45	2	4	45	0.922	matched
2	5	1	2	5	1	0.922	matched
2	5	2	2	5	2	0.859	matched
2	5	3	2	5	3	1.0	matched
2	5	4					southern_only
2	5	5	2	5	4	0.914	matched
2	5	6	2	5	5	1.0	matched
2	5	7	2	5	6	1.0	matched
2	5	8	2	5	7	1.0	matched
2	5	9	2	5	8	1.0	matched
2	5	10	2	5	9	1.0	matched
2	5	11	2	5	10	1.0	matched
2	5	12	2	5	11	0.852	matched
2	5	13	2	5	12	0.654	matched
2	5	14	2	5	13	0.827	matched
2	5	15	2	5	14	1.0	matched
2	5	16	2	5	15	0.901	matched
2	5	17	2	5	16	0.808	matched
2	5	18	2	5	17	1.0	matched
2	5	19	2	5	18	0.907	matched
2	5	20	2	5	19	0.904	matched
2	5	21	2	5	20	1.0	matched
2	5	22	2	5	21	1.0	matched
2	5	23	2	5	22	1.0	matched
2	5	24					southern_only
2	5	25	2	5	23	0.908	matched
2	5	26	2	5	24	0.842	matched
2	6	1	2	6	1	1.0	matched
2	6	2	2	6	2	0.795	matched
2	6	3	2	6	3	1.0	matched
2	6	4	2	6	4	1.0	matched
2	6	5	2	6	5	0.919	matched
2	6	6	2	6	6	0.815	matched
2	6	7	2	6	7	1.0	matched
2	6	8	2	6	8	0.893	matched
2	6	9	2	6	9	1.0	matched
2	6	10	2	6	10	0.773	matched
2	6	11	2	6	11	0.716	matched
2	6	12	2	6	12	1.0	matched
2	6	13	2	6	13	0.938	matched
2	6	14	2	6	14	0.895	matched
2	6	15	2	6	15	1.0	matched
2	6	16	2	6	16	0.729	matched
2	6	17	2	6	17	1.0	matched
2	6	18	2	6	18	0.733	matched
2	6	19	2	6	19	0.765	matched
2	6	20	2	6	20	0.914	matched
2	6	21	2	6	21	0.935	matched
2	6	22	2	6	22	0.893	matched
2	6	23	2	6	23	0.915	matched
2	6	24	2	6	24	1.0	matched
2	6	25	2	6	25	0.902	matched
2	6	26	2	6	26	1.0	matched
2	6	27	2	6	27	1.0	matched
2	6	28	2	6	28	0.933	matched
2	7	1	2	7	1	0.816	matched
2	7	2	2	7	2	0.742	matched
2	7	3	2	7	3	0.589	matched
2	7	4					southern_only
2	7	5					southern_only
2	7	6					southern_only
2	7	7	2	7	4	0.361	fuzzy
2	7	8					southern_only
2	7	9	2	7	5	0.622	matched
2	7	10	2	7	6	0.738	matched
2	7	11	2	7	7	1.0	matched
2	7	12	2	7	8	1.0	matched
2	7	13	2	7	9	0.914	matched
2	7	14	2	7	10	0.912	matched
2	7	15	2	7	11	1.0	matched
2	7	16	2	7	12	1.0	matched
2	7	17	2	7	13	0.831	matched
2	7	18	2	7	14	1.0	matched
2	7	19	2	7	15	1.0	matched
2	7	20	2	7	16	0.779	matched
2	7	21	2	7	17	1.0	matched
2	7	22	2	7	18	1.0	matched
2	7	23	2	7	19	1.0	matched
2	7	24	2	7	20	0.897	matched
2	7	25	2	7	21	0.915	matched
2	7	26	2	7	22	1.0	matched
2	7	27	2	7	23	1.0	matched
2	7	28	2	7	24	1.0	matched
2	7	29	2	7	25	1.0	matched
2	7	30	2	7	26	1.0	matched
2	7	31					southern_only
2	7	32					southern_only
2	7	33	2	7	28	1.0	matched
2	7	34	2	7	29	1.0	matched
2	7	35	2	7	30	1.0	matched
2	7	36	2	7	31	0.754	matched
2	8	1	2	8	1	0.937	matched
2	8	2	2	8	2	1.0	matched
2	8	3					southern_only
2	8	4					southern_only
2	8	5					southern_only
2	8	6					southern_only
2	8	7					southern_only
2	8	8					southern_only
2	8	9	2	8	3	1.0	matched
2	8	10	2	8	4	0.939	matched
2	8	11					southern_only
2	8	12	2	8	5	1.0	matched
2	8	13	2	8	6	1.0	matched
2	8	14	2	8	7	0.773	matched
2	8	15	2	8	8	0.822	matched
2	8	16	2	8	9	0.759	matched
2	8	17	2	8	10	0.67	matched
2	8	18					southern_only
2	8	19					southern_only
2	8	20	2	8	11	0.81	matched
2	8	21	2	8	12	1.0	matched
2	8	22	2	8	13	0.654	matched
2	8	23	2	8	14	1.0	matched
2	8	24	2	8	15	0.906	matched
2	8	25	2	8	16	1.0	matched
2	8	26	2	8	17	0.837	matched
2	8	27	2	8	18	0.759	matched
2	8	28	2	8	19	0.897	matched
2	8	29					southern_only
2	8	30					southern_only
2	8	31	2	8	20	1.0	matched
2	8	32	2	8	21	0.893	matched
2	8	33	2	8	22	0.908	matched
2	8	34	2	8	23	1.0	matched
2	8	35	2	8	24	1.0	matched
2	8	36	2	8	25	1.0	matched
2	8	37	2	8	26	0.9	matched
2	8	38					southern_only
2	8	39	2	8	27	0.775	matched
2	9	1	2	9	1	0.765	matched
2	9	2	2	9	2	0.896	matched
2	9	3	2	9	3	0.901	matched
2	9	4	2	9	4	1.0	matched
2	9	5	2	9	5	1.0	matched
2	9	6					southern_only
2	9	7					southern_only
2	9	8	2	9	6	0.904	matched
2	9	9	2	9	7	0.897	matched
2	9	10	2	9	8	1.0	matched
2	9	11	2	9	9	0.905	matched
2	9	12	2	9	10	0.722	matched
2	9	13	2	9	11	0.84	matched
2	9	14					southern_only
2	9	15					southern_only
2	9	16					southern_only
2	9	17					southern_only
2	9	18	2	9	14	0.508	matched
2	9	19					southern_only
2	9	20	2	9	15	0.886	matched
2	9	21					southern_only
2	9	22	2	9	16	0.613	matched
2	9	23					southern_only
2	9	24	2	9	17	0.893	matched
2	9	25	2	9	18	1.0	matched
2	9	26	2	9	19	0.939	matched
2	9	27	2	9	20	0.823	matched
2	9	28	2	9	21	0.831	matched
2	9	29	2	9	22	0.907	matched
2	9	30	2	9	23	0.883	matched
2	9	31					southern_only
2	9	32					southern_only
2	9	33	2	9	24	1.0	matched
2	9	34	2	9	25	0.604	matched
2	9	35					southern_only
2	9	36					southern_only
2	9	37					southern_only
2	9	38	2	9	28	0.873	matched
2	9	39	2	9	29	0.461	fuzzy
2	9	40					southern_only
2	9	41	2	9	31	0.372	fuzzy
2	9	42					southern_only
2	9	43					southern_only
2	9	44	2	9	33	0.536	matched
2	9	45					southern_only
2	9	46					southern_only
2	9	47					southern_only
2	9	48					southern_only
2	9	49	2	9	37	0.413	fuzzy
2	9	50					southern_only
2	9	51	2	9	38	0.598	matched
2	9	52	2	9	39	0.946	matched
2	9	53	2	9	40	1.0	matched
2	9	54	2	9	41	0.795	matched
2	9	55	2	9	42	0.909	matched
2	9	56	2	9	43	0.912	matched
2	9	57	2	9	44	0.909	matched
2	9	58	2	9	45	1.0	matched
2	9	59					southern_only
2	9	60					southern_only
2	9	61					southern_only
2	9	62					southern_only
2	9	63					southern_only
2	9	64					southern_only
2	9	65	2	9	46	0.867	matched
2	9	66	2	9	47	0.84	matched
2	10	1					southern_only
2	10	2					southern_only
2	10	3					southern_only
2	10	4					southern_only
2	10	5					southern_only
2	10	6					southern_only
2	10	7					southern_only
2	10	8					southern_only
2	10	9					southern_only
2	10	10					southern_only
2	10	11	2	10	1	0.365	fuzzy
2	10	12					southern_only
2	10	13					southern_only
2	10	14					southern_only
2	10	15					southern_only
2	10	16					southern_only
2	10	17					southern_only
2	10	18					southern_only
2	10	19					southern_only
2	10	20					southern_only
2	10	21					southern_only
2	10	22					southern_only
2	10	23	2	10	3	0.351	fuzzy
2	10	24					southern_only
2	10	25					southern_only
2	10	26	2	10	4	0.867	matched
2	10	27	2	10	5	0.835	matched
2	10	28	2	10	6	0.831	matched
2	10	29	2	10	7	0.898	matched
2	10	30	2	10	8	0.904	matched
2	10	31	2	10	9	1.0	matched
2	10	32					southern_only
2	10	33	2	10	10	0.744	matched
2	10	34	2	10	11	0.868	matched
2	10	35					southern_only
2	10	36					southern_only
2	10	37					southern_only
2	10	38					southern_only
2	10	39					southern_only
2	10	40	2	10	13	0.682	matched
2	11	1					southern_only
2	11	2	2	10	14	0.89	matched
2	11	3	2	10	15	1.0	matched
2	11	4					southern_only
2	11	5	2	10	17	1.0	matched
2	11	6					southern_only
2	11	7					southern_only
2	11	8					southern_only
2	11	9	2	10	18	0.935	matched
2	11	10	2	10	19	0.829	matched
2	11	11					southern_only
2	11	12	2	10	20	0.813	matched
2	11	13	2	10	21	0.821	matched
2	11	14	2	10	22	0.791	matched
2	11	15	2	10	23	1.0	matched
2	11	16	2	10	24	0.807	matched
2	11	17	2	10	25	1.0	matched
2	11	18					southern_only
2	11	19					southern_only
2	11	20					southern_only
2	11	21					southern_only
2	11	22					southern_only
2	11	23					southern_only
2	11	24					southern_only
2	11	25					southern_only
2	11	26					southern_only
2	11	27					southern_only
2	11	28	2	10	29	0.352	fuzzy
2	11	29					southern_only
2	12	1					southern_only
2	12	2					southern_only
2	12	3					southern_only
2	12	4					southern_only
2	12	5					southern_only
2	12	6					southern_only
2	12	7					southern_only
2	12	8					southern_only
2	12	9					southern_only
2	12	10					southern_only
2	12	11	2	10	36	0.355	fuzzy
2	12	12	2	10	38	0.356	fuzzy
2	12	13	2	10	39	0.394	fuzzy
2	12	14					southern_only
2	12	15					southern_only
2	12	16					southern_only
2	12	17					southern_only
2	12	18					southern_only
2	12	19					southern_only
2	12	20					southern_only
2	12	21					southern_only
2	12	22					southern_only
2	12	23					southern_only
2	12	24					southern_only
2	12	25					southern_only
2	12	26					southern_only
2	12	27					southern_only
2	12	28					southern_only
2	12	29					southern_only
2	12	30					southern_only
2	12	31					southern_only
2	12	32					southern_only
2	12	33					southern_only
2	12	34					southern_only
2	12	35					southern_only
2	12	36					southern_only
2	12	37					southern_only
2	12	38					southern_only
2	12	39					southern_only
2	12	40					southern_only
2	12	41					southern_only
2	12	42					southern_only
2	12	43					southern_only
2	12	44					southern_only
2	12	45					southern_only
2	12	46					southern_only
2	12	47					southern_only
2	12	48					southern_only
2	12	49					southern_only
2	12	50					southern_only
2	12	51					southern_only
2	12	52					southern_only
2	12	53					southern_only
2	12	54					southern_only
2	12	55					southern_only
2	12	56					southern_only
2	12	57					southern_only
2	12	58					southern_only
2	12	59					southern_only
2	12	60					southern_only
2	12	61					southern_only
2	12	62					southern_only
2	12	63					southern_only
2	12	64					southern_only
2	12	65					southern_only
2	12	66					southern_only
2	12	67					southern_only
2	12	68					southern_only
2	12	69					southern_only
2	12	70					southern_only
2	12	71					southern_only
2	12	72					southern_only
2	12	73					southern_only
2	12	74					southern_only
2	12	75					southern_only
2	12	76					southern_only
2	12	77					southern_only
2	12	78					southern_only
2	12	79					southern_only
2	12	80					southern_only
2	12	81					southern_only
2	12	82					southern_only
2	12	83					southern_only
2	12	84					southern_only
2	12	85					southern_only
2	12	86					southern_only
2	12	87					southern_only
2	12	88					southern_only
2	12	89					southern_only
2	12	90					southern_only
2	12	91					southern_only
2	12	92					southern_only
2	12	93					southern_only
2	12	94					southern_only
2	12	95					southern_only
2	12	96					southern_only
2	12	97					southern_only
2	12	98					southern_only
2	12	99					southern_only
2	12	100					southern_only
2	12	101					southern_only
2	12	102					southern_only
2	12	103					southern_only
2	12	104					southern_only
2	12	105					southern_only
2	12	106					southern_only
2	12	107					southern_only
2	12	108					southern_only
2	12	109					southern_only
2	12	110					southern_only
2	12	111					southern_only
2	12	112					southern_only
2	13	1	2	11	1	0.986	matched
2	13	2	2	11	2	0.889	matched
2	13	3	2	11	3	0.897	matched
2	13	4	2	11	4	1.0	matched
2	13	5	2	11	5	0.442	fuzzy
2	13	6					southern_only
2	13	7					southern_only
2	13	8					southern_only
2	13	9					southern_only
2	13	10					southern_only
2	13	11					southern_only
2	13	12					southern_only
2	13	13					southern_only
2	13	14					southern_only
2	13	15	2	11	7	0.396	fuzzy
2	13	16	2	11	9	0.387	fuzzy
2	13	17					southern_only
2	13	18	2	11	10	0.433	fuzzy
2	13	19					southern_only
2	13	20					southern_only
2	13	21	2	11	13	0.358	fuzzy
2	13	22					southern_only
2	13	23					southern_only
2	13	24	2	11	14	0.599	matched
2	13	25	2	11	15	0.929	matched
2	13	26					southern_only
2	14	1	2	12	1	0.877	matched
2	14	2	2	12	2	0.837	matched
2	14	3	2	12	3	1.0	matched
2	14	4	2	12	4	1.0	matched
2	14	5	2	12	5	0.674	matched
2	14	6	2	12	6	0.77	matched
2	14	7					southern_only
2	14	8					southern_only
2	14	9					southern_only
2	14	10	2	12	7	0.728	matched
2	14	11	2	12	8	0.753	matched
2	14	12	2	12	9	0.615	matched
2	14	13	2	12	10	0.798	matched
2	14	14	2	12	11	0.774	matched
2	14	15					southern_only
2	14	16					southern_only
2	14	17					southern_only
2	14	18					southern_only
2	14	19					southern_only
2	14	20	2	12	12	0.903	matched
2	14	21	2	12	13	0.823	matched
2	14	22	2	12	14	0.747	matched
2	14	23	2	12	15	0.615	matched
2	14	24	2	12	16	0.843	matched
2	14	25					southern_only
2	14	26					southern_only
2	14	27					southern_only
2	14	28					southern_only
2	14	29					southern_only
2	14	30					southern_only
2	14	31					southern_only
2	14	32					southern_only
2	14	33					southern_only
2	14	34					southern_only
2	14	35					southern_only
2	14	36					southern_only
2	14	37					southern_only
2	14	38					southern_only
2	14	39					southern_only
2	14	40					southern_only
2	14	41					southern_only
2	14	42					southern_only
2	14	43					southern_only
2	14	44					southern_only
2	14	45					southern_only
2	14	46					southern_only
2	14	47					southern_only
2	14	48					southern_only
2	14	49					southern_only
2	14	50					southern_only
2	14	51					southern_only
2	14	52					southern_only
2	14	53					southern_only
2	14	54					southern_only
2	14	55					southern_only
2	14	56					southern_only
2	14	57					southern_only
2	14	58					southern_only
2	14	59	2	12	18	0.742	matched
2	14	60					southern_only
2	14	61					southern_only
2	14	62	2	12	20	0.359	fuzzy
2	14	63					southern_only
2	14	64					southern_only
2	14	65					southern_only
2	14	66					southern_only
2	14	67					southern_only
2	14	68	2	12	24	0.673	matched
2	14	69					southern_only
2	15	1	2	13	1	1.0	matched
2	15	2	2	13	2	0.694	matched
2	15	3	2	13	3	0.667	matched
2	15	4	2	13	4	0.392	fuzzy
2	15	5					southern_only
2	15	6					southern_only
2	15	7					southern_only
2	15	8	2	13	7	0.625	matched
2	15	9					southern_only
2	15	10	2	13	8	0.422	fuzzy
2	15	11	2	13	9	0.383	fuzzy
2	15	12					southern_only
2	15	13	2	13	12	0.394	fuzzy
2	15	14					southern_only
2	15	15					southern_only
2	15	16	2	13	14	0.352	fuzzy
2	15	17					southern_only
2	15	18					southern_only
2	15	19					southern_only
2	15	20					southern_only
2	15	21					southern_only
2	15	22					southern_only
2	15	23					southern_only
2	15	24	2	13	19	0.352	fuzzy
2	15	25	2	13	20	0.423	fuzzy
2	15	26					southern_only
2	15	27					southern_only
2	15	28					southern_only
2	15	29					southern_only
2	15	30					southern_only
2	15	31					southern_only
2	15	32					southern_only
2	15	33	2	13	26	0.366	fuzzy
2	15	34					southern_only
2	15	35					southern_only
2	15	36					southern_only
2	15	37					southern_only
2	15	38					southern_only
2	15	39					southern_only
2	15	40					southern_only
2	15	41					southern_only
2	15	42					southern_only
2	15	43					southern_only
2	15	44					southern_only
2	15	45					southern_only
2	15	46					southern_only
2	15	47					southern_only
2	15	48					southern_only
2	15	49	2	13	28	0.703	matched
2	16	1	2	14	1	1.0	matched
2	16	2	2	14	2	0.865	matched
2	16	3	2	14	3	0.787	matched
2	16	4					southern_only
2	16	5					southern_only
2	16	6	2	14	4	0.527	matched
2	16	7	2	14	5	0.905	matched
2	16	8	2	14	6	0.59	matched
2	16	9	2	14	7	0.659	matched
2	16	10	2	14	8	0.797	matched
2	16	11	2	14	9	0.905	matched
2	16	12	2	14	10	0.721	matched
2	16	13	2	14	11	0.722	matched
2	16	14	2	14	12	0.875	matched
2	16	15	2	14	13	0.732	matched
2	16	16	2	14	14	0.759	matched
2	16	17					southern_only
2	16	18					southern_only
2	16	19	2	14	15	0.893	matched
2	16	20	2	14	16	0.896	matched
2	16	21	2	14	17	0.9	matched
2	16	22					southern_only
2	16	23					southern_only
2	16	24					southern_only
2	16	25					southern_only
2	16	26					southern_only
2	16	27					southern_only
2	16	28					southern_only
2	16	29					southern_only
2	16	30					southern_only
2	16	31					southern_only
2	16	32	2	14	21	0.364	fuzzy
2	16	33					southern_only
2	16	34	2	14	23	0.373	fuzzy
2	16	35					southern_only
2	16	36					southern_only
2	16	37					southern_only
2	16	38					southern_only
2	16	39					southern_only
2	16	40					southern_only
2	16	41					southern_only
2	16	42					southern_only
2	16	43	2	14	24	0.594	matched
2	16	44	2	14	25	0.547	matched
2	16	45					southern_only
2	16	46	2	14	26	0.866	matched
2	16	47	2	14	27	0.701	matched
2	17	1					southern_only
2	17	2					southern_only
2	17	3					southern_only
2	17	4					southern_only
2	17	5	2	15	3	0.698	matched
2	17	6					southern_only
2	17	7					southern_only
2	17	8	2	15	4	0.355	fuzzy
2	17	9					southern_only
2	17	10					southern_only
2	17	11					southern_only
2	17	12					southern_only
2	17	13					southern_only
2	17	14					southern_only
2	17	15					southern_only
2	17	16					southern_only
2	17	17					southern_only
2	17	18					southern_only
2	17	19					southern_only
2	17	20					southern_only
2	17	21					southern_only
2	17	22	2	15	14	0.648	matched
2	18	1	2	16	1	0.823	matched
2	18	2	2	16	2	0.782	matched
2	18	3	2	16	3	0.49	fuzzy
2	18	4	2	16	4	0.548	matched
2	18	5	2	16	5	0.688	matched
2	18	6	2	16	6	0.747	matched
2	18	7	2	16	7	1.0	matched
2	18	8	2	16	8	0.738	matched
2	18	9	2	16	9	0.8	matched
2	18	10	2	16	10	0.651	matched
2	18	11	2	16	11	0.641	matched
2	18	12					southern_only
2	18	13	2	16	12	0.491	fuzzy
2	18	14	2	16	13	0.705	matched
2	18	15	2	16	14	0.756	matched
2	18	16	2	16	15	0.839	matched
2	18	17	2	16	16	0.674	matched
2	18	18	2	16	17	0.559	matched
2	18	19					southern_only
2	18	20					southern_only
2	18	21					southern_only
2	18	22					southern_only
2	18	23					southern_only
2	18	24					southern_only
2	18	25					southern_only
2	18	26					southern_only
2	18	27					southern_only
2	18	28					southern_only
2	18	29	2	16	18	0.532	matched
2	18	30	2	16	19	0.765	matched
2	18	31	2	16	20	0.901	matched
2	18	32	2	16	21	0.93	matched
2	18	33	2	16	22	0.64	matched
2	18	34	2	16	23	0.776	matched
2	18	35	2	16	24	0.937	matched
2	18	36					southern_only
2	18	37	2	16	25	0.823	matched
2	18	38	2	16	26	1.0	matched
2	18	39					southern_only
2	18	40					southern_only
2	18	41					southern_only
2	19	1	2	16	27	0.645	matched
2	19	2	2	16	28	0.79	matched
2	19	3	2	16	29	0.854	matched
2	19	4	2	16	30	0.933	matched
2	19	5	2	16	31	0.735	matched
2	19	6	2	16	32	0.659	matched
2	19	7	2	16	33	0.779	matched
2	19	8	2	16	34	0.833	matched
2	19	9	2	16	35	0.81	matched
2	19	10	2	16	36	0.535	matched
2	19	11	2	16	37	0.69	matched
2	19	12	2	16	38	0.729	matched
2	19	13	2	16	39	0.81	matched
2	19	14	2	16	40	0.728	matched
2	19	15	2	16	41	0.562	matched
2	19	16	2	16	42	0.729	matched
2	19	17	2	16	43	0.835	matched
2	19	18	2	16	44	0.535	matched
2	19	19	2	16	45	0.817	matched
2	19	20	2	16	46	0.782	matched
2	19	21	2	16	47	0.73	matched
2	19	22	2	16	48	0.67	matched
2	19	23	2	16	49	0.671	matched
2	19	24	2	16	50	0.635	matched
2	19	25	2	16	51	0.622	matched
2	19	26	2	16	52	0.938	matched
2	19	27	2	16	53	0.821	matched
2	19	28	2	16	54	0.719	matched
2	19	29	2	16	55	0.789	matched
2	19	30	2	16	56	0.713	matched
2	19	31	2	16	57	0.7	matched
2	19	32	2	16	58	0.846	matched
2	19	33	2	16	59	0.674	matched
2	19	34					southern_only
2	19	35	2	16	60	0.85	matched
2	19	36					southern_only
2	19	37					southern_only
2	19	38					southern_only
2	19	39					southern_only
2	19	40	2	16	61	0.674	matched
2	20	1	2	36	1	0.649	moved
2	20	2					southern_only
2	20	3					southern_only
2	20	4	2	36	3	0.574	moved
2	20	5					southern_only
2	20	6	2	36	7	0.538	moved
2	20	7					southern_only
2	20	8	2	17	1	0.644	matched
2	20	9	2	17	2	0.667	matched
2	20	10					southern_only
2	20	11	2	17	3	0.796	matched
2	20	12	2	17	4	0.588	matched
2	20	13	2	17	5	0.773	matched
2	20	14	2	17	6	0.756	matched
2	20	15	2	17	7	0.821	matched
2	20	16	2	17	8	0.825	matched
2	20	17					southern_only
2	20	18					southern_only
2	20	19					southern_only
2	20	20	2	17	9	0.618	matched
2	20	21					southern_only
2	20	22	2	17	10	0.897	matched
2	20	23	2	17	11	0.689	matched
2	20	24	2	17	12	0.778	matched
2	20	25					southern_only
2	20	26					southern_only
2	20	27	2	17	14	1.0	matched
2	20	28					southern_only
2	20	29	2	17	15	0.893	matched
2	20	30	2	17	16	0.846	matched
2	20	31					southern_only
2	20	32					southern_only
2	20	33	2	17	17	0.683	matched
2	20	34	2	17	18	0.616	matched
2	20	35	2	17	19	0.733	matched
2	20	36	2	17	20	0.878	matched
2	20	37	2	17	21	0.78	matched
2	20	38	2	17	22	0.848	matched
2	20	39	2	17	23	0.492	fuzzy
2	20	40					southern_only
2	20	41	2	17	24	0.917	matched
2	20	42					southern_only
2	20	43	2	17	25	0.721	matched
2	20	44					southern_only
2	20	45	2	17	26	0.896	matched
2	20	46					southern_only
2	20	47					southern_only
2	20	48	2	17	27	0.703	matched
2	20	49	2	17	28	0.787	matched
2	20	50	2	17	29	0.694	matched
2	20	51	2	17	30	0.855	matched
2	20	52	2	17	31	0.8	matched
2	20	53	2	17	32	0.657	matched
2	20	54					southern_only
2	20	55	2	17	33	1.0	matched
2	21	1	2	18	1	0.896	matched
2	21	2	2	18	2	0.711	matched
2	21	3	2	18	3	0.776	matched
2	21	4	2	18	4	0.753	matched
2	21	5	2	18	5	0.904	matched
2	21	6	2	18	6	1.0	matched
2	21	7	2	18	7	0.75	matched
2	21	8	2	18	8	0.8	matched
2	21	9	2	18	9	0.775	matched
