slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_grounded_verse	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
sara	1	10	10	30	249	4	69	0.2771	1	0	0	1	R4_grounded_alignment
sara	2	3	3	3	249	4	69	0.2771	0	0	0	1	R3_tagged_but_unaligned
saraGA		3	3	9	6	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
saraNga	1	3	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
saraRa	1	6	6	30	17	1	1	0.0588	0	0	0	1	R3_tagged_but_unaligned
saraRi		2	2	16	14	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
saraRyu		3	3	14	4	0	0	0.0000	1	1	0	1	R4_grounded_alignment
saraja		3	3	3	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sarajas		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarajasa		2	2	6	1	1	1	1.0000	0	0	0	1	R3_tagged_but_unaligned
saraka		10	10	40	9	1	3	0.3333	0	0	0	1	R3_tagged_but_unaligned
saraktaka		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarala		9	9	90	102	2	11	0.1078	1	1	1	1	R4_grounded_alignment
saramA		3	3	32	30	1	4	0.1333	1	1	0	1	R4_grounded_alignment
saranDra		2	2	3	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
saras		4	4	67	537	3	37	0.0689	1	1	0	1	R4_grounded_alignment
sarasI		2	2	26	14	1	2	0.1429	0	0	0	1	R3_tagged_but_unaligned
sarasa	2	7	7	49	53	1	1	0.0189	1	1	0	1	R4_grounded_alignment
sarasatva		3	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarasija		2	2	7	23	1	1	0.0435	0	0	0	1	R3_tagged_but_unaligned
sarasvant		21	21	265	14	1	1	0.0714	1	1	0	1	R4_grounded_alignment
sarasvatIkaRWABaraRa		3	3	16		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarava		3	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
saraw		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarawa		2	2	8	7	1	1	0.1429	0	0	0	1	R3_tagged_but_unaligned
sarayu		2	2	51	3	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sarga		14	14	130	640	7	18	0.0281	1	1	0	1	R4_grounded_alignment
sarit		4	4	49	509	2	118	0.2318	1	1	0	1	R4_grounded_alignment
sarj	3	15	14	1087	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarja		3	2	28	56	2	19	0.3393	1	0	0	1	R4_grounded_alignment
sarjana		4	4	9	21	1	1	0.0476	0	0	0	1	R3_tagged_but_unaligned
sarjarasa		3	3	28	61	2	5	0.0820	1	0	0	1	R4_grounded_alignment
saroja		2	2	19	53	1	8	0.1509	1	1	0	1	R4_grounded_alignment
sarojin		4	3	13		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarp		5	5	335		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarpAkza		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarpAri		2	2	3	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
sarpAvAsa		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarpa		8	7	84	768	6	83	0.1081	1	1	0	1	R4_grounded_alignment
sarpaBuj		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarpaSIrza		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarpadaMzwra		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarpanAma		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarpin		4	4	8	6	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarpis		2	2	53	1124	3	162	0.1441	1	1	0	1	R4_grounded_alignment
saru		3	2	6	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sarvABAva		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvANga	1	2	2	10	5	1	2	0.4000	0	0	0	1	R3_tagged_but_unaligned
sarvANga	2	2	2	6	5	1	2	0.4000	0	0	0	1	R3_tagged_but_unaligned
sarvAnanda		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarvAnuBUti		4	4	4	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sarvArTa	2	3	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvArTasidDa		3	3	7	38	1	4	0.1053	0	0	0	1	R3_tagged_but_unaligned
sarvAtmaka	2	2	2	6	13	1	1	0.0769	0	0	0	1	R3_tagged_but_unaligned
sarvAtman	1	2	2	49	52	1	4	0.0769	1	1	1	1	R4_grounded_alignment
sarvOGa		2	2	6	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarvOzaDa		2	2	7	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sarva		4	4	100	31377	23	2829	0.0902	1	1	1	1	R4_grounded_alignment
sarvaBUta		2	2	7	4	1	1	0.2500	0	0	0	1	R3_tagged_but_unaligned
sarvaBakza		3	3	14		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvaDara		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvaMsaha		2	2	15	5	1	1	0.2000	0	0	0	1	R3_tagged_but_unaligned
sarvaSas		3	3	51	728	8	50	0.0687	1	1	0	1	R4_grounded_alignment
sarvaSveta	1	2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvaTA		3	3	58	409	2	19	0.0465	0	0	0	1	R3_tagged_but_unaligned
sarvadamana		3	2	8	3	1	1	0.3333	0	0	1	1	R3_tagged_but_unaligned
sarvadarSin		2	2	5	0	0	0		0	0	0	1	R2_no_wordsem_tag
sarvadfS		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvaga		7	7	30	85	5	14	0.1647	1	1	1	1	R4_grounded_alignment
sarvaganDa	2	4	4	10	15	2	5	0.3333	0	0	0	1	R3_tagged_but_unaligned
sarvagata		2	2	17	16	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarvahara		2	2	5	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sarvahita		3	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarvajYAna		3	2	2	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sarvajYa		2	2	64	372	4	17	0.0457	1	1	0	1	R4_grounded_alignment
sarvajanapriya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvajaya		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvajit		4	3	10	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sarvakAma	2	5	5	16	2	1	2	1.0000	0	0	1	1	R3_tagged_but_unaligned
sarvakAmika		2	2	2	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarvakAmin		3	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvakarman	2	2	2	3	5	1	1	0.2000	1	0	0	1	R4_grounded_alignment
sarvaloha		2	2	2	1	1	1	1.0000	0	0	0	1	R3_tagged_but_unaligned
sarvamaNgala		3	3	13		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvameDa		3	3	13	11	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sarvamitra		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvapaSu	1	2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvaprAyaScitta		2	2	8	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sarvarUpa		3	3	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvarasa	1	4	4	11	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
sarvarasa	2	3	3	5	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
sarvasaMhAra		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvasaMsTa		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvasaha		3	3	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvasena		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvastoma		2	2	15		0	0		1	1	0	1	R4_grounded_alignment
sarvasva		3	2	62	36	2	4	0.1111	0	0	0	1	R3_tagged_but_unaligned
sarvatAti		2	2	18	28	3	5	0.1786	1	1	0	1	R4_grounded_alignment
sarvatIrTa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sarvatas		4	4	101	1009	11	107	0.1060	1	1	0	1	R4_grounded_alignment
sarvatoBadra		17	17	45	25	3	4	0.1600	0	0	1	1	R3_tagged_but_unaligned
sarvatoBadraka		2	2	2	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
sarvatomuKa		6	6	35	57	2	3	0.0526	1	1	0	1	R4_grounded_alignment
sarvatra		2	2	76	649	3	59	0.0909	1	1	0	1	R4_grounded_alignment
sarvatraga		3	3	12	25	1	1	0.0400	1	0	1	1	R4_grounded_alignment
sarvavedas		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sarvavedasa		3	3	17	11	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sarveSa		2	2	5	5	1	1	0.2000	0	0	0	1	R3_tagged_but_unaligned
sarveSvara		4	4	10	24	3	5	0.2083	0	0	0	1	R3_tagged_but_unaligned
sarzapa		3	3	13	296	5	44	0.1486	0	0	0	1	R3_tagged_but_unaligned
sarzapaka		3	3	7	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sas		2	2	19	23	1	9	0.3913	1	1	0	1	R4_grounded_alignment
sasattva		3	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sasneha		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sasvara		4	4	9		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sasyahan		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sasyaka		5	5	12	79	2	39	0.4937	0	0	0	1	R3_tagged_but_unaligned
satIna	2	2	2	19	14	2	2	0.1429	0	0	1	1	R3_tagged_but_unaligned
satIrTa		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satIya		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sati		3	3	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satkArya	1	2	2	6	19	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
satkarman	2	2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
satkriyA		2	2	44	55	0	0	0.0000	1	1	0	1	R4_grounded_alignment
satobfhant		3	2	15		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satpati		3	3	35	31	1	9	0.2903	1	1	0	1	R4_grounded_alignment
satrAjit		3	3	14	20	1	2	0.1000	1	1	1	1	R4_grounded_alignment
sattrAyaRa	2	2	2	2	4	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sattra		4	4	94	292	2	23	0.0788	1	1	0	1	R4_grounded_alignment
sattrin		2	2	23	49	1	2	0.0408	1	1	0	1	R4_grounded_alignment
sattva		10	10	292	3883	26	925	0.2382	2	2	1	1	R4_grounded_alignment
sattvasTa		2	2	9	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sattvavant		2	2	26		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satvan		2	2	29	39	1	8	0.2051	1	1	0	1	R4_grounded_alignment
satyANga		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satyAnanda		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satyAvan		2	2	3	2	1	2	1.0000	1	1	0	1	R4_grounded_alignment
satya		18	18	379	3694	15	306	0.0828	2	2	0	1	R4_grounded_alignment
satyaDarma	2	2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satyaDfti		2	2	16	25	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
satyaMkAra		2	2	6	5	0	0	0.0000	1	1	0	1	R4_grounded_alignment
satyaSrI		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satyaSravas		2	2	7	7	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
satyadarSin		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satyahita		2	2	5	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
satyajit		2	2	16	39	0	0	0.0000	1	0	0	1	R4_grounded_alignment
satyakAma		2	2	9	15	0	0	0.0000	1	1	0	1	R4_grounded_alignment
satyaka		5	5	15	16	1	1	0.0625	1	0	0	1	R4_grounded_alignment
satyakarman		3	3	4	7	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
satyanAman		2	2	8	0	0	0		0	0	0	1	R2_no_wordsem_tag
satyarUpa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satyaraTa		2	2	5	6	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
satyasaMDa		2	2	32	9	0	0	0.0000	1	0	0	1	R4_grounded_alignment
satyasaMgara		3	2	3	1	0	0	0.0000	1	0	0	1	R4_grounded_alignment
satyatA		2	2	9	6	0	0	0.0000	1	0	0	1	R4_grounded_alignment
satyatva		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satyavAc	2	4	4	29	4	0	0	0.0000	1	1	0	1	R4_grounded_alignment
satyavAdin		3	3	30		0	0		0	0	0	1	R1_lemma_absent_from_dcs
satyavacana	1	2	2	5	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
satyavacas		2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
satyavant		9	9	59	68	1	1	0.0147	1	1	0	1	R4_grounded_alignment
satyavrata	2	2	2	29	43	3	3	0.0698	0	0	1	1	R3_tagged_but_unaligned
savIrya		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sava	1	2	2	10	41	7	8	0.1951	0	0	1	1	R3_tagged_but_unaligned
sava	2	4	4	57	41	7	8	0.1951	1	1	0	1	R4_grounded_alignment
savana	1	3	3	69	297	7	24	0.0808	1	1	0	1	R4_grounded_alignment
savana	4	4	4	8	297	7	24	0.0808	1	0	0	1	R4_grounded_alignment
savarRa		4	4	70	143	2	20	0.1399	1	1	0	1	R4_grounded_alignment
savega		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
savfta		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
saviDa		3	3	22	7	1	1	0.1429	1	1	0	1	R4_grounded_alignment
saviMSa		2	2	4	6	1	2	0.3333	1	1	0	1	R4_grounded_alignment
saviSeza		5	5	24	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
savidya		2	2	3	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
savikAra		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
savikalpa		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
savitar	1	3	3	101		0	0		0	0	0	1	R1_lemma_absent_from_dcs
savitrI		2	2	5	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
saviza		2	2	6	20	3	12	0.6000	1	1	0	1	R4_grounded_alignment
savrata		2	2	6	4	0	0	0.0000	1	1	0	1	R4_grounded_alignment
savya	1	10	10	90	281	2	15	0.0534	1	1	1	1	R4_grounded_alignment
savyatas		2	2	6	12	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sawAla		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sawa		5	3	34		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sayana		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sayoga		3	3	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sayoni		5	3	19	5	1	2	0.4000	1	1	0	1	R4_grounded_alignment
sayugvan		2	2	4	6	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sayuj		2	2	20	17	0	0	0.0000	1	1	0	1	R4_grounded_alignment
secana		5	5	21	45	5	12	0.2667	0	0	0	1	R3_tagged_but_unaligned
sehu		2	2	2	1	1	1	1.0000	1	1	0	1	R4_grounded_alignment
seka		4	4	42	148	2	26	0.1757	1	1	0	1	R4_grounded_alignment
sekima		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
selu		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
senA		6	6	81	925	3	169	0.1827	1	1	0	1	R4_grounded_alignment
senAmuKa		3	3	8	2	1	2	1.0000	1	0	0	1	R4_grounded_alignment
senAnI		5	5	43	26	0	0	0.0000	1	1	0	1	R4_grounded_alignment
senApati		3	3	30	199	2	23	0.1156	1	0	0	1	R4_grounded_alignment
senajit		3	3	12	26	1	2	0.0769	1	0	0	1	R4_grounded_alignment
senaka		2	2	2	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
senya		2	2	6	4	0	0	0.0000	2	2	0	1	R4_grounded_alignment
setu		10	10	118	202	10	25	0.1238	1	1	0	1	R4_grounded_alignment
setubanDa		3	2	13	5	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
setubanDana		2	2	6	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sev		9	3	30	1271	14	185	0.1456	1	0	0	1	R4_grounded_alignment
sevA		5	5	66	285	5	16	0.0561	1	1	0	1	R4_grounded_alignment
seva		2	2	3	0	1	1		0	0	0	1	R3_tagged_but_unaligned
sevaka	2	4	4	49	71	4	11	0.1549	1	1	0	1	R4_grounded_alignment
sevanIya		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sevana	1	3	3	19	186	9	30	0.1613	0	0	0	1	R3_tagged_but_unaligned
sevana	2	5	4	43	186	9	30	0.1613	1	1	0	1	R4_grounded_alignment
sevin		5	5	27	143	4	20	0.1399	1	1	0	1	R4_grounded_alignment
sevitar		3	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sevitavya	2	2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sevitva		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sevya		8	8	47	17	1	1	0.0588	0	0	2	1	R3_tagged_but_unaligned
sevyatA		3	2	5	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sevyatva		3	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sfRi		4	4	18	7	2	2	0.2857	1	1	0	1	R4_grounded_alignment
sfRya		2	2	4	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sfYjaya		2	2	41	284	1	8	0.0282	1	1	0	1	R4_grounded_alignment
sfgAla		6	6	57	39	1	3	0.0769	1	0	0	1	R4_grounded_alignment
sfgAlajambU		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sfgAlikA		4	4	11		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sfj		3	3	11	1840	14	102	0.0554	1	0	0	1	R4_grounded_alignment
sfka		3	2	6	3	1	1	0.3333	1	1	0	1	R4_grounded_alignment
sfkaRqu		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sfkva		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sfmara		2	2	21	21	0	0	0.0000	1	0	0	1	R4_grounded_alignment
sfpa		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sfpra		2	2	6	7	1	1	0.1429	1	1	0	1	R4_grounded_alignment
sfti		3	3	22	17	1	1	0.0588	1	1	0	1	R4_grounded_alignment
sftvan		3	3	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sfzwi		8	8	61	393	5	17	0.0433	1	1	1	1	R4_grounded_alignment
si	1	6	3	29	13	5	6	0.4615	0	0	0	1	R3_tagged_but_unaligned
siD	1	2	2	215	1815	13	305	0.1680	1	1	0	1	R4_grounded_alignment
siD	2	31	30	328	1815	13	305	0.1680	1	1	0	1	R4_grounded_alignment
siDma	2	2	2	10	24	2	4	0.1667	0	0	1	1	R3_tagged_but_unaligned
siDmala		2	2	15	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
siMhAsana	1	2	2	36	78	1	4	0.0513	0	0	0	1	R3_tagged_but_unaligned
siMhAsya		4	4	8	4	1	1	0.2500	0	0	1	1	R3_tagged_but_unaligned
siMha		10	10	163	1142	8	227	0.1988	1	1	0	1	R4_grounded_alignment
siMhacandra		2	2	6	0	0	0		0	0	0	1	R2_no_wordsem_tag
siMhadaMzwra		3	3	4	3	1	1	0.3333	0	0	1	1	R3_tagged_but_unaligned
siMhahanu		2	2	5	13	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
siMhaka		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
siMhakesara		2	2	3	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
siMhala		5	4	40	22	1	1	0.0455	1	0	0	1	R4_grounded_alignment
siMhamuKa		4	3	4	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
siMhanAda		9	9	39	206	2	16	0.0777	1	0	0	1	R4_grounded_alignment
siMhanAdaka		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
siMharaTa		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
siMharava		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
siMhatuRqa		2	2	3	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
siMhavaktra		3	3	3	0	0	0		0	0	1	1	R2_no_wordsem_tag
siMhavikrAnta		3	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
siMhavikrIqita		3	3	3	0	0	0		0	0	0	1	R2_no_wordsem_tag
siMhavikrama		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
siMhikA		4	4	21	27	1	5	0.1852	0	0	1	1	R3_tagged_but_unaligned
sic		3	3	598	442	13	100	0.2262	1	1	0	1	R4_grounded_alignment
sic	2	3	3	14	442	13	100	0.2262	1	1	0	1	R4_grounded_alignment
sidDAnta		5	5	62	66	1	2	0.0303	0	0	1	1	R3_tagged_but_unaligned
sidDArTa		9	9	76	124	8	34	0.2742	2	1	0	1	R4_grounded_alignment
sidDArTaka		3	3	18	54	2	4	0.0741	0	0	0	1	R3_tagged_but_unaligned
sidDISvara		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sidDaka		2	2	5	3	1	1	0.3333	0	0	1	1	R3_tagged_but_unaligned
sidDamAtfkA		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sidDamantra		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sidDapAtra		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sidDaprayojana		2	2	4	1	1	1	1.0000	0	0	0	1	R3_tagged_but_unaligned
sidDasADana		3	3	5	4	1	1	0.2500	0	0	0	1	R3_tagged_but_unaligned
sidDasena		2	2	10	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sidDatva		5	5	12	8	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sidDavawa		3	3	3	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sidDavidyA		2	2	4	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sidDayoginI		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sidDeSvara		4	4	8	23	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sidDi		16	16	236	2163	15	232	0.1073	1	1	0	1	R4_grounded_alignment
sidDida		3	3	8	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sidDikara		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sidDimant		3	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sidDiyoga		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sikTa		5	5	28	25	1	3	0.1200	0	0	1	1	R3_tagged_but_unaligned
sikTaka		3	3	10	22	1	9	0.4091	0	0	0	1	R3_tagged_but_unaligned
sikatA		3	3	71	116	5	45	0.3879	1	1	0	1	R4_grounded_alignment
silhaka		2	2	7	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sinDUtTa		2	2	8	53	2	20	0.3774	0	0	0	1	R3_tagged_but_unaligned
sinDu		10	10	130	482	9	113	0.2344	2	2	0	1	R4_grounded_alignment
sinDuja		3	3	5	11	1	6	0.5455	0	0	0	1	R3_tagged_but_unaligned
sinDujanman		2	2	3	4	1	2	0.5000	0	0	0	1	R3_tagged_but_unaligned
sinDuka		2	2	5	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sinDupati		2	2	2	10	1	3	0.3000	0	0	0	1	R3_tagged_but_unaligned
sinDuputra		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sinDurAja		3	3	11	55	2	4	0.0727	1	0	0	1	R4_grounded_alignment
sinDuvAra		2	2	10	21	1	3	0.1429	0	0	1	1	R3_tagged_but_unaligned
sinIvAlI		2	2	50	44	2	6	0.1364	1	1	0	1	R4_grounded_alignment
sindUra		5	5	50	184	2	78	0.4239	0	0	1	1	R3_tagged_but_unaligned
sipra		5	5	24		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sirA		3	3	50	464	4	140	0.3017	1	1	0	1	R4_grounded_alignment
sirAla		4	4	13	7	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sisfkzu		2	2	16	28	0	0	0.0000	1	1	0	1	R4_grounded_alignment
sitABa		3	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sitABra		2	2	8	2	1	1	0.5000	0	0	0	1	R3_tagged_but_unaligned
sitAKya		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sitAMSu		2	2	6	4	1	1	0.2500	0	0	0	1	R3_tagged_but_unaligned
sitANga		2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sitASva		3	2	2	3	1	2	0.6667	0	0	1	1	R3_tagged_but_unaligned
sitAhvaya		2	2	4	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sitAlaka		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sitAmbara		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sitAnana		3	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sitAsita		4	4	10	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sitAvara		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
sita	3	17	17	126	645	12	157	0.2434	2	1	0	1	R4_grounded_alignment
sitacCada		3	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sitakara		2	2	3	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
sitapuzpa		4	4	13	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
sitetara		3	3	8	11	1	1	0.0909	1	1	0	1	R4_grounded_alignment
sitopala		3	3	12	6	2	2	0.3333	0	0	0	1	R3_tagged_but_unaligned
sizADayizu		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
skAnda		3	3	20	278	1	4	0.0144	0	0	1	1	R3_tagged_but_unaligned
skaB		2	2	26		0	0		0	0	0	1	R1_lemma_absent_from_dcs
skamBa		2	2	13	46	1	2	0.0435	1	1	0	1	R4_grounded_alignment
skanDa		11	11	189	580	5	37	0.0638	1	1	0	1	R4_grounded_alignment
skanDadeSa		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
