slp1	hom	n_pwg_senses	n_pwg_senses_with_ls	n_pwg_ls_total	dcs_lemma_count	n_dcs_wn_senses	dcs_sensetagged_count	sensetagged_share	n_pwg_senses_grounded	n_pwg_senses_grounded_verse	n_pwg_senses_gloss_overlap_only	grounding_computed	residual_class
hastABaraRa		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hastAmalaka		3	3	14	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hastAvApa		2	2	8		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hasta		14	14	232	2309	5	358	0.1550	1	1	0	1	R4_grounded_alignment
hastagrAha		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hastagraha		2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hastaka		3	3	9	21	2	2	0.0952	0	0	1	1	R3_tagged_but_unaligned
hastavant		2	2	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hastiSAlA		2	2	4	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hastikarRa		5	5	19	17	2	3	0.1765	0	0	1	1	R3_tagged_but_unaligned
hastimalla		3	3	16	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hastin		10	9	107	593	5	128	0.2159	1	1	0	1	R4_grounded_alignment
hastipAla		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hastya		3	3	7	4	1	1	0.2500	1	1	0	1	R4_grounded_alignment
hatASa		2	2	11	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hatOjas		2	2	4	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hati		4	4	11	11	1	1	0.0909	1	1	0	1	R4_grounded_alignment
hava	2	3	3	32	201	2	24	0.1194	1	1	0	1	R4_grounded_alignment
havana	1	4	4	10	38	2	7	0.1842	0	0	0	1	R3_tagged_but_unaligned
havana	2	2	2	14	38	2	7	0.1842	1	1	0	1	R4_grounded_alignment
havirBuj		4	3	9	9	1	1	0.1111	1	1	0	1	R4_grounded_alignment
havirDAna		6	6	43	39	0	0	0.0000	2	2	0	1	R4_grounded_alignment
havis		3	3	127	730	6	106	0.1452	1	1	0	1	R4_grounded_alignment
havizkft		3	3	21	16	0	0	0.0000	1	1	0	1	R4_grounded_alignment
havizmant		4	4	39	18	0	0	0.0000	1	1	0	1	R4_grounded_alignment
havizpaNkti		2	2	9	6	0	0	0.0000	1	1	0	1	R4_grounded_alignment
havizya		4	4	35	54	1	4	0.0741	1	1	0	1	R4_grounded_alignment
havyAda		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
havya	2	2	2	21	395	4	38	0.0962	1	1	1	1	R4_grounded_alignment
havyadAti		2	2	17	2	0	0	0.0000	1	1	0	1	R4_grounded_alignment
havyavAhana		3	3	30	78	4	20	0.2564	1	1	0	1	R4_grounded_alignment
hawwa		2	2	9	8	1	1	0.1250	0	0	0	1	R3_tagged_but_unaligned
haya		11	11	64	1094	2	220	0.2011	1	1	0	1	R4_grounded_alignment
hayaSiras		4	4	20	19	1	7	0.3684	0	0	2	1	R3_tagged_but_unaligned
hayaganDa		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hayagrIva		3	2	44	30	2	3	0.1000	1	0	0	1	R4_grounded_alignment
hayamuKa		3	3	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hayana		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hayapa		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hayapriya		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
helA		4	4	66	30	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
heli		3	3	13	3	2	3	1.0000	0	0	0	1	R3_tagged_but_unaligned
hemABa		2	2	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hemANga		4	4	10	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hemANgada		3	3	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hemAcala		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hemAdri		2	2	27	7	1	1	0.1429	0	0	1	1	R3_tagged_but_unaligned
hemAhva		2	2	4	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hema		8	8	25	32	3	9	0.2812	0	0	2	1	R3_tagged_but_unaligned
hemacandra		2	2	21	6	2	2	0.3333	0	0	1	1	R3_tagged_but_unaligned
hemadugDa		3	3	4	2	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hemagOra		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hemakAnti		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hemakUwa		2	2	15	37	3	7	0.1892	1	0	0	1	R4_grounded_alignment
hemaka		2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hemalatA		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
heman	2	4	4	32	1911	4	712	0.3726	1	0	0	1	R4_grounded_alignment
hemaparvata		2	2	2	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hemapraBa		2	2	6	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hemapuzpa		3	3	17	5	1	1	0.2000	0	0	1	1	R3_tagged_but_unaligned
hemapuzpaka		2	2	10	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
hemavarRa		3	2	2	3	1	1	0.3333	0	0	1	1	R3_tagged_but_unaligned
heraka		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
heramba		4	4	26	4	1	3	0.7500	0	0	1	1	R3_tagged_but_unaligned
heti		6	6	87	110	2	7	0.0636	1	1	0	1	R4_grounded_alignment
hetu		14	14	140	2415	10	135	0.0559	1	1	0	1	R4_grounded_alignment
hetuka		4	4	27	95	3	6	0.0632	0	0	1	1	R3_tagged_but_unaligned
hetumant		3	3	15	0	0	0		0	0	0	1	R2_no_wordsem_tag
hetutA		2	2	8	15	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hetutva		3	3	14	32	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
heya		2	2	32		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hfcCaya		3	3	14	16	4	7	0.4375	2	1	0	1	R4_grounded_alignment
hfd		2	2	45	1284	5	100	0.0779	1	1	0	1	R4_grounded_alignment
hfdayAviD		2	2	3	1	0	0	0.0000	1	1	0	1	R4_grounded_alignment
hfdaya	1	6	6	109	1781	10	131	0.0736	1	1	1	1	R4_grounded_alignment
hfdayajYa		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hfdayaja		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hfdayeSa		3	3	4	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hfdroga	1	3	3	25	11	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hfdruj		2	2	2	8	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hfdya		8	8	71	324	3	28	0.0864	1	1	0	1	R4_grounded_alignment
hfdyaganDa		5	5	8	6	2	2	0.3333	0	0	0	1	R3_tagged_but_unaligned
hfdyatA		3	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hft		2	2	10	293	6	80	0.2730	1	1	0	1	R4_grounded_alignment
hfti		3	3	9	5	1	1	0.2000	0	0	0	1	R3_tagged_but_unaligned
hfzIkeSa		4	4	27	202	4	44	0.2178	1	1	0	1	R4_grounded_alignment
hfzwi		2	2	5	5	1	1	0.2000	0	0	0	1	R3_tagged_but_unaligned
hi	1	14	14	224	19452	19	144	0.0074	2	1	0	1	R4_grounded_alignment
hi	2	4	4	219	19452	19	144	0.0074	1	1	0	1	R4_grounded_alignment
hiMsa		3	3	74	3	2	3	1.0000	1	1	0	1	R4_grounded_alignment
hiMsra		7	7	61	51	0	0	0.0000	1	1	1	1	R4_grounded_alignment
hiNgu		2	2	28	295	1	84	0.2847	2	1	0	1	R4_grounded_alignment
hiNgula		4	4	17	209	1	119	0.5694	0	0	1	1	R3_tagged_but_unaligned
hiNgulaka		2	2	5	7	1	4	0.5714	0	0	0	1	R3_tagged_but_unaligned
hiNguniryAsa		2	2	7	4	1	1	0.2500	0	0	1	1	R3_tagged_but_unaligned
hiNgupattra		2	2	3	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hiNkAra		2	2	13	36	0	0	0.0000	1	1	0	1	R4_grounded_alignment
hiRqIra		4	4	8	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
hilla		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
himAhva		2	2	5	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
himAhvaya		2	2	2	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
himAlaya		3	3	15	30	1	9	0.3000	1	1	0	1	R4_grounded_alignment
himAnI		2	2	9	5	1	3	0.6000	0	0	0	1	R3_tagged_but_unaligned
hima		10	10	105	576	18	106	0.1840	1	1	0	1	R4_grounded_alignment
himaSElaja		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
himaja		3	3	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
himaka		3	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
himakara		2	2	11	6	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
himavant		5	5	67	436	4	72	0.1651	1	1	0	1	R4_grounded_alignment
himavatsuta		2	2	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hindola		3	3	5		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hiqimba		2	2	16	36	1	3	0.0833	1	0	0	1	R4_grounded_alignment
hira		3	3	5		0	0		1	1	0	1	R4_grounded_alignment
hiraRmaya		4	4	56	139	3	12	0.0863	1	1	0	1	R4_grounded_alignment
hiraRvant		2	2	8	5	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hiraRyAkza		4	4	37	60	1	6	0.1000	1	1	0	1	R4_grounded_alignment
hiraRya		9	8	124	537	12	111	0.2067	1	1	1	1	R4_grounded_alignment
hiraRyaSfNga		2	2	3	4	1	2	0.5000	1	0	0	1	R4_grounded_alignment
hiraRyabAhu		4	4	10	11	1	6	0.5455	1	0	0	1	R4_grounded_alignment
hiraRyada		4	4	7	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hiraRyadant		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hiraRyagarBa		6	5	52	98	2	14	0.1429	1	1	1	1	R4_grounded_alignment
hiraRyahasta		2	2	5	3	0	0	0.0000	1	1	0	1	R4_grounded_alignment
hiraRyaka		2	2	2	39	1	2	0.0513	0	0	0	1	R3_tagged_but_unaligned
hiraRyakaSipu	2	2	2	34	134	1	10	0.0746	1	1	0	1	R4_grounded_alignment
hiraRyakeSa		4	4	7	4	1	1	0.2500	1	1	0	1	R4_grounded_alignment
hiraRyanABa		4	4	23	18	2	5	0.2778	1	0	0	1	R4_grounded_alignment
hiraRyapARi		3	3	10		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hiraRyaparRa		2	2	7		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hiraRyapura		2	2	10	18	0	0	0.0000	1	0	0	1	R4_grounded_alignment
hiraRyaretas		5	4	26	17	4	6	0.3529	1	0	0	1	R4_grounded_alignment
hiraRyavant		7	7	20		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hiraRyavarRa		3	3	21		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hita	1	9	9	141	2767	15	313	0.1131	2	1	0	1	R4_grounded_alignment
hlAdana		2	2	8	15	2	3	0.2000	1	0	0	1	R4_grounded_alignment
hlAdin	1	5	5	13	11	1	3	0.2727	1	0	0	1	R4_grounded_alignment
hlAdin	2	2	2	4	11	1	3	0.2727	0	0	0	1	R3_tagged_but_unaligned
hnu		3	3	66	2	1	1	0.5000	1	1	0	1	R4_grounded_alignment
holAka		2	2	5	2	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hola		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
homin		2	2	4	6	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hoqa		3	3	3		0	0		0	0	0	1	R1_lemma_absent_from_dcs
horA		4	4	51	5	1	1	0.2000	0	0	1	1	R3_tagged_but_unaligned
hotar		7	4	140		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hotra		2	2	26	94	3	17	0.1809	1	1	0	1	R4_grounded_alignment
hotraka		2	2	24	18	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
hrAd	1	2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hrAda		3	3	18	16	0	0	0.0000	1	0	0	1	R4_grounded_alignment
hrAdin	1	2	2	9	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hrAdin	2	3	3	7	4	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hrAsa		2	2	20	65	4	9	0.1385	1	1	0	1	R4_grounded_alignment
hrI	1	2	2	33	191	3	8	0.0419	1	0	0	1	R4_grounded_alignment
hrIku		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hrImant		2	2	17	1	0	0	0.0000	1	0	0	1	R4_grounded_alignment
hrInizeva		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hrada	1	2	2	5	293	6	29	0.0990	0	0	0	1	R3_tagged_but_unaligned
hrada	2	3	3	52	293	6	29	0.0990	1	1	0	1	R4_grounded_alignment
hradin		2	2	17	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hrasvANga		2	2	3	5	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hrasva		4	4	107	230	5	45	0.1957	1	1	0	1	R4_grounded_alignment
hrasvaPala		2	2	2	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
hrasvapattraka		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hu	1	3	2	135	1652	8	105	0.0636	1	1	0	1	R4_grounded_alignment
huMkar		3	3	11		0	0		0	0	0	1	R1_lemma_absent_from_dcs
huRqa		3	3	5	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
huqa		2	2	7	8	1	1	0.1250	1	0	0	1	R4_grounded_alignment
huqukka		3	3	11		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hutASa		2	2	33	61	2	14	0.2295	1	1	0	1	R4_grounded_alignment
hutaBuj		3	3	19	43	3	12	0.2791	1	1	0	1	R4_grounded_alignment
hvA	1	5	5	179	610	8	79	0.1295	1	1	0	1	R4_grounded_alignment
hvala		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hvar		3	3	17		0	0		0	0	0	1	R1_lemma_absent_from_dcs
hvaras		3	3	9	6	1	1	0.1667	1	1	0	1	R4_grounded_alignment
hyastana		2	2	8	6	0	0	0.0000	1	0	0	1	R4_grounded_alignment
i	3	11	11	1396	2133	13	227	0.1064	1	1	0	1	R4_grounded_alignment
iBya		2	2	10	6	0	0	0.0000	1	1	0	1	R4_grounded_alignment
iD	1	2	2	52		0	0		0	0	0	1	R1_lemma_absent_from_dcs
iNg		2	2	15	11	1	1	0.0909	1	1	0	1	R4_grounded_alignment
iNga		5	5	18	3	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
iNgana		3	3	7	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
idAnIm		2	2	34	574	1	40	0.0697	1	1	0	1	R4_grounded_alignment
idDa		4	3	5	1	0	0	0.0000	0	0	0	1	R2_no_wordsem_tag
iha		3	3	127	5697	11	348	0.0611	1	1	0	1	R4_grounded_alignment
ijya		9	7	49	3	0	0	0.0000	1	1	0	1	R4_grounded_alignment
ikzu		3	3	21	297	5	242	0.8148	0	0	0	1	R3_tagged_but_unaligned
ikzuganDa		6	6	16	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
ikzukARqa		3	3	6	3	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
ikzura		3	3	7	15	2	2	0.1333	0	0	1	1	R3_tagged_but_unaligned
ikzurasa		2	2	12	8	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
ikzvAku		2	2	49	266	3	84	0.3158	1	1	1	1	R4_grounded_alignment
ikzvAlika		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
ilavila		2	2	3	2	1	1	0.5000	0	0	1	1	R3_tagged_but_unaligned
ilvala		3	3	16	20	1	5	0.2500	1	0	0	1	R4_grounded_alignment
in		3	3	46	6	1	5	0.8333	0	0	0	1	R3_tagged_but_unaligned
ina		4	4	45	27	4	13	0.4815	1	1	1	1	R4_grounded_alignment
indIvara		4	3	30	66	1	11	0.1667	0	0	1	1	R3_tagged_but_unaligned
indrARI		3	3	42	59	2	10	0.1695	1	1	0	1	R4_grounded_alignment
indrASana		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
indrAsana		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
indrAyuDa		3	3	15	49	2	7	0.1429	0	0	0	1	R3_tagged_but_unaligned
indra		12	12	157	8452	19	1488	0.1761	1	1	0	1	R4_grounded_alignment
indradru		2	2	3	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
indradyumna		2	2	13	33	2	3	0.0909	1	1	0	1	R4_grounded_alignment
indragopa		2	2	11	62	3	30	0.4839	0	0	0	1	R3_tagged_but_unaligned
indragupta		2	2	2		0	0		0	0	0	1	R1_lemma_absent_from_dcs
indrajAla		2	2	16	19	1	1	0.0526	1	1	0	1	R4_grounded_alignment
indrakIla		2	2	13	11	2	3	0.2727	1	0	0	1	R4_grounded_alignment
indrasena		2	2	16	24	1	2	0.0833	1	0	0	1	R4_grounded_alignment
indratva		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
indravajra		3	3	7	1	1	1	1.0000	0	0	1	1	R3_tagged_but_unaligned
indriya		6	6	168	2664	16	233	0.0875	3	3	0	1	R4_grounded_alignment
indu		3	3	63	897	11	108	0.1204	1	1	0	1	R4_grounded_alignment
induja		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
indukAnta		2	2	6	4	1	2	0.5000	0	0	0	1	R3_tagged_but_unaligned
indukalA		4	4	10	1	0	0	0.0000	0	0	1	1	R2_no_wordsem_tag
indumant		4	4	12		0	0		1	1	0	1	R4_grounded_alignment
invaka		2	2	6		0	0		0	0	0	1	R1_lemma_absent_from_dcs
iq		3	3	30	16	2	3	0.1875	1	1	0	1	R4_grounded_alignment
iqA		8	8	173	175	4	8	0.0457	1	1	0	1	R4_grounded_alignment
iqAvant		3	3	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
iqaviqA		2	2	4		0	0		0	0	0	1	R1_lemma_absent_from_dcs
irA		7	6	37	38	2	2	0.0526	1	1	0	1	R4_grounded_alignment
irAvant		7	7	30	40	1	13	0.3250	1	0	0	1	R4_grounded_alignment
irajy		3	3	14	12	1	1	0.0833	1	1	0	1	R4_grounded_alignment
iriRa		4	4	28	20	2	3	0.1500	1	0	0	1	R4_grounded_alignment
itara		2	2	115	818	4	76	0.0929	1	1	0	1	R4_grounded_alignment
itas		5	5	132	759	2	32	0.0422	1	1	0	1	R4_grounded_alignment
iti	1	9	9	242	44379	3	2742	0.0618	1	1	0	1	R4_grounded_alignment
itvara		6	6	12	4	1	1	0.2500	1	1	0	1	R4_grounded_alignment
ityA		2	2	7	11	0	0	0.0000	1	1	0	1	R4_grounded_alignment
iva		7	7	162	16240	8	318	0.0196	1	1	0	1	R4_grounded_alignment
iz		3	3	42	4534	21	385	0.0849	1	1	0	1	R4_grounded_alignment
iz	1	3	3	143	4534	21	385	0.0849	1	1	0	1	R4_grounded_alignment
iz	2	2	2	18	4534	21	385	0.0849	1	1	0	1	R4_grounded_alignment
iz	3	7	7	292	4534	21	385	0.0849	3	3	0	1	R4_grounded_alignment
