headword	L	root_key	immediate_base	upasarga	derivation_type	source	depth	is_leading_word_compound	chain
rAjanya	84075	rAj	rAjan		derived	pwg	2	False	rAjanya>rAjan>rAj
rAjanyatva	84077	rAj	rAjanya		derived	pwg	3	False	rAjanyatva>rAjanya>rAjan>rAj
rAjaBfta	84126	rAj	rAjan		compound	pwg	2	True	rAjaBfta>rAjan>rAj
rAjarzi	84166	rAj	rAjan		compound	pwg	2	True	rAjarzi>rAjan>rAj
rAjavat	84177	rAj	rAjan		derived	pwg	2	False	rAjavat>rAjan>rAj
rAjavant	84180	rAj	rAjan		derived	pwg	2	False	rAjavant>rAjan>rAj
rAjavarcasa	84182	rAj	rAjan		compound	pwg	2	True	rAjavarcasa>rAjan>rAj
rAjavi	84193	rAj	rAjan		compound	pwg	2	True	rAjavi>rAjan>rAj
rAjasAt	84227	rAj	rAjan		derived	pwg	2	False	rAjasAt>rAjan>rAj
rAjasU	84235	rAj	rAjan		compound	pwg	2	True	rAjasU>rAjan>rAj
rAjANgaRa	84258	rAj	rAjan		compound	pwg	2	True	rAjANgaRa>rAjan>rAj
rAjADvan	84270	rAj	rAjan		compound	pwg	2	True	rAjADvan>rAjan>rAj
rAjAnaka	84272	rAj	rAjan		compound	pwg	2	True	rAjAnaka>rAjan>rAj
rAjAnna	84274	rAj	rAjan		compound	pwg	2	True	rAjAnna>rAjan>rAj
rAjAnyatva	84275	rAj	rAjan		compound	pwg	2	True	rAjAnyatva>rAjan>rAj
rAjArha	84281	rAj	rAjan		compound	pwg	2	True	rAjArha>rAjan>rAj
rAjArhaRa	84282	rAj	rAjan		compound	pwg	2	True	rAjArhaRa>rAjan>rAj
rAjIkfta	84303	kar	kfta		compound	pwg	2	True	rAjIkfta>kfta>kar
rAjendra	84309	rAj	rAjan		compound	pwg	2	True	rAjendra>rAjan>rAj
rAjeSvara	84313	rAj	rAjan		compound	pwg	2	True	rAjeSvara>rAjan>rAj
rAjopakaraRa	84316	rAj	rAjan		compound	pwg	2	True	rAjopakaraRa>rAjan>rAj
rAjYI	84322	rAj	rAjan		derived	pwg	2	False	rAjYI>rAjan>rAj
rAjya	84323	rAj	rAjan		derived	pwg	2	False	rAjya>rAjan>rAj
rAjyalIlAy	84334	rAj	rAjya		compound	pwg	3	True	rAjyalIlAy>rAjya>rAjan>rAj
rAwi	84343	raw	raw		derived	pwg	1	False	rAwi>raw
rAwikA	84344	raw	raw		derived	pwg	1	False	rAwikA>raw
rAti	84362	rA	rA		derived	pwg	1	False	rAti>rA
rAtrimawa	84390	aw	awa		compound	pwg	2	True	rAtrimawa>awa>aw
rATya	84427	ar	raTa		derived	pwg	2	False	rATya>raTa>ar
rATya	84428	ar	raTa		derived	pwg	2	False	rATya>raTa>ar
rAdDi	84432	rAD	rAD		derived	pwg	1	False	rAdDi>rAD
rADana	84436	rAD	rAD		derived	pwg	1	False	rADana>rAD
rADas	84439	rAD	rAD		derived	pwg	1	False	rADas>rAD
rADya	84462	rAD	rAD		derived	pwg	1	False	rADya>rAD
rABasya	84467	raB	raBasa		derived	pwg	3	False	rABasya>raBasa>raBas>raB
rAma	84468	ram	ram		derived	pwg	1	False	rAma>ram
rAma	84469	ram	ram		derived	pwg	1	False	rAma>ram
rAmaRa	84508	ram	ram		derived	pwg	1	False	rAmaRa>ram
rAmaRIyaka	84510	ram	ramaRIya		derived	pwg	2	False	rAmaRIyaka>ramaRIya>ram
rAmavratin	84562	ram	rAma		compound	pwg	2	True	rAmavratin>rAma>ram
rAmAnanda	84589	ram	rAma		compound	pwg	2	True	rAmAnanda>rAma>ram
rAmAnuja	84590	ram	rAma		compound	pwg	2	True	rAmAnuja>rAma>ram
rAmila	84604	ram	ram		derived	pwg	1	False	rAmila>ram
rAmeSa	84608	ram	rAma		compound	pwg	2	True	rAmeSa>rAma>ram
rAmeSvara	84609	ram	rAma		compound	pwg	2	True	rAmeSvara>rAma>ram
rAmezu	84610	ram	rAma		compound	pwg	2	True	rAmezu>rAma>ram
rAmopADyAya	84614	ram	rAma		compound	pwg	2	True	rAmopADyAya>rAma>ram
rAmopAsaka	84615	ram	rAma		compound	pwg	2	True	rAmopAsaka>rAma>ram
rAmBa	84616	ramB	ramBa		derived	pwg	2	False	rAmBa>ramBa>ramB
rAyaskAma	84624	kam	kAma		compound	pwg	2	True	rAyaskAma>kAma>kam
rAyaspoza	84625	puz	poza		compound	pwg	2	True	rAyaspoza>poza>puz
rAva	84636	ru	ru		derived	pwg	1	False	rAva>ru
rAvan	84643	rA	rA		derived	pwg	1	False	rAvan>rA
rAvin	84644	ru	ru		derived	pwg	1	False	rAvin>ru
rAzwrI	84680	rAj	rAj		derived	pwg	1	False	rAzwrI>rAj
rAzwrI	84681	rAj	rAj		derived	pwg	1	False	rAzwrI>rAj
rAsaBa	84689	ras	ras		derived	pwg	1	False	rAsaBa>ras
rAhu	84704	raB	raB		derived	pwg	1	False	rAhu>raB
rikTa	84738	ric	ric		derived	pwg	1	False	rikTa>ric
rikTAda	84745	ric	rikTa		compound	pwg	2	True	rikTAda>rikTa>ric
rikTin	84746	ric	rikTa		derived	pwg	2	False	rikTin>rikTa>ric
rikTIya	84747	ric	rikTa		derived	pwg	2	False	rikTIya>rikTa>ric
riNKaRa	84752	riNK	riNK		derived	pwg	1	False	riNKaRa>riNK
riNKA	84753	riNK	riNK		derived	pwg	1	False	riNKA>riNK
riNgaRa	84755	riNg	riNg		derived	pwg	1	False	riNgaRa>riNg
riNgi	84756	riNg	riNg		derived	pwg	1	False	riNgi>riNg
riNgin	84757	riNg	riNg		derived	pwg	1	False	riNgin>riNg
ripu	84768	rip	rip		derived	pwg	1	False	ripu>rip
ripra	84774	rip	rip		derived	pwg	1	False	ripra>rip
riraMsA	84784	ram	ram		derived	pwg	1	False	riraMsA>ram
riraMsu	84785	ram	ram		derived	pwg	1	False	riraMsu>ram
rirakzizA	84787	rakz	rakz		derived	pwg	1	False	rirakzizA>rakz
rirakzizu	84788	rakz	rakz		derived	pwg	1	False	rirakzizu>rakz
riramayizu	84790	ram	ram		derived	pwg	1	False	riramayizu>ram
ririkzu	84791	riz	riz		derived	pwg	1	False	ririkzu>riz
riSA	84796	riS	riS		derived	pwg	1	False	riSA>riS
riza	84801	riz	riz		derived	pwg	1	False	riza>riz
rizwi	84809	riz	riz		derived	pwg	1	False	rizwi>riz
rizwi	84810	riz	riz		derived	pwg	1	False	rizwi>riz
rizva	84815	riz	riz		derived	pwg	1	False	rizva>riz
rukkAma	84841	kam	kAma		compound	pwg	2	True	rukkAma>kAma>kam
rukpratikriyA	84842	par	pra		compound	pwg	2	True	rukpratikriyA>pra>par
rukma	84843	ruc	ruc		derived	pwg	1	False	rukma>ruc
rukmant	84847	ruc	ruc		derived	pwg	1	False	rukmant>ruc
rukmamaya	84852	ruc	rukma		derived	pwg	2	False	rukmamaya>rukma>ruc
rukmavant	84857	ruc	rukma		derived	pwg	2	False	rukmavant>rukma>ruc
rukmin	84861	ruc	rukma		derived	pwg	2	False	rukmin>rukma>ruc
rukza	84863	ruc	ruc		derived	pwg	1	False	rukza>ruc
rukza	84864	ruc	ruc		derived	pwg	1	False	rukza>ruc
ruksadman	84866	san	sa		compound	pwg	2	True	ruksadman>sa>san
ruganvita	84867	at	a		compound	pwg	2	True	ruganvita>a>at
rugdAha	84869	dah	dAha		compound	pwg	2	True	rugdAha>dAha>dah
ruca	84875	ruc	ruc		derived	pwg	1	False	ruca>ruc
rucaka	84876	ruc	ruc		derived	pwg	1	False	rucaka>ruc
rucA	84877	ruc	ruc		derived	pwg	1	False	rucA>ruc
ruci	84878	ruc	ruc		derived	pwg	1	False	ruci>ruc
rucira	84894	ruc	ruc		derived	pwg	1	False	rucira>ruc
rucizya	84905	ruc	ruc		derived	pwg	1	False	rucizya>ruc
rucya	84908	ruc	ruc		derived	pwg	1	False	rucya>ruc
ruja	84913	ruj	ruj		derived	pwg	1	False	ruja>ruj
ruja	84914	ruj	ruj		derived	pwg	1	False	ruja>ruj
rujaskara	84915	ruj	ruj		derived	pwg	1	False	rujaskara>ruj
rujApaha	84920	at	a		compound	pwg	2	True	rujApaha>a>at
rudaTa	84936	rud	rud		derived	pwg	1	False	rudaTa>rud
rudana	84937	rud	rud		derived	pwg	1	False	rudana>rud
rurukzaRi	85062	ruj	ruj		derived	pwg	1	False	rurukzaRi>ruj
rurudizu	85063	rud	rud		derived	pwg	1	False	rurudizu>rud
ruvaTa	85069	ru	ru		derived	pwg	1	False	ruvaTa>ru
ruSant	85081	ruc	ruc		derived	pwg	1	False	ruSant>ruc
ruSant	85082	ruc	ruc		derived	pwg	1	False	ruSant>ruc
ruha	85095	ruh	ruh		derived	pwg	1	False	ruha>ruh
ruhvan	85098	ruh	ruh		derived	pwg	1	False	ruhvan>ruh
rUkza	85099	rUz	rUz		derived	pwg	1	False	rUkza>rUz
rUkza	85100	rUz	rUz		derived	pwg	1	False	rUkza>rUz
rUkzaRa	85102	rUz	rUkzay		derived	pwg	3	False	rUkzaRa>rUkzay>rUkza>rUz
rUkzatA	85104	rUz	rUkza		derived	pwg	2	False	rUkzatA>rUkza>rUz
rUkzatva	85105	rUz	rUkza		derived	pwg	2	False	rUkzatva>rUkza>rUz
rUkzay	85110	rUz	rUkza		derived	pwg	2	False	rUkzay>rUkza>rUz
rUQi	85116	ruh	ruh		derived	pwg	1	False	rUQi>ruh
rUpaRa	85128	rUpay	rUpay		derived	pwg	1	False	rUpaRa>rUpay
rUpyAcala	85178	at	a		compound	pwg	2	True	rUpyAcala>a>at
rUzaRa	85185	rUz	rUz		derived	pwg	1	False	rUzaRa>rUz
reku	85190	ric	ric		derived	pwg	1	False	reku>ric
rekRas	85191	ric	ric		derived	pwg	1	False	rekRas>ric
reKa	85193	riK	riK		derived	pwg	1	False	reKa>riK
retas	85229	ri	ri		derived	pwg	1	False	retas>ri
repas	85247	rip	rip		derived	pwg	1	False	repas>rip
rePa	85248	riP	riP		derived	pwg	1	False	rePa>riP
rePin	85252	riP	rePa		derived	pwg	2	False	rePin>rePa>riP
reBa	85254	riB	riB		derived	pwg	1	False	reBa>riB
reBaRa	85255	riB	riB		derived	pwg	1	False	reBaRa>riB
reriha	85260	rih	rih		derived	pwg	1	False	reriha>rih
rerihARa	85261	rih	rih		derived	pwg	1	False	rerihARa>rih
revottaras	85278	av	u		compound	pwg	2	True	revottaras>u>av
reza	85283	riz	riz		derived	pwg	1	False	reza>riz
rezaRa	85284	riz	riz		derived	pwg	1	False	rezaRa>riz
rezaRa	85285	riz	riz		derived	pwg	1	False	rezaRa>riz
rezin	85287	riz	riz		derived	pwg	1	False	rezin>riz
rezwar	85288	riz	riz		derived	pwg	1	False	rezwar>riz
rezmacCinna	85289	Cid	Cinna		compound	pwg	2	True	rezmacCinna>Cinna>Cid
rEtasa	85302	ri	retas		derived	pwg	2	False	rEtasa>retas>ri
rEBa	85305	riB	reBa		derived	pwg	2	False	rEBa>reBa>riB
roka	85315	ruc	ruc		derived	pwg	1	False	roka>ruc
roka	85316	ruc	ruc		derived	pwg	1	False	roka>ruc
roga	85317	ruj	ruj		derived	pwg	1	False	roga>ruj
rogita	85332	ruj	roga		derived	pwg	2	False	rogita>roga>ruj
rogin	85334	ruj	roga		derived	pwg	2	False	rogin>roga>ruj
roca	85337	ruc	ruc		derived	pwg	1	False	roca>ruc
rocaka	85338	ruc	ruc		derived	pwg	1	False	rocaka>ruc
rocakin	85339	ruc	rocaka		derived	pwg	2	False	rocakin>rocaka>ruc
rocana	85340	ruc	ruc		derived	pwg	1	False	rocana>ruc
rocin	85350	ruc	ruca		derived	pwg	2	False	rocin>ruca>ruc
rociza	85351	ruc	rocis		derived	pwg	2	False	rociza>rocis>ruc
rocizRu	85352	ruc	ruc		derived	pwg	1	False	rocizRu>ruc
rocizmant	85353	ruc	rocis		derived	pwg	2	False	rocizmant>rocis>ruc
rocis	85354	ruc	ruc		derived	pwg	1	False	rocis>ruc
roda	85364	rud	rud		derived	pwg	1	False	roda>rud
rodana	85365	rud	rud		derived	pwg	1	False	rodana>rud
roditavya	85370	rud	rud		derived	pwg	1	False	roditavya>rud
rodDar	85371	ruD	ruD		derived	pwg	1	False	rodDar>ruD
rodDavya	85372	ruD	ruD		derived	pwg	1	False	rodDavya>ruD
roDa	85373	ruD	ruD		derived	pwg	1	False	roDa>ruD
roDa	85374	ruD	ruD		derived	pwg	1	False	roDa>ruD
roDaka	85375	ruD	ruD		derived	pwg	1	False	roDaka>ruD
roDakft	85376	ruD	roDa		compound	pwg	2	True	roDakft>roDa>ruD
roDacakra	85377	ruD	roDa		compound	pwg	2	True	roDacakra>roDa>ruD
roDana	85378	ruD	ruD		derived	pwg	1	False	roDana>ruD
roDas	85380	ruD	ruD		derived	pwg	1	False	roDas>ruD
roDasvant	85381	ruD	roDas		derived	pwg	2	False	roDasvant>roDas>ruD
roDin	85382	ruD	ruD		derived	pwg	1	False	roDin>ruD
roDovakrA	85383	ruD	roDas		compound	pwg	2	True	roDovakrA>roDas>ruD
roDovatI	85384	ruD	roDas		derived	pwg	2	False	roDovatI>roDas>ruD
roDya	85386	ruD	ruD		derived	pwg	1	False	roDya>ruD
ropa	85392	rup	rup		derived	pwg	1	False	ropa>rup
ropa	85393	rup	rup		derived	pwg	1	False	ropa>rup
ropaka	85394	ruh	ruh		derived	pwg	1	False	ropaka>ruh
ropaRa	85395	rup	rup		derived	pwg	1	False	ropaRa>rup
ropaRa	85396	rup	rup		derived	pwg	1	False	ropaRa>rup
ropaRIya	85398	ruh	ruh		derived	pwg	1	False	ropaRIya>ruh
ropayitar	85399	ruh	ruh		derived	pwg	1	False	ropayitar>ruh
ropi	85400	rup	rup		derived	pwg	1	False	ropi>rup
ropin	85401	ruh	ruh		derived	pwg	1	False	ropin>ruh
ropya	85403	ruh	ruh		derived	pwg	1	False	ropya>ruh
romagutsa	85419	gam	gu		compound	pwg	3	True	romagutsa>gu>gA>gam
roravaRa	85464	ru	ru		derived	pwg	1	False	roravaRa>ru
rorudA	85466	rud	rud		derived	pwg	1	False	rorudA>rud
roza	85474	ruz	ruz		derived	pwg	1	False	roza>ruz
rozaRa	85475	ruz	ruz		derived	pwg	1	False	rozaRa>ruz
rozaRatA	85476	ruz	rozaRa		derived	pwg	2	False	rozaRatA>rozaRa>ruz
rozamaya	85477	ruz	rozaRa		derived	pwg	2	False	rozamaya>rozaRa>ruz
rozin	85480	ruz	ruz		derived	pwg	1	False	rozin>ruz
rozwar	85481	ruz	ruz		derived	pwg	1	False	rozwar>ruz
roha	85482	ruh	ruh		derived	pwg	1	False	roha>ruh
rohaka	85483	ruh	ruh		derived	pwg	1	False	rohaka>ruh
rohaRa	85485	ruh	ruh		derived	pwg	1	False	rohaRa>ruh
rohanta	85487	ruh	ruh		derived	pwg	1	False	rohanta>ruh
rohin	85537	ruh	ruh		derived	pwg	1	False	rohin>ruh
rOkma	85543	ruc	rukma		derived	pwg	2	False	rOkma>rukma>ruc
rOkzya	85547	rUz	rUkza		derived	pwg	2	False	rOkzya>rUkza>rUz
rOQIya	85552	ruh	rUQi		derived	pwg	2	False	rOQIya>rUQi>ruh
lakza	85623	lag	lag		derived	pwg	1	False	lakza>lag
lakzaRa	85625	lakzay	lakzay		derived	pwg	1	False	lakzaRa>lakzay
lakzaRIya	85636	lakzay	lakzay		derived	pwg	1	False	lakzaRIya>lakzay
lakzaRoru	85637	lakzay	lakzaRa		compound	pwg	2	True	lakzaRoru>lakzaRa>lakzay
lakzaRya	85638	lakzay	lakzaRa		derived	pwg	2	False	lakzaRya>lakzaRa>lakzay
lakzitavya	85644	lakzay	lakzay		derived	pwg	1	False	lakzitavya>lakzay
lakzin	85645	lag	lakza		derived	pwg	2	False	lakzin>lakza>lag
lakzmaRa	85650	lag	lakzman		derived	pwg	2	False	lakzmaRa>lakzman>lag
lakzmaRoru	85662	lag	lakzmaRa		compound	pwg	3	True	lakzmaRoru>lakzmaRa>lakzman>lag
lakzman	85664	lag	lag		derived	pwg	1	False	lakzman>lag
lakzmI	85667	lag	lag		derived	pwg	1	False	lakzmI>lag
lakzmIvant	85692	lag	lakzmI		derived	pwg	2	False	lakzmIvant>lakzmI>lag
lakzya	85705	lakzay	lakzay		derived	pwg	1	False	lakzya>lakzay
lakzyatA	85707	lakzay	lakzya		derived	pwg	2	False	lakzyatA>lakzya>lakzay
laNGaka	85875	laNG	laNG		derived	pwg	1	False	laNGaka>laNG
laNGana	85877	laNG	laNG		derived	pwg	1	False	laNGana>laNG
laNGanIya	85878	laNG	laNG		derived	pwg	1	False	laNGanIya>laNG
laNGya	85881	laNG	laNG		derived	pwg	1	False	laNGya>laNG
lajjA	85890	lajj	lajj		derived	pwg	1	False	lajjA>lajj
lajjAy	85891	lajj	lajjA		derived	pwg	2	False	lajjAy>lajjA>lajj
lajjAlu	85892	lajj	lajjA		derived	pwg	2	False	lajjAlu>lajjA>lajj
lajjAvant	85893	lajj	lajjA		derived	pwg	2	False	lajjAvant>lajjA>lajj
lapana	85973	lap	lap		derived	pwg	1	False	lapana>lap
lapita	85974	lap	lap		derived	pwg	1	False	lapita>lap
labDar	85988	laB	laB		derived	pwg	1	False	labDar>laB
labDavya	85992	laB	laB		derived	pwg	1	False	labDavya>laB
labDi	85994	laB	laB		derived	pwg	1	False	labDi>laB
laBana	85998	laB	laB		derived	pwg	1	False	laBana>laB
laBya	86000	laB	laB		derived	pwg	1	False	laBya>laB
lamba	86012	lamb	lamb		derived	pwg	1	False	lamba>lamb
lambaka	86013	lamb	lamb		derived	pwg	1	False	lambaka>lamb
lambana	86018	lamb	lamb		derived	pwg	1	False	lambana>lamb
lambin	86024	lamb	lamb		derived	pwg	1	False	lambin>lamb
lamBa	86030	laB	laB		derived	pwg	1	False	lamBa>laB
lamBaka	86031	laB	laB		derived	pwg	1	False	lamBaka>laB
lamBana	86032	laB	laB		derived	pwg	1	False	lamBana>laB
lamBanIya	86033	laB	laB		derived	pwg	1	False	lamBanIya>laB
lamBam	86034	laB	laB		derived	pwg	1	False	lamBam>laB
lamBuka	86035	laB	laB		derived	pwg	1	False	lamBuka>laB
laya	86037	lI	lI		derived	pwg	1	False	laya>lI
mayana	86038	lI	lI		derived	pwg	1	False	mayana>lI
lalana	86048	lal	lal		derived	pwg	1	False	lalana>lal
lalita	86067	lal	lal		derived	pwg	1	False	lalita>lal
lava	86095	lU	lU		derived	pwg	1	False	lava>lU
lavana	86140	lU	lU		derived	pwg	1	False	lavana>lU
lavanIya	86141	lU	lU		derived	pwg	1	False	lavanIya>lU
lavavant	86146	lU	lava		derived	pwg	2	False	lavavant>lava>lU
lavaSas	86147	lU	lava		derived	pwg	2	False	lavaSas>lava>lU
lavARaka	86149	lU	lU		derived	pwg	1	False	lavARaka>lU
lavi	86150	lU	lU		derived	pwg	1	False	lavi>lU
lavitra	86151	lU	lU		derived	pwg	1	False	lavitra>lU
lasa	86165	las	las		derived	pwg	1	False	lasa>las
lAkzaRa	86188	lakzay	lakzaRa		derived	pwg	2	False	lAkzaRa>lakzaRa>lakzay
lAkzaRika	86190	lakzay	lakzaRa		derived	pwg	2	False	lAkzaRika>lakzaRa>lakzay
lAkzaRya	86191	lakzay	lakzaRa		derived	pwg	2	False	lAkzaRya>lakzaRa>lakzay
lApin	86263	lap	lap		derived	pwg	1	False	lApin>lap
lABa	86272	laB	laB		derived	pwg	1	False	lABa>laB
lABaka	86273	laB	lABa		derived	pwg	2	False	lABaka>lABa>laB
lABavant	86276	laB	lABa		derived	pwg	2	False	lABavant>lABa>laB
lABin	86277	laB	laB		derived	pwg	1	False	lABin>laB
lAlaka	86287	lal	lal		derived	pwg	1	False	lAlaka>lal
lAlana	86289	lal	lal		derived	pwg	1	False	lAlana>lal
lAlanIya	86290	lal	lal		derived	pwg	1	False	lAlanIya>lal
lAlitya	86312	lal	lalita		derived	pwg	2	False	lAlitya>lalita>lal
lAva	86315	lU	lU		derived	pwg	1	False	lAva>lU
lAva	86316	lU	lU		derived	pwg	1	False	lAva>lU
lAvaka	86317	lU	lU		derived	pwg	1	False	lAvaka>lU
lAvaka	86318	lU	lU		derived	pwg	1	False	lAvaka>lU
lAvaRyArjita	86325	at	a		compound	pwg	2	True	lAvaRyArjita>a>at
lAvin	86330	lU	lU		derived	pwg	1	False	lAvin>lU
lAvya	86335	lU	lU		derived	pwg	1	False	lAvya>lU
lAzuka	86336	laz	laz		derived	pwg	1	False	lAzuka>laz
lAsaka	86338	las	las		derived	pwg	1	False	lAsaka>las
lAsana	86339	las	las		derived	pwg	1	False	lAsana>las
lAsin	86341	las	las		derived	pwg	1	False	lAsin>las
lAsya	86343	las	las		derived	pwg	1	False	lAsya>las
liKa	86355	liK	liK		derived	pwg	1	False	liKa>liK
liKana	86356	liK	liK		derived	pwg	1	False	liKana>liK
liNga	86365	lag	lag		derived	pwg	1	False	liNga>lag
liNgatoBadra	86368	lag	liNga		compound	pwg	2	True	liNgatoBadra>liNga>lag
liNgatva	86369	lag	liNga		derived	pwg	2	False	liNgatva>liNga>lag
liNgay	86381	lag	liNga		derived	pwg	2	False	liNgay>liNga>lag
liNgavant	86383	lag	liNga		derived	pwg	2	False	liNgavant>liNga>lag
lipi	86405	lip	lip		derived	pwg	1	False	lipi>lip
lipsA	86418	laB	laB		derived	pwg	1	False	lipsA>laB
lipsitavya	86419	laB	laB		derived	pwg	1	False	lipsitavya>laB
lipsu	86420	laB	laB		derived	pwg	1	False	lipsu>laB
lipsutA	86421	laB	lipsu		derived	pwg	2	False	lipsutA>lipsu>laB
lipsya	86422	laB	laB		derived	pwg	1	False	lipsya>laB
liha	86439	lih	lih		derived	pwg	1	False	liha>lih
lIpsitavya	86447	laB	laB		derived	pwg	1	False	lIpsitavya>laB
luYca	86489	luYc	luYc		derived	pwg	1	False	luYca>luYc
luYcaka	86490	luYc	luYc		derived	pwg	1	False	luYcaka>luYc
luYcana	86491	luYc	luYc		derived	pwg	1	False	luYcana>luYc
luWana	86496	luW	luW		derived	pwg	1	False	luWana>luW
luRwAka	86503	luRw	luRw		derived	pwg	1	False	luRwAka>luRw
luRWaka	86505	luRW	luRW		derived	pwg	1	False	luRWaka>luRW
luRWana	86506	luRW	luRW		derived	pwg	1	False	luRWana>luRW
luRWi	86510	luRW	luRW		derived	pwg	1	False	luRWi>luRW
leKa	86560	liK	liK		derived	pwg	1	False	leKa>liK
leKaka	86561	liK	liK		derived	pwg	1	False	leKaka>liK
leKana	86563	liK	liK		derived	pwg	1	False	leKana>liK
leKanika	86565	liK	leKana		derived	pwg	2	False	leKanika>leKana>liK
leKanikA	86566	liK	leKana		derived	pwg	2	False	leKanikA>leKana>liK
leKanIya	86567	liK	leKana		derived	pwg	2	False	leKanIya>leKana>liK
leKarzaBa	86571	liK	leKa		compound	pwg	2	True	leKarzaBa>leKa>liK
leKin	86581	liK	liK		derived	pwg	1	False	leKin>liK
leKya	86583	liK	liK		derived	pwg	1	False	leKya>liK
lepa	86595	lip	lip		derived	pwg	1	False	lepa>lip
lepaka	86596	lip	lip		derived	pwg	1	False	lepaka>lip
lepaka	86597	lip	lip		derived	pwg	1	False	lepaka>lip
lepana	86600	lip	lip		derived	pwg	1	False	lepana>lip
lepin	86601	lip	lip		derived	pwg	1	False	lepin>lip
lepya	86602	lip	lip		derived	pwg	1	False	lepya>lip
lepyamaya	86605	lip	lepya		derived	pwg	2	False	lepyamaya>lepya>lip
leliha	86611	lih	lih		derived	pwg	1	False	leliha>lih
leha	86622	lih	lih		derived	pwg	1	False	leha>lih
lehana	86623	lih	lih		derived	pwg	1	False	lehana>lih
lehin	86624	lih	lih		derived	pwg	1	False	lehin>lih
lehya	86626	lih	lih		derived	pwg	1	False	lehya>lih
lENga	86631	lag	liNga		derived	pwg	2	False	lENga>liNga>lag
lENgika	86632	lag	liNga		derived	pwg	2	False	lENgika>liNga>lag
lokasAt	86735	loka	kar+loka	kar	prefix_root	pwg	2	False	lokasAt>kar+loka>loka
locana	86788	loc	loc		derived	pwg	1	False	locana>loc
lopa	86821	lup	lup		derived	pwg	1	False	lopa>lup
lopaka	86822	lup	lup		derived	pwg	1	False	lopaka>lup
lopana	86823	lup	lup		derived	pwg	1	False	lopana>lup
lopin	86829	lup	lup		derived	pwg	1	False	lopin>lup
loptar	86830	lup	lup		derived	pwg	1	False	loptar>lup
loptra	86831	lup	lup		derived	pwg	1	False	loptra>lup
lopya	86832	lup	lup		derived	pwg	1	False	lopya>lup
lopya	86833	lup	lup		derived	pwg	1	False	lopya>lup
loBa	86834	luB	luB		derived	pwg	1	False	loBa>luB
loBana	86835	luB	luB		derived	pwg	1	False	loBana>luB
loBanIya	86836	luB	luB		derived	pwg	1	False	loBanIya>luB
loBin	86838	luB	loBa		derived	pwg	2	False	loBin>loBa>luB
lola	86889	lul	lul		derived	pwg	1	False	lola>lul
lolatA	86891	lul	lola		derived	pwg	2	False	lolatA>lola>lul
lolatva	86892	lul	lola		derived	pwg	2	False	lolatva>lola>lul
lolalola	86894	lul	lola		compound	pwg	2	True	lolalola>lola>lul
lolArka	86896	lul	lola		compound	pwg	2	True	lolArka>lola>lul
loluBa	86902	luB	luB		derived	pwg	1	False	loluBa>luB
loluva	86903	lU	lU		derived	pwg	1	False	loluva>lU
lolUya	86904	lU	lU		derived	pwg	1	False	lolUya>lU
lohAja	86964	aj	aja		compound	pwg	2	True	lohAja>aja>aj
lOlya	87054	lul	lola		derived	pwg	2	False	lOlya>lola>lul
lOlyavant	87056	lul	lOlya		derived	pwg	3	False	lOlyavant>lOlya>lola>lul
vaktar	87162	vac	vac		derived	pwg	1	False	vaktar>vac
vaktavya	87163	vac	vac		derived	pwg	1	False	vaktavya>vac
vakti	87166	vac	vac		derived	pwg	1	False	vakti>vac
vaktftA	87169	vac	vaktar		derived	pwg	2	False	vaktftA>vaktar>vac
vaktra	87170	vac	vac		derived	pwg	1	False	vaktra>vac
vaktravAsa	87184	vac	vaktra		compound	pwg	2	True	vaktravAsa>vaktra>vac
vakman	87189	vak	vak		derived	pwg	1	False	vakman>vak
vakmya	87191	vak	vak		derived	pwg	1	False	vakmya>vak
vakra	87192	vak	vak		derived	pwg	1	False	vakra>vak
vakratva	87202	vak	vakra		derived	pwg	2	False	vakratva>vakra>vak
vakrita	87229	vak	vakra		derived	pwg	2	False	vakrita>vakra>vak
vakrin	87230	vak	vakra		derived	pwg	2	False	vakrin>vakra>vak
vakrima	87231	vak	vakra		derived	pwg	2	False	vakrima>vakra>vak
vakriman	87232	vak	vakra		derived	pwg	2	False	vakriman>vakra>vak
vakretara	87235	vak	vakra		compound	pwg	2	True	vakretara>vakra>vak
vakrokti	87236	vak	vakra		compound	pwg	2	True	vakrokti>vakra>vak
vakrozWikA	87239	vak	vakra		compound	pwg	2	True	vakrozWikA>vakra>vak
vakva	87240	vak	vak		derived	pwg	1	False	vakva>vak
vakzaRa	87245	vakz	vakz		derived	pwg	1	False	vakzaRa>vakz
vakzaRA	87246	vah	vah		derived	pwg	1	False	vakzaRA>vah
vakzaRi	87247	vakz	vakz		derived	pwg	1	False	vakzaRi>vakz
vakzaTa	87249	vakz	vakz		derived	pwg	1	False	vakzaTa>vakz
vakzas	87250	vakz	vakz		derived	pwg	1	False	vakzas>vakz
vakzas	87251	vakz	vakz		derived	pwg	1	False	vakzas>vakz
vagnu	87264	vac	vac		derived	pwg	1	False	vagnu>vac
vaNku	87277	vaYc	vaYc		derived	pwg	1	False	vaNku>vaYc
vaNkya	87279	vaYc	vaYc		derived	pwg	1	False	vaNkya>vaYc
vaNkri	87280	vaYc	vaYc		derived	pwg	1	False	vaNkri>vaYc
vaca	87303	vac	vac		derived	pwg	1	False	vaca>vac
vacana	87307	vac	vac		derived	pwg	1	False	vacana>vac
