headword_iast	source_code	form_key
goṣṭhiḥ	A	goṣṭhi
vakroṣṭhiḥ	A	vakroṣṭhi
ḍiḥ	A	ḍi
aḍiḥ	A	aḍi
āḍiḥ	A	āḍi
gaḍiḥ	A	gaḍi
udaḍiḥ	A	udaḍi
upaḍiḥ	A	upaḍi
vidraḍiḥ	A	vidraḍi
praḍiḥ	A	praḍi
avaḍiḥ	A	avaḍi
vyavaḍiḥ	A	vyavaḍi
oṣaḍiḥ	A	oṣaḍi
auṣaḍiḥ	A	auṣaḍi
saḍiḥ	A	saḍi
haḍiḥ	A	haḍi
gāḍiḥ	A	gāḍi
tāḍiḥ	A	tāḍi
nāḍiḥ	A	nāḍi
vināḍiḥ	A	vināḍi
upāḍiḥ	A	upāḍi
māḍiḥ	A	māḍi
samāḍiḥ	A	samāḍi
anilambhasamāḍiḥ	A	anilambhasamāḍi
vyāḍiḥ	A	vyāḍi
rāḍiḥ	A	rāḍi
parāḍiḥ	A	parāḍi
ḍrāḍiḥ	A	ḍrāḍi
anvāḍiḥ	A	anvāḍi
praṅiḍiḥ	A	praniḍi
pratiḍiḥ	A	pratiḍi
diḍiḥ	A	diḍi
niḍiḥ	A	niḍi
upaniḍiḥ	A	upaniḍi
pratiniḍiḥ	A	pratiniḍi
asanniḍiḥ	A	asanniḍi
vārānniḍiḥ	A	vārānniḍi
apiḍiḥ	A	apiḍi
pariḍiḥ	A	pariḍi
viḍiḥ	A	viḍi
saṃviḍiḥ	A	sanviḍi
udḍārakaviḍiḥ	A	udḍārakaviḍi
prativiḍiḥ	A	prativiḍi
abhiviḍiḥ	A	abhiviḍi
kuḍiḥ	A	kuḍi
duḍiḥ	A	duḍi
aramuḍiḥ	A	aramuḍi
iṣuḍiḥ	A	iṣuḍi
goḍiḥ	A	goḍi
boḍiḥ	A	boḍi
gḍiḥ	A	gḍi
jagḍiḥ	A	jagḍi
sagḍiḥ	A	sagḍi
ākhaṅḍiḥ	A	ākhanḍi
gaṅḍiḥ	A	ganḍi
caṅḍiḥ	A	canḍi
bhaṅḍiḥ	A	bhanḍi
tāṅḍiḥ	A	tānḍi
bhāṅḍiḥ	A	bhānḍi
diṅḍiḥ	A	dinḍi
piṅḍiḥ	A	pinḍi
tuṅḍiḥ	A	tunḍi
bhuṣuṅḍiḥ	A	bhuṣunḍi
huṅḍiḥ	A	hunḍi
bhṛṅḍiḥ	A	bhṛnḍi
udḍiḥ	A	udḍi
ṛdḍiḥ	A	ṛdḍi
nadḍiḥ	A	nadḍi
rādḍiḥ	A	rādḍi
arādḍiḥ	A	arādḍi
saṃrādḍiḥ	A	sanrādḍi
aparādḍiḥ	A	aparādḍi
vidḍiḥ	A	vidḍi
niṣidḍiḥ	A	niṣidḍi
sidḍiḥ	A	sidḍi
asidḍiḥ	A	asidḍi
saṃsidḍiḥ	A	sansidḍi
prasidḍiḥ	A	prasidḍi
aprasidḍiḥ	A	aprasidḍi
samprasidḍiḥ	A	samprasidḍi
budḍiḥ	A	budḍi
abudḍiḥ	A	abudḍi
pratibudḍiḥ	A	pratibudḍi
abhibudḍiḥ	A	abhibudḍi
sambudḍiḥ	A	sambudḍi
avarudḍiḥ	A	avarudḍi
ṣudḍiḥ	A	ṣudḍi
saṃṣudḍiḥ	A	sanṣudḍi
praṣudḍiḥ	A	praṣudḍi
pariṣudḍiḥ	A	pariṣudḍi
viṣudḍiḥ	A	viṣudḍi
aviṣudḍiḥ	A	aviṣudḍi
samṛdḍiḥ	A	samṛdḍi
asamṛdḍiḥ	A	asamṛdḍi
vyṛdḍiḥ	A	vyṛdḍi
vṛdḍiḥ	A	vṛdḍi
saṃvṛdḍiḥ	A	sanvṛdḍi
pravṛdḍiḥ	A	pravṛdḍi
abhivṛdḍiḥ	A	abhivṛdḍi
parivṛdḍiḥ	A	parivṛdḍi
vivṛdḍiḥ	A	vivṛdḍi
vitardḍiḥ	A	vitardḍi
nardḍiḥ	A	nardḍi
pāpardḍiḥ	A	pāpardḍi
kanḍiḥ	A	kanḍi
pratibanḍiḥ	A	pratibanḍi
naranḍiḥ	A	naranḍi
sanḍiḥ	A	sanḍi
anvakṣarasanḍiḥ	A	anvakṣarasanḍi
pratisanḍiḥ	A	pratisanḍi
abhisanḍiḥ	A	abhisanḍi
visanḍiḥ	A	visanḍi
abḍiḥ	A	abḍi
stabḍiḥ	A	stabḍi
dabḍiḥ	A	dabḍi
ārabḍiḥ	A	ārabḍi
prārabḍiḥ	A	prārabḍi
praṣrabḍiḥ	A	praṣrabḍi
labḍiḥ	A	labḍi
ālabḍiḥ	A	ālabḍi
upalabḍiḥ	A	upalabḍi
dṛbḍiḥ	A	dṛbḍi
antarḍiḥ	A	antarḍi
ūḍhiḥ	A	ūḍhi
māḍhiḥ	A	māḍhi
vyūḍhiḥ	A	vyūḍhi
nirvyūḍhiḥ	A	nirvyūḍhi
rūḍhiḥ	A	rūḍhi
ārūḍhiḥ	A	ārūḍhi
prarūḍhiḥ	A	prarūḍhi
nirūḍhiḥ	A	nirūḍhi
ḍhuṅḍhiḥ	A	ḍhunḍhi
ātiḥ	A	āti
itiḥ	A	iti
ūtiḥ	A	ūti
ṛtiḥ	A	ṛti
etiḥ	A	eti
aṅakatiḥ	A	anakati
gatiḥ	A	gati
agatiḥ	A	agati
āgatiḥ	A	āgati
apagatiḥ	A	apagati
upagatiḥ	A	upagati
avagatiḥ	A	avagati
anāgatiḥ	A	anāgati
bhaktānāṃparamāgatiḥ	N	bhaktānānparamāgati
muktānāṃparamāgatiḥ	N	muktānānparamāgati
samāgatiḥ	A	samāgati
pratyāgatiḥ	A	pratyāgati
anugatiḥ	A	anugati
aṅgatiḥ	A	angati
saṅgatiḥ	A	sangati
asaṅgatiḥ	A	asangati
satāṃgatiḥ	N	satāngati
udgatiḥ	A	udgati
pratyudgatiḥ	A	pratyudgati
praṅatiḥ	A	pranati
pariṅatiḥ	A	parinati
añcatiḥ	A	ancati
vañcatiḥ	A	vancati
yajatiḥ	A	yajati
udḍatiḥ	A	udḍati
tatiḥ	A	tati
pratatiḥ	A	pratati
vratatiḥ	A	vratati
avatatiḥ	A	avatati
vitatiḥ	A	vitati
santatiḥ	A	santati
anusantatiḥ	A	anusantati
saptatiḥ	A	saptati
natiḥ	A	nati
ānatiḥ	A	ānati
upanatiḥ	A	upanati
avanatiḥ	A	avanati
vinatiḥ	A	vinati
unnatiḥ	A	unnati
sannatiḥ	A	sannati
samunnatiḥ	A	samunnati
abhyunnatiḥ	A	abhyunnati
patiḥ	A	pati
upapatiḥ	A	upapati
ṣriyāpatiḥ	A	ṣriyāpati
aḍipatiḥ	A	aḍipati
paripatiḥ	A	paripati
sthāvarāṅāṃpatiḥ	N	sthāvarānānpati
nārāṅāṃpatiḥ	N	nārānānpati
sātvatāṃpatiḥ	N	sātvatānpati
lokānāṃpatiḥ	N	lokānānpati
prajānāṃpatiḥ	N	prajānānpati
bhūtānāṃpatiḥ	N	bhūtānānpati
vanaspatīnāṃpatiḥ	N	vanaspatīnānpati
gavāmpatiḥ	A	gavāmpati
viśāṃpatiḥ	N	viśānpati
tasthuṣāṃpatiḥ	N	tasthuṣānpati
vacasāmpatiḥ	A	vacasāmpati
tejasāṃpatiḥ	N	tejasānpati
vāstoṣpatiḥ	A	vāstoṣpati
vācaspatiḥ	A	vācaspati
ṛtaspatiḥ	A	ṛtaspati
vanaspatiḥ	A	vanaspati
apaspatiḥ	A	apaspati
sadasaspatiḥ	A	sadasaspati
aṃhasaspatiḥ	A	anhasaspati
bṛhaspatiḥ	A	bṛhaspati
jāspatiḥ	A	jāspati
matiḥ	A	mati
amatiḥ	A	amati
ramatiḥ	A	ramati
avamatiḥ	A	avamati
atimatiḥ	A	atimati
abhimatiḥ	A	abhimati
anumatiḥ	A	anumati
sammatiḥ	A	sammati
asammatiḥ	A	asammati
yatiḥ	A	yati
āyatiḥ	A	āyati
saṃyatiḥ	A	sanyati
janayatiḥ	A	janayati
prayatiḥ	A	prayati
rasayatiḥ	A	rasayati
niyatiḥ	A	niyati
viyatiḥ	A	viyati
udyatiḥ	A	udyati
avyatiḥ	A	avyati
ratiḥ	A	rati
āratiḥ	A	ārati
aparatiḥ	A	aparati
uparatiḥ	A	uparati
avaratiḥ	A	avarati
niratiḥ	A	nirati
abhiratiḥ	A	abhirati
viratiḥ	A	virati
anuratiḥ	A	anurati
alatiḥ	A	alati
mālatiḥ	A	mālati
vatiḥ	A	vati
navatiḥ	A	navati
yuvatiḥ	A	yuvati
parvatiḥ	A	parvati
triṃṣatiḥ	A	trinṣati
viṃṣatiḥ	A	vinṣati
caṣatiḥ	A	caṣati
dṛṣatiḥ	A	dṛṣati
kṣatiḥ	A	kṣati
īkṣatiḥ	A	īkṣati
pakṣatiḥ	A	pakṣati
parikṣatiḥ	A	parikṣati
satiḥ	A	sati
vasatiḥ	A	vasati
āvasatiḥ	A	āvasati
nivasatiḥ	A	nivasati
hatiḥ	A	hati
ahatiḥ	A	ahati
āhatiḥ	A	āhati
aṃhatiḥ	A	anhati
raṃhatiḥ	A	ranhati
saṃhatiḥ	A	sanhati
apahatiḥ	A	apahati
upahatiḥ	A	upahati
prahatiḥ	A	prahati
vahatiḥ	A	vahati
avahatiḥ	A	avahati
vyāhatiḥ	A	vyāhati
pratihatiḥ	A	pratihati
vihatiḥ	A	vihati
khātiḥ	A	khāti
ṅātiḥ	A	nāti
niṅātiḥ	A	nināti
jātiḥ	A	jāti
ājātiḥ	A	ājāti
upajātiḥ	A	upajāti
prajātiḥ	A	prajāti
abhijātiḥ	A	abhijāti
vijātiḥ	A	vijāti
jñātiḥ	A	jnāti
ajñātiḥ	A	ajnāti
vijñātiḥ	A	vijnāti
adḍātiḥ	A	adḍāti
tātiḥ	A	tāti
astatātiḥ	A	astatāti
dātiḥ	A	dāti
dadātiḥ	A	dadāti
pādātiḥ	A	pādāti
pātiḥ	A	pāti
sampātiḥ	A	sampāti
sphātiḥ	A	sphāti
bhātiḥ	A	bhāti
ābhātiḥ	A	ābhāti
mātiḥ	A	māti
upamātiḥ	A	upamāti
āyātiḥ	A	āyāti
yayātiḥ	A	yayāti
māyātiḥ	A	māyāti
abhiyātiḥ	A	abhiyāti
khyātiḥ	A	khyāti
akhyātiḥ	A	akhyāti
ākhyātiḥ	A	ākhyāti
prakhyātiḥ	A	prakhyāti
pratikhyātiḥ	A	pratikhyāti
parikhyātiḥ	A	parikhyāti
vikhyātiḥ	A	vikhyāti
pravikhyātiḥ	A	pravikhyāti
anukhyātiḥ	A	anukhyāti
niryātiḥ	A	niryāti
arātiḥ	A	arāti
ārātiḥ	A	ārāti
kirātiḥ	A	kirāti
ṅrātiḥ	A	nrāti
prātiḥ	A	prāti
lātiḥ	A	lāti
vātiḥ	A	vāti
svātiḥ	A	svāti
sātiḥ	A	sāti
citiḥ	A	citi
apacitiḥ	A	apaciti
upacitiḥ	A	upaciti
paricitiḥ	A	pariciti
vicitiḥ	A	viciti
sañcitiḥ	A	sanciti
niṣcitiḥ	A	niṣciti
jitiḥ	A	jiti
avajitiḥ	A	avajiti
abhijitiḥ	A	abhijiti
vijitiḥ	A	vijiti
ujjitiḥ	A	ujjiti
praṭitiḥ	A	praṭiti
utṭitiḥ	A	utṭiti
sṭitiḥ	A	sṭiti
āsṭitiḥ	A	āsṭiti
saṃsṭitiḥ	A	sansṭiti
asaṃsṭitiḥ	A	asansṭiti
upasṭitiḥ	A	upasṭiti
anupasṭitiḥ	A	anupasṭiti
samupasṭitiḥ	A	samupasṭiti
prasṭitiḥ	A	prasṭiti
avasṭitiḥ	A	avasṭiti
paṭhitiḥ	A	paṭhiti
pratiṣṭhitiḥ	A	pratiṣṭhiti
svaḍitiḥ	A	svaḍiti
dīḍitiḥ	A	dīḍiti
suḍitiḥ	A	suḍiti
cintitiḥ	A	cintiti
ditiḥ	A	diti
uditiḥ	A	uditi
nirūpitiḥ	A	nirūpiti
mitiḥ	A	miti
upamitiḥ	A	upamiti
pramitiḥ	A	pramiti
samitiḥ	A	samiti
parimitiḥ	A	parimiti
anumitiḥ	A	anumiti
unmitiḥ	A	unmiti
sammitiḥ	A	sammiti
nirmitiḥ	A	nirmiti
smitiḥ	A	smiti
vismitiḥ	A	vismiti
ucchritiḥ	A	ucchriti
samucchritiḥ	A	samucchriti
ṣritiḥ	A	ṣriti
ṣvitiḥ	A	ṣviti
niṣitiḥ	A	niṣiti
kṣitiḥ	A	kṣiti
sitiḥ	A	siti
prasitiḥ	A	prasiti
vyavasitiḥ	A	vyavasiti
āhitiḥ	A	āhiti
aṃhitiḥ	A	anhiti
upahitiḥ	A	upahiti
vihitiḥ	A	vihiti
gītiḥ	A	gīti
upagītiḥ	A	upagīti
vigītiḥ	A	vigīti
anugītiḥ	A	anugīti
saṅgītiḥ	A	sangīti
udgītiḥ	A	udgīti
praṅītiḥ	A	pranīti
pariṅītiḥ	A	parinīti
jītiḥ	A	jīti
ajītiḥ	A	ajīti
ṛjītiḥ	A	ṛjīti
ḍītiḥ	A	ḍīti
aḍītiḥ	A	aḍīti
svaḍītiḥ	A	svaḍīti
pratītiḥ	A	pratīti
apratītiḥ	A	apratīti
sampratītiḥ	A	sampratīti
dītiḥ	A	dīti
nītiḥ	A	nīti
anītiḥ	A	anīti
ānītiḥ	A	ānīti
upanītiḥ	A	upanīti
abhinītiḥ	A	abhinīti
vinītiḥ	A	vinīti
anunītiḥ	A	anunīti
pītiḥ	A	pīti
apītiḥ	A	apīti
sapītiḥ	A	sapīti
nipītiḥ	A	nipīti
sampītiḥ	A	sampīti
sphītiḥ	A	sphīti
bhītiḥ	A	bhīti
abhītiḥ	A	abhīti
pramītiḥ	A	pramīti
rītiḥ	A	rīti
niṣkrītiḥ	A	niṣkrīti
prītiḥ	A	prīti
aprītiḥ	A	aprīti
abhiprītiḥ	A	abhiprīti
samprītiḥ	A	samprīti
hrītiḥ	A	hrīti
vītiḥ	A	vīti
aṣītiḥ	A	aṣīti
saṃṣītiḥ	A	sanṣīti
nigṛhītiḥ	A	nigṛhīti
parigṛhītiḥ	A	parigṛhīti
makutiḥ	A	makuti
anuṣṭutiḥ	A	anuṣṭuti
viḍutiḥ	A	viḍuti
stutiḥ	A	stuti
saṃstutiḥ	A	sanstuti
prastutiḥ	A	prastuti
nutiḥ	A	nuti
hnutiḥ	A	hnuti
apahnutiḥ	A	apahnuti
yutiḥ	A	yuti
saṃyutiḥ	A	sanyuti
viyutiḥ	A	viyuti
cyutiḥ	A	cyuti
pracyutiḥ	A	pracyuti
paricyutiḥ	A	paricyuti
vicyutiḥ	A	vicyuti
jyutiḥ	A	jyuti
dyutiḥ	A	dyuti
mārutiḥ	A	māruti
ḍrutiḥ	A	ḍruti
drutiḥ	A	druti
vidrutiḥ	A	vidruti
ṣrutiḥ	A	ṣruti
āṣrutiḥ	A	āṣruti
jānaṣrutiḥ	A	jānaṣruti
upaṣrutiḥ	A	upaṣruti
viṣrutiḥ	A	viṣruti
srutiḥ	A	sruti
prasrutiḥ	A	prasruti
visrutiḥ	A	visruti
plutiḥ	A	pluti
viplutiḥ	A	vipluti
samplutiḥ	A	sampluti
sutiḥ	A	suti
hutiḥ	A	huti
āhutiḥ	A	āhuti
prahutiḥ	A	prahuti
anāhutiḥ	A	anāhuti
ākūtiḥ	A	ākūti
vyākūtiḥ	A	vyākūti
cūtiḥ	A	cūti
jūtiḥ	A	jūti
ḍūtiḥ	A	ḍūti
viḍūtiḥ	A	viḍūti
kaṅḍūtiḥ	A	kanḍūti
anūtiḥ	A	anūti
abhūtiḥ	A	abhūti
ābhūtiḥ	A	ābhūti
apabhūtiḥ	A	apabhūti
prabhūtiḥ	A	prabhūti
aprabhūtiḥ	A	aprabhūti
parābhūtiḥ	A	parābhūti
paribhūtiḥ	A	paribhūti
vibhūtiḥ	A	vibhūti
anubhūtiḥ	A	anubhūti
anānubhūtiḥ	A	anānubhūti
udbhūtiḥ	A	udbhūti
sambhūtiḥ	A	sambhūti
asambhūtiḥ	A	asambhūti
yūtiḥ	A	yūti
niṣṭhyūtiḥ	A	niṣṭhyūti
vyūtiḥ	A	vyūti
syūtiḥ	A	syūti
ṣūtiḥ	A	ṣūti
pariṣūtiḥ	A	pariṣūti
sūtiḥ	A	sūti
asūtiḥ	A	asūti
prasūtiḥ	A	prasūti
hūtiḥ	A	hūti
āhūtiḥ	A	āhūti
saṃhūtiḥ	A	sanhūti
upahūtiḥ	A	upahūti
abhihūtiḥ	A	abhihūti
kṛtiḥ	A	kṛti
ākṛtiḥ	A	ākṛti
apakṛtiḥ	A	apakṛti
upakṛtiḥ	A	upakṛti
prakṛtiḥ	A	prakṛti
aprakṛtiḥ	A	aprakṛti
viprakṛtiḥ	A	viprakṛti
apākṛtiḥ	A	apākṛti
vyapākṛtiḥ	A	vyapākṛti
satyākṛtiḥ	A	satyākṛti
vyākṛtiḥ	A	vyākṛti
nirākṛtiḥ	A	nirākṛti
sapatrākṛtiḥ	A	sapatrākṛti
niṣpatrākṛtiḥ	A	niṣpatrākṛti
aḍikṛtiḥ	A	aḍikṛti
atikṛtiḥ	A	atikṛti
pratikṛtiḥ	A	pratikṛti
abhikṛtiḥ	A	abhikṛti
vikṛtiḥ	A	vikṛti
avikṛtiḥ	A	avikṛti
spaṣṭīkṛtiḥ	A	spaṣṭīkṛti
ñaṅkṛtiḥ	A	nankṛti
alaṅkṛtiḥ	A	alankṛti
ḍāṅkṛtiḥ	A	ḍānkṛti
utkṛtiḥ	A	utkṛti
carkṛtiḥ	A	carkṛti
iṣkṛtiḥ	A	iṣkṛti
niṣkṛtiḥ	A	niṣkṛti
pariṣkṛtiḥ	A	pariṣkṛti
saṃskṛtiḥ	A	sanskṛti
upaskṛtiḥ	A	upaskṛti
ḍṛtiḥ	A	ḍṛti
aḍṛtiḥ	A	aḍṛti
upaḍṛtiḥ	A	upaḍṛti
atiḍṛtiḥ	A	atiḍṛti
viḍṛtiḥ	A	viḍṛti
vaiḍṛtiḥ	A	vaiḍṛti
udḍṛtiḥ	A	udḍṛti
stṛtiḥ	A	stṛti
vistṛtiḥ	A	vistṛti
dṛtiḥ	A	dṛti
vidṛtiḥ	A	vidṛti
nṛtiḥ	A	nṛti
vyāpṛtiḥ	A	vyāpṛti
bhṛtiḥ	A	bhṛti
prabhṛtiḥ	A	prabhṛti
sambhṛtiḥ	A	sambhṛti
mṛtiḥ	A	mṛti
smṛtiḥ	A	smṛti
asmṛtiḥ	A	asmṛti
saṃsmṛtiḥ	A	sansmṛti
upasmṛtiḥ	A	upasmṛti
prasmṛtiḥ	A	prasmṛti
vismṛtiḥ	A	vismṛti
anusmṛtiḥ	A	anusmṛti
nirṛtiḥ	A	nirṛti
vṛtiḥ	A	vṛti
āvṛtiḥ	A	āvṛti
saṃvṛtiḥ	A	sanvṛti
apavṛtiḥ	A	apavṛti
apāvṛtiḥ	A	apāvṛti
vyāvṛtiḥ	A	vyāvṛti
prāvṛtiḥ	A	prāvṛti
nivṛtiḥ	A	nivṛti
parivṛtiḥ	A	parivṛti
vivṛtiḥ	A	vivṛti
nirvṛtiḥ	A	nirvṛti
anirvṛtiḥ	A	anirvṛti
sṛtiḥ	A	sṛti
saṃsṛtiḥ	A	sansṛti
asaṃsṛtiḥ	A	asansṛti
anusaṃsṛtiḥ	A	anusansṛti
prasṛtiḥ	A	prasṛti
kāsṛtiḥ	A	kāsṛti
kusṛtiḥ	A	kusṛti
anusṛtiḥ	A	anusṛti
utsṛtiḥ	A	utsṛti
hṛtiḥ	A	hṛti
saṃhṛtiḥ	A	sanhṛti
upasaṃhṛtiḥ	A	upasanhṛti
vyavahṛtiḥ	A	vyavahṛti
udāhṛtiḥ	A	udāhṛti
samāhṛtiḥ	A	samāhṛti
vyāhṛtiḥ	A	vyāhṛti
parihṛtiḥ	A	parihṛti
vihṛtiḥ	A	vihṛti
nirhṛtiḥ	A	nirhṛti
upetiḥ	A	upeti
paretiḥ	A	pareti
pretiḥ	A	preti
hetiḥ	A	heti
jyotiḥ	M	jyoti
plotiḥ	A	ploti
juhotiḥ	A	juhoti
sautiḥ	A	sauti
uktiḥ	A	ukti
paktiḥ	A	pakti
apaktiḥ	A	apakti
bhaktiḥ	A	bhakti
abhaktiḥ	A	abhakti
vibhaktiḥ	A	vibhakti
sambhaktiḥ	A	sambhakti
vyaktiḥ	A	vyakti
pravyaktiḥ	A	pravyakti
abhivyaktiḥ	A	abhivyakti
raktiḥ	A	rakti
viraktiḥ	A	virakti
anuraktiḥ	A	anurakti
ānuraktiḥ	A	ānurakti
sraktiḥ	A	srakti
ṣaktiḥ	A	ṣakti
āṣaktiḥ	A	āṣakti
atiṣaktiḥ	A	atiṣakti
saktiḥ	A	sakti
asaktiḥ	A	asakti
āsaktiḥ	A	āsakti
saṃsaktiḥ	A	sansakti
prasaktiḥ	A	prasakti
aprasaktiḥ	A	aprasakti
anuprasaktiḥ	A	anuprasakti
samāsaktiḥ	A	samāsakti
atisaktiḥ	A	atisakti
nirṅiktiḥ	A	nirnikti
viriktiḥ	A	virikti
udriktiḥ	A	udrikti
siktiḥ	A	sikti
bhuktiḥ	A	bhukti
upabhuktiḥ	A	upabhukti
muktiḥ	A	mukti
amuktiḥ	A	amukti
āmuktiḥ	A	āmukti
pramuktiḥ	A	pramukti
aḍimuktiḥ	A	aḍimukti
atimuktiḥ	A	atimukti
vimuktiḥ	A	vimukti
nirmuktiḥ	A	nirmukti
vinirmuktiḥ	A	vinirmukti
yuktiḥ	A	yukti
ayuktiḥ	A	ayukti
prayuktiḥ	A	prayukti
niyuktiḥ	A	niyukti
atyuktiḥ	A	atyukti
pratyuktiḥ	A	pratyukti
niruktiḥ	A	nirukti
ṣuktiḥ	A	ṣukti
pṛktiḥ	A	pṛkti
apavṛktiḥ	A	apavṛkti
paṅktiḥ	A	pankti
bhaṅktiḥ	A	bhankti
attiḥ	A	atti
dattiḥ	A	datti
pattiḥ	A	patti
āpattiḥ	A	āpatti
upapattiḥ	A	upapatti
anupapattiḥ	A	anupapatti
abhyupapattiḥ	A	abhyupapatti
samāpattiḥ	A	samāpatti
pratyāpattiḥ	A	pratyāpatti
vyāpattiḥ	A	vyāpatti
atipattiḥ	A	atipatti
pratipattiḥ	A	pratipatti
apratipattiḥ	A	apratipatti
vipratipattiḥ	A	vipratipatti
avipratipattiḥ	A	avipratipatti
sampratipattiḥ	A	sampratipatti
abhipattiḥ	A	abhipatti
vipattiḥ	A	vipatti
utpattiḥ	A	utpatti
anutpattiḥ	A	anutpatti
samutpattiḥ	A	samutpatti
vyutpattiḥ	A	vyutpatti
sampattiḥ	A	sampatti
upasampattiḥ	A	upasampatti
abhisampattiḥ	A	abhisampatti
niṣpattiḥ	A	niṣpatti
aniṣpattiḥ	A	aniṣpatti
abhiniṣpattiḥ	A	abhiniṣpatti
pariniṣpattiḥ	A	pariniṣpatti
āyattiḥ	A	āyatti
samprattiḥ	A	sampratti
hlattiḥ	A	hlatti
niṣattiḥ	A	niṣatti
sattiḥ	A	satti
āsattiḥ	A	āsatti
upasattiḥ	A	upasatti
prasattiḥ	A	prasatti
samāsattiḥ	A	samāsatti
pratyāsattiḥ	A	pratyāsatti
utsattiḥ	A	utsatti
cittiḥ	A	citti
acittiḥ	A	acitti
chittiḥ	A	chitti
ucchittiḥ	A	ucchitti
paricchittiḥ	A	paricchitti
vicchittiḥ	A	vicchitti
anucchittiḥ	A	anucchitti
samucchittiḥ	A	samucchitti
vyucchittiḥ	A	vyucchitti
vittiḥ	A	vitti
saṃvittiḥ	A	sanvitti
anuvittiḥ	A	anuvitti
parāṅuttiḥ	A	parānutti
nuttiḥ	A	nutti
apanuttiḥ	A	apanutti
kṛttiḥ	A	kṛtti
ninṛttiḥ	A	ninṛtti
vṛttiḥ	A	vṛtti
āvṛttiḥ	A	āvṛtti
saṃvṛttiḥ	A	sanvṛtti
asaṃvṛttiḥ	A	asanvṛtti
apavṛttiḥ	A	apavṛtti
upavṛttiḥ	A	upavṛtti
pravṛttiḥ	A	pravṛtti
apravṛttiḥ	A	apravṛtti
anāvṛttiḥ	A	anāvṛtti
samāvṛttiḥ	A	samāvṛtti
abhyāvṛttiḥ	A	abhyāvṛtti
anabhyāvṛttiḥ	A	anabhyāvṛtti
vyāvṛttiḥ	A	vyāvṛtti
parāvṛttiḥ	A	parāvṛtti
ativṛttiḥ	A	ativṛtti
nivṛttiḥ	A	nivṛtti
vinivṛttiḥ	A	vinivṛtti
avinivṛttiḥ	A	avinivṛtti
sannivṛttiḥ	A	sannivṛtti
asannivṛttiḥ	A	asannivṛtti
abhūyḥsannivṛttiḥ	A	abhūyḥsannivṛtti
parivṛttiḥ	A	parivṛtti
vivṛttiḥ	A	vivṛtti
anuvṛttiḥ	A	anuvṛtti
nirvṛttiḥ	A	nirvṛtti
abhinirvṛttiḥ	A	abhinirvṛtti
parinirvṛttiḥ	A	parinirvṛtti
tantiḥ	A	tanti
vadantiḥ	A	vadanti
avantiḥ	A	avanti
pṛṣantiḥ	A	pṛṣanti
santiḥ	A	santi
kāntiḥ	A	kānti
dāntiḥ	A	dānti
krāntiḥ	A	krānti
ākrāntiḥ	A	ākrānti
avakrāntiḥ	A	avakrānti
atikrāntiḥ	A	atikrānti
parikrāntiḥ	A	parikrānti
vikrāntiḥ	A	vikrānti
saṅkrāntiḥ	A	sankrānti
bhrāntiḥ	A	bhrānti
abhrāntiḥ	A	abhrānti
ṣrāntiḥ	A	ṣrānti
pariṣrāntiḥ	A	pariṣrānti
viṣrāntiḥ	A	viṣrānti
klāntiḥ	A	klānti
ṣāntiḥ	A	ṣānti
upaṣāntiḥ	A	upaṣānti
praṣāntiḥ	A	praṣānti
kṣāntiḥ	A	kṣānti
akṣāntiḥ	A	akṣānti
kuntiḥ	A	kunti
ṣakuntiḥ	A	ṣakunti
āptiḥ	A	āpti
jñaptiḥ	A	jnapti
ājñaptiḥ	A	ājnapti
prajñaptiḥ	A	prajnapti
parijñaptiḥ	A	parijnapti
vijñaptiḥ	A	vijnapti
sañjñaptiḥ	A	sanjnapti
paritaptiḥ	A	paritapti
saptiḥ	A	sapti
anāptiḥ	A	anāpti
upāptiḥ	A	upāpti
samāptiḥ	A	samāpti
paryāptiḥ	A	paryāpti
aparyāptiḥ	A	aparyāpti
vyāptiḥ	A	vyāpti
avyāptiḥ	A	avyāpti
ativyāptiḥ	A	ativyāpti
abhivyāptiḥ	A	abhivyāpti
prāptiḥ	A	prāpti
aprāptiḥ	A	aprāpti
pariprāptiḥ	A	pariprāpti
anuprāptiḥ	A	anuprāpti
samprāptiḥ	A	samprāpti
avāptiḥ	A	avāpti
samavāptiḥ	A	samavāpti
kṣiptiḥ	A	kṣipti
saṅkṣiptiḥ	A	sankṣipti
dīptiḥ	A	dīpti
pradīptiḥ	A	pradīpti
guptiḥ	A	gupti
abhiguptiḥ	A	abhigupti
saṅguptiḥ	A	sangupti
paryuptiḥ	A	paryupti
suṣuptiḥ	A	suṣupti
suptiḥ	A	supti
prasuptiḥ	A	prasupti
tṛptiḥ	A	tṛpti
paritṛptiḥ	A	paritṛpti
apasṛptiḥ	A	apasṛpti
kḷptiḥ	A	kḷpti
avakḷptiḥ	A	avakḷpti
anavakḷptiḥ	A	anavakḷpti
saṅkḷptiḥ	A	sankḷpti
artiḥ	A	arti
ārtiḥ	A	ārti
jāgartiḥ	A	jāgarti
vartiḥ	A	varti
avartiḥ	A	avarti
saṃvartiḥ	A	sanvarti
anāvartiḥ	A	anāvarti
kīrtiḥ	A	kīrti
akīrtiḥ	A	akīrti
apakīrtiḥ	A	apakīrti
prakīrtiḥ	A	prakīrti
gūrtiḥ	A	gūrti
abhigūrtiḥ	A	abhigūrti
cūrtiḥ	A	cūrti
jūrtiḥ	A	jūrti
pūrtiḥ	A	pūrti
