headword_iast	source_code	form_key
samupasṛp	R	samupasṛp
prasṛp	R	prasṛp
pratiprasṛp	M	pratiprasṛp
abhiprasṛp	M	abhiprasṛp
viprasṛp	R	viprasṛp
anuprasṛp	M	anuprasṛp
samprasṛp	M	samprasṛp
avasṛp	R	avasṛp
pratyavasṛp	M	pratyavasṛp
paryavasṛp	M	paryavasṛp
vyavasṛp	M	vyavasṛp
upāvasṛp	M	upāvasṛp
upodāsṛp	M	upodāsṛp
atisṛp	M	atisṛp
vyatisṛp	R	vyatisṛp
pratisṛp	R	pratisṛp
adhisṛp	M	adhisṛp
samadhisṛp	M	samadhisṛp
abhisṛp	M	abhisṛp
parisṛp	R	parisṛp
visṛp	R	visṛp
sarīsṛp		sarīsṛp
anusṛp	A	anusṛp
samanusṛp	R	samanusṛp
utsṛp	R	utsṛp
samutsṛp	R	samutsṛp
vyutsṛp	M	vyutsṛp
protsṛp	R	protsṛp
kḷp	B	kḷp
upakḷp	R	upakḷp
samupakḷp	R	samupakḷp
prakḷp	R	prakḷp
samprakḷp	M	samprakḷp
saṃprakḷp	R	sanprakḷp
avakḷp	R	avakḷp
pratikḷp	R	pratikḷp
abhikḷp	R	abhikḷp
parikḷp	R	parikḷp
vikḷp	R	vikḷp
anukḷp	R	anukḷp
samanukḷp	R	samanukḷp
saṃkḷp	R	sankḷp
saṅkḷp	A	sankḷp
upasaṃkḷp	R	upasankḷp
utkḷp	M	utkḷp
kep		kep
gep		gep
tep		tep
step	G	step
mep		mep
rep		rep
hrep		hrep
lep		lep
glep		glep
vep		vep
saṃvep	R	sanvep
pravep	R	pravep
saṃpravep	R	sanpravep
parivep	R	parivep
udvep	M	udvep
kamp		kamp
ākamp	R	ākamp
prakamp	R	prakamp
abhiprakamp	M	abhiprakamp
anuprakamp	M	anuprakamp
samprakamp	M	samprakamp
saṃprakamp	R	sanprakamp
pratikamp	R	pratikamp
abhikamp	R	abhikamp
parikamp	R	parikamp
saṃparikamp	R	sanparikamp
samparikamp	M	samparikamp
vikamp	R	vikamp
anukamp	R	anukamp
samanukamp	R	samanukamp
saṃkamp	R	sankamp
utkamp	R	utkamp
camp		camp
champ		champ
ḍamp		ḍamp
dramp		dramp
kṣamp		kṣamp
ḍimp		ḍimp
dimp		dimp
limp		limp
kump		kump
tump		tump
stump		stump
prastump	M	prastump
trump	B	trump
lump		lump
culump		culump
ucculump	M	ucculump
kṣump		kṣump
tṛmp	B	tṛmp
dṛmp	B	dṛmp
karp		karp
carp		carp
charp		charp
tarp		tarp
darp		darp
parp		parp
rarp	B	rarp
sarp		sarp
śūrp	M	śūrp
ṣūrp	A	ṣūrp
kalp		kalp
jalp		jalp
upajalp	A	upajalp
prajalp	R	prajalp
vyatijalp	M	vyatijalp
pratijalp	R	pratijalp
abhijalp	R	abhijalp
parijalp	R	parijalp
anujalp	R	anujalp
sañjalp	A	sanjalp
saṃjalp	R	sanjalp
niḥp	H	niḥp
duḥp	H	duḥp
puṣp		puṣp
ph	A	ph
ṛph	B	ṛph
raph		raph
riph		riph
āriph	M	āriph
avariph	M	avariph
guph		guph
tuph		tuph
truph	B	truph
tṛph	B	tṛph
dṛph	B	dṛph
ṛmph	M	ṛmph
ramph		ramph
rimph		rimph
gumph	R	gumph
tumph		tumph
trumph	M	trumph
tṛmph	M	tṛmph
arph	G	arph
tarph		tarph
darph		darph
rarph		rarph
varph		varph
phalph		phalph
gulph	G	gulph
upavigulph	M	upavigulph
ab	B	ab
kab		kab
mab	A	mab
plab		plab
kurujib	I	kurujib
pib		pib
klib		klib
cīb		cīb
klīb		klīb
kṣīb		kṣīb
kub	B	kub
kakub	M	kakub
cub	B	cub
tub	B	tub
anuṣtub	I	anuṣtub
sub	M	sub
kṛb	B	kṛb
kḷb		kḷb
peb		peb
meb		meb
reb	B	reb
amb		amb
kamb		kamb
khamb		khamb
gamb		gamb
ghamb		ghamb
ṅamb	A	namb
camb		camb
ḍamb		ḍamb
viḍamb	R	viḍamb
tamb		tamb
namb		namb
pamb		pamb
bamb		bamb
mamb		mamb
ramb		ramb
avaramb	M	avaramb
lamb		lamb
ālamb	R	ālamb
pralamb	R	pralamb
avalamb	R	avalamb
samavalamb	R	samavalamb
samālamb	R	samālamb
vyālamb	R	vyālamb
pratilamb	M	pratilamb
parilamb	M	parilamb
vilamb	R	vilamb
pravilamb	M	pravilamb
ullamb	R	ullamb
śamb		śamb
ṣamb	A	ṣamb
samb		samb
sāmb		sāmb
ḍimb	B	ḍimb
nimb	A	nimb
rimb		rimb
himb	A	himb
kumb		kumb
cumb		cumb
ācumb	R	ācumb
abhicumb	R	abhicumb
paricumb	R	paricumb
vicumb	M	vicumb
uccumb	R	uccumb
kuṭumb	B	kuṭumb
tumb		tumb
lumb		lumb
ceṃb	P	cenb
arb		arb
karb		karb
kharb	B	kharb
garb		garb
gharb		gharb
ṅarb	A	narb
carb		carb
tarb		tarb
narb		narb
parb		parb
barb		barb
bharb		bharb
marb		marb
larb		larb
śarb		śarb
ṣarb	A	ṣarb
sarb		sarb
pūrb	G	pūrb
śulb	M	śulb
abh	B	abh
ubh		ubh
pratiṣkabh	M	pratiṣkabh
skabh		skabh
āskabh	M	āskabh
praṅabh	M	pranabh
jabh		jabh
abhijabh	M	abhijabh
ḍabh	B	ḍabh
stabh		stabh
dabh		dabh
ādabh	M	ādabh
gardabh		gardabh
nabh		nabh
pranabh	M	pranabh
unnabh	M	unnabh
yabh		yabh
prayabh	M	prayabh
pratiyabh	M	pratiyabh
daurgyabh	A	daurgyabh
rabh		rabh
ārabh	R	ārabh
saṃrabh	R	sanrabh
pratisaṃrabh	R	pratisanrabh
abhisaṃrabh	M	abhisanrabh
anusaṃrabh	M	anusanrabh
samārabh	R	samārabh
anusamārabh	M	anusamārabh
abhyārabh	R	abhyārabh
prārabh	R	prārabh
anvārabh	R	anvārabh
samanvārabh	R	samanvārabh
vyanvārabh	M	vyanvārabh
abhirabh	R	abhirabh
parirabh	R	parirabh
samparirabh	M	samparirabh
grabh		grabh
saṃgrabh	M	sangrabh
śrabh		śrabh
srabh		srabh
labh		labh
ālabh	R	ālabh
saṃlabh	R	sanlabh
upalabh	R	upalabh
samupalabh	R	samupalabh
pralabh	R	pralabh
vipralabh	R	vipralabh
upālabh	R	upālabh
samālabh	R	samālabh
pratyālabh	M	pratyālabh
anvālabh	R	anvālabh
pratilabh	R	pratilabh
abhilabh	R	abhilabh
parilabh	M	parilabh
vilabh	R	vilabh
pravilabh	R	pravilabh
anulabh	M	anulabh
sabh		sabh
nābh		nābh
lābh		lābh
ribh		ribh
abhiribh	R	abhiribh
sribh		sribh
sibh		sibh
cībh		cībh
bībh		bībh
vībh	A	vībh
śībh		śībh
ṣībh	A	ṣībh
kubh	B	kubh
kakubh		kakubh
ākhaṅḍalakakubh	M	ākhanḍalakakubh
uṣṅihakakubh		uṣnihakakubh
trikakubh		trikakubh
mahātrikakubh	M	mahātrikakubh
kākubh		kākubh
skubh		skubh
saṣṭubh		saṣṭubh
pratiṣṭubh	M	pratiṣṭubh
agniṣṭubh		agniṣṭubh
abhiṣṭubh	M	abhiṣṭubh
pariṣṭubh		pariṣṭubh
triṣṭubh		triṣṭubh
viṣṭubh	M	viṣṭubh
anuṣṭubh		anuṣṭubh
rāmānuṣṭubh		rāmānuṣṭubh
suṣṭubh		suṣṭubh
anuṣṭhubh	B	anuṣṭhubh
tubh		tubh
stubh		stubh
āstubh	M	āstubh
saṃstubh		sanstubh
chandaḥstubh	G	chandaḥstubh
arkastubh	M	arkastubh
ṛtastubh		ṛtastubh
gharmastubh		gharmastubh
prastubh	R	prastubh
vyavastubh	M	vyavastubh
vṛṣastubh		vṛṣastubh
samubh	M	samubh
nyubh	M	nyubh
lubh		lubh
ālubh	M	ālubh
saṃlubh	R	sanlubh
upalubh	M	upalubh
pralubh	R	pralubh
vipralubh	R	vipralubh
saṃpralubh	R	sanpralubh
sampralubh	M	sampralubh
pratilubh	R	pratilubh
abhilubh	M	abhilubh
parilubh	R	parilubh
vilubh	R	vilubh
anulubh	R	anulubh
śubh		śubh
saṃśubh	M	sanśubh
apramāṅaśubh	G	apramānaśubh
upaśubh	R	upaśubh
praśubh	M	praśubh
atiśubh	R	atiśubh
niśubh	M	niśubh
abhiśubh	M	abhiśubh
samabhiśubh	R	samabhiśubh
pariśubh	R	pariśubh
viśubh	R	viśubh
ratheśubh		ratheśubh
ṣubh	A	ṣubh
upaṣubh	A	upaṣubh
kuṣubh		kuṣubh
kṣubh		kṣubh
prakṣubh	A	prakṣubh
saṃprakṣubh	R	sanprakṣubh
samprakṣubh	M	samprakṣubh
vikṣubh	R	vikṣubh
saṃkṣubh	M	sankṣubh
saṅkṣubh	A	sankṣubh
subh		subh
gṛbh		gṛbh
syūmagṛbh		syūmagṛbh
jīvagṛbh		jīvagṛbh
sutegṛbh		sutegṛbh
jṛbh	B	jṛbh
dṛbh	B	dṛbh
pidṛbh	M	pidṛbh
anudṛbh	M	anudṛbh
sandṛbh	A	sandṛbh
sṛbh	B	sṛbh
rebh		rebh
apobh	M	apobh
probh	M	probh
ambh		ambh
umbh		umbh
abhiskambh	M	abhiskambh
viskambh	M	viskambh
viṣkambh	A	viṣkambh
skambh		skambh
upaskambh	M	upaskambh
jambh		jambh
ṣṭambh	M	ṣṭambh
avaṣṭambh	R	avaṣṭambh
samavaṣṭambh	M	samavaṣṭambh
paryavaṣṭambh	R	paryavaṣṭambh
abhiṣṭambh	M	abhiṣṭambh
pariṣṭambh	M	pariṣṭambh
viṣṭambh	R	viṣṭambh
ḍambh		ḍambh
uttambh	R	uttambh
pratyuttambh	M	pratyuttambh
stambh		stambh
saṃstambh	R	sanstambh
pratisaṃstambh	M	pratisanstambh
abhisaṃstambh	R	abhisanstambh
parisaṃstambh	M	parisanstambh
upastambh	A	upastambh
parāstambh	M	parāstambh
pratistambh	M	pratistambh
dambh		dambh
upadambh	M	upadambh
rambh		rambh
uparambh	R	uparambh
jrambh		jrambh
śrambh		śrambh
viśrambh	R	viśrambh
upaviśrambh	R	upaviśrambh
ativiśrambh	M	ativiśrambh
ṣrambh	A	ṣrambh
viṣrambh	A	viṣrambh
srambh		srambh
visrambh	R	visrambh
lambh		lambh
vambh	H	vambh
ḍimbh		ḍimbh
dimbh		dimbh
srimbh		srimbh
simbh		simbh
kumbh		kumbh
viṣkumbh	M	viṣkumbh
skumbh	B	skumbh
ḍumbh	B	ḍumbh
stumbh	B	stumbh
śumbh		śumbh
praśumbh	M	praśumbh
niśumbh	M	niśumbh
ṣumbh	A	ṣumbh
sumbh		sumbh
gṛmbh	B	gṛmbh
jṛmbh	R	jṛmbh
prajṛmbh	R	prajṛmbh
avajṛmbh	M	avajṛmbh
vyājṛmbh	M	vyājṛmbh
abhijṛmbh	R	abhijṛmbh
parijṛmbh	M	parijṛmbh
vijṛmbh	R	vijṛmbh
pravijṛmbh	M	pravijṛmbh
ujjṛmbh	R	ujjṛmbh
samujjṛmbh	R	samujjṛmbh
saṃjṛmbh	M	sanjṛmbh
sṛmbh	B	sṛmbh
darbh		darbh
bharbh	M	bharbh
sarbh		sarbh
galbh		galbh
pragalbh		pragalbh
avagalbh		avagalbh
valbh		valbh
śalbh		śalbh
ṣalbh	A	ṣalbh
am		am
ām		ām
im	M	im
īm		īm
um		um
ūm		ūm
em	H	em
om		om
aum		aum
kam		kam
akam	A	akam
aṅgakam	A	angakam
anaṅgakam	A	anangakam
lavaṅgakam	A	lavangakam
doṅgakam	A	dongakam
mantraṅakam	A	mantranakam
naimantraṅakam	A	naimantranakam
niṣkoṣaṅakam	A	niṣkoṣanakam
prekṣaṅakam	A	prekṣanakam
nāṅakam	A	nānakam
kriyamāṅakam	A	kriyamānakam
parimāṅakam	A	parimānakam
prayāṅakam	A	prayānakam
pratiprayāṅakam	M	pratiprayānakam
kālyāṅakam	A	kālyānakam
tuṅakam	A	tunakam
taruṅakam	A	tarunakam
auveṅakam	A	auvenakam
praheṅakam	A	prahenakam
droṅakam	A	dronakam
loṅakam	A	lonakam
niṣaṅṅakam	A	niṣannakam
prativarṅakam	A	prativarnakam
suvarṅakam	A	suvarnakam
cakrasuvarṅakam	I	cakrasuvarnakam
kṛṣṅakam	A	kṛṣnakam
svastivācakam	I	svastivācakam
maṅicakam	I	manicakam
anīcakam	I	anīcakam
saumecakam	A	saumecakam
samantapañcakam	I	samantapancakam
mañcakam	A	mancakam
yathecchakam		yathecchakam
hurcchakam	A	hurcchakam
ājakam	A	ājakam
pārivrājakam	A	pārivrājakam
lāmajjakam	A	lāmajjakam
mānojñakam	A	mānojnakam
karkaṭakam	I	karkaṭakam
taṭakam	A	taṭakam
kṛkāṭakam	A	kṛkāṭakam
avaṅāṭakam	A	avanāṭakam
nāṭakam	A	nāṭakam
lalāṭakam	A	lalāṭakam
hāṭakam	P	hāṭakam
parihāṭakam	A	parihāṭakam
kuṭakam	A	kuṭakam
narkuṭakam	A	narkuṭakam
juṭakam	A	juṭakam
puṭakam	A	puṭakam
bharuṭakam	A	bharuṭakam
jūṭakam	A	jūṭakam
toṭakam	I	toṭakam
sphoṭakam	H	sphoṭakam
troṭakam	A	troṭakam
sikṭakam	A	sikṭakam
maṭṭakam	A	maṭṭakam
ṣaṭṭakam	A	ṣaṭṭakam
saṭṭakam	A	saṭṭakam
piṭṭakam	A	piṭṭakam
phuṭṭakam	A	phuṭṭakam
tutṭakam	A	tutṭakam
samarṭakam	A	samarṭakam
aiṣṭakam	A	aiṣṭakam
saubhāgyaṣṭakam	I	saubhāgyaṣṭakam
vyaṣṭakam	A	vyaṣṭakam
prabhraṣṭakam	A	prabhraṣṭakam
pramāṅāṣṭakam	I	pramānāṣṭakam
yāvadiṣṭakam		yāvadiṣṭakam
paripiṣṭakam	A	paripiṣṭakam
praviṣṭakam	A	praviṣṭakam
spṛṣṭakam	A	spṛṣṭakam
sahṛṣṭakam		sahṛṣṭakam
yāmuneṣṭakam	A	yāmuneṣṭakam
antarātmeṣṭakam		antarātmeṣṭakam
dhārṣṭakam	I	dhārṣṭakam
biṭhakam	A	biṭhakam
kāṣṭhakam	A	kāṣṭhakam
pṛṣṭhakam	A	pṛṣṭhakam
kaḍakam	A	kaḍakam
naḍakam	A	naḍakam
ajaiḍakam	I	ajaiḍakam
doḍakam	A	doḍakam
gaṅḍakam	P	ganḍakam
yudḍakam	A	yudḍakam
vārdḍakam	A	vārdḍakam
ālīḍhakam	A	ālīḍhakam
vaimūḍhakam	A	vaimūḍhakam
gatakam	A	gatakam
vainatakam	A	vainatakam
raivatakam	I	raivatakam
pātakam	I	pātakam
upapātakam	A	upapātakam
atipātakam	A	atipātakam
anupātakam	A	anupātakam
vyāḍmātakam	A	vyāḍmātakam
amilātakam	A	amilātakam
kailātakam	A	kailātakam
pṛṣātakam	A	pṛṣātakam
samākarṅitakam	A	samākarnitakam
yācitakam	A	yācitakam
upayācitakam	A	upayācitakam
mlecchitakam	A	mlecchitakam
nāṭitakam	A	nāṭitakam
haritakam	A	haritakam
ācchuritakam	A	ācchuritakam
coritakam	A	coritakam
ḍauritakam	A	ḍauritakam
bhāvitakam	A	bhāvitakam
muṣitakam	A	muṣitakam
rakṣitakam	A	rakṣitakam
gītakam	A	gītakam
saṅgītakam	A	sangītakam
asaṃgītakam	M	asangītakam
vinītakam	A	vinītakam
upavītakam	A	upavītakam
kauṣītakam	A	kauṣītakam
tūtakam	A	tūtakam
sūtakam	A	sūtakam
mṛtasūtakam	I	mṛtasūtakam
kṛtakam	M	kṛtakam
amṛtakam	A	amṛtakam
kaitakam	A	kaitakam
vyatiriktakam	A	vyatiriktakam
muktakam	A	muktakam
yuktakam	A	yuktakam
ṣuktakam	A	ṣuktakam
nimittakam	A	nimittakam
vṛttakam	A	vṛttakam
pravṛttakam	A	pravṛttakam
bāhudantakam	A	bāhudantakam
śamasāmantakam	H	śamasāmantakam
ḍaurtakam	A	ḍaurtakam
nastakam	A	nastakam
bastakam	A	bastakam
bhastakam	A	bhastakam
mastakam	M	mastakam
āpādatalamastakam	M	āpādatalamastakam
vastakam	A	vastakam
nirarthakam	M	nirarthakam
dakam	A	dakam
udakam	A	udakam
kadakam	A	kadakam
padakam	A	padakam
chidakam	A	chidakam
anudakam	M	anudakam
pṛtūdakam	I	pṛtūdakam
anūdakam	A	anūdakam
kavaḍachedakam	H	kavaḍachedakam
paricchedakam	A	paricchedakam
vedakam	A	vedakam
vasumodakam	I	vasumodakam
ālakandakam	A	ālakandakam
ānandakam	I	ānandakam
kanakam	I	kanakam
vācanakam	A	vācanakam
secanakam	A	secanakam
vandanakam	A	vandanakam
ācamanakam	A	ācamanakam
damanakam	P	damanakam
ācāmanakam	A	ācāmanakam
calanakam	A	calanakam
yauvanakam	A	yauvanakam
sparṣanakam	A	sparṣanakam
kaṭānakam	A	kaṭānakam
sṭānakam	A	sṭānakam
ḍānakam	A	ḍānakam
upaḍānakam	A	upaḍānakam
piḍānakam	A	piḍānakam
abhiḍānakam	A	abhiḍānakam
viḍānakam	A	viḍānakam
saṃviḍānakam	A	sanviḍānakam
dānakam	A	dānakam
pradānakam	A	pradānakam
sandānakam	A	sandānakam
pānakam	A	pānakam
prapānakam	A	prapānakam
yānakam	A	yānakam
apayānakam	A	apayānakam
ākhyānakam	A	ākhyānakam
udyānakam	A	udyānakam
amalānakam	A	amalānakam
vānakam	A	vānakam
suḍīnakam	A	suḍīnakam
dīnakam	M	dīnakam
saṃdhunakam	H	sandhunakam
hastasaṃdhunakam	M	hastasandhunakam
avadhūnakam	H	avadhūnakam
prasūnakam	A	prasūnakam
vitribhalagnakam	A	vitribhalagnakam
sāpatnakam	A	sāpatnakam
vitunnakam	A	vitunnakam
mṛdunnakam	A	mṛdunnakam
yathādhyāpakam		yathādhyāpakam
kalāpakam	A	kalāpakam
kālāpakam	A	kālāpakam
uparūpakam	A	uparūpakam
praiyarūpakam	A	praiyarūpakam
ābhirūpakam	A	ābhirūpakam
yathopakam	H	yathopakam
alpakam	M	alpakam
ṣilpakam	A	ṣilpakam
puṣpakam	A	puṣpakam
pauṣpakam	A	pauṣpakam
pharubakam	A	pharubakam
ambakam	A	ambakam
sahasrastambakam	I	sahasrastambakam
traiyambakam	I	traiyambakam
herambakam	P	herambakam
prālambakam	A	prālambakam
bimbakam	A	bimbakam
ekāmbhakam	I	ekāmbhakam
ñāmakam	A	nāmakam
lalāmakam	A	lalāmakam
sāmakam	A	sāmakam
sadhūmakam	M	sadhūmakam
kṣemakam	I	kṣemakam
hemakam	A	hemakam
haimakam	I	haimakam
golomakam	H	golomakam
rudranārāyaṅātmakam	I	rudranārāyanātmakam
kalpalatātmakam	I	kalpalatātmakam
padmakam	A	padmakam
agulmakam	A	agulmakam
jāyakam	A	jāyakam
vaināyakam	I	vaināyakam
sāhāyakam	A	sāhāyakam
prekṣaṅīyakam	A	prekṣanīyakam
dvitīyakam	H	dvitīyakam
tṛtīyakam	H	tṛtīyakam
kāmanīyakam	A	kāmanīyakam
puṅḍarīyakam	A	punḍarīyakam
vipūyakam	A	vipūyakam
vājasaneyakam	I	vājasaneyakam
cāmpeyakam	A	cāmpeyakam
graiveyakam	A	graiveyakam
praiyakam	A	praiyakam
nāsikyakam	A	nāsikyakam
rāmaṅyakam	A	rāmanyakam
araṅyakam	A	aranyakam
puṅyakam	A	punyakam
maḍyakam	A	maḍyakam
vādyakam	A	vādyakam
rājanyakam	A	rājanyakam
dhānyakam	I	dhānyakam
śūnyakam	I	śūnyakam
dīpyakam	A	dīpyakam
anāryakam	A	anāryakam
anusāryakam	A	anusāryakam
upasūryakam	A	upasūryakam
cauryakam	A	cauryakam
mūlyakam	A	mūlyakam
apasavyakam	H	apasavyakam
kāṃsyakam	A	kānsyakam
sāṃvāsyakam	A	sānvāsyakam
piñjarakam	A	pinjarakam
narakam	I	narakam
anarakam	I	anarakam
varvarakam	A	varvarakam
akṣarakam	A	akṣarakam
kārakam	H	kārakam
cuccukārakam	H	cuccukārakam
pṛthakkārakam	H	pṛthakkārakam
saśṛṅgārakam	M	saśṛngārakam
sopacārakam	M	sopacārakam
niścārakam	H	niścārakam
niṣcārakam	A	niṣcārakam
ācandratārakam		ācandratārakam
kaumārakam	A	kaumārakam
kārmārakam	A	kārmārakam
varārakam	A	varārakam
śatavārakam		śatavārakam
apahārakam	H	apahārakam
jīrakam	I	jīrakam
kaṭīrakam	A	kaṭīrakam
kuṭṭīrakam	A	kuṭṭīrakam
karīrakam	A	karīrakam
ṣarīrakam	A	ṣarīrakam
mandurakam	A	mandurakam
svairakam		svairakam
dorakam	A	dorakam
morakam	A	morakam
paurakam	A	paurakam
cukrakam	A	cukrakam
vajrakam	A	vajrakam
bhrāṣṭrakam	A	bhrāṣṭrakam
ṣilīnḍrakam	A	ṣilīnḍrakam
patrakam	A	patrakam
gātrakam	A	gātrakam
chātrakam	A	chātrakam
pātrakam	A	pātrakam
khanitrakam	A	khanitrakam
amitrakam	A	amitrakam
pavitrakam	A	pavitrakam
caitrakam	I	caitrakam
maitrakam	A	maitrakam
ṣastrakam	A	ṣastrakam
unnidrakam	A	unnidrakam
sāmudrakam	A	sāmudrakam
indrakam	A	indrakam
cāndrakam	A	cāndrakam
abhrakam	A	abhrakam
aurabhrakam	A	aurabhrakam
vinamrakam	A	vinamrakam
tāmrakam	A	tāmrakam
vyāmiṣrakam	A	vyāmiṣrakam
alakam		alakam
ulūkhalakam	A	ulūkhalakam
yugalakam	A	yugalakam
pañcalāṅgalakam	I	pancalāngalakam
jalakam	A	jalakam
ḍalakam	A	ḍalakam
maṅḍalakam	A	manḍalakam
talakam	A	talakam
pītalakam	A	pītalakam
ṣītalakam	A	ṣītalakam
nalakam	A	nalakam
phalakam	A	phalakam
kamalakam	A	kamalakam
komalakam	A	komalakam
ṣaralakam	A	ṣaralakam
valakam	A	valakam
siṃhalakam	A	sinhalakam
bāhupracālakam	M	bāhupracālakam
jālakam	A	jālakam
tālakam	A	tālakam
mṛtālakam	A	mṛtālakam
auddālakam	A	auddālakam
nepālakam	A	nepālakam
āvṛdḍabālakam	A	āvṛdḍabālakam
āvṛddhabālakam		āvṛddhabālakam
unmālakam	A	unmālakam
līlātilakam	P	līlātilakam
nīlakam	A	nīlakam
ākīṭapataṃgapipīlakam		ākīṭapatangapipīlakam
ākīṭapataṅgapipīlakam	R	ākīṭapatangapipīlakam
pādākulakam	A	pādākulakam
niculakam	A	niculakam
sapulakam	M	sapulakam
bāhulakam	A	bāhulakam
ḍūlakam	A	ḍūlakam
tūlakam	A	tūlakam
tailakam	A	tailakam
ṣailakam	A	ṣailakam
kolakam	A	kolakam
allakam	A	allakam
ñallakam	A	nallakam
hallakam	A	hallakam
kaḍavakam	A	kaḍavakam
kaitavakam	A	kaitavakam
kṣavakam	A	kṣavakam
maiḍāvakam	A	maiḍāvakam
maṅivakam	I	manivakam
maṅīvakam	A	manīvakam
māḍvakam	A	māḍvakam
tvakam		tvakam
ūrdhvakam	M	ūrdhvakam
ainvakam	A	ainvakam
parvakam	A	parvakam
pūrvakam	M	pūrvakam
udakapūrvakam	M	udakapūrvakam
saṃketapūrvakam		sanketapūrvakam
śapathapūrvakam		śapathapūrvakam
praśnapūrvakam		praśnapūrvakam
sādarapūrvakam		sādarapūrvakam
jalapūrvakam		jalapūrvakam
devapūrvakam	M	devapūrvakam
pratijñāpūrvakam		pratijnāpūrvakam
yathāpūrvakam	M	yathāpūrvakam
matipūrvakam		matipūrvakam
prītipūrvakam		prītipūrvakam
bhaktipūrvakam		bhaktipūrvakam
vidhipūrvakam		vidhipūrvakam
avidhipūrvakam	M	avidhipūrvakam
buddhipūrvakam	M	buddhipūrvakam
abuddhipūrvakam	M	abuddhipūrvakam
abhisaṃdhipūrvakam		abhisandhipūrvakam
bhobhavatpūrvakam		bhobhavatpūrvakam
bilvakam	I	bilvakam
kulvakam	A	kulvakam
śakam		śakam
avagrahaśakam		avagrahaśakam
ṣakam	A	ṣakam
āṣakam	A	āṣakam
ūṣakam	A	ūṣakam
māṣakam	I	māṣakam
tālūṣakam	A	tālūṣakam
sandeṣakam	A	sandeṣakam
aukṣakam	A	aukṣakam
vaikakṣakam	A	vaikakṣakam
ārṣakam	I	ārṣakam
upaṣīrṣakam	A	upaṣīrṣakam
pratiṣīrṣakam	A	pratiṣīrṣakam
kaṃsakam	A	kansakam
rasakam	A	rasakam
rāsakam	A	rāsakam
pratyāvāsakam		pratyāvāsakam
vātsakam	A	vātsakam
ahakam		ahakam
kaṭāhakam	A	kaṭāhakam
ruhakam	A	ruhakam
gṛhakam	A	gṛhakam
atigṛhakam	A	atigṛhakam
avalehakam	H	avalehakam
hastāvalehakam	M	hastāvalehakam
amohakam	I	amohakam
baṭṭalohakam	A	baṭṭalohakam
kākam	P	kākam
vārtākam	I	vārtākam
modākam	I	modākam
sumodākam	I	sumodākam
ānākam	R	ānākam
mainākam	I	mainākam
sthālipākam	I	sthālipākam
śyāmākam	I	śyāmākam
piṅyākam	I	pinyākam
ḍanyākam	A	ḍanyākam
holākam	A	holākam
vākam	A	vākam
cakravākam	I	cakravākam
duḥśākam		duḥśākam
mahāśākam	I	mahāśākam
abhīṣākam	P	abhīṣākam
sākam		sākam
klaitakikam	A	klaitakikam
ṣṛṅgikam	A	ṣṛngikam
saraṅaraṅikam		saranaranikam
pariyāṅikam	A	pariyānikam
rauhiṅikam	A	rauhinikam
auttamarṅikam	A	auttamarnikam
tailapācikam	H	tailapācikam
prativācikam	A	prativācikam
avīcikam	I	avīcikam
naicikam	A	naicikam
kāñcikam	A	kāncikam
vaibhājikam	A	vaibhājikam
kuṭikam	A	kuṭikam
ṅuṅṭikam	A	nunṭikam
piṣṭikam	A	piṣṭikam
pauṣṭikam	I	pauṣṭikam
kāniṣṭhikam	A	kāniṣṭhikam
payoḍikam	A	payoḍikam
gatikam	A	gatikam
pārvatikam	A	pārvatikam
tautātikam	A	tautātikam
ikṣukuṭṭitikam	H	ikṣukuṭṭitikam
naḍacippitikam	H	naḍacippitikam
saumitikam	A	saumitikam
rītikam	A	rītikam
aupavītikam	A	aupavītikam
bhūtikam	A	bhūtikam
tailapradyotikam	H	tailapradyotikam
bhautikam	I	bhautikam
sabhaktikam		sabhaktikam
mauktikam	A	mauktikam
naimittikam	I	naimittikam
pauttikam	A	pauttikam
antikam	M	antikam
samantikam		samantikam
saimantikam	A	saimantikam
prāṅāntikam	M	prānāntikam
pādāntikam		pādāntikam
janāntikam		janāntikam
upāntikam	M	upāntikam
śāntikam	I	śāntikam
mastikam	A	mastikam
hastikam	A	hastikam
bāstikam	A	bāstikam
vāstikam	A	vāstikam
dikam		dikam
vaipādikam	A	vaipādikam
kārṣāpaṅachedikam	H	kārṣāpanachedikam
pāñcaṣabdikam	A	pāncaṣabdikam
adhikam	G	adhikam
samadhikam	M	samadhikam
abhyadhikam	G	abhyadhikam
śataguṅādhikam	M	śatagunādhikam
nikam	R	nikam
prāḍanikam	A	prāḍanikam
āḍivedanikam	A	āḍivedanikam
varḍāpanikam	A	varḍāpanikam
aḍyāvāhanikam	A	aḍyāvāhanikam
staupikam	A	staupikam
prāsarpikam	A	prāsarpikam
pāratalpikam	A	pāratalpikam
abhikam	R	abhikam
staubhikam	A	staubhikam
sajṛmbhikam		sajṛmbhikam
samikam	A	samikam
kāmikam	I	kāmikam
ābhyādāyikam	A	ābhyādāyikam
sāmāyikam	A	sāmāyikam
piñjarikam	A	pinjarikam
tārikam	A	tārikam
audārikam	A	audārikam
trikumārikam	I	trikumārikam
āhārikam	A	āhārikam
vaidurikam	I	vaidurikam
saurāṣṭrikam	A	saurāṣṭrikam
ārātrikam	A	ārātrikam
netrikam	A	netrikam
alikam	A	alikam
chalikam	A	chalikam
dalikam	A	dalikam
ṣālmalikam	A	ṣālmalikam
