headword_iast	source_code	form_key	in_union	union_dicts
aḍimanṭanam	A	aḍimanṭanam	0	
unmanṭanam	A	unmanṭanam	0	
granṭanam	A	granṭanam	0	
nigranṭanam	A	nigranṭanam	0	
nirgranṭanam	A	nirgranṭanam	0	
ṣranṭanam	A	ṣranṭanam	0	
samarṭanam	A	samarṭanam	0	
abhyarṭanam	A	abhyarṭanam	0	
prārṭanam	A	prārṭanam	0	
ceṣṭanam	A	ceṣṭanam	1	AP
viceṣṭanam	A	viceṣṭanam	1	AP
veṣṭanam	A	veṣṭanam	1	SKD
āveṣṭanam	A	āveṣṭanam	1	AP
niveṣṭanam	A	niveṣṭanam	1	AP
pariveṣṭanam	A	pariveṣṭanam	1	AP
nirveṣṭanam	A	nirveṣṭanam	1	AP
paṭhanam	A	paṭhanam	1	SKD
rakṣoghnamantrapaṭhanam	I	rakṣoghnamantrapaṭhanam	0	
pāṭhanam	A	pāṭhanam	1	AP
luṭhanam	A	luṭhanam	1	SKD
viheṭhanam	A	viheṭhanam	1	SKD
loṭhanam	A	loṭhanam	1	AP
praloṭhanam	A	praloṭhanam	1	AP
avakuṅṭhanam	A	avakunṭhanam	1	AP
guṅṭhanam	A	gunṭhanam	1	AP
avaguṅṭhanam	A	avagunṭhanam	1	SKD
luṅṭhanam	A	lunṭhanam	1	SKD
avaluṅṭhanam	A	avalunṭhanam	1	SKD
viluṅṭhanam	A	vilunṭhanam	1	AP
nirluṅṭhanam	A	nirlunṭhanam	1	AP
ulluṅṭhanam	A	ullunṭhanam	1	AP
ḍanam	A	ḍanam	0	
īḍanam	A	īḍanam	1	AP
nigaḍanam	A	nigaḍanam	1	AP
praḍanam	A	praḍanam	0	
avatāḍanam	A	avatāḍanam	1	AP
abhitāḍanam	A	abhitāḍanam	1	AP
prabāḍanam	A	prabāḍanam	0	
pratibāḍanam	A	pratibāḍanam	0	
sambāḍanam	A	sambāḍanam	0	
rāḍanam	A	rāḍanam	0	
ārāḍanam	A	ārāḍanam	0	
saṃrāḍanam	A	sanrāḍanam	0	
samārāḍanam	A	samārāḍanam	0	
abhirāḍanam	A	abhirāḍanam	0	
virāḍanam	A	virāḍanam	0	
āsāḍanam	A	āsāḍanam	0	
saṃsāḍanam	A	sansāḍanam	0	
prasāḍanam	A	prasāḍanam	0	
samprasāḍanam	A	samprasāḍanam	0	
pīḍanam	A	pīḍanam	1	SKD
āpīḍanam	A	āpīḍanam	1	AP
upapīḍanam	A	upapīḍanam	1	AP
prapīḍanam	A	prapīḍanam	1	AP
avapīḍanam	A	avapīḍanam	1	AP
pratipīḍanam	A	pratipīḍanam	1	AP
nipīḍanam	A	nipīḍanam	1	AP
paripīḍanam	A	paripīḍanam	1	AP
utpīḍanam	A	utpīḍanam	1	AP
sampīḍanam	A	sampīḍanam	1	SKD
niṣpīḍanam	A	niṣpīḍanam	1	AP
krīḍanam	A	krīḍanam	1	SKD
ākrīḍanam	A	ākrīḍanam	1	AP
saṅkrīḍanam	A	sankrīḍanam	1	AP
vrīḍanam	A	vrīḍanam	1	SKD
hariṅākūḍanam	I	harinākūḍanam	0	
mṛḍanam	A	mṛḍanam	1	AP
sameḍanam	A	sameḍanam	0	
āmreḍanam	A	āmreḍanam	1	AP
veḍanam	A	veḍanam	0	
kṣveḍanam	A	kṣveḍanam	1	SKD
pratiṣeḍanam	A	pratiṣeḍanam	0	
ṭoḍanam	A	ṭoḍanam	0	
toḍanam	A	toḍanam	1	AP
āboḍanam	A	āboḍanam	0	
avaboḍanam	A	avaboḍanam	0	
samavaboḍanam	A	samavaboḍanam	0	
pariboḍanam	A	pariboḍanam	0	
anuboḍanam	A	anuboḍanam	0	
samboḍanam	A	samboḍanam	0	
yoḍanam	A	yoḍanam	0	
āyoḍanam	A	āyoḍanam	0	
pratiyoḍanam	A	pratiyoḍanam	0	
āroḍanam	A	āroḍanam	0	
saṃroḍanam	A	sanroḍanam	0	
uparoḍanam	A	uparoḍanam	0	
avaroḍanam	A	avaroḍanam	0	
pratyavaroḍanam	A	pratyavaroḍanam	0	
pratiroḍanam	A	pratiroḍanam	0	
viroḍanam	A	viroḍanam	0	
udroḍanam	A	udroḍanam	0	
loḍanam	A	loḍanam	1	AP
āloḍanam	A	āloḍanam	1	AP
saṃloḍanam	A	sanloḍanam	1	AP
viloḍanam	A	viloḍanam	1	SKD
saṃṣoḍanam	A	sanṣoḍanam	0	
viṣoḍanam	A	viṣoḍanam	0	
kaṅḍanam	A	kanḍanam	1	SKD
avakhaṅḍanam	A	avakhanḍanam	1	AP
daṅḍanam	A	danḍanam	1	AP
bhaṅḍanam	A	bhanḍanam	1	SKD
piṅḍanam	A	pinḍanam	1	AP
sapiṅḍanam	A	sapinḍanam	1	AP
hiṅḍanam	A	hinḍanam	1	SKD
guṅḍanam	A	gunḍanam	1	AP
huṅḍanam	A	hunḍanam	1	AP
aḍḍanam	A	aḍḍanam	1	AP
ganḍanam	A	ganḍanam	0	
nirganḍanam	A	nirganḍanam	0	
prabanḍanam	A	prabanḍanam	0	
pratibanḍanam	A	pratibanḍanam	0	
nibanḍanam	A	nibanḍanam	0	
upanibanḍanam	A	upanibanḍanam	0	
paribanḍanam	A	paribanḍanam	0	
anubanḍanam	A	anubanḍanam	0	
ranḍanam	A	ranḍanam	0	
aranḍanam	A	aranḍanam	0	
saminḍanam	A	saminḍanam	0	
sparḍanam	A	sparḍanam	0	
saṃvarḍanam	A	sanvarḍanam	0	
pravarḍanam	A	pravarḍanam	0	
ativarḍanam	A	ativarḍanam	0	
parivarḍanam	A	parivarḍanam	0	
vivarḍanam	A	vivarḍanam	0	
udvarḍanam	A	udvarḍanam	0	
ṣarḍanam	A	ṣarḍanam	0	
ḍhuṅḍhanam	A	ḍhunḍhanam	1	AP
atanam	A	atanam	1	AP
ātanam	A	ātanam	1	AP
patanam	A	patanam	1	SKD
āpatanam	A	āpatanam	1	AP
prapatanam	A	prapatanam	1	AP
haṃsaprapatanam	I	hansaprapatanam	0	
avapatanam	A	avapatanam	1	AP
praṅipatanam	A	pranipatanam	1	AP
atipatanam	A	atipatanam	1	SKD
nipatanam	A	nipatanam	1	AP
abhipatanam	A	abhipatanam	1	AP
paripatanam	A	paripatanam	1	AP
anupatanam	A	anupatanam	1	AP
utpatanam	A	utpatanam	1	SKD
samutpatanam	A	samutpatanam	1	AP
abhyutpatanam	A	abhyutpatanam	1	AP
niṣpatanam	A	niṣpatanam	1	AP
abhiniṣpatanam	A	abhiniṣpatanam	1	AP
yatanam	A	yatanam	1	AP
āyatanam	I	āyatanam	1	SKD
prayatanam	A	prayatanam	1	AP
pañcāyatanam	I	pancāyatanam	1	AP
yathāyatanam		yathāyatanam	1	CAE MW PWG PWK
śankarāyatanam	I	śankarāyatanam	0	
rudrāyatanam	I	rudrāyatanam	0	
ṣatanam	A	ṣatanam	0	
satanam	A	satanam	1	AP
āṅātanam	A	ānātanam	0	
pratiṅātanam	A	pratinātanam	0	
praniṅātanam	A	praninātanam	0	
nirṅātanam	A	nirnātanam	0	
prapātanam	A	prapātanam	1	AP
avapātanam	A	avapātanam	1	AP
vinipātanam	A	vinipātanam	1	AP
yātanam	A	yātanam	1	AP
pratiyātanam	A	pratiyātanam	1	AP
niryātanam	A	niryātanam	1	SKD
pratiniryātanam	A	pratiniryātanam	1	AP
mrātanam	A	mrātanam	1	SKD
ṣātanam	A	ṣātanam	0	
avaṣātanam	A	avaṣātanam	0	
viṣātanam	A	viṣātanam	0	
pṛtanam	A	pṛtanam	1	AP
ketanam	A	ketanam	1	SKD
adhiketanam	R	adhiketanam	1	MD MW PD PWK SCH
saṅketanam	A	sanketanam	1	AP
pravicetanam	A	pravicetanam	1	AP
prāyaṣcetanam	A	prāyaṣcetanam	0	
retanam	A	retanam	1	SKD
vetanam	A	vetanam	1	SKD
pradyotanam	A	pradyotanam	1	AP
avadyotanam	A	avadyotanam	1	AP
uddyotanam	A	uddyotanam	1	AP
pattanam	A	pattanam	1	SKD
cintanam	A	cintanam	1	AP
praticintanam	A	praticintanam	1	AP
paricintanam	A	paricintanam	1	AP
vicintanam	A	vicintanam	1	AP
sañcintanam	A	sancintanam	1	AP
kṛntanam	A	kṛntanam	1	SKD
avakartanam	A	avakartanam	1	AP
nikartanam	A	nikartanam	1	AP
parikartanam	A	parikartanam	1	AP
aḍivikartanam	A	aḍivikartanam	0	
utkartanam	A	utkartanam	1	AP
niṣkartanam	A	niṣkartanam	1	AP
apavartanam	A	apavartanam	1	AP
upavartanam	A	upavartanam	1	AP
vyapavartanam	A	vyapavartanam	1	AP
pravartanam	A	pravartanam	1	AP
apravartanam	A	apravartanam	1	AP
abhipravartanam	A	abhipravartanam	1	AP
sampravartanam	A	sampravartanam	0	
apāvartanam	A	apāvartanam	1	AP
upāvartanam	A	upāvartanam	1	AP
samāvartanam	A	samāvartanam	1	AP
pratyāvartanam	A	pratyāvartanam	1	AP
vyāvartanam	A	vyāvartanam	1	AP
ativartanam	A	ativartanam	1	AP
prativartanam	A	prativartanam	1	AP
nivartanam	I	nivartanam	1	AP
pratinivartanam	A	pratinivartanam	1	AP
abhivartanam	A	abhivartanam	1	AP
parivartanam	A	parivartanam	1	AP
viparivartanam	A	viparivartanam	1	AP
vivartanam	A	vivartanam	1	AP
anuvartanam	A	anuvartanam	1	AP
udvartanam	A	udvartanam	1	AP
nirvartanam	A	nirvartanam	1	AP
kīrtanam	A	kīrtanam	1	AP
prakīrtanam	A	prakīrtanam	1	AP
parikīrtanam	A	parikīrtanam	1	AP
anukīrtanam	A	anukīrtanam	1	AP
saṅkīrtanam	A	sankīrtanam	1	AP
utkīrtanam	A	utkīrtanam	1	AP
adhistanam	R	adhistanam	1	PD SCH
prakathanam	M	prakathanam	1	AP MW
mathanam	I	mathanam	1	SKD
kadanam	A	kadanam	1	SKD
skhadanam	A	skhadanam	1	SKD
praṅadanam	A	pranadanam	1	AP
praticchadanam	A	praticchadanam	1	AP
dadanam	A	dadanam	1	SKD
prapadanam	A	prapadanam	1	AP
aprapadanam	A	aprapadanam	1	AP
pramadanam	A	pramadanam	1	AP
vadanam	A	vadanam	1	SKD
saṃvadanam	A	sanvadanam	1	SKD
vedavadanam	I	vedavadanam	1	SKD
pravadanam	A	pravadanam	1	AP
sampravadanam	A	sampravadanam	0	
abhivadanam	A	abhivadanam	1	AP
parivadanam	A	parivadanam	1	AP
vivadanam	A	vivadanam	1	AP
svadanam	A	svadanam	1	SKD
niṣadanam	A	niṣadanam	1	AP
kṣadanam	A	kṣadanam	1	AP
sadanam	A	sadanam	1	AP
saṃsadanam	A	sansadanam	1	AP
upasadanam	A	upasadanam	1	SKD
pratisadanam		pratisadanam	1	MW PWK
hadanam	A	hadanam	1	SKD
chādanam	A	chādanam	1	SKD
ācchādanam	A	ācchādanam	1	SKD
ucchādanam	A	ucchādanam	1	SKD
pracchādanam	A	pracchādanam	1	SKD
sañchādanam	A	sanchādanam	1	AP
āpādanam	A	āpādanam	1	AP
upapādanam	A	upapādanam	1	AP
abhyupapādanam	A	abhyupapādanam	1	AP
samāpādanam	A	samāpādanam	1	AP
sampratipādanam	A	sampratipādanam	0	
pradipādanam	A	pradipādanam	0	
vipādanam	A	vipādanam	1	AP
samutpādanam	A	samutpādanam	1	AP
vyutpādanam	A	vyutpādanam	1	AP
amṛtotpādanam	I	amṛtotpādanam	0	
sampādanam	A	sampādanam	1	SKD
niṣpādanam	A	niṣpādanam	1	SKD
hlādanam	A	hlādanam	1	AP
vādanam	A	vādanam	1	SKD
visaṃvādanam	A	visanvādanam	1	AP
udvādanam	A	udvādanam	1	AP
āsvādanam	A	āsvādanam	1	AP
viṣādanam	A	viṣādanam	1	AP
sādanam	A	sādanam	1	SKD
āsādanam	A	āsādanam	1	AP
upasādanam	A	upasādanam	1	AP
yamasādanam	I	yamasādanam	0	
anuprasādanam	A	anuprasādanam	1	AP
avasādanam	A	avasādanam	1	AP
samāsādanam	A	samāsādanam	1	AP
abhyāsādanam	A	abhyāsādanam	1	SKD
utsādanam	A	utsādanam	1	SKD
rudanam	A	rudanam	1	AP
niṣūdanam	A	niṣūdanam	1	AP
bahūdanam	A	bahūdanam	1	AP
khedanam	A	khedanam	1	AP
pracchedanam	A	pracchedanam	1	AP
avacchedanam	A	avacchedanam	1	AP
paricchedanam	A	paricchedanam	1	AP
vicchedanam	A	vicchedanam	1	AP
pratibhedanam	A	pratibhedanam	1	AP
avakledanam	A	avakledanam	1	AP
vikledanam	A	vikledanam	1	AP
vedanam	A	vedanam	1	SKD
āvedanam	A	āvedanam	1	SKD
saṃvedanam	A	sanvedanam	1	AP
pratisaṃvedanam	A	pratisanvedanam	1	AP
pravedanam	A	pravedanam	1	AP
savedanam		savedanam	1	MW PWK
aḍivedanam	A	aḍivedanam	0	
nivedanam	A	nivedanam	1	SKD
parivedanam	A	parivedanam	1	SKD
svedanam	A	svedanam	1	SKD
acodanam	A	acodanam	1	AP
pracodanam	A	pracodanam	1	AP
praticodanam		praticodanam	1	MW PWG PWK
ācchodanam	A	ācchodanam	1	SKD
todanam	A	todanam	1	SKD
nistodanam	A	nistodanam	1	AP
nodanam	A	nodanam	1	AP
vinodanam	A	vinodanam	1	AP
modanam	A	modanam	1	SKD
pramodanam	A	pramodanam	1	AP
sapramodanam		sapramodanam	1	CAE MW PWK
anumodanam	A	anumodanam	1	AP
rodanam	A	rodanam	1	SKD
anurodanam	A	anurodanam	1	AP
ākṣodanam	A	ākṣodanam	1	SKD
undanam	A	undanam	1	AP
pratyabhiskandanam	A	pratyabhiskandanam	1	AP
skandanam	A	skandanam	1	SKD
praskandanam	A	praskandanam	1	SKD
agnipraskandanam	I	agnipraskandanam	1	AP
haricandanam	I	haricandanam	1	SKD
upacchandanam	A	upacchandanam	1	AP
nandanam	I	nandanam	1	SKD
pratinandanam	A	pratinandanam	1	AP
abhinandanam	A	abhinandanam	1	AP
sunandanam	I	sunandanam	0	
pratispandanam	A	pratispandanam	1	AP
spandanam	A	spandanam	1	SKD
praspandanam	A	praspandanam	1	AP
mandanam	A	mandanam	1	SKD
viṣyandanam	A	viṣyandanam	1	AP
āsyandanam	A	āsyandanam	1	AP
avasyandanam	A	avasyandanam	1	AP
ākrandanam	A	ākrandanam	1	AP
avakrandanam	A	avakrandanam	1	AP
anukrandanam	A	anukrandanam	1	AP
vandanam	A	vandanam	1	SKD
sapādavandanam	M	sapādavandanam	1	CAE MW
abhivandanam	A	abhivandanam	1	AP
nindanam	A	nindanam	1	SKD
parīndanam	A	parīndanam	1	AP
samundanam	A	samundanam	1	SKD
saṃṣabdanam	A	sanṣabdanam	0	
kardanam	A	kardanam	1	AP
pracchardanam	A	pracchardanam	1	AP
vicchardanam	A	vicchardanam	1	AP
sañchardanam	A	sanchardanam	1	AP
ātardanam	A	ātardanam	1	AP
nardanam	A	nardanam	1	AP
upamardanam	A	upamardanam	1	AP
anupamardanam	A	anupamardanam	1	AP
pramardanam	A	pramardanam	1	AP
vimardanam	A	vimardanam	1	AP
unmardanam	A	unmardanam	1	AP
sammardanam	A	sammardanam	0	
abhyardanam	A	abhyardanam	1	AP
kūrdanam	A	kūrdanam	1	AP
utkūrdanam	A	utkūrdanam	1	AP
dhanam	I	dhanam	1	SKD
udvāhadhanam	I	udvāhadhanam	0	
viṣṅorārādhanam	I	viṣnorārādhanam	0	
pañcanidhanam	I	pancanidhanam	0	
bandhanam	I	bandhanam	1	SKD
paṭṭavardhanam	I	paṭṭavardhanam	0	
kāyāvardhanam	I	kāyāvardhanam	0	
ananam	A	ananam	1	AP
ānanam	A	ānanam	1	SKD
khananam	A	khananam	1	SKD
nikhananam	A	nikhananam	1	AP
ājananam	A	ājananam	1	AP
daśāśvamedhajananam	I	daśāśvamedhajananam	0	
aḍijananam	A	aḍijananam	0	
vijananam	A	vijananam	1	SKD
vaijananam	A	vaijananam	1	AP
stananam	A	stananam	1	SKD
anumananam	A	anumananam	1	AP
vananam	A	vananam	1	AP
saṃvananam	A	sanvananam	1	SKD
ḍvananam	A	ḍvananam	0	
hananam	A	hananam	1	SKD
āhananam	A	āhananam	1	AP
saṃhananam	A	sanhananam	1	SKD
apahananam	A	apahananam	1	AP
avahananam	A	avahananam	1	AP
aḍyavahananam	A	aḍyavahananam	0	
abhyāhananam	A	abhyāhananam	1	AP
pratihananam	A	pratihananam	1	AP
nihananam	A	nihananam	1	SKD
vihananam	A	vihananam	1	SKD
kānanam	A	kānanam	1	SKD
viśveśānandakānanam	I	viśveśānandakānanam	0	
apānanam	A	apānanam	1	AP
mānanam	A	mānanam	1	AP
amānanam	A	amānanam	1	SKD
avamānanam	A	avamānanam	1	SKD
vimānanam	A	vimānanam	1	AP
sammānanam	A	sammānanam	0	
viḍunanam	A	viḍunanam	0	
avaḍūnanam	A	avaḍūnanam	0	
udḍūnanam	A	udḍūnanam	0	
nirḍūnanam	A	nirḍūnanam	0	
vasnanam	A	vasnanam	1	SKD
apanam	M	apanam	1	MW
āpanam	A	āpanam	1	SKD
upanam	R	upanam	1	AP MW
japanam	A	japanam	1	SKD
sañjñapanam	A	sanjnapanam	1	SKD
niṣṭapanam	A	niṣṭapanam	1	AP
pratapanam	A	pratapanam	1	AP
santapanam	A	santapanam	1	AP
sāntapanam	I	sāntapanam	1	SKD
atisāntapanam	A	atisāntapanam	1	AP
devasnapanam	I	devasnapanam	0	
saptamīsnapanam	I	saptamīsnapanam	0	
lapanam	A	lapanam	1	SKD
apalapanam	A	apalapanam	1	SKD
pralapanam	A	pralapanam	1	AP
vilapanam	A	vilapanam	1	SKD
glapanam	A	glapanam	1	AP
vapanam	A	vapanam	1	SKD
āvapanam	A	āvapanam	1	SKD
nivapanam	A	nivapanam	1	SKD
upanivapanam	A	upanivapanam	1	AP
udvapanam	A	udvapanam	1	AP
svapanam	A	svapanam	1	SKD
ṣapanam	A	ṣapanam	0	
abhiṣapanam	A	abhiṣapanam	0	
jāpanam	A	jāpanam	1	SKD
jñāpanam	A	jnāpanam	1	SKD
ājñāpanam	A	ājnāpanam	1	SKD
prajñāpanam	A	prajnāpanam	1	AP
vijñāpanam	A	vijnāpanam	1	SKD
anujñāpanam	A	anujnāpanam	1	AP
sañjñāpanam	A	sanjnāpanam	1	AP
utṭāpanam	A	utṭāpanam	0	
āsṭāpanam	A	āsṭāpanam	0	
saṃsṭāpanam	A	sansṭāpanam	0	
upasṭāpanam	A	upasṭāpanam	0	
anupasṭāpanam	A	anupasṭāpanam	0	
pratyupasṭāpanam	A	pratyupasṭāpanam	0	
prasṭāpanam	A	prasṭāpanam	0	
avasṭāpanam	A	avasṭāpanam	0	
pratyavasṭāpanam	A	pratyavasṭāpanam	0	
vyavasṭāpanam	A	vyavasṭāpanam	0	
pratiṣṭhāpanam	A	pratiṣṭhāpanam	1	AP
anuṣṭhāpanam	A	anuṣṭhāpanam	1	AP
ṣradḍāpanam	A	ṣradḍāpanam	0	
varḍāpanam	A	varḍāpanam	0	
upatāpanam	A	upatāpanam	1	AP
sampratāpanam	A	sampratāpanam	0	
dāpanam	A	dāpanam	1	AP
ādāpanam	A	ādāpanam	1	AP
bhidāpanam	A	bhidāpanam	1	AP
abhidāpanam	A	abhidāpanam	1	AP
snāpanam	A	snāpanam	1	AP
māpanam	A	māpanam	1	AP
kṣamāpanam	A	kṣamāpanam	1	AP
samāpanam	A	samāpanam	1	SKD
parisamāpanam	A	parisamāpanam	1	AP
anusamāpanam	A	anusamāpanam	1	AP
ḍmāpanam	A	ḍmāpanam	0	
āḍmāpanam	A	āḍmāpanam	0	
praḍmāpanam	A	praḍmāpanam	0	
āyāpanam	A	āyāpanam	1	AP
upayāpanam	A	upayāpanam	1	AP
khyāpanam	A	khyāpanam	1	AP
prakhyāpanam	A	prakhyāpanam	1	AP
vikhyāpanam	A	vikhyāpanam	1	SKD
aḍyāpanam	A	aḍyāpanam	0	
satyāpanam	A	satyāpanam	1	SKD
udyāpanam	A	udyāpanam	1	AP
samkrāntyudyāpanam	I	samkrāntyudyāpanam	0	
pādapodyāpanam	I	pādapodyāpanam	0	
vyāpanam	A	vyāpanam	1	SKD
pralāpanam	A	pralāpanam	1	AP
vilāpanam	A	vilāpanam	1	AP
vimlāpanam	A	vimlāpanam	1	AP
vāpanam	A	vāpanam	1	AP
āvāpanam	A	āvāpanam	1	SKD
abhiṣāpanam	A	abhiṣāpanam	0	
hāpanam	A	hāpanam	1	AP
ādīpanam	A	ādīpanam	1	SKD
uddīpanam	A	uddīpanam	1	SKD
ḍūpanam	A	ḍūpanam	0	
udḍūpanam	A	udḍūpanam	0	
ṭepanam	A	ṭepanam	1	AP
upalepanam	A	upalepanam	1	SKD
avalepanam	A	avalepanam	1	SKD
vilepanam	A	vilepanam	1	SKD
vepanam	A	vepanam	1	SKD
gopanam	A	gopanam	1	SKD
pragopanam	A	pragopanam	1	AP
saṅgopanam	A	sangopanam	1	AP
yopanam	A	yopanam	1	AP
lopanam	A	lopanam	1	AP
vilopanam	A	vilopanam	1	AP
ākampanam	A	ākampanam	1	AP
abhikampanam	A	abhikampanam	1	AP
vikampanam	A	vikampanam	1	AP
ālimpanam	A	ālimpanam	1	SKD
avalumpanam	A	avalumpanam	1	AP
kalpanam	A	kalpanam	1	SKD
akalpanam	A	akalpanam	1	AP
upakalpanam	A	upakalpanam	1	AP
parikalpanam	A	parikalpanam	1	AP
vikalpanam	A	vikalpanam	1	AP
saṅkalpanam	A	sankalpanam	1	AP
jalpanam	A	jalpanam	1	SKD
upajalpanam	A	upajalpanam	1	AP
prajalpanam	A	prajalpanam	1	AP
talpanam	A	talpanam	1	SKD
lamphanam	A	lamphanam	1	AP
viḍambanam	A	viḍambanam	1	SKD
ālambanam	I	ālambanam	1	SKD
pralambanam	A	pralambanam	1	AP
avalambanam	A	avalambanam	1	SKD
anālambanam		anālambanam	1	PD PWK
samālambanam	A	samālambanam	1	AP
parilambanam	A	parilambanam	1	AP
vilambanam	A	vilambanam	1	SKD
pratibimbanam	A	pratibimbanam	1	AP
cumbanam	A	cumbanam	1	SKD
paricumbanam	A	paricumbanam	1	AP
yabhanam	A	yabhanam	1	AP
labhanam	A	labhanam	1	AP
ālabhanam	A	ālabhanam	1	AP
samālabhanam	A	samālabhanam	1	AP
pralobhanam	A	pralobhanam	1	AP
upapralobhanam	A	upapralobhanam	1	AP
avalobhanam	A	avalobhanam	1	AP
anavalobhanam	A	anavalobhanam	1	AP
vilobhanam	A	vilobhanam	1	AP
aṣobhanam	A	aṣobhanam	0	
upaṣobhanam	A	upaṣobhanam	0	
skambhanam	A	skambhanam	1	AP
jambhanam	A	jambhanam	1	AP
avaṣṭambhanam	A	avaṣṭambhanam	1	AP
paryavaṣṭambhanam	A	paryavaṣṭambhanam	1	AP
stambhanam	A	stambhanam	1	SKD
saṃstambhanam	A	sanstambhanam	1	AP
dambhanam	A	dambhanam	1	AP
lambhanam	A	lambhanam	1	SKD
upalambhanam	A	upalambhanam	1	AP
pralambhanam	A	pralambhanam	1	AP
vipralambhanam	A	vipralambhanam	1	AP
abhilambhanam	A	abhilambhanam	1	AP
niṣumbhanam	A	niṣumbhanam	0	
valbhanam	A	valbhanam	1	SKD
āmanam	A	āmanam	1	AP
gamanam	A	gamanam	1	SKD
āgamanam	A	āgamanam	1	SKD
pragamanam	A	pragamanam	1	AP
yathāgamanam	M	yathāgamanam	1	CAE CCS MW
abhyāgamanam	A	abhyāgamanam	1	AP
agamyāgamanam	I	agamyāgamanam	1	AP
samaḍigamanam	A	samaḍigamanam	0	
pratigamanam	A	pratigamanam	1	AP
nigamanam	A	nigamanam	1	AP
saṅgamanam	A	sangamanam	1	AP
udgamanam	A	udgamanam	1	AP
nirgamanam	A	nirgamanam	1	AP
upanirgamanam	A	upanirgamanam	1	AP
pariṅamanam	A	parinamanam	1	AP
vipariṅamanam	A	viparinamanam	1	AP
ācamanam	I	ācamanam	1	SKD
jamanam	A	jamanam	1	SKD
āḍamanam	A	āḍamanam	0	
praḍamanam	A	praḍamanam	0	
tamanam	A	tamanam	1	AP
uttamanam	A	uttamanam	1	AP
astamanam	A	astamanam	1	AP
upāstamanam	A	upāstamanam	1	AP
namanam	A	namanam	1	AP
vinamanam	A	vinamanam	1	AP
unnamanam	A	unnamanam	1	AP
samunnamanam	A	samunnamanam	1	AP
pratyunnamanam	A	pratyunnamanam	1	AP
āyamanam	A	āyamanam	1	AP
saṃyamanam	A	sanyamanam	1	SKD
upasaṃyamanam	A	upasanyamanam	1	AP
upayamanam	A	upayamanam	1	AP
niyamanam	A	niyamanam	1	SKD
udyamanam	A	udyamanam	1	AP
abhyamanam	A	abhyamanam	1	AP
vamanam	A	vamanam	1	SKD
udvamanam	A	udvamanam	1	SKD
saṃṣamanam	A	sanṣamanam	0	
upaṣamanam	A	upaṣamanam	0	
niṣamanam	A	niṣamanam	0	
nikāmanam	A	nikāmanam	1	AP
vāmanam	I	vāmanam	0	
niṣāmanam	A	niṣāmanam	0	
ḍūmanam	A	ḍūmanam	0	
jemanam	A	jemanam	1	SKD
temanam	A	temanam	1	SKD
anulomanam	A	anulomanam	1	AP
pratijanmanam	A	pratijanmanam	1	AP
ayanam	I	ayanam	1	SKD
udagayanam	I	udagayanam	1	SKD
praṅayanam	A	pranayanam	1	AP
daṅḍapraṅayanam	I	danḍapranayanam	0	
abhipraṅayanam	A	abhipranayanam	1	AP
cayanam	A	cayanam	1	AP
pracayanam	A	pracayanam	1	AP
samācayanam	A	samācayanam	1	AP
vicayanam	A	vicayanam	1	SKD
sañcayanam	A	sancayanam	1	AP
jayanam	A	jayanam	1	SKD
ājayanam	A	ājayanam	1	AP
ḍayanam	A	ḍayanam	1	SKD
uḍḍayanam	A	uḍḍayanam	1	SKD
udayanam	A	udayanam	1	SKD
nayanam	A	nayanam	1	SKD
apanayanam	A	apanayanam	1	SKD
upanayanam	A	upanayanam	1	SKD
avanayanam	A	avanayanam	1	AP
upānayanam	A	upānayanam	1	AP
samānayanam	A	samānayanam	1	AP
pratyānayanam	A	pratyānayanam	1	AP
ninayanam	A	ninayanam	1	AP
vinayanam	A	vinayanam	1	AP
sannayanam	A	sannayanam	1	AP
bhayanam	A	bhayanam	1	AP
aṅgirasāmayanam	A	angirasāmayanam	1	AP
smayanam	A	smayanam	1	AP
vismayanam	A	vismayanam	1	AP
aḍyayanam	A	aḍyayanam	0	
prāḍyayanam	A	prāḍyayanam	0	
pratyayanam		pratyayanam	1	MD MW PWK
yāvadadhyayanam	M	yāvadadhyayanam	1	AP CAE MW
apyayanam	A	apyayanam	1	AP
palyayanam	A	palyayanam	1	SKD
vyayanam	A	vyayanam	1	AP
indrāgnyorayanam		indrāgnyorayanam	1	PWK
layanam	A	layanam	1	AP
saṃlayanam	A	sanlayanam	1	AP
pratisaṃlayanam	A	pratisanlayanam	1	AP
nilayanam	A	nilayanam	1	AP
vilayanam	A	vilayanam	1	AP
vayanam	A	vayanam	1	AP
śayanam	A	śayanam	1	SKD
anantaśayanam	I	anantaśayanam	1	AP
saubhāgyaśayanam	I	saubhāgyaśayanam	0	
ādityaśayanam	I	ādityaśayanam	0	
atiśayanam	M	atiśayanam	1	SKD
ṣayanam	A	ṣayanam	0	
pratiṣayanam	A	pratiṣayanam	0	
prasayanam	A	prasayanam	1	AP
anāṣakāyanam	A	anāṣakāyanam	0	
upagāyanam	A	upagāyanam	1	AP
dakṣiṅāyanam	I	dakṣināyanam	1	SKD
nirṅāyanam	A	nirnāyanam	1	SKD
kaṭāyanam	A	kaṭāyanam	1	SKD
caṭacaṭāyanam	A	caṭacaṭāyanam	1	AP
guḍuguḍāyanam	A	guḍuguḍāyanam	1	AP
tāyanam	A	tāyanam	1	AP
pāyanam	A	pāyanam	1	AP
upāyanam	A	upāyanam	1	SKD
abhyupāyanam	A	abhyupāyanam	1	SKD
